Id	Key	Text
20034067	ConditionManagerRegressionNotSatisfy	Returning condition not met
20034068	ConditionManagerEndlessStageNpcGroupNotEnough	Insufficient monster wave in infinite stage
20034069	ConditionManagerRecruitLevelNotEnough	Recruitment level too low
20034070	ConditionManagerPartnerLevelNotEnough	Companion overclock and level requirement not met
20034071	ConditionManagerPartnerQualityNotEnough	Companion quality requirement not met
20034072	ConditionManagerPartnerSkillLevelNotEnough	Companion total skill level does not meet requirement
20034073	ConditionManagerPartnerTypeIsError	Companion type error
20034074	ConditionManagerRpgTeamLevelNotEnough	20034074 Insufficient team level
20034075	ConditionManagerPartnerHadNotOwner	You never owned this CUB
20034076	ConditionManagerSpTargetProgressNotEnough	Target stage progress not reached
20034077	ConditionManagerRegression2NotSatisfied	20034077 New returning condition not met
20034078	ConditionManagerCoupleCombatOccupyNotEnough	20034078 Insufficient number of stages occupied
20034079	ConditionManagerTimeIdNotEnough	20034079 Event not available
20034080	ConditionGoldenMinerUnlockNotEnough	20034080 Insufficient points to unlock the miner
20034081	ConditionManagerSceneIsLock	20034081 Scene locked
20034082	ConditionManagerSceneIsUnLock	20034082 Scene unlocked
20034083	ConditionManagerLivWarmActivityStageUnFinish	20034083 Liv: Empyrea Match Game stage not cleared
20034084	ConditionManagerLivWarmActivitySoundStageUnFinish	20034084 Liv: Empyrea Audio Puzzle stage not cleared
20036001	RobotManagerInitCharacterQualityFail	Robot class error
20036002	RobotManagerInitCharacterLevelFail	Robot level error
20036003	RobotManagerInitCharacterGradeFail	Robot rank error
20036004	RobotManagerInitSkillLevelFail	Robot skill error
20036005	RobotManagerInitWeapoonLevelFail	Invalid weapon level of robot
20036006	RobotManagerInitWeapoonAweakenFail	Invalid robot weapon awakening
20036007	RobotManagerInitWeapoonBreakThroughFail	Invalid robot weapon enhancement
20036008	RobotManagerRobotNotExit	Robot not found
20037001	PersonalInfoQueryPlayerDataFail	Failed to obtain personal info
20037002	PersonalInfoWithoutPermission	The Commandant has set a permission requirement
20037003	PersonalInfoNoShowCharacterWithThisId	No character on display
20037004	PersonalInfoNoCharacterInfoWithThisId	Character info not obtained
20038001	DailyGiveALikeFail	Failed to like
20038002	DailyAddLikeSuccess	Liked
20038003	DailyDelLikeSuccess	Failed to unlike
20038004	DailyBanMsgFail	Failed to mute
20039001	BaseEquipTemplateNoFound	HQ facility not found
20039002	BaseEquipAttribPoolsNoFound	Stats Pool settings not found
20039003	BaseEquipBottomPoolTemplateNoFound	Guarantee Pool settings not found
20039004	BaseEquipNotFound	HQ facility not founded
20039005	BaseEquipEvaluated	HQ facility has been evaluated
20039006	BaseEquipNotEvaluate	HQ facility has not been evaluated yet
20039007	BaseEquipWasPutOn	HQ facility is in use
20039008	BaseEquipPutOnLevelLimit	Level requirement of floor equipment
20040001	BountyTaskHaveNoTask	Mission does not exist
20040002	BountyTaskUpperLimit	Unable to accept any more missions as the number of missions has reached the limit
20040003	BountyTaskHasAccept	Mission accepted
20040004	BountyTaskStatusError	Bounty Mission status error
20040005	BountyTaskRefreshUpperLimit	Insufficient refresh attempts of Bounty Mission
20040006	BountyTaskHaveNoTaskInTaskPool	There is no Bounty Mission at the moment
20040007	BountyTaskRefreshFail	Failed to refresh Bounty Mission
20040008	BountyTaskHadExpired	Bounty Mission is now replaced by Operation Guardians
20041001	TaskForceTaskPoolIsFull	Mission list is full
20041002	TaskForceCountLimit	Number of dispatch teams has reached the limit
20041003	TaskForceHaveNoThisTaskInTaskPool	Mission does not exist
20041004	TaskForceHaveNoThisTask	Mission does not exist
20041005	TaskForceCharacterLevelLimit	Level of the dispatch team does not meet the requirement
20041006	TaskForceTaskHasAccept	Mission has been accepted
20041007	TaskForceHaveNoCharacter	Member does not exist
20041008	TaskForceCharacterHasBeenDispatched	Member being dispatched
20041009	TaskForceNotAcceptThisTask	Mission unaccepted
20041010	TaskForceTaskWasCompleted	Mission completed
20041011	TaskForceTaskTheTaskIsNotCompleted	Mission incomplete
20043001	VoteGroupTemplateNotFound	Failed to obtain template data of the vote set
20043002	VoteIsNotEffect	Vote info does not exist
20043003	VoteIsInvalid	Failed to vote
20043004	VoteIsClosed	Vote closed
20043005	VoteTimesIsUseUp	Voted
20043006	VoteIdUnknown	Failed to vote
20044001	ArenaActivityNotFound	Event does not exist
20044002	ArenaActivityIsLoading	Loading data
20044003	ArenaActivityFuncIsNotOpen	Feature is not available yet
20044004	ArenaActivityChallengeRegulatorNotFound	War Zone manager does not exist
20044005	ArenaActivityPlayerNotFound	Player does not exist
20044006	ArenaActivityPlayerHaveTeam	Player is in a team already
20044007	ArenaActivityTeamIsFull	The team is full
20044008	ArenaActivityPlayerIsInTeam	You are already in the team
20044009	ArenaActivityPlayerNotHaveChallengeId	Suitable War Zone not found
20044010	ArenaActivityArenaServiceIsNotFound	Server error
20044011	ArenaActivityTeamIsNotFound	Team does not exist
20044012	ArenaActivityTeamIsAlreadyApply	Request Sent
20044013	ArenaActivityIsNotCaptain	Only team leader can do this
20044014	ArenaActivityPlayerIsNotApply	Not applied yet
20044015	ArenaActivityPlayerIsNotInTeam	You are not in a team
20044016	ArenaActivityTargetIsNotFound	Target does not exist
20044017	ArenaActivityTargetHaveTeam	The player is already in a team
20044018	ArenaActivityPlayerIsNotInviter	You are not invited
20044019	ArenaActivityPlayerGroupNotFound	Challenge team does not exist
20044020	ArenaActivityAreaIsNotOpen	The area is not available yet
20044021	ArenaActivityAreaIsAlreadyUnlock	The area has been unlocked
20044022	ArenaActivityPlayerAlreadyJoin	Joined
20044023	ArenaActivityPlayerJoinFail	Failed to join
20044024	ArenaActivityStageIsError	Stage error
20044025	ArenaActivityChallengeIdIsNotExist	War Zone ID does not exist
20044026	ArenaActivityAreaIsNotUnlock	Area has not been unlocked yet
20044027	ArenaActivityAreaIdIsNotFound	Area does not exist
20044028	ArenaActivityPreStageIsNotFinish	Previous stage not complete
20044029	ArenaActivityPlayerIsNotJoin	You have not participated in the current event
20044030	ArenaActivityPlayerIsNotJoinBefore	You did not participate in the previous event
20044031	ArenaActivityStatusIsCanNotOprea	You cannot do this under the current state
20044032	ArenaActivityStatusCanNotFight	You cannot battle under the current state
20044033	ArenaActivityNotHaveUnlockCount	No unlock attempts
20044034	ArenaActivityActivityRegulatorNotFound	War Zone event does not exist
20044035	ArenaActivityStageError	Stage ID of War Zone error
20044036	ArenaActivityChallengeAreaNotExist	Operation failed
20044037	ArenaGetRankFailed	Invitation failed as the player has not entered the War Zone yet
20044038	ArenaActivityOperateFail	Operation failed
20044039	ArenaActivityInviteTargetIsNotJoin	Invitation failed as the player has not entered the War Zone yet
20044040	ArenaActivityStageCanNotAutoFight	Auto Clear is not available for this mission
20044041	ArenaActivityStageAutoFightNotUnlock	Auto Clear is locked for this mission
20044042	ArenaActivityStageMaxPointCanNotAutoFight	Auto Clear is not available for full score
20045001	MatchCreateRoomFailed	Failed to create room
20045002	MatchLevelLimit	Insufficient level
20045003	MatchInvalidStageId	Failed to create room
20045004	MatchRoomIsFull	The room is full
20045005	MatchInvalidRoomId	Invalid room Id
20045006	MatchRoomNotFound	Target room not found
20045007	MatchRoomNotReady	The room is not ready
20045008	MatchRoomInFight	Battle has started
20045009	MatchPlayerAlreadyInMatchPool	Matching
20045010	MatchPlayerNotInMatchPool	Not matching
20045011	MatchPlayerAlreadyInRoom	You are in a room already
20045012	MatchPlayerNotInRoom	You are not in a room
20045013	MatchPlayerNotInThisRoom	You are not in the room
20045014	MatchPlayerStateError	Status error
20045015	MatchPlayerNotLeader	You are not the Host
20045016	MatchCanNotTransferLeaderToYourSelf	You cannot appoint yourself as the Host
20045017	MatchPlayerNotFound	Target player not found
20045018	MatchRoomLeaderForceLeave	You were kicked out by the Host
20045019	MatchRoomClose	Room has been disbanded
20045020	MatchStartTimeout	You were kicked out due to long standby time
20045021	MatchCharacterNotUnique	Duplicate Constructs in the team
20045022	MatchPlayerOffline	Player is offline
20045023	MatchPlayerIsMatching	Matchmaking...
20045024	MatchPlayerCountNotEnough	Insufficient players. Battle cannot begin
20045025	MatchPlayerNotHaveSuitableCharacter	Not suitable characters
20045026	MatchMultiLevelControlNotExist	20045026
20045027	MatchServerMaintenance	Online function maintenance, unable to conduct a match battle
20045028	MatchClientVersionError	Client version is too low, unable to conduct a match battle
20045029	MatchStageInfoNotFound	20045029 Corresponding StageInfo does not exist
20045030	MatchRobotIdNotInStage	20045030 Bot ID is not available in the stage
20045031	MatchStageDontHaveRobotId	20045031 Stage Bot ID not set
20045032	MatchInvalidStageType	20045032 Invalid matching stage type
20045033	MatchInvalidStageIdAndStageType	20045033 Invalid matching Stage ID or stage type
20045034	MatchInvalidToManyMatchPlayers	20045034 Too many players in matching
20045035	MatchInvalidStageIdsNotTheSameType	20045035 Different stage type of the stage matched
20046001	ExploreChapterIsNotExist	Exploration chapter does not exist
20046002	ExploreChapterIsNotFinished	Character already assigned to stationing
20046003	ExplorePreChapterIsNotFinished	Team empty. Unable to battle
20046004	ExploreChapterRewardIsGot	Reward Claimed
20046005	ExploreChapterNodeIsNotExist	Exploration point does not exist
20046006	ExplorePreNodeIsNotFinished	Complete the previous point first
20046007	ExploreNodeIsFinished	Stage completed
20046008	ExploreEnduranceIsNotEnough	Insufficient Stamina
20047001	PayManagerGetPayTemplateNotFound	Unable to find the corresponding recharge settings
20047002	PayInsertReceiptFail	Recharge error
20048001	BranchChallengeIsNotExist	Challenge ID does not exist
20048002	BranchPreStageNotFinish	Previous stage not complete
20048003	BranchFightIsEnd	Battle time is over
20048004	BranchSectionIdNotFound	Side Challenge ID does not exist
20048005	BranchDifficultStageNotOpen	Challenge difficulty is not available yet
20049001	BossActivitySectionIsNotExist	Boss chapter does not exist
20049002	BossActivitySectionIsNotHaveStage	The stage does not exist in this chapter
20049003	BossActivitySectionPreStageNotFinish	Previous stage not complete
20049004	BossActivityIsEnd	Battle period is over
20049005	BossActivityStarRewardIdNotExist	Reward claim ID does not exist
20049006	BossActivityTotalStartNotEnough	Not enough stars claimed
20049007	BossActivityStarRewardAlreadyGet	Reward Claimed
20049008	BossActivityRobotGroupNotFound	20049008 Cannot find event bot group configuration
20049009	BossActivityRobotIdNotInGroup	20049009 The event bot group does not contain this ID
20050001	SignIdIsNotExist	Sign-in ID does not exist
20050002	SignIdIsClose	Sign-in is over
20050003	SignInfoNotFound	Sign-in failed
20050004	SignRewardIsGot	Signed in
20050005	SignRewardIsNotExist	Sign-in reward does not exist
20051001	ExperimentGroupIsEnd	Trial is over
20051002	ExperimentLevelIdError	Invalid trial area Id
20051003	ExperimentGroupNotOpen	Trial is not available yet
20051004	ExperimentIdNotHaveStarReward	No star reward for experiment stage
20051005	ExperimentStarRewardIdNotExist	Star reward ID does not exist
20051006	ExperimentIdNotFinish	Trial area stage not completed
20051007	ExperimentStarNumNotExist	Star reward does not exist
20051008	ExperimentStarRewardAlreadyGet	Stage not completed
20051009	ExperimentStarNotEnough	Insufficient stars
20052001	PracticeChapterIsNotFound	Hidden chapter event not yet available
20052002	PracticeChapterStageIsError	Stage does not exist
20052003	PracticePreStageNotFinish	Previous stage not complete
20052004	PracticeActivityStageNotFound	20052004 Tutorial Stage of the stage not found
20053001	PurchaseTemplateNotFound	Pack settings not found
20053002	PurchaseTimeNotEffect	The pack is not available yet
20053003	PurchaseTimeWasInvalid	Invalid pack
20053004	PurchaseWasUnShelve	The pack is no longer available
20053005	PurchaseBuyTimesLimit	Purchase attempts have been expended
20053006	PurchaseRemainDayLimit	Remaining days until the next purchase
20053007	PurchaseIntervalDayLimit	The pack is not available yet
20053008	PurchasePrePurchaseLimit	Purchase requirement
20053009	PurchasePrePurchaseIsOnSale	You need to purchase the previous pack first
20053010	PurchaseRecordNotFound	Monthly Pass not purchased
20053011	PurchaseDailyRewardAlreadyGet	Daily reward claimed
20053012	PurchaseDailyRewardExpire	Monthly Pass expired
20053013	PurchaseNotContainDailyReward	Purchased item does not include daily reward
20053014	PurchaseDiscountNotFound	Pack discount not found
20053015	PurchaseDiscountTimesLimit	Discount expired. Please check again
20053016	PurchaseDiscountCountLimit	Discount coupon expired
20053017	PurchaseAlreadyHaveForeverFashion	You already own the permanent Coating and do not need to purchase again
20053018	PurchaseRegression2NotInRegression	20053018 Not in returning status
20053019	PurchaseRegression2ActivityIdNotMatch	20053019 Gift pack does not apply to the returning event
20053101	PurchaseExistMutexItem	Already own a conflicting product. Cannot purchase and replace it now.
20054001	CdKeyInvalid	Invalid gift code, please check again.
20054002	CdKeyNotTimeYet	Out of exchange period, please check again.
20054003	CdKeyTotalCountFull	Gift code has been used, please check again.
20054004	CdKeyChannelWrong	Invalid channel, please check again.
20054005	CdKeyPlayerCountFull	You have claimed the reward already
20054006	CdKeyTimeOut	Gift code has expired, please check again.
20054007	CdKeyGetSameBatchType	Can only be claimed once per account per event
20055001	HeadPortraitTemplateNotFound	Portrait settings not found
20055002	HeadPortraitNotOwned	You do not own this portrait
20055003	HeadPortraitNotExist	Portrait does not exist
20055004	HeadPortraitTimeout	Portrait expired
20055005	HeadPortraitNotInTime	Portrait invalid
20055501	HeadFrameTemplateNotFound	Portrait frame configuration not found
20055502	HeadFrameNotOwned	Portrait frame not yet unlocked
20055503	HeadFrameNotExist	Portrait frame does not exist
20055504	HeadFrameTimeout	Portrait frame expired
20055505	HeadFrameNotInTime	Portrait frame invalid
20057001	FestivalActivityIsNotOpen	Event is not available yet
20057002	FestivalActivityIsOver	Event is over
20057003	FestivalActivityIdNotFount	Event is over
20058001	RedEnvelopeActivityInvalid	Invalid Gift Event
20058002	RedEnvelopeActivityNotOpen	Event is not available yet
20058003	RedEnvelopeActivityHaveClose	Event is over
20059001	BabelTowerActivityNotOpen	Event is not available yet
20059002	BabelTowerActivityIsOver	Event is over
20059003	BabelTowerFightIsEnd	Battle over
20059004	BabelTowerStageIdError	Stage ID error
20059005	BabelTowerCharacterIsInOtherStage	Construct has been locked in another stage
20059006	BabelTowerSupportPointIsNotEnough	Insufficient Support Points
20059007	BabelTowerStageGuideIdError	Stage Guide ID error
20059008	BabelTowerPreGuideInNotFinish	Complete the previous tutorial stage first
20059009	BabelTowerGuideChallengeBuffError	Challenge Buff setting error
20059010	BabelTowerSelectChallengeBuffGroupError	Challenge Buff Set setting error
20059011	BabelTowerSelectChallengeBuffNotInGroup	Challenge Buff not found
20059012	BabelTowerSelectChallengeBuffGroupNotRepeat	Cannot set duplicate Challenge Buff Set
20059013	BabelTowerSelectChallengeBuffIsLocked	TODO_BabelTowerSelectChallengeBuffIsLocked
20059014	BabelTowerSelectSupportBuffGroupError	Support Buff Set error
20059015	BabelTowerSelectSupportBuffNotInGroup	Support Buff not found
20059016	BabelTowerSelectSupportBuffGroupNotRepeat	Cannot set duplicate Support Buff Set
20059017	BabelTowerCacheDataIsNull	Please select stage data first
20059018	BabelTowerStageIdIsNotSameCacheData	Stage error
20059019	BabelTowerPreStageIsNotFinished	Previous stage not complete
20059020	BabelTowerPreStageScoreNotEnough	Insufficient points from previous stage
20059021	BabelTowerStageNotOpen	The stage is not available yet
20059022	BabelTowerPreFightTeamError	Deployed team error
20059023	BabelTowerTowerStageInfoIsNull	Daily quest chapter not found
20059024	BabelTowerTowerStageIsAlreadyReset	Stage record deleted
20059025	BabelTowerTowerStageIsNotReset	Stage record not deleted
20059026	BabelTowerTeamCharacterIdIsBanned	Forbidden characters in team
20059027	BabelTowerNoRank	Current event has no ranking
20059028	BabelTowerGetRankInfoFail	Failed to retrieve ranking
20059029	BabelTowerBuffGroupCfgNotExist	Buff group settings not found
20059030	BabelTowerStageTeamDataNotFound	Team info not found
20059031	BabelTowerStageTeamIdError	Team ID error
20059032	BabelTowerStageTeamIdNotUnlock	Team locked
20059033	BabelTowerStageLevelNotExist	Stage difficulty not found
20059034	BabelTowerCanNotFindStageExtraId	20059034 Stage expansion ID not found
20059035	BabelTowerWrongActivityId	20059035 Wrong event ID
20059036	BabelTowerCanNotFindActivityTemplate	20059036 Event configuration not found
20059037	BabelTowerTeamLimitCount	20059037 Exceeding the deployment limit
20059038	BabelTowerStageLevelNotUnlock	20059038 Babel Tower Difficulty is locked
20059039	BabelTowerGlobalUnlockNotFound	20059039 Babel Tower does not have the corresponding global unlocking configuration
20060001	DormDormitoryHasActivated	The room has been activated
20060002	DormCannotFindDormitoryTemplate	Room settings not found
20060003	DormItemNotEnough	Insufficient items
20060004	DormDormitoryNotActivated	The room has not been activated yet
20060005	DormInvalidFurnitureId	Invalid decor ID
20060006	DormGetRandomFurnitureConfigIdFails	Failed to obtain decor settings ID randomly
20060007	DormGetFurnitureTemplateFails	Failed to obtain decor settings
20060008	DormStringInvalid	Contains illegal characters
20060009	DormCharacterIdInvalid	Invalid member ID
20060010	DormCharacterEventTemplateIdInvalid	Member event configuration not found 
20060011	DormCharacterEventTypeTemplateIdInvalid	Member event configuration type not found 
20060012	DormCharacterEventNotExist	Member event does not exist
20060013	DormGetFurnitureReturnFails	Failed to recycle decor
20060014	DormGetFurnitureLevelReturnFails	Failed to recycle decor level
20060015	DormGetFurnitureRandomAdditionAttrFails	Failed to obtain extra random boosts of decor stats
20060016	DormEventRateFails	Dormitory event rate not met
20060017	DormEventCdFails	Dormitory event in cool down
20060018	DormEventDailyCountFails	Dormitory event has reached the daily limit
20060019	DormEventWeekCountFails	Dormitory event has reached the weekly limit
20060020	DormEventMoodNotFit	Required Mood for dormitory event not met
20060021	DormEventVitalityNotFit	Required Stamina for dormitory event not met
20060022	DormCreateFurnitureBaseDataFails	Insert at least 3 Decor Coin
20060023	DormVisitSelfDorm	You cannot visit your own dormitory
20060024	DormRecommendCd	Refresh in cool down
20060025	DormCharacterWorking	Construct is working
20060026	DormCharacterVitalityNotEnough	Stamina of the Construct is insufficient
20060027	DormCharacterNotWorking	Construct is at leisure
20060028	DormFurnitureCreating	There has been a decor under construction
20060029	DormFurnitureCreatePosInvalid	Invalid position to build
20060030	DormNoFurnitureCreating	No decor is under construction
20060031	DormFurnitureCreateNotComplete	Decor is still under construction
20060032	DormCharacterFull	Dormitory is full
20060033	DormCharacterNotInDormitory	Construct is not in the room
20060034	DormCharacterNotEnough	Insufficient dormitory residents
20060035	DormInvalidFurnitureAttrType	Invalid type
20060036	DormFurnitureAttrNotEnough	Insufficient room decor stats
20060037	DormFurnitureTypeNotSame	Type of decor to refit mismatched
20060038	DormCannotFindWorkTemplate	Working settings not found
20060039	DormWorkSeatNotEnough	Working spaces are full
20060040	DormRequestDataInvalid	Invalid request protocol
20060041	DormCharacterHaveInDormitory	Construct is already in the dormitory
20060042	DormWorkPosIsUsing	The working space has been occupied
20060043	DormLoadPlayerFails	Failed to load data of visiting player
20060044	DormCharacterRewardTemplateNotFound	Dormitory Corrupted reward settings not found
20060045	DormCharacterMoodNotEnough	Resident's Mood too low
20060046	DormNoCharacterCanVisit	No accessible members
20060047	DormGetFurnitureRewardTemplateFails	Dormitory Decor reward settings not found
20060048	DormInvalidFurnitureLayout	Dormitory template not found
20060049	DormCollectLayoutFull	Dormitory collection full
20060050	DormLayoutBindNothing	Please link to the dormitory needed
20060051	DormCreateCountTooMuch	Max number of dormitories reached
20060052	DormPutFurnitureCTooMuch	Furniture exceeds dormitory capacity
20060053	DormEncodeFurnitureLayoutItemListFailed	Failed to generate Decor sharing code
20060054	DormInvalidSnapshotId	Invalid sharing code
20060055	DormSnapshotTimesLimited	Sharing limit reached
20060056	DormWrongVisitId	Unable to visit this dormitory
20060057	DormFurnitureIsLocked	20060057 Decor locked. Unable to perform operation
20060058	DormFondleInvalidCharacterId	20060058 Invalid Construct ID for dormitory patting
20060059	DormFondleInvalidType	20060059 Invalid type for dormitory pat
20060060	DormRenameBanned	Dormitory naming feature disabled. Contact the customer services to modify.
20060061	DormGotCharacterId	Omniframe owned
20060062	DormNotGotCharacterId	Omniframe not owned
20060063	DormDecomposeOverLimitCount	20060063 Scrap quantity exceeds the limit
20061001	GachaTemplateNotFound	Card draw matrix configuration not found
20061002	GachaRewardUseUp	Card draw matrix reward used up
20061003	GachaNotOpen	Card draw matrix not available
20061004	GachaClosed	Card draw matrix closed
20061005	GachaTimesUseUp	Card draw matrix attempts used up
20061006	GachaTimesNotEnough	Insufficient card draw matrix attempts
20061007	GachaOpenNeedGainAllPreMainReward	Unlock after gaining all core rewards in the previous mystery box machine
20061008	GachaOrganizeNotFound	Mystery Box Group configuration not found
20061009	GachaOrganizeNotFoundStartGacha	Primary Mystery Box Machine in Mystery Box Group not found
20062001	RepeatChallengeNotOpen	Event rerun is not yet available
20062002	RepeatChallengeActivityCfgIsNull	Event configuration not found
20062003	RepeatChallengeStageCfgIsNull	Stage does not exist
20062004	RepeatChallengeChapterCfgIsNull	Hidden chapter event not yet available
20062005	RepeatChallengeChapterNotInNormalChapterIds	Normal chapter settings error
20062006	RepeatChallengeChapterNotInHideChapterIds	Abyss chapter settings error
20062007	RepeatChallengeChapterIsFinished	This chapter has been completed
20062008	RepeatChallengeCountError	Challenge attempt error
20062009	RepeatChallengeLevelCfgIsNull	Level settings not found
20062010	RepeatChallengePreFightIsNull	Prebattle data not found
20062011	RepeatChallengeFirstPassLimitCount	1st time challenge is limited to 1 attempt
20062012	RepeatChallengeRewardNotExist	Reward configuration not found
20062013	RepeatChallengeRewardIsGot	Reward Claimed
20062014	RepeatChallengeResultChallengeCountError	Tally error
20062015	MultiChallengeCfgIsNotFound	Multiple challenge settings not found
20062016	RepeatChallengeHideChapterNotOpen	Abyss chapter is not yet available
20062017	RepeatChallengeChapterNotOpen	Chapter locked
20062018	RepeatChallengeHideConditionNotSatisfy	Hidden chapter requirement not met
20063001	GuildServiceUnavaliable	Command Bureau server error
20063002	GuildCreateGuildNameIsNull	Command Bureau name cannot be blank
20063003	GuildCreateGuildNameLengthError	Command Bureau name length requirement not met
20063004	GuildCreateGuildNameInvalid	Command Bureau name contains illegal characters
20063005	GuildCreateGuildDeclarationIsNull	Command Bureau notice cannot be blank
20063006	GuildCreateGuildDeclarationLengthError	Command Bureau notice too long
20063007	GuildCreateGuildDeclarationInvalid	Command Bureau notice contains illegal characters
20063008	GuildCreateGuildIconIdIsZero	Select an icon for Command Bureau
20063009	GuildCreateGuildInCreating	Command Bureau being created. Try again later
20063010	GuildCreateGuildPlayerHasGuild	Failed to create Command Bureau as you have already joined one
20063011	GuildCreateGuildGuildExists	Command Bureau name already in use
20063012	GuildCreateGuildNameDuplicated	Command Bureau name already exists
20063013	GuildCreateGuildPlayerIdDuplicated	Failed to create Command Bureau as you have already joined another one
20063014	GuildCreateGuildIdDuplicated	Command Bureau name already in use
20063015	GuildCreateGuildDataAsyncError	Failed to create Command Bureau data
20063016	GuildCreateGuildInCd	You can only join a new Command Bureau after leaving the current Command Bureau for 8 hours
20063017	GuildCreateErrorHeadPortrait	Command Bureau portrait does not exist
20063018	GuildCreateNotEnoughCost	Insufficient currency. Unable to create
20063019	GuildCreateServiceException	Failed to create Command Bureau
20063020	GuildCreateGuildInternalError	Cannot create Command Bureau data
20063021	GuildApplyInCd	You can only join a new Command Bureau after leaving the current Command Bureau for 8 hours
20063022	GuildApplyPlyaerHasGuild	Request failed. Already joined a Command Bureau
20063023	GuildApplyPlyaerApplyMaxCount	Sending requests to too many Command Bureaus at the same time
20063024	GuildApplyApplyDuplicated	Application submitted. Please wait
20063025	GuildApplyServiceException	Request failed. Unknown error
20063026	GuildApplyGuildNotExist	The player's Command Bureau does not exist
20063027	GuildApplyGuildApplyMaxCount	The player's Command Bureau request list is full
20063028	GuildApplyReachCapacity	Request failed. The Command Bureau is full
20063029	GuildAckApplyAckHasNotGuild	Approval failed. Not in Command Bureau
20063030	GuildAckApplyAckGuildNotExist	Command Bureau does not exist
20063031	GuildAckApplyAckNotInThisGuild	Approval failed. Not in Command Bureau
20063032	GuildAckApplyAckLessRank	No approval authority
20063033	GuildAckApplyApplicantHasGuild	The player has joined another Command Bureau
20063034	GuildAckApplyNotApply	Player has not yet sent a request
20063035	GuildAckApplyReachCapacity	Command Bureau full
20063036	GuildAckApplyServiceException	Approval failed. Unknown error
20063037	GuildApplyBanApply	Request denied by the player's Command Bureau
20063038	GuildApplyLessLevel	You do not meet the level requirement to join this Command Bureau
20063039	GuildApplyPass	You do not meet the level requirement to join this Command Bureau
20063040	GuildListRecommendHasGuild	Failed to recommend as you are already a member of Command Bureau
20063041	GuildListRecommendServiceException	Failed to recommend due to unknown error
20063042	GuildListDetailGuildNotExist	Failed to view detail as Command Bureau has disbanded
20063043	GuildListDetailPlayerNotInGuild	Failed to view detail as you are not in Command Bureau
20063044	GuildListDetailServiceException	Failed to view detail due to unknown error
20063045	GuildChangeIconHasNotGuild	Failed to change icon as you have not joined Command Bureau
20063046	GuildChangeIconGuildNotExist	Failed to change icon as Command Bureau does not exist
20063047	GuildChangeIconNotInThisGuild	Failed to change icon as you are not in Command Bureau
20063048	GuildChangeIconLessRank	Failed to change icon due to insufficient authority
20063049	GuildChangeIconErrorHeadPortrait	Wrong portrait. Failed to change Command Bureau icon
20063050	GuildChangeIconServiceException	Failed to change icon due to unknown error
20063051	GuildChangeDeclarationHasNotGuild	Failed to change notice as you have not joined Command Bureau
20063052	GuildChangeDeclarationLengthError	Failed to change notice as length limit is exceeded
20063053	GuildChangeDeclarationInvalid	Failed to change notice as illegal characters were detected
20063054	GuildChangeDeclarationGuildNotExist	Failed to change notice as Command Bureau does not exist
20063055	GuildChangeDeclarationNotInThisGuild	Failed to change notice as you are not in Command Bureau
20063056	GuildChangeDeclarationLessRank	Failed to change notice due to insufficient authority
20063057	GuildChangeDeclarationServiceException	Failed to change notice due to unknown error
20063058	GuildChangeDeclarationIsBanned	Unable to edit this message. Please contact customer services
20063059	GuildChangeRankNameHasNotGuild	Failed to change Command Bureau position name. You have not joined a Command Bureau
20063060	GuildChangeRankNameInvalid	Failed to change Command Bureau position name as it contains illegal characters
20063061	GuildChangeRankNameGuildNotExist	Failed to change Command Bureau position name. The Command Bureau does not exist
20063062	GuildChangeRankNameNotInThisGuild	Failed to change Command Bureau position name. You are not in this Command Bureau
20063063	GuildChangeRankNameLessRank	Failed to change Command Bureau position name. Insufficient authority level
20063064	GuildChangeRankNameServiceException	Failed to change Command Bureau position name. Unknown error
20063065	GuildReleaseWishHasNotGuild	Failed to publish wish. You have not joined a Command Bureau
20063066	GuildReleaseWishErrorItemId	Failed to publish wish. Incorrect item ID
20063067	GuildReleaseWishMaxCount	Failed to publish wish. Wish limit reached
20063068	GuildReleaseWishGuildNotExist	Failed to publish wish. The Command Bureau does not exist
20063069	GuildReleaseWishNotInThisGuild	Failed to publish wish. You are not in this Command Bureau
20063070	GuildReleaseWishServiceException	Failed to publish wish. Unknown error
20063071	GuildListWishGuildNotExist	Failed to view wish. The Command Bureau does not exist
20063072	GuildListWishHasNotGuild	Failed to view wish. You have not joined a Command Bureau
20063073	GuildListWishServiceException	Failed to view wish. Unknown error
20063074	GuildWishContributeGuildNotExist	Failed to donate for wish. The Command Bureau does not exist
20063075	GuildWishContributeHasNotGuild	Failed to donate for wish. You have not joined a Command Bureau
20063076	GuildWishContributeItemNotEnough	Failed to donate for wish. You don't have enough items
20063077	GuildWishContributeCantToSelf	Failed to donate for wish. You cannot donate to yourself
20063078	GuildWishContributeNotInThisGuild	Failed to donate for wish. You are not in this Command Bureau
20063079	GuildWishContributeMaxCount	Failed to donate for wish. Donation limit reached
20063080	GuildWishContributeErrorWish	Failed to donate for wish. Unable to find wish data
20063081	GuildWishContributeOnlyOnce	Failed to donate for wish. You cannot donate to multiple wishes
20063082	GuildWishContributeServiceException	Failed to donate for wish. Unknown error
20063083	GuildChangeRankHasNotGuild	Failed to change position. You have not joined a Command Bureau
20063084	GuildChangeRankCantToSelf	Failed to change position. You cannot change your own position
20063085	GuildChangeRankErrorNewRank	Failed to change position. New position data error
