Id	Width	Height	Name	Icon	SmallIcon	Quality	Model	Desc	TypeId	LocateType	IsObstacle	SuitId	GainType	CreateTime	RandomGroupId	InteractRange	InteractWeight	InteractPos	InteractName	ReturnId	PicId	PicNum	MoneyNum	IlluminationSO	PointLight	BehaviorType[1]	AttractBehaviorType[1]	FunitureBehaviorType	AnimationId	AttrTagY	PutOnWidgetHight	HasBehavior	PosChangeType	PutNumType	IsDefaultLocked
8511043	2	6	Holy Cross	Assets/Product/Texture/Image/IconTools/IconDormChurchcross001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormChurchcross001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/jiaotang/Churchcross001/Churchcross001.prefab	A silver cross with a blue ribbon. Church members will pray before it.	25011	1	1	8	2	1800	1						2145	1	2						1	1					
8511044	7	7	Church Piano	Assets/Product/Texture/Image/IconTools/IconDormChurchpiano001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormChurchpiano001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/jiaotang/Churchpiano001/Churchpiano001.prefab	 A well-preserved, valuable piano.	25011	1	1	8	2	1800	1						2146	1	2						1	1					
8511045	1	7	Church Fence	Assets/Product/Texture/Image/IconTools/IconDormChurchguardrail001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormChurchguardrail001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/jiaotang/Churchguardrail001/Churchguardrail001.prefab	An exquisite white marble fence that is sleek to the touch.	25011	1	1	8	2	1800	1						2147	1	2						1	1					
8511046	2	2	Church Flower Bed	Assets/Product/Texture/Image/IconTools/IconDormChurchflowerbed001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormChurchflowerbed001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/jiaotang/Churchflowerbed001/Churchflowerbed001.prefab	A flower bed planted with forget-me-nots. It imbues the room with moderate fragrance.	25011	1	1	8	2	1800	1						2148	1	2						1	1					
8612031	5	10	Stained Glass Window	Assets/Product/Texture/Image/IconTools/IconDormChurchwindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormChurchwindow001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/jiaotang/Churchwindow001/Churchwindow001.prefab	The stained glass brings more sunlight into the room.	25012	2		8	2	1800	1						2149	1	2						1	1					
8612032	4	6	Painting of Snow	Assets/Product/Texture/Image/IconTools/IconDormChurchpaintings001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormChurchpaintings001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/jiaotang/Churchpaintings001/Churchpaintings001.prefab	A painting of Father Snow created by Bianca.	25012	2		8	2	1800	1						2150	1	2						1	1					
8612033	2	7	Holy Banner	Assets/Product/Texture/Image/IconTools/IconDormChurchflag001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormChurchflag001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/jiaotang/Churchflag001/Churchflag001.prefab	A light blue banner with a church logo.	25012	2		8	2	1800	1						2151	1	2						1	1					
8612034	12	10	Church Secret Wall	Assets/Product/Texture/Image/IconTools/IconDormChurchwall001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormChurchwall001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/jiaotang/Churchwall001/Churchwall001.prefab	A secret wall that glows dimly. Nobody knows how to open it.	25012	2		8	2	1800	1						2152	1	2						1	1					
8700001			Kowloong Banner	Assets/Product/Texture/Image/IconTools/IconDormCheckerboardCeiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCheckerboardCeiling001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/qipan/CheckerboardCeiling001/CheckerboardCeiling001.prefab	A banner in the entertainment cabin of the Nighter that shows hospitality towards every guest.	25003	0		9	2	1800	1						2153	1	2	Assets/Product/Scene/SuShe/IlluminationSO/GlobalIllumSOqipan.asset					1	1					
8700002			Chessboard Floor	Assets/Product/Texture/Image/IconTools/IconDormCheckerboardfloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCheckerboardfloor001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/qipan/Checkerboardfloor002/Checkerboardfloor002.prefab	The entertainment cabin's multifunctional floor. It can be used for a game in addition to providing the guests with various services.	25001	0		9	2	1800	1						2154	1	2						1	1					
8700003			Kowloong Cabin Wall	Assets/Product/Texture/Image/IconTools/IconDormCheckerboardwall001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCheckerboardwall001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/qipan/Checkerboardwall002/Checkerboardwall002.prefab	The cabin wall of the Nighter's entertaining cabin with a huge Kowloong icon.	25002	0		9	2	1800	1						2155	1	2						1	1					
8700004	2	5	Kowloong Bench	Assets/Product/Texture/Image/IconTools/IconDormCheckerboardChair001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCheckerboardChair001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/qipan/CheckerboardChair001/CheckerboardChair001.prefab	The prototype of this bench is untraceable due to its extremely long history. The number on it appears to have a special meaning.	25004	1	1	9	2	1800	1	2		1			2156	1	2			SIT	GOSOFA		1	1					
8700005	4	8	Kowloong Folding Bed	Assets/Product/Texture/Image/IconTools/IconDormCheckerboardBed.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCheckerboardBedSp.png	4	Assets/Product/Scene/SuShe/Furniture/qipan/Checkerboardbed001/Checkerboardbed001.prefab	A folding bed created for space-saving purposes. Pressing the buttons on both sides can transform it into a real bed.	25005	1	1	9	2	1800	1	2		1			2157	1	2			SLEEP	ATTRACT		1	1					
8700006	2	6	Kowloong Rack	Assets/Product/Texture/Image/IconTools/IconDormCheckerboardcabinet001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCheckerboardcabinet001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/qipan/Checkerboardcabinet001/Checkerboardcabinet001.prefab	The antiques are attached to the shelf, so they will never fall off even if the shelf is moved around.	25006	1	1	9	2	1800	1	2	20	1			2158	1	2			CABINET	GOCABINET		1	1					
8700007	4	5	Kowloong Cauldron	Assets/Product/Texture/Image/IconTools/IconDormCheckerboardtripod.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCheckerboardtripodSp.png	4	Assets/Product/Scene/SuShe/Furniture/qipan/Checkerboardtripod001/Checkerboardtripod.prefab	The cauldron's core is both heating and filtering the water within, preparing it for drinking, cooking, and bathing.	25011	1	1	9	2	1800	1	2	20	1			2159	1	2			GODING	PUTDING		1	1					
8700008	3	3	Chess - Soldier (Red)	Assets/Product/Texture/Image/IconTools/IconDormQR0GouzaotishibingMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQR0GouzaotishibingMd010011Sp.png	4	Assets/Product/Role/Room/Prefab/QR0GouzaotishibingMd010011.prefab	A piece that originally represented a "soldier". It has been reshaped and given a representation of the "royal guard" at Nanami's hands.	25011	1	1	9	2	1800	1						2160	1	2					CHNGEPOS	1	1	1.5	1	1		
8700009	3	3	Chess - Pawn (Black)	Assets/Product/Texture/Image/IconTools/IconDormQR0ShaojiejipaoMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQR0ShaojiejipaoMd010011Sp.png	4	Assets/Product/Role/Room/Prefab/QR0ShaojiejipaoMd010011.prefab	A piece that originally represented a "pawn". It has been reshaped and given a representation of the "royal guard" at Nanami's hands.	25011	1	1	9	2	1800	1						2161	1	2					CHNGEPOS	1	1	1.5	1	2		
8700010	3	3	Chess - Advisor (Black)	Assets/Product/Texture/Image/IconTools/IconDormQR0TifaMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQR0TifaMd010011Sp.png	4	Assets/Product/Role/Room/Prefab/QR0TifaMd010011.prefab	A piece that originally represented an "advisor". It has been reshaped and given a representation of the "queen" at Nanami's hands.	25011	1	1	9	2	1800	1						2162	1	2					CHNGEPOS	1	1	1.5	1	2		
8700011	3	3	Chess - Elephant (Black)	Assets/Product/Texture/Image/IconTools/IconDormQR0GuanjiaMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQR0GuanjiaMd010011Sp.png	4	Assets/Product/Role/Room/Prefab/QR0GuanjiaMd010011.prefab	A piece that originally represented an "elephant". It has been reshaped and given a representation of the "bishop" at Nanami's hands.	25011	1	1	9	2	1800	1						2163	1	2					CHNGEPOS	1	1	1.5	1	2		
8700012	3	3	Chess - Chariot (Black)	Assets/Product/Texture/Image/IconTools/IconDormQR0ChangmaoMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQR0ChangmaoMd010011Sp.png	4	Assets/Product/Role/Room/Prefab/QR0ChangmaoMd010011.prefab	A piece that originally represented a "chariot". It has been reshaped and given a representation of the "rook" at Nanami's hands.	25011	1	1	9	2	1800	1						2164	1	2					CHNGEPOS	1	1	1.5	1	2		
8700013	3	3	Chess - Catapult (Black)	Assets/Product/Texture/Image/IconTools/IconDormQR0GongjianMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQR0GongjianMd010011Sp.png	4	Assets/Product/Role/Room/Prefab/QR0GongjianMd010011.prefab	A piece that originally represented a "cannon". It has been reshaped by Nanami.	25011	1	1	9	2	1800	1						2165	1	2					CHNGEPOS	1	1	1.5	1	2		
8700014	3	3	Chess - General (Black)	Assets/Product/Texture/Image/IconTools/IconDormQR0LuolanMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQR0LuolanMd010011Sp.png	4	Assets/Product/Role/Room/Prefab/QR0LuolanMd010011.prefab	A piece that originally represented a "general". It has been reshaped and given a representation of the "king" at Nanami's hands.	25011	1	1	9	2	1800	1						2166	1	2					CHNGEPOS	1	1	1.5	1	2		
8700015	3	3	Chess - Horse (Black)	Assets/Product/Texture/Image/IconTools/IconDormQR0LuosaitaMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQR0LuosaitaMd010011Sp.png	4	Assets/Product/Role/Room/Prefab/QR0LuosaitaMd010011.prefab	A piece that originally represented a "horse". It has been reshaped and given a representation of the "knight" at Nanami's hands.	25011	1	1	9	2	1800	1						2167	1	2					CHNGEPOS	1	1	1.5	1	2		
8700016	3	3	Chess - Cannon (Red)	Assets/Product/Texture/Image/IconTools/IconDormQR0KalieninaMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQR0KalieninaMd010011Sp.png	4	Assets/Product/Role/Room/Prefab/QR0KalieninaMd010011.prefab	A piece that originally represented a "cannon". It has been reshaped by Nanami.	25011	1	1	9	2	1800	1						2168	1	2					CHNGEPOS	1	1	1.5	1	1		
8700017	3	3	Chess - Marshal (Red)	Assets/Product/Texture/Image/IconTools/IconDormQR0QishiMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQR0QishiMd010011Sp.png	4	Assets/Product/Role/Room/Prefab/QR0QishiMd010011.prefab	A piece that originally represented a "marshal". It has been reshaped and given a representation of the "king" at Nanami's hands.	25011	1	1	9	2	1800	1						2169	1	2					CHNGEPOS	1	1	1.5	1	1		
8700018	3	3	Chess - Minister (Red)	Assets/Product/Texture/Image/IconTools/IconDormQR0LiMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQR0LiMd010011Sp.png	4	Assets/Product/Role/Room/Prefab/QR0LiMd010011.prefab	A piece that originally represented a "minister". It has been reshaped and given a representation of the "bishop" at Nanami's hands.	25011	1	1	9	2	1800	1						2170	1	2					CHNGEPOS	1	1	1.5	1	1		
8700019	3	3	Chess - Horse (Red)	Assets/Product/Texture/Image/IconTools/IconDormQR0LuxiyaMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQR0LuxiyaMd010011Sp.png	4	Assets/Product/Role/Room/Prefab/QR0LuxiyaMd010011.prefab	A piece that originally represented a "horse". It has been reshaped and given a representation of the "knight" at Nanami's hands.	25011	1	1	9	2	1800	1						2171	1	2					CHNGEPOS	1	1	1.5	1	1		
8700020	3	3	Chess - Advisor (Red)	Assets/Product/Texture/Image/IconTools/IconDormQR0LifuMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQR0LifuMd010011Sp.png	4	Assets/Product/Role/Room/Prefab/QR0LifuMd010011.prefab	A piece that originally represented an "advisor". It has been reshaped and given a representation of the "queen" at Nanami's hands.	25011	1	1	9	2	1800	1						2172	1	2					CHNGEPOS	1	1	1.5	1	1		
8700021	3	3	Chess - Chariot (Red)	Assets/Product/Texture/Image/IconTools/IconDormQR0ShenweiMd010011.png	Assets/Product/Texture/Image/IconToolsSp/IconDormQR0ShenweiMd010011Sp.png	4	Assets/Product/Role/Room/Prefab/QR0ShenweiMd010011.prefab	A piece that originally represented a "chariot". It has been reshaped and given a representation of the "rook" at Nanami's hands.	25011	1	1	9	2	1800	1						2173	1	2					CHNGEPOS	1	1	1.5	1	1		
8700022	4	4	Kowloong Round Window	Assets/Product/Texture/Image/IconTools/IconDormCheckerboardwindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCheckerboardwindow001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/qipan/Checkerboardwindow001/Checkerboardwindow001.prefab	A window of the Nighter . It is not made of paper. Please do not poke it.	25012	2		9	2	1800	1						2174	1	2						1	1					
8700023	6	6	Trading Panel	Assets/Product/Texture/Image/IconTools/IconDormCheckerboardwenli001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCheckerboardwenli001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/qipan/Checkerboardwenli001/Checkerboardwenli001.prefab	A trading panel in the entertainment cabin of the Nighter. It displays real-time trading and match information in the cabin.	25012	2		9	2	1800	1						2175	1	2						1	1					
8800001	25	5	Shallow Fish Tank	Assets/Product/Texture/Image/IconTools/IconDormSeascapefishtank001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSeascapefishtank001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/dizhonghai/Seascapefishtank001/Seascapefishtank001.prefab	A huge fish tank that is installed with a water recirculating system at the bottom. You can even plunge into it and swim for a while.	25011	1	1	10	2	1800	1	2		1			2176	1	2			GOSWIM	PUTSWIM		1	1				1	
8800002			Island Beam	Assets/Product/Texture/Image/IconTools/IconDormSeascapeceiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSeascapeceiling001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/dizhonghai/SeascapeCeiling001/SeascapeCeiling001.prefab	Multiple fans dispel the scorching heat on the island.	25003	0		10	2	1800	1						2177	1	2	Assets/Product/Scene/SuShe/IlluminationSO/GlobalIllumSOdizhonghai.asset					1	1					
8800003			Island Floor	Assets/Product/Texture/Image/IconTools/IconDormSeascapefloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSeascapefloor001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/dizhonghai/Seascapefloor001/Seascapefloor001.prefab	A floor that can cool down the room with its special material on the surface. However, it is extremely slippery. Never try to slide on it with slippers!	25001	0		10	2	1800	1						2178	1	2						1	1					
8800004			Coastal Wooden Wall	Assets/Product/Texture/Image/IconTools/IconDormSeascapewall.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSeascapewallSp.png	4	Assets/Product/Scene/SuShe/Furniture/dizhonghai/Seascapewall001/Seascapewall.prefab	A wall made of 100% wood. It fills the air with a refreshing sweet fragrance.	25002	0	1	10	2	1800	1						2179	1	2						1	1					
8800005	3	9	Coastal Wine Cabinet	Assets/Product/Texture/Image/IconToolsSp/IconDormSeascapecabinet001Sp.png	Assets/Product/Texture/Image/IconToolsSp/IconDormCheckerboardtripodSp.png	4	Assets/Product/Scene/SuShe/Furniture/dizhonghai/Seascapecabinet001/Seascapecabinet001.prefab	Different wines are placed on this wooden cabinet. Nanami and Sophia are prohibited from touching it.	25006	1	1	10	2	1800	1	2		1			2180	1	2			CABINET	GOCABINET		1	1					
8800006	4	4	Island Entertainment Table	Assets/Product/Texture/Image/IconTools/IconDormSeascapeTable001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSeascapeTable001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/dizhonghai/SeascapeTable001/SeascapeTable001.prefab	An islander's table recreated by the WGAA, coming with a popular board game on the island.	25007	1	1	10	2	1800	1						2181	1	2						1	1					
8800007	6	9	Island Patio Window	Assets/Product/Texture/Image/IconTools/IconDormSeascapewindow002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSeascapewindow002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/dizhonghai/Seascapewindow002/Seascapewindow002.prefab	A big patio window that displays a blue sky and clear sea water.	25012	2		10	2	1800	1						2182	1	2						1	1					
8800008	5	6	Island Window	Assets/Product/Texture/Image/IconTools/IconDormSeascapewindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSeascapewindow001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/dizhonghai/Seascapewindow001/Seascapewindow001.prefab	Liv has planted some flowers on the windowsill. You can enjoy a gentle fragrance even when the window is closed.	25012	2		10	2	1800	1						2183	1	2						1	1					
8800009	7	10	Island Long Table	Assets/Product/Texture/Image/IconTools/IconDormSeascapePooltable001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSeascapePooltable001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/dizhonghai/SeascapePooltable001/SeascapePooltable001.prefab	An islander's long table recreated by the WGAA, coming with a set of billiard balls.	25007	1	1	10	2	1800	1						2184	1	2						1	1					
8800010	3	9	Island Sofa	Assets/Product/Texture/Image/IconTools/IconDormSeascapesofa001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSeascapesofa001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/dizhonghai/Seascapesofa001/Seascapesofa001.prefab	A comfy shell-shaped sofa. Once you sit in it, you will fall asleep without even noticing it.	25004	1	1	10	2	1800	1	2		2			2185	1	2			SIT	GOSOFA		1	1					
8800011	3	4	Island Mural	Assets/Product/Texture/Image/IconTools/IconDormSeascapeFrame001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSeascapeFrame001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/dizhonghai/SeascapeFrame001/SeascapeFrame001.prefab	A mural depicting an ocean scene. Who is the painter of it?	25012	2		10	2	1800	1						2186	1	2						1	1					
8800012	3	6	Island Swim Ring	Assets/Product/Texture/Image/IconTools/IconDormSeascapeSwimmingring001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSeascapeSwimmingring001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/dizhonghai/SeascapeSwimmingring001/SeascapeSwimmingring001.prefab	A swim ring with multiple decorations. Can it still float in water?	25012	2		10	2	1800	1						2187	1	2						1	1					
8800013	2	2	Island Chair	Assets/Product/Texture/Image/IconTools/IconDormSeascapechair001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSeascapechair001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/dizhonghai/Seascapechair001/Seascapechair001.prefab	An islander's chair recreated by the WGAA. Nothing to write home about.	25008	1	1	10	2	1800	1	2		1			2188	1	2			SIT	GOSOFA		1	1					
8800014	2	3	Island Wall Lamp	Assets/Product/Texture/Image/IconTools/IconDormSeascapelamp001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSeascapelamp001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/dizhonghai/Seascapelamp001/Seascapelamp001.prefab	An energy-saving, exquisite lamp that glows warmly on summer nights.	25012	2		10	2	1800	1						2189	1	2						1	1					
8800015	10	6	Coastal Bed	Assets/Product/Texture/Image/IconTools/IconDormSeascapeship001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormSeascapeship001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/dizhonghai/Seascapeship001/Seascapeship001.prefab	A boat bed with a light smell of sea water.	25005	1	1	10	2	1800	1	2		1			2190	1	2			SLEEP	ATTRACT		1	1					
8900001	8	3	Snow Grill	Assets/Product/Texture/Image/IconTools/IconDormWoodenBarbecues001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenBarbecues001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenBarbecues001/WoodenBarbecues001.prefab	The sizzling grill smells great. 	25011	1	1	11	2	1800	1						2195	1	2						1	1					
8900002			Winter Ceiling	Assets/Product/Texture/Image/IconTools/IconDormWoodenCeiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenCeiling001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenCeiling001/WoodenCeiling001.prefab	The pure white ceiling is covered in frost and snow.	25003	0		11	2	1800	1						2196	1	2	Assets/Product/Scene/SuShe/IlluminationSO/GlobalIllumSOWooden.asset					1	1					
8900003			Snow Floor	Assets/Product/Texture/Image/IconTools/IconDormWoodenFloor.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenFloorSp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenFloor001/WoodenFloor.prefab	Made from different types of timber, the floor has a snow pattern.	25001	0		11	2	1800	1						2197	1	2						1	1					
8900004			Winter Wall	Assets/Product/Texture/Image/IconTools/IconDormWoodenWall001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenWall001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenWall001/WoodenWall001.prefab	This solid stone wall has a heat insulating layer inside.	25002	0		11	2	1800	1						2198	1	2						1	1					
8900005	5	2	Winter Shelf	Assets/Product/Texture/Image/IconTools/IconDormWoodenCabinet001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenCabinet001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenCabinet001/WoodenCabinet001.prefab	The blue shelf looks like it's carved from ice.	25006	1	1	11	2	1800	1	2		1			2199	1	2			CABINET	GOCABINET		1	1					
8900006	6	3	Winter Desk	Assets/Product/Texture/Image/IconTools/IconDormWoodenDesk001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenDesk001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenDesk001/WoodenDesk001.prefab	A flat rectangle desk with documents stacked on top.	25007	1	1	11	2	1800	1						2200	1	2						1	1					
8900007	16	9	Winter Window	Assets/Product/Texture/Image/IconTools/IconDormWoodenWindow001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenWindow001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenWindow001/WoodenWindow001.prefab	Always covered in snow.	25012	2	1	11	2	1800	1						2201	1	2						1	1					
8900008	5	2	Icy Impressions	Assets/Product/Texture/Image/IconTools/IconDormWoodenArt001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenArt001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenArt001/WoodenArt001.prefab	This artwork is signed by the abstract artist SA-1 himself. 	25012	2		11	2	1800	1						2202	1	2						1	1					
8900009	4	4	Snow Table	Assets/Product/Texture/Image/IconTools/IconDormWoodenTable001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenTable001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenTable001/WoodenTable001.prefab	The warm drink on the table can drive the winter chill away.	25007	1	1	11	2	1800	1						2203	1	2						1	1					
8900010	11	3	Snow Sofa	Assets/Product/Texture/Image/IconTools/IconDormWoodenSofa001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenSofa001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenSofa001/WoodenSofa001.prefab	There are blankets and pillows on the sofa.	25004	1	1	11	2	1800	1	2		3			2204	1	2			SIT	GOSOFA		1	1					
8900011	2	2	Snowy Night Cabinet	Assets/Product/Texture/Image/IconTools/IconDormWoodenTable002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenTable002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenTable002/WoodenTable002.prefab	This bed cabinet has a night lamp on top.	25011	1	1	11	2	1800	1						2205	1	2						1	1					
8900012	2	2	Snow Folding Chair	Assets/Product/Texture/Image/IconTools/IconDormWoodenChair001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenChair001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenChair001/WoodenChair001.prefab	A convenient folding chair with snowy pattern.	25009	1	1	11	2	1800	1	2		1			2206	1	2			SIT	GOSOFA		1	1					
8900013	2	2	Winter Wall Lamp	Assets/Product/Texture/Image/IconTools/IconDormWoodenLamp001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenLamp001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenLamp001/WoodenLamp001.prefab	The wall lamp is white and clean, just like a snow sculpture.	25012	2		11	2	1800	1						2207	1	2						1	1					
8900014	8	6	Winter Bed	Assets/Product/Texture/Image/IconTools/IconDormWoodenBed001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenBed001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenBed001/WoodenBed001.prefab	A very warm and cozy wooden bed. The blanket is made from self-heating fiber.	25005	1	1	11	2	1800	1	2		1			2208	1	2			SLEEP	ATTRACT		1	1					
8900015	4	9	Snowy Night Window	Assets/Product/Texture/Image/IconTools/IconDormWoodenWindow002.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenWindow002Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenWindow002/WoodenWindow002.prefab	Outside the chilling window is the quiet snow.	25012	2		11	2	1800	1						2209	1	2						1	1					
8900016	4	3	Winter Hunting	Assets/Product/Texture/Image/IconTools/IconDormWoodenPendant001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormWoodenPendant001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Wooden/WoodenPendant001/WoodenPendant001.prefab	The trophy from a hunting trip.	25012	2		11	2	1800	1						2210	1	2						1	1					
8400010	3	5	Throne of Redemption	Assets/Product/Texture/Image/IconTools/IconDormBoss001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormBoss001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Activity/Baiyangnvthrone/Baiyangnvthrone.prefab	Once Amberia's seat, it is filled with prayers and confessions.	25004	1	1	33	2	1800	1	2		1			2211	1	2			SIT	GOSOFA		1	1					1
8910001			Laughing Attic	Assets/Product/Texture/Image/IconTools/IconDormHalloweenCeiling001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormHalloweenCeiling001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Halloween/HalloweenCeiling001/HalloweenCeiling001.prefab	The pumpkin lamps light up the European style attic structure, make a laughing sound in the wind.	25003	0		12	2	1800	1						2212	1	2	Assets/Product/Scene/SuShe/IlluminationSO/GlobalIllumSOHalloween.asset					1	1					
8910002			Astrology Tiles	Assets/Product/Texture/Image/IconTools/IconDormHalloweenFloor001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormHalloweenFloor001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Halloween/HalloweenFloor001/HalloweenFloor.prefab	These ordinary-looking checkered tiles seem to contain some secret underneath.	25001	0		12	2	1800	1						2213	1	2						1	1					
8910003			Astrology Curtain	Assets/Product/Texture/Image/IconTools/IconDormHalloweenWall001.png	Assets/Product/Texture/Image/IconToolsSp/IconDormHalloweenWall001Sp.png	4	Assets/Product/Scene/SuShe/Furniture/Halloween/HalloweenWall001/HalloweenWall001.prefab	The wall has the night view of city printed on it, resembling the look of a curtain.	25002	0		12	2	1800	1						2214	1	2						1	1					
