Id	Name	Function	Describe	IsShowCourse	ImageAsset[1]	ImageAsset[2]	ImageAsset[3]	ImageAsset[4]	ImageAsset[5]	ImageAsset[6]	ImageAsset[7]	ImageAsset[8]	ImageAsset[9]	ImageAsset[10]	ImageAsset[11]	ImageAsset[12]	ImageAsset[13]	ImageAsset[14]
10047	Collaboration	MentorSystemHelp	Collaboration Graphic Tutorial	1	Assets/Product/Texture/Image/UiHelp/UiHelpMentor1.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpMentor2.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpMentor3.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpMentor4.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpMentor5.jpg									
10048	Sigrun	Xigeluen	Sigrun Battle Tips	1	Assets/Product/Texture/Image/UiHelp/UiHelpBuweipohuai.png													
10049	Collection Wall	CollectionWall	Collection Wall Graphic Tutorial	1	Assets/Product/Texture/Image/UiHelp/UiHelpCollectionWall01.png	Assets/Product/Texture/Image/UiHelp/UiHelpCollectionWall02.png	Assets/Product/Texture/Image/UiHelp/UiHelpCollectionWall03.png	Assets/Product/Texture/Image/UiHelp/UiHelpCollectionWall04.png	Assets/Product/Texture/Image/UiHelp/UiHelpCollectionWall05.png									
10050	Fake Ascension	TRPGMainLine	Fake Ascension Tutorial	1	Assets/Product/Texture/Image/UiHelp/UiHelpTRPG1.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpTRPG2.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpTRPG3.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpTRPG4.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpTRPG5.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpTRPG6.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpTRPG7.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpTRPG8.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpTRPG9.jpg					
10051	Collaboration_Reward	MentorSystemRewardHelp	Collaborative Supply Graphic Tutorial	1	Assets/Product/Texture/Image/UiHelp/UiHelpMentor6.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpMentor7.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpMentor8.jpg											
10052	Collaboration_Mission	MentorSystemTaskHelp	Guide Mission Graphic Tutorial	1	Assets/Product/Texture/Image/UiHelp/UiHelpMentor9.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpMentor10.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpMentor11.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpMentor12.jpg										
10053	Crabsgiving Day	SpecialTrain1	Special Training 4 Graphic Tutorial	1	Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisodeWbsh1.png	Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisodeWbsh2.png	Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisodeWbsh3.png	Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisodeWbsh4.png	Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisodeWbsh5.png	Assets/Product/Texture/Image/UiHelp/UiHelpSummerEpisodeWbsh6.png								
10054	Christmas Tree Dress-up Time	ChristmasTree	Christmas Tree Decoration Graphic	1	Assets/Product/Texture/Image/UiHelp/UiHelpChristmas01.png	Assets/Product/Texture/Image/UiHelp/UiHelpChristmas02.png	Assets/Product/Texture/Image/UiHelp/UiHelpChristmas03.png	Assets/Product/Texture/Image/UiHelp/UiHelpChristmas04.png	Assets/Product/Texture/Image/UiHelp/UiHelpChristmas05.png	Assets/Product/Texture/Image/UiHelp/UiHelpChristmas06.png	Assets/Product/Texture/Image/UiHelp/UiHelpChristmas07.png	Assets/Product/Texture/Image/UiHelp/UiHelpChristmas08.png						
10055	Leonie's Prototype Workshop	ComposeGameHelp	Mini-game Set	1	Assets/Product/Texture/Image/UiHelp/UiHelpYuanDan01.png	Assets/Product/Texture/Image/UiHelp/UiHelpYuanDan02.png	Assets/Product/Texture/Image/UiHelp/UiHelpYuanDan03.png	Assets/Product/Texture/Image/UiHelp/UiHelpYuanDan04.png										
10101	Festival Battleground	GuardCamp	Festival Battleground	1	Assets/Product/Texture/Image/UiHelp/UiHelpMoeWarYazhu01.png	Assets/Product/Texture/Image/UiHelp/UiHelpMoeWarYazhu02.png	Assets/Product/Texture/Image/UiHelp/UiHelpMoeWarYazhu03.png	Assets/Product/Texture/Image/UiHelp/UiHelpMoeWarYazhu04.png	Assets/Product/Texture/Image/UiHelp/UiHelpMoeWarYazhu05.png									
10056	Nier Main Interface	NierEnterHelp	Nier Main Interface	1	Assets/Product/Texture/Image/UiHelp/UiHelpNier1.png	Assets/Product/Texture/Image/UiHelp/UiHelpNier2.png	Assets/Product/Texture/Image/UiHelp/UiHelpNier3.png	Assets/Product/Texture/Image/UiHelp/UiHelpNier4.png	Assets/Product/Texture/Image/UiHelp/UiHelpNier5.png	Assets/Product/Texture/Image/UiHelp/UiHelpNier6.png	Assets/Product/Texture/Image/UiHelp/UiHelpNier9.png	Assets/Product/Texture/Image/UiHelp/UiHelpNier7.png						
10057	Nier Character Interface	NierCharacterHelp	Nier Character Interface	1	Assets/Product/Texture/Image/UiHelp/UiHelpNier5.png													
10058	Nier Multi Clear Interface	NierRepeatHelp	Nier Multi Clear Interface	1	Assets/Product/Texture/Image/UiHelp/UiHelpNier6.png													
10059	Nier Main Stages	NierLineChapterHelp	Nier Main Stages	1	Assets/Product/Texture/Image/UiHelp/UiHelpNier3.png	Assets/Product/Texture/Image/UiHelp/UiHelpNier4.png												
10060	Nier POD Interface	NierWorkHelp	Nier POD Interface	1	Assets/Product/Texture/Image/UiHelp/UiHelpNier9.png													
10061	Micawberism Cloisters Interface	Micawberism Cloisters	Micawberism Cloisters Interface	1	Assets/Product/Texture/Image/UiHelp/UiHelpPokemon01.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpPokemon02.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpPokemon03.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpPokemon04.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpPokemon05.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpPokemon06.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpPokemon07.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpPokemon08.jpg						
10062	Chestlefield	ChessPursuit	1. "Chestlefield" lasts a total of 5 weeks, with each week being an individual cycle.\n2. There are 2 phases within each cycle. The Practice Phase lasts from Mon to Fri, while the Combat Phase takes place during weekends. Practice Phase consists of 3 games. Commandants only need to defeat the main target to claim the single game rewards. Every game completed during the practice phase will also add tokens to the Combat Phase during the weekend. The Combat Phase consists of two modes, namely the "Generic Operation" and "Elite Operation." There are no single game rewards, but commandants will receive rewards based on the number of attempts taken to defeat the main target.\n3. In every game, commandants need to deploy their forces in the defense facilities first. The main target will move along the map in a certain direction, and engage the defense forces when it passes a defense facility. Every battle has a time limit, and the main target will lose HP based on the battle performance until it eventually dies after several battles.\n4. During the commandant's turn, they can use tokens to purchase and use Tactic Cards to boost the defense forces or control the main target's action.\n5. In Generic Operation, there is a limit on the damage dealt to the main target each time. Outstanding commandants may unlock the "Elite Operation" mode, in which there will be no limit on the damage dealt to the main target each time.\n6. When all the defense facilities have dealt max damage to the main target, commandants may use "Suppress" to immediately defeat it.	1	Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit1.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit2.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit3.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit4.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit5.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit6.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit7.jpg	Assets/Product/Texture/Image/UiHelp/UiHelpChessPursuit8.jpg						
10063	Memory Recycle	UiBagHelp	1. Memory Recycle can convert partial Memory to corresponding Processor Shard based on Enhance EXP, and the Shards can be used as material item to consume during Memory Enhance\n\n 2. The Memory met the following requirement can be selected and recycled by players\n\n※ Memory Quality ≤5★\n※ Unenhanced, Overclock, Resonance\n※ Unequipped\n※ Haven't been preset in Memory Set\n※ Haven't been locked\n\n3. The Memory preset for recycle can be marked manually or auto marked by system, and the marked Memory will be recycled some days later based on the settings\n\n4. Commandant can select [Auto Marked Memory Rank when obtained] and [Interval of Recycling Marked Memory] by auto recycle settings	2														
10064	Restrain Simulation	SimulatedCombat	Image Guide of Restrain Simulation	1	Assets/Product/Texture/Image/UiHelp/UiHelpSimulatedCombat1.png	Assets/Product/Texture/Image/UiHelp/UiHelpSimulatedCombat2.png	Assets/Product/Texture/Image/UiHelp/UiHelpSimulatedCombat3.png	Assets/Product/Texture/Image/UiHelp/UiHelpSimulatedCombat4.png	Assets/Product/Texture/Image/UiHelp/UiHelpSimulatedCombat5.png	Assets/Product/Texture/Image/UiHelp/UiHelpSimulatedCombat6.png								
10065	Pet Ox Preview	PetDemoHelp	Image-text Tutorial of Pet Ox Preview	1	Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview1.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview2.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview3.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview4.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview5.png									
10066	Rhyming Couplets	CoupletGame	Couplets Mini-game	1	Assets/Product/Texture/Image/UiHelp/UiHelpCouplet01.png	Assets/Product/Texture/Image/UiHelp/UiHelpCouplet02.png	Assets/Product/Texture/Image/UiHelp/UiHelpCouplet03.png	Assets/Product/Texture/Image/UiHelp/UiHelpCouplet04.png	Assets/Product/Texture/Image/UiHelp/UiHelpCouplet05.png									
10067	CUB	PartnerHelp	CUB	1	Assets/Product/Texture/Image/UiHelp/UiHelpPartner1.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartner2.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartner3.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartner4.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartner5.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartner6.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartner7.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartner8.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartner9.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartner10.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartner11.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartner14.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartner12.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartner13.png
10068	Pet Stage 1 for event of Farewell to the Past Year	SpringFestivalStage1	Pet Stage 1 for event of Farewell to the Past Year	1	Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview1.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview2.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview3.png	Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview4.png										
10069	Pet Stage 2 for event of Farewell to the Past Year	SpringFestivalStage2	Pet Stage 2 for event of Farewell to the Past Year	1	Assets/Product/Texture/Image/UiHelp/UiHelpPartnerPreview5.png													
10070	Spring Collection Event	HelpCollectWord	Spring Collection Event	1	Assets/Product/Texture/Image/UiHelp/UiHelpCollectWord1.png	Assets/Product/Texture/Image/UiHelp/UiHelpCollectWord2.png	Assets/Product/Texture/Image/UiHelp/UiHelpCollectWord3.png	Assets/Product/Texture/Image/UiHelp/UiHelpCollectWord4.png	Assets/Product/Texture/Image/UiHelp/UiHelpCollectWord5.png									
10071	Lucky Hammer Event	HelpSmashEgg	Lucky Hammer Event	1	Assets/Product/Texture/Image/UiHelp/UiHelpSmashEgg1.png	Assets/Product/Texture/Image/UiHelp/UiHelpSmashEgg2.png	Assets/Product/Texture/Image/UiHelp/UiHelpSmashEgg3.png	Assets/Product/Texture/Image/UiHelp/UiHelpSmashEgg4.png	Assets/Product/Texture/Image/UiHelp/UiHelpSmashEgg5.png									
10072	Norman Revival Plan Main Interface	StrongholdMain	Image Guide of Norman Revival Plan	1	Assets/Product/Texture/Image/UiHelp/UiStronghold01.png	Assets/Product/Texture/Image/UiHelp/UiStronghold02.png	Assets/Product/Texture/Image/UiHelp/UiStronghold03.png	Assets/Product/Texture/Image/UiHelp/UiStronghold04.png	Assets/Product/Texture/Image/UiHelp/UiStronghold05.png	Assets/Product/Texture/Image/UiHelp/UiStronghold06.png								
10073	Norman Revival Plan Stage Interface	StrongholdFight	Illustration of Norman Revival Plan – Battle Part	1	Assets/Product/Texture/Image/UiHelp/UiStrongholdFight01.png	Assets/Product/Texture/Image/UiHelp/UiStrongholdFight02.png	Assets/Product/Texture/Image/UiHelp/UiStrongholdFight03.png	Assets/Product/Texture/Image/UiHelp/UiStrongholdFight04.png	Assets/Product/Texture/Image/UiHelp/UiStrongholdFight05.png	Assets/Product/Texture/Image/UiHelp/UiStrongholdFight06.png								
10074	Ro-sham-bo	FingerGuessingGameHelp	Ro-sham-bo	1	Assets/Product/Texture/Image/UiHelp/UiFingerGuessingFight01.png	Assets/Product/Texture/Image/UiHelp/UiFingerGuessingFight02.png	Assets/Product/Texture/Image/UiHelp/UiFingerGuessingFight03.png	Assets/Product/Texture/Image/UiHelp/UiFingerGuessingFight04.png	Assets/Product/Texture/Image/UiHelp/UiFingerGuessingFight05.png									
10075	Image Guide of Rosa Tryst	WhiteValentine2021Help	Image Guide of Rosa Tryst	1	Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help01.jpg	Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help02.jpg	Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help03.jpg	Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help04.jpg	Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help05.jpg	Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help06.jpg	Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help07.jpg	Assets/Product/Texture/Image/UiHelp/WhiteValentine2021Help08.jpg						
10076	Number Puzzle Rules	ScratchTicketHelp	1. This event is available for commandants Lv. 40 and above. A Puzzle Card or Advanced Puzzle Card is required for each game.\n\n2. At the start of every game, numbers 1 to 9 are randomly distributed within a 3x3 grid, and a lucky number will also be generated.\n\n3. To win the lucky reward, commandants need to select three numbers in a line that add up to the lucky number. Otherwise, only a participation reward is earned.\n\n4. Up to 5 slots can be revealed in advance in Basic Puzzle, while only 4 slots can be revealed in Premium Puzzle.\n\n5. Every Basic Puzzle gives materials or Cogs, while every Premium Puzzle gives 50 Black Cards.\n\n6. Unused event items will be converted into Cogs after the event.	2														
10077	Eden Festival	MoeWarVote	Eden Festival Rules	1	Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar1.png	Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar2.png	Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar3.png	Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar4.png										
10078	Cheer Voting	MoeWarMatch	Cheer Voting Rules	1	Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar5.png	Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar6.png	Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar7.png	Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar8.png	Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar9.png	Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar10.png								
10079	Festival Preparation	MoeWar	Festival Preparation Rules	1	Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar11.png	Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar12.png	Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar13.png	Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar14.png	Assets/Product/Texture/Image/UiHelp/UiHelp2Moewar15.png									
10080	About Challenge Points	ReformScoreHelp	1. Each stage in Limit Break provides points according to selected modifications. Different modification levels give different Challenge Points.\n2.The total Challenge Points you achieve in each stage will be recorded. Rewards will be granted based on the Challenge Points you accumulate.	2														
10081	Limit Break	ReformHelp	Limit Break Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpReform1.png	Assets/Product/Texture/Image/UiHelp/UiHelpReform2.png	Assets/Product/Texture/Image/UiHelp/UiHelpReform3.png	Assets/Product/Texture/Image/UiHelp/UiHelpReform4.png	Assets/Product/Texture/Image/UiHelp/UiHelpReform5.png	Assets/Product/Texture/Image/UiHelp/UiHelpReform6.png								
10082	Hacking Mode	FubenHack	Hacking Mode Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpHack1.png	Assets/Product/Texture/Image/UiHelp/UiHelpHack2.png	Assets/Product/Texture/Image/UiHelp/UiHelpHack3.png	Assets/Product/Texture/Image/UiHelp/UiHelpHack4.png	Assets/Product/Texture/Image/UiHelp/UiHelpHack5.png									
10083	Shadow Diver	InvertCardGame	Shadow Diver	1	Assets/Product/Texture/Image/UiHelp/UiHelpInvertCardGame1.png	Assets/Product/Texture/Image/UiHelp/UiHelpInvertCardGame2.png	Assets/Product/Texture/Image/UiHelp/UiHelpInvertCardGame3.png	Assets/Product/Texture/Image/UiHelp/UiHelpInvertCardGame4.png	Assets/Product/Texture/Image/UiHelp/UiHelpInvertCardGame5.png	Assets/Product/Texture/Image/UiHelp/UiHelpInvertCardGame6.png								
10084	Voiceless Self	MineSweepingGame	MineSweeper Rules	1	Assets/Product/Texture/Image/UiHelp/UiHelpMineSweeping01.png	Assets/Product/Texture/Image/UiHelp/UiHelpMineSweeping02.png	Assets/Product/Texture/Image/UiHelp/UiHelpMineSweeping03.png	Assets/Product/Texture/Image/UiHelp/UiHelpMineSweeping04.png	Assets/Product/Texture/Image/UiHelp/UiHelpMineSweeping05.png	Assets/Product/Texture/Image/UiHelp/UiHelpMineSweeping06.png								
10085	Hymns on the Blue	KillZoneMain	Hymns on the Blue Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpKillZone01.png	Assets/Product/Texture/Image/UiHelp/UiHelpKillZone02.png	Assets/Product/Texture/Image/UiHelp/UiHelpKillZone03.png	Assets/Product/Texture/Image/UiHelp/UiHelpKillZone04.png	Assets/Product/Texture/Image/UiHelp/UiHelpKillZone05.png									
10086	Treasure Rush	RpgMakerGame3		1	Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame101.png	Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame201.png	Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame301.png	Assets/Product/Texture/Image/UiHelp/UiHelpRpgMakerGame401.png										
10087	Tactical Assessment Manual	Passport	Tactical Assessment Manual	1	Assets/Product/Texture/Image/UiHelp/UiHelpPassport01.png	Assets/Product/Texture/Image/UiHelp/UiHelpPassport02.png	Assets/Product/Texture/Image/UiHelp/UiHelpPassport03.png	Assets/Product/Texture/Image/UiHelp/UiHelpPassport04.png	Assets/Product/Texture/Image/UiHelp/UiHelpPassport05.png									
10088	Super Tower Climb home screen	SuperTowerMainHelp	Super Tower Climb Help Please go to HelpCourse 10088 to set up the relevant help information	1	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower1.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower2.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower3.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower4.png										
10089	Spectroscopic Binary Star	CoupleCombat	Spectroscopic Binary Star Rules	1	Assets/Product/Texture/Image/UiHelp/UiHelpCouple1.png	Assets/Product/Texture/Image/UiHelp/UiHelpCouple2.png	Assets/Product/Texture/Image/UiHelp/UiHelpCouple3.png	Assets/Product/Texture/Image/UiHelp/UiHelpCouple4.png	Assets/Product/Texture/Image/UiHelp/UiHelpCouple5.png	Assets/Product/Texture/Image/UiHelp/UiHelpCouple6.png	Assets/Product/Texture/Image/UiHelp/UiHelpCouple7.png							
10090	Blacklist	SocialBlack	1. You can no longer receive messages from commandants on your blacklist.\n\n2. If the blacklisted commandants are your friends, they will be removed from your friend list and vice versa.\n\n3. To blacklist a commandant who is also your instructor or student, you have to end collaboration first.\n\n4. You have to remove the commandants from your blacklist before adding them to your friend list or establishing collaboration again.	2														
10091	Super Tower Climb Inventory screen	SuperTowerBagHelp	Super Tower Climb Help Please go to HelpCourse 10088 to set up the relevant help information	1	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower11.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower12.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower13.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower14.png										
10092	Super Tower Climb character screen	SuperTowerCharaHelp	Super Tower Climb Help Please go to HelpCourse 10088 to set up the relevant help information	1	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower15.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower16.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower17.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower18.png										
10093	Super Tower Climb Tower stage screen	SuperTowerTierHelp	Super Tower Climb Help Please go to HelpCourse 10088 to set up the relevant help information	1	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower5.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower6.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower7.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower8.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower9.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperTower10.png								
10094	3-Ping Mode Image Guide	SameColorGameHelp	Circuit Connect Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpSameColor1.png	Assets/Product/Texture/Image/UiHelp/UiHelpSameColor2.png	Assets/Product/Texture/Image/UiHelp/UiHelpSameColor3.png	Assets/Product/Texture/Image/UiHelp/UiHelpSameColor4.png										
10095	Signal Voice	LivWarmActivityHelp	PoP Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpLivWarmActivity01.png	Assets/Product/Texture/Image/UiHelp/UiHelpLivWarmActivity02.png	Assets/Product/Texture/Image/UiHelp/UiHelpLivWarmActivity03.png	Assets/Product/Texture/Image/UiHelp/UiHelpLivWarmActivity04.png										
10096	Scattered Words	LivWarmSoundsActivityHelp	Audio Puzzle Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpLivSoundActivity01.png	Assets/Product/Texture/Image/UiHelp/UiHelpLivSoundActivity02.png	Assets/Product/Texture/Image/UiHelp/UiHelpLivSoundActivity03.png	Assets/Product/Texture/Image/UiHelp/UiHelpLivSoundActivity04.png	Assets/Product/Texture/Image/UiHelp/UiHelpLivSoundActivity05.png									
10097	Midsummer's Memorial Day	SummerEpisodeHelp	Midsummer's Memorial Day Image	1	Assets/Product/Texture/Image/UiHelp/UiHelpPhoto1.png	Assets/Product/Texture/Image/UiHelp/UiHelpPhoto2.png	Assets/Product/Texture/Image/UiHelp/UiHelpPhoto3.png	Assets/Product/Texture/Image/UiHelp/UiHelpPhoto4.png										
10098	Ultimate Brawl Help	SuperSmashBrosHelp		1	Assets/Product/Texture/Image/UiHelp/UiHelpSuperSmashBros01.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperSmashBros02.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperSmashBros03.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperSmashBros04.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperSmashBros05.png	Assets/Product/Texture/Image/UiHelp/UiHelpSuperSmashBros06.png								
10099	Bond Points	NewRegressionInvite	1. During the [Shoulder to Shoulder] event, the Serum consumed will be converted into Bond Points at a ratio of [10:1]. The points obtainable each day is subject to a daily limit.\n\n2. During the event, you can invite up to 2 returning commandants with an invite code and bond with them. But each returning commandant can bond with 1 active commandant only.\n\n3. After bonding with other commandants, the Bond Points will be equally shared by the bonded commandants.	2														
10100	Dancing Stars	DancingStarHelp	Dancing Stars Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainMusic1.png	Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainMusic2.png	Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainMusic3.png	Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainMusic4.png	Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainMusic5.png	Assets/Product/Texture/Image/UiHelp/UiHelpSpecialTrainMusic6.png								
10102	Special Dispatch - White Dispatch	AreaWarMain	White Dispatch	1	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar01.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar02.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar03.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar04.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar05.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar06.png								
10103	Special Dispatch - Special Character	AreaWarSpecialRole	Special Character	1	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar07.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar08.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar09.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar10.png										
10104	Special Dispatch - Tactical Amplification	AreaWarJingHua	Tactical Amplification	1	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar11.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar12.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar13.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar14.png										
10105	Special Dispatch - Phase Results	AreaWarHangUp	Phase Results	1	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar15.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar16.png												
10106	Special Dispatch - White Dispatch	UiAreaWarBoss	World Boss	1	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar01.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar02.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar03.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar04.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar05.png	Assets/Product/Texture/Image/UiHelp/UiHelpAreaWar06.png								
10107	Quick Train	UiEquipCultureWeapon	Quick Train Weapons Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpDetailCulture1.png	Assets/Product/Texture/Image/UiHelp/UiHelpDetailCulture2.png	Assets/Product/Texture/Image/UiHelp/UiHelpDetailCulture3.png	Assets/Product/Texture/Image/UiHelp/UiHelpDetailCulture4.png										
10108	Quick Train	UiEquipCultureAwareness	Quick Train Memories Image Guide	1	Assets/Product/Texture/Image/UiHelp/UiHelpAwarenessCulture1.png	Assets/Product/Texture/Image/UiHelp/UiHelpAwarenessCulture2.png	Assets/Product/Texture/Image/UiHelp/UiHelpAwarenessCulture3.png	Assets/Product/Texture/Image/UiHelp/UiHelpDetailCulture4.png										
