RoleId	Name	RoleIcon	Race	Age	Height	Weight	Wepon	Team	FacePosX	FacePosY
500171	Bridget with Sunglasses	Assets/Product/Texture/Image/RoleStory/BulijiteNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	498.5	-362.5
500172	Dragon Boat Festival Human Soldier	Assets/Product/Texture/Image/RoleStory/DuanwurenleibingNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	498.5	-362.5
500173	Lee Swimsuit	Assets/Product/Texture/Image/RoleStory/LiyongzhuangNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	494.5	-338
500174	Liv Swimsuit	Assets/Product/Texture/Image/RoleStory/LifuyongzhuangNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	500.5	-379
500175	Camu (New)	Assets/Product/Texture/Image/RoleStory/KamuNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	914	-300
500176	Camu Swimsuit	Assets/Product/Texture/Image/RoleStory/KamuyuyiNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	460.5	-271.5
500177	Shark-speare	Assets/Product/Texture/Image/RoleStory/ShashibierNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	460.5	-271.5
500178	Open-mouthed Shark-speare	Assets/Product/Texture/Image/RoleStory/ShashibierNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	460.5	-271.5
500179	Gabriel - Rank 2	Assets/Product/Texture/Image/RoleStory/JiabailieNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	460.5	-271.5
500180	Karen Swimsuit	Assets/Product/Texture/Image/RoleStory/KalieyongzhuangNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	535.5	-359
500181	Vera Band Outfit	Assets/Product/Texture/Image/RoleStory/WeilayueduiNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509.5	-367.5
500182	Human Vera	Assets/Product/Texture/Image/RoleStory/WeilaNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	519	-394
500183	Human Vera (Injured)	Assets/Product/Texture/Image/RoleStory/WeilaNormal03.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509.5	-367.5
500184	Shome	Assets/Product/Texture/Image/RoleStory/ZhaomingNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509.5	-367.5
500185	Shome Fear	Assets/Product/Texture/Image/RoleStory/ZhaomingNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509.5	-367.5
500186	Alpha Swimsuit	Assets/Product/Texture/Image/RoleStory/AerfayongzhuangNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	533.5	-388
500187	Mao Zhen	Assets/Product/Texture/Image/RoleStory/MaozhenNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509.5	-367.5
500188	Mao Zhen (Construct)	Assets/Product/Texture/Image/RoleStory/MaozhenNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509.5	-367.5
500189	Camu (Human)	Assets/Product/Texture/Image/RoleStory/KamuNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	460.5	-282
500190	Shome Shaded	Assets/Product/Texture/Image/RoleStory/ZhaomingNormal03.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509.5	-367.5
500191	Alpha Swimsuit Shaded	Assets/Product/Texture/Image/RoleStory/AerfayongzhuangNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509.5	-367.5
500192	Liv Swimsuit Shaded	Assets/Product/Texture/Image/RoleStory/LifuyongzhuangNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509.5	-367.5
500193	Lee Swimsuit Shaded	Assets/Product/Texture/Image/RoleStory/LiyongzhuangNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509.5	-367.5
500194	Karen Swimsuit Shaded	Assets/Product/Texture/Image/RoleStory/KalieyongzhuangNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509.5	-367.5
500195	Human Vera (Severed Hand)	Assets/Product/Texture/Image/RoleStory/WeilaNormal04.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509.5	-367.5
500196	Karenina Rank 3	Assets/Product/Texture/Image/RoleStory/R3KalieninaNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	471.5	-349.5
500197	Old World Soldier (Intact)	Assets/Product/Texture/Image/RoleStory/ShibingNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509.5	-367.5
500198	Evan	Assets/Product/Texture/Image/RoleStory/YifanNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	527.5	-489.5
500199	Staessen	Assets/Product/Texture/Image/RoleStory/ShitesenNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	461	-263.5
500200	Pfaff	Assets/Product/Texture/Image/RoleStory/PufuNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	484	-249.5
500201	Simon	Assets/Product/Texture/Image/RoleStory/XimengNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	486.5	-274.5
500202	Man in Suit 3	Assets/Product/Texture/Image/RoleStory/XizhuangnanNormal03.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	493.5	-174.5
500204	Forest Soldier	Assets/Product/Texture/Image/RoleStory/ShoulinrenNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	493.5	-174.5
500205	Temia	Assets/Product/Texture/Image/RoleStory/TemiyaNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	491.5	-332.5
500206	Atiel	Assets/Product/Texture/Image/RoleStory/AidierNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	505	-392.5
500207	Liv Wreath	Assets/Product/Texture/Image/RoleStory/LifuNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	546	-422
500208	Bionic Bear	Assets/Product/Texture/Image/RoleStory/XiongrenNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	546	-422
500209	Amberia	Assets/Product/Texture/Image/RoleStory/AnboliyaNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	546	-422
500210	Rosetta's Childhood	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	482.5	-483.5
500211	Martin	Assets/Product/Texture/Image/RoleStory/XiongrenNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	546	-422
500212	Lee - Rank 3 Shaded	Assets/Product/Texture/Image/RoleStory/R3LiangNormal03.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	546	-422
500213	Rosetta's Adulthood	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal03.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	515	-379
500214	Rosetta Valkyrie (New)	Assets/Product/Texture/Image/RoleStory/LuosaitaNormal04.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	819.5	-485.5
500215	Villier	Assets/Product/Texture/Image/RoleStory/WeiliyeNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	505.5	-327.5
500216	Changyu (Human)	Assets/Product/Texture/Image/RoleStory/ChangyuNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	546	-366.5
500217	Wen Hao	Assets/Product/Texture/Image/RoleStory/HuangxiongNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	500	-301.5
500218	Pulao (Human)	Assets/Product/Texture/Image/RoleStory/PulaoNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	505	-389.5
500219	Pulao with hair ties (Human)	Assets/Product/Texture/Image/RoleStory/PulaoNormal03.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	505	-389.5
500220	Teenage Qu	Assets/Product/Texture/Image/RoleStory/QuNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	523.5	-360.5
500221	Moyuan	Assets/Product/Texture/Image/RoleStory/YunluNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	544	-316
500222	Moyuan (Coughing Up Blood)	Assets/Product/Texture/Image/RoleStory/YunluNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	544	-316
500223	Kowloong Crew	Assets/Product/Texture/Image/RoleStory/JiulongzhongNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	544	-316
500224	Pulao of the Kowloong Crew	Assets/Product/Texture/Image/RoleStory/JiulongzhongNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	544	-316
500225	Changyu (Construct)	Assets/Product/Texture/Image/RoleStory/ChangyuNormal03.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	493	-416.5
500226	An NPC Changyu likes	Assets/Product/Texture/Image/RoleStory/ChangyuHaoganNPCNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	493	-416.5
500227	Huainan	Assets/Product/Texture/Image/RoleStory/HuainanNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	540.5	-408.5
500228	Tycoon	Assets/Product/Texture/Image/RoleStory/CaifaNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	518	-199.5
500229	Director	Assets/Product/Texture/Image/RoleStory/YuanzhangNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	500	-336.5
500230	Changyu Child	Assets/Product/Texture/Image/RoleStory/ChangyuNormal04.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	522	-434.5
500231	Tai'E B1	Assets/Product/Texture/Image/RoleStory/TaieB1Normal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	463	-363
500232	Tai'E B1 (Bandaged)	Assets/Product/Texture/Image/RoleStory/TaieB1Normal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	463	-363
500233	Tai'E G3	Assets/Product/Texture/Image/RoleStory/TaieG3Normal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	463	-363
500234	Changyu (Human) Shaded	Assets/Product/Texture/Image/RoleStory/ChangyuNormal05.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	463	-363
500235	Huainan Shaded	Assets/Product/Texture/Image/RoleStory/HuainanNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	463	-363
500236	Merchant Shaded	Assets/Product/Texture/Image/RoleStory/ZhongguochuanshangrenNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	463	-363
500237	Moyuan Shaded	Assets/Product/Texture/Image/RoleStory/YunluNormal03.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	463	-363
500238	Luna - Rank 3	Assets/Product/Texture/Image/RoleStory/LunaNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	954	-391
500239	Tai'E B1 Shaded	Assets/Product/Texture/Image/RoleStory/TaieB1Normal03.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	463	-363
500240	Tycoon Shaded	Assets/Product/Texture/Image/RoleStory/CaifaNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	518	-199.5
500241	Baxia of the Kowloong Crew	Assets/Product/Texture/Image/RoleStory/JiulongzhongNormal03.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	518	-199.5
500242	Bian of the Kowloong Crew	Assets/Product/Texture/Image/RoleStory/JiulongzhongNormal04.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	518	-199.5
500243	Chiwen of the Kowloong Crew	Assets/Product/Texture/Image/RoleStory/JiulongzhongNormal05.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	518	-199.5
500244	Fuxi of the Kowloong Crew	Assets/Product/Texture/Image/RoleStory/JiulongzhongNormal06.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	518	-199.5
500245	Changyu (Construct) Shaded	Assets/Product/Texture/Image/RoleStory/ChangyuNormal06.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	518	-199.5
500246	Babylonia Soldier	Assets/Product/Texture/Image/RoleStory/ShibingNormal03.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	518	-199.5
500247	Guardian	Assets/Product/Texture/Image/RoleStory/XiaoweiNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	463	-363
500248	Pterygota Queen	Assets/Product/Texture/Image/RoleStory/ShulinghouNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	463	-363
500249	Damaged Female Researcher	Assets/Product/Texture/Image/RoleStory/YanjiuyuanNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	463	-363
500250	New Common Construct	Assets/Product/Texture/Image/RoleStory/Tongyonggouzaoti03Normal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	463	-363
500251	Common Woman	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	463	-363
500252	Roland Construct	Assets/Product/Texture/Image/RoleStory/LuolanNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	488	-319
500253	Teenage Luna	Assets/Product/Texture/Image/RoleStory/LunaNormal04.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	475.5	-423.5
500254	Teenage Luna Corrupted	Assets/Product/Texture/Image/RoleStory/LunaNormal05.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	475.5	-423.5
500255	Teenage Luna Battle Form	Assets/Product/Texture/Image/RoleStory/LunaNormal06.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	945	-414
500256	Letty	Assets/Product/Texture/Image/RoleStory/LaidiNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	512.5	-407.5
500257	Coco	Assets/Product/Texture/Image/RoleStory/KekeNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	512.5	-407.5
500258	Collins	Assets/Product/Texture/Image/RoleStory/GelinsiNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500259	Common Refugee Boy	Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500260	Common Refugee Girl	Assets/Product/Texture/Image/RoleStory/TongyongNanmingirlNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500261	Common Scavenger	Assets/Product/Texture/Image/RoleStory/TongyongShihuangzheNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500262	Military Refugee	Assets/Product/Texture/Image/RoleStory/WuzhuangnanminNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500263	Red Core	Assets/Product/Texture/Image/RoleStory/HexinNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500264	Blue Core	Assets/Product/Texture/Image/RoleStory/HexinNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500265	Teenage Luna Battle Shaded	Assets/Product/Texture/Image/RoleStory/LunaNormal07.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	945	-414
500266	Night Light	Assets/Product/Texture/Image/RoleStory/ItemXiaoyedeng.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500267	New Common Construct Shaded	Assets/Product/Texture/Image/RoleStory/Tongyonggouzaoti03Normal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500268	Common Woman Shaded	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500269	Refugee Child	Assets/Product/Texture/Image/RoleStory/TongyongNanminxiaohai.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500270	Common Bystander Shaded	Assets/Product/Texture/Image/RoleStory/KaliegrandNomal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500271	Letty Shaded	Assets/Product/Texture/Image/RoleStory/LaidiNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500272	Luna Corrupted Shaded	Assets/Product/Texture/Image/RoleStory/LunaNormal08.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500273	Wanshi	Assets/Product/Texture/Image/RoleStory/WanshiNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	501.5	-282.5
500274	POD Robot	Assets/Product/Texture/Image/RoleStory/PodNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500275	Popper Brother	Assets/Product/Texture/Image/RoleStory/BoerpuNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500276	Popper Sister	Assets/Product/Texture/Image/RoleStory/BoerpuNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500277	Existential Popper	Assets/Product/Texture/Image/RoleStory/BoerpuNormal03.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500278	Nihilistic Popper	Assets/Product/Texture/Image/RoleStory/BoerpuNormal04.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500279	Common Refugee Boy Shaded	Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500280	Common Refugee Girl Shaded	Assets/Product/Texture/Image/RoleStory/TongyongNanmingirlNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500281	Nanami Rank 3 Shaded	Assets/Product/Texture/Image/RoleStory/R3Yongyechaonormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	487	-299.5
500282	Selena Construct	Assets/Product/Texture/Image/RoleStory/SailinnaNormal03.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	493	-370.5
500283	Selena Injured	Assets/Product/Texture/Image/RoleStory/SailinnaNormal04.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	493	-370.5
500284	Arnold	Assets/Product/Texture/Image/RoleStory/AnuodeNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	543	-299.5
500285	Arnold has a robot	Assets/Product/Texture/Image/RoleStory/AnuodeNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	543	-299.5
500286	Hans	Assets/Product/Texture/Image/RoleStory/HansiNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	500	-356.5
500287	Siren	Assets/Product/Texture/Image/RoleStory/SairenNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	500	-356.5
500288	Mystery Man	Assets/Product/Texture/Image/RoleStory/ShenmirenNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	500	-356.5
500289	Doctor Wanshi	Assets/Product/Texture/Image/RoleStory/WanshiNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	484.5	-309.5
500290	Doctor Wanshi – Pain	Assets/Product/Texture/Image/RoleStory/WanShiNormal03.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	500	-356.5
500291	Selena – Transcendant	Assets/Product/Texture/Image/RoleStory/SailinnaNormal05.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	494	-378.5
500292	Liv Rank II – Long hair	Assets/Product/Texture/Image/RoleStory/R2LifuNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	500.5	-397
500293	Vanessa	Assets/Product/Texture/Image/RoleStory/FannishaNormal01.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	496	-400.5
500294	Common Scavenger Elder	Assets/Product/Texture/Image/RoleStory/TongyongShihuangzheNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	496	-400.5
500295	Selena – Human Shaded	Assets/Product/Texture/Image/RoleStory/SailinnaNormal06.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	496	-400.5
500296	Common Construct Shaded	Assets/Product/Texture/Image/RoleStory/Tongyonggouzaoti01Nomal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	496	-400.5
500297	Corrupted Construct Shaded	Assets/Product/Texture/Image/RoleStory/GanrangouzaotiNomal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	496	-400.5
500298	Troy	Assets/Product/Texture/Image/RoleStory/TeluoNormal01.png	Construct|10	16	155	43	Levi-Gun	Gray Raven	496	-400.5
500299	Hans Shaded (unable to mark Awes)	Assets/Product/Texture/Image/RoleStory/HansiNormal02.png	Construct|09	16	155	43	Levi-Gun	Gray Raven	500	-356.5
500300	Ayla – Girl Shaded	Assets/Product/Texture/Image/RoleStory/R2ErrorNormal04.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	507	-395
500301	Hetero-Hive Mother	Assets/Product/Texture/Image/RoleStory/PamishiyijvmutiNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	507	-395
500302	Recycle Prisoner	Assets/Product/Texture/Image/RoleStory/GoujieqiutuNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	507	-395
500303	General Worker	Assets/Product/Texture/Image/RoleStory/TongyonggongzuorenyuanNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	505	-272
500304	Little Chrome	Assets/Product/Texture/Image/RoleStory/XiaokuluomuNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	525	-416.5
500305	Vonnegut (with Mask)	Assets/Product/Texture/Image/RoleStory/FengneigutemianjuNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	495	-260.5
500306	Vonnegut	Assets/Product/Texture/Image/RoleStory/FengneiguteNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	495	-260.5
500307	Kurono Researcher	Assets/Product/Texture/Image/RoleStory/HeiyeyanjiuyuanNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	495	-260.5
500308	Cinderelik	Assets/Product/Texture/Image/RoleStory/HuiyanNromal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	443	-397
500309	Rank 3 Chrome	Assets/Product/Texture/Image/RoleStory/KuluomuSNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	953.5	-283.5
500310	Babylonian Human (Male)	Assets/Product/Texture/Image/RoleStory/KongzhonghuayuanrenleinanNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	953.5	-283.5
500311	Common Female Construct 2	Assets/Product/Texture/Image/RoleStory/TongyongnvgouzaotiNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	953.5	-283.5
500312	Crane	Assets/Product/Texture/Image/RoleStory/XianheNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	953.5	-283.5
500313	Vonnegut Black	Assets/Product/Texture/Image/RoleStory/FengneigutemianjuNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	953.5	-283.5
500314	Cinderelik Black	Assets/Product/Texture/Image/RoleStory/HuiyanNromal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	953.5	-283.5
500315	Chrome (Rank 2) Black	Assets/Product/Texture/Image/RoleStory/R2KuluomuNormal03.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	953.5	-283.5
500316	Roland Black	Assets/Product/Texture/Image/RoleStory/LuolanNomal03.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	953.5	-283.5
500317	Luna Black	Assets/Product/Texture/Image/RoleStory/LunaNormal09.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	953.5	-283.5
500318	Little Chrome Black	Assets/Product/Texture/Image/RoleStory/XiaokuluomuNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	953.5	-283.5
500319	Collins (Now)	Assets/Product/Texture/Image/RoleStory/GelinsiNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	487	-300
500320	Sister Shaded	Assets/Product/Texture/Image/RoleStory/XiunvNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	487	-300
500321	Liv: Eclipse Shaded	Assets/Product/Texture/Image/RoleStory/LifuNormal03.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	487	-300
500322	Plume Shaded	Assets/Product/Texture/Image/RoleStory/R4LuxiyaNormal05.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	487	-300
500323	Karenina: Ember Shaded	Assets/Product/Texture/Image/RoleStory/R3KalieninaNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	487	-300
500324	Tifa Shaded	Assets/Product/Texture/Image/RoleStory/TifaNomal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	487	-300
500325	Karenina: Blast Shaded	Assets/Product/Texture/Image/RoleStory/KalieninaNomal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	487	-300
500326	Voodoo Systemic	Assets/Product/Texture/Image/RoleStory/WuduNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	487	-300
500327	Voodoo Near	Assets/Product/Texture/Image/RoleStory/WuduNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	508	-196
500328	No. 21	Assets/Product/Texture/Image/RoleStory/21haoNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	502.5	-469.5
500329	Human No. 21	Assets/Product/Texture/Image/RoleStory/21haoNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	485	-441.5
500330	Annabel	Assets/Product/Texture/Image/RoleStory/AnnabeierNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	487	-300
500332	Pet: Pegasus	Assets/Product/Texture/Image/RoleStory/TianmaNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	487	-300
500333	The Merciful One (Hoodie)	Assets/Product/Texture/Image/RoleStory/CibeizheNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	487	-300
500334	Roland (Transcendant)	Assets/Product/Texture/Image/RoleStory/LuolanNormal04.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	472.5	-250.5
500335	Lillian	Assets/Product/Texture/Image/RoleStory/V129LlNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	520.5	-536.5
500336	Noctis	Assets/Product/Texture/Image/RoleStory/NuoketiNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	502	-257
500337	Rebecca	Assets/Product/Texture/Image/RoleStory/RuibeikaNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509	-351
500338	Child Luna (Black Card)	Assets/Product/Texture/Image/RoleStory/LunaNormal10.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509	-351
500339	Child Lucia (Black Card)	Assets/Product/Texture/Image/RoleStory/LuxiyaNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509	-351
500340	General Suit 3 - Male (Black Card)	Assets/Product/Texture/Image/RoleStory/XizhuangnanNormal04.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509	-351
500341	Rebecca (Black Card)	Assets/Product/Texture/Image/RoleStory/RuibeikaNormal02.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509	-351
500342	Young Lady (Black Card)	Assets/Product/Texture/Image/RoleStory/TongyongnvgouzaotiNormal03.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509	-351
500343	Vera (Black Card)	Assets/Product/Texture/Image/RoleStory/WeilaNormal05.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509	-351
500344	No. 21 (Black Card)	Assets/Product/Texture/Image/RoleStory/21haoNormal03.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509	-351
500345	Vera S	Assets/Product/Texture/Image/RoleStory/WeilaSNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	466.3	-316
500346	Surfer	Assets/Product/Texture/Image/RoleStory/ChonglangzheNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	509	-351
500347	Lucia Siren	Assets/Product/Texture/Image/RoleStory/LuxiyayzNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	511	-292
500348	Lloyd	Assets/Product/Texture/Image/RoleStory/LuoyideNormal01.png	Construct|03	18	160	45	Hand Cannon	Purifying Force	513	-272
