Id	Type	Formula	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]	Params[8]	Params[9]	Params[10]	Params[11]	Params[12]	Params[13]	Params[14]	Params[15]	Params[16]	Params[17]	Params[18]	Params[19]	Params[20]	Params[21]	Params[22]	Params[23]	Params[24]	Params[25]	Params[26]	Params[27]	Params[28]	Params[29]	Desc
70010	10105		11010105																													Complete Hidden Story 1-5
70011	10105		10030101																													Complete Normal Story 3-1
70012	10105		10030103																													Complete Normal Story 3-3
70013	10101		50																													Reach Commandant Level 50
70014	10105		10030204																													Complete Normal Story 3-8
70015	10105		10030302																													Complete Normal Story 3-10
70016	10105		11020101																													Complete Hidden Story 2-1
70017	10101		200																													Complete Hidden Story 2-4
70018	10105		10040102																													Complete Normal Story 4-2
70019	10105		10040204																													Complete Normal Story 4-8
70020	10105		10050203																													Complete Normal Story 5-7
70021	10101		60																													Reach Commandant Level 60
70022	10101		65																													Reach Commandant Level 65
70023	10105		10030304																													Complete Normal Story 3-12
70101	10105		10010102																													Complete Normal Story 1-2
70102	10105		10010103																													Complete Normal Story 1-3
70103	10105		10010104																													Complete Normal Story 1-4
70104	10105		10010202																													Complete Normal Story 1-6
70105	10105		10010204																													Complete Normal Story 1-8
70106	10105		10020101																													Complete Normal Story 2-1
70107	10105		10020201																													Complete Normal Story 2-5
70108	10105		10020202																													Complete Normal Story 2-6
70109	10105		11010102																													Complete Hidden Story 1-2
70110	10105		10030203																													Complete Normal Story 3-7
70111	10105		10020102																													Complete Normal Story 2-2
70112	10105		10030102																													Complete Normal Story 3-2
70113	10105		12020303																													Clear Stronghold Chapter 2
70114	10105		12030303																													Clear Stronghold Chapter 3
70115	10105		12040303																													Clear Stronghold Chapter 4
70116	10105		12050303																													Clear Stronghold Chapter 5
70117	10105		12060303																													Clear Stronghold Chapter 6
70118	10105		12070303																													Clear Stronghold Chapter 7
70119	10105		12010302																													Clear Stronghold Chapter 1
70120	10105		12090303																													Clear Stronghold Chapter 9
70121	10105		12100304																													Clear Stronghold Chapter 10
70122	10105		12110304																													Clear Stronghold Chapter 11
70123	10105		12120304																													Clear Stronghold Chapter 12
70124	10105		12010302																													Clear Stronghold Ch.1
600007	10119		10009																													Find data record [X-779] while exploring [Redundant Block 22-16].
600008	10119		11000																													Explore in [Redundant Block 22-16] and follow the guide to active the event of [Eden's Falling]
600009	10119		10000																													Enter [Babylonia]
601000	10101		40																													Unlocked when Commandant Level reached 40
601001	10119		11001																													Unlocked after watching the initial story
601002	10119		13002																													Unlocked after completing the main story of [Parliament Square]
601003	10119		13003																													Follow the guide to complete the mission
601004	10119		11004																													Follow the guide to complete the mission
601005	10119		11005																													Follow the guide to complete the mission
601006	10119		11006																													Follow the guide to complete the mission
601007	10119		11007																													Unlocked after completing the main story of [Eden 16-B]
601008	10119		13008																													Follow the guide to complete the mission
601009	10119		11009																													Unlocked after completing the main story of [Dominick Memorial Park]
601010	10119		11010																													Follow the guide to complete the mission
601011	10119		13011																													Follow the guide to complete the mission
601012	10119		11012																													Unlocked after completing the main story of [Babylonia]
621101	10119		211001																													Head to [Eden 16-B Leisure Module] Lv.2 Area to activate the [Invader] event in <color=#FFE002>Exploration Mode</color>
621102	10119		211002																													Head to [Dominik Memorial Park] Floor 1 and discover the [Awakening of Heart 2] event in <color=#FFE002>Exploration Mode</color>
621103	10119		211003																													Head to [Babylonia Bridge] Floor 2 and discover the [Awakening of Heart 3] event in <color=#FFE002>Exploration Mode</color>
621104	10119		211004																													Head deeper into [Babylonia Bridge] Floor 2 and discover the [Awakening of Heart 4] event in <color=#FFE002>Exploration Mode</color>
621105	10119		211005																													Head to [Dominik Memorial Park] Floor 4 and discover the [Awakening of Heart 5] event in <color=#FFE002>Exploration Mode</color>
621106	10119		211006																													Head deeper into [Dominik Memorial Park] Floor 4 and discover the [Awakening of Heart 6] event in <color=#FFE002>Exploration Mode</color>
621201	10119		212001																													Head to [Tactical Bridge] Lv.2 Area to activate the [Scarab] event in <color=#FFE002>Exploration Mode</color>
621202	10119		212002																													Head to [Parliament Square] Floor 2 and discover [The Hidden 2] event in <color=#FFE002>Exploration Mode</color>
621203	10119		212003																													Head to [Dominik Memorial Park] Floor 3 and discover [The Hidden 3] event in <color=#FFE002>Exploration Mode</color>
621204	10119		212004																													Head to [Dominik Memorial Park] Floor 4 and discover [The Hidden 4] event in <color=#FFE002>Exploration Mode</color>
621205	10119		212005																													Head deeper into [Dominik Memorial Park] Floor 4 and discover [The Hidden 5] event in <color=#FFE002>Exploration Mode</color>
621301	10119		213001																													Head to [Parliament Square] Floor 2 and discover the [Traveler] event in <color=#FFE002>Exploration Mode</color>
621302	10119		213002																													Head to [Parliament Square] Floor 2 and discover the [World's End 2] event in <color=#FFE002>Exploration Mode</color>
621303	10119		213003																													Head to [Babylonia Bridge] Floor 3 and discover the [World's End 3] event in <color=#FFE002>Exploration Mode</color>
621304	10119		213004																													Head to [Parliament Square] Floor 3 and discover the [World's End 4] event in <color=#FFE002>Exploration Mode</color>
623101	10119		231001																													Head to [Outer City Ruins] to talk about [Ruolin] with Bridget from [Support Force] in <color=#FFE002>Exploration Mode</color>
623102	10119		231002																													Head to [B01 Industrial Sector] Floor 3 and discover the [Memory 2] event in <color=#FFE002>Exploration Mode</color>
623103	10119		231003																													Head to [Safe Zone] and discover [Additional Review] to reveal Memory 3 in <color=#FFE002>Exploration Mode</color>
623201	10119		232001																													Head deeper into [Core Area] Power Room to discover the [Spread] event in <color=#FFE002>Exploration Mode</color>
623202	10119		232002																													Head to [Core Area] Floor 3 and discover the [Tide Direction 2] event in <color=#FFE002>Exploration Mode</color>
623203	10119		232003																													Head to [B01 Junction Corridor] Floor 4 and discover the [Tide Direction 3] event in <color=#FFE002>Exploration Mode</color>
623204	10119		232004																													Head deeper into [B01 Junction Corridor] Floor 4 and discover the [Tide Direction 4] event in <color=#FFE002>Exploration Mode</color>
622101	10119		221001																													Head to [Zone B Business District Ruins] Block 2 and discover the ["Material"] event in <color=#FFE002>Exploration Mode</color>
622102	10119		221002																													Head to [Zone B Business District Ruins] Block 2 and discover the [Blood Well] event in <color=#FFE002>Exploration Mode</color>
622201	10119		222001																													Head to [Zone C Abandoned Factory] Operation Zone and discover the [Unknown Heaven] event in <color=#FFE002>Exploration Mode</color>
622202	10119		222002																													Head to [Zone C Abandoned Factory] Operation Zone and discover the [Bandwagon Effect] event in <color=#FFE002>Exploration Mode</color>
622203	10119		222003																													Head to [Zone C Abandoned Factory] Operation Zone and discover the [Burn It All] event in <color=#FFE002>Exploration Mode</color>
622204	10119		222004																													Head to [Zone C Abandoned Factory] Operation Zone and discover the [Voiceless Self] event in <color=#FFE002>Exploration Mode</color>
624101	10119		241001																													Head to [Shattered Valley] Open Area and discover the [Against the Light] event in <color=#FFE002>Exploration Mode</color>
624102	10119		241002																													Head to [Underground Junction] and discover the [Gnawing Away] event in <color=#FFE002>Exploration Mode</color>
624201	10119		242001																													Head to [Polyphage Left Hand] Lv.2 Area and discover the [Trading] event in <color=#FFE002>Exploration Mode</color>
624202	10119		242002																													Head to [Polyphage Left Hand] Lv.2 Area and discover the [Requirement] event in <color=#FFE002>Exploration Mode</color>
624301	10119		243001																													Head to [Polyphage Core] Lv.2 Area and discover the ["Good News"] event in <color=#FFE002>Exploration Mode</color>
624302	10119		243002																													Head to [Polyphage Core] Lv.3 Area and discover the [Pray] event in <color=#FFE002>Exploration Mode</color>
624303	10119		243003																													Head to [Polyphage Core] Lv.2 Area and discover the [Faith Praises] event in <color=#FFE002>Exploration Mode</color>
624401	10119		244001																													Head to [Polyphage Core] Lv.3 Area and discover the [Backstage] event in <color=#FFE002>Exploration Mode</color>
624402	10119		244002																													Head to [Polyphage Core] Lv.2 Area and discover the [Plan] event in <color=#FFE002>Exploration Mode</color>
602000	10119		20000																													Head to [Support Area] to complete [Enhance Inverse] task
602001	10119		21001																													Unlocked after completing the main story of [Support Area]
602002	10119		21002																													Head to [Forgotten Street—Residential Quarters] to complete [Enemies in Sight] task
602003	10119		21003																													Head to [Forgotten Street—Residential Quarters] to complete [Collect Data] event
602803	10119		21083																													Head to [Forgotten Street—Residential Quarters] to complete [Undefeated] event
602804	10119		21084																													Head to [Forgotten Street—Residential Quarters] to complete [Alternate Route] event
602004	10119		23004																													Head to [Forgotten Street—Residential Quarters] to complete [Crimson Tide] event
602005	10119		21005																													Head to [Forgotten Street—Dusted Hotel] to investigate
602006	10119		21006																													Head to [Forgotten Street—Dusted Hotel] to complete [Messy Footprints] event
602007	10119		21007																													Head to [Forgotten Street—Dusted Hotel] to complete [Key Card] event
602008	10119		21008																													Head to [Forgotten Street—Dusted Hotel] to complete [Collapsed Hidden Door] event
602009	10119		21009																													Head to [Forgotten Street—Dusted Hotel] to complete [Data Chip] event
602010	10119		25010																													Head to [Forgotten Street—Dusted Hotel] to unlock Blockade 2
602011	10119		21011																													Unlocked after completing the main story of [Area A Forgotten Streets]
602012	10119		26012																													Move to [Area B Relic of Business Park No. 35—Block 1]
602013	10119		21013																													Head to [Relic of Business Park—Block 1] to find [Search Clue 1] event
602813	10119		21813																													Head to [Relic of Business Park—Block 1] to find [Search Clue 2] event
602814	10119		21814																													Head to [Relic of Business Park—Block 1] to find [Search Clue 3] event
602815	10119		21815																													Head to [Relic of Business Park—Block 2] to find [Search Route C] event
602014	10119		23014																													Head to [Relic of Business Park—Block 1] to find key clues
602015	10119		21015																													Head to [Relic of Business Park—Block 2] to find [Trace Evidence] event
602016	10119		21016																													Head to [Relic of Business Park—Block 2] to find [Plunder & Sacrifice] event
602816	10119		21816																													Head to [Relic of Business Park in Sector B]—Block 2 to find [Remaining Data] event
602817	10119		21817																													Head to [Relic of Business Park in Sector B]—Block 2 to find [Reminiscing Past] event
602818	10119		21818																													Head to [Relic of Business Park in Sector B]—Block 2 to find [Corner's Glimpse] event
602017	10119		21017																													Head to [Relic of Business Park—Block 2] to find [Past & Future] event
602018	10119		21018																													Head to [Relic of Business Park—Block 3] to complete [Waste Materials] event
602019	10119		21019																													Head to [Relic of Business Park—Block 3] to complete [A Tiny Hope] event
602020	10119		21020																													Unlocked after completing the main story of [ of Business Park in Sector B]
602021	10119		26021																													Head to [C-07 Abandoned Chemical Plant—Entrance]
602022	10119		24022																													Head to [C-07 Abandoned Chemical Plant—Entrance] to obtain items of Blockade 1
602023	10119		21023																													Head to [Abandoned Chemical Plant—Entrance] to complete [Vacant Rooms] event
602024	10119		21024																													Head to [Abandoned Chemical Plant—Entrance] to complete [Protective Equipment] event
602025	10119		21025																													Head to [Abandoned Chemical Plant—Entrance] to complete [Past Records] event
602026	10119		21026																													Head to [Abandoned Chemical Plant—Entrance] to find the entrance of the abandoned chemical plant
602027	10119		21027																													Head to [Abandoned Chemical Plant—Operation Zone] to find the past memories
602028	10119		21028																													Head to [Abandoned Chemical Plant—Operation Zone] to complete [Search Clues] event
602029	10119		21029																													Head to [Abandoned Chemical Plant—Operation Zone] to complete [Cross Red Tide] event
602030	10119		21030																													Head to [Abandoned Chemical Plant—Operation Zone] to complete [Protective Equipment] event
602031	10119		21031																													Head to [Abandoned Chemical Plant—Operation Zone] to complete [Memory Fragment] event
602032	10119		21032																													Head to [Abandoned Chemical Plant—Operation Zone] to complete [Deja-vu] event
602033	10119		23033																													Head to [Abandoned Chemical Plant—Operational Zone] to fight against Alpha
602034	10119		21034																													Unlocked after completing the main story of [Deserted Ruins]
604000	10119		40000																													Enter the [Polyphage Abyss] area to explore
604001	10119		41001																													Unlocked after completing the main story of [Underground Junction]
604002	10119		41001																													Unlocked after completing the main story of [Underground Junction]
604003	10119		41003																													Head to [Shattered Valley] Open Land to complete [Audio Analysis] event
604803	10119		41803																													Head to [Shattered Valley] Open Land to complete [Lamia's Gift] event
604004	10119		41004																													Head to [Shattered Valley] Open Land to complete [Search for Lamia] event
604005	10119		41005																													Head to [Shattered Valley] Open Land to complete [Hetero-Creature] event
604006	10119		43006																													Head to [Shattered Valley] Open Land to complete [Cannibalism] event
604007	10119		41007																													Head to [Shattered Valley] Open Land to complete [Broken Cable] event
604008	10119		41008																													Head to [Shattered Valley] Open Land to complete [Chase of Fleeing Lamia] event
604009	10119		41009																													Head to [Shattered Valley] Open Land to complete [Sudden Assault] event
604010	10119		41010																													Head to [Shattered Valley] Open Land to complete [Roaring Polyphage] event
604011	10119		43011																													Unlocked after completing the main story of [Shattered Valley]
604812	10119		41812																													Head to [Polyphage Left Hand] Lv. 1 Area to complete [Sisters] event
604813	10119		41813																													Head to [Polyphage Left Hand] Lv. 1 Area to complete [Break the Siege] event
604814	10119		41814																													Head to [Polyphage Left Hand] Lv. 1 Area to complete [Encirclement] event
604815	10119		41815																													Head to [Polyphage Left Hand] Lv. 1 Area to complete [Damage Safeguard] event
604012	10119		43012																													Unlocked after completing the main story of [Polyphage Left Hand]
604816	10119		41816																													Head to [Polyphage Core] Lv. 1 Area to complete [Wild Shaking] event
604817	10119		41817																													Head to [Polyphage Core] Lv. 1 Area to complete [Skyfall Shadow] event
604013	10119		43013																													Unlocked after completing the main story of [Polyphage Core]
603000	10119		30000																													Head to [Underground Cavern] for exploration
603001	10119		31001																													Unlocked after completing the main story of [Outer Ruin City]
603002	10119		31002																													Follow the guide to complete the mission
603003	10119		33003																													Follow the guide to complete the mission
603004	10119		31004																													Follow the guide to complete the mission
603005	10119		31005																													Follow the guide to complete the mission
603006	10119		33006																													Unlocked after completing the main story of [B01 Industrial Sector]
603007	10119		33007																													Follow the guide to complete the mission
603008	10119		31008																													Follow the guide to complete the mission
603009	10119		31009																													Follow the guide to complete the mission
603010	10119		31010																													Unlocked after completing the main story of [B01 Connecting Corridor]
603011	10119		31011																													Follow the guide to complete the mission
603012	10119		31012																													Unlocked after completing the main story of [Core Area]
603013	10119		31013																													Follow the guide to complete the mission
603014	10119		33013																													Follow the guide to complete the mission
603015	10119		33015																													Follow the guide to complete the mission
603016	10119		31016																													Unlocked after completing the main story of [Underground Cavern]
603901	10126		302	3022	3022042																											Head to [B01 Industrial Sector] Area 2 to find [Curtain] event
603902	10126		303	3031	3031041																											Head to [B01 Junction Corridor] Area 1 to find [Test] event
603903	10126		303	3032	3032031																											Head to [B01 Junction Corridor] Area 2 to find [Fury of the Agent] event
603904	10126		305	3051	3051041																											Head to [Deep M.I.N.D.] Area 1 to find [Face the Past] event
603905	10126		305	3051	3051042																											Head to [Deep M.I.N.D.] Area 1 to find [Shards of Remorse 1] event
603906	10126		305	3052	3052041																											Head to [Deep M.I.N.D.] Area 2 to find [Shards of Betrayal 1] event
603907	10126		305	3052	3052042																											Head to [Deep M.I.N.D.] Area 2 to find [Shards of Betrayal 2] event
603910	10139		100	1001	1001051																											Never completed [Record: X-779]
609001	10119		300001																													Side Test
630001	0	(84101301|600009)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or enter [Babylonia] in <color=#FFE002>Exploration Mode</color>
630002	0	(84101302|601002)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Parliament Square] in <color=#FFE002>Exploration Mode</color> to unlock
630003	0	(84101303|601003)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or follow the guide to complete the mission in <color=#FFE002>Exploration Mode</color>
630004	0	(84101304|601004)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or follow the guide to complete the mission in <color=#FFE002>Exploration Mode</color>
630005	0	(84101305|601005)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or follow the guide to complete the mission in <color=#FFE002>Exploration Mode</color>
630006	0	(84101306|601007)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Eden 16-B] in <color=#FFE002>Exploration Mode</color> to unlock
630007	0	(84101307|601008)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or follow the guide to complete the mission in <color=#FFE002>Exploration Mode</color>
630008	0	(84101308|601009)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Dominick Memorial Park] in <color=#FFE002>Exploration Mode</color> to unlock
630009	0	(84101309|601011)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or follow the guide to complete the mission in <color=#FFE002>Exploration Mode</color>
630010	0	(84101310|601012)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Babylonia] in <color=#FFE002>Exploration Mode</color> to unlock
630011	0	(84101311|602000)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Support Area] and complete the [Enhance Inverse] mission in <color=#FFE002>Exploration Mode</color>
630012	0	(84101312|602001)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Support Area] in <color=#FFE002>Exploration Mode</color> to unlock
630013	0	(84101313|602003)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Forgotten Street—Residential Quarters] and complete the [Collect Data] event in <color=#FFE002>Exploration Mode</color>
630014	0	(84101314|602004)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Forgotten Street—Residential Quarters] and complete the [Crimson Tide] event in <color=#FFE002>Exploration Mode</color>
630015	0	(84101315|602005)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Forgotten Street—Dusted Hotel] to investigate in <color=#FFE002>Exploration Mode</color>
630016	0	(84101316|602011)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Zone A Forgotten Streets] in <color=#FFE002>Exploration Mode</color> to unlock
630017	0	(84101317|602014)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Business District Ruins—Block 1] and discover the vital clues in <color=#FFE002>Exploration Mode</color>
630018	0	(84101318|602016)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Business District Ruins—Block 2] and complete the [Plunder & Sacrifice] event in <color=#FFE002>Exploration Mode</color>
630019	0	(84101319|602017)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Business District Ruins—Block 2] and discover the [Past & Future] event in <color=#FFE002>Exploration Mode</color>
630020	0	(84101320|602020)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Zone B Business District Ruins] in <color=#FFE002>Exploration Mode</color> to unlock
630021	0	(84101321|602026)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Abandoned Factory—Entrance] and discover the entrance to the factory in <color=#FFE002>Exploration Mode</color>
630022	0	(84101322|602032)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Abandoned Factory—Operation Zone] and complete the [Deja Vu] event <color=#FFE002>Exploration Mode</color>
630023	0	(84101323|602033)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Abandoned Factory—Operation Zone] and fight Alpha in <color=#FFE002>Exploration Mode</color>
630024	0	(84101324|602034)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Deserted Ruins] in <color=#FFE002>Exploration Mode</color> to unlock
630025	0	(84101325|603000)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Underground Cavern] to explore in <color=#FFE002>Exploration Mode</color>
630026	0	(84101326|603001)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Outer City Ruins] in <color=#FFE002>Exploration Mode</color> to unlock
630027	0	(84101327|603003)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or follow the guide to complete the mission in <color=#FFE002>Exploration Mode</color>
630028	0	(84101328|603901)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [B01 Industrial Sector] Area 2 and discover the [Curtain] event in <color=#FFE002>Exploration Mode</color>
630029	0	(84101329|603005)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or follow the guide to complete the mission in <color=#FFE002>Exploration Mode</color>
630030	0	(84101330|603006)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [B01 Industrial Sector] in <color=#FFE002>Exploration Mode</color> to unlock
630031	0	(84101331|603902)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [B01 Junction Corridor] Area 1 and discover the [Test] event in <color=#FFE002>Exploration Mode</color>
630032	0	(84101332|603007)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or follow the guide to complete the mission in <color=#FFE002>Exploration Mode</color>
630033	0	(84101333|603903)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [B01 Junction Corridor] Area 2 and discover the [Fury of the Agent] event in <color=#FFE002>Exploration Mode</color>
630034	0	(84101334|603008)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or follow the guide to complete the mission in <color=#FFE002>Exploration Mode</color>
630035	0	(84101335|603009)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or follow the guide to complete the mission in <color=#FFE002>Exploration Mode</color>
630036	0	(84101336|603010)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [B01 Connecting Corridor] in <color=#FFE002>Exploration Mode</color> to unlock
630037	0	(84101337|603011)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or follow the guide to complete the mission in <color=#FFE002>Exploration Mode</color>
630038	0	(84101338|603012)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Core Area] in <color=#FFE002>Exploration Mode</color> to unlock
630039	0	(84101339|603904)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Deep M.I.N.D.] Area 1 and discover the [Face the Past] event in <color=#FFE002>Exploration Mode</color>
630040	0	(84101340|603905)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Deep M.I.N.D.] Area 1 and discover the [Shards of Remorse 1] event in <color=#FFE002>Exploration Mode</color>
630041	0	(84101341|603013)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or follow the guide to complete the mission in <color=#FFE002>Exploration Mode</color>
630042	0	(84101342|603906)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Deep M.I.N.D.] Area 2 and discover the [Shards of Betrayal 1] event in <color=#FFE002>Exploration Mode</color>
630043	0	(84101343|603907)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Deep M.I.N.D.] Area 2 and discover the [Shards of Betrayal 2] event in <color=#FFE002>Exploration Mode</color>
630044	0	(84101344|603015)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or follow the guide to complete the mission in <color=#FFE002>Exploration Mode</color>
630045	0	(84101345|603016)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Underground Cavern] in <color=#FFE002>Exploration Mode</color> to unlock
630046	0	(84101346|604001)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Underground Junction] in <color=#FFE002>Exploration Mode</color> to unlock
630047	0	(84101347|604002)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Underground Junction] in <color=#FFE002>Exploration Mode</color> to unlock
630048	0	(84101348|604003)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Shattered Valley] Open Area and complete the [Audio Analysis] event in <color=#FFE002>Exploration Mode</color>
630049	0	(84101349|604004)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Breaking Platform] Open Area and complete the [Search for Lamia] event in <color=#FFE002>Exploration Mode</color>
630050	0	(84101350|604004)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Breaking Platform] Open Area and complete the [Search for Lamia] event in <color=#FFE002>Exploration Mode</color>
630051	0	(84101351|604005)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Shattered Valley] Open Area and complete the [Hetero-Creature] event in <color=#FFE002>Exploration Mode</color>
630052	0	(84101352|604006)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Shattered Valley] Open Area and complete the [Cannibalism] event in <color=#FFE002>Exploration Mode</color>
630053	0	(84101353|604007)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Shattered Valley] Open Area and complete the [Broken Cable] event in <color=#FFE002>Exploration Mode</color>
630054	0	(84101354|604009)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Shattered Valley] Open Area and complete the [Ambush] event in <color=#FFE002>Exploration Mode</color>
630055	0	(84101355|604011)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Shattered Valley] in <color=#FFE002>Exploration Mode</color> to unlock
630056	0	(84101356|604812)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or head to [Polyphage Left Hand] Lv.1 Area and complete the [Sisters] event in <color=#FFE002>Exploration Mode</color>
630057	0	(84101357|604012)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Polyphage Left Hand] in <color=#FFE002>Exploration Mode</color> to unlock
630058	0	(84101358|604013)																														Clear the associated stage in <color=#FFE002>Regular Mode</color> or complete the main story of [Polyphage Core] in <color=#FFE002>Exploration Mode</color> to unlock
770100	10105		10010202																													Complete Normal Story 1-6 to unlock
770200	10101		1																													Unlocked when Commandant reaches Lv.1
770300	10105		10010204																													Complete Normal Story 1-8 to unlock
770301	10105		10010104																													Complete Normal Story 1-4 to unlock
770400	10105		10010304																													Complete Normal Story 1-12 to unlock
770401	10101		40																													Unlocked at Commandant Lv.40
770402	10105		10010204																													Complete Normal Story 1-8 to unlock
770403	10101		35																													Unlocked when Commandant reaches Lv.35
770404	10101		35																													Unlocked when Commandant reaches Lv.35
770500	10105		10010302																													Complete Normal Story 1-10 to unlock
770600	10105		10030202																													Complete Normal Story 3-6 to unlock
770700	10105		10030201																													Complete Normal Story 3-5 to unlock
770710	10105		10040201																													Complete Normal Story 4-5 to unlock
770800	10101		200																													Unlocked when Commandant reaches Lv.200
770900	10105		10040102																													Complete Normal Story 4-2 to unlock
771000	10105		10020103																													Complete Normal Story 2-3 to unlock
771100	10105		10020103																													Complete Normal Story 2-3 to unlock
771200	10101		200																													Unlocked when Commandant reaches Lv.200
771300	10105		10030203																													Complete Normal Story 3-7 to unlock
771400	10105		10020304																													Complete Normal Story 2-12 to unlock
771500	10101		60																													Unlocked when Commandant reaches Lv.60
771501	10109		4	3000																												Have more than 4 Omniframes above 3000 BP activated
771600	10101		200																													Unlocked when Commandant reaches Lv.200
771700	10105		10050203																													Complete Normal Story 5-7 to unlock
771800	10105		10040204																													Complete Normal Story 4-8 to unlock
771801	10105		10030304																													Complete Normal Story 3-12 to unlock
771900	10101		50																													Unlocked when Commandant reaches Lv.50
772000	10101		50																													Unlocked when Commandant reaches Lv.50
772100	10101		40																													Unlocked when Commandant reaches Lv.40
772200	10101		40																													Unlocked when Commandant reaches Lv.40
772250	10101		40																													Unlocked when Commandant reaches Lv.40
772260	10101		40																													Unlocked when Commandant reaches Lv.40
772270	10101		40																													Unlocked when Commandant reaches Lv.40
772280	10101		60																													Unlocked when Commandant reaches Lv.60
772290	10101		55																													Unlocked when Commandant reaches Lv.55
772300	10101		1																													Unlocked when Commandant reaches Lv.1
772310	10101		40																													Unlocked when Commandant reaches Lv.40
772400	10101		1																													Unlocked when Commandant reaches Lv.1
772320	10101		50																													Unlocked at Commandant Lv.50
772500	10105		10020102																													Complete Normal Story 2-2 to unlock
772600	10105		10020204																													Complete Normal Story 2-8 to unlock
772700	10105		10020201																													Complete Normal Story 2-5 to unlock
772800	10105		10020102																													Complete Normal Story 2-2 to unlock
772900	10105		11010105																													Complete Hidden Story 1-5 to unlock
773000	10105		10020301																													Complete Normal Story 2-9 to unlock
773100	10105		10020204																													Complete Normal Story 2-8 to unlock
773200	10105		10020202																													Complete Normal Story 2-6 to unlock
773300	10105		10020201																													Complete Normal Story 2-5 to unlock
773400	10105		11020101																													Complete Hidden Story 2-1 to unlock
773500	10101		1																													Unlocked when Commandant reaches Lv.1
773600	10101		1																													Unlocked when Commandant reaches Lv.1
773700	10101		1																													Unlocked when Commandant reaches Lv.1
773800	10101		1																													Unlocked when Commandant reaches Lv.1
773900	10101		1																													Unlocked when Commandant reaches Lv.1
774000	10101		1																													Unlocked when Commandant reaches Lv.1
