Id	ModelPath	LowModelPath	ControllerPath	DisplayControllerPath	UiDefaultAnimationPath	FashionControllerPath
Mo1ShujingMd010001UI	Assets/Product/Role/CharaterPrefab/Mo1ShujingMd010001.prefab				Assets/Product/Role/Animation/Mo1ShujingMd010001/Mo1ShujingMd010001/BaseLayer/Stand2.anim	
R2AilaMd010011SameColor	Assets/Product/Role/CharaterPrefab/R2AilaMd010011.prefab				Assets/Product/Role/Animation/R2AilaMdCommon/R2AilaMdCommonDisplay/StandAct0101.anim	
R2WanshiMd010011SameColor	Assets/Product/Role/CharaterPrefab/R2WanshiMd010011.prefab				Assets/Product/Role/Animation/R2WanshiMdCommon/R2WanshiMdCommonDisplay/StandAct0101.anim	
R3YongyechaoMd010011SameColor	Assets/Product/Role/CharaterPrefab/R3YongyechaoMd010011.prefab				Assets/Product/Role/Animation/R3YongyechaoMdCommon/R3YongyechaoMdCommonDisplay/StandAct0101.anim	
R2KalieninaMd010011SameColor	Assets/Product/Role/CharaterPrefab/R2KalieninaMd010011.prefab				Assets/Product/Role/Animation/R2KalieninaMdCommon/R2KalieninaMdCommonDisplay/StandAct0101.anim	
Mb1OrphanMd030001SameColor	Assets/Product/Role/CharaterPrefab/Mb1OrphanMd030001.prefab				Assets/Product/Role/Animation/Mb1OrphanMd030001/Mb1OrphanMd030001Display/UiStand1.anim	
Mb1MelodyhuaxuMd10001SameColor	Assets/Product/Role/CharaterPrefab/Mb1MelodyhuaxuMd10001.prefab				Assets/Product/Role/Animation/Mb1MelodyhuaxuMd10001/Mb1MelodyhuaxuMd10001Display/UiStand1.anim	
Mb1XigeluenMd010001SameColor	Assets/Product/Role/CharaterPrefab/Mb1XigeluenMd010001.prefab				Assets/Product/Role/Animation/Mb1XigeluenMd010002/Mb1XigeluenMd010002Display/Stand2.anim	
Mb1AolajiangMd010001SameColor	Assets/Product/Role/CharaterPrefab/Mb1AolajiangMd010001.prefab				Assets/Product/Role/Animation/Mb1AolajiangMd010001/Mb1AolajiangMd010001Display/UiStand1.anim	
Me1GuitaristMd000001UI	Assets/Product/Role/CharaterPrefab/Me1GuitaristMd000001.prefab				Assets/Product/Role/Animation/Me1GuitaristMd000001/Me1GuitaristMd000001/BaseLayer/Stand2.anim	
Me1KeyboardistMd000001UI	Assets/Product/Role/CharaterPrefab/Me1KeyboardistMd000001.prefab				Assets/Product/Role/Animation/Me1KeyboardistMd000001/Me1KeyboardistMd000001/BaseLayer/UIStand.anim	
Me1DrummerMd000001UI	Assets/Product/Role/CharaterPrefab/Me1DrummerMd000003.prefab				Assets/Product/Role/Animation/Me1DrummerMd000001/Me1DrummerMd000001/BaseLayer/UIStand.anim	
Mo1GangsterMd000001UI	Assets/Product/Role/CharaterPrefab/Mo1GangsterMd000001.prefab				Assets/Product/Role/Animation/Mo1GangsterMd000001/Mo1GangsterMd000001/BaseLayer/Stand2.anim	
Mb1RapperMd000001UI	Assets/Product/Role/CharaterPrefab/Mb1RapperMd000001.prefab				Assets/Product/Role/Animation/Mb1RapperMd000001/Mb1RapperMd000001/BaseLayer/Stand2.anim	
Me1HetimingyunzhilunMd010001UI	Assets/Product/Role/CharaterPrefab/Me1HetimingyunzhilunMd010001.prefab				Assets/Product/Role/Animation/Me1HetimingyunzhilunMd010001/Me1HetimingyunzhilunMd010001/BaseLayer/Stand2.anim	
Mo1HetipaotaiMd010001UI	Assets/Product/Role/CharaterPrefab/Mo1HetipaotaiMd010001.prefab				Assets/Product/Role/Animation/Mo1HetipaotaiMd010001/Mo1HetipaotaiMd010001/BaseLayer/Stand2.anim	
Mo1HetiyiliaojiMd010001UI	Assets/Product/Role/CharaterPrefab/Mo1HetiyiliaojiMd010001.prefab				Assets/Product/Role/Animation/Mo1HetiyiliaojiMd010001/Mo1HetiyiliaojiMd010001/BaseLayer/Stand2.anim	
Mo1KuroMd1001DW	Assets/Product/Role/CharaterPrefab/Mo1KuroMd1001.prefab		Assets/Product/Role/Animation/Mo1KuroMd1001/Mo1KuroMd1001/Mo1KuroMd1001DW.controller	Assets/Product/Role/Animation/Mo1KuroMd1001/Mo1KuroMd1001/Mo1KuroMd1001DW.controller	Assets/Product/Role/Animation/Mo1KuroMd1001/Mo1KuroMd1001Display/UiStand1.anim	
QR1SailikaMd010011DW	Assets/Product/Role/Room/Prefab/QR1SailikaMd010011.prefab		Assets/Product/Role/Room/Animation/QR1SailikaMd010011/QR1SailikaMd010011/QR1SailikaMd010012.controller	Assets/Product/Role/Room/Animation/QR1SailikaMd010011/QR1SailikaMd010011/QR1SailikaMd010012.controller	Assets/Product/Role/Room/Animation/QR1SailikaMd010011/QR1SailikaMd010011/Stand02.anim	
QR1AolajiangMd010011DW	Assets/Product/Role/Room/Prefab/QR1AolajiangMd010011.prefab		Assets/Product/Role/Room/Animation/QR1AolajiangMd010011/QR1AolajiangMd010011/QR1AolajiangMd010011DW.controller	Assets/Product/Role/Room/Animation/QR1AolajiangMd010011/QR1AolajiangMd010011/QR1AolajiangMd010011DW.controller	Assets/Product/Role/Room/Animation/QR1AolajiangMd010011/QR1AolajiangMd010011/Stand02.anim	
QR1GuanjiaMd010011DW	Assets/Product/Role/Room/Prefab/QR1GuanjiaMd010011.prefab		Assets/Product/Role/Room/Animation/QR1GuanjiaMd010011/QR1GuanjiaMd010011/QR1GuanjiaMd010011DW.controller	Assets/Product/Role/Room/Animation/QR1GuanjiaMd010011/QR1GuanjiaMd010011/QR1GuanjiaMd010011DW.controller	Assets/Product/Role/Room/Animation/QR1GuanjiaMd010011/QR1GuanjiaMd010011/Stand02.anim	
QR0TaieMd010011DW	Assets/Product/Role/Room/Prefab/QR0TaieMd010011.prefab		Assets/Product/Role/Room/Animation/QR0TaieMd010011/QR0TaieMd010011/QR0TaieMd010011DW.controller	Assets/Product/Role/Room/Animation/QR0TaieMd010011/QR0TaieMd010011/QR0TaieMd010011DW.controller	Assets/Product/Role/Room/Animation/QR0TaieMd010011/QR0TaieMd010011/Stand01.anim	
QR2LuolanMd010011DW	Assets/Product/Role/Room/Prefab/QR2LuolanMd010011.prefab		Assets/Product/Role/Room/Animation/QR2LuolanMd010011/QR2LuolanMd010011/QR2LuolanMd010011DW.controller	Assets/Product/Role/Room/Animation/QR2LuolanMd010011/QR2LuolanMd010011/QR2LuolanMd010011DW.controller	Assets/Product/Role/Room/Animation/QR2LuolanMd010011/QR2LuolanMd010011/Stand02.anim	
QR2QuMd010011DW	Assets/Product/Role/Room/Prefab/QR2QuMd010011.prefab		Assets/Product/Role/Room/Animation/QR2QuMd010011/QR2QuMd010011/QR2QuMd010011DW.controller	Assets/Product/Role/Room/Animation/QR2QuMd010011/QR2QuMd010011/QR2QuMd010011DW.controller	Assets/Product/Role/Room/Animation/QR2QuMd010011/QR2QuMd010011/Stand02.anim	
QR2KamuMd010011DW	Assets/Product/Role/Room/Prefab/QR2KamuMd010011.prefab		Assets/Product/Role/Room/Animation/QR2KamuMd010011/QR2KamuMd010011/QR2KamuMd010011DW.controller	Assets/Product/Role/Room/Animation/QR2KamuMd010011/QR2KamuMd010011/QR2KamuMd010011DW.controller	Assets/Product/Role/Room/Animation/QR2KamuMd010011/QR2KamuMd010011/Stand02.anim	
QR3SailinnaMd010011DW	Assets/Product/Role/Room/Prefab/QR3SailinnaMd010011.prefab		Assets/Product/Role/Room/Animation/QR3SailinnaMd010011/QR3SailinnaMd010011/QR3SailinnaMd010011DW.controller	Assets/Product/Role/Room/Animation/QR3SailinnaMd010011/QR3SailinnaMd010011/QR3SailinnaMd010011DW.controller	Assets/Product/Role/Room/Animation/QR3SailinnaMd010011/QR3SailinnaMd010011/Stand02.anim	
QR4LuxiyaMd010011DW	Assets/Product/Role/Room/Prefab/QR4LuxiyaMd010011.prefab		Assets/Product/Role/Room/Animation/QR4LuxiyaMd010011/QR4LuxiyaMd010011/QR4LuxiyaMd010011DW.controller	Assets/Product/Role/Room/Animation/QR4LuxiyaMd010011/QR4LuxiyaMd010011/QR4LuxiyaMd010011DW.controller	Assets/Product/Role/Room/Animation/QR4LuxiyaMd010011/QR4LuxiyaMd010011/Stand02.anim	
QR1ChangyuMd010011DW	Assets/Product/Role/Room/Prefab/QR1ChangyuMd010011.prefab		Assets/Product/Role/Room/Animation/QR1ChangyuMd010011/QR1ChangyuMd010011/QR1ChangyuMd010011DW.controller	Assets/Product/Role/Room/Animation/QR1ChangyuMd010011/QR1ChangyuMd010011/QR1ChangyuMd010011DW.controller	Assets/Product/Role/Room/Animation/QR1ChangyuMd010011/QR1ChangyuMd010011/Stand02.anim	
QR2DubianMd010011DW	Assets/Product/Role/Room/Prefab/QR2DubianMd010011.prefab		Assets/Product/Role/Room/Animation/QR2DubianMd010011/QR2DubianMd010011/QR2DubianMd010011DW.controller	Assets/Product/Role/Room/Animation/QR2DubianMd010011/QR2DubianMd010011/QR2DubianMd010011DW.controller	Assets/Product/Role/Room/Animation/QR2DubianMd010011/QR2DubianMd010011/Stand02.anim	
QR2TwentyoneMd010011DW	Assets/Product/Role/Room/Prefab/QR2TwentyoneMd010011.prefab		Assets/Product/Role/Room/Animation/QR2TwentyoneMd010011/QR2TwentyoneMd010011/QR2TwentyoneMd010011DW.controller	Assets/Product/Role/Room/Animation/QR2TwentyoneMd010011/QR2TwentyoneMd010011/QR2TwentyoneMd010011DW.controller	Assets/Product/Role/Room/Animation/QR2TwentyoneMd010011/QR2TwentyoneMd010011/Stand02.anim	
QR3KuluomuMd010011DW	Assets/Product/Role/Room/Prefab/QR3KuluomuMd010011.prefab		Assets/Product/Role/Room/Animation/QR3KuluomuMd010011/QR3KuluomuMd010011/QR3KuluomuMd010011DW.controller	Assets/Product/Role/Room/Animation/QR3KuluomuMd010011/QR3KuluomuMd010011/QR3KuluomuMd010011DW.controller	Assets/Product/Role/Room/Animation/QR3KuluomuMd010011/QR3KuluomuMd010011/Stand02.anim	
QR3LiangMd010011DW	Assets/Product/Role/Room/Prefab/QR3LiangMd010011.prefab		Assets/Product/Role/Room/Animation/QR3LiangMd010011/QR3LiangMd010011/QR3LiangMd010011DW.controller	Assets/Product/Role/Room/Animation/QR3LiangMd010011/QR3LiangMd010011/QR3LiangMd010011DW.controller	Assets/Product/Role/Room/Animation/QR3LiangMd010011/QR3LiangMd010011/Stand02.anim	
QR4LifuMd010011DW	Assets/Product/Role/Room/Prefab/QR4LifuMd010011.prefab		Assets/Product/Role/Room/Animation/QR4LifuMd010011/QR4LifuMd010011/QR4LifuMd010011DW.controller	Assets/Product/Role/Room/Animation/QR4LifuMd010011/QR4LifuMd010011/QR4LifuMd010011DW.controller	Assets/Product/Role/Room/Animation/QR4LifuMd010011/QR4LifuMd010011/Stand02.anim	
QR3WeilaMd010011DW	Assets/Product/Role/Room/Prefab/QR3WeilaMd010011.prefab		Assets/Product/Role/Room/Animation/QR3WeilaMd010011/QR3WeilaMd010011/QR3WeilaMd010011DW.controller	Assets/Product/Role/Room/Animation/QR3WeilaMd010011/QR3WeilaMd010011/QR3WeilaMd010011DW.controller	Assets/Product/Role/Room/Animation/QR3WeilaMd010011/QR3WeilaMd010011/Stand02.anim	
QR4SailinnaMd010011DW	Assets/Product/Role/Room/Prefab/QR4SailinnaMd010011.prefab		Assets/Product/Role/Room/Animation/QR4SailinnaMd010011/QR4SailinnaMd010011/QR4SailinnaMd010011DW.controller	Assets/Product/Role/Room/Animation/QR4SailinnaMd010011/QR4SailinnaMd010011/QR4SailinnaMd010011DW.controller	Assets/Product/Role/Room/Animation/QR4SailinnaMd010011/QR4SailinnaMd010011/Stand02.anim	
QR4YongyechaoMd010011GM	Assets/Product/Role/Room/Prefab/QR4YongyechaoMd010011.prefab				Assets/Product/Role/Room/Animation/QR4YongyechaoMd010011/QR4YongyechaoMd010011/Stand01.anim	
QR2AilaMd010011GM	Assets/Product/Role/Room/Prefab/QR2AilaMd010011.prefab				Assets/Product/Role/Room/Animation/QR2AilaMd010011/QR2AilaMd010011/Stand01.anim	
QR3LiangMd010011GM	Assets/Product/Role/Room/Prefab/QR3LiangMd010011.prefab				Assets/Product/Role/Room/Animation/QR3LiangMd010011/QR3LiangMd010011/Stand01.anim	
QR4LuxiyaMd010011GM	Assets/Product/Role/Room/Prefab/QR4LuxiyaMd010011.prefab				Assets/Product/Role/Room/Animation/QR4LuxiyaMd010011/QR4LuxiyaMd010011/Stand01.anim	
QR3BiankaMd010011GM	Assets/Product/Role/Room/Prefab/QR3BiankaMd010011.prefab				Assets/Product/Role/Room/Animation/QR3BiankaMd010011/QR3BiankaMd010011/Stand01.anim	
QR3ShenweiMd010011GM	Assets/Product/Role/Room/Prefab/QR3ShenweiMd010011.prefab				Assets/Product/Role/Room/Animation/QR3ShenweiMd010011/QR3ShenweiMd010011/Stand01.anim	
QR2PulaoMd010011GM	Assets/Product/Role/Room/Prefab/QR2PulaoMd010011.prefab				Assets/Product/Role/Room/Animation/QR2PulaoMd010011/QR2PulaoMd010011/Stand01.anim	
QR4LifuMd010011GM	Assets/Product/Role/Room/Prefab/QR4LifuMd010011.prefab				Assets/Product/Role/Room/Animation/QR4LifuMd010011/QR4LifuMd010011/Stand01.anim	
E3GunMd080011Draw3D	Assets/Product/Role/WeaponPrefab/E3GunMd080011.prefab					
E3GunMd070011Draw3D	Assets/Product/Role/WeaponPrefab/E3GunMd070011.prefab					
E3SwordMd070011Draw3D	Assets/Product/Role/WeaponPrefab/E3SwordMd070011.prefab					
E3SwordMd080011Draw3D	Assets/Product/Role/WeaponPrefab/E3SwordMd080011.prefab					
E2FloatMd060011Draw3D	Assets/Product/Role/WeaponPrefab/E2FloatMd060011.prefab					
E3FloatMd080011Draw3D	Assets/Product/Role/WeaponPrefab/E3FloatMd080011.prefab					
E3FloatMd090011Draw3D	Assets/Product/Role/WeaponPrefab/E3FloatMd090011.prefab					
E3BowMd070011Draw3D	Assets/Product/Role/WeaponPrefab/E3BowMd070011.prefab					
E3SawMd070011Draw3D	Assets/Product/Role/WeaponPrefab/E3SawMd070011.prefab					
E3ClaymoreMd070011Draw3D	Assets/Product/Role/WeaponPrefab/E3ClaymoreMd070011.prefab					
E3ClaymoreMd080011P01Draw3D	Assets/Product/Role/WeaponPrefab/E3ClaymoreMd080011P01.prefab					
E3SleeveMd070011Draw3D	Assets/Product/Role/WeaponPrefab/E3SleeveMd070011.prefab					
E3DaggerMd070011Draw3D	Assets/Product/Role/WeaponPrefab/E3DaggerMd070011.prefab					
E3GunMd080011Draw3D	Assets/Product/Role/WeaponPrefab/E3GunMd080011.prefab					
E3SleeveMd080011Draw3D	Assets/Product/Role/WeaponPrefab/E3SleeveMd080011.prefab					
E3SawMd080011Draw3D	Assets/Product/Role/WeaponPrefab/E3SawMd080011.prefab					
E3SwordMd090011Draw3D	Assets/Product/Role/WeaponPrefab/E3SwordMd090011.prefab					
E3DaggerMd070011Draw3D	Assets/Product/Role/WeaponPrefab/E3DaggerMd070011.prefab					
E3SickMd070011Draw3D	Assets/Product/Role/WeaponPrefab/E3SickMd070011.prefab					
E3BowMd080011Draw3D	Assets/Product/Role/WeaponPrefab/E3BowMd080011.prefab					
E3GunMd090011Draw3D	Assets/Product/Role/WeaponPrefab/E3GunMd090011.prefab					
E3SickMd090011Draw3D	Assets/Product/Role/WeaponPrefab/E3SickMd090011.prefab					
E3SwordMd130111P01Draw3D	Assets/Product/Role/WeaponPrefab/E3SwordMd130111P01.prefab					
E3KamuMd010011Draw3D	Assets/Product/Role/WeaponPrefab/E3KamuMd010011.prefab					
E3SwordMd150111P01Draw3D	Assets/Product/Role/WeaponPrefab/E3SwordMd150111P01.prefab					
E3SpearMd010011P01Draw3D	Assets/Product/Role/WeaponPrefab/E3SpearMd010011P01.prefab					
E3QuMd010011Draw3D	Assets/Product/Role/WeaponPrefab/E3QuMd010011.prefab					
E3GloveMd010011P01Draw3D	Assets/Product/Role/WeaponPrefab/E3GloveMd010011P01.prefab					
E3RingMd010011P01Draw3D	Assets/Product/Role/WeaponPrefab/E3RingMd010011P01.prefab					
E3CelloMd010011Draw3D	Assets/Product/Role/WeaponPrefab/E3CelloMd010011.prefab					
E3RifleMd010011P01Draw3D	Assets/Product/Role/WeaponPrefab/E3RifleMd010011P01.prefab					
E3GunbladeMd010011P01Draw3D	Assets/Product/Role/WeaponPrefab/E3GunbladeMd010011P01.prefab					
E3BallrobotMd010011Draw3D	Assets/Product/Role/WeaponPrefab/E3BallrobotMd010011.prefab					
E3LanceMd010011P01Draw3D	Assets/Product/Role/WeaponPrefab/E3LanceMd010011P01.prefab					
E3LuolanMd010011P01Draw3D	Assets/Product/Role/WeaponPrefab/E3LuolanMd010011P01.prefab					
E3WandMd010011P01Draw3D	Assets/Product/Role/WeaponPrefab/E3WandMd010011P01.prefab					
E3FluntMd010011P01Draw3D	Assets/Product/Role/WeaponPrefab/E3FluntMd010011P01.prefab					
E3BoomerangMd010011P01Draw3D	Assets/Product/Role/WeaponPrefab/E3BoomerangMd010011P01.prefab					
Pet3HeonMd010011Draw3D	Assets/Product/Role/CharaterPrefab/Pet3HeonMd010011.prefab		Assets/Product/Role/Animation/Pet3HeonMd010011/Pet3HeonMd010011/Pet3HeonMd010011.controller		Assets/Product/Role/Animation/Pet3HeonMdCommon/Pet3HeonMdCommonDisplay/UiStand1.anim	
Pet3HeonMd010011Draw3D	Assets/Product/Role/CharaterPrefab/Pet3HeonMd010011.prefab		Assets/Product/Role/Animation/Pet3HeonMd010011/Pet3HeonMd010011/Pet3HeonMd010011.controller		Assets/Product/Role/Animation/Pet3HeonMdCommon/Pet3HeonMdCommonDisplay/UiStand1.anim	
Pet3MaonMd010011Draw3D	Assets/Product/Role/CharaterPrefab/Pet3MaonMd010011.prefab		Assets/Product/Role/Animation/Pet3MaonMd010011/Pet3MaonMd010011/Pet3MaonMd010011.controller		Assets/Product/Role/Animation/Pet3MaonMdCommon/Pet3MaonMdCommonDisplay/UiStand1.anim	
Pet3MaonMd010011Draw3D	Assets/Product/Role/CharaterPrefab/Pet3MaonMd010011.prefab		Assets/Product/Role/Animation/Pet3MaonMd010011/Pet3MaonMd010011/Pet3MaonMd010011.controller		Assets/Product/Role/Animation/Pet3MaonMdCommon/Pet3MaonMdCommonDisplay/UiStand1.anim	
Pet3MaoonMd010011Draw3D	Assets/Product/Role/CharaterPrefab/Pet3MaoonMd010011.prefab		Assets/Product/Role/Animation/Pet3MaoonMd010011/Pet3MaoonMd010011/Pet3MaoonMd010011.controller		Assets/Product/Role/Animation/Pet3MaoonMdCommon/Pet3MaoonMdCommonDisplay/UiStand1.anim	
Pet3MaoonMd010011Draw3D	Assets/Product/Role/CharaterPrefab/Pet3MaoonMd010011.prefab		Assets/Product/Role/Animation/Pet3MaoonMd010011/Pet3MaoonMd010011/Pet3MaoonMd010011.controller		Assets/Product/Role/Animation/Pet3MaoonMdCommon/Pet3MaoonMdCommonDisplay/UiStand1.anim	
Pet3YingonMd010011Draw3D	Assets/Product/Role/CharaterPrefab/Pet3YingonMd010011.prefab		Assets/Product/Role/Animation/Pet3YingonMd010011/Pet3YingonMd010011/Pet3YingonMd010011.controller		Assets/Product/Role/Animation/Pet3YingonMdCommon/Pet3YingonMdCommonDisplay/UiStand1.anim	
Pet3YingonMd010011Draw3D	Assets/Product/Role/CharaterPrefab/Pet3YingonMd010011.prefab		Assets/Product/Role/Animation/Pet3YingonMd010011/Pet3YingonMd010011/Pet3YingonMd010011.controller		Assets/Product/Role/Animation/Pet3YingonMdCommon/Pet3YingonMdCommonDisplay/UiStand1.anim	
R1LuxiyaMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R1LuxiyaMd010011.prefab		Assets/Product/Role/Animation/R1LuxiyaMd010011/R1LuxiyaMd010011/R1LuxiyaMd010011.controller		Assets/Product/Role/Animation/R1LuxiyaMdCommon/R1LuxiyaMdCommonDisplay/UiStand1.anim	
R2LiangMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2LiangMd010011.prefab		Assets/Product/Role/Animation/R2LiangMd010011/R2LiangMd010011/R2LiangMd010011.controller		Assets/Product/Role/Animation/R2LiangMdCommon/R2LiangMdCommonDisplay/UiStand1.anim	
R2LuxiyaMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2LuxiyaMd010011.prefab		Assets/Product/Role/Animation/R2LuxiyaMd010011/R2LuxiyaMd010011/R2LuxiyaMd010011.controller		Assets/Product/Role/Animation/R2LuxiyaMdCommon/R2LuxiyaMdCommonDisplay/UiStand1.anim	
R2LifuMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2LifuMd010011.prefab		Assets/Product/Role/Animation/R2LifuMd010011/R2LifuMd010011/R2LifuMd010011.controller		Assets/Product/Role/Animation/R2LifuMdCommon/R2LifuMdCommonDisplay/UiStand1.anim	
R2BiankaMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2BiankaMd010011.prefab		Assets/Product/Role/Animation/R2BiankaMd010011/R2BiankaMd010011/R2BiankaMd010011.controller		Assets/Product/Role/Animation/R2BiankaMdCommon/R2BiankaMdCommonDisplay/UiStand1.anim	
R2ShenweiMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2ShenweiMd010011.prefab		Assets/Product/Role/Animation/R2ShenweiMd010011/R2ShenweiMd010011/R2ShenweiMd010011.controller		Assets/Product/Role/Animation/R2ShenweiMdCommon/R2ShenweiMdCommonDisplay/UiStand1.anim	
R2KalieninaMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2KalieninaMd010011.prefab		Assets/Product/Role/Animation/R2KalieninaMd010011/R2KalieninaMd010011/R2KalieninaMd010011.controller		Assets/Product/Role/Animation/R2KalieninaMdCommon/R2KalieninaMdCommonDisplay/UiStand1.anim	
R2DubianMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2DubianMd010011.prefab		Assets/Product/Role/Animation/R2DubianMd010011/R2DubianMd010011/R2DubianMd010011.controller		Assets/Product/Role/Animation/R2DubianMdCommon/R2DubianMdCommonDisplay/UiStand1.anim	
R3DubianMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R3DubianMd010011.prefab		Assets/Product/Role/Animation/R3DubianMd010011/R3DubianMd010011/R3DubianMd010011.controller		Assets/Product/Role/Animation/R3DubianMdCommon/R3DubianMdCommonDisplay/UiStand1.anim	
R2AilaMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2AilaMd010011.prefab		Assets/Product/Role/Animation/R2AilaMd010011/R2AilaMd010011/R2AilaMd010011.controller		Assets/Product/Role/Animation/R2AilaMdCommon/R2AilaMdCommonDisplay/UiStand1.anim	
R2SufeiyaMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2SufeiyaMd010011.prefab		Assets/Product/Role/Animation/R2SufeiyaMd010011/R2SufeiyaMd010011/R2SufeiyaMd010011.controller		Assets/Product/Role/Animation/R2SufeiyaMdCommon/R2SufeiyaMdCommonDisplay/UiStand1.anim	
R2SufeiyaMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2SufeiyaMd010011.prefab		Assets/Product/Role/Animation/R2SufeiyaMd010011/R2SufeiyaMd010011/R2SufeiyaMd010011.controller		Assets/Product/Role/Animation/R2SufeiyaMdCommon/R2SufeiyaMdCommonDisplay/UiStand1.anim	
R2KuluomuMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2KuluomuMd010011.prefab		Assets/Product/Role/Animation/R2KuluomuMd010011/R2KuluomuMd010011/R2KuluomuMd010011.controller		Assets/Product/Role/Animation/R2KuluomuMdCommon/R2KuluomuMdCommonDisplay/UiStand1.anim	
R2KuluomuMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2KuluomuMd010011.prefab		Assets/Product/Role/Animation/R2KuluomuMd010011/R2KuluomuMd010011/R2KuluomuMd010011.controller		Assets/Product/Role/Animation/R2KuluomuMdCommon/R2KuluomuMdCommonDisplay/UiStand1.anim	
R2WeilaMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2WeilaMd010011.prefab		Assets/Product/Role/Animation/R2WeilaMd010011/R2WeilaMd010011/R2WeilaMd010011.controller		Assets/Product/Role/Animation/R2WeilaMdCommon/R2WeilaMdCommonDisplay/UiStand1.anim	
R2WeilaMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2WeilaMd010011.prefab		Assets/Product/Role/Animation/R2WeilaMd010011/R2WeilaMd010011/R2WeilaMd010011.controller		Assets/Product/Role/Animation/R2WeilaMdCommon/R2WeilaMdCommonDisplay/UiStand1.anim	
R2ChangyuMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2ChangyuMd010011.prefab		Assets/Product/Role/Animation/R2ChangyuMd010011/R2ChangyuMd010011/R2ChangyuMd010011.controller		Assets/Product/Role/Animation/R2ChangyuMdCommon/R2ChangyuMdCommonDisplay/UiStand1.anim	
R2ChangyuMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2ChangyuMd010011.prefab		Assets/Product/Role/Animation/R2ChangyuMd010011/R2ChangyuMd010011/R2ChangyuMd010011.controller		Assets/Product/Role/Animation/R2ChangyuMdCommon/R2ChangyuMdCommonDisplay/UiStand1.anim	
R2WanshiMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2WanshiMd010011.prefab		Assets/Product/Role/Animation/R2WanshiMd010011/R2WanshiMd010011/R2WanshiMd010011.controller		Assets/Product/Role/Animation/R2WanshiMdCommon/R2WanshiMdCommonDisplay/UiStand1.anim	
R2WanshiMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2WanshiMd010011.prefab		Assets/Product/Role/Animation/R2WanshiMd010011/R2WanshiMd010011/R2WanshiMd010011.controller		Assets/Product/Role/Animation/R2WanshiMdCommon/R2WanshiMdCommonDisplay/UiStand1.anim	
R2TwentyoneMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2TwentyoneMd010011.prefab		Assets/Product/Role/Animation/R2TwentyoneMd010011/R2TwentyoneMd010011/R2TwentyoneMd010011.controller		Assets/Product/Role/Animation/R2TwentyoneMdCommon/R2TwentyoneMdCommonDisplay/UiStand1.anim	
R2TwentyoneMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2TwentyoneMd010011.prefab		Assets/Product/Role/Animation/R2TwentyoneMd010011/R2TwentyoneMd010011/R2TwentyoneMd010011.controller		Assets/Product/Role/Animation/R2TwentyoneMdCommon/R2TwentyoneMdCommonDisplay/UiStand1.anim	
R2KamuMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2KamuMd010011.prefab		Assets/Product/Role/Animation/R2KamuMd010011/R2KamuMd010011/R2KamuMd010011.controller		Assets/Product/Role/Animation/R2KamuMdCommon/R2KamuMdCommonDisplay/UiStand1.anim	
R2KamuMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2KamuMd010011.prefab		Assets/Product/Role/Animation/R2KamuMd010011/R2KamuMd010011/R2KamuMd010011.controller		Assets/Product/Role/Animation/R2KamuMdCommon/R2KamuMdCommonDisplay/UiStand1.anim	
R2QuMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2QuMd010011.prefab		Assets/Product/Role/Animation/R2QuMd010011/R2QuMd010011/R2QuMd010011.controller		Assets/Product/Role/Animation/R2QuMdCommon/R2QuMdCommonDisplay/UiStand1.anim	
R2QuMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R2QuMd010011.prefab		Assets/Product/Role/Animation/R2QuMd010011/R2QuMd010011/R2QuMd010011.controller		Assets/Product/Role/Animation/R2QuMdCommon/R2QuMdCommonDisplay/UiStand1.anim	
R3SailinnaMd010011Draw3D	Assets/Product/Role/CharaterPrefab/R3SailinnaMd010011.prefab		Assets/Product/Role/Animation/R3SailinnaMd010011/R3SailinnaMd010011/R3SailinnaMd010011.controller		Assets/Product/Role/Animation/R3SailinnaMdCommon/R3SailinnaMdCommonDisplay/UiStand1.anim	
