Id	Type	ModelId	ScenePath	UiModelPath	ModelPosition	ModelRotation	ModelScale	IsHideWeapon
1150	1	1041003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1151	1	1011003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1152	1	1171003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1153	1	1061003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1154	1	1021003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1155	1	1021004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1156	1	1141003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1157	1	1051003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1158	1	1041004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1159	1	1031004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1160	1	1531004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1161	1	1031003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1162	1	1131003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1163	1	1121003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1164	1	1071003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1165	1	1071004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1166	1	1041003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1167	1	1011003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1168	1	1171003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1169	1	1051004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1170	1	1141003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1171	1	1021004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1172	1	1021003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1173	1	1061003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1174	1	1041004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1175	1	1531004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
1176	1	1051003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
2105	1	1031004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2106	1	1171003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2107	1	1071003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2108	1	1021004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2109	1	1141003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2110	1	1051003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2111	1	1121003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2112	1	1131003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2113	1	1021003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2114	1	1051004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2115	1	1041003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2116	1	1011003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2117	1	1031003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2118	1	1061003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2119	1	1171003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2120	1	1031004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2121	1	1531004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2122	1	1131003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2123	1	1071003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2124	1	1121003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2125	1	1011003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2126	1	1061003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2127	1	1021004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2128	1	1141003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2129	1	1031003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2130	1	1021003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2131	1	1041003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2132	1	1051003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2133	1	1071004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2134	1	1171003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2135	1	1031004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2136	1	1051004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2137	1	1131003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2138	1	1531004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2139	1	1071003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2140	1	1121003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2141	1	1021004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2142	1	1031003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2143	1	1051004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2144	1	1041003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2145	1	1011003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2146	1	1171003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2147	1	1061003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2148	1	1021003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2149	1	1021004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2150	1	1141003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2151	1	1051003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2152	1	1041004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2153	1	1031004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2154	1	1531004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2155	1	1031003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2156	1	1131003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2157	1	1121003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2158	1	1071003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2159	1	1071004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2160	1	1041003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2161	1	1011003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2162	1	1171003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2163	1	1051004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2164	1	1141003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2165	1	1021004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2166	1	1021003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2167	1	1061003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2168	1	1041004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2169	1	1531004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
2170	1	1051003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8012	1	1051004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8013	1	1531004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8014	1	1031004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8015	1	1131003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8016	1	1121003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8017	1	1171003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8018	1	1141003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8019	1	1021004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8020	1	1041003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8021	1	1021003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8022	1	1051003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8023	1	1071003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8024	1	1011003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8025	1	1061003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8026	1	1031003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8027	1	1071004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
8512	1	1051004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8513	1	1531004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8514	1	1031004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8515	1	1131003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8516	1	1121003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8517	1	1171003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8518	1	1141003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8519	1	1021004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8520	1	1041003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8521	1	1021003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8522	1	1051003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8523	1	1071003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8524	1	1011003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8525	1	1061003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8526	1	1031003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
8527	1	1071004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
111000	1	1121003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
111100	1	1121003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
111200	1	1021004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
111300	1	1021004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
111400	1	1141003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
111500	1	1141003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
111600	1	1011003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
111700	1	1041003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
111800	1	1131003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
111900	1	1171003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
112000	1	1531004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
112100	1	1071003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
112200	1	1051003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
112300	1	1031004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
112400	1	1021003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
112500	1	1011003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
112600	1	1041003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
112700	1	1131003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
112800	1	1171003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
112900	1	1531004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
113000	1	1071003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
113100	1	1051003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
113200	1	1031004	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
113300	1	1021003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRolePredestined.prefab				
113400	1	1131003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
113500	1	1041003	Assets/Product/Ui/Scene3DPrefab/UiMain3dQishi_01.prefab	Assets/Product/Ui/UiModel/UiNewDrawMain/UiNewDrawMainRoleDescending.prefab				
