Id	UpGoodsId[1]	UpGoodsId[2]	UpGoodsId[3]	UpGoodsId[4]	UpGoodsId[5]	UpGoodsId[6]	UpGoodsId[7]	UpGoodsId[8]	UpGoodsId[9]	UpGoodsId[10]	UpGoodsId[11]	UpGoodsId[12]	GoodsId[1]	GoodsId[2]	GoodsId[3]	GoodsId[4]	GoodsId[5]	GoodsId[6]	GoodsId[7]	GoodsId[8]	GoodsId[9]	GoodsId[10]	GoodsId[11]	GoodsId[12]	GoodsId[13]	GoodsId[14]	GoodsId[15]	GoodsId[16]	GoodsId[17]	GoodsId[18]	GoodsId[19]	GoodsId[20]	GoodsId[21]	GoodsId[22]	GoodsId[23]	GoodsId[24]	GoodsId[25]	GoodsId[26]	GoodsId[27]	GoodsId[28]	GoodsId[29]	GoodsId[30]	GoodsId[31]	GoodsId[32]	GoodsId[33]	GoodsId[34]	GoodsId[35]	GoodsId[36]	GoodsId[37]	GoodsId[38]	GoodsId[39]	GoodsId[40]	GoodsId[41]	GoodsId[42]	GoodsId[43]	GoodsId[44]	GoodsId[45]	GoodsId[46]	GoodsId[47]	GoodsId[48]	GoodsId[49]	GoodsId[50]	GoodsId[51]	GoodsId[52]	GoodsId[53]	GoodsId[54]	GoodsId[55]	GoodsId[56]	GoodsId[57]	GoodsId[58]	GoodsId[59]	GoodsId[60]	GoodsId[61]	GoodsId[62]	GoodsId[63]	GoodsId[64]	GoodsId[65]	GoodsId[66]
2031	1041003												1061003	1031003	1071003	1011003	1051003	1021003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1021001	1031001	1051001																																														
2032	1061003												1071003	1031003	1011003	1051003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1021001	1031001	1051001																																														
2033	1051003												1061003	1031003	1071003	1011003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																													
2034	1031003												1061003	1011003	1071003	1051003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																													
2035	1071003												1061003	1031003	1011003	1051003	1021003	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																													
2036	1041003												1061003	1071003	1011003	1051003	1031003	1021003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																													
2037	1021003												1061003	1031003	1071003	1011003	1051003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
2038	1011003												1071003	1031003	1061003	1051003	1021003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
2039	1021004												1061003	1031003	1071003	1011003	1021003	1041003	1051003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
2040	1061003												1031003	1011003	1071003	1051003	1021003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
2041	1071003												1061003	1031003	1011003	1051003	1021003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
2042	1041003												1061003	1071003	1011003	1051003	1031003	1021003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
2043	1141003												1061003	1071003	1011003	1051003	1031003	1021003	1021004	1041003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																											
2044	1051003												1071003	1031003	1061003	1011003	1021003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
2045	1011003												1061003	1031003	1071003	1021004	1021003	1041003	1051003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1021001	1031001	1051001																																												
2046	1021003												1031003	1011003	1071003	1051003	1061003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																											
2047	1061003												1071003	1031003	1011003	1051003	1021003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																											
2048	1071003												1061003	1041003	1011003	1051003	1031003	1021003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
2049	1031003												1061003	1071003	1011003	1051003	1041003	1021003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
2050	1041003												1031003	1011003	1071003	1051003	1061003	1021003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
2051	1061003												1071003	1031003	1011003	1051003	1021003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
2052	1011003												1031003	1061003	1071003	1051003	1021003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
2053	1051003												1031003	1061003	1011003	1071003	1021003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
2054	1171003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																									
2055	1021003												1031003	1061003	1011003	1071003	1051003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
2056	1071003												1031003	1061003	1011003	1051003	1021003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
2057	1021004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
2058	1031003												1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
2059	1141003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
2060	1041003												1031003	1061003	1011003	1071003	1051003	1021003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																										
2061	1171003												1031003	1061003	1011003	1071003	1051003	1041003	1021004	1141003	1021003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																									
2062	1061003												1031003	1071003	1011003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1021001	1031001	1051001																																									
2063	1071003												1031003	1061003	1011003	1021004	1051003	1021003	1041003	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
2064	1051003												1061003	1011003	1071003	1031003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
2065	1021003												1031003	1061003	1011003	1071003	1051003	1141003	1041003	1021004	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
2066	1031003												1041003	1061003	1011003	1071003	1051003	1021003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
2067	1121003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																							
2068	1021004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
2069	1061003												1031003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
2070	1041003												1031003	1061003	1011003	1071003	1051003	1021003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
2071	1011003												1031003	1061003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
2072	1171003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
2073	1051003												1031003	1061003	1011003	1071003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1021001	1031001	1051001																																								
2074	1141003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																							
2075	1071003												1031003	1061003	1011003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																							
2076	1041003												1031003	1061003	1011003	1071003	1051003	1021003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																							
2077	1031003												1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																							
2078	1021003												1031003	1061003	1011003	1071003	1051003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																							
2079	1021004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																							
2080	1131003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
2081	1011003												1031003	1061003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
2082	1121003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
2083	1051003												1031003	1061003	1011003	1071003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
2084	1141003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
2085	1041003												1031003	1061003	1011003	1071003	1051003	1021003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
2086	1061003												1031003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
2087	1171003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
2088	1071003												1031003	1061003	1011003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
2089	1021004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
2090	1031003												1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
2091	1021003												1031003	1061003	1011003	1071003	1051003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
2092	1121003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
2093	1011003												1031003	1061003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
2094	1141003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																						
2095	1031004												1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																																
2096	1071003												1031003	1061003	1011003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
2097	1051003												1031003	1061003	1011003	1071003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
2098	1041003												1031003	1061003	1011003	1071003	1051003	1021003	1021004	1141003	1171003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
2099	1131003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
2100	1171003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
2101	1061003												1031003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
2102	1531004												1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																																
2103	1021003												1031003	1061003	1011003	1071003	1051003	1041003	1021004	1141003	1171003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
2104	1021004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1141003	1171003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																					
2105	1031004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																				
2106	1171003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1121003	1131003	1031004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																				
2107	1071003												1031003	1061003	1011003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																				
2108	1021004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1141003	1171003	1121003	1131003	1031004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																				
2109	1141003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1171003	1121003	1131003	1031004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																				
2110	1051003												1031003	1061003	1011003	1071003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																				
2111	1121003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1131003	1031004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																				
2112	1131003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1031004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																				
2113	1021003												1031003	1061003	1011003	1071003	1051003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																				
2114	1051004												1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																																
2115	1041003												1031003	1061003	1011003	1071003	1051003	1021003	1021004	1141003	1171003	1121003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2116	1011003												1031003	1061003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2117	1031003												1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2118	1061003												1031003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2119	1171003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1121003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2120	1031004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2121	1531004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2122	1131003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2123	1071003												1031003	1061003	1011003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2124	1121003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2125	1011003												1031003	1061003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2126	1061003												1031003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2127	1021004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1141003	1171003	1121003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2128	1141003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1171003	1121003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2129	1031003												1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2130	1021003												1031003	1061003	1011003	1071003	1051003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2131	1041003												1031003	1061003	1011003	1071003	1051003	1021003	1021004	1141003	1171003	1121003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2132	1051003												1031003	1061003	1011003	1071003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																			
2133	1071004												1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																																
2134	1171003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1121003	1131003	1031004	1531004	1051004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																		
2135	1031004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1531004	1051004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																		
2136	1051004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1531004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																		
2137	1131003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1031004	1531004	1051004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																		
2138	1531004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1051004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																		
2139	1071003												1031003	1061003	1011003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1531004	1051004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																		
2140	1121003												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1131003	1031004	1531004	1051004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																		
2141	1021004												1031003	1061003	1011003	1071003	1051003	1021003	1041003	1141003	1171003	1121003	1131003	1031004	1531004	1051004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																		
2142	1031003												1061003	1011003	1071003	1051003	1021003	1041003	1021004	1141003	1171003	1121003	1131003	1031004	1531004	1051004	1011002	1041002	1071002	1081002	1021002	1031002	1061002	1081003	1091002	1111002	1121002	1131002	1161002	1211002	1221002	1021001	1031001	1051001																																		
