Id	DrawId	IsUp	Name	Type	ProbShow	Sort
650	170007		Overclock material		14.42%	6
651	170007		EXP material		4.81%	7
652	170007		Cog Box		14.42%	8
653	170008		S-Rank Omniframe (including guaranteed)		1.90%	1
654	170008		S-Rank Omniframe (base drop)		1.50%	2
655	170008		B, A-Rank Omniframe		13.95%	3
656	170008		Construct shard		22.11%	4
657	170008		4★ equipment		28.39%	5
658	170008		Overclock material		14.42%	6
659	170008		EXP material		4.81%	7
660	170008		Cog Box		14.42%	8
661	170009		S-Rank Omniframe (including guaranteed)		1.90%	1
662	170009		S-Rank Omniframe (base drop)		0.50%	2
663	170009		B, A-Rank Omniframe		13.95%	3
664	170009		Construct shard		22.11%	4
665	170009		4★ equipment		28.39%	5
666	170009		Overclock material		14.42%	6
667	170009		EXP material		4.81%	7
668	170009		Cog Box		14.42%	8
669	170010		S-Rank Omniframe (including guaranteed)		1.90%	1
670	170010		S-Rank Omniframe (base drop)		1.50%	2
671	170010		B, A-Rank Omniframe		13.95%	3
672	170010		Construct shard		22.11%	4
673	170010		4★ equipment		28.39%	5
674	170010		Overclock material		14.42%	6
675	170010		EXP material		4.81%	7
676	170010		Cog Box		14.42%	8
677	170011		S-Rank Omniframe (including guaranteed)		1.90%	1
678	170011		S-Rank Omniframe (base drop)		0.50%	2
679	170011		B, A-Rank Omniframe		13.95%	3
680	170011		Construct shard		22.11%	4
681	170011		4★ equipment		28.39%	5
682	170011		Overclock material		14.42%	6
683	170011		EXP material		4.81%	7
684	170011		Cog Box		14.42%	8
685	170012		S-Rank Omniframe (including guaranteed)		1.90%	1
686	170012		S-Rank Omniframe (base drop)		1.50%	2
687	170012		B, A-Rank Omniframe		13.95%	3
688	170012		Construct shard		22.11%	4
689	170012		4★ equipment		28.39%	5
690	170012		Overclock material		14.42%	6
691	170012		EXP material		4.81%	7
692	170012		Cog Box		14.42%	8
693	170013		S-Rank Omniframe (including guaranteed)		1.90%	1
694	170013		S-Rank Omniframe (base drop)		0.50%	2
695	170013		B, A-Rank Omniframe		13.95%	3
696	170013		Construct shard		22.11%	4
697	170013		4★ equipment		28.39%	5
698	170013		Overclock material		14.42%	6
699	170013		EXP material		4.81%	7
700	170013		Cog Box		14.42%	8
701	170014		S-Rank Omniframe (including guaranteed)		1.90%	1
702	170014		S-Rank Omniframe (base drop)		1.50%	2
703	170014		B, A-Rank Omniframe		13.95%	3
704	170014		Construct shard		22.11%	4
705	170014		4★ equipment		28.39%	5
706	170014		Overclock material		14.42%	6
707	170014		EXP material		4.81%	7
708	170014		Cog Box		14.42%	8
709	170015		S-Rank Omniframe (including guaranteed)		1.90%	1
710	170015		S-Rank Omniframe (base drop)		0.50%	2
711	170015		B, A-Rank Omniframe		13.95%	3
712	170015		Construct shard		22.11%	4
713	170015		4★ equipment		28.39%	5
714	170015		Overclock material		14.42%	6
715	170015		EXP material		4.81%	7
716	170015		Cog Box		14.42%	8
717	170016		S-Rank Omniframe (including guaranteed)		1.90%	1
718	170016		S-Rank Omniframe (base drop)		1.50%	2
719	170016		B, A-Rank Omniframe		13.95%	3
720	170016		Construct shard		22.11%	4
721	170016		4★ equipment		28.39%	5
722	170016		Overclock material		14.42%	6
723	170016		EXP material		4.81%	7
724	170016		Cog Box		14.42%	8
725	170017		S-Rank Omniframe (including guaranteed)		1.90%	1
726	170017		S-Rank Omniframe (base drop)		0.50%	2
727	170017		B, A-Rank Omniframe		13.95%	3
728	170017		Construct shard		22.11%	4
729	170017		4★ equipment		28.39%	5
730	170017		Overclock material		14.42%	6
731	170017		EXP material		4.81%	7
732	170017		Cog Box		14.42%	8
733	170018		S-Rank Omniframe (including guaranteed)		1.90%	1
734	170018		S-Rank Omniframe (base drop)		1.50%	2
735	170018		B, A-Rank Omniframe		13.95%	3
736	170018		Construct shard		22.11%	4
737	170018		4★ equipment		28.39%	5
738	170018		Overclock material		14.42%	6
739	170018		EXP material		4.81%	7
740	170018		Cog Box		14.42%	8
741	170019		S-Rank Omniframe (including guaranteed)		1.90%	1
742	170019		S-Rank Omniframe (base drop)		0.50%	2
743	170019		B, A-Rank Omniframe		13.95%	3
744	170019		Construct shard		22.11%	4
745	170019		4★ equipment		28.39%	5
746	170019		Overclock material		14.42%	6
747	170019		EXP material		4.81%	7
748	170019		Cog Box		14.42%	8
749	170020		S-Rank Omniframe (including guaranteed)		1.90%	1
750	170020		S-Rank Omniframe (base drop)		1.50%	2
751	170020		B, A-Rank Omniframe		13.95%	3
752	170020		Construct shard		22.11%	4
753	170020		4★ equipment		28.39%	5
754	170020		Overclock material		14.42%	6
755	170020		EXP material		4.81%	7
756	170020		Cog Box		14.42%	8
757	4000		S-Rank Uniframe (including guaranteed)		12.45%	1
758	4000		S-Rank Uniframe (base drop)		5.00%	2
759	4000		4★ equipment		28.21%	3
760	4000		Overclock material		26.45%	4
761	4000		EXP material		6.44%	5
762	4000		Cog Box		26.45%	6
763	3013		S-Rank Omniframe (including guaranteed)		1.90%	1
764	3013		S-Rank Omniframe (base drop)		0.50%	2
765	3013		B, A-Rank Omniframe		13.95%	3
766	3013		Construct shard		22.11%	4
767	3013		4★ equipment		28.39%	5
768	3013		Overclock material		14.42%	6
769	3013		EXP material		4.81%	7
770	3013		Cog Box		14.42%	8
771	3014		S-Rank Omniframe (including guaranteed)		1.90%	1
772	3014		S-Rank Omniframe (base drop)		0.50%	2
773	3014		B, A-Rank Omniframe		13.95%	3
774	3014		Construct shard		22.11%	4
775	3014		4★ equipment		28.39%	5
776	3014		Overclock material		14.42%	6
777	3014		EXP material		4.81%	7
778	3014		Cog Box		14.42%	8
779	323	1	[6★] Thanatos		4.00%	1
780	323	1	[5★] Glimpse		12.00%	2
781	323		[6★] Peacemaker		0.50%	3
782	323		[6★] Scion		0.50%	4
783	323		[5★] Stone Heart		1.50%	5
784	323		[5★] Gloomlight		1.50%	6
785	323		4★ weapons		33.40%	7
786	323		3★ weapons		27.90%	8
787	323		Cog Box		9.35%	9
788	323		Overclock material		9.35%	10
789	324	1	[6★] Sariel		4.00%	1
790	324	1	[5★] Kuji no Sada		12.00%	2
791	324		[6★] St. Elmo		0.50%	3
792	324		[6★] Tonitrus		0.50%	4
793	324		[5★] Faded Color		1.50%	5
794	324		[5★] Falcon E-3320		1.50%	6
795	324		4★ weapons		33.40%	7
796	324		3★ weapons		27.90%	8
797	324		Cog Box		9.35%	9
798	324		Overclock material		9.35%	10
799	325	1	[6★] Gungnir		4.00%	1
800	325	1	[5★] RL-03C Black Spike		12.00%	2
801	325		[6★] Crimson Birch		0.50%	3
802	325		[6★] Zero Scale		0.50%	4
803	325		[5★] Kuji no Sada		1.50%	5
804	325		[5★] Gloomlight		1.50%	6
805	325		4★ weapons		33.40%	7
806	325		3★ weapons		27.90%	8
807	325		Cog Box		9.35%	9
808	325		Overclock material		9.35%	10
809	1049		S-Rank Omniframe (including guaranteed)		1.90%	1
810	1049		S-Rank Omniframe (base drop)		0.50%	2
811	1049		B, A-Rank Omniframe		13.95%	3
812	1049		Construct shard		22.11%	4
813	1049		4★ equipment		28.39%	5
814	1049		Overclock material		14.42%	6
815	1049		EXP material		4.81%	7
816	1049		Cog Box		14.42%	8
817	2043		S-Rank Omniframe (including guaranteed)		1.90%	1
818	2043		S-Rank Omniframe (base drop)		1.50%	2
819	2043		B, A-Rank Omniframe		13.95%	3
820	2043		Construct shard		22.11%	4
821	2043		4★ equipment		28.39%	5
822	2043		Overclock material		14.42%	6
823	2043		EXP material		4.81%	7
824	2043		Cog Box		14.42%	8
825	170021		S-Rank Omniframe (including guaranteed)		1.90%	1
826	170021		S-Rank Omniframe (base drop)		0.50%	2
827	170021		B, A-Rank Omniframe		13.95%	3
828	170021		Construct shard		22.11%	4
829	170021		4★ equipment		28.39%	5
830	170021		Overclock material		14.42%	6
831	170021		EXP material		4.81%	7
832	170021		Cog Box		14.42%	8
833	170022		S-Rank Omniframe (including guaranteed)		1.90%	1
834	170022		S-Rank Omniframe (base drop)		1.50%	2
835	170022		B, A-Rank Omniframe		13.95%	3
836	170022		Construct shard		22.11%	4
837	170022		4★ equipment		28.39%	5
838	170022		Overclock material		14.42%	6
839	170022		EXP material		4.81%	7
840	170022		Cog Box		14.42%	8
841	170023		S-Rank Omniframe (including guaranteed)		1.90%	1
842	170023		S-Rank Omniframe (base drop)		0.50%	2
843	170023		B, A-Rank Omniframe		13.95%	3
844	170023		Construct shard		22.11%	4
845	170023		4★ equipment		28.39%	5
846	170023		Overclock material		14.42%	6
847	170023		EXP material		4.81%	7
848	170023		Cog Box		14.42%	8
849	170024		S-Rank Omniframe (including guaranteed)		1.90%	1
850	170024		S-Rank Omniframe (base drop)		1.50%	2
851	170024		B, A-Rank Omniframe		13.95%	3
852	170024		Construct shard		22.11%	4
853	170024		4★ equipment		28.39%	5
854	170024		Overclock material		14.42%	6
855	170024		EXP material		4.81%	7
856	170024		Cog Box		14.42%	8
857	170025		S-Rank Omniframe (including guaranteed)		1.90%	1
858	170025		S-Rank Omniframe (base drop)		0.50%	2
859	170025		B, A-Rank Omniframe		13.95%	3
860	170025		Construct shard		22.11%	4
861	170025		4★ equipment		28.39%	5
862	170025		Overclock material		14.42%	6
863	170025		EXP material		4.81%	7
864	170025		Cog Box		14.42%	8
865	170026		S-Rank Omniframe (including guaranteed)		1.90%	1
866	170026		S-Rank Omniframe (base drop)		1.50%	2
867	170026		B, A-Rank Omniframe		13.95%	3
868	170026		Construct shard		22.11%	4
869	170026		4★ equipment		28.39%	5
870	170026		Overclock material		14.42%	6
871	170026		EXP material		4.81%	7
872	170026		Cog Box		14.42%	8
873	170027		S-Rank Omniframe (including guaranteed)		1.90%	1
874	170027		S-Rank Omniframe (base drop)		0.50%	2
875	170027		B, A-Rank Omniframe		13.95%	3
876	170027		Construct shard		22.11%	4
877	170027		4★ equipment		28.39%	5
878	170027		Overclock material		14.42%	6
879	170027		EXP material		4.81%	7
880	170027		Cog Box		14.42%	8
881	170028		S-Rank Omniframe (including guaranteed)		1.90%	1
882	170028		S-Rank Omniframe (base drop)		1.50%	2
883	170028		B, A-Rank Omniframe		13.95%	3
884	170028		Construct shard		22.11%	4
885	170028		4★ equipment		28.39%	5
886	170028		Overclock material		14.42%	6
887	170028		EXP material		4.81%	7
888	170028		Cog Box		14.42%	8
889	170029		S-Rank Omniframe (including guaranteed)		1.90%	1
890	170029		S-Rank Omniframe (base drop)		0.50%	2
891	170029		B, A-Rank Omniframe		13.95%	3
892	170029		Construct shard		22.11%	4
893	170029		4★ equipment		28.39%	5
894	170029		Overclock material		14.42%	6
895	170029		EXP material		4.81%	7
896	170029		Cog Box		14.42%	8
897	170030		S-Rank Omniframe (including guaranteed)		1.90%	1
898	170030		S-Rank Omniframe (base drop)		1.50%	2
899	170030		B, A-Rank Omniframe		13.95%	3
900	170030		Construct shard		22.11%	4
901	170030		4★ equipment		28.39%	5
902	170030		Overclock material		14.42%	6
903	170030		EXP material		4.81%	7
904	170030		Cog Box		14.42%	8
905	170031		S-Rank Omniframe (including guaranteed)		1.90%	1
906	170031		S-Rank Omniframe (base drop)		0.50%	2
907	170031		B, A-Rank Omniframe		13.95%	3
908	170031		Construct shard		22.11%	4
909	170031		4★ equipment		28.39%	5
910	170031		Overclock material		14.42%	6
911	170031		EXP material		4.81%	7
912	170031		Cog Box		14.42%	8
913	170032		S-Rank Omniframe (including guaranteed)		1.90%	1
914	170032		S-Rank Omniframe (base drop)		1.50%	2
915	170032		B, A-Rank Omniframe		13.95%	3
916	170032		Construct shard		22.11%	4
917	170032		4★ equipment		28.39%	5
918	170032		Overclock material		14.42%	6
919	170032		EXP material		4.81%	7
920	170032		Cog Box		14.42%	8
921	326	1	[6★] Qinghe		4.00%	1
922	326	1	[5★] Guiyun		12.00%	2
923	326		[6★] Thanatos		0.50%	3
924	326		[6★] Sariel		0.50%	4
925	326		[5★] Glimpse		1.50%	5
926	326		[5★] Kuji no Sada		1.50%	6
927	326		4★ weapons		33.40%	7
928	326		3★ weapons		27.90%	8
929	326		Cog Box		9.35%	9
930	326		Overclock material		9.35%	10
931	327	1	[6★] Baji		4.00%	1
932	327	1	[5★] White Qilin		12.00%	2
933	327		[6★] Dragon Wind		0.50%	3
934	327		[6★] Tonitrus		0.50%	4
935	327		[5★] Guardian Mount		1.50%	5
936	327		[5★] Falcon E-3320		1.50%	6
937	327		4★ weapons		33.40%	7
938	327		3★ weapons		27.90%	8
939	327		Cog Box		9.35%	9
940	327		Overclock material		9.35%	10
941	3015		S-Rank Omniframe (including guaranteed)		1.90%	1
942	3015		S-Rank Omniframe (base drop)		0.50%	2
943	3015		B, A-Rank Omniframe		13.95%	3
944	3015		Construct shard		22.11%	4
945	3015		4★ equipment		28.39%	5
946	3015		Overclock material		14.42%	6
947	3015		EXP material		4.81%	7
948	3015		Cog Box		14.42%	8
949	3016		S-Rank Omniframe (including guaranteed)		1.90%	1
950	3016		S-Rank Omniframe (base drop)		0.50%	2
951	3016		B, A-Rank Omniframe		13.95%	3
952	3016		Construct shard		22.11%	4
953	3016		4★ equipment		28.39%	5
954	3016		Overclock material		14.42%	6
955	3016		EXP material		4.81%	7
956	3016		Cog Box		14.42%	8
957	4001		S-Rank Uniframe (including guaranteed)		12.45%	1
958	4001		S-Rank Uniframe (base drop)		5.00%	2
959	4001		4★ equipment		28.21%	3
960	4001		Overclock material		26.45%	4
961	4001		EXP material		6.44%	5
962	4001		Cog Box		26.45%	6
963	4002		S-Rank Uniframe (including guaranteed)		12.45%	1
964	4002		S-Rank Uniframe (base drop)		5.00%	2
965	4002		4★ equipment		28.21%	3
966	4002		Overclock material		26.45%	4
967	4002		EXP material		6.44%	5
968	4002		Cog Box		26.45%	6
969	4003		S-Rank Uniframe (including guaranteed)		12.45%	1
970	4003		S-Rank Uniframe (base drop)		5.00%	2
971	4003		4★ equipment		28.21%	3
972	4003		Overclock material		26.45%	4
973	4003		EXP material		6.44%	5
974	4003		Cog Box		26.45%	6
975	170033		S-Rank Omniframe (including guaranteed)		1.90%	1
976	170033		S-Rank Omniframe (base drop)		0.50%	2
977	170033		B, A-Rank Omniframe		13.95%	3
978	170033		Construct shard		22.11%	4
979	170033		4★ equipment		28.39%	5
980	170033		Overclock material		14.42%	6
981	170033		EXP material		4.81%	7
982	170033		Cog Box		14.42%	8
983	170034		S-Rank Omniframe (including guaranteed)		1.90%	1
984	170034		S-Rank Omniframe (base drop)		1.50%	2
985	170034		B, A-Rank Omniframe		13.95%	3
986	170034		Construct shard		22.11%	4
987	170034		4★ equipment		28.39%	5
988	170034		Overclock material		14.42%	6
989	170034		EXP material		4.81%	7
990	170034		Cog Box		14.42%	8
991	170035		S-Rank Omniframe (including guaranteed)		1.90%	1
992	170035		S-Rank Omniframe (base drop)		0.50%	2
993	170035		B, A-Rank Omniframe		13.95%	3
994	170035		Construct shard		22.11%	4
995	170035		4★ equipment		28.39%	5
996	170035		Overclock material		14.42%	6
997	170035		EXP material		4.81%	7
998	170035		Cog Box		14.42%	8
999	170036		S-Rank Omniframe (including guaranteed)		1.90%	1
1000	170036		S-Rank Omniframe (base drop)		1.50%	2
1001	170036		B, A-Rank Omniframe		13.95%	3
1002	170036		Construct shard		22.11%	4
1003	170036		4★ equipment		28.39%	5
1004	170036		Overclock material		14.42%	6
1005	170036		EXP material		4.81%	7
1006	170036		Cog Box		14.42%	8
1007	170037		S-Rank Omniframe (including guaranteed)		1.90%	1
1008	170037		S-Rank Omniframe (base drop)		0.50%	2
1009	170037		B, A-Rank Omniframe		13.95%	3
1010	170037		Construct shard		22.11%	4
1011	170037		4★ equipment		28.39%	5
1012	170037		Overclock material		14.42%	6
1013	170037		EXP material		4.81%	7
1014	170037		Cog Box		14.42%	8
1015	170038		S-Rank Omniframe (including guaranteed)		1.90%	1
1016	170038		S-Rank Omniframe (base drop)		1.50%	2
1017	170038		B, A-Rank Omniframe		13.95%	3
1018	170038		Construct shard		22.11%	4
1019	170038		4★ equipment		28.39%	5
1020	170038		Overclock material		14.42%	6
1021	170038		EXP material		4.81%	7
1022	170038		Cog Box		14.42%	8
1023	170039		S-Rank Omniframe (including guaranteed)		1.90%	1
1024	170039		S-Rank Omniframe (base drop)		0.50%	2
1025	170039		B, A-Rank Omniframe		13.95%	3
1026	170039		Construct shard		22.11%	4
1027	170039		4★ equipment		28.39%	5
1028	170039		Overclock material		14.42%	6
1029	170039		EXP material		4.81%	7
1030	170039		Cog Box		14.42%	8
1031	170040		S-Rank Omniframe (including guaranteed)		1.90%	1
1032	170040		S-Rank Omniframe (base drop)		1.50%	2
1033	170040		B, A-Rank Omniframe		13.95%	3
1034	170040		Construct shard		22.11%	4
1035	170040		4★ equipment		28.39%	5
1036	170040		Overclock material		14.42%	6
1037	170040		EXP material		4.81%	7
1038	170040		Cog Box		14.42%	8
1039	170041		S-Rank Omniframe (including guaranteed)		1.90%	1
1040	170041		S-Rank Omniframe (base drop)		0.50%	2
1041	170041		B, A-Rank Omniframe		13.95%	3
1042	170041		Construct shard		22.11%	4
1043	170041		4★ equipment		28.39%	5
1044	170041		Overclock material		14.42%	6
1045	170041		EXP material		4.81%	7
1046	170041		Cog Box		14.42%	8
1047	170042		S-Rank Omniframe (including guaranteed)		1.90%	1
1048	170042		S-Rank Omniframe (base drop)		1.50%	2
1049	170042		B, A-Rank Omniframe		13.95%	3
1050	170042		Construct shard		22.11%	4
1051	170042		4★ equipment		28.39%	5
1052	170042		Overclock material		14.42%	6
1053	170042		EXP material		4.81%	7
1054	170042		Cog Box		14.42%	8
1055	170043		S-Rank Omniframe (including guaranteed)		1.90%	1
1056	170043		S-Rank Omniframe (base drop)		0.50%	2
1057	170043		B, A-Rank Omniframe		13.95%	3
1058	170043		Construct shard		22.11%	4
1059	170043		4★ equipment		28.39%	5
1060	170043		Overclock material		14.42%	6
1061	170043		EXP material		4.81%	7
1062	170043		Cog Box		14.42%	8
1063	170044		S-Rank Omniframe (including guaranteed)		1.90%	1
1064	170044		S-Rank Omniframe (base drop)		1.50%	2
1065	170044		B, A-Rank Omniframe		13.95%	3
1066	170044		Construct shard		22.11%	4
1067	170044		4★ equipment		28.39%	5
1068	170044		Overclock material		14.42%	6
1069	170044		EXP material		4.81%	7
1070	170044		Cog Box		14.42%	8
1071	1060		S-Rank Omniframe (including guaranteed)		1.90%	1
1072	1060		S-Rank Omniframe (base drop)		0.50%	2
1073	1060		B, A-Rank Omniframe		13.95%	3
1074	1060		Construct shard		22.11%	4
1075	1060		4★ equipment		28.39%	5
1076	1060		Overclock material		14.42%	6
1077	1060		EXP material		4.81%	7
1078	1060		Cog Box		14.42%	8
1079	2054		S-Rank Omniframe (including guaranteed)		1.90%	1
1080	2054		S-Rank Omniframe (base drop)		1.50%	2
1081	2054		B, A-Rank Omniframe		13.95%	3
1082	2054		Construct shard		22.11%	4
1083	2054		4★ equipment		28.39%	5
1084	2054		Overclock material		14.42%	6
1085	2054		EXP material		4.81%	7
1086	2054		Cog Box		14.42%	8
1087	328	1	[6★] Ozma		4.00%	1
1088	328	1	[5★] Solar Ring		12.00%	2
1089	328		[6★] Gungnir		0.50%	3
1090	328		[6★] Purple Peony		0.50%	4
1091	328		[5★] RL-03C Black Spike		1.50%	5
1092	328		[5★] Faded Color		1.50%	6
1093	328		4★ weapons		33.40%	7
1094	328		3★ weapons		27.90%	8
1095	328		Cog Box		9.35%	9
1096	328		Overclock material		9.35%	10
1097	170045		S-Rank Omniframe (including guaranteed)		1.90%	1
1098	170045		S-Rank Omniframe (base drop)		0.50%	2
1099	170045		B, A-Rank Omniframe		13.95%	3
1100	170045		Construct shard		22.11%	4
1101	170045		4★ equipment		28.39%	5
1102	170045		Overclock material		14.42%	6
1103	170045		EXP material		4.81%	7
1104	170045		Cog Box		14.42%	8
1105	170046		S-Rank Omniframe (including guaranteed)		1.90%	1
1106	170046		S-Rank Omniframe (base drop)		1.50%	2
1107	170046		B, A-Rank Omniframe		13.95%	3
1108	170046		Construct shard		22.11%	4
1109	170046		4★ equipment		28.39%	5
1110	170046		Overclock material		14.42%	6
1111	170046		EXP material		4.81%	7
1112	170046		Cog Box		14.42%	8
1113	170047		S-Rank Omniframe (including guaranteed)		1.90%	1
1114	170047		S-Rank Omniframe (base drop)		0.50%	2
1115	170047		B, A-Rank Omniframe		13.95%	3
1116	170047		Construct shard		22.11%	4
1117	170047		4★ equipment		28.39%	5
1118	170047		Overclock material		14.42%	6
1119	170047		EXP material		4.81%	7
1120	170047		Cog Box		14.42%	8
1121	170048		S-Rank Omniframe (including guaranteed)		1.90%	1
1122	170048		S-Rank Omniframe (base drop)		1.50%	2
1123	170048		B, A-Rank Omniframe		13.95%	3
1124	170048		Construct shard		22.11%	4
1125	170048		4★ equipment		28.39%	5
1126	170048		Overclock material		14.42%	6
1127	170048		EXP material		4.81%	7
1128	170048		Cog Box		14.42%	8
1129	170049		S-Rank Omniframe (including guaranteed)		1.90%	1
1130	170049		S-Rank Omniframe (base drop)		0.50%	2
1131	170049		B, A-Rank Omniframe		13.95%	3
1132	170049		Construct shard		22.11%	4
1133	170049		4★ equipment		28.39%	5
1134	170049		Overclock material		14.42%	6
1135	170049		EXP material		4.81%	7
1136	170049		Cog Box		14.42%	8
1137	170050		S-Rank Omniframe (including guaranteed)		1.90%	1
1138	170050		S-Rank Omniframe (base drop)		1.50%	2
1139	170050		B, A-Rank Omniframe		13.95%	3
1140	170050		Construct shard		22.11%	4
1141	170050		4★ equipment		28.39%	5
1142	170050		Overclock material		14.42%	6
1143	170050		EXP material		4.81%	7
1144	170050		Cog Box		14.42%	8
1145	170051		S-Rank Omniframe (including guaranteed)		1.90%	1
1146	170051		S-Rank Omniframe (base drop)		0.50%	2
1147	170051		B, A-Rank Omniframe		13.95%	3
1148	170051		Construct shard		22.11%	4
1149	170051		4★ equipment		28.39%	5
1150	170051		Overclock material		14.42%	6
1151	170051		EXP material		4.81%	7
1152	170051		Cog Box		14.42%	8
1153	170052		S-Rank Omniframe (including guaranteed)		1.90%	1
1154	170052		S-Rank Omniframe (base drop)		1.50%	2
1155	170052		B, A-Rank Omniframe		13.95%	3
1156	170052		Construct shard		22.11%	4
1157	170052		4★ equipment		28.39%	5
1158	170052		Overclock material		14.42%	6
1159	170052		EXP material		4.81%	7
1160	170052		Cog Box		14.42%	8
1161	170053		S-Rank Omniframe (including guaranteed)		1.90%	1
1162	170053		S-Rank Omniframe (base drop)		0.50%	2
1163	170053		B, A-Rank Omniframe		13.95%	3
1164	170053		Construct shard		22.11%	4
1165	170053		4★ equipment		28.39%	5
1166	170053		Overclock material		14.42%	6
1167	170053		EXP material		4.81%	7
1168	170053		Cog Box		14.42%	8
1169	170054		S-Rank Omniframe (including guaranteed)		1.90%	1
1170	170054		S-Rank Omniframe (base drop)		1.50%	2
1171	170054		B, A-Rank Omniframe		13.95%	3
1172	170054		Construct shard		22.11%	4
1173	170054		4★ equipment		28.39%	5
1174	170054		Overclock material		14.42%	6
1175	170054		EXP material		4.81%	7
1176	170054		Cog Box		14.42%	8
1177	170055		S-Rank Omniframe (including guaranteed)		1.90%	1
1178	170055		S-Rank Omniframe (base drop)		0.50%	2
1179	170055		B, A-Rank Omniframe		13.95%	3
1180	170055		Construct shard		22.11%	4
1181	170055		4★ equipment		28.39%	5
1182	170055		Overclock material		14.42%	6
1183	170055		EXP material		4.81%	7
1184	170055		Cog Box		14.42%	8
1185	170056		S-Rank Omniframe (including guaranteed)		1.90%	1
1186	170056		S-Rank Omniframe (base drop)		1.50%	2
1187	170056		B, A-Rank Omniframe		13.95%	3
1188	170056		Construct shard		22.11%	4
1189	170056		4★ equipment		28.39%	5
1190	170056		Overclock material		14.42%	6
1191	170056		EXP material		4.81%	7
1192	170056		Cog Box		14.42%	8
1193	170057		S-Rank Omniframe (including guaranteed)		1.90%	1
1194	170057		S-Rank Omniframe (base drop)		0.50%	2
1195	170057		B, A-Rank Omniframe		13.95%	3
1196	170057		Construct shard		22.11%	4
1197	170057		4★ equipment		28.39%	5
1198	170057		Overclock material		14.42%	6
1199	170057		EXP material		4.81%	7
1200	170057		Cog Box		14.42%	8
1201	170058		S-Rank Omniframe (including guaranteed)		1.90%	1
1202	170058		S-Rank Omniframe (base drop)		1.50%	2
1203	170058		B, A-Rank Omniframe		13.95%	3
1204	170058		Construct shard		22.11%	4
1205	170058		4★ equipment		28.39%	5
1206	170058		Overclock material		14.42%	6
1207	170058		EXP material		4.81%	7
1208	170058		Cog Box		14.42%	8
1209	170059		S-Rank Omniframe (including guaranteed)		1.90%	1
1210	170059		S-Rank Omniframe (base drop)		0.50%	2
1211	170059		B, A-Rank Omniframe		13.95%	3
1212	170059		Construct shard		22.11%	4
1213	170059		4★ equipment		28.39%	5
1214	170059		Overclock material		14.42%	6
1215	170059		EXP material		4.81%	7
1216	170059		Cog Box		14.42%	8
1217	170060		S-Rank Omniframe (including guaranteed)		1.90%	1
1218	170060		S-Rank Omniframe (base drop)		1.50%	2
1219	170060		B, A-Rank Omniframe		13.95%	3
1220	170060		Construct shard		22.11%	4
1221	170060		4★ equipment		28.39%	5
1222	170060		Overclock material		14.42%	6
1223	170060		EXP material		4.81%	7
1224	170060		Cog Box		14.42%	8
1225	170061		S-Rank Omniframe (including guaranteed)		1.90%	1
1226	170061		S-Rank Omniframe (base drop)		0.50%	2
1227	170061		B, A-Rank Omniframe		13.95%	3
1228	170061		Construct shard		22.11%	4
1229	170061		4★ equipment		28.39%	5
1230	170061		Overclock material		14.42%	6
1231	170061		EXP material		4.81%	7
1232	170061		Cog Box		14.42%	8
1233	170062		S-Rank Omniframe (including guaranteed)		1.90%	1
1234	170062		S-Rank Omniframe (base drop)		1.50%	2
1235	170062		B, A-Rank Omniframe		13.95%	3
1236	170062		Construct shard		22.11%	4
1237	170062		4★ equipment		28.39%	5
1238	170062		Overclock material		14.42%	6
1239	170062		EXP material		4.81%	7
1240	170062		Cog Box		14.42%	8
1241	170063		S-Rank Omniframe (including guaranteed)		1.90%	1
1242	170063		S-Rank Omniframe (base drop)		0.50%	2
1243	170063		B, A-Rank Omniframe		13.95%	3
1244	170063		Construct shard		22.11%	4
1245	170063		4★ equipment		28.39%	5
1246	170063		Overclock material		14.42%	6
1247	170063		EXP material		4.81%	7
1248	170063		Cog Box		14.42%	8
1249	170064		S-Rank Omniframe (including guaranteed)		1.90%	1
1250	170064		S-Rank Omniframe (base drop)		1.50%	2
1251	170064		B, A-Rank Omniframe		13.95%	3
1252	170064		Construct shard		22.11%	4
1253	170064		4★ equipment		28.39%	5
1254	170064		Overclock material		14.42%	6
1255	170064		EXP material		4.81%	7
1256	170064		Cog Box		14.42%	8
1257	170065		S-Rank Omniframe (including guaranteed)		1.90%	1
1258	170065		S-Rank Omniframe (base drop)		0.50%	2
1259	170065		B, A-Rank Omniframe		13.95%	3
1260	170065		Construct shard		22.11%	4
1261	170065		4★ equipment		28.39%	5
1262	170065		Overclock material		14.42%	6
1263	170065		EXP material		4.81%	7
1264	170065		Cog Box		14.42%	8
1265	170066		S-Rank Omniframe (including guaranteed)		1.90%	1
1266	170066		S-Rank Omniframe (base drop)		1.50%	2
1267	170066		B, A-Rank Omniframe		13.95%	3
1268	170066		Construct shard		22.11%	4
1269	170066		4★ equipment		28.39%	5
1270	170066		Overclock material		14.42%	6
1271	170066		EXP material		4.81%	7
1272	170066		Cog Box		14.42%	8
1273	170067		S-Rank Omniframe (including guaranteed)		1.90%	1
1274	170067		S-Rank Omniframe (base drop)		0.50%	2
1275	170067		B, A-Rank Omniframe		13.95%	3
1276	170067		Construct shard		22.11%	4
1277	170067		4★ equipment		28.39%	5
1278	170067		Overclock material		14.42%	6
1279	170067		EXP material		4.81%	7
1280	170067		Cog Box		14.42%	8
1281	170068		S-Rank Omniframe (including guaranteed)		1.90%	1
