Id	GroupId	Type	StoryId	Repeatable	ConditionType	Params[1]	Params[2]	Params[3]	Params[4]	Name	Desc	Icon
176	10	1		1	1	3	0			Karenina	Explosives? Where are my explosives? Oh, Commandant... I was about to tell you that our School Level just increased. Yeah, that was all!	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
177	10	1		1	1	5	0			Karenina	I once heard an artist crushed his own work right before the exhibition. Will I surpass him if I blow all my works up?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
178	10	1		1	3	4	0			Karenina	Let me check the components of the paint... Geez, they will make perfect explosives!	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
179	10	1		1	3	8	0			Karenina	Have you made all the paint into explosives? Good. Now is the time to create some "art."	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
180	10	1		1	2	5	0			Karenina	Commandant, criticism can be made in many ways, so why don't we just do something straight forward like... Um, blowing it up? Can I?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
181	10	1		1	4	2				Karenina	Aren't you supposed to be thinking about these, Commandant? Fine, I'll only help you once.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
182	10	1		1	4	4				Karenina	Don't you try to slack off, Commandant! What do you mean by "You are the person I trust the most"...? Alright, this is the last time I'm doing this for you.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
183	10	1		1	5	8				Karenina	Now isn't the time to hesitate, Commandant. Let's finish the mission and go back to the camp together.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
184	10	1		1	5	16				Karenina	Zoning out again, Commandant? Or are you actually thinking about something? Teddy didn't tell you anything she shouldn't, did she?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
185	10	1		1	1	999	0			Karenina	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
186	10	1		1	1	999	0			Karenina	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
187	10	1		1	1	999	0			Karenina	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
188	10	1		1	1	999	0			Karenina	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
189	10	1		1	1	999	0			Karenina	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
190	10	1		1	1	999	0			Karenina	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
191	10	1		1	6	10	5			Karenina	If you don't know what to do, let's just reduce the Schools' influence in our way. Take this detonator, Commandant.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
192	10	1		1	6	10	5			Karenina	To make our life easier later, the priority is to reduce the Schools' influence to weaken their Masters.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
193	10	1		1	7	10	7			Karenina	What's next? Art Exhibition? I still have a lot of explosives here... What do you mean by "not that way"? Shall I use my Blast Hammer then?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
194	10	1		1	7	10	7			Karenina	Commandant, if you don't know what to do next, it's about time for Art Exhibition.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
195	10	1		1	8	10	5			Karenina	Don't you have other things to do other than staring at me? See, we are running out of paint.	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
196	10	1		1	8	10	5			Karenina	Commandant? Do we still have enough paint? Shall we visit the workshop?	Assets/Product/Texture/Image/RoleCharacter/RoleHeadR4Kalienina1.png
197	11	1		1	1	1	0			Dulcinea	Art Exhibition... I don't quite understand art-related matters.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
198	11	1		1	1	3	0			Dulcinea	Is this what an Art Exhibition is all about? I see...	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
199	11	1		1	1	5	0			Dulcinea	Is this what an Art Exhibition is all about? I see...	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
200	11	1		1	3	4	0			Dulcinea	The paint quality is... good. Seems like the workshop's manufacturing system isn't impacted.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
201	11	1		1	3	8	0			Dulcinea	The paint quality is... good. Seems like the workshop's manufacturing system isn't impacted.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
202	11	1		1	2	5	0			Dulcinea	Criticism system ready. Loading sample articles...	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
203	11	1		1	4	2				Dulcinea	Collecting Commandant's question samples...	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
204	11	1		1	4	4				Dulcinea	Collecting Commandant's question samples...	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
205	11	1		1	5	8				Dulcinea	Commandant? Commandant? Are you overloaded...?	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
206	11	1		1	5	16				Dulcinea	Commandant? Commandant? Are you overloaded...?	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
207	11	1		1	1	999	0			Dulcinea	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
208	11	1		1	1	999	0			Dulcinea	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
209	11	1		1	1	999	0			Dulcinea	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
210	11	1		1	1	999	0			Dulcinea	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
211	11	1		1	1	999	0			Dulcinea	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
212	11	1		1	1	999	0			Dulcinea	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
213	11	1		1	6	7	5			Dulcinea	Commandant, I think a reasonable approach is to reduce the influence of the Schools and weaken the School Masters' impact.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
214	11	1		1	6	7	5			Dulcinea	Commandant, I think a reasonable approach is to reduce the influence of the Schools and weaken the School Masters' impact.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
215	11	1		1	7	7	7			Dulcinea	Commandant, shall we launch an Art Exhibition? It can effectively improve our understanding of the Schools.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
216	11	1		1	7	7	7			Dulcinea	Commandant, shall we launch an Art Exhibition? It can effectively improve our understanding of the Schools.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
217	11	1		1	8	7	5			Dulcinea	Commandant, a new batch of paint has been automatically produced in the workshop. I suggest we head there first.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
218	11	1		1	8	7	5			Dulcinea	Commandant, a new batch of paint has been automatically produced in the workshop. I suggest we head there first.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
219	12	1		1	1	1	0			Dulcinea	Art Exhibition... I don't quite understand art-related matters.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
220	12	1		1	1	3	0			Dulcinea	Is this what an Art Exhibition is all about? I see...	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
221	12	1		1	1	5	0			Dulcinea	Is this what an Art Exhibition is all about? I see...	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
222	12	1		1	3	4	0			Dulcinea	The paint quality is... good. Seems like the workshop's manufacturing system isn't impacted.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
223	12	1		1	3	8	0			Dulcinea	The paint quality is... good. Seems like the workshop's manufacturing system isn't impacted.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
224	12	1		1	2	5	0			Dulcinea	Criticism system ready. Loading sample articles...	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
225	12	1		1	4	2				Dulcinea	Collecting Commandant's question samples...	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
226	12	1		1	4	4				Dulcinea	Collecting Commandant's question samples...	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
227	12	1		1	5	8				Dulcinea	Commandant? Commandant? Are you overloaded...?	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
228	12	1		1	5	16				Dulcinea	Commandant? Commandant? Are you overloaded...?	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
229	12	1		1	1	999	0			Dulcinea	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
230	12	1		1	1	999	0			Dulcinea	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
231	12	1		1	1	999	0			Dulcinea	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
232	12	1		1	1	999	0			Dulcinea	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
233	12	1		1	1	999	0			Dulcinea	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
234	12	1		1	1	999	0			Dulcinea	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
235	12	1		1	6	10	5			Dulcinea	Commandant, I think a reasonable approach is to reduce the influence of the Schools and weaken the School Masters' impact.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
236	12	1		1	6	10	5			Dulcinea	Commandant, I think a reasonable approach is to reduce the influence of the Schools and weaken the School Masters' impact.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
237	12	1		1	7	10	7			Dulcinea	Commandant, shall we launch an Art Exhibition? It can effectively improve our understanding of the Schools.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
238	12	1		1	7	10	7			Dulcinea	Commandant, shall we launch an Art Exhibition? It can effectively improve our understanding of the Schools.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
239	12	1		1	8	10	5			Dulcinea	Commandant, a new batch of paint has been automatically produced in the workshop. I suggest we head there first.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
240	12	1		1	8	10	5			Dulcinea	Commandant, a new batch of paint has been automatically produced in the workshop. I suggest we head there first.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
241	13	1		1	1	1	0			Alisa	Why are we doing this at this time of crisis, Commandant...? Are you using your strategic thinking, or just...	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
242	13	1		1	1	3	0			Alisa	There isn't really another option. We must reduce the Masters' impact.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
243	13	1		1	1	5	0			Alisa	There isn't really another option. We must reduce the Masters' impact.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
244	13	1		1	3	4	0			Alisa	Target supplies hijacked. Time to prepare for exit.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
245	13	1		1	3	8	0			Alisa	Target supplies hijacked. Time to prepare for exit.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
246	13	1		1	2	5	0			Alisa	Criticism? Accusation? Whatever, as long as it works.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
247	13	1		1	4	2				Alisa	Commandant... Did I just say we should let each one do what they are best at?	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
248	13	1		1	4	4				Alisa	Commandant... Did I just say we should let each one do what they are best at?	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
249	13	1		1	5	8				Alisa	Commandant... Do you find this interesting...?	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
250	13	1		1	5	16				Alisa	Commandant... Do you find this interesting...?	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
251	13	1		1	1	999	0			Alisa	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
252	13	1		1	1	999	0			Alisa	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
253	13	1		1	1	999	0			Alisa	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
254	13	1		1	1	999	0			Alisa	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
255	13	1		1	1	999	0			Alisa	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
256	13	1		1	1	999	0			Alisa	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
257	13	1		1	6	7	5			Alisa	At this stage, our best option is to reduce the influence of Schools and weaken the School Masters' impact.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
258	13	1		1	6	7	5			Alisa	At this stage, our best option is to reduce the influence of Schools and weaken the School Masters' impact.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
259	13	1		1	7	7	7			Alisa	The situation won't be resolved with a few arrows shot or bullets fired. Let's proceed with the Art Exhibition.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
260	13	1		1	7	7	7			Alisa	The situation won't be resolved with a few arrows shot or bullets fired. Let's proceed with the Art Exhibition.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
261	13	1		1	8	7	5			Alisa	Did the workshop just stop running? Oh, the production of new paint has just finished. Shall we go "borrow" some, Commandant?	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
262	13	1		1	8	7	5			Alisa	Did the workshop just stop running? Oh, the production of new paint has just finished. Shall we go "borrow" some, Commandant?	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
263	14	1		1	1	1	0			Alisa	Why are we doing this at this time of crisis, Commandant...? Are you using your strategic thinking, or just...	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
264	14	1		1	1	3	0			Alisa	There isn't really another option. We must reduce the Masters' impact.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
265	14	1		1	1	5	0			Alisa	There isn't really another option. We must reduce the Masters' impact.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
266	14	1		1	3	4	0			Alisa	Target supplies hijacked. Time to prepare for exit.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
267	14	1		1	3	8	0			Alisa	Target supplies hijacked. Time to prepare for exit.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
268	14	1		1	2	5	0			Alisa	Criticism? Accusation? Whatever, as long as it works.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
269	14	1		1	4	2				Alisa	Commandant... Did I just say we should let each one do what they are best at?	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
270	14	1		1	4	4				Alisa	Commandant... Did I just say we should let each one do what they are best at?	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
271	14	1		1	5	8				Alisa	Commandant... Do you find this interesting...?	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
272	14	1		1	5	16				Alisa	Commandant... Do you find this interesting...?	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
273	14	1		1	1	999	0			Alisa	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
274	14	1		1	1	999	0			Alisa	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
275	14	1		1	1	999	0			Alisa	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
276	14	1		1	1	999	0			Alisa	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
277	14	1		1	1	999	0			Alisa	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
278	14	1		1	1	999	0			Alisa	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
279	14	1		1	6	10	5			Alisa	At this stage, our best option is to reduce the influence of Schools and weaken the School Masters' impact.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
280	14	1		1	6	10	5			Alisa	At this stage, our best option is to reduce the influence of Schools and weaken the School Masters' impact.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
281	14	1		1	7	10	7			Alisa	The situation won't be resolved with a few arrows shot or bullets fired. Let's proceed with the Art Exhibition.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
282	14	1		1	7	10	7			Alisa	The situation won't be resolved with a few arrows shot or bullets fired. Let's proceed with the Art Exhibition.	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
283	14	1		1	8	10	5			Alisa	Did the workshop just stop running? Oh, the production of new paint has just finished. Shall we go "borrow" some, Commandant?	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
284	14	1		1	8	10	5			Alisa	Did the workshop just stop running? Oh, the production of new paint has just finished. Shall we go "borrow" some, Commandant?	Assets/Product/Texture/Image/RoleCharacter/V200hyNormal01.png
285	15	1		1	1	1	0			Dulcinea	I'll leave it to you to handle the Art Exhibition, Ayla.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
286	15	1		1	1	3	0			Dulcinea	Use Ayla's work to defeat other Schools.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
287	15	1		1	1	5	0			Dulcinea	Use Ayla's work to defeat other Schools.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
288	15	1		1	3	4	0			Dulcinea	In Palette Clash, Paint is our ammunition.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
289	15	1		1	3	8	0			Dulcinea	In Palette Clash, Paint is our ammunition.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
290	15	1		1	2	5	0			Dulcinea	We can't just target a specific School. We need to attack all of them.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
291	15	1		1	4	2				Dulcinea	Are you looking for my opinion? I see.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
292	15	1		1	4	4				Dulcinea	Are you looking for my opinion? I see.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
293	15	1		1	5	8				Dulcinea	Commandant? Have I missed anything?	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
294	15	1		1	5	16				Dulcinea	Commandant? Have I missed anything?	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
295	15	1		1	1	999	0			Dulcinea	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
296	15	1		1	1	999	0			Dulcinea	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
297	15	1		1	1	999	0			Dulcinea	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
298	15	1		1	1	999	0			Dulcinea	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
299	15	1		1	1	999	0			Dulcinea	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
300	15	1		1	1	999	0			Dulcinea	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
301	15	1		1	6	7	5			Dulcinea	Let's first reduce the influence of Schools to weaken the School Masters' impact and prepare for the final stage of our plan.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
302	15	1		1	6	7	5			Dulcinea	Let's first reduce the influence of Schools to weaken the School Masters' impact and prepare for the final stage of our plan.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
303	15	1		1	7	7	7			Dulcinea	An Exhibition... Yes. I think that's a good idea.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
304	15	1		1	7	7	7			Dulcinea	An Exhibition... Yes. I think that's a good idea.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
305	15	1		1	8	7	5			Dulcinea	The operation cannot continue if there is not enough Paint. We need to get more Paint, Commandant.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
306	15	1		1	8	7	5			Dulcinea	The operation cannot continue if there is not enough Paint. We need to get more Paint, Commandant.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
307	16	1		1	1	1	0			Dulcinea	I'll leave it to you to handle the Art Exhibition, Ayla.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
308	16	1		1	1	3	0			Dulcinea	Use Ayla's work to defeat other Schools.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
309	16	1		1	1	5	0			Dulcinea	Use Ayla's work to defeat other Schools.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
310	16	1		1	3	4	0			Dulcinea	In Palette Clash, Paint is our ammunition.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
311	16	1		1	3	8	0			Dulcinea	In Palette Clash, Paint is our ammunition.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
312	16	1		1	2	5	0			Dulcinea	We can't just target a specific School. We need to attack all of them.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
313	16	1		1	4	2				Dulcinea	Are you looking for my opinion? I see.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
314	16	1		1	4	4				Dulcinea	Are you looking for my opinion? I see.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
315	16	1		1	5	8				Dulcinea	Commandant? Have I missed anything?	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
316	16	1		1	5	16				Dulcinea	Commandant? Have I missed anything?	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
317	16	1		1	1	999	0			Dulcinea	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
318	16	1		1	1	999	0			Dulcinea	Boss is too powerful. Heal immediately.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
319	16	1		1	1	999	0			Dulcinea	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
320	16	1		1	1	999	0			Dulcinea	Go to an Energy Point to obtain data	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
321	16	1		1	1	999	0			Dulcinea	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
322	16	1		1	1	999	0			Dulcinea	Increase the research level	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
323	16	1		1	6	10	5			Dulcinea	Let's first reduce the influence of Schools to weaken the School Masters' impact and prepare for the final stage of our plan.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
324	16	1		1	6	10	5			Dulcinea	Let's first reduce the influence of Schools to weaken the School Masters' impact and prepare for the final stage of our plan.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
325	16	1		1	7	10	7			Dulcinea	An Exhibition... Yes. I think that's a good idea.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
326	16	1		1	7	10	7			Dulcinea	An Exhibition... Yes. I think that's a good idea.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
327	16	1		1	8	10	5			Dulcinea	The operation cannot continue if there is not enough Paint. We need to get more Paint, Commandant.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
328	16	1		1	8	10	5			Dulcinea	The operation cannot continue if there is not enough Paint. We need to get more Paint, Commandant.	Assets/Product/Texture/Image/RoleCharacter/V200dexnyNormal01.png
