Id	GroupId	PositionId	Color	Name	Icon	TipIcon	PointDesc	EffectDesc	Type	Params[1]	Params[2]	Params[3]	Params[4]	Params[5]	Params[6]	Params[7]
80	6	0	0	Hidden Master	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Hidden Master	Available after triggering a special clear	102							
81	7	1	2	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	Obtain Green Paint	You can only obtain Green Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Green Paint randomly.	3	1	3	3	3	4	4	5
82	7	2	2	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	Reduce the level of Green Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Green Master Level by 1. Set Green Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Green Paint to reduce Green Master Level by 2. <color=#00FFFF>Suppression:</color> Completely refute the Master to make its level no longer increase.	2	1	1	1	1			
83	7	3	2	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Green Paint to increase Exhibition Level by 1	1	1	7	1				
84	7	4	3	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Blue Paint to increase Exhibition Level by 1	1	1	7	1				
85	7	5	3	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	Reduce the level of Blue Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Blue Master Level by 1. Set Blue Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Blue Paint to reduce Blue Master Level by 2. <color=#00FFFF>Suppression:</color> Completely refute the Master to make its level no longer increase.	2	1	1	1	1			
86	7	6	3	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	Obtain Blue Paint	You can only obtain Blue Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Blue Paint randomly.	3	1	3	3	3	4	4	5
87	7	7	1	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	Reduce the level of Red Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Red Master Level by 1. Set Red Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Red Paint to reduce Red Master Level by 2. <color=#00FFFF>Suppression:</color> Completely refute the Master to make its level no longer increase.	2	1	1	1	1			
88	7	8	1	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	Obtain Red Paint	You can only obtain Red Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Red Paint randomly.	3	1	3	3	3	4	4	5
89	7	9	1	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Red Paint to increase Exhibition Level by 1	1	1	7	1				
90	7	10	1	Core Area	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossMiddleTips.png	Constellia Core Area	Paint occasionally appears here. Pass this area to obtain it. <color=#00FFFF>Note:</color> This node is regarded as a red area when Dulcinea's skill is triggered.	4							
91	7	0	1	School Master (Red)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SkaterboyMd010001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Surrealist Mechanical Fauvist Master	Available after clearing Phase 1	101							
92	7	0	2	School Master (Green)	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1XigeluenMd010001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	Multidimensional Mechanical Cubist Master	Available after clearing Phase 1	101							
93	7	0	3	School Master (Blue)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1ShengtangMd010001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	Fantastical Mechanical Impressionist Master	Available after clearing Phase 1	101							
94	7	0	0	Hidden Master	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1AolajiangMd010002.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Hidden Master	Available after triggering a special clear	102							
95	8	1	2	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	Obtain Green Paint	You can only obtain Green Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Green Paint randomly.	3	1	3	3	3	4	4	5
96	8	2	2	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	Reduce the level of Green Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Green Master Level by 1. Set Green Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Green Paint to reduce Green Master Level by 2.	2	1	1	1	1			
97	8	3	2	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Green Paint to increase Exhibition Level by 1	1	1	7	1				
98	8	4	3	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Blue Paint to increase Exhibition Level by 1	1	1	7	1				
99	8	5	3	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	Reduce the level of Blue Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Blue Master Level by 1. Set Blue Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Blue Paint to reduce Blue Master Level by 2.	2	1	1	1	1			
100	8	6	3	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	Obtain Blue Paint	You can only obtain Blue Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Blue Paint randomly.	3	1	3	3	3	4	4	5
101	8	7	1	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	Reduce the level of Red Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Red Master Level by 1. Set Red Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Red Paint to reduce Red Master Level by 2.	2	1	1	1	1			
102	8	8	1	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	Obtain Red Paint	You can only obtain Red Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Red Paint randomly.	3	1	3	3	3	4	4	5
103	8	9	1	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Red Paint to increase Exhibition Level by 1	1	1	7	1				
104	8	0	1	School Master (Red)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1RobotarmorMd030001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Surrealist Mechanical Fauvist Master	Available after clearing Phase 1	101							
105	8	0	2	School Master (Green)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SuanyegongyiMd000001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	Multidimensional Mechanical Cubist Master	Available after clearing Phase 1	101							
106	8	0	3	School Master (Blue)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004040.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	Fantastical Mechanical Impressionist Master	Available after clearing Phase 1	101							
107	8	0	0	Hidden Master	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Hidden Master	Available after triggering a special clear	102							
108	9	1	2	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	Obtain Green Paint	You can only obtain Green Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Green Paint randomly.	3	1	3	3	3	4	4	5
109	9	2	2	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	Reduce the level of Green Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Green Master Level by 1. Set Green Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Green Paint to reduce Green Master Level by 2.	2	1	1	1	1			
110	9	3	2	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Green Paint to increase Exhibition Level by 1	1	1	7	1				
111	9	4	3	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Blue Paint to increase Exhibition Level by 1	1	1	7	1				
112	9	5	3	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	Reduce the level of Blue Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Blue Master Level by 1. Set Blue Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Blue Paint to reduce Blue Master Level by 2.	2	1	1	1	1			
113	9	6	3	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	Obtain Blue Paint	You can only obtain Blue Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Blue Paint randomly.	3	1	3	3	3	4	4	5
114	9	7	1	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	Reduce the level of Red Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Red Master Level by 1. Set Red Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Red Paint to reduce Red Master Level by 2.	2	1	1	1	1			
115	9	8	1	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	Obtain Red Paint	You can only obtain Red Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Red Paint randomly.	3	1	3	3	3	4	4	5
116	9	9	1	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Red Paint to increase Exhibition Level by 1	1	1	7	1				
117	9	0	1	School Master (Red)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1JiegouqiutuMd010001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Surrealist Mechanical Fauvist Master	Available after clearing Phase 1	101							
118	9	0	2	School Master (Green)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SuanyegongyiMd000001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	Multidimensional Mechanical Cubist Master	Available after clearing Phase 1	101							
119	9	0	3	School Master (Blue)	Assets/Product/Texture/Image/UiArchiveMonsterHead/Me1WuzangliuxingMd000001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	Fantastical Mechanical Impressionist Master	Available after clearing Phase 1	101							
120	9	0	0	Hidden Master	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Hidden Master	Available after triggering a special clear	102							
121	10	1	2	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	Obtain Green Paint	You can only obtain Green Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Green Paint randomly.	3	1	3	3	3	4	4	5
122	10	2	2	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	Reduce the level of Green Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Green Master Level by 1. Set Green Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Green Paint to reduce Green Master Level by 2.	2	1	1	1	1			
123	10	3	2	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Green Paint to increase Exhibition Level by 1	1	1	7	1				
124	10	4	3	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Blue Paint to increase Exhibition Level by 1	1	1	7	1				
125	10	5	3	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	Reduce the level of Blue Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Blue Master Level by 1. Set Blue Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Blue Paint to reduce Blue Master Level by 2.	2	1	1	1	1			
126	10	6	3	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	Obtain Blue Paint	You can only obtain Blue Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Blue Paint randomly.	3	1	3	3	3	4	4	5
127	10	7	1	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	Reduce the level of Red Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Red Master Level by 1. Set Red Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Red Paint to reduce Red Master Level by 2.	2	1	1	1	1			
128	10	8	1	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	Obtain Red Paint	You can only obtain Red Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Red Paint randomly.	3	1	3	3	3	4	4	5
129	10	9	1	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Red Paint to increase Exhibition Level by 1	1	1	7	1				
130	10	0	1	School Master (Red)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1JiulongzhongyaziMd000001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Surrealist Mechanical Fauvist Master	Available after clearing Phase 1	101							
131	10	0	2	School Master (Green)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004060.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	Multidimensional Mechanical Cubist Master	Available after clearing Phase 1	101							
132	10	0	3	School Master (Blue)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd004020.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	Fantastical Mechanical Impressionist Master	Available after clearing Phase 1	101							
133	10	0	0	Hidden Master	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Hidden Master	Available after triggering a special clear	102							
134	11	1	2	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	Obtain Green Paint	You can only obtain Green Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Green Paint randomly.	3	1	3	3	3	4	4	5
135	11	2	2	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	Reduce the level of Green Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Green Master Level by 1. Set Green Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Green Paint to reduce Green Master Level by 2.	2	1	1	1	1			
136	11	3	2	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Green Paint to increase Exhibition Level by 1	1	1	7	1				
137	11	4	3	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Blue Paint to increase Exhibition Level by 1	1	1	7	1				
138	11	5	3	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	Reduce the level of Blue Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Blue Master Level by 1. Set Blue Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Blue Paint to reduce Blue Master Level by 2.	2	1	1	1	1			
139	11	6	3	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	Obtain Blue Paint	You can only obtain Blue Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Blue Paint randomly.	3	1	3	3	3	4	4	5
140	11	7	1	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	Reduce the level of Red Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Red Master Level by 1. Set Red Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Red Paint to reduce Red Master Level by 2.	2	1	1	1	1			
141	11	8	1	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	Obtain Red Paint	You can only obtain Red Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Red Paint randomly.	3	1	3	3	3	4	4	5
142	11	9	1	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Red Paint to increase Exhibition Level by 1	1	1	7	1				
143	11	0	1	School Master (Red)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMo1TuziMd000002.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Surrealist Mechanical Fauvist Master	Available after clearing Phase 1	101							
144	11	0	2	School Master (Green)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1OrphanMd030001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	Multidimensional Mechanical Cubist Master	Available after clearing Phase 1	101							
145	11	0	3	School Master (Blue)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1BioMd007040.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossBlueTips.png	Fantastical Mechanical Impressionist Master	Available after clearing Phase 1	101							
146	11	0	0	Hidden Master	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Hidden Master	Available after triggering a special clear	102							
147	12	1	2	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyGreenTips.png	Obtain Green Paint	You can only obtain Green Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Green Paint randomly.	3	1	3	3	3	4	4	5
148	12	2	2	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalGreenTips.png	Reduce the level of Green Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Green Master Level by 1. Set Green Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Green Paint to reduce Green Master Level by 2.	2	1	1	1	1			
149	12	3	2	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyGreen.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyGreenTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Green Paint to increase Exhibition Level by 1	1	1	7	1				
150	12	4	3	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyBlueTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Blue Paint to increase Exhibition Level by 1	1	1	7	1				
151	12	5	3	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalBlueTips.png	Reduce the level of Blue Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Blue Master Level by 1. Set Blue Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Blue Paint to reduce Blue Master Level by 2.	2	1	1	1	1			
152	12	6	3	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyBlue.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyBlueTips.png	Obtain Blue Paint	You can only obtain Blue Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Blue Paint randomly.	3	1	3	3	3	4	4	5
153	12	7	1	Art Criticism	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableMedicalRedTips.png	Reduce the level of Red Master	<color=#00FFFF>Criticism:</color> Spend 1 Action Point to reduce Red Master Level by 1. Set Red Master Level to 1 when Art Exhibition reaches Lv.6. <color=#00FFFF>Disapproval:</color> Spend 1 Action Point and 1 Red Paint to reduce Red Master Level by 2.	2	1	1	1	1			
154	12	8	1	Paint Workshop	Assets/Product/Texture/Image/UiColorTable/UiColorTableEnergyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableEnergyRedTips.png	Obtain Red Paint	You can only obtain Red Paint once per round. <color=#00FFFF>Obtain:</color> Spend 1 Action Point to get 3 to 5 Red Paint randomly.	3	1	3	3	3	4	4	5
155	12	9	1	Art Exhibition	Assets/Product/Texture/Image/UiColorTable/UiColorTableStudyRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableStudyRedTips.png	Improve your understanding of this School!	<color=#00FFFF>Exhibition:</color> Use 7 Red Paint to increase Exhibition Level by 1	1	1	7	1				
156	12	10	1	Core Area	Assets/Product/Texture/Image/UiColorTable/UiColorTableMedicalRed.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossMiddleTips.png	Constellia Core Area	Paint occasionally appears here. Pass this area to obtain it. <color=#00FFFF>Note:</color> This node is regarded as a red area when Dulcinea's skill is triggered.	4							
157	12	0	1	School Master (Red)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMe1SuanyegongyiMd000001.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossRedTips.png	Surrealist Mechanical Fauvist Master	Available after clearing Phase 1	101							
158	12	0	2	School Master (Green)	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1AolajiangMd010002.png	Assets/Product/Texture/Image/UiColorTable/tips/UiColorTableBossGreenTips.png	Multidimensional Mechanical Cubist Master	Available after clearing Phase 1	101							
