Id	PlatformType	ChannelId	KeepQRCode	ImagePlayerInfo	TextContent	KeepLink	TextPlayerInfo
82	4	56	1	Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
83	5	56	1	Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
84	0	56	1	Invite Code {1}	(Spark Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
85	1	69		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
86	2	69		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
87	3	69		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
88	4	69		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
89	5	69		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
90	0	69		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
91	1	70		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
92	2	70		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
93	3	70		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
94	4	70		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
95	5	70		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
96	0	70		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
97	1	94		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
98	2	94		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
99	3	94		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
100	4	94		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
101	5	94		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
102	0	94		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
103	1	136		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
104	2	136		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
105	3	136		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
106	4	136		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
107	5	136		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
108	0	136		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
109	1	147		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
110	2	147		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
111	3	147		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
112	4	147		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
113	5	147		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
114	0	147		Invite Code {1}	(Beacon Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
115	1	0	1	Invite Code {1}	(Intranet Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
116	2	0	1	Invite Code {1}	(Intranet Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
117	3	0	1	Invite Code {1}	(Intranet Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
118	4	0	1	Invite Code {1}	(Intranet Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
119	5	0	1	Invite Code {1}	(Intranet Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
120	0	0	1	Invite Code {1}	(Intranet Server) in the [Returning to Battle] event! Tap the link for more information and claim an extra [Redeem Code]. Stamp: 	1	Brand new update [Her Last Bow] for Punishing: Gray Raven has arrived alongside the Spring Festival event! Participate now to earn massive rewards! Returning players will gain extra rewards when they sign in from Jan 27 to Feb 10 and fill in their Invite Code: [{1}]
