Hash	EffectNameHash	Url	UrlEx
1261689351	1261689351	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk37Sound.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk37Sound.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk37Sound.bytes
-1102531869	-1102531869	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk38.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk38.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk38.bytes
996535744	996535744	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk38Sound.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk38Sound.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk38Sound.bytes
1982581845	1982581845	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk41.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk41.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk41.bytes
19069272	19069272	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk41Sound.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk41Sound.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk41Sound.bytes
1243969034	1243969034	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk41YujinBip001.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk41YujinBip001.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk41YujinBip001.bytes
-1149586037	-1149586037	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk43.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk43.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk43.bytes
-1156893675	-1156893675	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk4302.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk4302.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk4302.bytes
1293596686	1293596686	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk43Sound.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk43Sound.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk43Sound.bytes
1995477183	1995477183	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk4601.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk4601.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk4601.bytes
-1896205586	-1896205586	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk4602.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk4602.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk4602.bytes
-1107219468	-1107219468	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk4602Bip001.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk4602Bip001.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk4602Bip001.bytes
2086985001	2086985001	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk4602Dilie.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk4602Dilie.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk4602Dilie.bytes
832677769	832677769	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk4603.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk4603.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk4603.bytes
722930820	722930820	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk4603Dilie.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk4603Dilie.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk4603Dilie.bytes
-1991996803	-1991996803	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk46Sound.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk46Sound.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk46Sound.bytes
1261647266	1261647266	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk47Sound.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk47Sound.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk47Sound.bytes
996493659	996493659	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk48Sound.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk48Sound.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk48Sound.bytes
1713152084	1713152084	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk5001.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk5001.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk5001.bytes
147068143	147068143	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk5002.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk5002.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk5002.bytes
1060497874	1060497874	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk50Sound.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtk50Sound.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtk50Sound.bytes
-1184478963	-1184478963	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtkDaodan.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtkDaodan.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtkDaodan.bytes
121568092	121568092	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtkDaodanYujin.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtkDaodanYujin.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtkDaodanYujin.bytes
738858934	738858934	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtkDaodanYujin2.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtkDaodanYujin2.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtkDaodanYujin2.bytes
-1849571323	-1849571323	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtkHit.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtkHit.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtkHit.bytes
578596712	578596712	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtkLuolei.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooAtkLuolei.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooAtkLuolei.bytes
-1702679074	-1702679074	Assets/Product/Effect/Prefab/FxMb1VoodooPrefab/FxMb1VoodooDeath.prefab	Assets/Product/EffectEx/Prefab/FxMb1VoodooPrefab/FxMb1VoodooDeath.prefab	Assets/Product/EffectEx/Data/FxMb1VoodooPrefab/FxMb1VoodooDeath.bytes
851824934	851824934	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk01.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk01.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk01.bytes
-1111809954	-1111809954	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk01Body.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk01Body.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk01Body.bytes
-764897713	-764897713	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk01Di.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk01Di.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk01Di.bytes
-601282824	-601282824	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk01Hit01.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk01Hit01.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk01Hit01.bytes
-714259007	-714259007	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk02.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk02.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk02.bytes
-506495667	-506495667	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk02Body.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk02Body.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk02Body.bytes
-802537591	-802537591	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk02Hit01.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk02Hit01.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk02Hit01.bytes
-802537590	-802537590	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk02Hit02.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk02Hit02.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk02Hit02.bytes
2014624348	2014624348	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03.bytes
-385019480	-385019480	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03Body.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03Body.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03Body.bytes
1843026117	1843026117	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03Di.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03Di.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03Di.bytes
488390001	488390001	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03Dilie.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03Dilie.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03Dilie.bytes
-439142354	-439142354	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03Hit01.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03Hit01.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03Hit01.bytes
-439142353	-439142353	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03Hit02.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03Hit02.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk03Hit02.bytes
-310974480	-310974480	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk07.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk07.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk07.bytes
-60738540	-60738540	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk07Body.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk07Body.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk07Body.bytes
-1887291175	-1887291175	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk07Di.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk07Di.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk07Di.bytes
1941970949	1941970949	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk07Dilie.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk07Dilie.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk07Dilie.bytes
1014438594	1014438594	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk07Hit01.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk07Hit01.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk07Hit01.bytes
2061678515	2061678515	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk08.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk08.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk08.bytes
480676907	480676907	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk08Body.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk08Body.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk08Body.bytes
1461745707	1461745707	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk08Hit01.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk08Hit01.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk08Hit01.bytes
-1771015955	-1771015955	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk08Wuqi.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk08Wuqi.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk08Wuqi.bytes
495594574	495594574	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk09.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk09.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk09.bytes
-1175708794	-1175708794	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk09Body.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk09Body.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk09Body.bytes
1076863015	1076863015	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk09Di.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk09Di.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk09Di.bytes
-1572344487	-1572344487	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk09Wing.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk09Wing.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk09Wing.bytes
-617964728	-617964728	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk09Wuqi.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk09Wuqi.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk09Wuqi.bytes
851824935	851824935	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk11.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk11.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk11.bytes
-1111804513	-1111804513	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk11Body.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk11Body.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk11Body.bytes
-601111785	-601111785	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk11Hit01.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenAtk11Hit01.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenAtk11Hit01.bytes
192087088	192087088	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenCanying.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenCanying.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenCanying.bytes
-138767664	-138767664	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenMark.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenMark.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenMark.bytes
-254988511	-254988511	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04.bytes
-1767203488	-1767203488	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04Di.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04Di.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04Di.bytes
-2139272138	-2139272138	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04Dilie.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04Dilie.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04Dilie.bytes
966039625	966039625	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04Hit01.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04Hit01.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04Hit01.bytes
966039622	966039622	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04Hit02.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04Hit02.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04Hit02.bytes
-298704588	-298704588	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04Wing.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04Wing.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk04Wing.bytes
-1821072452	-1821072452	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk05.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk05.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk05.bytes
-1626040987	-1626040987	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk05Di.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk05Di.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk05Di.bytes
1329434862	1329434862	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk05Hit01.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk05Hit01.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk05Hit01.bytes
1329434859	1329434859	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk05Hit02.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk05Hit02.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk05Hit02.bytes
1329434860	1329434860	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk05Hit03.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk05Hit03.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk05Hit03.bytes
907810903	907810903	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06.bytes
1908845120	1908845120	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06Dandao.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06Dandao.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06Dandao.bytes
840720342	840720342	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06Di.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06Di.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06Di.bytes
1128180095	1128180095	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06Hit01.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06Hit01.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06Hit01.bytes
1128180092	1128180092	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06Hit02.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06Hit02.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06Hit02.bytes
878424597	878424597	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06Wuqi.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06Wuqi.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk06Wuqi.bytes
1961704420	1961704420	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk09Di01.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk09Di01.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk09Di01.bytes
395620479	395620479	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk09Di02.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk09Di02.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk09Di02.bytes
-1170463462	-1170463462	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk09Di03.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk09Di03.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk09Di03.bytes
524415794	524415794	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk09Hit01.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk09Hit01.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk09Hit01.bytes
2070610318	2070610318	Assets/Product/Effect/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk10.prefab	Assets/Product/EffectEx/Prefab/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk10.prefab	Assets/Product/EffectEx/Data/FxMb1XigeluenPrefab/FxMb1XigeluenP2Atk10.bytes
