Id	BankId	HelperId	Type	Chat	ChatReply	PreChatId	Weight	Question	RightAnswer	Answers[1]	Answers[2]	Answers[3]	RightReply	WrongReply	HelperIcon	HelperName
41009101		1009	4	Apologies, Commandant... But it appears that the frame's power is still too overwhelming for you…	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3Q.png	Liv
11010101		1010	1	1010 Greetings 1		0									Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	Bianca
11010102		1010	1	1010 Greetings 2		11010101									Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	Bianca
21010101	10101	1010	2				1000	1010 Test Base 1 Q1	1	1010 Test Base1 Q1A	1010 Test Base 1 Q1B	1010 Test Base 1 Q1C	Correct	Wrong	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	Bianca
21010102	10101	1010	2				2000	1010 Test Base 1 Q2	2	1010 Test Base1 Q2A	1010 Test Base 1 Q2B	1010 Test Base 1 Q2C	Correct	Wrong	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	Bianca
21010103	10101	1010	2				2000	1010 Test Base 1 Q3	3	1010 Test Base1 Q3A	1010 Test Base 1 Q3B	1010 Test Base 1 Q3C	Correct	Wrong	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	Bianca
21010201	10102	1010	2				1000	1010 Test Base 2 Q1	1	1010 Test Base 2 Q1A	1010 Test Base 2 Q1B	1010 Test Base 2 Q1C	Correct	Wrong	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	Bianca
21010202	10102	1010	2				2000	1010 Test Base 2 Q2	2	1010 Test Base 2 Q2A	1010 Test Base 2 Q2B	1010 Test Base 2 Q2C	Correct	Wrong	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	Bianca
21010203	10102	1010	2				2000	1010 Test Base 2 Q3	3	1010 Test Base 2 Q3A	1010 Test Base 2 Q3B	1010 Test Base 2 Q3C	Correct	Wrong	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	Bianca
21010301	10103	1010	2				1000	1010 Test Base 3 Q1	1	1010 Test Base3 Q1A	1010 Test Base 3 Q1B	1010 Test Base 3 Q1C	Correct	Wrong	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	Bianca
21010302	10103	1010	2				2000	1010 Test Base 3 Q2	2	1010 Test Base3 Q2A	1010 Test Base 3 Q2B	1010 Test Base 3 Q2C	Correct	Wrong	Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	Bianca
31010101		1010	3	1010 Recruit Successful Reply	Thank you.										Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	Bianca
41010101		1010	4	1010 Recruit Failed Reply	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadAolisuo3Q.png	Bianca
11011101		1011	1	Dear Commandant, you require my assistance?		0									Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	Bianca
11011102		1011	1	I see. I will consider it based on your answers.		11011101									Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	Bianca
21011101	10111	1011	2				1000	What device do I wear when entering Veritas' sniping mode?	1	Support scope	Nightvision	Energy charger	That's right. You do remember.	The correct answer is <color=#3291DB>Support scope</color>. Have you forgotten because you are overworked?	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	Bianca
21011102	10111	1011	2				2000	Which coating does not belong to Veritas?	1	Gray Feathers: Zero	Pact of Zero	Spring Huntress	That's right. You do remember.	The correct answer is <color=#3291DB>Gray Feathers: Zero</color>. Have you forgotten because you are overworked?	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	Bianca
21011103	10111	1011	2				2000	Do you know how to trigger the Core Passive of Veritas?	3	3-Ping Blue Orbs + Any Red Orb	Open your inventory and use goggles	3-Ping Red Orbs + Any Blue Orb	That's right. You do remember.	I think the answer to this question should be <color=#3291DB>3-Ping Red Orbs + Any Blue Orb</color>. Have you been overworking and forgotten?	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	Bianca
21011201	10112	1011	2				3000	Who was the one who wrote the character on my frame?	1	You	World Government Association of Art	Kowloong	That's right. You do remember.	The correct answer is <color=#3291DB>You</color>. Have you forgotten because you are overworked?	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	Bianca
21011202	10112	1011	2				2000	What is my favorite gift?	2	Lily	Lily Brooch	Goggles	That's right. You do remember.	I think the answer to this question should be <color=#3291DB>Lily Brooch</color>. Have you been overworking and forgotten?	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	Bianca
21011203	10112	1011	2				2000	Some modules of Veritas have been specialized. Do you know what they are?	2	Inver-Device	Visual Module	M.I.N.D.	That's right. You do remember.	I think the answer to this question should be <color=#3291DB>Vision Module</color>. Have you been overworking and forgotten?	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	Bianca
21011301	10113	1011	2				3000	What numbers did we draw at the Commandants Gala?	2	No. 3 and No. 12	No. 18 and No. 25	No. 12 and No. 18	That's right. You do remember.	I think the answer to this question should be <color=#3291DB>No. 18 and No. 25</color>. Have you been overworking and forgotten?	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	Bianca
21011302	10113	1011	2				3000	What was my former occupation as a human?	3	Teacher	Doctor	Sister	That's right. You do remember.	The correct answer is <color=#3291DB>Sister</color>. Have you forgotten because you are overworked?	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	Bianca
21011303	10113	1011	2				3000	Commandant, who of the following has never worked with me in the Purifying Force?	1	Villier	Chiko	Karenina	That's right. You do remember.	The correct answer is <color=#3291DB>Villier</color>. Have you forgotten because you are overworked?	Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	Bianca
31011101		1011	3	In a word, it's my pleasure to help.	Thank you.										Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	Bianca
41011101		1011	4	Sorry, there is a new mission from the Purifying Force. I hope I can be of assistance to you next time.	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadBianka3SSQ.png	Bianca
11012101		1012	1	Hehe! Need a hand from super-duper reliable ol' me?		0									Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	Nanami
11012102		1012	1	I'd love to help, Commandant. But rules are rules!		11012101									Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	Nanami
11012103		1012	1	I'm the fairest and finest referee of them all! Now then, let's answer some questions, Commandant!		11012102									Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	Nanami
21012101	10121	1012	2				2000	What makes "Power" so great?	2	It's name is "Power"	Nanami designed it	It has a lot of accessories	Correct! You win a hug!	Uh-oh! Wrong answer! Guess I have no choice but to tell you! The correct answer is <color=#3291DB>Nanami designed it</color>!	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	Nanami
21012102	10121	1012	2				4000	Why did I design "Power"?	2	To look cool in battle	To have a partner while exploring	To pilot a mech	Correct! You win a hug!	Uh-oh! Wrong answer! Guess I have no choice but to tell you! The correct answer is <color=#3291DB>To have a partner while exploring</color>!	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	Nanami
21012103	10121	1012	2				4000	Power is not equipped with which weapon?	3	Guided Missiles	Saw	Satellite Rail Gun	Correct! You win a hug!	Uh-oh! Wrong answer! Guess I have no choice but to tell you! The correct answer is <color=#3291DB>Satellite Rail Gun</color>!	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	Nanami
21012201	10122	1012	2				3000	Why did I become a Sagemachina?	2	Order from Gestalt	For the future of humanity and mechanoids	Your obligation as an awakened machine	Correct! You win a hug!	Uh-oh! Wrong answer! Guess I have no choice but to tell you! The correct answer is <color=#3291DB>For the future of humanity and mechanoids</color>!	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	Nanami
21012202	10122	1012	2				3000	What kind of ending do I like most when playing games?	1	Happy Ending	Bad Ending	Normal Ending	Correct! You win a hug!	UUh-oh! Wrong answer! Guess I have no choice but to tell you! The correct answer is <color=#3291DB>Happy Ending</color>!	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	Nanami
21012203	10122	1012	2				3000	Which of the following are not part of the "Three Laws of Nanami"?	3	Don't follow any orders you don't like	Don't harm humans	Don't eat high-calorie snacks	Correct! You win a hug!	Uh-oh! Wrong answer! Guess I have no choice but to tell you! The correct answer is <color=#3291DB>Don't eat high-calorie snacks</color>!	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	Nanami
21012301	10123	1012	2				3000	How do I deduce the future?	2	By yourself	Assistance from Gestalt	Tarot Cards	Correct! You win a hug!	Uh-oh! Wrong answer! Guess I have no choice but to tell you! The correct answer is <color=#3291DB>Assistance from Gestalt</color>!	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	Nanami
21012302	10123	1012	2				3000	Who is not a friend I made while deducing the future?	1	Zero	Spooner	Sniper-PK43	Correct! You win a hug!	Uh-oh! Wrong answer! Guess I have no choice but to tell you! The correct answer is <color=#3291DB>Zero</color>!	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	Nanami
21012303	10123	1012	2				3000	What is my favorite gift?	3	Deluxe Picture Book	Portable Game Console	Jack-in-the-box	Correct! You win a hug!	Uh-oh! Wrong answer! Guess I have no choice but to tell you! The correct answer is <color=#3291DB>Jack-in-the-box</color>!	Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	Nanami
31012101		1012	3	Not bad, Commandant! Power, attack!	Thank you.										Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	Nanami
41012101		1012	4	Wow, that's so... uncool, Commandant... At this rate, you're never getting help from invincible Power!	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadR5Yongyechao3Q.png	Nanami
11013101		1013	1	I knew you would need the help of NA-NA-MI—the loveliest in the universe!		0									Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	Nanami
11013102		1013	1	Answer my questions if you want me to help!		11013101									Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	Nanami
21013101	10131	1013	2				2000	What is the type of my frame?	2	Support	Tank	Control	Bingo, you got it right! Commandant, well done.	Utterly, completely wrong! The answer is <color=#3291DB>Tank</color>. If this happens again, I'll punish you.	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	Nanami
21013102	10131	1013	2				4000	Do you know how to trigger the Core Passive of Pulse?	1	Cast Signature Move	Flat slashing combo while straight slashing	Press ↑↑↓↓←→←→ABAB	Bingo, you got it right! Commandant, well done.	Utterly, completely wrong! The answer is <color=#3291DB>Cast Signature Move</color>. If this happens again, I'll punish you.	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	Nanami
21013103	10131	1013	2				4000	Commandant, Commandant! Do you know whose designation comes first in my e-journal?	3	Haicma	Martin	Me	Bingo, you got it right! Commandant, well done.	Utterly, completely wrong! The answer is <color=#3291DB>You</color>. If this happens again, I'll punish you.	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	Nanami
21013201	10132	1013	2				3000	Now, do you know what I like most?	3	Pranks	Eating	Humans	Bingo, you got it right! Commandant, well done.	Utterly, completely wrong! The answer is <color=#3291DB>Humans</color>. If this happens again, I'll punish you.	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	Nanami
21013202	10132	1013	2				3000	What do you think I can do?	1	Do a perfect triple axel jump	Break through the atmosphere with one shot	Chase the enemy around earth	Bingo, you got it right! Commandant, well done.	Utterly, completely wrong! The answer is <color=#3291DB>Do a perfect triple axel jump</color>. If this happens again, I'll punish you.	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	Nanami
21013203	10132	1013	2				3000	Where did the inspiration come from in designing Pulse?	2	Me	Rollerblading	Racecars	Bingo, you got it right! Commandant, well done.	Utterly, completely wrong! The answer is <color=#3291DB>Rollerblading</color>. If this happens again, I'll punish you.	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	Nanami
21013301	10133	1013	2				3000	What's the name of the good friend I met in City 049?	2	Amir	Amy	Michaud XXIV	Bingo, you got it right! Commandant, well done.	Utterly, completely wrong! The answer is <color=#3291DB>Amy</color>. If this happens again, I'll punish you.	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	Nanami
21013302	10133	1013	2				3000	Which of the following is not my mechanoid partner?	1	Celica	Hanying	Haicma	Bingo, you got it right! Commandant, well done.	Utterly, completely wrong! The answer is <color=#3291DB>Celica</color>. If this happens again, I'll punish you.	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	Nanami
21013303	10133	1013	2				3000	What was the special gift I gave you before?	3	A chainsaw decorated with ribbons	Scare box	A 1/16 Nanami figure	Bingo, you got it right! Commandant, well done.	Utterly, completely wrong! The answer is <color=#3291DB>A 1/16 Nanami figure</color>. If this happens again, I'll punish you.	Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	Nanami
31013101		1013	3	Whoa, you got all the answers right! Come on then, I'll let you know that asking me for help is your wisest decision ever!	Thank you.										Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	Nanami
41013101		1013	4	No, no, no, no! This kind of performance is going to hold me back!	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadYongyechao3SSQ.png	Nanami
11014101		1014	1	Haha, how can you not include me in something so fun?		0									Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	Kamui
11014102		1014	1	Although I really want to help you straight away, it's necessary to enjoy every part of the game!		11014101									Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	Kamui
11014103		1014	1	Let me think about what to ask you!		11014102									Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	Kamui
21014101	10141	1014	2				3000	Well, do you know which skill of my frame Bastion has Block effect?	2	Blue Orb - Assault Mode	Yellow Orb - Counterattack	Red Orb - Great Slash	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291DB>Yellow Orb - Counterattack</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	Kamui
21014102	10141	1014	2				3000	How can my Bastion frame trigger Core Passive?	3	Press QWER in sequence	Press ↑↑↓↓←→←→AABB	Any 3-Ping to amass Charge points	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291db>Any 3-Ping to amass Charge points</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	Kamui
21014103	10141	1014	2				1000	Commandant, could you please recommend me a coating for Bastion?	2	Eventide Glow	End Messenger	Grace	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291db>End Messenger</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	Kamui
21014201	10142	1014	2				3000	Do you know what gift I prefer?	3	The fifth generation electronic device with external display	Household handheld integrated equipment	Portable Game Console	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	What's that? Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291db>Portable Game Console</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	Kamui
21014202	10142	1014	2				3000	Aside from Strike Hawk, what other team do I often assist with missions?	1	Gray Raven	Purifying Force	Egret	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291DB>Gray Raven</color>. 	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	Kamui
21014203	10142	1014	2				3000	Do you know my opinion on Bastion?	3	It should be lighter	It should be more feminine	It should be heavier	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291db>It should be heavier</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	Kamui
21014301	10143	1014	2				3000	Which method is not my ideal form of combat?	2	Assault	Blitz	Suppressive fire	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291db>Suppressive fire</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	Kamui
21014302	10143	1014	2				3000	At Copperfield's estate, what equipment did I finally take out to solve the problem?	1	EMP	Greatsword	Toy hammer	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291DB>EMP</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	Kamui
21014303	10143	1014	2				3000	Who did I trap during the Golden Vortex?	3	Watanabe	Gabriel	Roland	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291db>Roland</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	Kamui
31014101		1014	3	Come on! Let's go to the Eden Festival!	Thank you.										Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	Kamui
41014101		1014	4	Wow, are the questions really that hard? But it doesn't matter. You'll get them next time!	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadShenwei3Q.png	Kamui
11015101		1015	1	Haha, how can you not include me in something so fun?		0									Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	Kamui
11015102		1015	1	Although I really want to help you straight away, it's necessary to enjoy every part of the game!		11015101									Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	Kamui
11015103		1015	1	Let me think about what to ask you!		11015102									Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	Kamui
21015101	10151	1015	2				3000	Do you know which skill of Tenebrion has Stun effect?	1	Blue Orb in Dark Form	Yellow Orb in Dark Form	Red Orb in Dark Form	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291DB>Blue Orb in Dark Form</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	Kamui
21015102	10151	1015	2				3000	Do you know what the Dark Form of Tenebrion can do?	3	Switch to double-blade mode	Become Camu	Physical Resistance and Dark Resistance increase	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291DB>Physical Resistance and Dark Resistance increase</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	Kamui
21015103	10151	1015	2				3000	Commandant, could you please recommend me a coating for Tenebrion?	2	Pact of Zero	Spectral Parade	Wispthorn	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291db>Spectral Parade</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	Kamui
21015201	10152	1015	2				3000	Do you know what I like better?	3	The fifth generation electronic device with external display	Household handheld integrated equipment	Portable Game Console	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	What's that? Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291db>Portable Game Console</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	Kamui
21015202	10152	1015	2				3000	Do you know what video games I'm especially good at?	1	Match-three	Multiplayer turn based games about severe death punishment	Alphabet scoring game that does not allow landing	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	What's that? Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291db>Match-three</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	Kamui
21015203	10152	1015	2				1000	What do you know about the frame of Tenebrion?	3	Able to withstand long-term use of Tenebrion	Fusion with Tenebrion doesn't change anything	The color of vital fluid of the new frame changed	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291DB>The color of vital fluid of the new frame changed</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	Kamui
21015301	10153	1015	2				3000	Which of the following isn't the reason for Tenebrion's heavy armor?	1	To increase training intensity	To suppress critical inner power	To increase defense	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291db>To increase training intensity</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	Kamui
21015302	10153	1015	2				3000	Who did I lose my maintenance capsule to?	1	Wanshi	Lee	Noctis	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291db>Wanshi</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	Kamui
21015303	10153	1015	2				3000	What do I least excel at?	3	Playing video games	Causing trouble	Telling lies	Haha, I knew this kind of question wouldn't be a problem for you. After all, we are good friends!	Since we are good buddies, I'll tell you the answer in secret. It's <color=#3291db>Telling lies</color>.	Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	Kamui
31015101		1015	3	Come on! Let's go to the Eden Festival!	Thank you.										Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	Kamui
41015101		1015	4	Wow, are the questions really that hard? But it doesn't matter. You'll get them next time!	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadShenwei3SSQ.png	Kamui
11016101		1016	1	Hmph. I didn't expect your message.		0									Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	Karenina
11016102		1016	1	If you want me to help, answer me a few questions first.		11016101									Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	Karenina
21016101	10161	1016	2				3000	Do you really know which unit I belong to?	2	Purifying Force	Engineering Force	Gray Raven	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Engineering Force</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	Karenina
21016102	10161	1016	2				3000	Hey, don't tell me you've forgotten how to trigger the Core Passive of Blast?	1	After 3-Ping 3 times or casting Signature Move	Press QWER quickly in sequence	Accumulate heat energy to enter an enhanced state	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>After 3-Ping 3 times or casting Signature Move</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	Karenina
21016103	10161	1016	2				3000	Do you know what DMG Blast deals?	3	Physical + Lightning	Fire + Lightning	Physical + Fire	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Physical + Fire</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	Karenina
21016201	10162	1016	2				3000	If I need to work together with someone else, who do you think I would prefer to work with?	2	Lucia	Bianca	α	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Bianca</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	Karenina
21016202	10162	1016	2				3000	Well, do you remember what kind of things I like?	3	Frog Plush	Lily Brooch	Huge Inver-Device	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Huge Inver-Device</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	Karenina
21016203	10162	1016	2				3000	My Blast frame has a skill to pull in others. Do you know what it is?	1	Ping Blue Orb	Enter Burst	Ping Yellow Orb	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Ping Blue Orb</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	Karenina
21016301	10163	1016	2				3000	What was the taste of the drink you had with me at an abandoned bar in Venus Splash Park?	2	Sweet and spicy	Bitter and sour	Wine-tasted	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Acrid</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	Karenina
21016302	10163	1016	2				3000	What's the weapon I operated when we were in the International Space Station?	1	Prism	Crystal	Polar Wave Gun	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Prism</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	Karenina
21016303	10163	1016	2				3000	Which aspect of the CUB did I help in development?	3	You didn't help	Firepower	Power System	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Mobility</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	Karenina
31016101		1016	3	Well... since you came all the way to find me, I'll help you.	Thank you.										Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	Karenina
41016101		1016	4	Hmph, are you playing with me?	I will try harder.										Assets/Product/Texture/Image/Role/RoleHeadKalie3Q.png	Karenina
11017101		1017	1	Hmph. I wasn't expecting your message.		0									Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	Karenina
11017102		1017	1	If you want me to help, answer me a few questions first.		11017101									Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	Karenina
21017101	10171	1017	2				1000	Do you really know which unit I belong to?	2	Purifying Force	Engineering Force	Gray Raven	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Engineering Force</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	Karenina
21017102	10171	1017	2				2000	Hey, don't tell me you've forgotten how to trigger the Core Passive of Ember?	1	Enter Enhanced Form when Thermal Energy reaches 50%	Press QWER quickly in sequence	Accumulate Thermal Energy to enter Enhanced Form	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Enter Enhanced State when heat reaches 50%</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	Karenina
21017103	10171	1017	2				3000	Which of the following coatings isn't mine?	2	Deed of Snow Leopard	Lost Butterfly	Tulle Redbud	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Lost Butterfly</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	Karenina
21017201	10172	1017	2				1000	If I need to work together with someone else, who do you think I would prefer to work with?	2	Lucia	Bianca	α	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Bianca</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	Karenina
21017202	10172	1017	2				3000	Alright, do you know what the hidden attack mode of Ember is?	1	The muzzle can continuously emit high-heat light waves	Summon the giant yellow duck	Ground shelling liftoff	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>The muzzle can continuously emit high-heat light waves</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	Karenina
21017203	10172	1017	2				2000	My Ember frame has a skill that grants Super Armor during casting. Do you know its name?	1	Red Orb Lightblade Strike	Yellow Orb Covering Barrage	Blue Orb Wingman Support	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Red Orb Lightblade Strike</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	Karenina
21017301	10173	1017	2				3000	Who's responsible for the 32 holes outside your base?	1	You...	Nanami	No. 21	...I didn't expect you to know so well. Well, there's no reason for you to get it wrong.	Incorrect! It should be <color=#3291DB>Me</color>. Remember it!	Assets/Product/Texture/Image/Role/RoleHeadKalie3SSQ.png	Karenina
