Id	Type	Title	Desc	Time	PrefabPath
300611	1		Special effect of the stage\n<color=#fffff><size=27> Increases all Elemental DMG by 50%</size></color>	2	
300612	1		Special effects of the stage\n<color=#fffff><size=26> Increases basic attacks DMG and obtains no signal orb</size></color>	2	
300613	1		Special effects of the stage\n<color=#fffff><size=26> No limit on the number of Dodge and no CD on Extreme Dodge</size></color>	2	
300614	1		Special effect of the stage\n<color=#fffff><size=26> Increases the speed of obtaining signal orbs</size></color>	2	
300615	1		Special effect of the stage\n<color=#fffff><size=26> No CD on any QTE Skills</size></color>	2	
300616	1		Special effect of the stage\n<color=#fffff><size=26> Enter the battle with energy full</size></color>	2	
300617	1		Special effect of the stage\n<color=#fffff><size=26> Enemies may randomly drop signal orbs</size></color>	2	
300618	1		Special effects of the stage\n<color=#fffff><size=26> Enemies may randomly drop energy packs</size></color>	2	
301401	1		1st time bonus reward received\n<color=#fffff><size=27> {0} waves till the next time bonus</size></color>	2	
301402	1		2nd time bonus reward received\n<color=#fffff><size=27> {0} waves till the next time bonus</size></color>	2	
301403	1		3rd time bonus reward received\n<color=#fffff><size=27> {0} waves till the next time bonus</size></color>	2	
301404	1		4th time bonus reward received\n<color=#fffff><size=27> {0} waves till the next time bonus</size></color>	2	
301405	1		Last time bonus reward received\n<color=#fffff><size=27> Defeat as many enemies as possible in the remaining time</size></color>	2	
301406	8	Time rewards obtained	({0}/5)		
301407	8	Next wave is coming soon!	Complete		
301408	8	All time rewards obtained	Tips		
301409	12	Total Damage Dealt:	{0}		
301410	12		Stage Over	2	
301411	1		1st time bonus reward received\n<color=#fffff><size=27> Deal {0} damage to the Boss to get the next time bonus</size></color>	2	
301412	1		2nd time bonus reward received\n<color=#fffff><size=27> Deal {0} damage to the Boss to get the next time bonus</size></color>	2	
301413	1		3rd time bonus reward received\n<color=#fffff><size=27> Deal {0} damage to the Boss to get the next time bonus</size></color>	2	
301414	1		4th time bonus reward received\n<color=#fffff><size=27> Deal {0} damage to the Boss to get the next time bonus</size></color>	2	
301415	1		Last time bonus reward received\n<color=#fffff><size=27> Deal as much damage as possible to the Boss in the remaining time</size></color>	2	
301416	1		Stage Over\n<color=#fffff><size=27> Total damage dealt to Boss: {0}</size></color>	2	
301417	8	Remaining time bonus received!	Tips	2	
301418	1		Unlimited Battle\n<color=#fffff><size=27> Defeat as many enemies as possible before the countdown ends</size></color>	2	
301419	1		Boss Strike! \n<color=#fffff><size=27> Deal as much damage as possible to the Boss before the countdown ends</size></color>	2	
301420	12	Damage Dealt:	{0}/100000		
301421	12	Damage Dealt:	{0}/220000		
301422	12	Damage Dealt:	{0}/400000		
301423	12	Damage Dealt:	{0}/800000		
301424	12	Damage Dealt:	{0}/1400000		
301425	8	Stage Progress	{0}/1	1	
301426	8	Stage Progress	{0}/2	1	
301427	8	Stage Progress	{0}/3	1	
301428	8	Stage Progress	{0}/4	1	
301429	8	Stage Progress	{0}/5	1	
301430	12	Waves Defeated:	{0}/2		
301431	12	Waves Defeated:	{0}/4		
301432	12	Waves Defeated:	{0}/6		
301433	12	Waves Defeated:	{0}/8		
301434	12	Waves Defeated:	{0}/10		
301435	1		Stage Over\n<color=#fffff><size=27> {0} waves completed</size></color>	2	
301436	12	Total Waves Defeated:	{0}		
301437	2		Defeat all Guards		
301438	2		Defeat the Guardian		
301439	12	Damage Dealt:	{0}/60000		
301440	12	Damage Dealt:	{0}/120000		
301441	12	Damage Dealt:	{0}/240000		
301442	12	Damage Dealt:	{0}/480000		
301443	12	Damage Dealt:	{0}/960000		
30100101	2		Dodged {0}/3	3	
30100102	2		Mission complete	3	
30100103	2		Overheated {0}/1	3	
30100104	2		Extreme Dodge {0}/2	3	
30100105	2		Extreme Dodge {0}/3	3	
30100106	2		Times of 3-Pings in Matrix state {0}/3	3	
30100107	2		Switch character once when overheats	3	
30100108	2		Trigger Extreme Dodge with a new Construct	3	
30100109	2		Release any skills {0}/5	3	
30100110	2		Release any 3-Ping skills {0}/3	3	
30100111	2		Trigger Liv's QTE skill {0}/2	3	
30100112	2		Defeat the enemies	3	
30100113	2		Defeat the enemies and fully heal the allies	3	
30100114	2		Defeat Envoy	3	
30100115	2		Defeat Envoy under Piercing Armor state	3	
30100147	2		<size=26>Trigger Liv: Laser Cluster once</size>	20	
30100148	2		<size=26>Trigger Nanami: Slash Storm once</size>	20	
30100149	2		<size=26>Trigger Lucia: Lotus Dual Blade once</size>	20	
30100150	2		Defeat Musashi IX	20	
30100151	2		Mission Goal: Achieve the target point	999	
30100152	2		Trigger Matrix Effect 1 time	999	
30100153	2		Defeat Envoy	3	
30100154	2		<size=26>Defeat the enemies with [Lotus Dual Blade]</size>	3	
30100155	7		<size=26>Trigger Liv: Laser Cluster once</size>	3	
30100156	7		<size=26>Trigger Nanami: Slash Storm once</size>	3	
30100157	7		<size=26>Trigger Lucia: Lotus Dual Blade once</size>	3	
30100158	8	<size=26>Trigger Liv: Laser Cluster once</size>	Complete	3	
30100159	8	<size=26>Trigger Nanami: Slash Storm once</size>	Complete	3	
30100160	8	<size=26>Trigger Lucia: Lotus Dual Blade once</size>	Complete	3	
30100170	2		Fight against the Shieldbearer	3	
30100171	7		Heal Lucia completely with QTE Skill	9999	
30100172	7		Defeat Piercing Armor state enemies with QTE Skill	9999	
30100173	7		Fully heal a paralyzed ally one more time	9999	
30100174	2		Check on the Construct	4	
30100175	2		Defeat Musashi VI	9999	
30100176	2		Defeat Bio-Salamander	9999	
30100177	2		Defeat the Firefighter	9999	
30100178	2		Recover Lucia's HP	9999	
30100179	2		Defeat Shieldbearer under Piercing Armor state	9999	
30100180	8	Fully recover Lucia's HP	Complete	3	
30100181	8	Defeat the enemies	Complete	3	
30100182	8	Fully heal the downed allies.	Complete	3	
30100183	2		Defeat Shieldbearer under Piercing Armor state		
30100801	7		Trigger Lotus - Dual Blades {0}/2 times	9999	
30100802	7		Trigger Laser Cluster {0}/2 times	9999	
30100803	7		Trigger EX - Slash Storm {0}/2 times	9999	
30100804	7		{0}/2 Precise Shots with Controlling Bullet active	9999	
30100805	7		Trigger Burst Mode {0}/1 time	9999	
30100806	7		Use Signature Move after gathering {0}/3 arrows	9999	
30100807	7		Trigger Fleeting Phantom {0}/1 time	9999	
30100808	7		Trigger Balancing Rhythm {0}/2 times	9999	
30100809	7		Trigger Thunder Lure with Thunder Dance {0}/5 times	9999	
30100810	7		Trigger EX Thunder Lure {0}/2 times	9999	
30100811	7		Practice: Casting the Signature to switch to Dark Form.		
30100812	7		Practice: Upon matching 3-Pings or triggering 5 Light Penalties, restore HP.		
30100813	7		Practice: Match any 3-Pings + Red Orbs to follow up with more cannon shells.		
30100814	7		Practice: At 50% Heat, receives a damage bonus.		
30100815	7		Practice: Upon casting the Signature Move, becomes Hypertune.		
30100816	7		Practice: Match 3 Blue Orbs + any 3-Pings to activate Blade Will.		
30100817	7		Release Vector Cube {0}/1 time	9999	
30100818	7		Trigger Cosmic Wave {0}/1 time	9999	
30100819	7		Match 3 Red Orbs + Blue Orbs to start Sniping.		
30100820	7		Get {0}/3 Field Supply	9999	
30100821	7		Trigger Arclight Shield {0}/2 times	9999	
30100822	7		Practice: Collect Signature points to cast Signature - Halcyonic Blossoms.		
30100823	7		Practice: Cast the Signature to enter Berserk Mode.		
30100824	7		Trigger {0}/1 complete Mass Illusion	9999	
30100825	7		Practice: Spend all Energy points to cast Wide-area Electromagnetic Cannon.		
30100826	7		Cast the Pursuit skill of each different Signal Orb once {0}/3	9999	
30100827	7		Practice: Match Pings and cast the Signature to activate Concentrated Will.		
30100116	8	Trigger Lotus - Dual Blades 2 times	Complete	3	
30100117	8	Trigger Laser Cluster 2 times	Complete	3	
30100118	8	Trigger EX - Slash Storm 2 times	Complete	3	
30100119	8	Perform Precise Shots 2 times	Complete	3	
30100120	8	Trigger Burst Mode 1 time	Complete	3	
30100121	8	Use Signature Move after gathering 3 arrows	Complete	3	
30100122	8	Trigger Fleeting Phantom 1 time	Complete	3	
30100123	8	Trigger Balancing Rhythm 2 times	Complete	3	
30100124	8	Trigger Thunder Lure 5 times	Complete	3	
30100125	8	Trigger EX-Thunder Lure 2 times	Complete	3	
30100126	8	Defeat enemies under the Dark Form	Complete	3	
30100127	8	Light Penalty to enemies 5 times	Complete	3	
30100128	8	Recover energy 3 times	Complete	3	
30100129	8	Perform healing 1 time	Complete	3	
30100130	8	Trigger Space Lord 2 times	Complete	3	
30100131	8	Trigger Thermal Armament 1 time	Complete	3	
30100132	8	Trigger Overclocking Resonance 1 time	Complete	3	
30100133	8	Enter Blade Will state 1 time	Complete	3	
30100134	8	Release Vector Cube 1 time	Complete	3	
30100135	8	Trigger Cosmic Wave 1 time	Complete	3	
30100136	8	Use /1 Critical Moment	Complete	3	
30100137	8	Get Field Supply 3 times	Complete	3	
30100138	8	Trigger Arclight Shield 2 times	Complete	3	
30100139	8	Trigger Final - Halcyonic Blossoms /1 time(s)	Complete	3	
30100140	8	Reach full stacks of Madness	Complete	3	
30100141	8	Enter the Berserk mode	Complete	3	
30100142	8	Return to the normal state	Complete	3	
30100143	8	Trigger 1 complete Mass Illusion	Complete	3	
30100144	8	Trigger wide-area electromagnetic cannon 1 time	Complete	3	
30100184	8	Trigger 1 Red Pursuit	Complete	3	
30100185	8	Trigger 1 Blue Pursuit	Complete	3	
30100186	8	Trigger 1 Yellow Pursuit	Complete	3	
30100187	8	Trigger 3 Pursuits using different methods	Complete	3	
30100188	8	Trigger Concentrated Will	Complete	3	
30100189	8	Trigger Concentrated Will once	Complete	3	
30100190	8	Trigger Concentrated Will twice	Complete	3	
11050101	2		Do not touch the firewall	3	
11050102	2		Search and rescue the Forsaken {0}/3	9999	
11050103	2		Defeat the Consciousness	3	
11050104	2		<size=28>Lure Consciousness and activate trap</size>	9999	
11050105	2		Escape from the hunt of Consciousness	3	
11050106	2		Defeat Liv's pseudo-consciousness	9999	
11050107	2		<size=26>Send the Consciousness out of the M.I.N.D.</size>	9999	
11050108	2		Race to the target point	8	
11050109	2		Reach the target destination	9999	
11050110	2		Defeat the Corrupted	9999	
11050111	2		Go to the TP Point	9999	
30030301	6				
30030302	6				
30030303	6				
30030401	6				
30030402	6				
30100203	6				
30100303	7		Defeat Envoy with [Lotus Dual Blade]	3	
30100304	7		<size=26>Trigger Liv: Laser Cluster once</size>	0	
30100305	7		Trigger Liv: Laser Cluster once	0	
30100306	7		<size=26>Trigger Lucia: Lotus Dual Blade once</size>	0	
30110101	2		Attack Narwhal's Gatling Gun		
30110102	2		Eliminate the Depth Corrupted		
30110103	2		Attack Narwhal's horn		
30110104	2		Dodge the attacks of Narwhal		
30110105	2		Tame Narwhal		
30110106	1		<size=30>Attack Narwhal's Gatling Gun with Sword Wave</size>	2	
30110107	1		<size=30>Attack Narwhal's horn to stop it from firing missiles</size>	2	
30110108	1		<size=30>Eliminate the Corrupted reappear on Narwhal</size>	2	
30110109	1		Dodge the attacks of Narwhal\nBreak the Gatling Gun	2	
30110110	1		Break Narwhal's horn\nTame Narwhal	2	
30110201	1		Defense Terminal has been broken\n<size=26>Defense machine is not working as command is not found</size>	2	
30110202	1		Break through the Corrupted!\nFix the Defense Terminal	2	
30110203	2		Defeat the Frozen Corrupted		
30110204	2		Activate the Defense Terminal		
30110205	1		Make good use of the firepower of the defense machine\nProtect it from being destroyed	2	
30110206	2		Protect the defense machine		
30110207	1		A Special Corrupted jumps out of the sea\nIt had unleashed a shockwave which paralyzed the Defense Terminal	2	
30110208	1		The Corrupted rushed in!	2	
30110209	1		Defeat the Special Corrupted before the defense machine is destroyed	2	
30110210	2		Defeat the Special Corrupted		
30110211	1		Return immediately and reboot the Defense Terminal	2	
30110212	2		Reboot the Defense Terminal		
30110213	1		Wave {0} of the Corrupted incoming	2	
30110301	2		Defeat all the Corrupted		
30110401	2		Defeat Rosetta		
30110402	1		Ascendant α met the fierce attacks from Rosetta calmly		
30110501	2		Defeat Rosetta		
30110502	1		Defeat Rosetta the betrayer!	2	
30110601	1		Ascendant α captured the movement of Gray Raven\nShe decided to take preemptive action	2	
30110602	1		Resist the incoming Depth Corrupted army!	2	
30110603	2		Defend the port		
30110604	1		Search for more Corrupted	2	
30110605	1		Resist the next wave of attack!	2	
30110606	2		Defend the port		
30110607	1		The Depth Corrupted army is invading the port	2	
30110608	2		Eliminate the remaining Corrupted and complete the defense mission		
30110609	1		You spent too much time in the port\nThe Corrupted army is incoming from all sides	2	
30110701	1		<size=30>You feel the strong fighting spirit form Lucia!</size>	2	
30110702	1		Defeat Lucia	2	
30110703	2		Suppress Lucia		
30110704	2		Destroy the Corrupted ({0}/15)		
30110705	1		The offensive has gradually slacked off	2	
30110706	2		Talk to Lucia		
30110707	2		Destroy the remaining Corrupted		
30110708	1		α started unleashing her power	2	
30110801	1		Ascendant α selected a large piece of sea ice as the place to suppress Rosetta	2	
30110802	2		Defeat Rosetta		
30090101	1		<size=32>Diana left the snow forest to track down the Frozen Corrupted</size>\n<size=27>Go deep into the ghost city</size>	2	
30090102	2		Annihilate the Corrupted		
30090103	2		Reach the target destination		
30090201	1		Early in the morning\n<size=32>Diana had been tracking all night and eventually locked the target</size>	1	
30090202	2		Intercept the target		
30090301	2		Search for clues ({0}/4)		
30090302	1		You found a small piece of parts. The low noise attracted a few of Corrupted.	2	
30090303	1		You found a large piece of parts. The loud noise attracted tons of Corrupted!	2	
30090304	1		Detected foreign objects ahead!	2	
30090305	1		<size=32>Clues search complete! Information analysis begins!</size>	2	
30090306	1		Evan is unscathed. Separate him from the Corrupted now.	2	
30090307	2		Defeat all the Corrupted		
30090308	2		Save Evan		
30090309	2		Make your rounds nearby		
30090401	1		The Corrupted has been defeated\n<size=25>Yet, Evan is still chained by its metallic skeleton</size>	2	
30090402	2		Resist the Corrupted and save Evan		
30090403	2		Cut off the metallic skeleton		
30090404	1		Corrupted incoming\nHold the perimeter and protect the target	2	
30090501	1		Final rescue starts!	2	
30090502	2		Defeat the Corrupted and save Evan		
30090503	10	Reward	X{0}	2	
30090504	8	Current Progress	{0}/1	99	
30090505	8	Current Progress	{0}/2	99	
30090506	8	Current Progress	{0}/3	99	
30090507	8	Current Progress	{0}/4	99	
30090508	8	Current Progress	{0}/6	99	
30090509	8	Enemies defeated: 	{0}		
30090510	1		Increase difficulty to Lv.{0}	1	
30090511	1		<size=50>Blossoms Three</size>\nOpening	2	
30090512	1		<size=50>A Mid-Spring Night's Dream</size>\nOpening	2	
30090513	8	Current Progress	{0}/7	99	
30090514	8	Current Progress	{0}/8	99	
30090515	8	Current Progress	{0}/5	99	
30090516	8		Hits taken {0}	5	
30090517	1		<size=50>Kowloong Metropolis</size>\nObservatory	2	
99940150	2		Find your own Corrupted	0	
99940151	2		Enjoy the battle!	0	
300307011	1		Fatal Combo!	1	
300307012	1		Scatter Laser!	1	
300307013	1		Laser Beams!	1	
300307014	1		<size=60><color=#ff5656>WARNING</color></size>	5	
10090101	2		<size=26>Investigate the device on the west side of the compartment</size>		
10090102	2		<size=26>Investigate the device on the east side of the compartment</size>		
10090103	2		Defeat the unknown devices		
10090104	1		The central wall has been opened.\n<color=#fffff><size=27>Investigate the suspicious device on the north side of the compartment.</size></color>	3	
10090201	8	Control the terminal to enter the next stage	{0}%		
10090202	2		<size=26><color=#fffff>Eliminate the Heteromers in the sync circle</color></size>		
10090203	2		Construct must stay in the sync circle		
10090204	2		Defeat the remaining Heteromers		
10090205	1		Find clues\n<color=#fffff><size=27>Investigate the suspicious device in the centre of the compartment</size></color>	3	
10090206	1		The compartment has been controlled\n<color=#fffff><size=27> Go to the target point to set up the Control Terminal</size></color>	3	
10090207	1		Setup completed\n<color=#fffff><size=27>Defend against the interfering Heteromers</size></color>	3	
10090208	8	Terminal halted!	Stopped running		
10090209	2		<size=26>Wait to take control over the compartment in the sync circle</size>		
10090210	8	Entering the next stage	Tips	2	
10090211	2		<size=26>Place the Control Terminal at the target point</size>		
10090301	2		Defeat the unknown devices		
10090302	2		Go to the next location		
10090303	2		Go to the indicated target point		
10090401	1		Hack the compartment from any level\n<color=#fffff><size=27>Hack it in a limited time</size></color>	3	
10090402	1		Hacked successfully\n<color=#fffff><size=27>You hacked it from the rectangular level</size></color>	3	
10090403	1		Hacked successfully\n<color=#fffff><size=27>You hacked it from the triangular level</size></color>	3	
10090404	1		Hacked successfully\n<color=#fffff><size=27>You hacked it from the circular level</size></color>	3	
10090405	1		Hacked from the backend\n<color=#fffff><size=27>Reinforcements of enhanced Heteromers occurred</size></color>	3	
10090406	2		<size=26>Interact with the Control Terminal to hack the compartment</size>		
10090407	2		Defeat the Heteromer reinforcements		
10090501	1		Defeat the enemies\n<color=#fffff><size=27>Try to defeat all Heteromers faster than Lucia</size></color>	3	
10090502	1		You have defeated all Heteromers first	2	
10090503	1		Lucia has defeated all Heteromers first	2	
10090504	2		Defeat all Heteromers		
10090505	1		The current area is cleared\n<color=#fffff><size=27>Moving to the next area...</size></color>	3	
10090601	2		Defeat Korolev		
10090602	2		Advance to the core ring		
10090701	2		Advance to the ring		
10090702	1		Advance to the ring\n<color=#fffff><size=27>Find a way to go to the Core Ring</size></color>	3	
10090703	2		Defeat the Heteromers in the outer ring		
10090704	2		Go near the broken edge of the ring		
10090705	1		The path is clear\n<color=#fffff><size=27>Advance to the next area</size></color>	3	
10090706	2		Interact with the Obelisk		
10090707	2		Go to the central ring		
10090708	1		The device worked\n<color=#fffff><size=27>The central ring has gone down</size></color>	3	
10090801	2		<size=26>Follow the tips of "from two to one" to interact with the Obelisk and solve the puzzle</size>		
10090802	8	From abstract to concrete	Tips		
10090803	2		<size=26>Follow the tip of "the beginning is the end" to interact with the Obelisk and solve the puzzle</size>		
10090804	2		<size=26>Follow the tip of "disarray is unity" to interact with the Obelisk and solve the puzzle</size>		
10090805	8	Hacked successfully	Tips	2	
10090806	2		Go to the indicated location		
10090807	1		Advance to the ring\n<color=#fffff><size=27>Find a way to go to the core ring</size></color>	3	
10090808	8	Success!	Tips	2	
10090809	1		Hacked successfully\n<color=#fffff><size=27>Defeat the guarding Heteromers to clear the path</size></color>	3	
10090810	1		Concreteness vanishes but abstractness exists\n<color=#fffff><size=27>As it is contrary to the tips, the Heteromers have been enhanced</size></color>	3	
10090811	2		Defeat the Heteromers called on by the defense mechanism		
10090812	2		Interact with the Obelisk		
10090813	2		Go to the inner ring		
10090814	1		The device worked\n<color=#fffff><size=27>The inner ring has gone down</size></color>	3	
10090815	1		From two to one.\n<color=#fffff><size=27>Try to solve the puzzle following the tips of Ayla.</size></color>	3	
10090816	1		From abstract to concrete.\n<color=#fffff><size=27>What do abstract and concrete represent...</size></color>	3	
10090817	1		The beginning is the end.\n<color=#fffff><size=27>Try to solve the puzzle following the tips of Ayla.</size></color>	3	
10090818	1		Disarray is unity.\n<color=#fffff><size=27>Try to solve the puzzle following the tips of Ayla</size></color>	3	
10090819	1		The puzzle is solved\n<color=#fffff><size=27>Path to the next area is open</size></color>	3	
10090820	1		The guarding Heteromers are defeated\n<color=#fffff><size=27>Path to the next area is open</size></color>	3	
10090821	1		The guarding Heteromers are defeated\n<color=#fffff><size=27>Some mechanisms of the ring activated</size></color>	3	
10090901	2		Advance to the ring		
10090902	1		Advance to the ring\n<color=#fffff><size=27>Find a way to get in touch with the core ring</size></color>	3	
10090903	2		Defeat the Heteromers on the inner ring		
10090904	2		Approach the split type Heteromer Terminal		
10090905	1		Carry the split type terminal and go forward\n<color=#fffff><size=27>Seems that it will remain in this status for a short time</size></color>	3	
10090906	2		<size=26>Carry the split type terminal to the target point</size>		
10090907	1		Keep going\n<color=#fffff><size=27>The path is open after the Obelisk is generated</size></color>	3	
10090908	2		Interact with the Obelisk		
10090909	2		Advance to the core ring		
10090910	1		The device worked\n<color=#fffff><size=27>The core ring has gone down</size></color>	3	
10090911	8	Backend Decipher Progress	{0}%	1	
10091001	2		Defeat the Hetero-Core		
10091101	2		Defeat the Hetero-Core		
10091201	2		Pursue the Hetero-Core		
301501	1		Shadow of Swords\n<color=#fffff><size=27>Round 1</size></color>	1	
301502	1		Bursting Thunder\n<color=#fffff><size=27>Round 1</size></color>	1	
301503	1		Lightning Flash\n<color=#fffff><size=27>Round 1</size></color>	1	
301504	1		Irregular Matrix\n<color=#fffff><size=27>Round 2</size></color>	1	
301505	1		Differential Cone\n<color=#fffff><size=27>Round 2</size></color>	1	
301506	1		Nonintersecting Cylinder\n<color=#fffff><size=27>Round 2</size></color>	1	
301507	1		Blade Will\n<color=#fffff><size=27>Round 3</size></color>	1	
301508	1		Resolute Garrison\n<color=#fffff><size=27>Round 3</size></color>	1	
301509	1		Iron Titan\n<color=#fffff><size=27>Round 3</size></color>	1	
301510	1		Electromagnetic Cube\n<color=#fffff><size=27>Round 4</size></color>	1	
301511	1		Wave-Particle Duality\n<color=#fffff><size=27>Round 4</size></color>	1	
301512	1		Gravity Orb\n<color=#fffff><size=27>Round 4</size></color>	1	
301513	1		Eternal Sword\n<color=#fffff><size=27>Round 5</size></color>	1	
301514	1		Blazing Edge\n<color=#fffff><size=27>Round 5</size></color>	1	
301515	1		Full-power Gear\n<color=#fffff><size=27>Round 5</size></color>	1	
301516	8	Stage Progress	{0}/1	1	
301517	8	Stage Progress	{0}/3	1	
301518	8	Stage Progress	{0}/5	1	
301519	8	Success!	Tips	2	
301520	2		Defeat the Heteromer Mimicry: Musashi IX		
301521	2		Next wave of Heteromers is coming		
301522	2		Defeat all Heteromers		
301523	2		Defeat the Heteromer Mimicry: Polar Soldier		
301524	2		Defeat the Heteromer Mimicry: Royal Guard		
301525	8	Stage Progress	{0}/2	1	
301526	2		Defeat the guards		
301527	2		Defeat the guardian of the tower		
30090411	2		Radiation Predator: First kill!		
30090412	2		Backstab is how it should be done!		
30090413	2		Speed is the key!		
300904131	1		Killed it within 15s. Got support from two Terrapods	3	
300904132	1		Killed it within 20s. Got support from one Terrapod	3	
30090414	2		Combo! Make the self-disciplined Royal guard no longer disciplined.		
300901061	1		Mouse of the Very Best	2	
300901062	1		Bull Dashing	2	
300901063	1		Two Tigers	2	
300901064	1		Vigorous Rabbit	2	
300901065	1		Descendants of the Dragon	2	
300901066	1		Snaking	2	
300903061	1		As Fast as a Horse	2	
300903062	1		Bleat	2	
300903063	1		Monkey King	2	
300903064	1		Roaster's Roar	2	
300903065	1		Single Dog	2	
300903066	1		The Three Little Pigs	2	
300903099	2		<size=32>Tiger's got some goodies for the character. Highest authority activated.</size>		
1010010101	1		<size=32>Defend against the attacks from the giant Corrupted</size>	3	
1010010102	2		Defeat the giant Corrupted		
1010010110	1		Dodge the Boss' attacks and destroy the claws.	3	
1010010111	1		Hide behind the Prism Device to avoid fatal damage	3	
1010010201	1		The sandstorm has reduced Gray Raven's visibility	2	
1010010202	1		The sandstorm ended	2	
1010010203	1		Intercept the Heterozygote to protect the train!	3	
1010010204	2		Keep pursuing		
1010010205	1		More corrupted mechanoids are spawning	2	
1010010206	2		Search around		
1010010301	1		Defeat all Corrupted	3	
1010010302	2		Defeat the Special Corrupted		
1010010303	2		Defeat all Corrupted		
1010010304	1		The Corrupted noticed us	2	
1010010305	1		The door is open	2	
1010010306	2		Go to the gate		
1010010307	8	This cabin contains secrets	Not yet found		
1010010401	1		You have distanced yourself from the Heterozygote for a while	3	
1010010402	2		Go to the rooftop		
1010010403	1		The door is locked.	1	
1010010404	2		Track the sound source		
1010010405	1		Strange sounds could be heard from the carriage	2	
1010010406	2		Clear the obstacles to continue the pursuit		
1010010407	1		The door seems to have been unlocked.	1	
1010010408	8	This cabin contains secrets	Not yet found		
1010010409	1		<size=35>The letter is ripped in half.</size>	3	
1010010501	1		Defeat the Rail Heterozygote	2	
1010010502	2		Defeat the Rail Heterozygote		
1010010601	2		Find the parts to fix the switch		
1010010602	1		The sign is glowing	2	
1010010603	1		Defeat the Corrupted	3	
1010010604	2		Eliminate the Corrupted in the station		
1010010605	2		Find the gate switch		
1010010606	2		Take the elevator to the upper floor		
1010010607	1		Find useful parts from the Corrupted remains	2	
1010010608	1		A great number of Corrupted are coming	2	
1010010609	2		Defeat all Corrupted on the 2nd floor		
1010010610	2		Use the parts you obtained		
1010010611	2		Defeat the Corrupted		
1010010612	2		Find useful parts from the Corrupted remains		
1010010613	8	Something on the stone tablet	Not checked		
1010010701	1		It seems that something has been turned on	2	
1010010702	1		<size=35>Defeat the Corrupted and go to the target location</size>	2	
1010010703	2		Obstacles cleared. Relocation completed.		
1010010704	2		Go to the balcony		
1010010801	2		Defeat all the Corrupted		
1010010802	1		Corrupted are detected behind you	2	
1010010803	2		Check the situation behind		
1010010804	1		Bianca entered boost mode	2	
1010010805	1		Bianca's boost mode ended	2	
1010010901	2		Watch out for the obstacles		
1010010902	2		Destroy the limbs of the Rail Heterozygote		
1010010903	1		Dodge to avoid taking damage	3	
1010011001	2		Close in to entice the Heterozygote to attack you		
1010011002	2		Use the prisms to reflect the laser beams		
1010011003	8		Use the prisms to reflect the laser beams		
1010011004	8	Boss timer has ended. Boss is summoning Corrupted	{0}s		
1010011005	1		Failed to unlock the prisms. The Boss has summoned the Corrupted.	3	
1010011006	2		Defeat the Corrupted summoned by the Heterozygote		
1010011007	2		Close in on the Heterozygote to destroy its fangs		
1010011008	2		Destroy the core		
1010011009	1		To Be Continued	3	
1010011010	2		Defend the date location		
1010011011	2		Go to the location specified by Luna		
1010011012	2		Defeat A'Mao		
111001001	8	Remaining time for evacuation	{0}s	1.5	
111001002	8	Success!	Tips	2	
111001003	2		Fend off the Corrupted		
111001004	1		The Corrupted are swarming in.\n<color=#fffff><size=27>Fend off the Corrupted until the evacuation is finished.</size></color>	2	
111001005	1		Continue to destroy the Corrupted.\n<color=#fffff><size=27>More Corrupted showed up.</size></color>	2	
111001006	1		The evacuation is completed.\n<color=#fffff><size=27> Mission accomplished.</size></color>	2	
111001007	1		The Corrupted attacks are slowing.\n<color=#fffff><size=27>Keep it up until the evacuation is finished.</size></color>	2	
111002001	2		Defeat the Elite Corrupted		
111002002	2		Defeat the Corrupted		
111002003	2		Defeat all the Corrupted		
111002004	1		The Elite Corrupted fell back.\n<color=#fffff><size=27>It summoned its henchmen.</size></color>	2	
111003001	2		Defeat the remaining Corrupted		
111003002	1		The Corrupted are swarming in.\n<color=#fffff><size=27>Defeat the remaining Corrupted.</size></color>	2	
111004001	2		Defeat the Corrupted		
111005001	8	Door Opening Progress	{0}%		
111005002	8	The door is open!	Tips	2	
111005003	8	The train door has stopped opening.	Tips	2	
111005004	2		Back to the carriage		
111005005	1		Open the carriage door.\n<color=#fffff><size=27>Be careful of the attack from the Corrupted.</size></color>	2	
111005006	1		No Corrupted detected.\n<color=#fffff><size=27>Focus on opening the door.</size></color>	2	
111006001	2		Defeat the Corrupted		
111006002	1		The Corrupted are swarming in.\n<color=#fffff><size=27>Protect Liv until sufficient resources are collected.</size></color>	2	
111006003	8	Zone 1 Resource Collection Progress	{0}%		
111006004	8	Zone 2 Resource Collection Progress	{0}%		
111006005	8	Zone 3 Resource Collection Progress	{0}%		
111006006	8	Zone 4 Resource Collection Progress	{0}%		
111006007	1		Collected all resources from the zone.\n<color=#fffff><size=27>Protect Liv until all resources are collected.</size></color>	2	
111006008	1		Collected all resources from the zone.\n<color=#fffff><size=27>Mission accomplished.</size></color>	2	
111006009	8	Collection completed!	Tips	2	
111006010	1		The Corrupted swarmed in.\n<color=#fffff><size=27>Protect Liv until sufficient resources are collected.</size></color>	2	
111006011	1		The Corrupted attacks are slowing.\n<color=#fffff><size=27>Keep it up until all intelligence is collected.</size></color>	2	
10110001	2		Repel the strange-looking mechanoid		
10110002	1		The has mechanoid escaped\n<color=#fffff><size=26>Activate specialized sensors to search for its trails</size></color>	2	
10110003	2		Tap to use the specialized Inver-Device to track the mechanoid		
