Id	HeadImageName	OnlinePortrait	EnergyBar[1]	EnergyBar[2]	EnergyGroupBar[1]	EnergyGroupBar[2]	SPPrefab[1]	SPPrefab[2]	Model[1]	Model[2]	AttackIconImage	DodgeIconImage	ExSkillIconImage	PartnerSkillIconImage0	PartnerSkillIconImage1	PartnerSPPrefab	AttackEffectPrefab	FightComboPrefab
120101	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR32B.prefab						R3TwobMd010011		Assets/Product/Texture/Image/UiFight/FightIcon2B.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR32B51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
120201	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3A2.prefab						R3AtwoMd010011		Assets/Product/Texture/Image/UiFight/FightIconA2.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3A251.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
120301	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR39S.prefab						R3NinesMd010011		Assets/Product/Texture/Image/UiFight/FightIcon9S.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR39S51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130101	Assets/Product/Texture/Image/Role/RoleHeadSailinna3.png	Assets/Product/Texture/Image/Role/RoleHeadSailinna.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Sailinna.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR3Sailinna.prefab		R3SailinnaMd010011		Assets/Product/Texture/Image/UiFight/FightIconCello.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130102	Assets/Product/Texture/Image/Role/RoleHeadSailinna3.png	Assets/Product/Texture/Image/Role/RoleHeadSailinna.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Sailinna1.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR3Sailinna.prefab		R3SailinnaMd010011		Assets/Product/Texture/Image/UiFight/FightIconCello.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130103	Assets/Product/Texture/Image/Role/RoleHeadSailinna3.png	Assets/Product/Texture/Image/Role/RoleHeadSailinna.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Sailinna2.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR3Sailinna.prefab		R3SailinnaMd010011		Assets/Product/Texture/Image/UiFight/FightIconCello.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130104	Assets/Product/Texture/Image/Role/RoleHeadSailinna3.png	Assets/Product/Texture/Image/Role/RoleHeadSailinna.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Sailinna3.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR3Sailinna.prefab		R3SailinnaMd010011		Assets/Product/Texture/Image/UiFight/FightIconCello.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130105	Assets/Product/Texture/Image/Role/RoleHeadSailinna3.png	Assets/Product/Texture/Image/Role/RoleHeadSailinna.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Sailinna4.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR3Sailinna.prefab		R3SailinnaMd010011		Assets/Product/Texture/Image/UiFight/FightIconCello.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130106	Assets/Product/Texture/Image/Role/RoleHeadSailinna3.png	Assets/Product/Texture/Image/Role/RoleHeadSailinna.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Sailinna.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR3Sailinna2.prefab		R3SailinnaMd010011		Assets/Product/Texture/Image/UiFight/FightIconCello.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130107	Assets/Product/Texture/Image/Role/RoleHeadSailinna3.png	Assets/Product/Texture/Image/Role/RoleHeadSailinna.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Sailinna1.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR3Sailinna2.prefab		R3SailinnaMd010011		Assets/Product/Texture/Image/UiFight/FightIconCello.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130108	Assets/Product/Texture/Image/Role/RoleHeadSailinna3.png	Assets/Product/Texture/Image/Role/RoleHeadSailinna.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Sailinna2.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR3Sailinna2.prefab		R3SailinnaMd010011		Assets/Product/Texture/Image/UiFight/FightIconCello.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130109	Assets/Product/Texture/Image/Role/RoleHeadSailinna3.png	Assets/Product/Texture/Image/Role/RoleHeadSailinna.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Sailinna3.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR3Sailinna2.prefab		R3SailinnaMd010011		Assets/Product/Texture/Image/UiFight/FightIconCello.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130110	Assets/Product/Texture/Image/Role/RoleHeadSailinna3.png	Assets/Product/Texture/Image/Role/RoleHeadSailinna.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Sailinna4.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR3Sailinna2.prefab		R3SailinnaMd010011		Assets/Product/Texture/Image/UiFight/FightIconCello.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Sailinna51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130201	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Luolan02.prefab						R2LuolanMd010011		Assets/Product/Texture/Image/UiFight/FightIconLuolan.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Luolan51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130202	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Luolan04.prefab						R2LuolanMd010021		Assets/Product/Texture/Image/UiFight/FightIconLuolan41.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Luolan51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130203	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Luolan03.prefab						R2LuolanMd010031		Assets/Product/Texture/Image/UiFight/FightIconLuolan.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Luolan51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
131201	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Luolan.prefab						R2LuolanMd010021		Assets/Product/Texture/Image/UiFight/FightIconLuolan.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Luolan51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
131202	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR1Luxiya.prefab						R2LuolanMd010021		Assets/Product/Texture/Image/UiFight/FightIconLuolan.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Luolan51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130301	Assets/Product/Texture/Image/Role/RoleHeadTwentyone3.png	Assets/Product/Texture/Image/Role/RoleHeadTwentyone.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyGroupR2Twentyone.prefab				R2TwentyoneMd010011		Assets/Product/Texture/Image/UiFight/FightIconRobot.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Twentyone51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
123201	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR1Luxiya.prefab						R4LuxiyaMd010011		Assets/Product/Texture/Image/UiFight/FightIconSword.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Luxiya51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
123202	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR1Luxiya.prefab						R4LuxiyaMd010011		Assets/Product/Texture/Image/UiFight/FightIconAssassinate.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Luxiya51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
123203	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR1Luxiya.prefab						R4LuxiyaMd010011		Assets/Product/Texture/Image/UiFight/FightSkillIconLure4.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Luxiya51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
123204	Assets/Product/Texture/Image/Role/RoleHeadluxiya3.png	Assets/Product/Texture/Image/Role/RoleHeadluxiya.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Luxiya1.prefab						R4LuxiyaMd010011		Assets/Product/Texture/Image/UiFight/FightSkillIconLure4.png	Assets/Product/Texture/Image/UiFight/FightSkillIconLure3.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Luxiya51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
103301	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3.png	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Lifu.prefab						R4LifuMd010011		Assets/Product/Texture/Image/UiFight/FightIconR4Lifu.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Lifu51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
103302	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3.png	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Lifu8Hong.prefab						R4LifuMd010011		Assets/Product/Texture/Image/UiFight/FightIconR4Lifu.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Lifu51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
103303	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3.png	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Lifu8Huang.prefab						R4LifuMd010011		Assets/Product/Texture/Image/UiFight/FightIconR4Lifu.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Lifu51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
103304	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3.png	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Lifu8Lan.prefab						R4LifuMd010011		Assets/Product/Texture/Image/UiFight/FightIconR4Lifu.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Lifu51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
103305	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu3.png	Assets/Product/Texture/Image/Role/RoleHeadR4Lifu.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Lifu12.prefab						R4LifuMd010011		Assets/Product/Texture/Image/UiFight/FightIconR4Lifu.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Lifu51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130401	Assets/Product/Texture/Image/Role/RoleHeadPulao3.png	Assets/Product/Texture/Image/Role/RoleHeadPulaonew.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Pulao.prefab						R2PulaoMd010011		Assets/Product/Texture/Image/UiFight/FightIconPulao.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Pulao51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	Assets/Product/Ui/UiFightPrefab/FightComboPulao.prefab
130501	Assets/Product/Texture/Image/Role/RoleHeadHakama3.png	Assets/Product/Texture/Image/Role/RoleHeadHakamanew.png	Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Hakama.prefab				Assets/Product/Ui/UiFightPrefab/SP/SPR2Hakama.prefab		R2HakamaMd010011		Assets/Product/Texture/Image/UiFight/FightIconR2Hakama.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Hakama51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
105401	Assets/Product/Texture/Image/Role/RoleHeadYongyechao5SS.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao5SS.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Yongyechao1.prefab				R4YongyechaobotMd010021		Assets/Product/Texture/Image/UiFight/FightIconR4Yongyechao.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Yongyechao51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	Assets/Product/Ui/UiFightPrefab/FightComboPulao.prefab
105402	Assets/Product/Texture/Image/Role/RoleHeadYongyechao5SS.png	Assets/Product/Texture/Image/Role/RoleHeadYongyechao5SS.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Yongyechao1.prefab				R4YongyechaobotMd010021		Assets/Product/Texture/Image/UiFight/FightIconR4YongyechaoB.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Yongyechao51B.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	Assets/Product/Ui/UiFightPrefab/FightComboPulao.prefab
102701	Assets/Product/Texture/Image/Role/RoleHeadKalie3.png	Assets/Product/Texture/Image/Role/RoleHeadKalie.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Kalienina.prefab				R2KalieninaMd010011		Assets/Product/Texture/Image/UiFight/FightIconR4Kalienina.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Kalienina51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
102702	Assets/Product/Texture/Image/Role/RoleHeadKalie3.png	Assets/Product/Texture/Image/Role/RoleHeadKalie.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Kalienina.prefab				R2KalieninaMd010011		Assets/Product/Texture/Image/UiFight/FightIconR4KalieninaB.png	Assets/Product/Texture/Image/UiFight/FightIconR4KalieninaDoge.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Kalienina51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
130601	Assets/Product/Texture/Image/Role/RoleHeadNuoan3.png	Assets/Product/Texture/Image/Role/RoleHeadWanshi.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Nuoan1.prefab				R2NuoanMd010011		Assets/Product/Texture/Image/UiFight/FightIconR2Nuoan.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Nuoan51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
102401	Assets/Product/Texture/Image/Role/RoleHeadR4Bianka3.png	Assets/Product/Texture/Image/Role/RoleHeadR4Bianka.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Bianka.prefab				R4BiankaMd010031		Assets/Product/Texture/Image/UiFight/FightIconR4Bianka.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Bianka51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
102402	Assets/Product/Texture/Image/Role/RoleHeadR4Bianka3.png	Assets/Product/Texture/Image/Role/RoleHeadR4Bianka.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR4Bianka.prefab				R4BiankaMd010031		Assets/Product/Texture/Image/UiFight/FightIconR4BiankaB.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Bianka51B.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
900000			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Sufeiya.prefab								Assets/Product/Texture/Image/UiFight/FightIconGun.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Sufeiya51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
900001			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR2Sufeiya.prefab								Assets/Product/Texture/Image/UiFight/FightIconGun.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR2Sufeiya51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
111201	Assets/Product/Texture/Image/Role/RoleHeadKalie3SS.png	Assets/Product/Texture/Image/Role/RoleHeadKalieSS.png			Assets/Product/Ui/UiFightPrefab/EnergyBar/EnergyR3Kuluomu.prefab						Assets/Product/Texture/Image/UiFight/FightIconGunblade.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR3Kuluomu51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
410101														Assets/Product/Texture/Image/UiFight/FightSkillIconPet2Niu0.png	Assets/Product/Texture/Image/UiFight/FightSkillIconPet2Niu1.png	Assets/Product/Ui/UiFightPrefab/SP/SPPetBai.prefab	Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
410201														Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Xiao0.png	Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Xiao1.png	Assets/Product/Ui/UiFightPrefab/SP/SPPetBai.prefab	Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
410301														Assets/Product/Texture/Image/UiFight/FightSkillIconPet3He0.png	Assets/Product/Texture/Image/UiFight/FightSkillIconPet3He1.png	Assets/Product/Ui/UiFightPrefab/SP/SPPetBai.prefab	Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
410401														Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Ma0.png	Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Ma1.png	Assets/Product/Ui/UiFightPrefab/SP/SPPetBai.prefab	Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
410501														Assets/Product/Texture/Image/UiFight/FightSkillIconPet2Bei0.png	Assets/Product/Texture/Image/UiFight/FightSkillIconPet2Bei1.png	Assets/Product/Ui/UiFightPrefab/SP/SPPetBai.prefab	Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
410601														Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Mao0.png	Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Mao1.png	Assets/Product/Ui/UiFightPrefab/SP/SPPetBai.prefab	Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
410701														Assets/Product/Texture/Image/UiFight/FightSkillIconPet2Yang0.png	Assets/Product/Texture/Image/UiFight/FightSkillIconPet2Yang1.png	Assets/Product/Ui/UiFightPrefab/SP/SPPetBai.prefab	Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
410801														Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Ying0.png	Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Ying1.png	Assets/Product/Ui/UiFightPrefab/SP/SPPetBai.prefab	Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
410901														Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Ciwei0.png	Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Ciwei1.png	Assets/Product/Ui/UiFightPrefab/SP/SPPetBai.prefab	Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
411001														Assets/Product/Texture/Image/UiFight/FightSkillIconPet3HuB0.png	Assets/Product/Texture/Image/UiFight/FightSkillIconPet3HuB1.png	Assets/Product/Ui/UiFightPrefab/SP/SPPetBai.prefab	Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
411101														Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Tu0.png	Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Tu1.png	Assets/Product/Ui/UiFightPrefab/SP/SPPetBai.prefab	Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
411201														Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Yu0.png	Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Yu1.png	Assets/Product/Ui/UiFightPrefab/SP/SPPetBai.prefab	Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
411301														Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Quan0.png	Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Quan1.png	Assets/Product/Ui/UiFightPrefab/SP/SPPetBai.prefab	Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
411401														Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Wuzei0.png	Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Wuzei1.png	Assets/Product/Ui/UiFightPrefab/SP/SPPetBai.prefab	Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
411501														Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Motor0.png	Assets/Product/Texture/Image/UiFight/FightSkillIconPet3Motor1.png	Assets/Product/Ui/UiFightPrefab/SP/SPPetBai.prefab	Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
4705	Assets/Product/Texture/Image/Role/RoleHeadLifu3.png	Assets/Product/Texture/Image/Role/RoleHeadLifu.png							R1LifuMd010013		Assets/Product/Texture/Image/UiFight/FightIconFloat.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR1Lifu51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
131101	Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3.png	Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna.png							R4SailinnaMd010011		Assets/Product/Texture/Image/UiFight/FightIconR4Sailinna.png	Assets/Product/Texture/Image/UiFight/FightIconDoge1.png	Assets/Product/Texture/Image/UiFight/FightSkillIconR4Sailinna51.png				Assets/Product/Effect/Prefab/FxUi/FxUiZhandou/FxUiDaZhao.prefab	
