Id	CharacterId	CharacterLevel	CharacterQuality	CharacterStar	CharacterGrade	SkillLevel	EnhanceSkillLevel	RemoveSkillId[1]	RemoveSkillId[2]	RemoveSkillId[3]	RemoveSkillId[4]	RemoveSkillId[5]	RemoveSkillId[6]	RemoveSkillId[7]	RemoveSkillId[8]	RemoveSkillId[9]	FashionId	UseFashionId	WeaponId	WeaponLevel	WeaponBeakThrough	WeaponFashion	WeaponResonance	WeaponResonanceType	WaferId[1]	WaferLevel[1]	WaferBreakThrough[1]	WaferAwakeCount[1]	WaferResonance[1]	WaferResonanceType[1]	WaferId[2]	WaferLevel[2]	WaferBreakThrough[2]	WaferAwakeCount[2]	WaferResonance[2]	WaferResonanceType[2]	WaferId[3]	WaferLevel[3]	WaferBreakThrough[3]	WaferAwakeCount[3]	WaferResonance[3]	WaferResonanceType[3]	WaferId[4]	WaferLevel[4]	WaferBreakThrough[4]	WaferAwakeCount[4]	WaferResonance[4]	WaferResonanceType[4]	WaferId[5]	WaferLevel[5]	WaferBreakThrough[5]	WaferAwakeCount[5]	WaferResonance[5]	WaferResonanceType[5]	WaferId[6]	WaferLevel[6]	WaferBreakThrough[6]	WaferAwakeCount[6]	WaferResonance[6]	WaferResonanceType[6]	ShowAbility	LiberateLv	RobotPartnerId	RebuildNpcId
21122	1011003	110	5	0	11	15	1			101326							6110303	1	2016002	40	3		500	3	3016014	45	4	2	33|101321	1|2	3026014	45	4	2	33|101321	1|2	3036014	45	4	0	33|101321	1|2	3046014	45	4	0	33	1	3056004	45	4	0			3066004	45	4	0						
21123	1011003	115	5	0	12	15	1			101326							6110303	1	2016002	40	3		500|102	3|3	3016014	45	4	2	33|101321	1|2	3026014	45	4	2	33|101321	1|2	3036014	45	4	1	33|101321	1|2	3046014	45	4	0	33|101321	1|2	3056004	45	4	0			3066004	45	4	0						
21124	1011003	120	5	0	12	16	1			101326							6110303	1	2016002	40	3		500|102	3|3	3016014	45	4	2	33|101321	1|2	3026014	45	4	2	33|101321	1|2	3036014	45	4	2	33|101321	1|2	3046014	45	4	0	33|101321	1|2	3056004	45	4	0	33	1	3066004	45	4	0						
21125	1011003	125	5	0	13	17	1			101326							6110303	1	2016002	45	4		500|102	3|3	3016014	45	4	2	33|101321	1|2	3026014	45	4	2	33|101321	1|2	3036014	45	4	2	33|101321	1|2	3046014	45	4	2	33|101321	1|2	3056004	45	4	0	33|101321	1|2	3066004	45	4	0						
21126	1011003	130	5	0	13	17	1			101326							6110303	1	2016002	45	4		500|102|103	3|3|3	3016014	45	4	2	33|101321	1|2	3026014	45	4	2	33|101321	1|2	3036014	45	4	2	33|101321	1|2	3046014	45	4	2	33|101321	1|2	3056004	45	4	2	33|101321	1|2	3066004	45	4	0	33	1				
21127	1011003	135	6	0	14	18	1										6110304	1	2016002	45	4		500|102|103	3|3|3	3016014	45	4	2	33|101321	1|2	3026014	45	4	2	33|101321	1|2	3036014	45	4	2	33|101321	1|2	3046014	45	4	2	33|101321	1|2	3056004	45	4	2	33|101321	1|2	3066004	45	4	2	33|101321	1|2				
21201	1031003	5	3	0	1	1	1	103324	103325	103326	103327						6310301	1	2034001	5	0				3016014	5	0	0			3026014	5	0	0			3036014	5	0	0			3046014	5	0	0			3056004	5	0	0			3066004	5	0	0						
21202	1031003	10	3	0	1	1	1	103324	103325	103326	103327						6310301	1	2034001	5	0				3016014	5	0	0			3026014	5	0	0			3036014	5	0	0			3046014	5	0	0			3056004	5	0	0			3066004	5	0	0						
21203	1031003	15	3	0	2	2	1	103324	103325	103326	103327						6310301	1	2034001	5	0				3016014	10	0	0			3026014	10	0	0			3036014	10	0	0			3046014	10	0	0			3056004	10	0	0			3066004	10	0	0						
21204	1031003	20	3	0	2	3	1	103324	103325	103326	103327						6310301	1	2034001	10	0				3016014	10	0	0			3026014	10	0	0			3036014	10	0	0			3046014	10	0	0			3056004	10	0	0			3066004	10	0	0						
21205	1031003	25	3	0	3	3	1	103324	103325	103326	103327						6310301	1	2034001	10	0				3016014	15	0	0			3026014	15	0	0			3036014	15	0	0			3046014	15	0	0			3056004	15	0	0			3066004	15	0	0						
21206	1031003	30	3	0	3	4	1	103324	103325	103326	103327						6310301	1	2034001	10	0				3016014	15	0	0			3026014	15	0	0			3036014	15	0	0			3046014	15	0	0			3056004	15	0	0			3066004	15	0	0						
21207	1031003	35	3	0	4	5	1	103324	103325	103326	103327						6310301	1	2034001	15	0				3016014	20	0	0			3026014	20	0	0			3036014	20	0	0			3046014	20	0	0			3056004	20	0	0			3066004	20	0	0						
21208	1031003	40	3	0	4	5	1	103324	103325	103326	103327						6310301	1	2034001	15	0				3016014	20	0	0			3026014	20	0	0			3036014	20	0	0			3046014	20	0	0			3056004	20	0	0			3066004	20	0	0						
21209	1031003	45	4	0	5	6	1		103325	103326	103327						6310302	1	2035001	15	0				3016014	25	0	0			3026014	25	0	0			3036014	25	0	0			3046014	25	0	0			3056004	25	0	0			3066004	25	0	0						
21210	1031003	50	4	0	5	7	1		103325	103326	103327						6310302	1	2035001	20	0				3016014	25	0	0			3026014	25	0	0			3036014	25	0	0			3046014	25	0	0			3056004	25	0	0			3066004	25	0	0						
21211	1031003	55	4	0	6	7	1		103325	103326	103327						6310302	1	2035001	20	0		20	1	3016014	30	1	0	33	1	3026014	30	1	0			3036014	30	1	0			3046014	30	1	0			3056004	30	1	0			3066004	30	1	0						
21212	1031003	60	4	0	6	8	1		103325	103326	103327						6310302	1	2035001	20	0		20	1	3016014	30	1	0	33	1	3026014	30	1	0			3036014	30	1	0			3046014	30	1	0			3056004	30	1	0			3066004	30	1	0						
21213	1031003	65	4	0	7	9	1		103325	103326	103327						6310302	1	2035001	25	0		20|22	1|1	3016014	35	2	0	33|103321	1|2	3026014	35	2	0			3036014	35	2	0			3046014	35	2	0			3056004	35	2	0			3066004	35	2	0						
21214	1031003	70	4	0	7	9	1		103325	103326	103327						6310302	1	2035001	25	0		20|22	1|1	3016014	35	2	0	33|103321	1|2	3026014	35	2	0			3036014	35	2	0			3046014	35	2	0			3056004	35	2	0			3066004	35	2	0						
21215	1031003	75	4	0	8	10	1		103325	103326	103327						6310302	1	2035001	25	0		20|22|24	1|1|1	3016014	40	3	0	33|103321	1|2	3026014	40	3	0	33	1	3036014	40	3	0			3046014	40	3	0			3056004	40	3	0			3066004	40	3	0						
21216	1031003	80	4	0	8	11	1		103325	103326	103327						6310302	1	2035001	30	1		20|22|24	1|1|1	3016014	40	3	0	33|103321	1|2	3026014	40	3	0	33	1	3036014	40	3	0			3046014	40	3	0			3056004	40	3	0			3066004	40	3	0						
21217	1031003	85	4	0	9	11	1		103325	103326	103327						6310302	1	2035001	30	1		20|22|24	1|1|1	3016014	45	4	0	33|103321	1|2	3026014	45	4	0	33|103321	1|2	3036014	45	4	0			3046014	45	4	0			3056004	45	4	0			3066004	45	4	0						
21218	1031003	90	5	0	9	12	1			103326							6310303	1	2036003	30	1				3016014	45	4	0	33|103321	1|2	3026014	45	4	0	33|103321	1|2	3036014	45	4	0			3046014	45	4	0			3056004	45	4	0			3066004	45	4	0						
21219	1031003	95	5	0	10	13	1			103326							6310303	1	2036003	35	2				3016014	45	4	1	33|103321	1|2	3026014	45	4	0	33|103321	1|2	3036014	45	4	0	33	1	3046014	45	4	0			3056004	45	4	0			3066004	45	4	0						
21220	1031003	100	5	0	10	13	1			103326							6310303	1	2036003	35	2		501	3	3016014	45	4	2	33|103321	1|2	3026014	45	4	0	33|103321	1|2	3036014	45	4	0	33	1	3046014	45	4	0			3056004	45	4	0			3066004	45	4	0						
21221	1031003	105	5	0	11	14	1			103326							6310303	1	2036003	35	2		501	3	3016014	45	4	2	33|103321	1|2	3026014	45	4	1	33|103321	1|2	3036014	45	4	0	33|103321	1|2	3046014	45	4	0			3056004	45	4	0			3066004	45	4	0						
21222	1031003	110	5	0	11	15	1			103326							6310303	1	2036003	40	3		501	3	3016014	45	4	2	33|103321	1|2	3026014	45	4	2	33|103321	1|2	3036014	45	4	0	33|103321	1|2	3046014	45	4	0	33	1	3056004	45	4	0			3066004	45	4	0						
21223	1031003	115	5	0	12	15	1			103326							6310303	1	2036003	40	3		501|504	3|3	3016014	45	4	2	33|103321	1|2	3026014	45	4	2	33|103321	1|2	3036014	45	4	1	33|103321	1|2	3046014	45	4	0	33|103321	1|2	3056004	45	4	0			3066004	45	4	0						
21224	1031003	120	5	0	12	16	1			103326							6310303	1	2036003	40	3		501|504	3|3	3016014	45	4	2	33|103321	1|2	3026014	45	4	2	33|103321	1|2	3036014	45	4	2	33|103321	1|2	3046014	45	4	0	33|103321	1|2	3056004	45	4	0	33	1	3066004	45	4	0						
21225	1031003	125	5	0	13	17	1			103326							6310303	1	2036003	45	4		501|504	3|3	3016014	45	4	2	33|103321	1|2	3026014	45	4	2	33|103321	1|2	3036014	45	4	2	33|103321	1|2	3046014	45	4	2	33|103321	1|2	3056004	45	4	0	33|103321	1|2	3066004	45	4	0						
21226	1031003	130	5	0	13	17	1			103326							6310303	1	2036003	45	4		501|504|502	3|3|3	3016014	45	4	2	33|103321	1|2	3026014	45	4	2	33|103321	1|2	3036014	45	4	2	33|103321	1|2	3046014	45	4	2	33|103321	1|2	3056004	45	4	2	33|103321	1|2	3066004	45	4	0	33	1				
21227	1031003	135	6	0	14	18	1										6310304	1	2036003	45	4		501|504|502	3|3|3	3016014	45	4	2	33|103321	1|2	3026014	45	4	2	33|103321	1|2	3036014	45	4	2	33|103321	1|2	3046014	45	4	2	33|103321	1|2	3056004	45	4	2	33|103321	1|2	3066004	45	4	2	33|103321	1|2				
21301	1061003	5	3	0	1	1	1	106324	106325	106326	106327						6610301	1	2064001	5	0				3016005	5	0	0			3026005	5	0	0			3036005	5	0	0			3046005	5	0	0			3056009	5	0	0			3066009	5	0	0						
21302	1061003	10	3	0	1	1	1	106324	106325	106326	106327						6610301	1	2064001	5	0				3016005	5	0	0			3026005	5	0	0			3036005	5	0	0			3046005	5	0	0			3056009	5	0	0			3066009	5	0	0						
21303	1061003	15	3	0	2	2	1	106324	106325	106326	106327						6610301	1	2064001	5	0				3016005	10	0	0			3026005	10	0	0			3036005	10	0	0			3046005	10	0	0			3056009	10	0	0			3066009	10	0	0						
21304	1061003	20	3	0	2	3	1	106324	106325	106326	106327						6610301	1	2064001	10	0				3016005	10	0	0			3026005	10	0	0			3036005	10	0	0			3046005	10	0	0			3056009	10	0	0			3066009	10	0	0						
21305	1061003	25	3	0	3	3	1	106324	106325	106326	106327						6610301	1	2064001	10	0				3016005	15	0	0			3026005	15	0	0			3036005	15	0	0			3046005	15	0	0			3056009	15	0	0			3066009	15	0	0						
21306	1061003	30	3	0	3	4	1	106324	106325	106326	106327						6610301	1	2064001	10	0				3016005	15	0	0			3026005	15	0	0			3036005	15	0	0			3046005	15	0	0			3056009	15	0	0			3066009	15	0	0						
21307	1061003	35	3	0	4	5	1	106324	106325	106326	106327						6610301	1	2064001	15	0				3016005	20	0	0			3026005	20	0	0			3036005	20	0	0			3046005	20	0	0			3056009	20	0	0			3066009	20	0	0						
21308	1061003	40	3	0	4	5	1	106324	106325	106326	106327						6610301	1	2064001	15	0				3016005	20	0	0			3026005	20	0	0			3036005	20	0	0			3046005	20	0	0			3056009	20	0	0			3066009	20	0	0						
21309	1061003	45	4	0	5	6	1		106325	106326	106327						6610302	1	2065001	15	0				3016005	25	0	0			3026005	25	0	0			3036005	25	0	0			3046005	25	0	0			3056009	25	0	0			3066009	25	0	0						
21310	1061003	50	4	0	5	7	1		106325	106326	106327						6610302	1	2065001	20	0				3016005	25	0	0			3026005	25	0	0			3036005	25	0	0			3046005	25	0	0			3056009	25	0	0			3066009	25	0	0						
21311	1061003	55	4	0	6	7	1		106325	106326	106327						6610302	1	2065001	20	0		20	1	3016005	30	1	0	30	1	3026005	30	1	0			3036005	30	1	0			3046005	30	1	0			3056009	30	1	0			3066009	30	1	0						
21312	1061003	60	4	0	6	8	1		106325	106326	106327						6610302	1	2065001	20	0		20	1	3016005	30	1	0	30	1	3026005	30	1	0			3036005	30	1	0			3046005	30	1	0			3056009	30	1	0			3066009	30	1	0						
21313	1061003	65	4	0	7	9	1		106325	106326	106327						6610302	1	2065001	25	0		20|22	1|1	3016005	35	2	0	30|106323	1|2	3026005	35	2	0			3036005	35	2	0			3046005	35	2	0			3056009	35	2	0			3066009	35	2	0						
21314	1061003	70	4	0	7	9	1		106325	106326	106327						6610302	1	2065001	25	0		20|22	1|1	3016005	35	2	0	30|106323	1|2	3026005	35	2	0			3036005	35	2	0			3046005	35	2	0			3056009	35	2	0			3066009	35	2	0						
21315	1061003	75	4	0	8	10	1		106325	106326	106327						6610302	1	2065001	25	0		20|22|24	1|1|1	3016005	40	3	0	30|106323	1|2	3026005	40	3	0	30	1	3036005	40	3	0			3046005	40	3	0			3056009	40	3	0			3066009	40	3	0						
21316	1061003	80	4	0	8	11	1		106325	106326	106327						6610302	1	2065001	30	1		20|22|24	1|1|1	3016005	40	3	0	30|106323	1|2	3026005	40	3	0	30	1	3036005	40	3	0			3046005	40	3	0			3056009	40	3	0			3066009	40	3	0						
21317	1061003	85	4	0	9	11	1		106325	106326	106327						6610302	1	2065001	30	1		20|22|24	1|1|1	3016005	45	4	0	30|106323	1|2	3026005	45	4	0	30|106323	1|2	3036005	45	4	0			3046005	45	4	0			3056009	45	4	0			3066009	45	4	0						
21318	1061003	90	5	0	9	12	1			106326							6610303	1	2066002	30	1				3016005	45	4	0	30|106323	1|2	3026005	45	4	0	30|106323	1|2	3036005	45	4	0			3046005	45	4	0			3056009	45	4	0			3066009	45	4	0						
21319	1061003	95	5	0	10	13	1			106326							6610303	1	2066002	35	2				3016005	45	4	1	30|106323	1|2	3026005	45	4	0	30|106323	1|2	3036005	45	4	0	30	1	3046005	45	4	0			3056009	45	4	0			3066009	45	4	0						
21320	1061003	100	5	0	10	13	1			106326							6610303	1	2066002	35	2		511	3	3016005	45	4	2	30|106323	1|2	3026005	45	4	0	30|106323	1|2	3036005	45	4	0	30	1	3046005	45	4	0			3056009	45	4	0			3066009	45	4	0						
21321	1061003	105	5	0	11	14	1			106326							6610303	1	2066002	35	2		511	3	3016005	45	4	2	30|106323	1|2	3026005	45	4	1	30|106323	1|2	3036005	45	4	0	30|106323	1|2	3046005	45	4	0			3056009	45	4	0			3066009	45	4	0						
21322	1061003	110	5	0	11	15	1			106326							6610303	1	2066002	40	3		511	3	3016005	45	4	2	30|106323	1|2	3026005	45	4	2	30|106323	1|2	3036005	45	4	0	30|106323	1|2	3046005	45	4	0	30	1	3056009	45	4	0			3066009	45	4	0						
21323	1061003	115	5	0	12	15	1			106326							6610303	1	2066002	40	3		511|102	3|3	3016005	45	4	2	30|106323	1|2	3026005	45	4	2	30|106323	1|2	3036005	45	4	1	30|106323	1|2	3046005	45	4	0	30|106323	1|2	3056009	45	4	0			3066009	45	4	0						
21324	1061003	120	5	0	12	16	1			106326							6610303	1	2066002	40	3		511|102	3|3	3016005	45	4	2	30|106323	1|2	3026005	45	4	2	30|106323	1|2	3036005	45	4	2	30|106323	1|2	3046005	45	4	0	30|106323	1|2	3056009	45	4	0	30	1	3066009	45	4	0						
21325	1061003	125	5	0	13	17	1			106326							6610303	1	2066002	45	4		511|102	3|3	3016005	45	4	2	30|106323	1|2	3026005	45	4	2	30|106323	1|2	3036005	45	4	2	30|106323	1|2	3046005	45	4	2	30|106323	1|2	3056009	45	4	0	30|106323	1|2	3066009	45	4	0						
21326	1061003	130	5	0	13	17	1			106326							6610303	1	2066002	45	4		511|102|103	3|3|3	3016005	45	4	2	30|106323	1|2	3026005	45	4	2	30|106323	1|2	3036005	45	4	2	30|106323	1|2	3046005	45	4	2	30|106323	1|2	3056009	45	4	2	30|106323	1|2	3066009	45	4	0	30	1				
21327	1061003	135	6	0	14	18	1										6610304	1	2066002	45	4		511|102|103	3|3|3	3016005	45	4	2	30|106323	1|2	3026005	45	4	2	30|106323	1|2	3036005	45	4	2	30|106323	1|2	3046005	45	4	2	30|106323	1|2	3056009	45	4	2	30|106323	1|2	3066009	45	4	2	30|106323	1|2				
21401	1071003	5	3	0	1	1	1	107324	107325	107326	107327						6710301	1	2074001	5	0				3016002	5	0	0			3026002	5	0	0			3036002	5	0	0			3046002	5	0	0			3056006	5	0	0			3066006	5	0	0						
21402	1071003	10	3	0	1	1	1	107324	107325	107326	107327						6710301	1	2074001	5	0				3016002	5	0	0			3026002	5	0	0			3036002	5	0	0			3046002	5	0	0			3056006	5	0	0			3066006	5	0	0						
21403	1071003	15	3	0	2	2	1	107324	107325	107326	107327						6710301	1	2074001	5	0				3016002	10	0	0			3026002	10	0	0			3036002	10	0	0			3046002	10	0	0			3056006	10	0	0			3066006	10	0	0						
21404	1071003	20	3	0	2	3	1	107324	107325	107326	107327						6710301	1	2074001	10	0				3016002	10	0	0			3026002	10	0	0			3036002	10	0	0			3046002	10	0	0			3056006	10	0	0			3066006	10	0	0						
21405	1071003	25	3	0	3	3	1	107324	107325	107326	107327						6710301	1	2074001	10	0				3016002	15	0	0			3026002	15	0	0			3036002	15	0	0			3046002	15	0	0			3056006	15	0	0			3066006	15	0	0						
21406	1071003	30	3	0	3	4	1	107324	107325	107326	107327						6710301	1	2074001	10	0				3016002	15	0	0			3026002	15	0	0			3036002	15	0	0			3046002	15	0	0			3056006	15	0	0			3066006	15	0	0						
21407	1071003	35	3	0	4	5	1	107324	107325	107326	107327						6710301	1	2074001	15	0				3016002	20	0	0			3026002	20	0	0			3036002	20	0	0			3046002	20	0	0			3056006	20	0	0			3066006	20	0	0						
21408	1071003	40	3	0	4	5	1	107324	107325	107326	107327						6710301	1	2074001	15	0				3016002	20	0	0			3026002	20	0	0			3036002	20	0	0			3046002	20	0	0			3056006	20	0	0			3066006	20	0	0						
21409	1071003	45	4	0	5	6	1		107325	107326	107327						6710302	1	2075001	15	0				3016002	25	0	0			3026002	25	0	0			3036002	25	0	0			3046002	25	0	0			3056006	25	0	0			3066006	25	0	0						
21410	1071003	50	4	0	5	7	1		107325	107326	107327						6710302	1	2075001	20	0				3016002	25	0	0			3026002	25	0	0			3036002	25	0	0			3046002	25	0	0			3056006	25	0	0			3066006	25	0	0						
21411	1071003	55	4	0	6	7	1		107325	107326	107327						6710302	1	2075001	20	0		20	1	3016002	30	1	0	30	1	3026002	30	1	0			3036002	30	1	0			3046002	30	1	0			3056006	30	1	0			3066006	30	1	0						
21412	1071003	60	4	0	6	8	1		107325	107326	107327						6710302	1	2075001	20	0		20	1	3016002	30	1	0	30	1	3026002	30	1	0			3036002	30	1	0			3046002	30	1	0			3056006	30	1	0			3066006	30	1	0						
21413	1071003	65	4	0	7	9	1		107325	107326	107327						6710302	1	2075001	25	0		20|22	1|1	3016002	35	2	0	30|107317	1|2	3026002	35	2	0			3036002	35	2	0			3046002	35	2	0			3056006	35	2	0			3066006	35	2	0						
21414	1071003	70	4	0	7	9	1		107325	107326	107327						6710302	1	2075001	25	0		20|22	1|1	3016002	35	2	0	30|107317	1|2	3026002	35	2	0			3036002	35	2	0			3046002	35	2	0			3056006	35	2	0			3066006	35	2	0						
21415	1071003	75	4	0	8	10	1		107325	107326	107327						6710302	1	2075001	25	0		20|22|24	1|1|1	3016002	40	3	0	30|107317	1|2	3026002	40	3	0	30	1	3036002	40	3	0			3046002	40	3	0			3056006	40	3	0			3066006	40	3	0						
21416	1071003	80	4	0	8	11	1		107325	107326	107327						6710302	1	2075001	30	1		20|22|24	1|1|1	3016002	40	3	0	30|107317	1|2	3026002	40	3	0	30	1	3036002	40	3	0			3046002	40	3	0			3056006	40	3	0			3066006	40	3	0						
21417	1071003	85	4	0	9	11	1		107325	107326	107327						6710302	1	2075001	30	1		20|22|24	1|1|1	3016002	45	4	0	30|107317	1|2	3026002	45	4	0	30|107317	1|2	3036002	45	4	0			3046002	45	4	0			3056006	45	4	0			3066006	45	4	0						
21418	1071003	90	5	0	9	12	1			107326							6710303	1	2076002	30	1				3016002	45	4	0	30|107317	1|2	3026002	45	4	0	30|107317	1|2	3036002	45	4	0			3046002	45	4	0			3056006	45	4	0			3066006	45	4	0						
21419	1071003	95	5	0	10	13	1			107326							6710303	1	2076002	35	2				3016002	45	4	1	30|107317	1|2	3026002	45	4	0	30|107317	1|2	3036002	45	4	0	30	1	3046002	45	4	0			3056006	45	4	0			3066006	45	4	0						
21420	1071003	100	5	0	10	13	1			107326							6710303	1	2076002	35	2		500	3	3016002	45	4	2	30|107317	1|2	3026002	45	4	0	30|107317	1|2	3036002	45	4	0	30	1	3046002	45	4	0			3056006	45	4	0			3066006	45	4	0						
21421	1071003	105	5	0	11	14	1			107326							6710303	1	2076002	35	2		500	3	3016002	45	4	2	30|107317	1|2	3026002	45	4	1	30|107317	1|2	3036002	45	4	0	30|107317	1|2	3046002	45	4	0			3056006	45	4	0			3066006	45	4	0						
21422	1071003	110	5	0	11	15	1			107326							6710303	1	2076002	40	3		500	3	3016002	45	4	2	30|107317	1|2	3026002	45	4	2	30|107317	1|2	3036002	45	4	0	30|107317	1|2	3046002	45	4	0	30	1	3056006	45	4	0			3066006	45	4	0						
21423	1071003	115	5	0	12	15	1			107326							6710303	1	2076002	40	3		500|102	3|3	3016002	45	4	2	30|107317	1|2	3026002	45	4	2	30|107317	1|2	3036002	45	4	1	30|107317	1|2	3046002	45	4	0	30|107317	1|2	3056006	45	4	0			3066006	45	4	0						
21424	1071003	120	5	0	12	16	1			107326							6710303	1	2076002	40	3		500|102	3|3	3016002	45	4	2	30|107317	1|2	3026002	45	4	2	30|107317	1|2	3036002	45	4	2	30|107317	1|2	3046002	45	4	0	30|107317	1|2	3056006	45	4	0	30	1	3066006	45	4	0						
21425	1071003	125	5	0	13	17	1			107326							6710303	1	2076002	45	4		500|102	3|3	3016002	45	4	2	30|107317	1|2	3026002	45	4	2	30|107317	1|2	3036002	45	4	2	30|107317	1|2	3046002	45	4	2	30|107317	1|2	3056006	45	4	0	30|107317	1|2	3066006	45	4	0						
21426	1071003	130	5	0	13	17	1			107326							6710303	1	2076002	45	4		500|102|103	3|3|3	3016002	45	4	2	30|107317	1|2	3026002	45	4	2	30|107317	1|2	3036002	45	4	2	30|107317	1|2	3046002	45	4	2	30|107317	1|2	3056006	45	4	2	30|107317	1|2	3066006	45	4	0	30	1				
21427	1071003	135	6	0	14	18	1										6710304	1	2076002	45	4		500|102|103	3|3|3	3016002	45	4	2	30|107317	1|2	3026002	45	4	2	30|107317	1|2	3036002	45	4	2	30|107317	1|2	3046002	45	4	2	30|107317	1|2	3056006	45	4	2	30|107317	1|2	3066006	45	4	2	30|107317	1|2				
21501	1051003	5	3	0	1	1	1	105324	105325	105326	105327						6510301	1	2054001	5	0				3016005	5	0	0			3026005	5	0	0			3036005	5	0	0			3046005	5	0	0			3056006	5	0	0			3066006	5	0	0						
21502	1051003	10	3	0	1	1	1	105324	105325	105326	105327						6510301	1	2054001	5	0				3016005	5	0	0			3026005	5	0	0			3036005	5	0	0			3046005	5	0	0			3056006	5	0	0			3066006	5	0	0						
21503	1051003	15	3	0	2	2	1	105324	105325	105326	105327						6510301	1	2054001	5	0				3016005	10	0	0			3026005	10	0	0			3036005	10	0	0			3046005	10	0	0			3056006	10	0	0			3066006	10	0	0						
21504	1051003	20	3	0	2	3	1	105324	105325	105326	105327						6510301	1	2054001	10	0				3016005	10	0	0			3026005	10	0	0			3036005	10	0	0			3046005	10	0	0			3056006	10	0	0			3066006	10	0	0						
21505	1051003	25	3	0	3	3	1	105324	105325	105326	105327						6510301	1	2054001	10	0				3016005	15	0	0			3026005	15	0	0			3036005	15	0	0			3046005	15	0	0			3056006	15	0	0			3066006	15	0	0						
21506	1051003	30	3	0	3	4	1	105324	105325	105326	105327						6510301	1	2054001	10	0				3016005	15	0	0			3026005	15	0	0			3036005	15	0	0			3046005	15	0	0			3056006	15	0	0			3066006	15	0	0						
21507	1051003	35	3	0	4	5	1	105324	105325	105326	105327						6510301	1	2054001	15	0				3016005	20	0	0			3026005	20	0	0			3036005	20	0	0			3046005	20	0	0			3056006	20	0	0			3066006	20	0	0						
21508	1051003	40	3	0	4	5	1	105324	105325	105326	105327						6510301	1	2054001	15	0				3016005	20	0	0			3026005	20	0	0			3036005	20	0	0			3046005	20	0	0			3056006	20	0	0			3066006	20	0	0						
21509	1051003	45	4	0	5	6	1		105325	105326	105327						6510302	1	2055001	15	0				3016005	25	0	0			3026005	25	0	0			3036005	25	0	0			3046005	25	0	0			3056006	25	0	0			3066006	25	0	0						
21510	1051003	50	4	0	5	7	1		105325	105326	105327						6510302	1	2055001	20	0				3016005	25	0	0			3026005	25	0	0			3036005	25	0	0			3046005	25	0	0			3056006	25	0	0			3066006	25	0	0						
21511	1051003	55	4	0	6	7	1		105325	105326	105327						6510302	1	2055001	20	0		20	1	3016005	30	1	0	30	1	3026005	30	1	0			3036005	30	1	0			3046005	30	1	0			3056006	30	1	0			3066006	30	1	0						
21512	1051003	60	4	0	6	8	1		105325	105326	105327						6510302	1	2055001	20	0		20	1	3016005	30	1	0	30	1	3026005	30	1	0			3036005	30	1	0			3046005	30	1	0			3056006	30	1	0			3066006	30	1	0						
21513	1051003	65	4	0	7	9	1		105325	105326	105327						6510302	1	2055001	25	0		20|22	1|1	3016005	35	2	0	30|105317	1|2	3026005	35	2	0			3036005	35	2	0			3046005	35	2	0			3056006	35	2	0			3066006	35	2	0						
21514	1051003	70	4	0	7	9	1		105325	105326	105327						6510302	1	2055001	25	0		20|22	1|1	3016005	35	2	0	30|105317	1|2	3026005	35	2	0			3036005	35	2	0			3046005	35	2	0			3056006	35	2	0			3066006	35	2	0						
21515	1051003	75	4	0	8	10	1		105325	105326	105327						6510302	1	2055001	25	0		20|22|24	1|1|1	3016005	40	3	0	30|105317	1|2	3026005	40	3	0	30	1	3036005	40	3	0			3046005	40	3	0			3056006	40	3	0			3066006	40	3	0						
21516	1051003	80	4	0	8	11	1		105325	105326	105327						6510302	1	2055001	30	1		20|22|24	1|1|1	3016005	40	3	0	30|105317	1|2	3026005	40	3	0	30	1	3036005	40	3	0			3046005	40	3	0			3056006	40	3	0			3066006	40	3	0						
21517	1051003	85	4	0	9	11	1		105325	105326	105327						6510302	1	2055001	30	1		20|22|24	1|1|1	3016005	45	4	0	30|105317	1|2	3026005	45	4	0	30|105317	1|2	3036005	45	4	0			3046005	45	4	0			3056006	45	4	0			3066006	45	4	0						
21518	1051003	90	5	0	9	12	1			105326							6510303	1	2056002	30	1				3016005	45	4	0	30|105317	1|2	3026005	45	4	0	30|105317	1|2	3036005	45	4	0			3046005	45	4	0			3056006	45	4	0			3066006	45	4	0						
21519	1051003	95	5	0	10	13	1			105326							6510303	1	2056002	35	2				3016005	45	4	1	30|105317	1|2	3026005	45	4	0	30|105317	1|2	3036005	45	4	0	30	1	3046005	45	4	0			3056006	45	4	0			3066006	45	4	0						
21520	1051003	100	5	0	10	13	1			105326							6510303	1	2056002	35	2		508	3	3016005	45	4	2	30|105317	1|2	3026005	45	4	0	30|105317	1|2	3036005	45	4	0	30	1	3046005	45	4	0			3056006	45	4	0			3066006	45	4	0						
21521	1051003	105	5	0	11	14	1			105326							6510303	1	2056002	35	2		508	3	3016005	45	4	2	30|105317	1|2	3026005	45	4	1	30|105317	1|2	3036005	45	4	0	30|105317	1|2	3046005	45	4	0			3056006	45	4	0			3066006	45	4	0						
21522	1051003	110	5	0	11	15	1			105326							6510303	1	2056002	40	3		508	3	3016005	45	4	2	30|105317	1|2	3026005	45	4	2	30|105317	1|2	3036005	45	4	0	30|105317	1|2	3046005	45	4	0	30	1	3056006	45	4	0			3066006	45	4	0						
