Id	SkillId	Level	Ability	BornMagic[1]	BornMagic[2]	BornMagic[3]	BornMagic[4]	SubSkillId[1]	SubSkillId[2]	SubSkillId[3]	SubSkillId[4]	SubMagicId[1]	SubMagicId[2]	SubMagicId[3]	SubMagicId[4]
699	1195	4	75	411004				421006				411010			
700	1195	5	90	411004				421006				411010			
701	1201	1	30	411005				421007				411011			
702	1201	2	45	411005				421007				411011			
703	1201	3	60	411005				421007				411011			
704	1201	4	75	411005				421007				411011			
705	1201	5	90	411005				421007				411011			
706	1202	1	30	411005				421008				411012			
707	1202	2	45	411005				421008				411012			
708	1202	3	60	411005				421008				411012			
709	1202	4	75	411005				421008				411012			
710	1202	5	90	411005				421008				411012			
711	1203	1	30	411005				421009				411014			
712	1203	2	45	411005				421009				411014			
713	1203	3	60	411005				421009				411014			
714	1203	4	75	411005				421009				411014			
715	1203	5	90	411005				421009				411014			
716	1204	1	30	411005				421010				411013			
717	1204	2	45	411005				421010				411013			
718	1204	3	60	411005				421010				411013			
719	1204	4	75	411005				421010				411013			
720	1204	5	90	411005				421010				411013			
721	1205	1	30	411005				421011				411015			
722	1205	2	45	411005				421011				411015			
723	1205	3	60	411005				421011				411015			
724	1205	4	75	411005				421011				411015			
725	1205	5	90	411005				421011				411015			
726	59000	1	30	411018											
727	59000	2	45	411018											
728	59000	3	60	411018											
729	59000	4	75	411018											
730	59000	5	90	411018											
731	59010	1	30	411019											
732	59010	2	45	411019											
733	59010	3	60	411019											
734	59010	4	75	411019											
735	59010	5	90	411019											
736	59020	1	30	411021											
737	59020	2	45	411021											
738	59020	3	60	411021											
739	59020	4	75	411021											
740	59020	5	90	411021											
741	59030	1	30	411024											
742	59030	2	45	411024											
743	59030	3	60	411024											
744	59030	4	75	411024											
745	59030	5	90	411024											
746	59040	1	30	411026											
747	59040	2	45	411026											
748	59040	3	60	411026											
749	59040	4	75	411026											
750	59040	5	90	411026											
751	1211	1	30	411104				421102				411106			
752	1211	2	45	411104				421102				411106			
753	1211	3	60	411104				421102				411106			
754	1211	4	75	411104				421102				411106			
755	1211	5	90	411104				421102				411106			
756	1212	1	30	411104				421103				411107			
757	1212	2	45	411104				421103				411107			
758	1212	3	60	411104				421103				411107			
759	1212	4	75	411104				421103				411107			
760	1212	5	90	411104				421103				411107			
761	1213	1	30	411104				421104				411109			
762	1213	2	45	411104				421104				411109			
763	1213	3	60	411104				421104				411109			
764	1213	4	75	411104				421104				411109			
765	1213	5	90	411104				421104				411109			
766	1214	1	30	411104				421105				411108			
767	1214	2	45	411104				421105				411108			
768	1214	3	60	411104				421105				411108			
769	1214	4	75	411104				421105				411108			
770	1214	5	90	411104				421105				411108			
771	1215	1	30	411104				421106				411110			
772	1215	2	45	411104				421106				411110			
773	1215	3	60	411104				421106				411110			
774	1215	4	75	411104				421106				411110			
775	1215	5	90	411104				421106				411110			
776	1221	1	30	411105				421107				411111			
777	1221	2	45	411105				421107				411111			
778	1221	3	60	411105				421107				411111			
779	1221	4	75	411105				421107				411111			
780	1221	5	90	411105				421107				411111			
781	1222	1	30	411105				421108				411112			
782	1222	2	45	411105				421108				411112			
783	1222	3	60	411105				421108				411112			
784	1222	4	75	411105				421108				411112			
785	1222	5	90	411105				421108				411112			
786	1223	1	30	411105				421109				411114			
787	1223	2	45	411105				421109				411114			
788	1223	3	60	411105				421109				411114			
789	1223	4	75	411105				421109				411114			
790	1223	5	90	411105				421109				411114			
791	1224	1	30	411105				421110				411113			
792	1224	2	45	411105				421110				411113			
793	1224	3	60	411105				421110				411113			
794	1224	4	75	411105				421110				411113			
795	1224	5	90	411105				421110				411113			
796	1225	1	30	411105				421111				411115			
797	1225	2	45	411105				421111				411115			
798	1225	3	60	411105				421111				411115			
799	1225	4	75	411105				421111				411115			
800	1225	5	90	411105				421111				411115			
801	60000	1	30	411116											
802	60000	2	45	411116											
803	60000	3	60	411116											
804	60000	4	75	411116											
805	60000	5	90	411116											
806	60010	1	30	411117											
807	60010	2	45	411117											
808	60010	3	60	411117											
809	60010	4	75	411117											
810	60010	5	90	411117											
811	60020	1	30	411119											
812	60020	2	45	411119											
813	60020	3	60	411119											
814	60020	4	75	411119											
815	60020	5	90	411119											
816	60030	1	30	411122											
817	60030	2	45	411122											
818	60030	3	60	411122											
819	60030	4	75	411122											
820	60030	5	90	411122											
821	60040	1	30	411140											
822	60040	2	45	411140											
823	60040	3	60	411140											
824	60040	4	75	411140											
825	60040	5	90	411140											
826	1231	1	30	411204				421202				411206	411236		
827	1231	2	45	411204				421202				411206	411236		
828	1231	3	60	411204				421202				411206	411236		
829	1231	4	75	411204				421202				411206	411236		
830	1231	5	90	411204				421202				411206	411236		
831	1232	1	30	411204				421203				411207	411237		
832	1232	2	45	411204				421203				411207	411237		
833	1232	3	60	411204				421203				411207	411237		
834	1232	4	75	411204				421203				411207	411237		
835	1232	5	90	411204				421203				411207	411237		
836	1233	1	30	411204				421204				411209	411239		
837	1233	2	45	411204				421204				411209	411239		
838	1233	3	60	411204				421204				411209	411239		
839	1233	4	75	411204				421204				411209	411239		
840	1233	5	90	411204				421204				411209	411239		
841	1234	1	30	411204				421205				411208	411238		
842	1234	2	45	411204				421205				411208	411238		
843	1234	3	60	411204				421205				411208	411238		
844	1234	4	75	411204				421205				411208	411238		
845	1234	5	90	411204				421205				411208	411238		
846	1235	1	30	411204				421206				411210	411240		
847	1235	2	45	411204				421206				411210	411240		
848	1235	3	60	411204				421206				411210	411240		
849	1235	4	75	411204				421206				411210	411240		
850	1235	5	90	411204				421206				411210	411240		
851	1241	1	30	411205				421207				411211	411241		
852	1241	2	45	411205				421207				411211	411241		
853	1241	3	60	411205				421207				411211	411241		
854	1241	4	75	411205				421207				411211	411241		
855	1241	5	90	411205				421207				411211	411241		
856	1242	1	30	411205				421208				411212	411242		
857	1242	2	45	411205				421208				411212	411242		
858	1242	3	60	411205				421208				411212	411242		
859	1242	4	75	411205				421208				411212	411242		
860	1242	5	90	411205				421208				411212	411242		
861	1243	1	30	411205				421209				411214	411244		
862	1243	2	45	411205				421209				411214	411244		
863	1243	3	60	411205				421209				411214	411244		
864	1243	4	75	411205				421209				411214	411244		
865	1243	5	90	411205				421209				411214	411244		
866	1244	1	30	411205				421210				411213	411243		
867	1244	2	45	411205				421210				411213	411243		
868	1244	3	60	411205				421210				411213	411243		
869	1244	4	75	411205				421210				411213	411243		
870	1244	5	90	411205				421210				411213	411243		
871	1245	1	30	411205				421211				411215	411245		
872	1245	2	45	411205				421211				411215	411245		
873	1245	3	60	411205				421211				411215	411245		
874	1245	4	75	411205				421211				411215	411245		
875	1245	5	90	411205				421211				411215	411245		
876	61000	1	30	411216											
877	61000	2	45	411216											
878	61000	3	60	411216											
879	61000	4	75	411216											
880	61000	5	90	411216											
881	61010	1	30	411217											
882	61010	2	45	411217											
883	61010	3	60	411217											
884	61010	4	75	411217											
885	61010	5	90	411217											
886	61020	1	30	411219											
887	61020	2	45	411219											
888	61020	3	60	411219											
889	61020	4	75	411219											
890	61020	5	90	411219											
891	61030	1	30	411221											
892	61030	2	45	411221											
893	61030	3	60	411221											
894	61030	4	75	411221											
895	61030	5	90	411221											
896	61040	1	30	411260											
897	61040	2	45	411260											
898	61040	3	60	411260											
899	61040	4	75	411260											
900	61040	5	90	411260											
