Id	OpenDay	Intro[1]	Intro[2]	Intro[3]	Intro[4]	Intro[5]	Intro[6]	Feature[1]	Feature[2]	ShowFightEventIds[1]	ShowFightEventIds[2]	ShowFightEventIds[3]	GridBg	IndexText	IsLastOne
30162409	0	1. <color=#0e70bd>Sand Storm</color>: Blows the player in a certain direction. Gain immunity to this effect with the Extreme Super Armor granted by <color=#0e70bd>Attacker or Vanguard class synergy skills</color>.	2. <color=#0e70bd>Still Trap</color>: A Still Trap will be summoned to a character and stun a character. It will trigger an explosion <color=#0e70bd>12s</color> later and deal <color=#0e70bd>seckill-level True DMG</color> to the stunned character (fixed). If the <color=#0e70bd>stunned character is not the one you control</color>, it cannot use synergy skills. <color=#0e70bd>Approach the character to remove the Still Trap</color> to dispel the stunned effect and avoid damage.	3. <color=#0e70bd>Earthquake</color>: Triggers an earthquake and generates 1 earthquake area every <color=#0e70bd>6s</color> at a random location. Each earthquake area will generate earthquake waves once every <color=#0e70bd>2s</color> and deal damage to player character(s) in it.	4. Interact with the Earthcrust Stabilizer(s) in the scene to clear the earthquake areas on the field and stop the earthquake.			14					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei2.png		
30162410	0	1. <color=#0e70bd>Ultralimit Combustion</color>: Deals damage equal to <color=#0e70bd>30% max HP per second</color> to the character the player controls for <color=#0e70bd>3s</color>. Gain DMG Reduction by casting <color=#0e70bd>Tank class synergy skills</color>.						15					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei2.png		
30162411	0	1. <color=#0e70bd>Blazing Eruption</color>: Deals damage equal to <color=#0e70bd>160% max HP per second</color> to all player characters for <color=#0e70bd>3s</color>.	2. Interact with the <color=#0e70bd>Shield Generator(s)</color> in the scene to gain a Shield that provides <color=#0e70bd>99% DMG Reduction</color> to take less damage from Blazing Eruption.					15					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei2.png		
30162412	0	1. <color=#0e70bd>Wrench Impact</color>: Summons 2 Repairers. Each Repairer will deal minor damage and inflict <color=#0e70bd>20% Vulnerability</color> on player character(s) <color=#0e70bd>every 15s</color>. Use <color=#0e70bd>Uniframe Finishing Move</color> to eliminate them as fast as possible.						15	18				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei2.png		
30162413	0	1. <color=#0e70bd>Ultralimit Combustion</color>: Deals damage equal to <color=#0e70bd>30% max HP per second</color> to the character the player controls for <color=#0e70bd>3s</color>. Gain DMG Reduction by casting <color=#0e70bd>Tank class synergy skills</color>.	2. <color=#0e70bd>Blazing Eruption</color>: Deals damage equal to <color=#0e70bd>160% max HP per second</color> to all player characters for <color=#0e70bd>3s</color>.	3. Interact with the <color=#0e70bd>Shield Generator(s)</color> in the scene to gain a Shield that provides <color=#0e70bd>99% DMG Reduction</color> to take less damage from Blazing Eruption.				15					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei2.png		
30162414	0	1. <color=#0e70bd>Ultralimit Combustion</color>: Deals damage equal to <color=#0e70bd>30% max HP per second</color> to the character the player controls for <color=#0e70bd>3s</color>. Gain DMG Reduction by casting <color=#0e70bd>Tank class synergy skills</color>.	2. <color=#0e70bd>Wrench Impact</color>: Summons 2 Repairers. Each Repairer will deal minor damage and inflict <color=#0e70bd>20% Vulnerability</color> on player character(s) <color=#0e70bd>every 15s</color>. Use <color=#0e70bd>Uniframe Finishing Move</color> to eliminate them as fast as possible.	3. The Vulnerable effect and the DMG Reduction of Tank class synergy skills can exist at the same time, so please avoid take too much damage when in the Vulnerable status.				15	18				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei2.png		
30162415	0	1. <color=#0e70bd>Ultralimit Combustion</color>: Deals damage equal to <color=#0e70bd>30% max HP per second</color> to the character the player controls for <color=#0e70bd>3s</color>. Gain DMG Reduction by casting <color=#0e70bd>Tank class synergy skills</color>.	2. <color=#0e70bd>Wrench Impact</color>: Summons 2 Repairers. Each Repairer will deal minor damage and inflict <color=#0e70bd>20% Vulnerability</color> on player character(s) <color=#0e70bd>every 15s</color>. Use <color=#0e70bd>Uniframe Finishing Move</color> to eliminate them as fast as possible.	3. <color=#0e70bd>Blazing Eruption</color>: Deals damage equal to <color=#0e70bd>160% max HP per second</color> to all player characters for <color=#0e70bd>3s</color>.	4. Interact with the Shield Generator(s) in the scene to gain a Shield that provides 99% DMG Reduction to take less damage from Blazing Eruption.	5. The Vulnerable effect, the DMG Reduction of Tank class synergy skills, and the DMG Reduction of Shields generated by Shield Generators can exist at the same time, so please avoid taking too much damage when in the Vulnerable status.		15	18				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei2.png		
30162416	0	1. <color=#0e70bd>Constraint Force</color>: Slows down the player. Recover the speed by casting <color=#0e70bd>Support or Amplifier class synergy skills</color>.						16					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162417	0	1. <color=#0e70bd>Floating Icicles</color>: Deals <color=#0e70bd>sharable</color> massive True DMG surrounding one character (fixed). Keep both characters in the blue warning circle to share the damage.						16					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162418	0	1. <color=#0e70bd>Roche Limit</color>: Forms a line between two characters. The line will deal <color=#0e70bd>massive True DMG</color> to the player <color=#0e70bd>5s</color> later (fixed). The characters can <color=#0e70bd>go</color> farther from each other to break the line and avoid the damage.						16					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162419	0	1. <color=#0e70bd>Constraint Force</color>: Slows down the player. Recover the speed by casting <color=#0e70bd>Support or Amplifier class synergy skills</color>.	2. <color=#0e70bd>Floating Icicles</color>: Deals <color=#0e70bd>sharable</color> massive True DMG surrounding one character (fixed). Keep both characters in the blue warning circle to share the damage.					16					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162420	0	1. <color=#0e70bd>Constraint Force</color>: Slows down the player. Recover the speed by casting <color=#0e70bd>Support or Amplifier class synergy skills</color>.	2. <color=#0e70bd>Roche Limit</color>: Forms a line between two characters. The line will deal <color=#0e70bd>massive True DMG</color> to the player <color=#0e70bd>5s</color> later (fixed). The characters can <color=#0e70bd>go</color> farther from each other to break the line and avoid the damage.					16					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162421	0	1. <color=#0e70bd>Constraint Force</color>: Slows down the player. Recover the speed by casting <color=#0e70bd>Support or Amplifier class synergy skills</color>.	2. <color=#0e70bd>Floating Icicles</color>: Deals <color=#0e70bd>sharable</color> massive True DMG surrounding one character (fixed). Keep both characters in the blue warning circle to share the damage.	3. <color=#0e70bd>Roche Limit</color>: Forms a line between two characters. The line will deal <color=#0e70bd>massive True DMG</color> to the player <color=#0e70bd>5s</color> later (fixed). The characters can <color=#0e70bd>go</color> farther from each other to break the line and avoid the damage.				16					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162422	0	1. <color=#0e70bd>Sand Storm</color>: Blows the player in a certain direction. Gain immunity to this effect with the Extreme Super Armor granted by <color=#0e70bd>Attacker or Vanguard class synergy skills</color>.	2. <color=#0e70bd>Still Trap</color>: A Still Trap will be summoned to a character and stun a character. It will trigger an explosion <color=#0e70bd>12s</color> later and deal <color=#0e70bd>seckill-level True DMG</color> to the stunned character (fixed). If the <color=#0e70bd>stunned character is not the one you control</color>, it cannot use synergy skills. <color=#0e70bd>Approach the character to remove the Still Trap</color> to dispel the stunned effect and avoid damage.	3. <color=#0e70bd>Ultralimit Combustion</color>: Deals damage equal to <color=#0e70bd>60% max HP per second</color> to the character the player controls for <color=#0e70bd>3s</color>. Gain DMG Reduction by casting <color=#0e70bd>Tank class synergy skills</color>.				14	15				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162423	0	1. <color=#0e70bd>Wrench Impact</color>: Summons 2 Repairers. Each Repairer will deal minor damage and inflict <color=#0e70bd>20% Vulnerability</color> on player character(s) <color=#0e70bd>every 15s</color>. Use <color=#0e70bd>Uniframe Finishing Move</color> to eliminate them as fast as possible.	2. <color=#0e70bd>Roche Limit</color>: Forms a line between two characters. The line will deal <color=#0e70bd>massive True DMG</color> to the player <color=#0e70bd>5s</color> later (fixed). The characters can <color=#0e70bd>go</color> farther from each other to break the line and avoid the damage.	3. <color=#0e70bd>Ultralimit Combustion</color>: Deals damage equal to <color=#0e70bd>60% max HP per second</color> to the character the player controls for <color=#0e70bd>3s</color>. Gain DMG Reduction by casting <color=#0e70bd>Tank class synergy skills</color>.				15	18				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162424	0	1. <color=#0e70bd>Constraint Force</color>: Slows down the player. Recover the speed by casting <color=#0e70bd>Support or Amplifier class synergy skills</color>.	2. <color=#0e70bd>Roche Limit</color>: Forms a line between two characters. The line will deal <color=#0e70bd>massive True DMG</color> to the player <color=#0e70bd>5s</color> later (fixed). The characters can <color=#0e70bd>go</color> farther from each other to break the line and avoid the damage.	3. <color=#0e70bd>Earthquake</color>: Triggers an earthquake and generates 1 earthquake area every <color=#0e70bd>6s</color> at a random location. Each earthquake area will generate earthquake waves once every <color=#0e70bd>2s</color> and deal damage to player character(s) in it.	4. Interact with the Earthcrust Stabilizer(s) in the scene to clear the earthquake areas on the field and stop the earthquake.			16					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162425	0	1. <color=#0e70bd>Blazing Eruption</color>: Deals damage equal to <color=#0e70bd>160% max HP per second</color> to all player characters for <color=#0e70bd>3s</color>.	2. Interact with the <color=#0e70bd>Shield Generator(s)</color> in the scene to gain a Shield that provides <color=#0e70bd>99% DMG Reduction</color> to take less damage from Blazing Eruption.	3. <color=#0e70bd>Roche Limit</color>: Forms a line between two characters. The line will deal <color=#0e70bd>massive True DMG</color> to the player <color=#0e70bd>5s</color> later (fixed). The characters can <color=#0e70bd>go</color> farther from each other to break the line and avoid the damage.	4. <color=#0e70bd>Floating Icicles</color>: Deals <color=#0e70bd>sharable</color> massive True DMG surrounding one character (fixed). Keep both characters in the blue warning circle to share the damage.			15					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162426	0	1. <color=#0e70bd>Still Trap</color>: A Still Trap will be summoned to a character and stun a character. It will trigger an explosion <color=#0e70bd>12s</color> later and deal <color=#0e70bd>seckill-level True DMG</color> to the stunned character (fixed). If the <color=#0e70bd>stunned character is not the one you control</color>, it cannot use synergy skills. <color=#0e70bd>Approach the character to remove the Still Trap</color> to dispel the stunned effect and avoid damage.	2. <color=#0e70bd>Ultralimit Combustion</color>: Deals damage equal to <color=#0e70bd>60% max HP per second</color> to the character the player controls for <color=#0e70bd>3s</color>. Gain DMG Reduction by casting <color=#0e70bd>Tank class synergy skills</color>.	3. <color=#0e70bd>Floating Icicles</color>: Deals <color=#0e70bd>sharable</color> massive True DMG surrounding one character (fixed). Keep both characters in the blue warning circle to share the damage.				15					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162427	0	1. <color=#0e70bd>Wrench Impact</color>: Summons 2 Repairers. Each Repairer will deal minor damage and inflict <color=#0e70bd>20% Vulnerability</color> on player character(s) <color=#0e70bd>every 15s</color>. Use <color=#0e70bd>Uniframe Finishing Move</color> to eliminate them as fast as possible.	1. <color=#0e70bd>Constraint Force</color>: Slows down the player. Recover the speed by casting <color=#0e70bd>Support or Amplifier class synergy skills</color>.	3. <color=#0e70bd>Blazing Eruption</color>: Deals damage equal to <color=#0e70bd>160% max HP per second</color> to all player characters for <color=#0e70bd>3s</color>.	4. Interact with the <color=#0e70bd>Shield Generator(s)</color> in the scene to gain a Shield that provides <color=#0e70bd>99% DMG Reduction</color> to take less damage from Blazing Eruption.			18	16				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162428	0	1. <color=#0e70bd>Sand Storm</color>: Blows the player in a certain direction. Gain immunity to this effect with the Extreme Super Armor granted by <color=#0e70bd>Attacker or Vanguard class synergy skills</color>.	2. <color=#0e70bd>Floating Icicles</color>: Deals <color=#0e70bd>sharable</color> massive True DMG surrounding one character (fixed). Keep both characters in the blue warning circle to share the damage.	3. <color=#0e70bd>Wrench Impact</color>: Summons 2 Repairers. Each Repairer will deal minor damage and inflict <color=#0e70bd>20% Vulnerability</color> on player character(s) <color=#0e70bd>every 15s</color>. Use <color=#0e70bd>Uniframe Finishing Move</color> to eliminate them as fast as possible.	4. <color=#0e70bd>Earthquake</color>: Triggers an earthquake and generates 1 earthquake area every <color=#0e70bd>6s</color> at a random location. Each earthquake area will generate earthquake waves once every <color=#0e70bd>2s</color> and deal damage to player character(s) in it.	5. Interact with the <color=#0e70bd>Earthcrust Stabilizer(s)</color> in the scene to <color=#0e70bd>clear the earthquake areas on the field and stop the earthquake</color>.		14	18				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162429	0	1. <color=#0e70bd>Wrench Impact</color>: Summons 2 Repairers. Each Repairer will deal minor damage and inflict <color=#0e70bd>20% Vulnerability</color> on player character(s) <color=#0e70bd>every 15s</color>. Use <color=#0e70bd>Uniframe Finishing Move</color> to eliminate them as fast as possible.	2. <color=#0e70bd>Roche Limit</color>: Forms a line between two characters. The line will deal <color=#0e70bd>massive True DMG</color> to the player <color=#0e70bd>5s</color> later (fixed). The characters can <color=#0e70bd>go</color> farther from each other to break the line and avoid the damage.	3. <color=#0e70bd>Floating Icicles</color>: Deals <color=#0e70bd>sharable</color> massive True DMG surrounding one character (fixed). Keep both characters in the blue warning circle to share the damage.	4. <color=#0e70bd>Blazing Eruption</color>: Deals damage equal to <color=#0e70bd>160% max HP per second</color> to all player characters for <color=#0e70bd>3s</color>.	5. Interact with the <color=#0e70bd>Shield Generator(s)</color> in the scene to gain a Shield that provides <color=#0e70bd>99% DMG Reduction</color> to take less damage from Blazing Eruption.		18					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162430	0	1. <color=#0e70bd>Ultralimit Combustion</color>: Deals damage equal to <color=#0e70bd>60% max HP per second</color> to the character the player controls for <color=#0e70bd>3s</color>. Gain DMG Reduction by casting <color=#0e70bd>Tank class synergy skills</color>.	2. <color=#0e70bd>Ultralimit Combustion</color> will inflict <color=#0e70bd>20% Vulnerability</color> on the player for <color=#0e70bd>8s</color> after dealing its damage. Do not let one character keep taking Ultralimit Combustion damage.	3. <color=#0e70bd>Blazing Eruption</color>: Deals damage equal to <color=#0e70bd>160% max HP per second</color> to all player characters for <color=#0e70bd>3s</color>.	4. Interact with the <color=#0e70bd>Shield Generator(s)</color> in the scene to gain a Shield that provides <color=#0e70bd>99% DMG Reduction</color> to take less damage from Blazing Eruption.			15					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162431	0	1. <color=#0e70bd>Sand Storm</color>: Blows the player in a certain direction. Gain immunity to this effect with the Extreme Super Armor granted by <color=#0e70bd>Attacker or Vanguard class synergy skills</color>.	2. <color=#0e70bd>Ultralimit Combustion</color>: Deals damage equal to <color=#0e70bd>60% max HP per second</color> to the character the player controls for <color=#0e70bd>3s</color>. Gain DMG Reduction by casting <color=#0e70bd>Tank class synergy skills</color>.	3. <color=#0e70bd>Constraint Force</color>: Slows down the player. Recover the speed by casting <color=#0e70bd>Support or Amplifier class synergy skills</color>.	4. <color=#0e70bd>Roche Limit</color>: Forms a line between two characters. The line will deal <color=#0e70bd>massive True DMG</color> to the player <color=#0e70bd>5s</color> later (fixed). The characters can <color=#0e70bd>go</color> farther from each other to break the line and avoid the damage.	5. <color=#0e70bd>Blazing Eruption</color>: Deals damage equal to <color=#0e70bd>160% max HP per second</color> to all player characters for <color=#0e70bd>3s</color>.	6. Interact with the <color=#0e70bd>Shield Generator(s)</color> in the scene to gain a Shield that provides <color=#0e70bd>99% DMG Reduction</color> to take less damage from Blazing Eruption.	15	16				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162432	0	1. <color=#0e70bd>Floating Icicles</color>: Deals <color=#0e70bd>sharable</color> massive True DMG surrounding one character (fixed). Keep both characters in the blue warning circle to share the damage.	2. <color=#0e70bd>Still Trap</color>: A Still Trap will be summoned to a character and stun a character. It will trigger an explosion <color=#0e70bd>12s</color> later and deal <color=#0e70bd>seckill-level True DMG</color> to the stunned character (fixed). If the <color=#0e70bd>stunned character is not the one you control</color>, it cannot use synergy skills. <color=#0e70bd>Approach the character to remove the Still Trap</color> to dispel the stunned effect and avoid damage.	3. When triggered, <color=#0e70bd>Floating Icicles</color> and <color=#0e70bd>Still Trap</color> will trigger <color=#0e70bd>Cross Thunder 2 times</color>. Watch out.				14					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162433	0	1. Switches links once every <color=#0e70bd>15s</color>. When in a <color=#0e70bd>blue link</color>, the character <color=#0e70bd>gains ATK</color>. And when in a <color=#0e70bd>red link</color>, the character <color=#0e70bd>loses ATK</color>.	2. Boss will enter a <color=#0e70bd>5-second Weak status</color> <color=#0e70bd>every 30s</color>, during which time the boss will <color=#0e70bd>receive 20% more damage</color>.	3. <color=#0e70bd>Roche Limit</color>: Forms a line between two characters. The line will deal <color=#0e70bd>massive True DMG</color> to the player <color=#0e70bd>5s</color> later (fixed). The characters can <color=#0e70bd>go</color> farther from each other to break the line and avoid the damage.				3	17				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162434	0	1. <color=#0e70bd>Dying Moment</color>: Reduces all player characters' HP to 1. Use <color=#0e70bd>Support: Restoration</color> to fully restore their HP.	2. <color=#0e70bd>Constraint Force</color>: Slows down the player. Recover the speed by casting <color=#0e70bd>Support or Amplifier class synergy skills</color>.	3. <color=#0e70bd>Roche Limit</color>: Forms a line between two characters. The line will deal <color=#0e70bd>massive True DMG</color> to the player <color=#0e70bd>5s</color> later (fixed). The characters can <color=#0e70bd>go</color> farther from each other to break the line and avoid the damage.				16					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162435	0	1. Enemies have a <color=#0e70bd>Enhanced Rigid Body</color>, which will be removed after <color=#0e70bd>100 attacks</color> taken. Upon losing the Enhanced Rigid Body, the enemies will lose 10% of Max HP. A Rigid Body Affix will <color=#0e70bd>restore 10s</color> after being removed.	2. <color=#0e70bd>Still Trap</color>: A Still Trap will be summoned to a character and stun a character. It will trigger an explosion <color=#0e70bd>12s</color> later and deal <color=#0e70bd>seckill-level True DMG</color> to the stunned character (fixed). If the <color=#0e70bd>stunned character is not the one you control</color>, it cannot use synergy skills. <color=#0e70bd>Approach the character to remove the Still Trap</color> to dispel the stunned effect and avoid damage.	3. <color=#0e70bd>Ultralimit Combustion</color>: Deals damage equal to <color=#0e70bd>60% max HP per second</color> to the character the player controls for <color=#0e70bd>3s</color>. Gain DMG Reduction by casting <color=#0e70bd>Tank class synergy skills</color>.				15	2				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162436	0	1. Enemies <color=#0e70bd>gain 10% ATK every 8s</color>. This can be stacked up to 20 times. All Assault stacks will be removed and start to accumulate again upon enemies' HP dropping to <color=#0e70bd>66%</color> and <color=#0e70bd>33%</color> respectively.	2. <color=#0e70bd>Ultralimit Combustion</color>: Deals damage equal to <color=#0e70bd>60% max HP per second</color> to the character the player controls for <color=#0e70bd>3s</color>. Gain DMG Reduction by casting <color=#0e70bd>Tank class synergy skills</color>.	3. <color=#0e70bd>Floating Icicles</color>: Deals <color=#0e70bd>sharable</color> massive True DMG surrounding one character (fixed). Keep both characters in the blue warning circle to share the damage.				14	15				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162437	0	1. <color=#0e70bd>Wrench Impact</color>: Summons 2 Repairers. Each Repairer will deal minor damage and inflict <color=#0e70bd>20% Vulnerability</color> on player character(s) <color=#0e70bd>every 15s</color>. Use <color=#0e70bd>Uniframe Finishing Move</color> to eliminate them as fast as possible.	2. <color=#0e70bd>Blazing Eruption</color>: Deals damage equal to <color=#0e70bd>160% max HP per second</color> to all player characters for <color=#0e70bd>3s</color>.	3. Interact with the <color=#0e70bd>Shield Generator(s)</color> in the scene to gain a Shield that provides <color=#0e70bd>99% DMG Reduction</color> to take less damage from Blazing Eruption.	4. When triggered, <color=#0e70bd>Wrench Impact</color> and <color=#0e70bd>Blazing Eruption</color> will trigger <color=#0e70bd>Cross Thunder 3 times</color>. Watch out.			18					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162438	0	1. Switches links once every <color=#0e70bd>15s</color>. When in a <color=#0e70bd>blue link</color>, the character <color=#0e70bd>gains ATK</color>. And when in a <color=#0e70bd>red link</color>, the character <color=#0e70bd>loses ATK</color>.	2. <color=#0e70bd>Wrench Impact</color>: Summons 2 Repairers. Each Repairer will deal minor damage and inflict <color=#0e70bd>20% Vulnerability</color> on player character(s) <color=#0e70bd>every 15s</color>. Use <color=#0e70bd>Uniframe Finishing Move</color> to eliminate them as fast as possible.	3. <color=#0e70bd>Earthquake</color>: Triggers an earthquake and generates 1 earthquake area every <color=#0e70bd>6s</color> at a random location. Each earthquake area will generate earthquake waves once every <color=#0e70bd>2s</color> and deal damage to player character(s) in it.	4. Interact with the <color=#0e70bd>Earthcrust Stabilizer(s)</color> in the scene to <color=#0e70bd>clear the earthquake areas on the field and stop the earthquake</color>.			18	17				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162439	0	1. <color=#0e70bd>Dying Moment</color>: Reduces all player characters' HP to 1. Use <color=#0e70bd>Support: Restoration</color> to fully restore their HP.	2. <color=#0e70bd>Blazing Eruption</color>: Deals damage equal to <color=#0e70bd>160% max HP per second</color> to all player characters for <color=#0e70bd>3s</color>.	3. Interact with the <color=#0e70bd>Shield Generator(s)</color> in the scene to gain a Shield that provides <color=#0e70bd>99% DMG Reduction</color> to take less damage from Blazing Eruption.	4. <color=#0e70bd>Quick Repair</color>: Summons 2 Repairers. Each Repairer will deal minor damage and inflict <color=#0e70bd>20% Vulnerability</color> on player character(s) <color=#0e70bd>every 15s</color>. Use <color=#0e70bd>Uniframe Finishing Move</color> to eliminate them as fast as possible.	5. When triggered, <color=#0e70bd>Wrench Impact</color> will trigger <color=#0e70bd>Cross Thunder 3 times</color>. Watch out.		18	16				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162440	0	1. Enemies have a <color=#0e70bd>Enhanced Rigid Body</color>, which will be removed after <color=#0e70bd>100 attacks</color> taken. Upon losing the Enhanced Rigid Body, the enemies will lose 10% of Max HP. A Rigid Body Affix will <color=#0e70bd>restore 10s</color> after being removed.	2. <color=#0e70bd>Still Trap</color>: A Still Trap will be summoned to a character and stun a character. It will trigger an explosion <color=#0e70bd>12s</color> later and deal <color=#0e70bd>seckill-level True DMG</color> to the stunned character (fixed). If the <color=#0e70bd>stunned character is not the one you control</color>, it cannot use synergy skills. <color=#0e70bd>Approach the character to remove the Still Trap</color> to dispel the stunned effect and avoid damage.	3. <color=#0e70bd>Ultralimit Combustion</color>: Deals DMG equal to <color=#0e70bd>60% max HP per second</color> to the character the player controls for <color=#0e70bd>3s</color>. Gain DMG Reduction by casting <color=#0e70bd>Tank class synergy skills</color>.	4. <color=#0e70bd>Floating Icicles</color>: Deals <color=#0e70bd>sharable</color> massive True DMG surrounding one character (fixed). Keep both characters in the blue warning circle to share the damage.			15	2				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162441	0	1. Enemies <color=#0e70bd>gain 10% ATK every 8s</color>. This can be stacked up to 20 times. All Assault stacks will be removed and start to accumulate again upon enemies' HP dropping to <color=#0e70bd>66%</color> and <color=#0e70bd>33%</color> respectively.	2. Switches links once every <color=#0e70bd>15s</color>. When in a <color=#0e70bd>blue link</color>, the character <color=#0e70bd>gains ATK</color>. And when in a <color=#0e70bd>red link</color>, the character <color=#0e70bd>loses ATK</color>.	3. <color=#0e70bd>Wrench Impact</color>: Summons 2 Repairers. Each Repairer will deal minor damage and inflict <color=#0e70bd>20% Vulnerability</color> on player character(s) <color=#0e70bd>every 15s</color>. Use <color=#0e70bd>Uniframe Finishing Move</color> to eliminate them as fast as possible.	4. <color=#0e70bd>Ultralimit Combustion</color>: Deals DMG equal to <color=#0e70bd>60% max HP per second</color> to the character the player controls for <color=#0e70bd>3s</color>. Gain DMG Reduction by casting <color=#0e70bd>Tank class synergy skills</color>.	5. <color=#0e70bd>Roche Limit</color>: Forms a line between two characters. The line will deal <color=#0e70bd>massive True DMG</color> to the player <color=#0e70bd>5s</color> later (fixed). The characters can <color=#0e70bd>go</color> farther from each other to break the line and avoid the damage.		15	17				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei1.png		
30162601	0												Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei2.png		
30162602	0	1. Every 30s, the enemy <color=#0e70bd>gains a shield that lasts 20s</color>. If player character fails to break the shield within 20s, the enemy <color=#0e70bd>will gain 3 stacks of Assault</color>, up to 15 stacks.	2. If the player character <color=#0e70bd>successfully breaks the shield</color>, the enemy will <color=#0e70bd>take 40% more DMG within 15s%</color> and <color=#0e70bd>lose all the previously gained Assault stacks</color>. At the same time, <color=#0e70bd>the player character will gain 2 sets of random Signal Orbs</color>.					14	3				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei2.png		
30162603	0	1. Before ally characters <color=#0e70bd>reach 100 combo</color>, their attacks can only deal 1 DMG to the enemy. <color=#0e70bd>Once the combo reaches 100</color>, the damage will return to normal <color=#0e70bd>and increase by a further 100% for every 100 more combo landed</color>.						2					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei2.png		
30162604	0	1. Enemy characters <color=#0e70bd>take 30% less DMG from the front.</color>	2. Enemy characters <color=#0e70bd>take 50% more DMG from the back.</color>					15	14				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei2.png		
30162605	0	1. The enemy will <color=#0e70bd>switch between forms after taking a certain amount of damage,</color> gaining Melee DMG Reduction and Ranged DMG Reduction in the two forms respectively.	2. When the enemy has Melee DMG Reduction, <color=#0e70bd>it takes 60% more Ranged DMG</color>. When the enemy has Ranged DMG Reduction, <color=#0e70bd>it takes 60% more Melee DMG</color>.					14	17				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei2.png		
30162606	0	1. There are <color=#0e70bd>4 Energy Towers</color> on the field that grant the enemy <color=#0e70bd>HP Recovery and ATK Bonus</color>. Once your characters deal enough DMG, the enemy will destroy<color=#0e70bd> 1 Energy Tower and shut down the others for 10s.</color> They will also <color=#0e70bd>be Stunned for 5s and take 50% more DMG</color>.	2. When the enemy <color=#0e70bd>takes Lightning DMG</color>, the DMG Gauge accumulates <color=#0e70bd>10 times faster than other Elements</color>.					14	1				Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei2.png		
30162607	0	1. When an ally has caused excess healing, they will <color=#0e70bd>deal True DMG equal to the excess healing amount x700 to the enemy target</color>. Ally characters in this stage will <color=#0e70bd>lose HP over time</color>.						16					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei2.png		
30162608	0	1. Whenever <color=#0e70bd>an ally unit has a shield</color>, <color=#0e70bd>they will gain 30% ATK Bonus</color>. If the shield is lost, <color=#0e70bd>the ATK Bonus will disappear after 10s</color>.						10					Assets/Product/Texture/Image/UiCoupleCombat/FenGuangGuanKaNei2.png		
