Id	Name	Title	NameplateQuality	Group	Description	NameplateGameplayType	Hint[1]	Hint[2]	Hint[3]	Hint[4]	NameplateGetWay	NameplateUpgradeType	Params[0]	Params[1]	DecomposeExp	UpgradeExp	ConvertItemId	ConvertItemCount	ExpireTimeStr	Duration	IconType	Icon	BackBoard	OutLineColor	QualityIcon	EffectRes	IsNewTextureIcon
17041601	Envoy	Envoy	1	416	Thank you for your support—Sophia	Eden Festival	After adding 10000 Pop value to Sophia in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Sophia in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	16	10000							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCopper.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17041602	Envoy	Envoy	2	416	Thank you for your support—Sophia	Eden Festival	After adding 10000 Pop value to Sophia in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Sophia in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	16	22500							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateSilver.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17041603	Envoy	Envoy	3	416	Thank you for your support—Sophia	Eden Festival	After adding 10000 Pop value to Sophia in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Sophia in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2									2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateGold.png	582903	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel33.png		
17041701	Raven Wings	Raven Wings	1	417	Thank you for your support—Lucia	Eden Festival	After adding 10000 Pop value to Lucia in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Lucia in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	17	10000							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCopper.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17041702	Raven Wings	Raven Wings	2	417	Thank you for your support—Lucia	Eden Festival	After adding 10000 Pop value to Lucia in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Lucia in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	17	22500							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateSilver.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17041703	Raven Wings	Raven Wings	3	417	Thank you for your support—Lucia	Eden Festival	After adding 10000 Pop value to Lucia in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Lucia in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2									2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateGold.png	582903	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel33.png		
17041801	Gallerist	Gallerist	1	418	Thank you for your support—Ayla	Eden Festival	After adding 10000 Pop value to Ayla in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Ayla in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	18	10000							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCopper.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17041802	Gallerist	Gallerist	2	418	Thank you for your support—Ayla	Eden Festival	After adding 10000 Pop value to Ayla in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Ayla in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	18	22500							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateSilver.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17041803	Gallerist	Gallerist	3	418	Thank you for your support—Ayla	Eden Festival	After adding 10000 Pop value to Ayla in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Ayla in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2									2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateGold.png	582903	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel33.png		
17041901	Supporter	Supporter	1	419	Thank you for your support—Liv	Eden Festival	After adding 10000 Pop value to Liv in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Liv in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	19	10000							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCopper.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17041902	Supporter	Supporter	2	419	Thank you for your support—Liv	Eden Festival	After adding 10000 Pop value to Liv in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Liv in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	19	22500							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateSilver.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17041903	Supporter	Supporter	3	419	Thank you for your support—Liv	Eden Festival	After adding 10000 Pop value to Liv in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Liv in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2									2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateGold.png	582903	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel33.png		
17042001	Eccentric	Eccentric	1	420	Thank you for your support—Nanami	Eden Festival	After adding 10000 Pop value to Nanami in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Nanami in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	20	10000							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCopper.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17042002	Eccentric	Eccentric	2	420	Thank you for your support—Nanami	Eden Festival	After adding 10000 Pop value to Nanami in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Nanami in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	20	22500							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateSilver.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17042003	Eccentric	Eccentric	3	420	Thank you for your support—Nanami	Eden Festival	After adding 10000 Pop value to Nanami in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Nanami in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2									2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateGold.png	582903	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel33.png		
17042101	Tormented	Tormented	1	421	Thank you for your support—Vera	Eden Festival	After adding 10000 Pop value to Vera in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Vera in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	21	10000							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCopper.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17042102	Tormented	Tormented	2	421	Thank you for your support—Vera	Eden Festival	After adding 10000 Pop value to Vera in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Vera in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	21	22500							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateSilver.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17042103	Tormented	Tormented	3	421	Thank you for your support—Vera	Eden Festival	After adding 10000 Pop value to Vera in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Vera in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2									2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateGold.png	582903	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel33.png		
17042201	Drifter	Drifter	1	422	Thank you for your support—Alpha	Eden Festival	After adding 10000 Pop value to Alpha in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Alpha in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	22	10000							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCopper.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17042202	Drifter	Drifter	2	422	Thank you for your support—Alpha	Eden Festival	After adding 10000 Pop value to Alpha in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Alpha in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	22	22500							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateSilver.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17042203	Drifter	Drifter	3	422	Thank you for your support—Alpha	Eden Festival	After adding 10000 Pop value to Alpha in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Alpha in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2									2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateGold.png	582903	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel33.png		
17042301	Hermit	Hermit	1	423	Thank you for your support—Villier	Eden Festival	After adding 10000 Pop value to Villier in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Villier in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	23	10000							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCopper.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17042302	Hermit	Hermit	2	423	Thank you for your support—Villier	Eden Festival	After adding 10000 Pop value to Villier in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Villier in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	23	22500							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateSilver.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17042303	Hermit	Hermit	3	423	Thank you for your support—Villier	Eden Festival	After adding 10000 Pop value to Villier in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Villier in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2									2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateGold.png	582903	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel33.png		
17042401	Loyal Friend	Loyal Friend	1	424	Thank you for your support—Tai'E	Eden Festival	After adding 10000 Pop value to Tai'E in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Tai'E in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	24	10000							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateCopper.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17042402	Loyal Friend	Loyal Friend	2	424	Thank you for your support—Tai'E	Eden Festival	After adding 10000 Pop value to Tai'E in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Tai'E in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2	24	22500							2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateSilver.png	303030	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17042403	Loyal Friend	Loyal Friend	3	424	Thank you for your support—Tai'E	Eden Festival	After adding 10000 Pop value to Tai'E in Eden Festival, quality ranks up to Silver	After adding 22500 Pop value to Tai'E in Eden Festival, quality ranks up to Gold			Available through voting for the candidates in the Eden Festival	2									2		Assets/Product/Texture/Atlas/UiNameplate/UiNameplateGold.png	582903	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel33.png		
17050101	Morning Star	Morning Star	1	501	An honor that belongs to only a few people. You'll bring the daybreak and grasp the light.	Extremis Collaboration	Its validity will be extended once obtained. Valid for 15 days.				Awarded to the top 1% players on Extremis Collaboration leaderboards	3			100	100				1296000	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateT101.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeNameplateT101.prefab	
17050102	Morning Star	Morning Star	2	501	An honor that belongs to only a few people. You'll bring the daybreak and grasp the light.	Extremis Collaboration	Its validity will be extended once obtained. Valid for 30 days.				Awarded to the top 1% players on Extremis Collaboration leaderboards	3			100	100				2592000	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateT101.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeNameplateT101.prefab	
17050103	Morning Star	Morning Star	3	501	An honor that belongs to only a few people. You'll bring the daybreak and grasp the light.	Extremis Collaboration	Its validity will be extended once obtained. Valid for 45 days.				Awarded to the top 1% players on Extremis Collaboration leaderboards	3			100					3888000	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateT101.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeNameplateT101.prefab	
17050104	Melting Snow	Melting Snow	1	502	A nameplate specially made by Babylonia to award Commandants with outstanding achievements in the Collaboration combat simulation.	Extremis Collaboration	Obtain it repetitively to improve the quality. Valid for 15 days.				Awarded to players with the required Points or ranked among top 30% in Standard Simulation.	3			100	100				1296000	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplatet204.png					
17050105	Melting Snow	Melting Snow	2	502	A nameplate specially made by Babylonia to award Commandants with outstanding achievements in the Collaboration combat simulation.	Extremis Collaboration	Obtain it repetitively to improve the quality. Valid for 15 days.				Awarded to the top 30% players in Extremis Collaboration - Standard Simulation	3			100	100				1296000	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateT202.png					
17050106	Melting Snow	Melting Snow	3	502	A nameplate specially made by Babylonia to award Commandants with outstanding achievements in the Collaboration combat simulation.	Extremis Collaboration	Obtain it repetitively to improve the quality. Valid for 15 days.				Awarded to the top 10% players in Extremis Collaboration - Standard Simulation	3			100					1296000	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateT209.png					
17050107	Lighthouse	Lighthouse	1	503	A nameplate specially made by Babylonia to award Commandants with outstanding achievements in the Collaboration combat simulation.	Extremis Collaboration	Obtain it repetitively to improve the quality. Valid for 15 days.				Awarded to players with the required Points or ranked among top 30% in Malfunction Synergy.	3			100	100				1296000	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateT207.png					
17050108	Lighthouse	Lighthouse	2	503	A nameplate specially made by Babylonia to award Commandants with outstanding achievements in the Collaboration combat simulation.	Extremis Collaboration	Obtain it repetitively to improve the quality. Valid for 15 days.				Awarded to the top 30% players in Extremis Collaboration - Malfunction Synergy	3			100	100				1296000	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateT205.png					
17050109	Lighthouse	Lighthouse	3	503	A nameplate specially made by Babylonia to award Commandants with outstanding achievements in the Collaboration combat simulation.	Extremis Collaboration	Obtain it repetitively to improve the quality. Valid for 15 days.				Awarded to the top 10% players in Extremis Collaboration - Malfunction Synergy	3			100					1296000	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateT201.png					
17050110	Starry Traveler	Starry Traveler	1	504	A nameplate specially made by Babylonia to award Commandants with outstanding achievements in the Collaboration combat simulation.	Extremis Collaboration	Obtain it repetitively to improve the quality. Valid for 15 days.				Awarded to players with the required Points or ranked among top 30% in Danger After Danger.	3			100	100				1296000	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateT203.png					
17050111	Starry Traveler	Starry Traveler	2	504	A nameplate specially made by Babylonia to award Commandants with outstanding achievements in the Collaboration combat simulation.	Extremis Collaboration	Obtain it repetitively to improve the quality. Valid for 15 days.				Awarded to the top 30% players in Extremis Collaboration - Danger After Danger	3			100	100				1296000	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateT208.png					
17050112	Starry Traveler	Starry Traveler	3	504	A nameplate specially made by Babylonia to award Commandants with outstanding achievements in the Collaboration combat simulation.	Extremis Collaboration	Obtain it repetitively to improve the quality. Valid for 15 days.				Awarded to the top 10% players in Extremis Collaboration - Danger After Danger	3			100					1296000	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplatet206.png					
17050113	Chief's Measure	Chief's Measure	1	601	An honor only awarded to a small number of people. A proof of keeping pushing beyond one's limits.	Phantom Pain Cage	Valid for 7 days after acquisition.				Awarded to the top 1% players in Phantom Pain Cage Ultimate Zone	1								604800	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateSingleBossT1N1s.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeNameplateT1N1.prefab	
17050114	Caged Beast	Caged Beast	1	602	A nameplate not issued by Babylonia but made by and circulates among Commandants. Only awarded to the top players in the combat simulation.	Phantom Pain Cage	Valid for 7 days after acquisition.				Awarded to the top 1% - 5% players in Phantom Pain Cage Ultimate Zone	1								604800	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateSingleBossT2N1s.png					
17050115	Cage Fighter	Cage Fighter	1	603	A nameplate specially made by Babylonia to award Commandants with outstanding achievements in the combat simulation.	Phantom Pain Cage	Valid for 7 days after acquisition.				Awarded to the top 5% - 10% players in Phantom Pain Cage Ultimate Zone	1								604800	1	Assets/Product/Texture/Atlas/UiNameplate/UiNameplateSingleBossT2N2s.png					
17060101	Perfect Analysis	Perfect Analysis	1	701	Support Gratitude - Lee	Eden Festival	After adding 20000 Cheer Points to Lee in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Lee in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	201	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17060102	Perfect Analysis	Perfect Analysis	2	701	Support Gratitude - Lee	Eden Festival	After adding 20000 Cheer Points to Lee in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Lee in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	201	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17060103	Perfect Analysis	Perfect Analysis	3	701	Support Gratitude - Lee	Eden Festival	After adding 20000 Cheer Points to Lee in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Lee in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar08.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17060201	Daydreamer	Daydreamer	1	702	Support Gratitude - Wanshi	Eden Festival	After adding 20000 Cheer Points to Wanshi in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Wanshi in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	202	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17060202	Daydreamer	Daydreamer	2	702	Support Gratitude - Wanshi	Eden Festival	After adding 20000 Cheer Points to Wanshi in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Wanshi in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	202	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17060203	Daydreamer	Daydreamer	3	702	Support Gratitude - Wanshi	Eden Festival	After adding 20000 Cheer Points to Wanshi in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Wanshi in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar16.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17060301	Comic Relief	Comic Relief	1	703	Support Gratitude - Roland	Eden Festival	After adding 20000 Cheer Points to Roland in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Roland in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	203	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17060302	Comic Relief	Comic Relief	2	703	Support Gratitude - Roland	Eden Festival	After adding 20000 Cheer Points to Roland in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Roland in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	203	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17060303	Comic Relief	Comic Relief	3	703	Support Gratitude - Roland	Eden Festival	After adding 20000 Cheer Points to Roland in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Roland in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar23.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17060401	Monstrous Wolf	Monstrous Wolf	1	704	Support Gratitude - Camu	Eden Festival	After adding 20000 Cheer Points to Camu in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Camu in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	204	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17060402	Monstrous Wolf	Monstrous Wolf	2	704	Support Gratitude - Camu	Eden Festival	After adding 20000 Cheer Points to Camu in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Camu in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	204	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17060403	Monstrous Wolf	Monstrous Wolf	3	704	Support Gratitude - Camu	Eden Festival	After adding 20000 Cheer Points to Camu in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Camu in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar21.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17060501	Remembrance	Remembrance	1	705	Support Gratitude - Watanabe	Eden Festival	After adding 20000 Cheer Points to Watanabe in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Watanabe in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	205	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17060502	Remembrance	Remembrance	2	705	Support Gratitude - Watanabe	Eden Festival	After adding 20000 Cheer Points to Watanabe in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Watanabe in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	205	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17060503	Remembrance	Remembrance	3	705	Support Gratitude - Watanabe	Eden Festival	After adding 20000 Cheer Points to Watanabe in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Watanabe in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar05.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17060601	Chess Player	Chess Player	1	706	Support Gratitude - Chrome	Eden Festival	After adding 20000 Cheer Points to Chrome in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Chrome in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	206	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17060602	Chess Player	Chess Player	2	706	Support Gratitude - Chrome	Eden Festival	After adding 20000 Cheer Points to Chrome in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Chrome in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	206	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17060603	Chess Player	Chess Player	3	706	Support Gratitude - Chrome	Eden Festival	After adding 20000 Cheer Points to Chrome in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Chrome in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar10.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17060701	Swift Dragon	Swift Dragon	1	707	Support Gratitude - Changyu	Eden Festival	After adding 20000 Cheer Points to Changyu in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Changyu in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	207	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17060702	Swift Dragon	Swift Dragon	2	707	Support Gratitude - Changyu	Eden Festival	After adding 20000 Cheer Points to Changyu in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Changyu in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	207	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17060703	Swift Dragon	Swift Dragon	3	707	Support Gratitude - Changyu	Eden Festival	After adding 20000 Cheer Points to Changyu in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Changyu in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar13.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
17060801	Alloy Shield	Alloy Shield	1	708	Support Gratitude - Kamui	Eden Festival	After adding 20000 Cheer Points to Kamui in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Kamui in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	208	20000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar01.png	4d4d50	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel31.png		
17060802	Alloy Shield	Alloy Shield	2	708	Support Gratitude - Kamui	Eden Festival	After adding 20000 Cheer Points to Kamui in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Kamui in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2	208	45000							2		Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar02.png	414c72	Assets/Product/Texture/Atlas/UiCollection/CollectionLevel32.png		
17060803	Alloy Shield	Alloy Shield	3	708	Support Gratitude - Kamui	Eden Festival	After adding 20000 Cheer Points to Kamui in Eden Festival, quality ranks up to Blue	After adding 45000 Cheer Points to Kamui in Eden Festival, quality ranks up to Gold			Available through voting for the contestants in the Eden Festival	2									1	Assets/Product/Texture/Atlas/UiNameplate/UINameplatetMoeWar11.png				Assets/Product/Effect/Prefab/FxUi/FxUiChatServeMain/FxUiChatServeMainJiangbing.prefab	
