Id	NpcId	Level	AddScore	ShowLevel	AffixGroupId	AffixMaxCount	BuffIds[1]	BuffIds[2]	BuffIds[3]	BuffIds[4]	BuffIds[5]	BuffIds[6]	BuffIds[7]	BuffIds[8]	BuffIds[9]	HeadIcon	Name
1090213	93030	496	250	4	1090213	3	779613	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	Hetero-Sapien E
1090221	90180	399	150	2	1090221	3	779614	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	Executor F
1090222	90330	450	200	4	1090222	3	779615	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XinshiMd000001.png	Envoy F
1090223	93030	496	250	4	1090223	3	779616	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	Hetero-Sapien F
1090231	90330	450	150	4	1090231	3	779617	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XinshiMd000001.png	Envoy G
1090232	93030	496	200	4	1090232	3	779618	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	Hetero-Sapien G
1090233	93070	543	300	4	1090233	3	779619	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ShengtangNormal01.png	Sanctuary Guard G
1090241	90330	450	150	4	1090241	3	779620	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XinshiMd000001.png	Envoy H
1090242	93030	496	200	4	1090242	3	779621	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	Hetero-Sapien H
1090243	93070	543	300	4	1090243	3	779622	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ShengtangNormal01.png	Sanctuary Guard A
1100111	90190	416	50	1	1100111	3	779623	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1ShouhuzheMd000001.png	Shieldbearer A
1100112	90210	350	100	2	1100112	3	779624	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TufuNormal01.png	Gardener A
1100113	93053	462	150	2	1100113	3	779625	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotinvNormal01.png	Construct Soldier A
1100121	90190	416	50	1	1100121	3	779626	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1ShouhuzheMd000001.png	Shieldbearer B
1100122	90210	350	100	2	1100122	3	779627	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TufuNormal01.png	Gardener B
1100123	93053	462	150	2	1100123	3	779628	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotinvNormal01.png	Construct Soldier B
1100131	90190	416	50	1	1100131	3	779629	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1ShouhuzheMd000001.png	Shieldbearer C
1100132	93060	318	100	3	1100132	3	779630	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/NvDuiZhangNormal01.png	Construct Captain C
1100133	90220	259	150	4	1100133	3	779631	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	Excavator C
1100141	90110	534	150	2	1100141	3	779632	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XunjingzheMd000001.png	Pilgrim D
1100142	90340	579	200	3	1100142	3	779633	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/JinweiNormal01.png	Royal Guard D
1100143	90370	579	250	3	1100143	3	779634	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	Explorer D
1100151	90110	534	150	2	1100151	3	779635	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XunjingzheMd000001.png	Pilgrim E
1100152	90340	579	200	3	1100152	3	779636	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/JinweiNormal01.png	Royal Guard E
1100153	90370	579	250	3	1100153	3	779637	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	Explorer E
1100211	90190	416	150	1	1100211	3	779638	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1ShouhuzheMd000001.png	Shieldbearer F
1100212	90210	350	200	2	1100212	3	779639	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TufuNormal01.png	Gardener F
1100213	90980	408	250	4	1100213	3	779640	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/PoliceNormal01.png	PK-43 "Sheriff"
1100221	90190	416	150	1	1100221	3	779641	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1ShouhuzheMd000001.png	Shieldbearer G
1100222	90210	350	200	2	1100222	3	779642	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TufuNormal01.png	Gardener G
1100223	90980	408	250	4	1100223	3	779643	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/PoliceNormal01.png	PK-43 "Sheriff"
1100231	90190	416	150	1	1100231	3	779644	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1ShouhuzheMd000001.png	Shieldbearer H
1100232	90210	350	200	2	1100232	3	779645	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TufuNormal01.png	Gardener H
1100233	90980	408	250	4	1100233	3	779646	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/PoliceNormal01.png	PK-43 "Sheriff"
1110111	93160	380	100	1	1110111	2	779647	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ChoujueNormal01.png	Gung-hoer A
1110112	93140	527	150	3	1110112	2	779648	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/GuitaristNormal01.png	Heaven Breaker A
1110121	93160	380	100	1	1110121	2	779649	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ChoujueNormal01.png	Gung-hoer B
1110122	93120	527	150	3	1110122	2	779650	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DrummerNormal01.png	Demon Bane B
1110131	93160	380	200	1	1110131	2	779651	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ChoujueNormal01.png	Gung-hoer C
1110132	93130	527	250	3	1110132	2	779652	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/KeyboardistNormal01.png	God Slayer C
1110211	93160	380	200	1	1110211	2	779653	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ChoujueNormal01.png	Gung-hoer D
1110212	93140	527	250	3	1110212	2	779654	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/GuitaristNormal01.png	Heaven Breaker D
1110221	93160	380	200	1	1110221	2	779655	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ChoujueNormal01.png	Gung-hoer E
1110222	93120	527	250	3	1110222	2	779656	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DrummerNormal01.png	Demon Bane E
1110231	93160	380	100	1	1110231	2	779657	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ChoujueNormal01.png	Gung-hoer E
1110232	82200	543	350	5	1110232	2	779658	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/RuRiTianNormal01.png	MC Solar
1120111	90090	596	100	1	1120111	3	779659	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1DimianjianshiqiMd000001.png	Ground Monitor A
1120112	90160	506	150	2	1120112	3	779660	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ShaojiepaoNormal01.png	Sentry Gun A
1120113	90350	518	200	4	1120113	3	779661	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XiaofangweishiNormal01.png	Firefighter A
1120121	90090	596	100	1	1120121	3	779662	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1DimianjianshiqiMd000001.png	Ground Monitor B
1120122	90130	368	150	2	1120122	3	779663	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XunshoushiMd000001.png	Tamer B
1120123	90990	698	200	4	1120123	3	779664	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XianfengchonglangzheNormal01.png	Trailblazing Surfer B
1120131	90090	596	200	1	1120131	3	779665	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1DimianjianshiqiMd000001.png	Ground Monitor C
1120132	90130	368	250	2	1120132	3	779666	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XunshoushiMd000001.png	Tamer C
1120133	90990	698	300	4	1120133	3	779667	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XianfengchonglangzheNormal01.png	Trailblazing Surfer C
1120211	90090	596	100	1	1120211	3	779668	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1DimianjianshiqiMd000001.png	Ground Monitor D
1120212	90160	506	150	2	1120212	3	779669	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ShaojiepaoNormal01.png	Sentry Gun D
1120213	90350	518	200	4	1120213	3	779670	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XiaofangweishiNormal01.png	Firefighter D
1120221	90090	596	200	1	1120221	3	779671	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1DimianjianshiqiMd000001.png	Ground Monitor E
1120222	90160	506	250	2	1120222	3	779672	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ShaojiepaoNormal01.png	Sentry Gun E
1120223	90350	518	300	4	1120223	3	779673	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XiaofangweishiNormal01.png	Firefighter E
1120231	90090	596	200	1	1120231	3	779674	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1DimianjianshiqiMd000001.png	Ground Monitor F
1120232	90160	506	250	2	1120232	3	779675	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ShaojiepaoNormal01.png	Sentry Gun F
1120233	90350	518	300	4	1120233	3	779676	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XiaofangweishiNormal01.png	Firefighter F
1120311	81700	931	250	5	1120311	3	779677	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TifaNomal01.png	Iron Maiden
1120312	83600	424	300	5	1120312	3	779678	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/JiabailieNormal01.png	Gabriel
1130111	90730	460	100	1	1130111	3	779679	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/BaixianshengNormal01.png	Mr. White A
1130112	90710	460	150	2	1130112	3	779680	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/KaixiNormal01.png	Cathy A
1130113	90720	357	200	3	1130113	3	779681	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/MatianniNormal01.png	Martini A
1130121	90730	460	100	1	1130121	3	779682	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/BaixianshengNormal01.png	Mr. White B
1130122	90710	460	150	2	1130122	3	779683	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/KaixiNormal01.png	Cathy B
1130123	90720	357	200	3	1130123	3	779684	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/MatianniNormal01.png	Martini B
1130131	90730	460	200	1	1130131	3	779685	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/BaixianshengNormal01.png	Mr. White C
1130132	90720	357	250	3	1130132	3	779686	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/MatianniNormal01.png	Martini C
1130133	90740	506	300	4	1130133	3	779687	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XiguajunMd000002.png	A'Mao C
1130141	90730	460	200	1	1130141	3	779688	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/BaixianshengNormal01.png	Mr. White D
1130142	90720	357	250	3	1130142	3	779689	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/MatianniNormal01.png	Martini D
1130143	90740	506	300	4	1130143	3	779690	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XiguajunMd000002.png	A'Mao D
1130211	90730	460	200	1	1130211	3	779691	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/BaixianshengNormal01.png	Mr. White E
1130212	90710	460	250	2	1130212	3	779692	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/KaixiNormal01.png	Cathy E
1130213	90740	506	300	4	1130213	3	779693	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XiguajunMd000002.png	A'Mao E
1130221	90720	357	200	3	1130221	3	779694	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/MatianniNormal01.png	Martini F
1130222	90740	506	250	4	1130222	3	779695	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XiguajunMd000002.png	A'Mao F
1130223	90910	681	300	4	1130223	3	779696	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1UnknownMd010001.png	Gear F
1130231	90720	357	200	3	1130231	3	779697	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/MatianniNormal01.png	Martini G
1130232	90740	506	250	4	1130232	3	779698	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XiguajunMd000002.png	A'Mao G
1130233	90910	681	300	4	1130233	3	779699	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1UnknownMd010001.png	Gear G
1140111	90250	253	500	1	1140111	3	779700	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	Ronin IV A
1140112	90670	676	600	3	1140112	3	779701	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YanfenyixingMd000001.png	Kemuri I A
1140113	90680	543	700	4	1140113	3	779702	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/YaziNormal01.png	Kowloong Crew - Yazi A
1140121	90670	676	650	3	1140121	3	779703	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YanfenyixingMd000001.png	Kemuri I B
1140122	90790	304	750	4	1140122	3	779704	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DiaorenyixingNormal01.png	Guardian I B
1150111	93232	761	100	1	1150111	3	779705	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/CourierNormal01.png	Courier-M A
1150112	93223	460	150	2	1150112	3	779706	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DeporterNormal01.png	Deporter-R A
1150113	90860	805	200	3	1150113	3	779707	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	Popper A
1150121	93232	761	200	1	1150121	3	779708	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/CourierNormal01.png	Courier-M B
1150122	93223	460	250	2	1150122	3	779709	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DeporterNormal01.png	Deporter-R B
1150123	90860	805	300	3	1150123	3	779710	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	Popper B
1150131	93232	761	200	1	1150131	3	779711	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/CourierNormal01.png	Courier-M C
1150132	93223	460	250	2	1150132	3	779712	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DeporterNormal01.png	Deporter-R C
1150133	90860	805	300	3	1150133	3	779713	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	Popper C
1150141	93103	419	200	1	1150141	3	779714	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ShujingNormal01.png	Treant D
1150142	93223	460	250	2	1150142	3	779715	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DeporterNormal01.png	Deporter-R D
1150143	93110	614	300	3	1150143	3	779716	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/JinglingNormal01.png	Fairy D
1150151	93103	419	200	1	1150151	3	779717	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ShujingNormal01.png	Treant E
1150152	93223	460	250	2	1150152	3	779718	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DeporterNormal01.png	Deporter-R E
1150153	93110	614	300	3	1150153	3	779719	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/JinglingNormal01.png	Fairy E
1150211	93223	460	200	2	1150211	3	779720	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DeporterNormal01.png	Deporter-R F
1150212	90860	805	250	3	1150212	3	779721	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	Popper F
1150213	90760	708	300	3	1150213	3	779722	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	Rabbit F
1150221	93223	460	200	2	1150221	3	779723	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DeporterNormal01.png	Deporter-R G
1150222	90860	805	250	3	1150222	3	779724	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	Popper G
1150223	90760	708	300	3	1150223	3	779725	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	Rabbit G
1150231	93223	460	200	2	1150231	3	779726	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DeporterNormal01.png	Deporter-R H
1150232	90860	805	250	3	1150232	3	779727	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	Popper H
1150233	90760	708	300	3	1150233	3	779728	779780	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	Rabbit H
1160111	90470	361	150	1	1160111	3	779729	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	Heteromer Hydraulic A
1160112	90600	947	200	2	1160112	3	779730	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	Hetero Deconstruct Unit A
1160113	90330	477	250	4	1160113	3	779731	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XinshiMd000001.png	Envoy A
1160121	90620	944	250	2	1160121	3	779732	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihehuolidanyuanMd000001.png	Hetero Fire Unit B
1160122	90480	460	300	3	1160122	3	779733	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/YijushaojiejipaoNormal01.png	Heteromer Sentry Gun B
1160123	90440	614	350	4	1160123	3	779734	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1ZilujingweiMd000001.png	Terrapod B
1160131	90620	944	250	2	1160131	3	779735	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihehuolidanyuanMd000001.png	Hetero Fire Unit C
1160132	90480	460	300	3	1160132	3	779736	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/YijushaojiejipaoNormal01.png	Heteromer Sentry Gun C
1160133	90440	614	350	4	1160133	3	779737	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1ZilujingweiMd000001.png	Terrapod C
1160211	90600	946	250	2	1160211	3	779738	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	Hetero Deconstruct Unit D
1160212	90330	477	300	4	1160212	3	779739	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XinshiMd000001.png	Envoy D
1160213	90390	368	350	4	1160213	3	779740	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/AnbaoNomal01.png	Harvester D
1160221	90600	946	250	2	1160211	3	779741	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	Hetero Deconstruct Unit A
1160222	90330	477	300	4	1160212	3	779742	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1XinshiMd000001.png	Envoy E
1160223	90440	614	350	4	1160213	3	779743	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1ZilujingweiMd000001.png	Terrapod E
1160311	81600	647	300	5	1160311	3	779744	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/LuolanNomal01.png	Roland
1160312	83100	767	350	5	1160312	3	779745	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/KamuNomal01.png	Camu
1170111	95220	169	150	3	1170111	3	779746	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	Gun A
1170112	93036	316	200	4	1170112	3	779747	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	Hetero-Sapien A
1170113	95660	459	250	4	1170113	3	779748	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DiaorensanxingNormal01.png	Hanged Man A
1170121	95220	169	250	3	1170121	3	779749	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	Gun B
1170122	93036	316	300	4	1170122	3	779750	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	Hetero-Sapien B
1170123	95660	459	350	4	1170123	3	779751	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DiaorensanxingNormal01.png	Hanged Man B
1170131	95220	169	250	3	1170131	3	779752	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	Gun C
1170132	93036	316	300	4	1170132	3	779753	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	Hetero-Sapien C
1170133	95660	459	350	4	1170133	3	779754	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DiaorensanxingNormal01.png	Hanged Man C
1170211	93036	316	250	4	1170211	3	779755	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	Hetero-Sapien D
1170212	95660	459	300	4	1170212	3	779756	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DiaorensanxingNormal01.png	Hanged Man D
1170213	93075	379	350	4	1170213	3	779757	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ShengtangNormal01.png	Sanctuary Guard D
1170221	93036	316	250	4	1170221	3	779758	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	Hetero-Sapien E
1170222	95660	459	300	4	1170222	3	779759	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/DiaorensanxingNormal01.png	Hanged Man E
1170223	93075	379	350	4	1170223	3	779760	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/ShengtangNormal01.png	Sanctuary Guard E
1170311	82200	657	300	5	1170311	3	779761	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/RuRiTianNormal01.png	MC Solar
1170312	93200	223	350	5	1170312	3	779762	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal02.png	Musashi
1180111	90470	669	250	1	1180111	3	779763	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	Heteromer Hydraulic A
1180112	90180	483	300	2	1180112	3	779764	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	Executor A
1180113	90810	458	350	3	1180113	3	779765	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Taieyixing01.png	Tai'E I A
1180121	90470	669	350	1	1180121	3	779766	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	Heteromer Hydraulic B
1180122	90180	483	400	2	1180122	3	779767	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	Executor B
1180131	90470	669	350	1	1180131	3	779768	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	Heteromer Hydraulic C
1180132	90180	483	400	2	1180132	3	779769	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	Executor C
1180211	90180	483	350	2	1180211	3	779770	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	Executor D
1180212	90810	458	400	3	1180212	3	779771	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Taieyixing01.png	Tai'E I D
1180221	81900	898	400	5	1180221	3	779772	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	Unknown Construct α
1180222	83500	896	450	5	1180222	3	779773	779781	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/QuNormal01.png	Qu
1190111	90900	968	1500	1	1190111	3	779774	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mo1HaiqiaoMd010001.png	Octopus A
1190112	84400	450	3000	6	1190112	3	779775	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/PunishjuhemutiNormal01.png	Hetero-Hive Mother
1200111	81500	944	1000	5	1200111	3	779776	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/XixiNomal01.png	Nozzle
1200112	81300	915	2000	5	1200112	3	779777	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/BalaswordNomal.png	Roseblade
1200211	84200	1077	3000	6	1200211	3	779778	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mb1MajiyaweiliMd010001.png	Machiavelli
1200212	84313	456	3500	6	1200212	3	779779	0	0	0	0	0	0	0	0	Assets/Product/Texture/Image/RoleCharacter/Mb1SirenMd010001.png	Siren
