Id	RoleId	StandType	ChangeToStandType	ShowType	ConditionId	ConditionParam	Content	CvId	FaceId	ActionId	Duration[1]	Duration[2]	Duration[3]	Duration[4]	Weight	Validity	CoolTime	FavorLimit	ShowButton	ActivityId	ShowTime
1080202	1081002	0	0	0	10001	1	You have an immense power that can escape rules.	108025		BoardAct0202	8.333	8.333	8.333	8.359	1	-1	-1	1|8	1|2		
1080203	1081002	0	0	0	10001	1	The night is dark and long. I know.	108021		BoardAct0203	6	6	6.103	6.103	1	-1	-1	1|8	1|2		
1080204	1081002	0	0	0	120	-1	I'll stay right here. If anything weird happens, I'll let you know.	108018		BoardAct0201	5.667	5.667	5.667	5.735	1	-1	-1	1|8	1|2		
1080205	1081002	0	0	0	2	-1	The last Commandant didn't go so far...	108031		BoardAct1001	5	5	5.371	5.371	1	-1	-1	1|8			
1080206	1081002	0	0	0	10001	3	(Sighs) Poke if you have to.	108063		BoardAct1002	5.667	5.667	5.667	5.667	1	-1	-1	1|8			
1080207	1081002	0	0	0	10001	4	(Sighs) Poke if you have to.	108063		BoardAct1002	5.667	5.667	5.667	5.667	1	-1	-1	1|8			
1080208	1081002	0	0	0	10001	5	(Sighs) Poke if you have to.	108063		BoardAct1002	5.667	5.667	5.667	5.667	1	-1	-1	1|8			
1080301	1081003	0	0	0	10001	1	One day, our favorite flowers will sprout upon this earth. Let's make this a reality.	108072		BoardAct0201	8	9.737	8	8	1	-1	-1	1|8	1|2		
1080302	1081003	0	0	0	10001	1	At least the stars are worth looking at... Assuming there are no clouds.	108073		BoardAct0202	9	9	9	9.032	1	-1	-1	1|8	1|2		
1080303	1081003	0	0	0	10001	1	For the rules I made, naturally, I get to break them.	108076		BoardAct0203	5.333	6.205	5.442	5.442	1	-1	-1	1|8	1|2		
1080304	1081003	0	0	0	120	-1	One day, our favorite flowers will sprout upon this earth. Let's make this a reality.	108072		BoardAct0201	8	9.737	8	8	1	-1	-1	1|8	1|2		
1080305	1081003	0	0	0	2	-1	As long as you're happy.	108085		BoardAct1001	3.667	4.2	4.439	4.439	1	-1	-1	1|8			
1080306	1081003	0	0	0	10001	3	(Sighs) Poke if you have to.	108063		BoardAct1002	4.667	4.667	5.378	5.378	1	-1	-1	1|8			
1080307	1081003	0	0	0	10001	4	(Sighs) Poke if you have to.	108063		BoardAct1002	4.667	4.667	5.378	5.378	1	-1	-1	1|8			
1080308	1081003	0	0	0	10001	5	(Sighs) Poke if you have to.	108063		BoardAct1002	4.667	4.667	5.378	5.378	1	-1	-1	1|8			
1090201	1091002	0	0	0	10001	1	Smiling is important!	109009		BoardAct0201	3	3	3	3.041	1	-1	-1	1|8	1|2		
1090202	1091002	0	0	0	10001	1	How does it feel to create with me? It feels great, right?	109011		BoardAct0202	5	5	5	5.038	1	-1	-1	1|8	1|2		
1090203	1091002	0	0	0	10001	1	The world is my canvas!	109010		BoardAct0203	5.167	5.167	5.167	5.201	1	-1	-1	1|8	1|2		
1090204	1091002	0	0	0	120	-1	Smiling is important!	109009		BoardAct0201	3	3	3	3.041	1	-1	-1	1|8	1|2		
1090205	1091002	0	0	0	2	-1	I didn't know you were this smooth, Commandant. Now how should I repay you...	109022		BoardAct1001	10	10	10	10.007	1	-1	-1	1|8			
1090206	1091002	0	0	0	10001	3	Hahaha! It's itchy!	109088		BoardAct1002	4	4	4	4.04	1	-1	-1	1|8			
1090207	1091002	0	0	0	10001	4	Hahaha! It's itchy!	109088		BoardAct1002	4	4	4	4.04	1	-1	-1	1|8			
1090208	1091002	0	0	0	10001	5	Hahaha! It's itchy!	109088		BoardAct1002	4	4	4	4.04	1	-1	-1	1|8			
1090209	1091002	0	0	1	101	10	I'll start looking for inspiration from Commandant today.	109072		BoardAct1004	7.167	7.167	7.167	7.198	96	-1	-1	2|8			
1090210	1091002	0	0	1	111	3600	I'm also a bit tired, Commandant. Let's do some stretching together!	109069		BoardAct1007	9.534	9.534	9.534	9.566	98	-1	-1	3|8			
1090211	1091002	0	0	1	1	900	Commandant, it's not the time for posing.	109063		BoardAct1005	6.434	6.434	6.434	6.478	97	-1	-1	4|8			
1090212	1091002	0	0	0	10002	-1	Stop it... Commandant!	109086		BoardAct1003	7.367	7.367	7.367	7.407	1	-1	-1	5|8			
1090213	1091002	0	0	2	102	2	Long time no see, Commandant! Come and give me some inspiration!	109081		BoardAct1006	5.767	5.767	5.767	5.804	99	-1	-1	6|8			
1110201	1111002	0	0	0	10001	1	This place... is much bigger than a train carriage.	110010		BoardAct0201	5.333	5.333	5.333	5.34	1	-1	-1	1|8	1|2		
1110202	1111002	0	0	0	10001	1	I kind of forget the feeling of living on a train recently.	110011		BoardAct0202	6.333	6.333	6.333	6.362	1	-1	-1	1|8	1|2		
1110203	1111002	0	0	0	10001	1	Gray Raven... I used to see vultures back on the train.	110009		BoardAct0203	5.667	5.667	5.667	5.667	1	-1	-1	1|8	1|2		
1110204	1111002	0	0	0	120	-1	I kind of forget the feeling of living on a train recently.	110011		BoardAct0202	6.333	6.333	6.333	6.362	1	-1	-1	1|8	1|2		
1110205	1111002	0	0	0	2	-1	Thank you... I'll cherish it as much as I cherish my tools...	110023		BoardAct1001	9	9	9	9	1	-1	-1	1|8			
1110206	1111002	0	0	0	10001	3	You act like a child.	110090		BoardAct1002	3.133	3.133	3.133	3.134	1	-1	-1	1|8			
1110207	1111002	0	0	0	10001	4	You act like a child.	110090		BoardAct1002	3.133	3.133	3.133	3.134	1	-1	-1	1|8			
1110208	1111002	0	0	0	10001	5	You act like a child.	110090		BoardAct1002	3.133	3.133	3.133	3.134	1	-1	-1	1|8			
1120201	1121002	0	0	0	10001	1	Commandant, do you have a moment? I'd like to confirm some details about the mission.	111011		BoardAct0201	9.667	9.667	9.667	9.667	1	-1	-1	1|8	1|2		
1120202	1121002	0	0	0	10001	1	I have set up a special channel for us. You can now contact me anytime you want... Not just for work.	111017		BoardAct0202	11.333	11.333	11.333	11.377	1	-1	-1	1|8	1|2		
1120203	1121002	0	0	0	10001	1	I will give anything to bring you victory.	111019		BoardAct0203	3.833	3.833	3.833	3.877	1	-1	-1	1|8	1|2		
1120204	1121002	0	0	0	120	-1	Commandant, do you have a moment? I'd like to confirm some details about the mission.	111011		BoardAct0201	9.667	9.667	9.667	9.667	1	-1	-1	1|8	1|2		
1120205	1121002	0	0	0	2	-1	The present I want the most... is right before my eyes.	111032		BoardAct1001	5.167	5.262	5.167	5.167	1	-1	-1	1|8			
1120206	1121002	0	0	0	10001	3	Is there something on me?	111052		BoardAct1002	3.333	3.333	3.709	3.709	1	-1	-1	1|8			
1120207	1121002	0	0	0	10001	4	Is there something on me?	111052		BoardAct1002	3.333	3.333	3.709	3.709	1	-1	-1	1|8			
1120208	1121002	0	0	0	10001	5	Is there something on me?	111052		BoardAct1002	3.333	3.333	3.709	3.709	1	-1	-1	1|8			
1120301	1121003	0	0	0	10001	1	There might be a more efficient way to execute this tactic... Commandant? When did you arrive? I was just recapping an earlier mission.	123010		BoardAct0201	17.277	12.667	12.667	12.678	1	-1	-1	1|8	1|2		
1120302	1121003	0	0	0	10001	1	The Chief of F.O.S. Military Command College... Brings back my past memories. It's okay, Commandant, I don't mind talking about the days when I was still a human. It is in fact a pleasure to talk to you... and discover what we have in common.	123015		BoardAct0202	34.175	28.467	28.467	28.467	1	-1	-1	1|8	1|2		
1120303	1121003	0	0	0	10001	1	I hope I can continue walking by your side in the future. For that... I will not hold back.	123023		BoardAct0203	11.134	11.134	11.134	11.145	1	-1	-1	1|8	1|2		
1120304	1121003	0	0	0	120	-1	I hope I can continue walking by your side in the future. For that... I will not hold back.	123023		BoardAct0203	11.134	11.134	11.134	11.145	1	-1	-1	1|8	1|2		
1120305	1121003	0	0	0	2	-1	I want to give all the good things in this world to you.	123095		BoardAct1001	8.567	8.567	8.567	8.568	1	-1	-1	1|8			
1120306	1121003	0	0	0	10001	3	Sometimes... I don't know how to respond to your action.	123060		BoardAct1002	5.667	5.667	5.667	5.667	1	-1	-1	1|8			
1120307	1121003	0	0	0	10001	4	Sometimes... I don't know how to respond to your action.	123060		BoardAct1002	5.667	5.667	5.667	5.667	1	-1	-1	1|8			
1120308	1121003	0	0	0	10001	5	Sometimes... I don't know how to respond to your action.	123060		BoardAct1002	5.667	5.667	5.667	5.667	1	-1	-1	1|8			
1120309	1121003	0	0	1	101	10	Here you are, Commandant. Please confirm the mission schedule. I have highlighted the sections with high priority.	123048		BoardAct1004	10.545	9.834	9.834	9.5	96	-1	-1	2|8			
1120310	1121003	0	0	1	111	3600	How can I make you take a rest that you really need?	123044		BoardAct1007	9.333	9.333	9.333	9.333	98	-1	-1	3|8			
1120311	1121003	0	0	1	1	900	Commandant. Commandant? At least find a better spot to sleep. You'll get sick.	123039		BoardAct1005	12.833	12.833	12.833	12.863	97	-1	-1	4|8			
1120312	1121003	0	0	0	10002	-1	Another unknown quake... Watch out, Commandant!	123055		BoardAct1003	7.6	7.6	7.6	8.772	1	-1	-1	5|8			
1120313	1121003	0	0	2	102	2	Welcome back. Give me a call next time you run into a difficult problem. I will try my best to help you.	123054		BoardAct1006	11.3	11.3	11.3	11.331	99	-1	-1	6|8			
1130201	1131002	0	0	0	10001	1	Commandant. Commandant. Commandant. You've been longing for this, haven't you?	112017		BoardAct0201	9.671	8.667	10.051	10.051	1	-1	-1	1|8	1|2		
1130202	1131002	0	0	0	10001	1	You want to know about Cerberus' commandant? Save it. You're not getting anything from me.	112010		BoardAct0202	9.667	9.667	9.667	9.667	1	-1	-1	1|8	1|2		
1130203	1131002	0	0	0	10001	1	I might not listen to your orders, but you'll always have to listen to what I say—That is the condition for me being here.	112019		BoardAct0203	11.973	10	10	10.007	1	-1	-1	1|8	1|2		
1130204	1131002	0	0	0	120	-1	I might not listen to your orders, but you'll always have to listen to what I say—That is the condition for me being here.	112019		BoardAct0203	11.973	10	10	10.007	1	-1	-1	1|8	1|2		
1130205	1131002	0	0	0	2	-1	I'll have this. And, would you kindly also hand in all the stuff you got for the others?	112030		BoardAct1001	8.667	8.667	8.667	8.667	1	-1	-1	1|8			
1130206	1131002	0	0	0	10001	3	Is this an invitation? An invitation to your beheading?	112052		BoardAct1002	4.717	4.667	5.541	5.541	1	-1	-1	1|8			
1130207	1131002	0	0	0	10001	4	Is this an invitation? An invitation to your beheading?	112052		BoardAct1002	4.717	4.667	5.541	5.541	1	-1	-1	1|8			
1130208	1131002	0	0	0	10001	5	Is this an invitation? An invitation to your beheading?	112052		BoardAct1002	4.717	4.667	5.541	5.541	1	-1	-1	1|8			
1510301	1511003	0	0	0	10001	1	I hate Kurono the most, the virus the second, and the third... What do you think it is? Of course, it's this world.	113014		BoardAct0201	15	15	15	15	1	-1	-1	1|8	1|2		
1510302	1511003	0	0	0	10001	1	"Ah, that felt so good..." That's what you've been wanting to hear, yeah?	113019		BoardAct0202	8.667	8.667	8.667	8.667	1	-1	-1	1|8	1|2		
1510303	1511003	0	0	0	10001	1	Even without the virus, this world would have fallen from something else. So try not to stay too far, or else I wouldn't be able to protect you.	113020		BoardAct0203	12.667	12.667	12.667	12.667	1	-1	-1	1|8	1|2		
1510304	1511003	0	0	0	120	-1	Even without the virus, this world would have fallen from something else. So try not to stay too far, or else I wouldn't be able to protect you.	113020		BoardAct0203	12.667	12.667	12.667	12.667	1	-1	-1	1|8	1|2		
1510305	1511003	0	0	0	2	-1	You're sending me gifts for a reason, trying to get something out of me, yeah? Just spill it.	113032		BoardAct1001	8.333	8.333	8.333	8.333	1	-1	-1	1|8			
1510306	1511003	0	0	0	10001	3	You wanna know what happens when I go mad?	113052		BoardAct1002	6	6	6	6	1	-1	-1	1|8			
1510307	1511003	0	0	0	10001	4	You wanna know what happens when I go mad?	113052		BoardAct1002	6	6	6	6	1	-1	-1	1|8			
1510308	1511003	0	0	0	10001	5	You wanna know what happens when I go mad?	113052		BoardAct1002	6	6	6	6	1	-1	-1	1|8			
1140301	1141003	0	0	0	10001	1	Forest Guards light bonfires, but not for warmth, but because the fire and the light dispels loneliness. Your room is bright, Commandant. I think that's nice.	114016		BoardAct0201	17.482	13.333	13.333	13.333	1	-1	-1	1|8	1|2		
1140302	1141003	0	0	0	10001	1	In the past, I had to play the leader. My footsteps must pave a path for the Forest Guard. But now, I'd like to walk with you, side by side.	114019		BoardAct0202	15.821	15.667	15.667	15.667	1	-1	-1	1|8	1|2		
1140303	1141003	0	0	0	10001	1	I never thought about the future or what will happen tomorrow. But since we got together, Commandant, I find myself driven to think about it.	114020		BoardAct0203	12.542	11.333	11.333	11.333	1	-1	-1	1|8	1|2		
1140304	1141003	0	0	0	120	-1	I never thought about the future or what will happen tomorrow. But since we got together, Commandant, I find myself driven to think about it.	114020		BoardAct0203	12.542	11.333	11.333	11.333	1	-1	-1	1|8	1|2		
1140305	1141003	0	0	0	2	-1	Why do we touch foreheads? This is the Forest Guard way of showing sincere thanks.	114032		BoardAct1001	9.833	9.833	9.833	9.833	1	-1	-1	1|8			
1140306	1141003	0	0	0	10001	3	Commandant... Doesn't your finger hurt?	114051		BoardAct1002	5.3	5.3	5.3	5.3	1	-1	-1	1|8			
1140307	1141003	0	0	0	10001	4	Commandant... Doesn't your finger hurt?	114051		BoardAct1002	5.3	5.3	5.3	5.3	1	-1	-1	1|8			
1140308	1141003	0	0	0	10001	5	Commandant... Doesn't your finger hurt?	114051		BoardAct1002	5.3	5.3	5.3	5.3	1	-1	-1	1|8			
1140309	1141003	0	0	1	101	10	Nothing unusual has happened. Please relax.	114042		BoardAct1004	4.767	4.767	4.767	4.806	96	-1	-1	2|8			
1140310	1141003	0	0	1	111	3600	You don't have to take everything into your hands. Please rest.	114038		BoardAct1007	6	6	6	6	98	-1	-1	3|8			
1140311	1141003	0	0	1	1	900	You're too relaxed. Daydreaming can be dangerous...	114033		BoardAct1005	6	6	6	6	97	-1	-1	4|8			
1140312	1141003	0	0	0	10002	-1	An avalanche?! No, wait... This is the outer space...	114048		BoardAct1003	5.837	5.667	5.667	5.667	1	-1	-1	5|8			
1140313	1141003	0	0	2	102	2	Whatever the case, I'm glad that you're back.	114047		BoardAct1006	7.267	7.267	7.267	7.267	99	-1	-1	6|8			
1160201	1161002	0	0	0	10001	1	Let's see... Maintenance, snacks, mental health compensation... Well, seeing how we're good friends, I'll give you a discount. This should be nothing to you, yeah?	115009		BoardAct0201	11.733	11.733	11.733	11.772	1	-1	-1	1|8	1|2		
1160202	1161002	0	0	0	10001	1	Wanna play a game? I'll toss this coin and... Woop. Now guess, heads or tails?	115015		BoardAct0202	12.17	11.333	11.333	11.333	1	-1	-1	1|8	1|2		
1160203	1161002	0	0	0	10001	1	Commandant! Commandant? Commandant... Huh, nope, still feels weird. Think I'll just call you by your name.	115014		BoardAct0203	15.833	15.833	15.833	15.833	1	-1	-1	1|8	1|2		
1160204	1161002	0	0	0	120	-1	Commandant! Commandant? Commandant... Huh, nope, still feels weird. Think I'll just call you by your name.	115014		BoardAct0203	15.833	15.833	15.833	15.833	1	-1	-1	1|8	1|2		
1160205	1161002	0	0	0	2	-1	Got anything you want? I'm not the kind to just keep mooching presents off people...	115036		BoardAct1001	8.333	8.333	8.333	8.333	1	-1	-1	1|8			
1160206	1161002	0	0	0	10001	3	You keep rubbing my head and I can't grow taller!	115066		BoardAct1002	5.562	3.421	4.215	4.215	1	-1	-1	1|8			
1160207	1161002	0	0	0	10001	4	You keep rubbing my head and I can't grow taller!	115066		BoardAct1002	5.562	3.421	4.215	4.215	1	-1	-1	1|8			
1160208	1161002	0	0	0	10001	5	You keep rubbing my head and I can't grow taller!	115066		BoardAct1002	5.562	3.421	4.215	4.215	1	-1	-1	1|8			
1160209	1161002	0	0	1	101	10	Yaaawn... Waking early makes you a dummy... Let's just go to work later.	115054		BoardAct1004	10.279	7.333	8.301	8.301	96	-1	-1	2|8			
1160210	1161002	0	0	1	111	3600	I'll help you with your work. Uh, not the paperwork kind, yeah? The tiny scribbles give me headaches.	115049		BoardAct1007	9.766	8.8	8.856	8.856	98	-1	-1	3|8			
1160211	1161002	0	0	1	1	900	Yaaawn... Oh, nobody's around? Guess I can clock out.	115041		BoardAct1005	7.189	6.633	7.823	7.823	97	-1	-1	4|8			
1160212	1161002	0	0	0	10002	-1	Hah! As still as the mountains.	115064		BoardAct1003	4.9	4.9	4.9	4.9	1	-1	-1	5|8			
1160213	1161002	0	0	2	102	2	We promised before. Who leaves without notice gets a flick on the forehead. C'mon, I'll be gentle.	115061		BoardAct1006	12.367	12.367	12.367	12.367	99	-1	-1	6|8			
1520301	1521003	0	0	0	10001	1	I may have come to Babylonia, but that does not entail my subordination to you. Know your place.	116009		BoardAct0201	11.667	11.667	11.667	11.702	1	-1	-1	1|8	1|2		
1520302	1521003	0	0	0	10001	1	When the last ember of hope fades in this age... To leave traces that we've existed, for them to sail through endless aeons, ossifying into eternal perfection—Is that not the most beautiful thing?	116017		BoardAct0202	23.053	19.333	19.333	19.333	1	-1	-1	1|8	1|2		
1520303	1521003	0	0	0	10001	1	Reminds me... Would you like to call me Lady Qu like my subordinates? I think it might be quite amusing for you to call me so.	116023		BoardAct0203	16	16	16	16	1	-1	-1	1|8	1|2		
1520304	1521003	0	0	0	120	-1	Reminds me... Would you like to call me Lady Qu like my subordinates? I think it might be quite amusing for you to call me so.	116023		BoardAct0203	16	16	16	16	1	-1	-1	1|8	1|2		
1520305	1521003	0	0	0	2	-1	You might as well make yourself into a statue and hand yourself over to me. I will display it somewhere conspicuous in Kowloong... I jest. You are best teeming with life.	116104		BoardAct1001	18.777	17.333	17.333	17.368	1	-1	-1	1|8			
1520306	1521003	0	0	0	10001	3	Ngh... Do you not know what respect is?	116066		BoardAct1002	7.967	7.967	7.967	7.967	1	-1	-1	1|8			
1520307	1521003	0	0	0	10001	4	Ngh... Do you not know what respect is?	116066		BoardAct1002	7.967	7.967	7.967	7.967	1	-1	-1	1|8			
1520308	1521003	0	0	0	10001	5	Ngh... Do you not know what respect is?	116066		BoardAct1002	7.967	7.967	7.967	7.967	1	-1	-1	1|8			
1520309	1521003	0	0	1	101	10	You are here. Have you eaten? What is it...? Do you find it strange that I engage in such pleasantries?	116054		BoardAct1004	11.809	11	11	11	96	-1	-1	2|8			
1520310	1521003	0	0	1	111	3600	I can handle the paperwork... What is it? You dare doubt the prowess of the leader of Kowloong...? You aren't? Then go rest! But remember, just this once.	116050		BoardAct1007	19	19	19	19.04	98	-1	-1	3|8			
1520311	1521003	0	0	1	1	900	Asleep...? Very well, you may have a ten-minute rest.	116042		BoardAct1005	10.667	10.667	10.667	10.667	97	-1	-1	4|8			
1520312	1521003	0	0	0	10002	-1	Ah... Not an issue. Keep your posture in mind.	116064		BoardAct1003	7	7	7	7.035	1	-1	-1	5|8			
1520313	1521003	0	0	2	102	2	I thought you were about to give up in your struggles... I can't tell if this is joy, or woe that I feel.	116061		BoardAct1006	13.088	12.533	12.533	12.538	99	-1	-1	6|8			
1170301	1171003	0	0	0	10001	1	Babylonia... I used to fantasize about this place as well.	120012		BoardAct0201	8.667	8.667	8.667	8.707	1	-1	-1	1|8	1|2		
1170302	1171003	0	0	0	10001	1	Truth about Ascension-Network? There are answers that you might not like. Just keep the way you are. That's enough.	120017		BoardAct0202	15.334	15.334	15.334	15.334	1	-1	-1	1|8	1|2		
1170303	1171003	0	0	0	10001	1	What do you imagine the world will be like when humans become extinct? Don't be alarmed. I just want to hear your thoughts.	120016		BoardAct0203	12.834	12.834	12.834	12.84	1	-1	-1	1|8	1|2		
1170304	1171003	0	0	0	120	-1	What do you imagine the world will be like when humans become extinct? Don't be alarmed. I just want to hear your thoughts.	120016		BoardAct0203	12.834	12.834	12.834	12.84	1	-1	-1	1|8	1|2		
1170305	1171003	0	0	0	2	-1	If you're capable of this, you must be willing to go against the history, right?	120026		BoardAct1001	10	10	10	10.007	1	-1	-1	1|8			
1170306	1171003	0	0	0	10001	3	Pointless act. Is it going to make you happy?	120058		BoardAct1002	6	6	6	6.037	1	-1	-1	1|8			
1170307	1171003	0	0	0	10001	4	Pointless act. Is it going to make you happy?	120058		BoardAct1002	6	6	6	6.037	1	-1	-1	1|8			
1170308	1171003	0	0	0	10001	5	Pointless act. Is it going to make you happy?	120058		BoardAct1002	6	6	6	6.037	1	-1	-1	1|8			
1170309	1171003	0	0	1	101	10	You always seem to have a question for me. That is the nature of human curiosity towards the unknown... Some are destroyed, while others are revived. What does the future hold for you?	120048		BoardAct1004	30.192	21.834	21.834	21.834	96	-1	-1	2|8			
1170310	1171003	0	0	1	111	3600	The world will not come to an end just because you take a break. I guarantee it.	120044		BoardAct1007	8.834	8.834	8.834	8.834	98	-1	-1	3|8			
1170311	1171003	0	0	1	1	900	Did a team member ever tell you that the way you sleep makes people want to play a prank on you?	120039		BoardAct1005	10.334	10.334	10.334	10.402	97	-1	-1	4|8			
1170312	1171003	0	0	0	10002	-1	...Lucia.	120056		BoardAct1003	5	5	5	5	1	-1	-1	5|8			
1170313	1171003	0	0	2	102	2	If you, too, want to quit everything, humans have no place in this world.	120053		BoardAct1006	10.167	10.167	10.167	10.167	99	-1	-1	6|8			
1180301	1181003	0	0	0	10001	1	I need to know if you've seen any new trends or behaviors among the machines.	117014		BoardAct0201	9.934	9.934	9.934	9.934	1	-1	-1	1|8	1|2		
1180302	1181003	0	0	0	10001	1	Glory... to mankind.	117017		BoardAct0202	3.834	3.834	3.834	3.834	1	-1	-1	1|8	1|2		
1180303	1181003	0	0	0	10001	1	What is it that separates machines from androids like us?	117015		BoardAct0203	11.434	11.434	11.434	11.434	1	-1	-1	1|8	1|2		
1180304	1181003	0	0	0	120	-1	What is it that separates machines from androids like us?	117015		BoardAct0203	11.434	11.434	11.434	11.434	1	-1	-1	1|8	1|2		
1180305	1181003	0	0	0	2	-1	Human culture?	117021		BoardAct1001	5.734	5.734	5.734	5.734	1	-1	-1	1|8			
1180306	1181003	0	0	0	10001	3	What's wrong?	117050		BoardAct1002	5	5	5	5	1	-1	-1	1|8			
1180307	1181003	0	0	0	10001	4	What's wrong?	117050		BoardAct1002	5	5	5	5	1	-1	-1	1|8			
1180308	1181003	0	0	0	10001	5	What's wrong?	117050		BoardAct1002	5	5	5	5	1	-1	-1	1|8			
1180309	1181003	0	0	1	101	10	This is 2B. All going well.	117042		BoardAct1004	3.9	3.9	3.9	3.9	96	-1	-1	2|8			
1180310	1181003	0	0	1	111	3600	What a waste of time.	117036		BoardAct1007	4.934	4.934	4.934	4.934	98	-1	-1	3|8			
1180311	1181003	0	0	1	1	900	There's no point trying to work out unsolvable problems.	117034		BoardAct1005	5.3	5.3	5.3	5.3	97	-1	-1	4|8			
1180312	1181003	0	0	0	10002	-1	Yeah?	117047		BoardAct1003	3.334	3.334	3.334	3.334	1	-1	-1	5|8			
1180313	1181003	0	0	2	102	2	I'm glad you're okay...	117046		BoardAct1006	4.234	4.234	4.234	4.234	99	-1	-1	6|8			
1190301	1191003	0	0	0	10001	1	Do you think they even understand the concept of being scared?	118014		BoardAct0201	6	6	6	6	1	-1	-1	1|8	1|2		
1190302	1191003	0	0	0	10001	1	Oh, don't worry. We 9S models are the best around, you know. Though I suppose we're not exactly known for our modesty.	118016		BoardAct0202	11.834	11.834	11.834	11.834	1	-1	-1	1|8	1|2		
1190303	1191003	0	0	0	10001	1	This is 9S. Nothing to report. Weather's sure nice today, though!	118015		BoardAct0203	8.934	8.934	8.934	8.934	1	-1	-1	1|8	1|2		
1190304	1191003	0	0	0	120	-1	This is 9S. Nothing to report. Weather's sure nice today, though!	118015		BoardAct0203	8.934	8.934	8.934	8.934	1	-1	-1	1|8	1|2		
1190305	1191003	0	0	0	2	-1	Why are you talking to me like I'm a child?	118023		BoardAct1001	5.5	5.5	5.5	5.5	1	-1	-1	1|8			
1190306	1191003	0	0	0	10001	3	It's trying to hack us!	118045		BoardAct1002	3.334	3.334	3.334	3.334	1	-1	-1	1|8			
1190307	1191003	0	0	0	10001	4	It's trying to hack us!	118045		BoardAct1002	3.334	3.334	3.334	3.334	1	-1	-1	1|8			
1190308	1191003	0	0	0	10001	5	It's trying to hack us!	118045		BoardAct1002	3.334	3.334	3.334	3.334	1	-1	-1	1|8			
1190309	1191003	0	0	1	101	10	Hm? What's up?	118038		BoardAct1004	2.733	2.733	2.733	2.733	96	-1	-1	2|8			
1190310	1191003	0	0	1	111	3600	Try not to act so recklessly, all right?	118036		BoardAct1007	6.067	6.067	6.067	6.067	98	-1	-1	3|8			
1190311	1191003	0	0	1	1	900	Uh, hellooo? Go ahead and adjust your settings so you can hear me, all right?	118032		BoardAct1005	8.167	8.167	8.167	8.167	97	-1	-1	4|8			
1190312	1191003	0	0	0	10002	-1	There's gotta be an easier way, right?	118046		BoardAct1003	2.667	2.667	2.667	2.667	1	-1	-1	5|8			
1190313	1191003	0	0	2	102	2	I take it you hate me, huh?	118043		BoardAct1006	5.167	5.167	5.167	5.167	99	-1	-1	6|8			
1200301	1201003	0	0	0	10001	1	My intention is to beat the hell out of every god damn machine I can find! Is that enough for you?!	119011		BoardAct0201	8.167	8.167	8.167	8.167	1	-1	-1	1|8	1|2		
1200302	1201003	0	0	0	10001	1	Some records on old humans... Damn it, this is useless. There's too many of them.	119013		BoardAct0202	6.667	6.667	6.667	6.667	1	-1	-1	1|8	1|2		
1200303	1201003	0	0	0	10001	1	Machines don't have souls. They're just murder bots with a fancy name.	119012		BoardAct0203	8.667	8.667	8.667	8.667	1	-1	-1	1|8	1|2		
1200304	1201003	0	0	0	120	-1	Machines don't have souls. They're just murder bots with a fancy name.	119012		BoardAct0203	8.667	8.667	8.667	8.667	1	-1	-1	1|8	1|2		
1200305	1201003	0	0	0	2	-1	Then I'll accept it.	119022		BoardAct1001	3	3	3	3	1	-1	-1	1|8			
1200306	1201003	0	0	0	10001	3	I'd be more concerned about me smashing your face if I were you.	119035		BoardAct1002	3.334	3.334	3.334	3.334	1	-1	-1	1|8			
1200307	1201003	0	0	0	10001	4	I'd be more concerned about me smashing your face if I were you.	119035		BoardAct1002	3.334	3.334	3.334	3.334	1	-1	-1	1|8			
1200308	1201003	0	0	0	10001	5	I'd be more concerned about me smashing your face if I were you.	119035		BoardAct1002	3.334	3.334	3.334	3.334	1	-1	-1	1|8			
1200309	1201003	0	0	1	101	10	Look, just stay out of my way.	119031		BoardAct1004	4.267	4.267	4.267	4.267	96	-1	-1	2|8			
1200310	1201003	0	0	1	111	3600	What's this guy like?	119029		BoardAct1007	4.667	4.667	4.667	4.667	98	-1	-1	3|8			
1200311	1201003	0	0	1	1	900	Well, aren't you helpful...	119026		BoardAct1005	3.167	3.167	3.167	3.167	97	-1	-1	4|8			
1200312	1201003	0	0	0	10002	-1	What the hell are you doing?!	119034		BoardAct1003	3.167	3.167	3.167	3.167	1	-1	-1	5|8			
1200313	1201003	0	0	2	102	2	Hey! Are you okay?	119033		BoardAct1006	4.4	4.4	4.4	4.4	99	-1	-1	6|8			
1210201	1211002	0	0	0	10001	1	Um... (Yawn)	122009		BoardAct0201	4.167	4.167	4.167	4.202	1	-1	-1	1|8	1|2		
1210202	1211002	0	0	0	10001	1	Here we are again, Commandant. Well, when is it you say? It was when I went to bed last night... Captain, stop knocking! It was a dream, a dream!	122017		BoardAct0202	18.473	16.667	16.667	16.718	1	-1	-1	1|8	1|2		
1210203	1211002	0	0	0	10001	1	Here you are... How weird that I don't wanna close my eyes.	122023		BoardAct0203	16	16	16	16.068	1	-1	-1	1|8	1|2		
1210204	1211002	0	0	0	120	-1	Um... (Yawn)	122009		BoardAct0201	4.167	4.167	4.167	4.202	1	-1	-1	1|8	1|2		
1210205	1211002	0	0	0	2	-1	Here's my gift for you in return. Well, it's tall and big, tell me you see it. (Referring to himself)	122097		BoardAct1001	12.934	12.934	12.934	12.934	1	-1	-1	1|8			
