Id	EventId	NeedDecoration	StepId	NextStepId	Type	StageId	StepRewardItemId	StepRewardItemCount	StoryId	OptionDesc[1]	OptionDownDesc[1]	OptionIcon[1]	OptionType[1]	OptionItemId[1]	OptionItemCount[1]	OptionNextStepId[1]	OptionNeedDecoration[1]	OptionDesc[2]	OptionDownDesc[2]	OptionIcon[2]	OptionType[2]	OptionItemId[2]	OptionItemCount[2]	OptionNextStepId[2]	OptionNeedDecoration[2]	OptionDesc[3]	OptionDownDesc[3]	OptionIcon[3]	OptionType[3]	OptionItemId[3]	OptionItemCount[3]	OptionNextStepId[3]	OptionNeedDecoration[3]	OptionDesc[4]	OptionDownDesc[4]	OptionIcon[4]	OptionType[4]	OptionItemId[4]	OptionItemCount[4]	OptionNextStepId[4]	OptionNeedDecoration[4]	Title	TitleContent	RoleIcon	RoleName	RoleContent	EventDesc	ConfirmContent	BgAsset
106	213		21301		2					Go have a look			3			21302		Walk by			3			21313																		The Lost One					You walk on the wasteland. It is where the dragon's lair locates according to the legend. Many who came are forever buried here. This deserted graveyard extends forward into the darkness on the horizon. Under your feet are stones of different sizes. A noise comes from ahead...	Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
107	213		21302		2					Stop him			3			21303		Save him			3			21307		Leave			3			21314										The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I'm not afraid of you!	You see a little boy confronting a monster. He picks up a stone and is about to throw it at the monster.	Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
108	213		21303	21304	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Are you... Are you a champion?	You stop the boy and lead him to safety.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
109	213		21304	21305	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Are you here to kill the dragon as well?	You stop the boy and lead him to safety.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
110	213		21305	21306	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Me?	You stop the boy and lead him to safety.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
111	213		21306		1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I'm a champion too!	You stop the boy and lead him to safety.	Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
112	213		21307	21308	5	30061888																																				The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I'm not afraid of you!	Save him	Prepare for Battle	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
113	213		21308	21309	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	That was awesome!	After winning the battle	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
114	213		21309	21310	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Are you a true champion?		Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
115	213		21310	21311	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Mom said the piper was bad.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
116	213		21311	21312	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I want to prove her wrong.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
117	213		21312		1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	How could a bad person play such a beautiful tune?		Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
118	213		21313		1																																					The Lost One					Walk by	Leave	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
119	213		21314		1																																					The Lost One					Leave	Leave	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
120	301		30101		2					Go find out			3			30102		Leave			3			30103																		Deep in the Forest	Something Mysterious Is About to Happen				There is a dark forest ahead. The color of the branches doesn't seem to change no matter how the sunlight changes. You take a closer look at it. The trees are also grotesque in shape.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
121	301		30102		2					Observe			3			30104		Go up to say hello			3			30105		Leave			3			30106										Deep in the Forest	Something Mysterious Is About to Happen	Assets/Product/Texture/Image/RoleStory/AilaNormal02.png			Through the shadow of the leaves, you see a witch in the form of a beautiful girl singing a strange song among the tall flowering bush supported by magic. However, you can't hear anything as the voice is swallowed up by the shadow of the leaves.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
122	301		30103		1																																					Deep in the Forest	Something Mysterious Is About to Happen	Assets/Product/Texture/Image/RoleStory/AilaNormal02.png			Leave	Leave	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
123	301		30104		1																																					Deep in the Forest	Something Mysterious Is About to Happen	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			The witch reveals her old face and shouts at you, trying to scare you off. But you don't look away. Seeing this, the witch stops what she's doing. She gives you a glance and then disappears with the flowers.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
124	301		30105		4		96109	1																																		Deep in the Forest	Something Mysterious Is About to Happen	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			The witch reveals her old face, which doesn't seem to scare you. Your reaction has won the witch's respect. She restores her youthful appearance, gives you a glance, and then disappears with the flowers, leaving a silver bell behind.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
125	301		30106		1																																					Deep in the Forest	Something Mysterious Is About to Happen	Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png			Leave	Leave	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
126	302		30201		2					Go ahead			3			30202																										Campfire					A white-gray smoke rises above the forest. You decide to go in the direction of the smoke.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
127	302		30202		2					Go through the ashes			3			30203		Stay and wait			3			30204		Move on			3			30205										Campfire					There are only campfire remnants and ashes. There are no people or other living beings around. Looking at the remnants and ashes, you...	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
128	302		30203		4		96110	1																																		Campfire					You pick up a branch and start to go through the remnants and ashes. There are some burnt bones that you can't tell their original shape. You move away a broken bone and find a bright gem in the ashes.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
129	302		30204		5	30061910																																				Campfire					You sit down by the extinguished campfire, hoping someone will come back here. Time passes through the branches of the trees and casts a spell that gently closes your eyes. And the moment you open your eyes, sparks are flying out from the campfire...	Prepare for Battle	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
130	302		30205		1																																					Campfire					You move forward carefully in the opposite direction from where you came from and away from the campfire, but there is still no traces of other people. Fortunately, you come across a bush full of winter strawberries.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
131	303		30301		2					Follow the guidance of the buds			3			30304		Follow the direction of the sunrise			3			30303		Follow the guidance of the feather			3			30302										Flower and Feather					You wander around in the forest. You listen to the sound of the wind. You travel after sunrise and rest after sunset. You gargle with the sweet stream water and eat the fruits on the trees. Gradually, you master the survival skills in the forest but also lose your way.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
132	303		30302		1																																					Flower and Feather					You pick up a feather dropped from some kind of gray bird and figure out the direction to go through divination. Following the guidance of the feather, you arrive at the source of the water. You move forward along the stream.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
133	303		30303		1																																					Flower and Feather					Based on some shallow knowledge that appears in your mind, you decide to determine a direction to go. You walk slowly in the direction of the sunrise.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
134	303		30304	30305	1																																					Flower and Feather					You notice that there are some small buds surrounded by long sword-shaped leaves in the grass on the ground. Fragile and beautiful, they stretch forward as if they are guiding you somewhere. You move forward in the direction they point.	Next	Assets/Product/Texture/Image/BgStory/Bgstory536.jpg
135	303		30305		6				ZX02404BC																																	Flower and Feather							
136	304		30401		2					Hand out the gem	Item %s required		2	96110	1	30402		I can be a helper on board			3			30406		Be honest and ask for help			3			30407										Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	This is not a toy ship bound for Debussy's Joyous Island.	After a brief talk, you tell the sailor that you want to join their voyage to the distant kingdom. The sailor's description of the city capital is exactly what you remember about Naples. However, you search all your pockets and can't find any money.	Next	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
137	304		30402	30403	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	You...	The sailor looks at you. He says something, but it doesn't answer your question. He agrees to let you get on the ship but refuses to take the gem.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
138	304		30403	30404	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Where did you get this?	The sailor looks at you. He says something, but it doesn't answer your question. He agrees to let you get on the ship but refuses to take the gem.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
139	304		30404	30405	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Do you know a traveler with purple eyes?	The sailor looks at you. He says something, but it doesn't answer your question. He agrees to let you get on the ship but refuses to take the gem.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
140	304		30405		1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Nothing... Forget it.	The sailor looks at you. He says something, but it doesn't answer your question. He agrees to let you get on the ship but refuses to take the gem.	Next	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
141	304		30406		1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		The sailor gives you a glance with a faint smile without saying anything. He allows you to get on board but doesn't respond to your proposal.	Next	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
142	304		30407	30408	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		The sailor looks at you as if he recalls a distant memory. He allows you to board without saying anything.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
143	304		30408	30409	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Have you seen a dragon before?	The sailor looks at you as if he recalls a distant memory. He allows you to board in the end.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
144	304		30409	30410	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	We haven't seen a dragon for a very long time.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
145	304		30410	30411	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	'The dragon comes with the pipe music.'		Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
146	304		30411	30412	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	But at the very beginning, the dragon came without warning.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
147	304		30412	30413	1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	The only thing we knew was it always targeted at a crowd.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
148	304		30413		1																																					Board		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	It would bring the crowd from the ground and let them fall from above. It attacked villages and people, destroying everything in its sight.		Next	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
149	314		31401		2					Head to the cabin			3			31402		Walk around on the deck			3			31403		I want to have a walk around			3			31404										On the Ship		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		You get on the ship. The sailor who guides you asks you where you want to go.	Next	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
150	314		31402		6				ZX02405BC																																	On the Ship							
151	314		31403		6				ZX02406BC																																	On the Ship							
152	314		31404		1																																					On the Ship					I want to have a walk around	Leave	Assets/Product/Texture/Image/BgStory/Bgstory537.jpg
153	305		30501		2					I want to enjoy the breeze			3			30505		Nod to the sailor			3			30502		Return to the cabin to rest			3			30506										Sailor		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		The sun goes down under the horizon. It starts to get dark on the ship. The sailor on duty tonight is a tall man with sallow skin, who walks with a slight limp. You notice that he is one of the sailors whom you met when boarding. He is always quiet during the day and tends to open up during the night.	Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
154	305		30502		2					Talk about the dragon			3			30503		Talk about the sailor			3			30504																		Sailor		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		He stands on the deck far from the cabin while staring at it. He waves at you and only begins to talk when you get close.	Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
155	305		30503	30507	6				ZX02409BC																																	Sailor		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor				
156	305		30504	30507	6				ZX02410BC																																	Sailor		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor				
157	305		30505		6				ZX02408BC																																	Sailor		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor				
158	305		30506		1																																					Sailor		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		You say goodbye to the sailor. The gentle wind from the sea makes you sleepy. You go back to the cabin and fall into a dreamless sleep.	Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
159	305		30507	30508	1																																					Sailor		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	I guess I'm old. Start to talk on and on about unrelated stuff. You don't wanna listen to this, do you?	The sailor smiles, which softens his face.	Talk	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
160	305		30508		1																																					Sailor		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	It's late. Let's call it a night.	The sailor smiles, which softens his face.	Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
161	306		30601		2					The dragon			3			30602		The sailor			3			30602		I'm not interested			3			30604										Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Where was I?	The sea is calm. You dream about the storytelling sailor almost every night, who tells stories about the past that is different from today, about the song of returning home, and about the disaster brought by the dragon.	Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
162	306		30602		2					Tell me more			3			30605																										Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		I guess I'm old. Start to talk on and on about the past.	Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
163	306		30604		1																																					Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		You say goodbye to the sailor. The gentle wind from the sea makes you sleepy. You go back to the cabin and have a long dream.	Leave	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
164	306		30605	30607	6				ZX02411BC																																	Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor				
165	306		30607		2					Tell me more about the traveler	Item %s required		1	96110	1	30608		I want to have some rest back at my cabin			3			30609																		Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor	Shall we call it a night?		Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
166	306		30608		6				ZX02412BC																																	Story Time							
167	306		30609		1																																					Story Time		Assets/Product/Texture/Image/RoleStory/YufunanNormal01.png	Sailor		You say goodbye to the sailor. The gentle wind from the sea makes you sleepy. You go back to the cabin and have a long dream.	Next	Assets/Product/Texture/Image/BgStory/BgStory548.jpg
168	307		30701		2					Where am I?			3			30702																										Castaway					You open your eyes and see a clear sky. There is a smell of the sea in the air. You have a fuzzy memory of being thrown up by the waves while screaming for help. The last thing you saw was the dragon holding its head high and two huge claws coming at you. You dodged and held tight to the small boat under your chest to keep yourself from drowning.	Next	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
169	307		30702		2					Walk around			3			30703																										Castaway					Under your body is soft sand. You sit up slowly. What meets your eyes is the calm sea. The waves are lapping at your feet.	Next	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
170	307		30703		2					Sunbathe on the beach			3			30704		Look for the living being			3			30705		Walk along the coast			3			30706										Castaway					You take a walk around. Although there are still a lot of things to find out, you're pretty sure that you're on an island. Is this an uninhabited island?	Next	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
171	307		30704		1																																					Castaway					The sunshine is perfect. Your clothes were dried before you're fully awake.	Next	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
172	307		30705		5	30061932																																				Castaway					You see something moving and go after the figure. Is it Caliban or Friday? You decide to find out.	Start Battle	Assets/Product/Texture/Image/BgStory/Bgstory533.jpg
173	307		30706		6				ZX02413BC																																	Castaway							
174	308		30801		2					Introduce yourself			3			30802		Explain what happened			3			30803		I will only stay for a short time and will leave soon			3			30807										Village					The appearance of the dragon has caused a disturbance in the village. The villagers pick up their tools and weapons and rush to the venue only to find you slowly climbing down from the roof.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
175	308		30802		1																																					Village		Assets/Product/Texture/Image/RoleStory/PinminNormal01.png	Farmer	Outsiders are not welcome here.	You explain everything, but the villagers don't seem convinced. They still stand in your way like an iron wall.	Leave	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
176	308		30803	30804	1																																					Village		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Young Person A	Are you with the piper?	You explain everything and the villagers begin to whisper to each other. They look at you in an unfriendly way. Someone throws a stone at you.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
177	308		30804	30805	1																																					Village		Assets/Product/Texture/Image/RoleStory/TongyongNanmingirlNormal02.png	Young Person B	You said you followed the dragon here?	You explain everything and the villagers begin to whisper to each other. They look at you in an unfriendly way. Someone throws a stone at you.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
178	308		30805	30806	1																																					Village		Assets/Product/Texture/Image/RoleStory/ShihuangzhenanNormal01.png	Middle-aged Person A	Disaster! Disaster! The disaster has come to our village!	You explain everything and the villagers begin to whisper to each other. They look at you in an unfriendly way. Someone throws a stone at you.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
179	308		30806		5	30061887																																				Village		Assets/Product/Texture/Image/RoleStory/KaliegrandNomal02.png	Middle-aged Person B	Get out! Get out!	You explain everything and the villagers begin to whisper to each other. They look at you in an unfriendly way. Someone throws a stone at you.	Prepare for Battle	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
180	308		30807		1																																					Village					I will only stay for a short time and will leave soon	Leave	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
181	309		30901	30902	1																																					Village Entrance		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	May! May!	You wander around the village entrance, having no clue what to do or where to go next. The cries of a desperate woman attract your attention.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
182	309		30902		2					Ignore			3			30903		Approach and ask if she is all right.			3			30904																		Village Entrance		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	Where are you, May?	You wander around the village entrance, having no clue what to do or where to go next. The cries of a desperate woman attract your attention.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
183	309		30903		1																																					Village Entrance		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	(Sobs)	The woman was one of those who wanted to drive you out of the village. You leave as you don't want to get into trouble.	Leave	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
184	309		30904	30905	1																																					Village Entrance		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	May is gone... My May is gone.	You go up to her and ask her if she needs any help.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
185	309		30905	30906	1																																					Village Entrance		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	I searched the whole village but still couldn't find him!	You go up to her and ask her if she needs any help.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
186	309		30906	30907	1																																					Village Entrance		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	No one dares to go outside the village. They say there's a dragon and a monster out there...	You go up to her and ask her if she needs any help.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
187	309		30907	30908	1																																					Village Entrance		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	Could it be that May was enchanted by the strange pipe music and headed for the dragon's lair?	You go up to her and ask her if she needs any help.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
188	309		30908		2					Tell her you will help her find May			3			30909		Tell her you have to leave for something more important			3			30912																		Village Entrance		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	It's all my fault!	You go up to her and ask her if she needs any help.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
189	309		30909		2					Sneak into the village to look for clues			3			30910		Look for the "Dragon's Lair" mentioned by the woman later			3			30911																		Village Entrance		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman		Where to start?	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
190	309		30910		5	30061887																																				Village Entrance					Sneak into the village to look for clues	Prepare for Battle	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
191	309		30911		6				ZX02416BC																																	Village Entrance							
192	309		30912		1																																					Village Entrance					Tell her you have to leave for something more important	Leave	
193	310		31001		2					Go have a look			3			31002		Walk by			3			31013																		The Lost One					You walk on the wasteland. It is where the dragon's lair locates according to the legend. Many who came are forever buried here. This deserted graveyard extends forward into the darkness on the horizon. Under your feet are stones of different sizes. A noise comes from ahead...	Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
194	310		31002		2					Stop him			3			31003		Save him			3			31007		Leave			3			31014										The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I'm not afraid of you!	You see a little boy confronting a monster. He picks up a stone and is about to throw it at the monster.	Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
195	310		31003	31004	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Are you... Are you a champion?	You stop the boy and lead him to safety.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
196	310		31004	31005	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Are you here to kill the dragon as well?	You stop the boy and lead him to safety.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
197	310		31005	31006	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Me?	You stop the boy and lead him to safety.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
198	310		31006		1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I'm a champion too!	You stop the boy and lead him to safety.	Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
199	310		31007	31008	5	30061888																																				The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I'm not afraid of you!	Save him	Prepare for Battle	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
200	310		31008	31009	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	That was awesome!	After winning the battle	Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
201	310		31009	31010	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Are you a true champion?		Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
202	310		31010	31011	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	Mom said the piper was bad.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
203	310		31011	31012	1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	I want to prove her wrong.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
204	310		31012		1																																					The Lost One		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	Little Boy	How could a bad person play such a beautiful tune?		Next	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
205	310		31013		1																																					The Lost One					Walk by	Leave	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
206	310		31014		1																																					The Lost One					Leave	Leave	Assets/Product/Texture/Image/BgStory/Bgstory534.jpg
207	311		31101		2					Tell the woman where you saw the boy			3			31102		Take the boy you saved to the woman			3			31104																		Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman		You walk to the village. The woman is still wandering around the village entrance anxiously. You speed up your pace...	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
208	311		31102	31103	1																																					Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	Thank you! You're a good person!	The woman bows to you and immediately runs back to the village. You follow her.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
209	311		31103		1																																					Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	We have to find May... Honey... Honey... I have news about May!		Leave	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
210	311		31104	31105	1																																					Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	(Sobs)	The woman raises her hand, but instead of swinging her slap, she bursts into tears. She bends over and hugs the boy tightly while repeating his name over and over again as if she could draw strength from this.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
211	311		31105	31106	1																																					Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	May... May... My May...		Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
212	311		31106	31107	1																																					Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	As long as you're fine...		Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
213	311		31107	31108	1																																					Woman		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	May	I'm fine!		Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
214	311		31108	31109	1																																					Woman		Assets/Product/Texture/Image/RoleStory/TongyongNanminboyNormal02.png	May	The true champion saved me!		Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
215	311		31109		2					I'm looking for the dragon			3			31111		I'm not a champion			3			31110																		Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	Are you a champion?	The woman gets up after she finally calms down. She holds the shoulders of the child, and together they bow to you.	Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
216	311		31110		1																																					Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman		I'm not a champion	Leave	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
217	311		31111	31112	1																																					Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	Please don't go any further!	You start talking to the woman.	Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
218	311		31112	31113	1																																					Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	The kingdom capital sent an army to the dragon's lair days ago and no one has returned.		Talk	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
219	311		31113		2					I've made up my mind.			3			31114		I'll gather more info before taking any action.			3			31117																		Woman		Assets/Product/Texture/Image/RoleStory/TongyongFunvNormal02.png	Woman	I heard the princess of the kingdom was missing a long time ago. I think either she was caught by the dragon or she was killed by the evil piper!		Next	Assets/Product/Texture/Image/BgStory/Bgstory530.jpg
