Id	DecorationId	Lv	ConditionId	UpgradeCostItemId	UpgradeCostCount	Type[1]	Param[1]	Type[2]	Param[2]	GroupIndex	GridIndex	Name	Icon	Desc	ConditionDesc	IsWindow
85	30005	1	1002024	96102	300	1	50			3	5	Initial Margs	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	Current Level: At the beginning, gain extra <color=#6495ED>Marg x50</color>.\nNext Level: At the beginning, gain extra <color=#6495ED>Marg x100</color>.	Unlocks after Island Stranding reaches Lv.1	
86	30005	2	1002024	96102	500	1	100			3	5	Initial Margs	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	Current Level: At the beginning, gain extra <color=#6495ED>Marg x100</color>.\nNext Level: At the beginning, gain extra <color=#6495ED>Marg x150</color>.	Unlocks after Island Stranding reaches Lv.1	
87	30005	3	1002024	96102	700	1	150			3	5	Initial Margs	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	Current Level: At the beginning, gain extra <color=#6495ED>Marg x150</color>.\nNext Level: At the beginning, gain extra <color=#6495ED>Marg x200</color>.	Unlocks after Island Stranding reaches Lv.1	
88	30005	4	1002024	96102	1000	1	200			3	5	Initial Margs	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	Current Level: At the beginning, gain extra <color=#6495ED>Marg x200</color>.\nNext Level: At the beginning, gain extra <color=#6495ED>Marg x300</color>.	Unlocks after Island Stranding reaches Lv.1	
89	30005	5	1002024			1	300			3	5	Initial Margs	Assets/Product/Texture/Image/IconPetSkill/Pet2NiuSkillzhudong05.png	Current Level: At the beginning, gain extra <color=#6495ED>Marg x300</color>.	Unlocks after Island Stranding reaches Lv.1	
90	30006	0	1002025	96102	50					3	6	Recruitment Refresh Attempts	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillbeidong05.png	(Not Activated) In each scene, Recruitment <color=#6495ED>Refresh Attempts +1</color>	Unlocks after Wasteland reaches Lv.1	
91	30006	1	1002025	96102	100	11	1			3	6	Recruitment Refresh Attempts	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillbeidong05.png	Current Level: In each scene, Recruitment <color=#6495ED>Refresh Attempts +1</color>     \nNext Level: In each scene, Recruitment <color=#6495ED>Refresh Attempts +2</color>	Unlocks after Wasteland reaches Lv.1	
92	30006	2	1002025	96102	200	11	2			3	6	Recruitment Refresh Attempts	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillbeidong05.png	Current Level: In each scene, Recruitment <color=#6495ED>Refresh Attempts +2</color>     \nNext Level: In each scene, Recruitment <color=#6495ED>Refresh Attempts +3</color>	Unlocks after Wasteland reaches Lv.1	
93	30006	3	1002025	96102	400	11	3			3	6	Recruitment Refresh Attempts	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillbeidong05.png	Current Level: In each scene, Recruitment <color=#6495ED>Refresh Attempts +3</color>     \nNext Level: In each scene, Recruitment <color=#6495ED>Refresh Attempts +4</color>	Unlocks after Wasteland reaches Lv.1	
94	30006	4	1002025	96102	700	11	4			3	6	Recruitment Refresh Attempts	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillbeidong05.png	Current Level: In each scene, Recruitment <color=#6495ED>Refresh Attempts +4</color>     \nNext Level: In each scene, Recruitment <color=#6495ED>Refresh Attempts +5</color>	Unlocks after Wasteland reaches Lv.1	
95	30006	5	1002025			11	5			3	6	Recruitment Refresh Attempts	Assets/Product/Texture/Image/IconPetSkill/Pet3MaoSkillbeidong05.png	Current Level: In each scene, Recruitment <color=#6495ED>Refresh Attempts +5</color>	Unlocks after Wasteland reaches Lv.1	
96	30007	0	1002025	96102	300					3	7	Shop Discount	Assets/Product/Texture/Image/IconPetSkill/Pet3MaSkillbeidong01.png	(Not Activated) Enjoy a <color=#6495ED>5%</color> off discount in the Theater Shop	Unlocks after Wasteland reaches Lv.1	
97	30007	1	1002025	96102	500	4	0.95			3	7	Shop Discount	Assets/Product/Texture/Image/IconPetSkill/Pet3MaSkillbeidong01.png	Current Level: Enjoy a <color=#6495ED>5%</color> off discount in the Theater Shop     \nNext Level: Enjoy a <color=#6495ED>10%</color> off discount in the Theater Shop	Unlocks after Wasteland reaches Lv.1	
98	30007	2	1002025	96102	800	4	0.9			3	7	Shop Discount	Assets/Product/Texture/Image/IconPetSkill/Pet3MaSkillbeidong01.png	Current Level: Enjoy a <color=#6495ED>10%</color> off discount in the Theater Shop     \nNext Level: Enjoy a <color=#6495ED>15%</color> off discount in the Theater Shop	Unlocks after Wasteland reaches Lv.1	
99	30007	3	1002025	96102	1200	4	0.85			3	7	Shop Discount	Assets/Product/Texture/Image/IconPetSkill/Pet3MaSkillbeidong01.png	Current Level: Enjoy a <color=#6495ED>15%</color> off discount in the Theater Shop     \nNext Level: Enjoy a <color=#6495ED>20%</color> off discount in the Theater Shop	Unlocks after Wasteland reaches Lv.1	
100	30007	4	1002025	96102	1800	4	0.8			3	7	Shop Discount	Assets/Product/Texture/Image/IconPetSkill/Pet3MaSkillbeidong01.png	Current Level: Enjoy a <color=#6495ED>20%</color> off discount in the Theater Shop     \nNext Level: Enjoy a <color=#6495ED>25%</color> off discount in the Theater Shop	Unlocks after Wasteland reaches Lv.1	
101	30007	5	1002025			4	0.75			3	7	Shop Discount	Assets/Product/Texture/Image/IconPetSkill/Pet3MaSkillbeidong01.png	Current Level: Enjoy a <color=#6495ED>25%</color> off discount in the Theater Shop	Unlocks after Wasteland reaches Lv.1	
102	30008	0	1002026	96102	200					3	8	Backstage Maintenance	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong05.png	(Not Activated) Inspiration acquisition efficiency +<color=#6495ED>5%</color>	Unlocks after Kingdom Capital I reaches Lv.1	
103	30008	1	1002026	96102	400	12	1.05			3	8	Backstage Maintenance	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong05.png	Current Level: Inspiration acquisition efficiency +<color=#6495ED>5%</color>     \nNext Level: Inspiration acquisition efficiency +<color=#6495ED>10%</color>	Unlocks after Kingdom Capital I reaches Lv.1	
104	30008	2	1002026	96102	600	12	1.1			3	8	Backstage Maintenance	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong05.png	Current Level: Inspiration acquisition efficiency +<color=#6495ED>10%</color>     \nNext Level: Inspiration acquisition efficiency +<color=#6495ED>15%</color>	Unlocks after Kingdom Capital I reaches Lv.1	
105	30008	3	1002026	96102	800	12	1.15			3	8	Backstage Maintenance	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong05.png	Current Level: Inspiration acquisition efficiency +<color=#6495ED>15%</color>     \nNext Level: Inspiration acquisition efficiency +<color=#6495ED>20%</color>	Unlocks after Kingdom Capital I reaches Lv.1	
106	30008	4	1002026	96102	1000	12	1.2			3	8	Backstage Maintenance	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong05.png	Current Level: Inspiration acquisition efficiency +<color=#6495ED>20%</color>     \nNext Level: Inspiration acquisition efficiency +<color=#6495ED>30%</color>	Unlocks after Kingdom Capital I reaches Lv.1	
107	30008	5	1002026			12	1.3			3	8	Backstage Maintenance	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong05.png	Current Level: Inspiration acquisition efficiency +<color=#6495ED>30%</color>	Unlocks after Kingdom Capital I reaches Lv.1	
108	30009	0	1002028	96102	200					3	9	Affection Up	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong01.png	(Not Activated) Cadenza acquisition efficiency +<color=#6495ED>5%</color>	Unlocks after Kingdom Capital II reaches Lv.1	
109	30009	1	1002028	96102	400	13	1.05			3	9	Affection Up	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong01.png	Current Level: Cadenza acquisition efficiency +<color=#6495ED>5%</color>     \nNext Level: Cadenza acquisition efficiency +<color=#6495ED>10%</color>	Unlocks after Kingdom Capital II reaches Lv.1	
110	30009	2	1002028	96102	600	13	1.1			3	9	Affection Up	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong01.png	Current Level: Cadenza acquisition efficiency +<color=#6495ED>10%</color>     \nNext Level: Cadenza acquisition efficiency +<color=#6495ED>15%</color>	Unlocks after Kingdom Capital II reaches Lv.1	
111	30009	3	1002028	96102	800	13	1.15			3	9	Affection Up	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong01.png	Current Level: Cadenza acquisition efficiency +<color=#6495ED>15%</color>     \nNext Level: Cadenza acquisition efficiency +<color=#6495ED>20%</color>	Unlocks after Kingdom Capital II reaches Lv.1	
112	30009	4	1002028	96102	1000	13	1.2			3	9	Affection Up	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong01.png	Current Level: Cadenza acquisition efficiency +<color=#6495ED>20%</color>     \nNext Level: Cadenza acquisition efficiency +<color=#6495ED>30%</color>	Unlocks after Kingdom Capital II reaches Lv.1	
113	30009	5	1002028			13	1.3			3	9	Affection Up	Assets/Product/Texture/Image/IconPetSkill/Pet3HeSkillbeidong01.png	Current Level: Cadenza acquisition efficiency +<color=#6495ED>30%</color>	Unlocks after Kingdom Capital II reaches Lv.1	
