Id	EventId	Npc	PartId	AndOr	Priority	ElementTypes[1]	DamageTypes[1]	Percents[1]	AbsValues[1]	ElementTypes[2]	DamageTypes[2]	Percents[2]	AbsValues[2]	ElementTypes[3]	DamageTypes[3]	Percents[3]	AbsValues[3]	ElementTypes[4]	DamageTypes[4]	Percents[4]	AbsValues[4]	ElementTypes[5]	DamageTypes[5]	Percents[5]	AbsValues[5]	Desc
205	800100203	800113	8001002	2	3	0	40|41|402|412	0.216	0																	Grimhorn|Body|Stage Clear Exclusive
206	800100101	800114	8001001	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.02	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Grimhorn|Head|Small Take Hit
207	800100102	800114	8001001	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.04	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Grimhorn|Head|Big Take Hit
208	800100103	800114	8001001	2	3	0	40|41|401|411	0.02	0																	Grimhorn|Head|Hit During Spear QTE
209	800100104	800114	8001001	2	4	0	50	0	1																	Events Used to Judge Whether Spear Hits Head
210	800100105	800114	8001001	2	5	-1		0.04	0																	Grimhorn|Head|Vulnerability
211	800100301	800114	8001003	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.02	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Grimhorn|Left Hand|Small Take Hit
212	800100302	800114	8001003	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.04	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Grimhorn|Left Hand|Big Take Hit
213	800100303	800114	8001003	2	3	0	40|41|403|413	0.02	0																	Grimhorn|Left Hand|Hit During Spear QTE
214	800100304	800114	8001003	2	4	0	50	0	1																	Event Used to Judge Spear Hit
215	800100305	800114	8001003	2	5	-1		0.04	0																	Grimhorn|Left Hand|Vulnerability
216	800100401	800114	8001004	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.02	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Grimhorn|Right Hand|Small Take Hit
217	800100402	800114	8001004	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.04	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Grimhorn|Right Hand|Big Take Hit
218	800100403	800114	8001004	2	3	0	40|41|404|414	0.02	0																	Grimhorn|Right Hand|Hit During Spear QTE
219	800100404	800114	8001004	2	4	0	50	0	1																	Event Used to Judge Spear Hit
220	800100405	800114	8001004	2	5	-1		0.04	0																	Grimhorn|Right Hand|Vulnerability
221	800100601	800114	8001006	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.1	0																	
222	800100602	800114	8001006	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.25	0																	
223	800100201	800114	8001002	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.05	0																	Grimhorn|Body|Small Take Hit
224	800100203	800114	8001002	2	3	0	40|41|402|412	0.18	0																	Grimhorn|Body|Stage Clear Exclusive
225	800100101	800115	8001001	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.016	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Grimhorn|Head|Small Take Hit
226	800100102	800115	8001001	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.036	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Grimhorn|Head|Big Take Hit
227	800100103	800115	8001001	2	3	0	40|41|401|411	0.016	0																	Grimhorn|Head|Hit During Spear QTE
228	800100104	800115	8001001	2	4	0	50	0	1																	Events Used to Judge Whether Spear Hits Head
229	800100105	800115	8001001	2	5	-1		0.036	0																	Grimhorn|Head|Vulnerability
230	800100301	800115	8001003	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.016	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Grimhorn|Left Hand|Small Take Hit
231	800100302	800115	8001003	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.036	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Grimhorn|Left Hand|Big Take Hit
232	800100303	800115	8001003	2	3	0	40|41|403|413	0.016	0																	Grimhorn|Left Hand|Hit During Spear QTE
233	800100304	800115	8001003	2	4	0	50	0	1																	Event Used to Judge Spear Hit
234	800100305	800115	8001003	2	5	-1		0.036	0																	Grimhorn|Left Hand|Vulnerability
235	800100401	800115	8001004	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.016	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Grimhorn|Right Hand|Small Take Hit
236	800100402	800115	8001004	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.036	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Grimhorn|Right Hand|Big Take Hit
237	800100403	800115	8001004	2	3	0	40|41|404|414	0.016	0																	Grimhorn|Right Hand|Hit During Spear QTE
238	800100404	800115	8001004	2	4	0	50	0	1																	Event Used to Judge Spear Hit
239	800100405	800115	8001004	2	5	-1		0.036	0																	Grimhorn|Right Hand|Vulnerability
240	800100601	800115	8001006	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.1	0																	
241	800100602	800115	8001006	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.25	0																	
242	800100201	800115	8001002	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.05	0																	Grimhorn|Body|Small Take Hit
243	800100203	800115	8001002	2	3	0	40|41|402|412	0.144	0																	Grimhorn|Body|Stage Clear Exclusive
244	800200101	800201	8001001	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.012	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Head|Small Take Hit
245	800200102	800201	8001001	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.026	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Head|Big Take Hit
246	800200103	800201	8001001	2	3	0	40|41|401|411	0.012	0																	Bloom|Head|Hit During Spear QTE
247	800200104	800201	8001001	2	4	0	50	0	1																	Events Used to Judge Whether Spear Hits Head
248	800200105	800201	8001001	2	5	-1		0.026	0																	Bloom|Head|Hack
249	800200301	800201	8001003	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.012	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Left Hand|Small Take Hit
250	800200302	800201	8001003	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.026	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Left Hand|Big Take Hit
251	800200303	800201	8001003	2	3	0	40|41|403|413	0.012	0																	Bloom|Left Hand|Hit During Spear QTE
252	800200304	800201	8001003	2	4	0	50	0	1																	Event Used to Judge Spear Hit
253	800200305	800201	8001003	2	5	-1		0.026	0																	Bloom|Left Hand|Hack
254	800200401	800201	8001004	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.012	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Right Hand|Small Take Hit
255	800200402	800201	8001004	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.026	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Right Hand|Big Take Hit
256	800200403	800201	8001004	2	3	0	40|41|404|414	0.012	0																	Bloom|Right Hand|Hit During Spear QTE
257	800200404	800201	8001004	2	4	0	50	0	1																	Event Used to Judge Spear Hit
258	800200405	800201	8001004	2	5	-1		0.026	0																	Bloom|Right Hand|Hack
259	800200601	800201	8001006	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.1	0																	
260	800200602	800201	8001006	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.25	0																	
261	800200201	800201	8001002	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.05	0																	Grimhorn|Body|Small Take Hit
262	800200203	800201	8001002	2	3	0	40|41|402|412	0.216	0																	Grimhorn|Body|Stage Clear Exclusive
263	800200101	800202	8001001	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.016	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Head|Small Take Hit
264	800200102	800202	8001001	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.034	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Head|Big Take Hit
265	800200103	800202	8001001	2	3	0	40|41|401|411	0.016	0																	Bloom|Head|Hit During Spear QTE
266	800200104	800202	8001001	2	4	0	50	0	1																	Events Used to Judge Whether Spear Hits Head
267	800200105	800202	8001001	2	5	-1		0.034	0																	Bloom|Head|Hack
268	800200301	800202	8001003	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.016	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Left Hand|Small Take Hit
269	800200302	800202	8001003	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.034	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Left Hand|Big Take Hit
270	800200303	800202	8001003	2	3	0	40|41|403|413	0.016	0																	Bloom|Left Hand|Hit During Spear QTE
271	800200304	800202	8001003	2	4	0	50	0	1																	Event Used to Judge Spear Hit
272	800200305	800202	8001003	2	5	-1		0.034	0																	Bloom|Left Hand|Hack
273	800200401	800202	8001004	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.016	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Right Hand|Small Take Hit
274	800200402	800202	8001004	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.034	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Right Hand|Big Take Hit
275	800200403	800202	8001004	2	3	0	40|41|404|414	0.016	0																	Bloom|Right Hand|Hit During Spear QTE
276	800200404	800202	8001004	2	4	0	50	0	1																	Event Used to Judge Spear Hit
277	800200405	800202	8001004	2	5	-1		0.034	0																	Bloom|Right Hand|Hack
278	800200601	800202	8001006	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.1	0																	
279	800200602	800202	8001006	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.25	0																	
280	800200201	800202	8001002	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.05	0																	Grimhorn|Body|Small Take Hit
281	800200203	800202	8001002	2	3	0	40|41|402|412	0.216	0																	Grimhorn|Body|Stage Clear Exclusive
282	800200101	800203	8001001	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.012	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Head|Small Take Hit
283	800200102	800203	8001001	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.026	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Head|Big Take Hit
284	800200103	800203	8001001	2	3	0	40|41|401|411	0.012	0																	Bloom|Head|Hit During Spear QTE
285	800200104	800203	8001001	2	4	0	50	0	1																	Events Used to Judge Whether Spear Hits Head
286	800200105	800203	8001001	2	5	-1		0.026	0																	Bloom|Head|Hack
287	800200301	800203	8001003	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.012	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Left Hand|Small Take Hit
288	800200302	800203	8001003	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.026	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Left Hand|Big Take Hit
289	800200303	800203	8001003	2	3	0	40|41|403|413	0.012	0																	Bloom|Left Hand|Hit During Spear QTE
290	800200304	800203	8001003	2	4	0	50	0	1																	Event Used to Judge Spear Hit
291	800200305	800203	8001003	2	5	-1		0.026	0																	Bloom|Left Hand|Hack
292	800200401	800203	8001004	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.012	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Right Hand|Small Take Hit
293	800200402	800203	8001004	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.026	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Right Hand|Big Take Hit
294	800200403	800203	8001004	2	3	0	40|41|404|414	0.012	0																	Bloom|Right Hand|Hit During Spear QTE
295	800200404	800203	8001004	2	4	0	50	0	1																	Event Used to Judge Spear Hit
296	800200405	800203	8001004	2	5	-1		0.026	0																	Bloom|Right Hand|Hack
297	800200601	800203	8001006	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.1	0																	
298	800200602	800203	8001006	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.25	0																	
299	800200201	800203	8001002	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.05	0																	Grimhorn|Body|Small Take Hit
300	800200203	800203	8001002	2	3	0	40|41|402|412	0.216	0																	Grimhorn|Body|Stage Clear Exclusive
301	800200101	800204	8001001	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.01	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Head|Small Take Hit
302	800200102	800204	8001001	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.02	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Head|Big Take Hit
303	800200103	800204	8001001	2	3	0	40|41|401|411	0.01	0																	Bloom|Head|Hit During Spear QTE
304	800200104	800204	8001001	2	4	0	50	0	1																	Events Used to Judge Whether Spear Hits Head
305	800200105	800204	8001001	2	5	-1		0.02	0																	Bloom|Head|Hack
306	800200301	800204	8001003	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.01	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Left Hand|Small Take Hit
307	800200302	800204	8001003	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.02	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Left Hand|Big Take Hit
308	800200303	800204	8001003	2	3	0	40|41|403|413	0.01	0																	Bloom|Left Hand|Hit During Spear QTE
309	800200304	800204	8001003	2	4	0	50	0	1																	Event Used to Judge Spear Hit
310	800200305	800204	8001003	2	5	-1		0.02	0																	Bloom|Left Hand|Hack
311	800200401	800204	8001004	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.01	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Right Hand|Small Take Hit
312	800200402	800204	8001004	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.02	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Right Hand|Big Take Hit
313	800200403	800204	8001004	2	3	0	40|41|404|414	0.01	0																	Bloom|Right Hand|Hit During Spear QTE
314	800200404	800204	8001004	2	4	0	50	0	1																	Event Used to Judge Spear Hit
315	800200405	800204	8001004	2	5	-1		0.02	0																	Bloom|Right Hand|Hack
316	800200601	800204	8001006	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.1	0																	
317	800200602	800204	8001006	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.25	0																	
318	800200201	800204	8001002	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.05	0																	Grimhorn|Body|Small Take Hit
319	800200203	800204	8001002	2	3	0	40|41|402|412	0.216	0																	Grimhorn|Body|Stage Clear Exclusive
320	800200101	800205	8001001	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.008	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Head|Small Take Hit
321	800200102	800205	8001001	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.018	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Head|Big Take Hit
322	800200103	800205	8001001	2	3	0	40|41|401|411	0.008	0																	Bloom|Head|Hit During Spear QTE
323	800200104	800205	8001001	2	4	0	50	0	1																	Events Used to Judge Whether Spear Hits Head
324	800200105	800205	8001001	2	5	-1		0.018	0																	Bloom|Head|Hack
325	800200301	800205	8001003	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.008	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Left Hand|Small Take Hit
326	800200302	800205	8001003	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.018	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Left Hand|Big Take Hit
327	800200303	800205	8001003	2	3	0	40|41|403|413	0.008	0																	Bloom|Left Hand|Hit During Spear QTE
328	800200304	800205	8001003	2	4	0	50	0	1																	Event Used to Judge Spear Hit
329	800200305	800205	8001003	2	5	-1		0.018	0																	Bloom|Left Hand|Hack
330	800200401	800205	8001004	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.008	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Right Hand|Small Take Hit
331	800200402	800205	8001004	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.018	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Right Hand|Big Take Hit
332	800200403	800205	8001004	2	3	0	40|41|404|414	0.008	0																	Bloom|Right Hand|Hit During Spear QTE
333	800200404	800205	8001004	2	4	0	50	0	1																	Event Used to Judge Spear Hit
334	800200405	800205	8001004	2	5	-1		0.018	0																	Bloom|Right Hand|Hack
335	800200601	800205	8001006	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.1	0																	
336	800200602	800205	8001006	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.25	0																	
337	800200201	800205	8001002	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.05	0																	Grimhorn|Body|Small Take Hit
338	800200203	800205	8001002	2	3	0	40|41|402|412	0.216	0																	Grimhorn|Body|Stage Clear Exclusive
339	800200101	800211	8001001	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.024	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Head|Small Take Hit
340	800200102	800211	8001001	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.052	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Head|Big Take Hit
341	800200103	800211	8001001	2	3	0	40|41|401|411	0.024	0																	Bloom|Head|Hit During Spear QTE
342	800200104	800211	8001001	2	4	0	50	0	1																	Events Used to Judge Whether Spear Hits Head
343	800200105	800211	8001001	2	5	-1		0.052	0																	Bloom|Head|Hack
344	800200301	800211	8001003	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.024	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Left Hand|Small Take Hit
345	800200302	800211	8001003	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.052	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Left Hand|Big Take Hit
346	800200303	800211	8001003	2	3	0	40|41|403|413	0.024	0																	Bloom|Left Hand|Hit During Spear QTE
347	800200304	800211	8001003	2	4	0	50	0	1																	Event Used to Judge Spear Hit
348	800200305	800211	8001003	2	5	-1		0.052	0																	Bloom|Left Hand|Hack
349	800200401	800211	8001004	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.024	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Right Hand|Small Take Hit
350	800200402	800211	8001004	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.052	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Right Hand|Big Take Hit
351	800200403	800211	8001004	2	3	0	40|41|404|414	0.024	0																	Bloom|Right Hand|Hit During Spear QTE
352	800200404	800211	8001004	2	4	0	50	0	1																	Event Used to Judge Spear Hit
353	800200405	800211	8001004	2	5	-1		0.052	0																	Bloom|Right Hand|Hack
354	800200601	800211	8001006	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.1	0																	
355	800200602	800211	8001006	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.25	0																	
356	800200201	800211	8001002	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.05	0																	Grimhorn|Body|Small Take Hit
357	800200203	800211	8001002	2	3	0	40|41|402|412	0.216	0																	Grimhorn|Body|Stage Clear Exclusive
358	800200101	800212	8001001	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.032	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Head|Small Take Hit
359	800200102	800212	8001001	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.068	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Head|Big Take Hit
360	800200103	800212	8001001	2	3	0	40|41|401|411	0.032	0																	Bloom|Head|Hit During Spear QTE
361	800200104	800212	8001001	2	4	0	50	0	1																	Events Used to Judge Whether Spear Hits Head
362	800200105	800212	8001001	2	5	-1		0.068	0																	Bloom|Head|Hack
363	800200301	800212	8001003	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.032	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Left Hand|Small Take Hit
364	800200302	800212	8001003	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.068	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Left Hand|Big Take Hit
365	800200303	800212	8001003	2	3	0	40|41|403|413	0.032	0																	Bloom|Left Hand|Hit During Spear QTE
366	800200304	800212	8001003	2	4	0	50	0	1																	Event Used to Judge Spear Hit
367	800200305	800212	8001003	2	5	-1		0.068	0																	Bloom|Left Hand|Hack
368	800200401	800212	8001004	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.032	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Right Hand|Small Take Hit
369	800200402	800212	8001004	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.068	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Right Hand|Big Take Hit
370	800200403	800212	8001004	2	3	0	40|41|404|414	0.032	0																	Bloom|Right Hand|Hit During Spear QTE
371	800200404	800212	8001004	2	4	0	50	0	1																	Event Used to Judge Spear Hit
372	800200405	800212	8001004	2	5	-1		0.068	0																	Bloom|Right Hand|Hack
373	800200601	800212	8001006	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.1	0																	
374	800200602	800212	8001006	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.25	0																	
375	800200201	800212	8001002	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.05	0																	Grimhorn|Body|Small Take Hit
376	800200203	800212	8001002	2	3	0	40|41|402|412	0.216	0																	Grimhorn|Body|Stage Clear Exclusive
377	800200101	800213	8001001	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.024	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Head|Small Take Hit
378	800200102	800213	8001001	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.052	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Head|Big Take Hit
379	800200103	800213	8001001	2	3	0	40|41|401|411	0.024	0																	Bloom|Head|Hit During Spear QTE
380	800200104	800213	8001001	2	4	0	50	0	1																	Events Used to Judge Whether Spear Hits Head
381	800200105	800213	8001001	2	5	-1		0.052	0																	Bloom|Head|Hack
382	800200301	800213	8001003	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.024	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Left Hand|Small Take Hit
383	800200302	800213	8001003	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.052	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Left Hand|Big Take Hit
384	800200303	800213	8001003	2	3	0	40|41|403|413	0.024	0																	Bloom|Left Hand|Hit During Spear QTE
385	800200304	800213	8001003	2	4	0	50	0	1																	Event Used to Judge Spear Hit
386	800200305	800213	8001003	2	5	-1		0.052	0																	Bloom|Left Hand|Hack
387	800200401	800213	8001004	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.024	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Right Hand|Small Take Hit
388	800200402	800213	8001004	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.052	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Right Hand|Big Take Hit
389	800200403	800213	8001004	2	3	0	40|41|404|414	0.024	0																	Bloom|Right Hand|Hit During Spear QTE
390	800200404	800213	8001004	2	4	0	50	0	1																	Event Used to Judge Spear Hit
391	800200405	800213	8001004	2	5	-1		0.052	0																	Bloom|Right Hand|Hack
392	800200601	800213	8001006	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.1	0																	
393	800200602	800213	8001006	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.25	0																	
394	800200201	800213	8001002	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.05	0																	Grimhorn|Body|Small Take Hit
395	800200203	800213	8001002	2	3	0	40|41|402|412	0.216	0																	Grimhorn|Body|Stage Clear Exclusive
396	800200101	800214	8001001	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.02	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Head|Small Take Hit
397	800200102	800214	8001001	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.04	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Head|Big Take Hit
398	800200103	800214	8001001	2	3	0	40|41|401|411	0.02	0																	Bloom|Head|Hit During Spear QTE
399	800200104	800214	8001001	2	4	0	50	0	1																	Events Used to Judge Whether Spear Hits Head
400	800200105	800214	8001001	2	5	-1		0.04	0																	Bloom|Head|Hack
401	800200301	800214	8001003	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.02	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Left Hand|Small Take Hit
402	800200302	800214	8001003	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.04	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Left Hand|Big Take Hit
403	800200303	800214	8001003	2	3	0	40|41|403|413	0.02	0																	Bloom|Left Hand|Hit During Spear QTE
404	800200304	800214	8001003	2	4	0	50	0	1																	Event Used to Judge Spear Hit
405	800200305	800214	8001003	2	5	-1		0.04	0																	Bloom|Left Hand|Hack
406	800200401	800214	8001004	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.02	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Right Hand|Small Take Hit
407	800200402	800214	8001004	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.04	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Right Hand|Big Take Hit
408	800200403	800214	8001004	2	3	0	40|41|404|414	0.02	0																	Bloom|Right Hand|Hit During Spear QTE
409	800200404	800214	8001004	2	4	0	50	0	1																	Event Used to Judge Spear Hit
410	800200405	800214	8001004	2	5	-1		0.04	0																	Bloom|Right Hand|Hack
411	800200601	800214	8001006	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.1	0																	
412	800200602	800214	8001006	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.25	0																	
413	800200201	800214	8001002	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.05	0																	Grimhorn|Body|Small Take Hit
414	800200203	800214	8001002	2	3	0	40|41|402|412	0.216	0																	Grimhorn|Body|Stage Clear Exclusive
415	800200101	800215	8001001	2	1	0	1|3|11|12|13|21|22|23|31|32|33	0.016	0	1		0.01	0	2		0.01	0	3		0.01	0	4		0.01	0	Bloom|Head|Small Take Hit
416	800200102	800215	8001001	2	2	0	1|3|11|12|13|21|22|23|31|32|33	0.036	0	1		0.035	0	2		0.035	0	3		0.035	0	4		0.035	0	Bloom|Head|Big Take Hit
417	800200103	800215	8001001	2	3	0	40|41|401|411	0.016	0																	Bloom|Head|Hit During Spear QTE
