Id	FightEventId	Name	Icon	Description	Star	ConsumeCounts[1]	ConsumeCounts[2]
20905	93370	Ice DMG Boost II	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	Ice DMG of team members increases by 40%	2	70	700
20906	93380	Dark DMG Boost II	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22022.png	Dark DMG of team members increases by 20%	2	70	700
20907	93375	Lightning DMG Boost II	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21222.png	Lightning DMG of team members increases by 20%	2	70	700
20908	93202	Shield Support IV	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32021.png	Gain a shield that absorbs damage equal to 10% of HP every 15s while in battle. This shield cannot stack	4	100	1000
20909	120216	Dodge Boost II	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	Team members recover Dodge Gauge 50% faster	2	70	700
20910	93348	Signal Boost III	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	Gain 3 random Signal Orbs in every 10s	3	80	800
21001	93311	HP Boost IV	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	Max HP of team members increases by 10000	4	130	1300
21002	93202	Shield Support IV	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32021.png	Gain a shield that absorbs damage equal to 10% of HP every 15s while in battle. This shield cannot stack	4	130	1300
21003	96102	Recovery Boost V	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22001.png	Team members recover 1.5% of total HP every sec	5	160	1600
21004	90903	QTE Riot V	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	Triggering a QTE by a 3-Ping will trigger the other two Constructs' QTE	5	160	1600
21005	93370	Ice DMG Boost II	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	Ice DMG of team members increases by 40%	2	100	1000
21006	93360	Physical DMG Boost II	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21252.png	Physical DMG of team members increases by 40%	2	100	1000
21007	93365	Fire DMG Boost II	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21212.png	Fire DMG of team members increases by 40%	2	100	1000
21008	93344	Unrivalled X	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33303.png	All 1-Ping and 2-Ping of team members are regarded as 3-Ping	10	300	3000
21009	93348	Signal Boost III	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	Gain 3 random Signal Orbs in every 10s	3	110	1100
21010	120216	Dodge Boost II	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	Team members recover Dodge Gauge 50% faster	2	100	1000
21101	93390	Healing Riot IV	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22080.png	Excess healing is converted into 200% damage	5	180	1800
21102	120302	Matrix Reduction IV	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png	Matrix cooldown of team members decreases by 2s	4	150	1500
21103	90903	QTE Riot V	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	Triggering a QTE by a 3-Ping will trigger the other two Constructs' QTE	5	180	1800
21104	120107	QTE Reduction I	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png	QTE cooldown of team members decreases by 3s	1	120	1200
21105	93348	Signal Boost III	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	Gain 3 random Signal Orbs in every 10s	3	140	1400
21106	93311	HP Boost IV	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	Max HP of team members increases by 10000	4	150	1500
21107	81051	Evasion Bonus II	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	Dodge Gauge limit of team members increases by 1000	2	120	1200
21108	93314	Enhanced Attack III	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32101.png	Team members deal 300 bonus Physical DMG on every attack	3	140	1400
21109	93202	Shield Support IV	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32021.png	Gain a shield that absorbs damage equal to 10% of HP every 15s while in battle. This shield cannot stack	4	150	1500
21110	90705	Signature Reduction IV	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png	Team members gain 10 bonus energy every 5s	4	150	1500
21111	96106	Signature Frenzy III	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21012.png	Team members gain 10s Super Armor and 20% Extra DMG Bonus after casting a Signature Move	3	140	1400
21201	90404	Shield Riot IV	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21023.png	Team members gain a shield that mitigates one damage after entering battle. The shield restores 1 charge every 10s	4	150	1500
21202	93344	Unrivalled X	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33303.png	All 1-Ping and 2-Ping of team members are regarded as 3-Ping	10	300	3000
21203	93370	Ice DMG Boost II	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	Ice DMG of team members increases by 40%	2	120	1200
21204	93311	HP Boost IV	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	Max HP of team members increases by 10000	4	150	1500
21205	90903	QTE Riot V	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	Triggering a QTE by a 3-Ping will trigger the other two Constructs' QTE	5	180	1800
21206	120216	Dodge Boost II	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	Team members recover Dodge Gauge 50% faster	2	120	1200
21207	93348	Signal Boost III	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	Gain 3 random Signal Orbs in every 10s	3	140	1400
21208	75016	Combo Riot V	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png	Immediately gain 3 random Signal Orbs of the same color after landing a 20-hit combo	5	180	1800
21209	120302	Matrix Reduction IV	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png	Matrix cooldown of team members decreases by 2s	4	150	1500
21210	96104	DMG Reduction III	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12141.png	Team members gain 20% DMG Reduction	3	140	1400
21211	90705	Signature Reduction IV	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png	Team members gain 10 bonus energy every 5s	4	150	1500
21301	93344	Unrivalled X	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33303.png	All 1-Ping and 2-Ping of team members are regarded as 3-Ping	10	420	4200
21302	96105	The Chosen One X	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22060.png	Team members gain 10% Extra DMG Bonus for 15s when pinging the same type of Signal Orbs. Stacks infinitely.	10	420	4200
21303	93348	Signal Boost III	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21151.png	Gain 3 random Signal Orbs in every 10s	3	160	1600
21304	93311	HP Boost IV	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png	Max HP of team members increases by 10000	4	180	1800
21305	75016	Combo Riot V	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png	Immediately gain 3 random Signal Orbs of the same color after landing a 20-hit combo	5	200	2000
21306	90903	QTE Riot V	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png	Triggering a QTE by a 3-Ping will trigger the other two Constructs' QTE	5	200	2000
21307	96104	DMG Reduction III	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon12141.png	Team members gain 20% DMG Reduction	3	160	1600
21308	93323	Dodge Boost IV	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22031.png	Team members recover Dodge Gauge 100% faster	4	140	1400
21309	93370	Ice DMG Boost II	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png	Ice DMG of team members increases by 40%	2	140	1400
21310	93380	Dark DMG Boost II	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22022.png	Dark DMG of team members increases by 40%	2	140	1400
21311	93360	Physical DMG Boost II	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21252.png	Physical DMG of team members increases by 40%	2	140	1400
21312	90705	Signature Reduction IV	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png	Team members gain 10 bonus energy every 5s	4	180	1800
