Id	Endurance	ActionId[1]	ActionId[2]	ActionId[3]	ActionId[4]	PunishId[1]	PunishWeight[1]	PunishId[2]	PunishWeight[2]	PunishId[3]	PunishWeight[3]	PunishId[4]	PunishWeight[4]	PunishId[5]	PunishWeight[5]	Title	Description	SucDesc	FailDesc	StartMovieId
2032853	0	12032853				2032041	50	2032021	20	2032022	20	2032023	20			Local Dead Zone	The leaking Punishing contamination has turned the ground into a Dead Zone. You manage to escape as soon as possible, but the team is still affected.	Thanks to your swift reaction, all the team members managed to get out of the local Dead Zone completely. You are all safe—for now.	The Punishing Virus is spreading way faster than you expected. Your team is substantially affected by the virus.	
2033051	1	22033051	32033051													Scavenger	You find some supply crates in the ruins. Perhaps you can find something useful in them.	You find a key card of the business district! Can it open the nearby gate?	You find a torn cover page of a comic book named "Bizarre Adventure." The other pages were burnt. There are no other clues.	JD01629BA
2033052	1	22033052	32033052													Lingering Echoes	You manage to find a new exit. Before leaving, Liv notices the researcher that you saw earlier. Try to identify her direction if you also wonder what happened to her.	You see Angel and three other Constructs moving to the rear left.	As Liv looks around, she trips over a fallen stone plate and finds a fabric soaked in red underneath. On it painted a kind-looking deity standing on the Red Tide, with many fanatic prayers written next to it. You feel drowsy reading them, but there is no other clue found.	JD01630BA
2033053	0	12033053														A Tiny Hope	The door is shut so close that it almost blends into the wall. (You need to find [District Key Card] on this level)	The gate makes a horrifying sound and slowly opens.	No Failure Description	
2033054	0	12033054														Remaining Data	If only you could find the data of the sisters, you can know what happened to them later. (You need to find [Angel's Data] on this level)	This record does not seem to take place here, but the Spear of F.O.S. can help you simulate the projections in a similar location.	No Failure Description	
2033055	0	12033055				0	100	2033041	50	2033021	20	2033022	20	2033023	20	Local Dead Zone	The leaking Punishing contamination has turned the ground into a Dead Zone. You manage to escape as soon as possible, but the team is still affected.	Thanks to your swift reaction, all the team members managed to get out of the local Dead Zone completely. You are all safe—for now.	The Punishing Virus is spreading way faster than you expected. Your team is substantially affected by the virus.	
2041051	1	22041051	32041051			0	100	2041041	50	2041021	20	2041022	20	2041023	20	Blocked Area	You find an empty guard room at the factory's entrance. Can you find anything here?	You see a dated key card inside the rotten wood chips. Some people believed cards made in this material would be non-biodegradable. Now it has been proven.	It seems that someone has visited the guard room not long ago. There is bonfire leftovers on the ground. You clear the bonfire and turn over the rusty steel plate, only to find lots of messy scribbles on it. "Where are you where are you where are you where are you where are you where are you where where where?!"	JD01631BA
2041052	0	12041052														Protective Equipment	The Punishing concentration keeps skyrocketing. You must wear protective equipment to keep moving forward... (You need to find [Protective Suit] on this level)	Even after you have put on the suit properly, Liv still triple-checks every inch of it.		
2041053	0	12041053														Protective Equipment	The Punishing concentration keeps skyrocketing. You must wear protective equipment to keep moving forward... (You need to find [Protective Suit] on this level)	Even after you have put on the suit properly, Liv still triple-checks every inch of it.		
2041054	0	12041054														Past Record	Scavengers used to gather here. Can there be some clues around... (You need to find [Torn Diary] on this level)	You open the diary full of tear marks. There are a few vaguely written prayers on it. The person who wrote them seems to be exhausted. You find a map with marks on the last page, and use it to find a new exit.		
2041055	0	12041055				0	100	2041041	50	2041021	20	2041022	20	2041023	20	Local Dead Zone	The leaking Punishing contamination has turned the ground into a Dead Zone. You manage to escape as soon as possible, but the team is still affected.	Thanks to your swift reaction, all the team members managed to get out of the local Dead Zone completely. You are all safe—for now.	The Punishing Virus is spreading way faster than you expected. Your team is substantially affected by the virus.	
2042051	1	22042051	12042051													Obstacle Crate	Supply crates are blocking your way. You must get rid of them to advance.	Four of you quickly clear a way out of the supply crates, allowing you to barely pass. You also find a suit with enhanced protection in the supplies.	Loose supply crates fall from the top, almost hitting Lee. Good news is there is a pack of unexpired sealed ham. Lucia plans to let everyone take a break and cook a meal with it.	JD01632BA
2042052	1	22042052	32042052													Red Crack	The Red Tide is flowing up the cracks on the ground. You must find a way to go over it.	With the team's help, you safely cross the Red Tide. Still, you feel like someone is watching you from behind. You turn around to find a red silhouette rising from the tide, pointing to the left.	Crossing the Red Tide is more difficult than you have thought. You remain there for a long time until a red silhouette appears from the tide, mumbling some strange words.	JD01633BA
2042053	0	12042053														Protective Equipment	The Punishing concentration keeps skyrocketing. You must further enhance the protective equipment to keep moving forward... (You need to find [Suit Enhancement Set] on this level)	You can hardly breathe inside the heavy protection suit, but at least it makes you safer.		
2042054	0	12042054														Memory Fragment	A rusty security door is in your way... (You need to find [Authorization Chip] on this level)	The rust isn't too bad and you easily open the door. Seems that it has been used by many people recently. Who can they be?		
2042055	1	22042055	32042055													Deja Vu	Following a route calculated from the data, you continue moving toward the target location. As you advance, Lucia feels somewhat familiar to this place, but she struggles to remember. If only you can find some clues...	Following the clues left by the projections, you find Alpha and Luna's trails!	The clues are a mess. You do not find anything useful.	JD01634BA
2042056	0	12042056														Local Dead Zone	The leaking Punishing contamination has turned the ground into a Dead Zone. You manage to escape as soon as possible, but the team is still affected.	Thanks to your swift reaction, all the team members managed to get out of the local Dead Zone completely. You are all safe—for now.	The Punishing Virus is spreading way faster than you expected. Your team is substantially affected by the virus.	
2042057	0	12042057														Local Dead Zone	The leaking Punishing contamination has turned the ground into a Dead Zone. You manage to escape as soon as possible, but the team is still affected.	Thanks to your swift reaction, all the team members managed to get out of the local Dead Zone completely. You are all safe—for now.	The Punishing Virus is spreading way faster than you expected. Your team is substantially affected by the virus.	
2042058	0	12042058														Local Dead Zone	The leaking Punishing contamination has turned the ground into a Dead Zone. You manage to escape as soon as possible, but the team is still affected.	Thanks to your swift reaction, all the team members managed to get out of the local Dead Zone completely. You are all safe—for now.	The Punishing Virus is spreading way faster than you expected. Your team is substantially affected by the virus.	
2042059	0	12042059				0	100	2042041	50	2042021	20	2042022	20	2042023	20	Local Dead Zone	The leaking Punishing contamination has turned the ground into a Dead Zone. You manage to escape as soon as possible, but the team is still affected.	Thanks to your swift reaction, all the team members managed to get out of the local Dead Zone completely. You are all safe—for now.	The Punishing Virus is spreading way faster than you expected. Your team is substantially affected by the virus.	
2042851	0	12042851				0	100	2042041	50	2042021	20	2042022	20	2042023	20	Local Dead Zone	The leaking Punishing contamination has turned the ground into a Dead Zone. You manage to escape as soon as possible, but the team is still affected.	Thanks to your swift reaction, all the team members managed to get out of the local Dead Zone completely. You are all safe—for now.	The Punishing Virus is spreading way faster than you expected. Your team is substantially affected by the virus.	
2042852	0	12042852				0	100	2042041	50	2042021	20	2042022	20	2042023	20	Local Dead Zone	The leaking Punishing contamination has turned the ground into a Dead Zone. You manage to escape as soon as possible, but the team is still affected.	Thanks to your swift reaction, all the team members managed to get out of the local Dead Zone completely. You are all safe—for now.	The Punishing Virus is spreading way faster than you expected. Your team is substantially affected by the virus.	
2042853	0	12042853				0	100	2042041	50	2042021	20	2042022	20	2042023	20	Local Dead Zone	The leaking Punishing contamination has turned the ground into a Dead Zone. You manage to escape as soon as possible, but the team is still affected.	Thanks to your swift reaction, all the team members managed to get out of the local Dead Zone completely. You are all safe—for now.	The Punishing Virus is spreading way faster than you expected. Your team is substantially affected by the virus.	
2042854	0	12042854				0	100	2042041	50	2042021	20	2042022	20	2042023	20	Local Dead Zone	The leaking Punishing contamination has turned the ground into a Dead Zone. You manage to escape as soon as possible, but the team is still affected.	Thanks to your swift reaction, all the team members managed to get out of the local Dead Zone completely. You are all safe—for now.	The Punishing Virus is spreading way faster than you expected. Your team is substantially affected by the virus.	
2042855	0	22042855				0	100	2042041	50	2042021	20	2042022	20	2042023	20	Don't turn back	Look for data related to the writing on the wall.	You see an infected young man standing in front of the slogan, who erases the text after "of course." Now you can pick up the young man's data to look for more clues.	You see many scavengers come and go. Some nod to the slogan, some point fingers and laugh at it. But you do not see who wrote them, or who erased the text after "of course."	JD01635BA
2042856	0	12042856				0	100	2042041	50	2042021	20	2042022	20	2042023	20	Back Cover Message	Get [Back Cover Message] from [Zone C Abandoned Factory] Operation Zone	[Back Cover Message] successfully used. You may continue moving forward now.	Stepped onto the collapsed ground	
2042857	0	12042857				0	100	2042041	50	2042021	20	2042022	20	2042023	20	Rooftop Key	Get [Rooftop Key] from [Zone C Abandoned Factory] Operation Zone	[Rooftop Key] successfully used. You may continue moving forward now.	Stepped onto the collapsed ground	
2042858	0	12042858				0	100	2042041	50	2042021	20	2042022	20	2042023	20	Torn Comic Page	Get [Torn Comic Page] from [Zone C Abandoned Factory] Operation Zone	[Torn Comic Page] successfully used. You may continue moving forward now.	Stepped onto the collapsed ground	
2043051	0	12043051				0	100	2043041	100	2043021	50	2043022	50	2043023	40	Hetero Tide	You encounter a sudden attack from the Hetero-Creatures on the way to investigation. A battle is inevitable. You must fight back!	You defeat the incoming wave of Hetero-Creatures. It is peaceful once again.	A battle of such scale is beyond your combat ability. You are badly wounded and barely manage to escape...	
2043052	0	32043052				0	100	2043041	100	2043021	50	2043022	50	2043023	40	Hidden Data	Spear of F.O.S. picks up a clue encrypted with a set of rare, dated number codes. To find out more, you must decipher it first.	You have successfully found a method to decipher the password and learned about a hidden route. Looks like it was used as an emergency exit before the street was reduced to ruins.	You thought hard but had no clues, so you decide to use the Spear of F.O.S. for brute-force decryption. All you find is a video recording of disasters, while everything else has become unreadable data fragments.	
3021051	0	13021051														Check Title 126	Not Configured	Not Configured	Not Configured	
3022051	1	13022051	23022051			0	100	3022041	50	3022021	20	3022022	20	3022023	20	Abyssal Remains	The broken Corrupted is still struggling to come over. He has lost all combat capabilities and consciousness long ago.	Although the contamination is irreversible, Liv manages to retrieve the Construct's Memory model before it is completely destroyed by the virus, so you can at least remember his story.	Before you can take action, the Construct ceases to function permanently in a crawling position. His memory shell is completely damaged.	JD01641BA
3023041	1	13023041	23023041			0	100	3023041	50	3023021	20	3023022	20	3023023	20	Unexpected Support	With communications down, you can not sync information with Babylonia or call for emergency support. Whether looking for backup links or searching and destroying potential interference device, you must immediately try to restore communication.	After defeating the Corrupted, you find and disable some anti-recon device in the underground facility. The signal block is slightly reduced.	You have eliminate the issue and try to contact Babylonia again, but no one answers.	ZX01629BA
3023052	0	13023052														Memory Box	You must get [Ruolin's Data] to continue moving forward. It can be obtained from the Support Force in [Outer City Ruins].	You have successfully used [Ruolin's Data] to go through the blockade. More unknown awaits you in the future exploration.	No Failure Description	
3024051	1	13024051				0	100	3024041	100	3024021	50	3024022	50	3024023	40	Hetero Horde	You are found by the wandering Hetero-creatures in the underground facility. You must prepare for battle immediately.	The Hetero-creatures are no match for the Gray Raven veterans. The battle ends quickly.	The number of Hetero-creatures has exceeded your expectation. Forcing your way through may not be the best option. Get out of battle before you suffer unnecessary losses.	
3024052	1	13024052				0	100	3024041	100	3024021	50	3024022	50	3024023	40	Disruptive Signal	You receive meaningless broken signals from somewhere deep inside the underground facility that causes substantial interference in the comms channel. Better get rid of them to avoid any adverse impact on the estimate of nearby threats.	You have successfully used the Spear of F.O.S. to trace the signal source and eliminated the interference. Now you may keep moving forward.	The interference is too strong for your senses to function properly. You have to leave the area.	
3024053	1	13024053				0	100	3024041	100	3024021	50	3024022	50	3024023	40	Abnormal Obstacle	You detect some error in the algorithm of the Spear of F.O.S. Fix it before it produces more serious consequences.	You have successfully fixed the error. The Spear of F.O.S. is now able to execute your command normally.	Fixing the error takes longer than you expected. Better look for a safe place to rest up first.	
3031051	1	13031051	23031051			0	100	3031041	50	3031021	20	3031022	20	3031023	20	Junction Corridor	Core Area is right in front of you, but the first half of the bridge is blocked. You must find a way to get through it.	It took you some time, but the obstacles blocking the bridge have been successfully removed. You can now move forward.	The obstacles are more difficult to remove than you expected. You might need to try other solutions.	JD01642BA
3031052	0	13031052				0	100	3031041	50	3031021	20	3031022	20	3031023	20	Final Struggle	Your recklessness has led you into a trap. Maybe you can utilize your capabilities to avoid it.	Apparently it isn't even a challenge for you, but you better be careful next time.	Even the most outstanding individual may make mistakes. You are lucky to avoid the potential negative event.	
3032051	0	13032051														Blockade	You must get [Short-range Jet] to continue moving forward. It can be obtained from the Supply Carriage in [Outer City Ruins].	You have used [Short-range Jet] to get over the bridge. More unknown awaits you in the future exploration.	No Failure Description	
3032052	0	13032052				0	100	3032041	50	3032021	20	3032022	20	3032023	20	Final Struggle	Your recklessness has led you into a trap. Maybe you can utilize your capabilities to avoid it.	Apparently it isn't even a challenge for you, but you better be careful next time.	Even the most outstanding individual may make mistakes. You are lucky to avoid the potential negative event.	
3032053	0	13032053				0	100	3032041	50	3032021	20	3032022	20	3032023	20	Sudden Disaster	Your recklessness has led you into a trap. Maybe you can utilize your capabilities to avoid it.	Apparently it isn't even a challenge for you, but you better be careful next time.	Even the most outstanding individual may make mistakes. You are lucky to avoid the potential negative event.	
3033051	0	13033051														Memory Box	You must get [Ruolin's Video] to continue moving forward. It can be obtained by exploring [Core Area] Control Center.	You have successfully used [Ruolin's Video] to go through the blockade. More unknown awaits you in the future exploration.	No Failure Description	
3034051	1	13034051				0	100	3034041	100	3034021	50	3034022	50	3034023	40	Hetero Horde	You are found by the wandering Hetero-creatures in the underground facility. You must prepare for battle immediately.	The Hetero-creatures are no match for the Gray Raven veterans. The battle ends quickly.	The number of Hetero-creatures has exceeded your expectation. Forcing your way through may not be the best option. Get out of battle before you suffer unnecessary losses.	
3034052	1	13034052				0	100	3034041	100	3034021	50	3034022	50	3034023	40	Disruptive Signal	You receive meaningless broken signals from somewhere deep inside the underground facility that causes substantial interference in the comms channel. Better get rid of them to avoid any adverse impact on the estimate of nearby threats.	You have successfully used the Spear of F.O.S. to trace the signal source and eliminated the interference. Now you may keep moving forward.	The interference is too strong for your senses to function properly. You have to leave the area.	
3034053	1	13034053				0	100	3034041	100	3034021	50	3034022	50	3034023	40	Abnormal Obstacle	You detect some error in the algorithm of the Spear of F.O.S. Fix it before it produces more serious consequences.	You have successfully fixed the error. The Spear of F.O.S. is now able to execute your command normally.	Fixing the error takes longer than you expected. Better look for a safe place to rest up first.	
3034054	1	13034054				0	100	3034041	100	3034021	50	3034022	50	3034023	40	Hetero Horde	You are found by the wandering Hetero-creatures in the underground facility. You must prepare for battle immediately.	The Hetero-creatures are no match for the Gray Raven veterans. The battle ends quickly.	The number of Hetero-creatures has exceeded your expectation. Forcing your way through may not be the best option. Get out of battle before you suffer unnecessary losses.	
3041041	1	13041041	23041041			0	100									Platform Lift	While everyone is still hesitant, the platform rattles and begins to descend.	There is still time. You rush onto the descending platform.	The platform is descending faster than you expected. It is too late.	ZX01637BA
3041051	0	13041051														Battle Will	You must get [Lucia's Will] to continue moving forward. It can be obtained from [Deep M.I.N.D.] Lv.2 Area.	You successfully return from the Deep M.I.N.D. with [Lucia's Will]. A final battle with the Ascendant awaits you.	No Failure Description	
3041052	0	13041052				0	100	3041041	50	3041021	20	3041022	20	3041023	20	Sudden Fault	You have no equipment or time for maintenance. Constructs often have a high fault rate in battles, and you can only pray that it is only a minor fault.	After some simple repairs, you manage to fix the sudden fault in as little time as possible.	You think it is only a "minor" fault and do not give it enough attention, but the consequence can be severe.	
3041053	0	13041053				0	100	3041041	50	3041021	20	3041022	20	3041023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
3042051	0	13042051				0	100	3042041	50	3042021	20	3042022	20	3042023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
3042052	1	13042052				0	100	3042041	50	3042021	20	3042022	20	3042023	20	Hetero Horde	You are found by the wandering Hetero-creatures in the underground facility. You must prepare for battle immediately.	The Hetero-creatures are no match for the Gray Raven veterans. The battle ends quickly.	The number of Hetero-creatures has exceeded your expectation. Forcing your way through may not be the best option. Get out of battle before you suffer unnecessary losses.	
3043051	1	13043051				0	100	3043041	100	3043021	50	3043022	50	3043023	40	Hetero Horde	You are found by the wandering Hetero-creatures in the underground facility. You must prepare for battle immediately.	The Hetero-creatures are no match for the Gray Raven veterans. The battle ends quickly.	The number of Hetero-creatures has exceeded your expectation. Forcing your way through may not be the best option. Get out of battle before you suffer unnecessary losses.	
3043052	1	13043052				0	100	3043041	100	3043021	50	3043022	50	3043023	40	Disruptive Signal	You receive meaningless broken signals from somewhere deep inside the underground facility that causes substantial interference in the comms channel. Better get rid of them to avoid any adverse impact on the estimate of nearby threats.	You have successfully used the Spear of F.O.S. to trace the signal source and eliminated the interference. Now you may keep moving forward.	The interference is too strong for your senses to function properly. You have to leave the area.	
3043053	1	13043053				0	100	3043041	100	3043021	50	3043022	50	3043023	40	Abnormal Obstacle	You detect some error in the algorithm of the Spear of F.O.S. Fix it before it produces more serious consequences.	You have successfully fixed the error. The Spear of F.O.S. is now able to execute your command normally.	Fixing the error takes longer than you expected. Better look for a safe place to rest up first.	
3043054	1	13043054				0	100	3043041	100	3043021	50	3043022	50	3043023	40	Hetero Horde	You are found by the wandering Hetero-creatures in the underground facility. You must prepare for battle immediately.	The Hetero-creatures are no match for the Gray Raven veterans. The battle ends quickly.	The number of Hetero-creatures has exceeded your expectation. Forcing your way through may not be the best option. Get out of battle before you suffer unnecessary losses.	
3051051	1	13051051				3051041	100									Unlocking Memories	Lucia continues forward with determination. No matter how painful the memories are, she must break through it.	Lucia manages to overcome the obstacles in her M.I.N.D. Her sealed past awaits her.	No matter how many times she fails, she must unveil the secret behind the lost memories.	JD01661BA
3052051	1	13052051				3052041	100									Crimson Will	Alpha points her blade at Lucia...	After engaging each other for a brief moment, Lucia and Alpha end their evenly matched battle.	No matter how many times she fails, she must unveil the secret behind the lost memories.	JD01662BA
3052053	1	13052053				3052041	100									A Voice from Afar	A vague voice appears amongst the chaos brought by the contamination. Who can that be?	With a foggy mind, Lucia slowly remembers the owner of that voice...	No matter how many times she fails, she must return to them.	JD01663BA
3052054	1	13052054				3052041	100									Black Sheep	There is still time. You must leave before the M.I.N.D. is devoured.	Darkness seems to have faded a little. Memory fragments fly in the air, luring her to touch them.	No matter how many times she fails, she must return to them.	JD01663BB
3052055	1	13052055				3052041	100									Lone Demon King	There is still time. You must leave before the M.I.N.D. is devoured.	Darkness seems to have faded a little. Memory fragments fly in the air, luring her to touch them.	No matter how many times she fails, she must return to them.	JD01663BC
4021051	1	14021051	24021051	34021051												Search for Lamia	Gray Raven climb up a platform to a possible hideout of Lamia, hoping to find her whereabouts.	Soon, you find the traces left by Lamia. She was definitely here. Maybe you need to explore a bit further.	It does not seem to work. You do not find any useful information.	ZX01648BA
4021052	1	14021052	24021052	34021052												Search for Lamia	Gray Raven climb up a platform to a possible hideout of Lamia, hoping to find her whereabouts.	Soon, you find the traces left by Lamia. She was definitely here. Maybe you need to explore a bit further.	It does not seem to work. You do not find any useful information.	ZX01648BA
4021053	1	14021053	24021053	34021053												Search for Lamia	Gray Raven climb up a platform to a possible hideout of Lamia, hoping to find her whereabouts.	Soon, you find the traces left by Lamia. She was definitely here. Maybe you need to explore a bit further.	It does not seem to work. You do not find any useful information.	ZX01649BA
4021054	0	14021054														Lamia	Where is Lamia... (Find [Lamia's Location] on this level to unlock)	You finally find Lamia. Next, you need to gauge the information about the giant monster from her.	No Failure Description	
4021055	0	14021055				4021021	20	4021022	20	4021023	20					Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4021056	0	14021056				4021021	20	4021022	20	4021023	20					Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4021057	0	14021057				4021021	20	4021022	20	4021023	20					Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4021058	0	14021058				4021021	20	4021022	20	4021023	20					Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4021059	0	14021059				4021041	100									Trap Card A	Lamia is no longer here, but she has left a nice gift for you—a triggered trap!	You successfully avoid the trap.	You trigger Lamia's trap and are returned to the starting point.	
4021851	0	14021851				4021041	100									Trap Card B	Lamia is no longer here, but she has left a nice gift for you—a triggered trap!	You successfully avoid the trap.	You trigger Lamia's trap and are returned to the starting point.	
4022051	1	14022051	34022051													Hetero-Creature	Don't lose it! Find an opportunity to catch it.	Fortunately, it does not realized that it is being followed.	It is not a good idea. You lose the creature.	ZX01650BA
4022052	0	14022052														Capture Hetero-Creature	How to capture that Hetero-Creature... (Find [Hetero-Creature Footprints] on this level to unlock)	You have successfully caught the creature. Now it is Lamia's job.	Unable to break the data barrier	
4022053	0	14022053														Capture Hetero-Creature	How to capture that Hetero-creature... (Find [Body Fluid of Hetero-Creature] on this level to unlock)	You have successfully caught the creature. Now it is Lamia's job.	Unable to break the data barrier	
4022054	0	14022054														Blockade 3 (Scrapped)	Scrapped	Scrapped	Scrapped	
4022055	0	14022055														Blockade 4 (Scrapped)	Scrapped	Scrapped	Scrapped	
4022056	0	14022056				0	100	4023041	50	4023021	20	4023022	20	4023023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	Stepped onto the collapsed ground	Stepped onto the collapsed ground	
4023051	1	34023051	14023051													Ambush	Just when you almost catcht Lamia, she suddenly attacks Lee, trying to seize Huaxu's terminal from him.	Lamia comes prepared, but she isn't able to take the terminal off Lee's hands.	You are anticipating an ambush but still get distracted for a split second. The terminal falls into Lamia's hands.	ZX01653BA
4023052	1	14023052	24023052	34023052												Broken Rope	The steel rope on Lamia suddenly breaks apart. She is running away!	You have tracked Lamia's location before she goes stealth. Go get her.	You are caught off guard. Lamia manages to get away.	ZX01652BA
4023053	1	14023053	24023053	34023053												Check 2 (Scrapped)	Scrapped	After going around a dark corner, you may continue moving forward now.	No Failure Description	
4023054	0	14023054														Chasing Lamia	Lamia is running a lot faster than you expected. Don't let her get away! (You need to find [Run-away Mermaid] on this level)	Lamia is right ahead... Go get her!	No Failure Description	
4023055	0	14023055														Blockade (Scrapped)	Scrapped	[Laser Protection Suit] successfully used. You may continue moving forward now.	No Failure Description	
4023056	0	14023056				0	100	4023041	50	4023021	20	4023022	20	4023023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4023057	0	14023057				0	100	4023041	50	4023021	20	4023022	20	4023023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4023058	0	14023058				0	100	4023041	50	4023021	20	4023022	20	4023023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4024051	1	24024051	14024051	34024051												Roaring Polyphage	The Polyphage makes a deafening roar.	You manage to grab the stone wall's edge and not be knocked away.	You lose balance and is knocked away. It is impossible to get closer to the Polyphage.	JD01664BA
4024052	1	14024052	24024052	34024052												Climbing the Platform	How to get to the platform on the left?	You may continue moving forward now.	You fail to climb up the platform.	
4024053	0	14024053														Polyphage	How to get close to the Polyphage... (Find [Facing the Polyphage] on this level to pass)	You may continue moving forward now.	No Failure Description	
4024054	0	14024054														Polyphage	How to get close to the Polyphage... (Find [Facing the Polyphage] on this level to pass)	You may continue moving forward now.	No Failure Description	
4024055	0	14024055														Polyphage	How to get close to the Polyphage... (Find [Facing the Polyphage] on this level to pass)	You may continue moving forward now.	No Failure Description	
4024056	0	14024056														Polyphage	How to get close to the Polyphage... (Find [Facing the Polyphage] on this level to pass)	You may continue moving forward now.	No Failure Description	
4024057	0	14024057														Right Hand Key	You must use [Right Hand Clue] to get through	Use [Right Hand Clue] to get through	No Failure Description	
4024058	0	14024058														Data Fragment - Blasphemy	You need to find [Data Fragment - Blasphemy] on this level.	[Data Fragment - Blasphemy] successfully used. You may continue moving forward now.	No Failure Description	
4024059	0	14024059				4024041	50	4024021	20	4024022	20	4024023	20			Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4024851	0	14024851				4024041	50	4024021	20	4024022	20	4024023	20			Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4024852	0	14024852				4024041	50	4024021	20	4024022	20	4024023	20			Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4024853	0	14024853				4024041	50	4024021	20	4024022	20	4024023	20			Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4024854	0	14024854														Data Fragment - Blasphemy	You need to find [Data Fragment - Blasphemy] on this level.	[Data Fragment - Blasphemy] successfully used. You may continue moving forward now.	No Failure Description	
4024855	0	14024855														Data Fragment - Blasphemy	You need to find [Data Fragment - Blasphemy] on this level.	[Data Fragment - Blasphemy] successfully used. You may continue moving forward now.	No Failure Description	
4031051	1	34031051	14031051	24031051												Break the Siege	The enemies keep coming. Instead of defeating all of them, you need to find a way out.	You find the enemy's movement pattern and get away!	You fail to find an escape route and are completely surrounded.	JD01665BA
4031052	1	34031052	14031052	24031052												System Invasion	The control is hidden inside the arm. If you can hack into it, you can open a new way with ease.	You successfully hack into the joint and destroy the Polyphage's central control system.	Your invasion is blocked and you have to try again.	
4031053	0	14031053														Siege	The enemies just keep coming. Sheer force may not be enough to help you break away. (You need to find [Split Second Opportunity] on this level to unlock it)	You may continue moving forward now.	No Failure Description	
4031054	0	14031054														Defense Break	A powerful device is protecting the weak part of the Polyphage's left hand. You must destroy it. (You need to find [Defense Compromised] on this level to unlock it)	You may continue moving forward now.	No Failure Description	
4031055	0	14031055														Data Fragment - Adverse Impact	You need to find [Data Fragment - Adverse Impact] on this level.	[Data Fragment - Adverse Impact] successfully used. You may continue moving forward now.	No Failure Description	
4031056	0	14031056				0	100	4031041	50	4031021	20	4031022	20	4031023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
4031057	0	14031057				0	100	4031041	50	4031021	20	4031022	20	4031023	20	Final Struggle	Never let your guard down even when the enemy is already defeated. You may pay a heavy price if they get to you during their final struggle.	The enemy is already dying. You are shaken, but they have not caused any real trouble.	The dying enemy catches you off guard and you lose balance. You barely manage to escape but suffer a huge loss.	
