Id	Disposeable	SingleDisposeable	RecordGroupId	Type	Param[1]	Param[2]	Param[3]	Param[4]	Param[5]	Param[6]	MovieId	Icon	MiniIcon	IconR	Order	ConvertCardId	Name	FightDes	QuickFightDes	ShowTag
1051011				1								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1008Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1008.png	Data corruption		Fragmented Data			0
1051012				1								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1008Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1008.png	Data corruption		Fragmented Data			0
1051021				2								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2006Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2006.png	Virtual process		Virtual Process			0
1051022				2								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2007Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2007.png	Virtual process		Virtual Process			0
1051031	1		3	3	10130107						ZX01609EA	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3008Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3008.png	Story	1051021	"Huaxu"	No matter who "it" works for, you've got to make it stop.		1
1051051	1		2	5	1051051	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Over	1051021	Break the Lift			0
1051052	1		2	5	1051051	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Over	1051021	Break the Lift			0
1051053	1		2	5	1051051	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Over	1051021	Break the Lift			0
1051054	1		2	5	1051051	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Over	1051021	Break the Lift			0
1051055	1		2	5	1051051	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Over	1051021	Break the Lift			0
1051056	1		2	5	1051051	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Over	1051021	Break the Lift			0
1051057	1		2	5	1051051	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Over	1051021	Break the Lift			0
1051058		1		5	1051052	0	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Trap	1051021	Sudden Fault			0
1051059		1		5	1051053	0	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8001.png	Trap	1051021	Paralyzing Mine			0
1051060	1		2	5	1051054	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Over	1051021	Machine Blockade			0
1051951	1		2	5	1051055	1	400525					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Test	1051021	Camouflage Node			0
1051952	1		2	5	1051056	1	400525					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Test	1051021	Hetero Node			0
1051953	1		2	5	1051057	1	400525					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Test	1051021	Denial Node			0
1051954	1		2	5	1051058	1	400525					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Test	1051021	Complicated Node			0
1051955	1		2	5	1051059	1	400525					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Test	1051021	Closed Node			0
1051956	1		2	5	1051055	1	400525					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Test	1051021	Faulty Circuit			0
1051957	1		2	5	1051055	1	400525					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Test	1051021	Faulty Circuit			0
1051061	1		1	6	400509							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1051021	Remaining Supplies			0
1051062	1		1	6	400517							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1051021	Remaining Supplies			0
1051063	1		1	6	400502							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1051021	Remaining Supplies			0
1051064	1		1	6	400516							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1051021	Remaining Supplies			0
1051065	1		1	6	400520							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1051021	Remaining Supplies			0
1051066	1		1	6	400502							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1051021	Remaining Supplies			0
1051067	1		1	6	400503							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1051021	Remaining Supplies			0
1051081				8	1052	26	3					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7007.png	Down		Area 2			0
1051091		1		9	5	30200011	400530	1051031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight-01	1051021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1051092		1		9	5	30200012	400530	1051031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight-02	1051021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1051093		1		9	5	30200011	400530	1051031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight-03	1051021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1051094		1		9	5	30200012	400530	1051031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight-04	1051021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1051095		1		9	5	30200011	400530	1051031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight-05	1051021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1051096		1		9	5	30200012	400530	1051031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight-06	1051021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1051097		1		9	5	30200011	400530	1051031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight-07	1051021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1051098		1		9	5	30200012	400530	1051031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight-08	1051021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1051099		1		9	5	30200011	400530	1051031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight-09	1051021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1051100		1		9	5	30200012	400530	1051031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight-10	1051021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1051101				10								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze09.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7006.png	Out		Leave			0
1052011				1								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1008Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1008.png	Data corruption		Fragmented Data			0
1052012				1								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1008Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1008.png	Data corruption		Fragmented Data			0
1052021				2								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2006Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2006.png	Virtual process		Virtual Process			0
1052022				2								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2007Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2007.png	Virtual process		Virtual Process			0
1052041	1		4	4	FZ01601BC							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3037Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02_2.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3037.png	Story	1052021	Paradox 			1
1052042	1		4	4	FZ01601BD							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3037Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02_2.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3037.png	Story	1052021	Earth's Fulcrum			1
1052043	1		4	4	FZ01603BA							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3037Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02_2.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3037.png	Story	1052021	Scarab			1
1052051	1		2	5	1052051	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Test	1052021	Abnormal Hostility			0
1052052	1		2	5	1052052	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Test	1052021	Data Maze			0
1052053	1		2	5	1052053	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Test	1052021	Disruptive Block			0
1052054	1		2	5	1052054	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Over	1052021	Defense Facility			0
1052055	1		2	5	1052055	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Over	1052021	Surveillance			0
1052061	1		1	6	400521							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Reward	1052021	Valuable Supplies			0
1052062	1		1	6	400602							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Reward	1052021	Valuable Supplies			0
1052063	1		1	6	400517							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1052021	Remaining Supplies			0
1052064	1		1	6	400516							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1052021	Remaining Supplies			0
1052065	1		1	6	400520							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1052021	Remaining Supplies			0
1052066	1		1	6	400502							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1052021	Remaining Supplies			0
1052067	1		1	6	400503							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1052021	Remaining Supplies			0
1052071		1		7	1052021	200	1052063	50	1052091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1052021	Random Event			0
1052072		1		7	1052021	200	1052064	50	1052091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1052021	Random Event			0
1052073		1		7	1052021	200	1052065	50	1052091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1052021	Random Event			0
1052074		1		7	1052021	200	1052066	50	1052091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1052021	Random Event			0
1052075		1		7	1052021	200	1052063	50	1052091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1052021	Random Event			0
1052076		1		7	1052021	200	1052064	50	1052091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1052021	Random Event			0
1052077		1		7	1052021	200	1052065	50	1052091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1052021	Random Event			0
1052078		1		7	1052021	200	1052066	50	1052091	50		Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png	Lucia	1052021	Random Event			0
1052081				8	1053	26	3					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7007.png	Down		Area 3			0
1052082				8	1051	19	4					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze07.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7006.png	Up		Area 1			0
1052091		1		9	5	30200011	400530	1052031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight-01	1052021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1052092		1		9	5	30200012	400530	1052031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight-02	1052021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1052093		1		9	5	30200011	400530	1052031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight-03	1052021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1052094		1		9	5	30200012	400530	1052031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight-04	1052021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1052095		1		9	5	30200011	400530	1052031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight-05	1052021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1052096		1		9	5	30200012	400530	1052031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight-06	1052021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1052097		1		9	5	30200011	400530	1052031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight-07	1052021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1052098		1		9	5	30200012	400530	1052031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9001.png	Fight-08	1052021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1052099		1		9	5	30200011	400530	1052031				Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Fight-09	1052021	Abnormal Program	Gestalt's built-in standard defense programs has been modified, and they are now attacking all moving signals. Stop them before they stop you.	This battle is relatively easy for you.	0
1053011				1								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1008Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1008.png	Data corruption		Fragmented Data			0
1053012				1								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1008Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1008.png	Data corruption		Fragmented Data			0
1053021				2								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2006Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2006.png	Virtual process		Virtual Process			0
1053022				2								Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2007Sp.png		Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2007.png	Virtual process		Virtual Process			0
1053041	1		4	4	FZ01602BC							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3037Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02_2.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3037.png	Story	1053021	Conversation			1
1053051	1		2	5	1053051	1	0					Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5010Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5010.png	Test	1053021	Abnormal Hostility			0
1053061	1		1	6	400607							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Reward	1053021	Valuable Supplies			0
1053062	1		1	6	400517							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1053021	Remaining Supplies			0
1053063	1		1	6	400502							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1053021	Remaining Supplies			0
1053064	1		1	6	400516							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1053021	Remaining Supplies			0
1053065	1		1	6	400520							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1053021	Remaining Supplies			0
1053066	1		1	6	400502							Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Reward	1053021	Remaining Supplies			0
