Id	Type	Name	Desc	Params[1]	Params[2]	Params[3]	Params[4]	AreaIcon	CardIcon
43012	3	Main Story: <color=#59f5ff>Race Against Time</color>	Head to [Polyphage Left Hand] <color=#f5b60b>Lv.1 Area</color> and move toward the Core Area. You must race against the time.	10130129				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
41816	1	Main Story: <color=#59f5ff>Violent Shock</color>	Head to [Polyphage Core] <color=#f5b60b>Lv.1 Area</color> and survive the violent shock.	4041051				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon06.png
41817	1	Main Story: <color=#59f5ff>Shadow From Above</color>	Head to [Polyphage Core] <color=#f5b60b>Lv.1 Area</color> to avoid the Polyphage's attack.	4041052				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon06.png
43013	3	Main Story: <color=#59f5ff>Awake and Destroy</color>	Head to [Polyphage Core] <color=#f5b60b>Lv.1 Area</color> and rescue Luna from the Polyphage's core.	10130130				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
91001	2	<color=#59f5ff>New Investigator Available</color>	Investigator - Lee is now available	1				Assets/Product/Texture/Image/UiTRPG/UiTRPGExploreIconSafe01.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon03.png
91002	2	<color=#59f5ff>New Investigator Available</color>	Investigator - Liv is now available	2				Assets/Product/Texture/Image/UiTRPG/UiTRPGExploreIconSafe01.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon03.png
91004	4	<color=#59f5ff>New Investigator Available</color>	Investigator - Unknown is now available	4				Assets/Product/Texture/Image/UiTRPG/UiTRPGExploreIconSafe01.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon03.png
211001	1	Side Story: <color=#59f5ff>Invader</color>	[Awakening of Heart 1] Activate Event [Invader] while exploring [Eden 16-B Leisure Module] <color=#f5b60b>Lv.2 Area</color>.	1033042				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
211002	1	Side Story: <color=#59f5ff>Multi-line Operation</color>	[Awakening of Heart 2] Activate Event [Multi-line Operation] while exploring [Dominik Memorial Park] <color=#f5b60b>Lv.2 Area</color>.	1043041				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
211003	1	Side Story: <color=#59f5ff>Paradox</color>	[Awakening of Heart 3] Activate Event [Paradox] while exploring [Tactical Bridge] <color=#f5b60b>Lv.2 Area</color>.	1052041				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
211004	1	Side Story: <color=#59f5ff>Earth's Fulcrum</color>	[Awakening of Heart 4] Activate Event [Earth's Fulcrum] while exploring [Tactical Bridge] <color=#f5b60b>Lv.2 Area</color>.	1052042				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
211005	1	Side Story: <color=#59f5ff>Rough Marks</color>	[Awakening of Heart 5] Activate Event [Rough Marks] while exploring [Dominik Memorial Park] <color=#f5b60b>Lv.3 Area</color>.	1044043				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
211006	1	Side Story: <color=#59f5ff>Cat & Mouse</color>	[Awakening of Heart 6] Activate Event [Cat & Mouse] while exploring [Dominik Memorial Park] <color=#f5b60b>Lv.3 Area</color>.	1044044				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
212001	1	Side Story: <color=#59f5ff>Scarab</color>	[Invisible Spikes 1] Activate Event [Scarab] while exploring [Tactical Bridge] <color=#f5b60b>Lv.2 Area</color>.	1052043				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
212002	1	Side Story: <color=#59f5ff>Clamber</color>	[Invisible Spikes 2] Activate Event [Clamber] while exploring [Parliament Square] <color=#f5b60b>Lv.2 Area</color>.	1022041				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
212003	1	Side Story: <color=#59f5ff>"Bad Boy"</color>	[Invisible Spikes 3] Activate Event ["Bad Boy"] while exploring [Dominik Memorial Park] <color=#f5b60b>Lv.2 Area</color>.	1043042				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
212004	1	Side Story: <color=#59f5ff>Bait</color>	[Invisible Spikes 4] Activate Event [Bait] while exploring [Dominik Memorial Park] <color=#f5b60b>Lv.3 Area</color>.	1044041				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
212005	1	Side Story: <color=#59f5ff>Question</color>	[Invisible Spikes 5] Activate Event [Question] while exploring deep inside the [Dominik Memorial Park] <color=#f5b60b>Lv.3 Area</color>.	1044042				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
213001	1	Side Story: <color=#59f5ff>Traveler</color>	[World's End 1] Activate Event [Traveler] while exploring [Parliament Square] <color=#f5b60b>Lv.2 Area</color>.	1033041				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
213002	1	Side Story: <color=#59f5ff>"Great Antenna"</color>	[World's End 2] Activate Event ["Great Antenna"] while exploring [Parliament Square] <color=#f5b60b>Lv.2 Area</color>.	1022042				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
213003	1	Side Story: <color=#59f5ff>Conversation</color>	[World's End 3] Activate Event [Conversation] while exploring [Tactical Bridge] <color=#f5b60b>Lv.3 Area</color>.	1053041				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
213004	1	Side Story: <color=#59f5ff>Journey Continued</color>	[World's End 4] Activate Event [Journey Continued] while exploring [Parliament Square] <color=#f5b60b>Lv.3 Area</color>.	1023041				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
231001	7	Side Story: <color=#59f5ff>Ruolin</color>	[Echoing Memories1] Head to [Outer City Ruins] to talk about [Ruolin] with Bridget from [Support Force]	2130011				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
231002	1	Side Story: <color=#59f5ff>Final Gift</color>	[Echoing Memories 2] Head to [B01 Industrial Sector] <color=#f5b60b>Lv.3 Area</color> and find Event [Final Gift].	3024041				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
231003	7	Side Story: <color=#59f5ff>Echoing Memories</color>	[Echoing Memories 3] Head to [Outer City Ruins] and find Event [Echoing Memories].	2130021				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
232001	1	Side Story: <color=#59f5ff>Spread</color>	[Tide Direction 1] Head deep into [Core Area] <color=#f5b60b>Power Room</color> and find Event [Spread].	3042042				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
232002	1	Side Story: <color=#59f5ff>Rising Tide</color>	[Tide Direction 2] Head to [Core Area] <color=#f5b60b>Control Center</color> and find Event [Rising Tide].	3043041				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
232003	1	Side Story: <color=#59f5ff>Prey</color>	[Tide Direction 3] Head to [B01 Junction Corridor] <color=#f5b60b>Lv.4 Area</color> and find Event [Prey].	3034041				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
232004	1	Side Story: <color=#59f5ff>Outside the Curtain</color>	[Tide Direction 4] Head deep inside [B01 Junction Corridor] <color=#f5b60b>Lv.4 Area</color> and find Event [Outside the Curtain].	3034042				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
221001	1	Side Story: <color=#59f5ff>"Material"</color>	[Blood Well 1] Go to the <color=#f5b60b>2nd Street</color> of [Zone B Business District Ruins] and find Event ["Material"]	2033043				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
221002	1	Side Story: <color=#59f5ff>Blood Well</color>	[Blood Well 2] Go to the <color=#f5b60b>2nd Street</color> of [Zone B Business District Ruins] and find Event [Blood Well]	2021042				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
222001	1	Side Story: <color=#59f5ff>Unknown Heaven</color>	[Voiceless Self 1] Go to the <color=#f5b60b>Operation Zone</color> of [Zone C Abandoned Factory] and find Event [Unknown Heaven]	2042043				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
222002	1	Side Story: <color=#59f5ff>Bandwagon Effect</color>	[Voiceless Self 2] Go to the <color=#f5b60b>Operation Zone</color> of [Zone C Abandoned Factory] and find Event [Bandwagon Effect]	2042044				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
222003	1	Side Story: <color=#59f5ff>Burn it All</color>	[Voiceless Self 3] Go to the <color=#f5b60b>Operation Zone</color> of [Zone C Abandoned Factory] and find Event [Burn it All]	2042045				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
222004	1	Side Story: <color=#59f5ff>Voiceless Self</color>	[Voiceless Self 4] Go to the <color=#f5b60b>Operation Zone</color> of [Zone C Abandoned Factory] and find Event [Voiceless Self]	2042046				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
241001	1	Side Story: <color=#59f5ff>Against the Light</color>	[Blasphemy 1] Head to the <color=#f5b60b>Open Land</color> of [Shattered Valley] and find Event [Against the Light].	4024041				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
241002	7	Side Story: <color=#59f5ff>Gnawing-Away</color>	[Blasphemy 2] Go to [Underground Junction] to find Event [Gnawing-Away]	13401				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
242001	1	Side Story: <color=#59f5ff>Deal</color>	[Adverse Impact 1] Head to [Polyphage Left Hand] <color=#f5b60b>Lv.2 Area</color> and find Event [Deal].	4031042				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
242002	1	Side Story: <color=#59f5ff>Requirement</color>	[Adverse Impact 2] Head to [Polyphage Left Hand] <color=#f5b60b>Lv.2 Area</color> and find Event [Requirement].	4032041				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
243001	1	Side Story: <color=#59f5ff>"Good News"</color>	[Faith Praises 1] Head to [Polyphage Core] <color=#f5b60b>Lv.2 Area</color> and find Event ["Good News"].	4041041				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
243002	1	Side Story: <color=#59f5ff>Pray</color>	[Faith Praises 2] Head to [Polyphage Core] <color=#f5b60b>Lv.3 Area</color> and find Event [Pray].	4043041				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
243003	1	Side Story: <color=#59f5ff>Faith Praises</color>	[Faith Praises 3] Head to [Polyphage Core] <color=#f5b60b>Lv.2 Area</color> and find Event [Faith Praises].	4042041				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
244001	1	Side Story: <color=#59f5ff>Behind the Scenes</color>	[Engraver 1] Head to [Polyphage Core] <color=#f5b60b>Lv.3 Area</color> and find Event [Behind the Scenes].	4043042				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
244002	1	Side Story: <color=#59f5ff>Stratagem</color>	[Engraver 2] Head to [Polyphage Core] <color=#f5b60b>Lv.2 Area</color> and find Event [Stratagem].	4042042				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
300001	4	<color=#59f5ff>Find Material</color>	Get mysterious item - Secret Crystal from dungeon 1-4	61503				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
300002	5	<color=#59f5ff>Deliver Material</color>	Turn in mysterious item - Secret Crystal in the side mission area	61503				Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiUnknown02.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGMazeIcon02.png
