Id	StageId	GroupId	Diff	MonsterLevel[1]	MonsterLevel[2]	MonsterLevel[3]
865	30140216	2	4	639	307	239
866	30140217	2	4	639	307	239
867	30140218	2	4	639	307	239
868	30140219	2	4	639	307	239
869	30140220	2	4	639	307	239
870	30140313	2	4	1058	582	482
871	30140317	2	4	1058	582	482
872	30140320	2	4	1058	582	482
873	30140413	2	4	699	336	262
874	30140414	2	4	699	336	262
875	30140415	2	4	699	336	262
876	30140416	2	4	699	336	262
877	30140417	2	4	699	336	262
878	30140418	2	4	699	336	262
879	30140419	2	4	699	336	262
880	30140420	2	4	699	336	262
881	30140513	2	4	1152	623	518
882	30140517	2	4	1152	623	518
883	30140520	2	4	1152	623	518
884	30140121	2	4	749	764	628
885	30140122	2	4	749	764	628
886	30140124	2	4	749	764	628
887	30140125	2	4	954	764	628
888	30140126	2	4	954	764	628
889	30140221	2	4	635	489	380
890	30140222	2	4	635	489	380
891	30140223	2	4	635	489	380
892	30140224	2	4	635	489	380
893	30140225	2	4	635	489	380
894	30140226	2	4	635	489	380
895	30140227	2	4	635	489	380
896	30140228	2	4	635	489	380
897	30140229	2	4	635	489	380
898	30140230	2	4	477	489	380
899	30140321	2	4	819	836	682
900	30140322	2	4	819	836	682
901	30140324	2	4	819	836	682
902	30140325	2	4	1052	836	682
903	30140326	2	4	1052	836	682
904	30140421	2	4	695	535	417
905	30140422	2	4	695	535	417
906	30140423	2	4	695	535	417
907	30140424	2	4	695	535	417
908	30140425	2	4	695	535	417
909	30140426	2	4	695	535	417
910	30140427	2	4	695	535	417
911	30140428	2	4	695	535	417
912	30140429	2	4	695	535	417
913	30140430	2	4	521	535	417
914	30140521	2	4	887	907	736
915	30140522	2	4	887	907	736
916	30140524	2	4	887	907	736
917	30140525	2	4	1147	907	736
918	30140526	2	4	1147	907	736
919	30140101	2	5	967	540	435
920	30140107	2	5	967	540	435
921	30140109	2	5	967	540	435
922	30140110	2	5	967	540	435
923	30140111	2	5	967	540	435
924	30140112	2	5	967	540	435
925	30140201	2	5	645	309	241
926	30140202	2	5	645	309	241
927	30140203	2	5	645	309	241
928	30140204	2	5	645	309	241
929	30140205	2	5	645	309	241
930	30140206	2	5	645	309	241
931	30140207	2	5	645	309	241
932	30140208	2	5	645	309	241
933	30140209	2	5	645	309	241
934	30140210	2	5	645	309	241
935	30140211	2	5	645	309	241
936	30140212	2	5	645	309	241
937	30140301	2	5	1065	585	483
938	30140307	2	5	1065	585	483
939	30140309	2	5	1065	585	483
940	30140310	2	5	1065	585	483
941	30140311	2	5	1065	585	483
942	30140312	2	5	1065	585	483
943	30140401	2	5	705	338	263
944	30140402	2	5	705	338	263
945	30140403	2	5	705	338	263
946	30140404	2	5	705	338	263
947	30140405	2	5	705	338	263
948	30140406	2	5	705	338	263
949	30140407	2	5	705	338	263
950	30140408	2	5	705	338	263
951	30140409	2	5	705	338	263
952	30140410	2	5	705	338	263
953	30140411	2	5	705	338	263
954	30140412	2	5	705	338	263
955	30140501	2	5	1160	625	521
956	30140507	2	5	1160	625	521
957	30140509	2	5	1160	625	521
958	30140510	2	5	1160	625	521
959	30140511	2	5	1160	625	521
960	30140512	2	5	1160	625	521
961	30140113	2	5	983	548	441
962	30140117	2	5	983	548	441
963	30140120	2	5	983	548	441
964	30140213	2	5	655	315	245
965	30140214	2	5	655	315	245
966	30140215	2	5	655	315	245
967	30140216	2	5	655	315	245
968	30140217	2	5	655	315	245
969	30140218	2	5	655	315	245
970	30140219	2	5	655	315	245
971	30140220	2	5	655	315	245
972	30140313	2	5	1079	590	491
973	30140317	2	5	1079	590	491
974	30140320	2	5	1079	590	491
975	30140413	2	5	713	343	267
976	30140414	2	5	713	343	267
977	30140415	2	5	713	343	267
978	30140416	2	5	713	343	267
979	30140417	2	5	713	343	267
980	30140418	2	5	713	343	267
981	30140419	2	5	713	343	267
982	30140420	2	5	713	343	267
983	30140513	2	5	1171	631	525
984	30140517	2	5	1171	631	525
985	30140520	2	5	1171	631	525
986	30140121	2	5	765	782	642
987	30140122	2	5	765	782	642
988	30140124	2	5	765	782	642
989	30140125	2	5	978	782	642
990	30140126	2	5	978	782	642
991	30140221	2	5	651	500	389
992	30140222	2	5	651	500	389
993	30140223	2	5	651	500	389
994	30140224	2	5	651	500	389
995	30140225	2	5	651	500	389
996	30140226	2	5	651	500	389
997	30140227	2	5	651	500	389
998	30140228	2	5	651	500	389
999	30140229	2	5	651	500	389
1000	30140230	2	5	488	500	389
1001	30140321	2	5	836	852	695
1002	30140322	2	5	836	852	695
1003	30140324	2	5	836	852	695
1004	30140325	2	5	1074	852	695
1005	30140326	2	5	1074	852	695
1006	30140421	2	5	709	546	425
1007	30140422	2	5	709	546	425
1008	30140423	2	5	709	546	425
1009	30140424	2	5	709	546	425
1010	30140425	2	5	709	546	425
1011	30140426	2	5	709	546	425
1012	30140427	2	5	709	546	425
1013	30140428	2	5	709	546	425
1014	30140429	2	5	709	546	425
1015	30140430	2	5	532	546	425
1016	30140521	2	5	901	920	748
1017	30140522	2	5	901	920	748
1018	30140524	2	5	901	920	748
1019	30140525	2	5	1166	920	748
1020	30140526	2	5	1166	920	748
1021	30140101	2	6	989	549	444
1022	30140107	2	6	989	549	444
1023	30140109	2	6	989	549	444
1024	30140110	2	6	989	549	444
1025	30140111	2	6	989	549	444
1026	30140112	2	6	989	549	444
1027	30140201	2	6	659	316	247
1028	30140202	2	6	659	316	247
1029	30140203	2	6	659	316	247
1030	30140204	2	6	659	316	247
1031	30140205	2	6	659	316	247
1032	30140206	2	6	659	316	247
1033	30140207	2	6	659	316	247
1034	30140208	2	6	659	316	247
1035	30140209	2	6	659	316	247
1036	30140210	2	6	659	316	247
1037	30140211	2	6	659	316	247
1038	30140212	2	6	659	316	247
1039	30140301	2	6	1084	592	496
1040	30140307	2	6	1084	592	496
1041	30140309	2	6	1084	592	496
1042	30140310	2	6	1084	592	496
1043	30140311	2	6	1084	592	496
1044	30140312	2	6	1084	592	496
1045	30140401	2	6	716	344	268
1046	30140402	2	6	716	344	268
1047	30140403	2	6	716	344	268
1048	30140404	2	6	716	344	268
1049	30140405	2	6	716	344	268
1050	30140406	2	6	716	344	268
1051	30140407	2	6	716	344	268
1052	30140408	2	6	716	344	268
1053	30140409	2	6	716	344	268
1054	30140410	2	6	716	344	268
1055	30140411	2	6	716	344	268
1056	30140412	2	6	716	344	268
1057	30140501	2	6	1178	634	527
1058	30140507	2	6	1178	634	527
1059	30140509	2	6	1178	634	527
1060	30140510	2	6	1178	634	527
1061	30140511	2	6	1178	634	527
1062	30140512	2	6	1178	634	527
1063	30140113	2	6	1003	556	452
1064	30140117	2	6	1003	556	452
1065	30140120	2	6	1003	556	452
1066	30140213	2	6	669	321	250
1067	30140214	2	6	669	321	250
1068	30140215	2	6	669	321	250
1069	30140216	2	6	669	321	250
1070	30140217	2	6	669	321	250
1071	30140218	2	6	669	321	250
1072	30140219	2	6	669	321	250
1073	30140220	2	6	669	321	250
1074	30140313	2	6	1097	599	500
1075	30140317	2	6	1097	599	500
1076	30140320	2	6	1097	599	500
1077	30140413	2	6	725	349	271
1078	30140414	2	6	725	349	271
1079	30140415	2	6	725	349	271
1080	30140416	2	6	725	349	271
1081	30140417	2	6	725	349	271
1082	30140418	2	6	725	349	271
1083	30140419	2	6	725	349	271
1084	30140420	2	6	725	349	271
1085	30140513	2	6	1189	638	530
1086	30140517	2	6	1189	638	530
1087	30140520	2	6	1189	638	530
1088	30140121	2	6	780	797	652
1089	30140122	2	6	780	797	652
1090	30140124	2	6	780	797	652
1091	30140125	2	6	996	797	652
1092	30140126	2	6	996	797	652
1093	30140221	2	6	665	511	398
1094	30140222	2	6	665	511	398
1095	30140223	2	6	665	511	398
1096	30140224	2	6	665	511	398
1097	30140225	2	6	665	511	398
1098	30140226	2	6	665	511	398
1099	30140227	2	6	665	511	398
1100	30140228	2	6	665	511	398
1101	30140229	2	6	665	511	398
1102	30140230	2	6	499	511	398
1103	30140321	2	6	848	865	707
1104	30140322	2	6	848	865	707
1105	30140324	2	6	848	865	707
1106	30140325	2	6	1092	865	707
1107	30140326	2	6	1092	865	707
1108	30140421	2	6	721	553	432
1109	30140422	2	6	721	553	432
1110	30140423	2	6	721	553	432
1111	30140424	2	6	721	553	432
1112	30140425	2	6	721	553	432
1113	30140426	2	6	721	553	432
1114	30140427	2	6	721	553	432
1115	30140428	2	6	721	553	432
1116	30140429	2	6	721	553	432
1117	30140430	2	6	541	553	432
1118	30140521	2	6	913	933	755
1119	30140522	2	6	913	933	755
1120	30140524	2	6	913	933	755
1121	30140525	2	6	1183	933	755
1122	30140526	2	6	1183	933	0
1123	30140050	1	1	291	140	109
1124	30140051	1	1	291	140	109
1125	30140052	1	1	291	140	109
1126	30140053	1	1	291	140	109
1127	30140054	1	1	291	140	109
1128	30140055	1	1	291	140	109
1129	30140060	1	1	197	140	109
1130	30140061	1	1	197	140	109
1131	30140062	1	1	667	140	109
1132	30140050	1	2	351	169	131
1133	30140051	1	2	351	169	131
1134	30140052	1	2	351	169	131
1135	30140053	1	2	351	169	131
1136	30140054	1	2	351	169	131
1137	30140055	1	2	351	169	131
1138	30140060	1	2	231	169	131
1139	30140061	1	2	231	169	131
1140	30140062	1	2	711	169	131
1141	30140050	1	3	417	200	156
1142	30140051	1	3	417	200	156
1143	30140052	1	3	417	200	156
1144	30140053	1	3	417	200	156
1145	30140054	1	3	417	200	156
1146	30140055	1	3	417	200	156
1147	30140060	1	3	275	200	156
1148	30140061	1	3	275	200	156
1149	30140062	1	3	760	200	156
1150	30140050	1	4	489	235	183
1151	30140051	1	4	489	235	183
1152	30140052	1	4	489	235	183
1153	30140053	1	4	489	235	183
1154	30140054	1	4	489	235	183
1155	30140055	1	4	489	235	183
1156	30140060	1	4	321	235	183
1157	30140061	1	4	321	235	183
1158	30140062	1	4	813	235	183
1159	30140050	1	5	592	285	221
1160	30140051	1	5	592	285	221
1161	30140052	1	5	592	285	221
1162	30140053	1	5	592	285	221
1163	30140054	1	5	592	285	221
1164	30140055	1	5	592	285	221
1165	30140060	1	5	363	285	221
1166	30140061	1	5	363	285	221
1167	30140062	1	5	889	285	221
1168	30140050	2	1	596	287	223
1169	30140051	2	1	596	287	223
1170	30140052	2	1	596	287	223
1171	30140053	2	1	596	287	223
1172	30140054	2	1	596	287	223
1173	30140055	2	1	596	287	223
1174	30140060	2	1	411	287	223
1175	30140061	2	1	411	287	223
1176	30140062	2	1	892	287	223
1177	30140050	2	2	616	295	230
1178	30140051	2	2	616	295	230
1179	30140052	2	2	616	295	230
1180	30140053	2	2	616	295	230
1181	30140054	2	2	616	295	230
1182	30140055	2	2	616	295	230
1183	30140060	2	2	420	295	230
1184	30140061	2	2	420	295	230
1185	30140062	2	2	907	295	230
1186	30140050	2	3	635	305	237
1187	30140051	2	3	635	305	237
1188	30140052	2	3	635	305	237
1189	30140053	2	3	635	305	237
1190	30140054	2	3	635	305	237
1191	30140055	2	3	635	305	237
1192	30140060	2	3	433	305	237
1193	30140061	2	3	433	305	237
1194	30140062	2	3	921	305	237
1195	30140050	2	4	657	315	246
1196	30140051	2	4	657	315	246
1197	30140052	2	4	657	315	246
1198	30140053	2	4	657	315	246
1199	30140054	2	4	657	315	246
1200	30140055	2	4	657	315	246
1201	30140060	2	4	447	315	246
1202	30140061	2	4	447	315	246
1203	30140062	2	4	937	315	246
1204	30140050	2	5	675	324	253
1205	30140051	2	5	675	324	253
1206	30140052	2	5	675	324	253
1207	30140053	2	5	675	324	253
1208	30140054	2	5	675	324	253
1209	30140055	2	5	675	324	253
1210	30140060	2	5	459	324	253
1211	30140061	2	5	459	324	253
1212	30140062	2	5	950	324	253
1213	30140050	2	6	689	331	257
1214	30140051	2	6	689	331	257
1215	30140052	2	6	689	331	257
1216	30140053	2	6	689	331	257
1217	30140054	2	6	689	331	257
1218	30140055	2	6	689	331	257
1219	30140060	2	6	469	331	257
1220	30140061	2	6	469	331	257
1221	30140062	2	6	961	331	257
1222	30140131	1	1	497	235	185
1223	30140131	1	2	559	279	214
1224	30140131	1	3	635	332	258
1225	30140131	1	4	716	388	301
1226	30140131	1	5	791	440	340
1227	30140131	2	1	879	499	388
1228	30140131	2	2	895	507	398
1229	30140131	2	3	918	517	410
1230	30140131	2	4	945	529	423
1231	30140131	2	5	967	540	435
1232	30140131	2	6	989	549	444
1233	30140231	1	1	289	139	109
1234	30140231	1	2	338	163	127
1235	30140231	1	3	400	192	149
1236	30140231	1	4	463	222	174
1237	30140231	1	5	521	250	195
1238	30140231	2	1	581	279	218
1239	30140231	2	2	593	285	222
1240	30140231	2	3	611	293	229
1241	30140231	2	4	629	302	235
1242	30140231	2	5	645	309	241
1243	30140231	2	6	659	316	247
1244	30140331	1	1	570	286	224
1245	30140331	1	2	640	336	263
1246	30140331	1	3	725	395	308
1247	30140331	1	4	809	452	351
1248	30140331	1	5	902	509	399
1249	30140331	2	1	972	543	437
1250	30140331	2	2	991	550	448
1251	30140331	2	3	1018	562	458
1252	30140331	2	4	1042	575	473
1253	30140331	2	5	1065	585	483
1254	30140331	2	6	1084	592	496
1255	30140431	1	1	342	164	129
1256	30140431	1	2	397	191	149
1257	30140431	1	3	462	222	173
1258	30140431	1	4	523	251	196
1259	30140431	1	5	601	289	225
1260	30140431	2	1	640	307	240
1261	30140431	2	2	653	314	244
1262	30140431	2	3	673	323	251
1263	30140431	2	4	690	331	258
1264	30140431	2	5	705	338	263
1265	30140431	2	6	716	344	268
1266	30140531	1	1	654	343	267
1267	30140531	1	2	744	407	314
1268	30140531	1	3	836	470	364
1269	30140531	1	4	920	518	410
1270	30140531	1	5	1070	586	487
1271	30140531	2	1	1071	587	487
1272	30140531	2	2	1089	595	497
1273	30140531	2	3	1117	606	506
1274	30140531	2	4	1140	618	514
1275	30140531	2	5	1160	625	521
1276	30140531	2	6	1178	634	527
1277	30140132	1	1	506	239	189
1278	30140132	1	2	568	283	221
1279	30140132	1	3	646	339	265
1280	30140132	1	4	728	395	308
1281	30140132	1	5	804	449	350
1282	30140132	2	1	894	506	395
1283	30140132	2	2	909	514	406
1284	30140132	2	3	934	524	416
1285	30140132	2	4	960	537	428
1286	30140132	2	5	983	548	441
1287	30140132	2	6	1003	556	452
1288	30140232	1	1	295	142	111
1289	30140232	1	2	345	166	129
1290	30140232	1	3	407	196	153
1291	30140232	1	4	471	227	177
1292	30140232	1	5	529	255	198
1293	30140232	2	1	591	284	221
1294	30140232	2	2	603	290	226
1295	30140232	2	3	621	299	233
1296	30140232	2	4	639	307	239
1297	30140232	2	5	655	315	245
1298	30140232	2	6	669	321	250
1299	30140332	1	1	579	293	227
1300	30140332	1	2	648	340	265
1301	30140332	1	3	735	402	309
1302	30140332	1	4	820	458	356
1303	30140332	1	5	914	515	406
1304	30140332	2	1	988	548	444
1305	30140332	2	2	1005	557	454
1306	30140332	2	3	1031	569	466
1307	30140332	2	4	1058	582	482
1308	30140332	2	5	1079	590	491
1309	30140332	2	6	1097	599	500
1310	30140432	1	1	347	167	131
1311	30140432	1	2	404	195	152
1312	30140432	1	3	469	226	176
1313	30140432	1	4	530	255	199
1314	30140432	1	5	609	293	228
1315	30140432	2	1	649	312	243
1316	30140432	2	2	662	318	248
1317	30140432	2	3	682	328	255
1318	30140432	2	4	699	336	262
1319	30140432	2	5	713	343	267
1320	30140432	2	6	725	349	271
1321	30140532	1	1	661	350	272
1322	30140532	1	2	751	412	321
1323	30140532	1	3	846	479	370
1324	30140532	1	4	930	524	414
1325	30140532	1	5	1082	591	493
1326	30140532	2	1	1084	592	496
1327	30140532	2	2	1102	600	500
1328	30140532	2	3	1129	613	511
1329	30140532	2	4	1152	623	518
1330	30140532	2	5	1171	631	525
1331	30140532	2	6	1189	638	530
1332	30140056	1	1	291	140	109
1333	30140056	1	2	351	169	131
1334	30140056	1	3	417	200	156
1335	30140056	1	4	489	235	183
1336	30140056	1	5	592	285	221
1337	30140056	2	1	596	287	223
1338	30140056	2	2	616	295	230
1339	30140056	2	3	635	305	237
1340	30140056	2	4	657	315	246
1341	30140056	2	5	675	324	253
1342	30140056	2	6	689	331	257
1343	30140063	1	1	667	140	109
1344	30140063	1	2	711	169	131
1345	30140063	1	3	760	200	156
1346	30140063	1	4	813	235	183
1347	30140063	1	5	889	285	221
1348	30140063	2	1	892	287	223
1349	30140063	2	2	907	295	230
1350	30140063	2	3	921	305	237
1351	30140063	2	4	937	315	246
1352	30140063	2	5	950	324	253
1353	30140063	2	6	961	331	257
