Id	ModelName	Speed	Distance	AnimName	RoleEffect	RoleEffectRoot	SceneEffect	SceneEffectRoot
115214	QR2QuMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
115215	QR2QumoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan25Speedup.prefab	Dummy002		
115216	QR2QuMd010011MZ	3	15	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
116101	QR2SufeiyaMd010011MZ	3	9	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
116102	QR2SufeiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan23Speedup.prefab	Dummy001		
116103	QR2SufeiyaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
116104	QR2SufeiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan23Speedup.prefab	Dummy001		
116105	QR2SufeiyaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
116106	QR2SufeiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan23Speedup.prefab	Dummy001		
116107	QR2SufeiyaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
116108	QR2SufeiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan23Speedup.prefab	Dummy001		
116109	QR2SufeiyaMd010011MZ	3	9	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
116110	QR2SufeiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan23Speedup.prefab	Dummy001		
116111	QR2SufeiyaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
116112	QR2SufeiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan23Speedup.prefab	Dummy001		
116113	QR2SufeiyaMd010011MZ	3	27	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
116201	QR2SufeiyaMd010011MZ	3	6	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
116202	QR2SufeiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan23Speedup.prefab	Dummy001		
116203	QR2SufeiyaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
116204	QR2SufeiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan23Speedup.prefab	Dummy001		
116205	QR2SufeiyaMd010011MZ	3	6	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
116206	QR2SufeiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan23Speedup.prefab	Dummy001		
116207	QR2SufeiyaMd010011MZ	3	6	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
116208	QR2SufeiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan23Speedup.prefab	Dummy001		
116209	QR2SufeiyaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
116210	QR2SufeiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan23Speedup.prefab	Dummy001		
116211	QR2SufeiyaMd010011MZ	3	6	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
116212	QR2SufeiyaMd010011MZ	3	30	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
117101	QR4LuxiyaMd010011MZ	3	3	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan02Jiansudai.prefab	speedup%02d (39)
117102	QR4LuxiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan07Speedup.prefab	pensheqi		
117103	QR4LuxiyaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
117104	QR4LuxiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan07Speedup.prefab	pensheqi		
117105	QR4LuxiyaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
117106	QR4LuxiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan07Speedup.prefab	pensheqi		
117107	QR4LuxiyaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
117108	QR4LuxiyaMd010011MZ	2	6	Run01				
117109	QR4LuxiyaMd010011MZ	3	6	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
117110	QR4LuxiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan07Speedup.prefab	pensheqi		
117111	QR4LuxiyaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
117112	QR4LuxiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan07Speedup.prefab	pensheqi		
117113	QR4LuxiyaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
117114	QR4LuxiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan07Speedup.prefab	pensheqi		
117115	QR4LuxiyaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
117116	QR4LuxiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan07Speedup.prefab	pensheqi		
117117	QR4LuxiyaMd010011MZ	3	18	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
117201	QR4LuxiyaMd010011MZ	3	3	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan02Jiansudai.prefab	speedup%02d (27)
117202	QR4LuxiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan07Speedup.prefab	pensheqi		
117203	QR4LuxiyaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
117204	QR4LuxiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan07Speedup.prefab	pensheqi		
117205	QR4LuxiyaMd010011MZ	2	6	Run01				
117206	QR4LuxiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan07Speedup.prefab	pensheqi		
117207	QR4LuxiyaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
117208	QR4LuxiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan07Speedup.prefab	pensheqi		
117209	QR4LuxiyaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
117210	QR4LuxiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan07Speedup.prefab	pensheqi		
117211	QR4LuxiyaMd010011MZ	3	9	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
117212	QR4LuxiyamoeMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan07Speedup.prefab	pensheqi		
117213	QR4LuxiyaMd010011MZ	3	27	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118101	QR2AilaMd010011MZ	3	6	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118102	QR2AilaMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan22Speedup.prefab	QR2AilaMd010011		
118103	QR2AilaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118104	QR2AilaMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan22Speedup.prefab	QR2AilaMd010011		
118105	QR2AilaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118106	QR2AilaMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan22Speedup.prefab	QR2AilaMd010011		
118107	QR2AilaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118108	QR2AilaMd010011MZ	3	9	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118109	QR2AilaMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan22Speedup.prefab	QR2AilaMd010011		
118110	QR2AilaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118111	QR2AilaMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan22Speedup.prefab	QR2AilaMd010011		
118112	QR2AilaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118113	QR2AilaMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan22Speedup.prefab	QR2AilaMd010011		
118114	QR2AilaMd010011MZ	3	6	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118115	QR2AilaMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan22Speedup.prefab	QR2AilaMd010011		
118116	QR2AilaMd010011MZ	3	15	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118201	QR2AilaMd010011MZ	3	9	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118202	QR2AilaMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan22Speedup.prefab	QR2AilaMd010011		
118203	QR2AilaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118204	QR2AilaMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan22Speedup.prefab	QR2AilaMd010011		
118205	QR2AilaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118206	QR2AilaMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan22Speedup.prefab	QR2AilaMd010011		
118207	QR2AilaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118208	QR2AilaMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan22Speedup.prefab	QR2AilaMd010011		
118209	QR2AilaMd010011MZ	3	9	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118210	QR2AilaMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan22Speedup.prefab	QR2AilaMd010011		
118211	QR2AilaMd010011MZ	3	9	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
118212	QR2AilaMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan22Speedup.prefab	QR2AilaMd010011		
118213	QR2AilaMd010011MZ	3	18	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
119101	QR4LifuMd010011MZ	3	6	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
119102	QR4LifuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan09Speedup.prefab	QR4LifuMd010011		
119103	QR4LifuMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
119104	QR4LifuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan09Speedup.prefab	QR4LifuMd010011		
119105	QR4LifuMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
119106	QR4LifuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan09Speedup.prefab	QR4LifuMd010011		
119107	QR4LifuMd010011MZ	3	9	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
119108	QR4LifuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan09Speedup.prefab	QR4LifuMd010011		
119109	QR4LifuMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
119110	QR4LifuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan09Speedup.prefab	QR4LifuMd010011		
119111	QR4LifuMd010011MZ	3	3	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
119112	QR4LifuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan09Speedup.prefab	QR4LifuMd010011		
119113	QR4LifuMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
119114	QR4LifuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan09Speedup.prefab	QR4LifuMd010011		
119115	QR4LifuMd010011MZ	3	15	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
119201	QR4LifuMd010011MZ	3	12	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
119202	QR4LifuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan09Speedup.prefab	QR4LifuMd010011		
119203	QR4LifuMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
119204	QR4LifuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan09Speedup.prefab	QR4LifuMd010011		
119205	QR4LifuMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
119206	QR4LifuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan09Speedup.prefab	QR4LifuMd010011		
119207	QR4LifuMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
119208	QR4LifuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan09Speedup.prefab	QR4LifuMd010011		
119209	QR4LifuMd010011MZ	3	6	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
119210	QR4LifuMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan09Speedup.prefab	QR4LifuMd010011		
119211	QR4LifuMd010011MZ	3	6	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
119212	QR4LifuMd010011MZ	3	33	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
120101	QR4YongyechaoMd010011MZ	3	3	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan02Jiansudai.prefab	speedup%02d (39)
120102	QR4YongyechaoMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan14Speedup.prefab	DynamicBone		
120103	QR4YongyechaoMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
120104	QR4YongyechaoMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan14Speedup.prefab	DynamicBone		
120105	QR4YongyechaoMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
120106	QR4YongyechaoMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan14Speedup.prefab	DynamicBone		
120107	QR4YongyechaoMd010011MZ	2	6	Run01				
120108	QR4YongyechaoMd010011MZ	3	6	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
120109	QR4YongyechaoMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan14Speedup.prefab	DynamicBone		
120110	QR4YongyechaoMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
120111	QR4YongyechaoMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan14Speedup.prefab	DynamicBone		
120112	QR4YongyechaoMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
120113	QR4YongyechaoMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan14Speedup.prefab	DynamicBone		
120114	QR4YongyechaoMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
120115	QR4YongyechaoMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan14Speedup.prefab	DynamicBone		
120116	QR4YongyechaoMd010011MZ	3	18	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
120201	QR4YongyechaoMd010011MZ	3	3	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
120202	QR4YongyechaoMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan14Speedup.prefab	DynamicBone		
120203	QR4YongyechaoMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
120204	QR4YongyechaoMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan14Speedup.prefab	DynamicBone		
120205	QR4YongyechaoMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
120206	QR4YongyechaoMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan14Speedup.prefab	DynamicBone		
120207	QR4YongyechaoMd010011MZ	3	9	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
120208	QR4YongyechaoMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan14Speedup.prefab	DynamicBone		
120209	QR4YongyechaoMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
120210	QR4YongyechaoMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan14Speedup.prefab	DynamicBone		
120211	QR4YongyechaoMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
120212	QR4YongyechaoMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan14Speedup.prefab	DynamicBone		
120213	QR4YongyechaoMd010011MZ	3	33	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
121101	QR3WeilaMd010011MZ	3	6	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
121102	QR1PentujixieMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan19Speedup.prefab	QR1PentujixieMd010011		
121103	QR3WeilaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
121104	QR1PentujixieMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan19Speedup.prefab	QR1PentujixieMd010011		
121105	QR3WeilaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
121106	QR1PentujixieMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan19Speedup.prefab	QR1PentujixieMd010011		
121107	QR3WeilaMd010011MZ	3	6	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
121108	QR1PentujixieMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan19Speedup.prefab	QR1PentujixieMd010011		
121109	QR3WeilaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
121110	QR1PentujixieMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan19Speedup.prefab	QR1PentujixieMd010011		
121111	QR3WeilaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
121112	QR1PentujixieMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan19Speedup.prefab	QR1PentujixieMd010011		
121113	QR3WeilaMd010011MZ	3	6	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
121114	QR1PentujixieMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan19Speedup.prefab	QR1PentujixieMd010011		
121115	QR3WeilaMd010011MZ	3	15	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
121201	QR3WeilaMd010011MZ	3	3	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
121202	QR1PentujixieMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan19Speedup.prefab	QR1PentujixieMd010011		
121203	QR3WeilaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
121204	QR1PentujixieMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan19Speedup.prefab	QR1PentujixieMd010011		
121205	QR3WeilaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
121206	QR1PentujixieMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan19Speedup.prefab	QR1PentujixieMd010011		
121207	QR3WeilaMd010011MZ	3	12	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
121208	QR1PentujixieMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan19Speedup.prefab	QR1PentujixieMd010011		
121209	QR3WeilaMd010011MZ	0	0	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
121210	QR1PentujixieMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan19Speedup.prefab	QR1PentujixieMd010011		
121211	QR3WeilaMd010011MZ	3	6	Run01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan01RunSmoke.prefab	Bip001		
121212	QR1PentujixieMd010011MZ	0	12	Speedup01	Assets/Product/Effect/Prefab/FxMengZhanPrefab/FxMengZhan19Speedup.prefab	QR1PentujixieMd010011		
