Id	InitModelName	AnimationId[1]	AnimationId[2]	AnimationId[3]	AnimationId[4]	AnimationId[5]	AnimationId[6]	AnimationId[7]	AnimationId[8]	AnimationId[9]	AnimationId[10]	AnimationId[11]	AnimationId[12]	AnimationId[13]	AnimationId[14]	AnimationId[15]	AnimationId[16]	AnimationId[17]	InitAnim
4163	QR2SufeiyaMd010011MZ	416301	416302	416303	416304	416305	416306	416307	416308	416309	416310								Ready01
4171	QR4LuxiyaMd010011MZ	417101	417102	417103	417104	417105	417106	417107	417108	417109	417110	417111							Ready01
4172	QR4LuxiyaMd010011MZ	417201	417202	417203	417204	417205	417206	417207	417208	417209	417210	417211							Ready01
4173	QR4LuxiyaMd010011MZ	417301	417302	417303	417304	417305	417306	417307	417308	417309	417310								Ready01
4181	QR2AilaMd010011MZ	418101	418102	418103	418104	418105	418106	418107	418108	418109	418110	418111							Ready01
4182	QR2AilaMd010011MZ	418201	418202	418203	418204	418205	418206	418207	418208	418209	418210	418211							Ready01
4183	QR2AilaMd010011MZ	418301	418302	418303	418304	418305	418306	418307	418308	418309	418310								Ready01
4191	QR4LifuMd010011MZ	419101	419102	419103	419104	419105	419106	419107	419108	419109	419110	419111							Ready01
4192	QR4LifuMd010011MZ	419201	419202	419203	419204	419205	419206	419207	419208	419209	419210	419211							Ready01
4193	QR4LifuMd010011MZ	419301	419302	419303	419304	419305	419306	419307	419308	419309	419310								Ready01
4201	QR4YongyechaoMd010011MZ	420101	420102	420103	420104	420105	420106	420107	420108	420109	420110	420111							Ready01
4202	QR4YongyechaoMd010011MZ	420201	420202	420203	420204	420205	420206	420207	420208	420209	420210	420211							Ready01
4203	QR4YongyechaoMd010011MZ	420301	420302	420303	420304	420305	420306	420307	420308	420309	420310								Ready01
4211	QR3WeilaMd010011MZ	421101	421102	421103	421104	421105	421106	421107	421108	421109	421110	421111							Ready01
4212	QR3WeilaMd010011MZ	421201	421202	421203	421204	421205	421206	421207	421208	421209	421210	421211							Ready01
4213	QR3WeilaMd010011MZ	421301	421302	421303	421304	421305	421306	421307	421308	421309	421310								Ready01
4221	QR3LuxiyaMd010011MZ	422101	422102	422103	422104	422105	422106	422107	422108	422109	422110	422111							Ready01
4222	QR3LuxiyaMd010011MZ	422201	422202	422203	422204	422205	422206	422207	422208	422209	422210	422211							Ready01
4223	QR3LuxiyaMd010011MZ	422301	422302	422303	422304	422305	422306	422307	422308	422309	422310								Ready01
4231	QR0WeiliyeMd010011MZ	423101	423102	423103	423104	423105	423106	423107	423108	423109	423110	423111							Ready01
4232	QR0WeiliyeMd010011MZ	423201	423202	423203	423204	423205	423206	423207	423208	423209	423210	423211							Ready01
4233	QR0WeiliyeMd010011MZ	423301	423302	423303	423304	423305	423306	423307	423308	423309	423310								Ready01
4241	QR0TaieMd010011MZ	424101	424102	424103	424104	424105	424106	424107	424108	424109	424110	424111							Ready01
4242	QR0TaieMd010011MZ	424201	424202	424203	424204	424205	424206	424207	424208	424209	424210	424211							Ready01
4243	QR0TaieMd010011MZ	424301	424302	424303	424304	424305	424306	424307	424308	424309	424310								Ready01
4251	QR2TwentyoneMd010011MZ	425101	425102	425103	425104	425105	425106	425107	425108	425109	425110	425111							Ready01
4252	QR2TwentyoneMd010011MZ	425201	425202	425203	425204	425205	425206	425207	425208	425209	425210	425211							Ready01
4253	QR2TwentyoneMd010011MZ	425301	425302	425303	425304	425305	425306	425307	425308	425309	425310								Ready01
4261	QR2HakamaMd010011MZ	426101	426102	426103	426104	426105	426106	426107	426108	426109	426110	426111							Ready01
4262	QR2HakamaMd010011MZ	426201	426202	426203	426204	426205	426206	426207	426208	426209	426210	426211							Ready01
4263	QR2HakamaMd010011MZ	426301	426302	426303	426304	426305	426306	426307	426308	426309	426310								Ready01
4271	QR1SailikaMd010011MZ	427101	427102	427103	427104	427105	427106	427107	427108	427109	427110	427111							Ready01
4272	QR1SailikaMd010011MZ	427201	427202	427203	427204	427205	427206	427207	427208	427209	427210	427211							Ready01
4273	QR1SailikaMd010011MZ	427301	427302	427303	427304	427305	427306	427307	427308	427309	427310								Ready01
4281	QR1NuoketiMd010011MZ	428101	428102	428103	428104	428105	428106	428107	428108	428109	428110	428111							Ready01
4282	QR1NuoketiMd010011MZ	428201	428202	428203	428204	428205	428206	428207	428208	428209	428210	428211							Ready01
4283	QR1NuoketiMd010011MZ	428301	428302	428303	428304	428305	428306	428307	428308	428309	428310								Ready01
4291	QR1AolajiangMd010011MZ	429101	429102	429103	429104	429105	429106	429107	429108	429109	429110	429111							Ready01
4292	QR1AolajiangMd010011MZ	429201	429202	429203	429204	429205	429206	429207	429208	429209	429210	429211							Ready01
4293	QR1AolajiangMd010011MZ	429301	429302	429303	429304	429305	429306	429307	429308	429309	429310								Ready01
