Id	ActivityId	ChapterId	StageType	UnlockPosition	UnlockMaxEnergy	StageId	UnlockDesc	StageMonsterId[0]	StageMonsterId[1]	StageMonsterId[2]	StageMonsterId[3]	StageMonsterId[4]	StageMonsterId[5]	StageBg	BossHeadIcon	IsBossStage	ShowAbility[0]	ShowAbility[1]	ShowAbility[2]	ShowAbility[3]	ShowAbility[4]	ShowAbility[5]
1030	3	23	1		30	30211030	Team cost limit increased to 30	103001	103002	103003	103004	103005	103006	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
1031	3	24	1			30211031		103101	103102	103103	103104	103105	103106	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
1032	3	24	1			30211032		103201	103202	103203	103204	103205	103206	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
1033	3	24	1			30211033		103301	103302	103303	103304	103305	103306	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
1034	3	24	1			30211034		103401	103402	103403	103404	103405	103406	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png								
1035	3	24	1			30211035		103501	103502	103503	103504	103505	103506	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png								
10001	3	25	2			30211201											33480	37920	33480	29640	33552	37404
10002	3	25	2			30211202											29640	33540	33540	29640	33552	37404
10003	3	25	2			30211203											29640	33540	33540	30930	27300	34500
10004	3	25	2			30211204											27300	34500	27300	30930	34500	30930
10005	3	25	2			30211205											33480	42300	37920	29640	56590	33552
10006	3	25	2			30211206											31104	39798	31104	31102	39254	35210
10007	3	25	2			30211207											28647	39798	32458	31102	39254	35210
10008	3	25	2			30211208											31104	39798	35199	28647	32458	36207
10009	3	25	2			30211209											31102	44397	31102	35210	39254	35210
10010	3	25	2			30211210											60806	31104	31104	35199	35199	39294
10011	3	25	2			30211211											32568	32568	36858	29994	37914	33987
10012	3	25	2			30211212											29994	33987	33987	29994	37914	33987
10013	3	25	2			30211213											36792	41676	41676	32565	41105	36868
10014	3	25	2			30211214											32568	41148	36858	32565	41105	36868
10015	3	25	2			30211215											36792	73803	41676	32565	41105	36868
10016	3	25	2			30211216											34032	43554	34032	31341	39621	35515
10017	3	25	2			30211217											34027	43554	34027	38526	42956	38526
10018	3	25	2			30211218											34032	43554	38517	34027	42956	38526
10019	3	25	2			30211219											31341	48591	35515	34027	42956	38526
10020	3	25	2			30211220											66418	34032	34032	38517	38517	43002
10021	3	25	2			30211221											40104	45432	40104	35490	40184	44806
10022	3	25	2			30211222											35496	40176	40176	35490	40184	44806
10023	3	25	2			30211223											35496	40176	40176	37044	32688	41328
10024	3	25	2			30211224											32688	41328	32688	37044	41328	37044
10025	3	25	2			30211225											40104	50688	45432	35490	67528	40184
10026	3	25	2			30211226											36960	47310	36960	36952	46657	41842
10027	3	25	2			30211227											34035	47310	38572	36952	46657	41842
10028	3	25	2			30211228											36960	47310	41835	34035	38572	43035
10029	3	25	2			30211229											36952	52785	36952	41842	46657	41842
10030	3	25	2			30211230											72030	36960	36960	41835	41835	46710
10031	3	25	2			30211231											38424	38424	43494	35382	44742	40101
10032	3	25	2			30211232											35382	40101	40101	35382	44742	40101
10033	3	25	2			30211233											43416	49188	49188	38415	48508	43500
10034	3	25	2			30211234											38424	48564	43494	38415	48508	43500
10035	3	25	2			30211235											43416	86799	49188	38415	48508	43500
10036	3	25	2			30211236											39888	51066	39888	36729	46449	41629
10037	3	25	2			30211237											39877	51066	39877	45158	50358	45158
10038	3	25	2			30211238											39888	51066	45153	39877	50358	45158
10039	3	25	2			30211239											36729	56979	41629	39877	50358	45158
10040	3	25	2			30211240											77642	39888	39888	45153	45153	50418
10041	3	25	2			30211241											46728	52944	46728	41340	46816	52209
10042	3	25	2			30211242											41352	46812	46812	41340	46816	52209
10043	3	25	2			30211243											41352	46812	46812	43158	38076	48156
10044	3	25	2			30211244											38076	48156	38076	43158	48156	43158
10045	3	25	2			30211245											46728	59076	52944	41340	78466	46816
10046	3	25	2			30211246											42816	54822	42816	42802	54060	48474
10047	3	25	2			30211247											39423	54822	44686	42802	54060	48474
10048	3	25	2			30211248											42816	54822	48471	39423	44686	49863
10049	3	25	2			30211249											42802	61173	42802	48474	54060	48474
10050	3	25	2			30211250											83254	42816	42816	48471	48471	54126
10051	3	25	2			30211251											44280	44280	50130	40770	51570	46215
10052	3	25	2			30211252											40770	46215	46215	40770	51570	46215
10053	3	25	2			30211253											50040	56700	56700	44265	55911	50133
10054	3	25	2			30211254											44280	55980	50130	44265	55911	50133
10055	3	25	2			30211255											50040	99795	56700	44265	55911	50133
10056	3	25	2			30211256											45744	58578	45744	42117	53277	47743
10057	3	25	2			30211257											45727	58578	45727	51791	57761	51791
10058	3	25	2			30211258											45744	58578	51789	45727	57761	51791
10059	3	25	2			30211259											42117	65367	47743	45727	57761	51791
10060	3	25	2			30211260											88866	45744	45744	51789	51789	57834
10061	3	25	2			30211261											53352	60456	53352	47190	53449	59612
10062	3	25	2			30211262											47208	53448	53448	47190	53449	59612
10063	3	25	2			30211263											47208	53448	53448	49272	43464	54984
10064	3	25	2			30211264											43464	54984	43464	49272	54984	49272
10065	3	25	2			30211265											53352	67464	60456	47190	89404	53449
10066	3	25	2			30211266											48672	62334	48672	48652	61463	55107
10067	3	25	2			30211267											44811	62334	50800	48652	61463	55107
10068	3	25	2			30211268											48672	62334	55107	44811	50800	56691
10069	3	25	2			30211269											48652	69561	48652	55107	61463	55107
10070	3	25	2			30211270											94478	48672	48672	55107	55107	61542
10071	3	25	2			30211271											50136	50136	56766	46158	58398	52329
10072	3	25	2			30211272											46158	52329	52329	46158	58398	52329
10073	3	25	2			30211273											56664	64212	64212	50115	63313	56765
10074	3	25	2			30211274											50136	63396	56766	50115	63313	56765
10075	3	25	2			30211275											56664	112791	64212	50115	63313	56765
10076	3	25	2			30211276											51600	66090	51600	47505	60105	53857
10077	3	25	2			30211277											51577	66090	51577	58423	65164	58423
10078	3	25	2			30211278											51600	66090	58425	51577	65164	58423
10079	3	25	2			30211279											47505	73755	53857	51577	65164	58423
10080	3	25	2			30211280											100090	51600	51600	58425	58425	65250
10081	3	25	2			30211281											59976	67968	59976	53040	60081	67015
10082	3	25	2			30211282											53064	60084	60084	53040	60081	67015
10083	3	25	2			30211283											53064	60084	60084	55386	48852	61812
10084	3	25	2			30211284											48852	61812	48852	55386	61812	55386
10085	3	25	2			30211285											59976	75852	67968	53040	100342	60081
10086	3	25	2			30211286											54528	69846	54528	54502	68865	61739
10087	3	25	2			30211287											50199	69846	56914	54502	68865	61739
10088	3	25	2			30211288											54528	69846	61743	50199	56914	63519
10089	3	25	2			30211289											54502	77949	54502	61739	68865	61739
10090	3	25	2			30211290											105702	54528	54528	61743	61743	68958
10091	3	25	2			30211291											55992	55992	63402	51546	65226	58443
10092	3	25	2			30211292											51546	58443	58443	51546	65226	58443
10093	3	25	2			30211293											63288	71724	71724	55965	70716	63397
10094	3	25	2			30211294											55992	70812	63402	55965	70716	63397
10095	3	25	2			30211295											63288	125787	71724	55965	70716	63397
10096	3	25	2			30211296											57456	73602	57456	52893	66933	59971
10097	3	25	2			30211297											57427	73602	57427	65055	72567	65055
10098	3	25	2			30211298											57456	73602	65061	57427	72567	65055
10099	3	25	2			30211299											52893	82143	59971	57427	72567	65055
10100	3	25	2			30211300											111314	57456	57456	65061	65061	72666
2001	4	31	1	2	1	30211001	Unlock the 2nd slot		200002			200005		Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2002	4	31	1	3	2	30211002	Unlock the 3rd slot		200012			200015		Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2003	4	31	1			30211003		200021	200022	200023		200025		Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2004	4	31	1	6	3	30211004	Unlock the 6th slot	200031	200032	200033		200035		Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2005	4	31	1	1	4	30211005	Unlock the 1st slot	200041	200042	200043	200044	200045	200046	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
2006	4	31	1	4	6	30211006	Unlock the 4th slot	200051	200052	200053	200054	200055	200056	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
2007	4	31	1			30211007		200061	200062	200063	200064	200065	200066	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss02.png	1						
2008	4	31	1			30211008		200071	200072	200073	200074	200075	200076	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss04.png	1						
2009	4	31	1			30211009		200081	200082	200083	200084	200085	200086	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg05.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss03.png	1						
2010	4	31	1			30211010		200091	200092	200093	200094	200095	200096	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg05.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss01.png	1						
2011	4	32	1		7	30211011	Team cost limit increased to 7	200101	200102	200103	200104	200105	200106	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2012	4	32	1		8	30211012	Team cost limit increased to 8	200111	200112	200113	200114	200115	200116	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2013	4	32	1			30211013		200121	200122	200123	200124	200125	200126	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2014	4	32	1		9	30211014	Team cost limit increased to 9	200131	200132	200133	200134	200135	200136	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2015	4	32	1		10	30211015	Team cost limit increased to 10	200141	200142	200143	200144	200145	200146	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02a.png								
2016	4	32	1		11	30211016	Team cost limit increased to 11	200151	200152	200153	200154	200155	200156	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02a.png								
2017	4	32	1			30211017		200161	200162	200163	200164	200165	200166	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02a.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss02.png	1						
2018	4	32	1			30211018		200171	200172	200173	200174	200175	200176	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02a.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss04.png	1						
2019	4	32	1			30211019		200181	200182	200183	200184	200185	200186	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg05.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss03.png	1						
2020	4	32	1			30211020		200191	200192	200193	200194	200195	200196	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg05.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss01.png	1						
2021	4	33	1		12	30211021	Team cost limit increased to 12	200201	200202	200203	200204	200205	200206	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2022	4	33	1		13	30211022	Team cost limit increased to 13	200211	200212	200213	200214	200215	200216	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2023	4	33	1			30211023		200221	200222	200223	200224	200225	200226	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2024	4	33	1		14	30211024	Team cost limit increased to 14	200231	200232	200233	200234	200235	200236	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2025	4	33	1		15	30211025	Team cost limit increased to 15	200241	200242	200243	200244	200245	200246	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
2026	4	33	1		20	30211026	Team cost limit increased to 20	200251	200252	200253	200254	200255	200256	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
2027	4	33	1			30211027		200261	200262	200263	200264	200265	200266	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss02.png	1						
2028	4	33	1			30211028		200271	200272	200273	200274	200275	200276	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss04.png	1						
2029	4	33	1			30211029		200281	200282	200283	200284	200285	200286	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg05.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss03.png	1						
2030	4	33	1			30211030		200291	200292	200293	200294	200295	200296	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg05.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss01.png	1						
2031	4	34	1		25	30211031	Team cost limit increased to 25	200301	200302	200303	200304	200305	200306	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2032	4	34	1		30	30211032	Team cost limit increased to 30	200311	200312	200313	200314	200315	200316	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2033	4	34	1			30211033		200321	200322	200323	200324	200325	200326	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2034	4	34	1			30211034		200331	200332	200333	200334	200335	200336	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01.png								
2035	4	34	1			30211035		200341	200342	200343	200344	200345	200346	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png								
2036	4	34	1			30211036		200351	200352	200353	200354	200355	200356	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png								
2037	4	34	1			30211037		200361	200362	200363	200364	200365	200366	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss02.png	1						
2038	4	34	1			30211038		200371	200372	200373	200374	200375	200376	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss04.png	1						
2039	4	34	1			30211039		200381	200382	200383	200384	200385	200386	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg05.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss03.png	1						
2040	4	34	1			30211040		200391	200392	200393	200394	200395	200396	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg05.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss01.png	1						
11001	4	35	2			30211301		200401	200402	200403	200404	200405	200406	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01a.png								
11002	4	35	2			30211302		200411	200412	200413	200414	200415	200416	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01a.png								
11003	4	35	2			30211303		200421	200422	200423	200424	200425	200426	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01a.png								
11004	4	35	2			30211304		200431	200432	200433	200434	200435	200436	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg01a.png								
11005	4	35	2			30211305		200441	200442	200443	200444	200445	200446	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02b.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss02.png	1						
11006	4	35	2			30211306		200451	200452	200453	200454	200455	200456	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02b.png								
11007	4	35	2			30211307		200461	200462	200463	200464	200465	200466	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02b.png								
11008	4	35	2			30211308		200471	200472	200473	200474	200475	200476	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02b.png								
11009	4	35	2			30211309		200481	200482	200483	200484	200485	200486	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03a.png								
11010	4	35	2			30211310		200491	200492	200493	200494	200495	200496	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03a.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss01.png	1						
11011	4	35	2			30211311		200501	200502	200503	200504	200505	200506	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03a.png								
11012	4	35	2			30211312		200511	200512	200513	200514	200515	200516	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03a.png								
11013	4	35	2			30211313		200521	200522	200523	200524	200525	200526	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11014	4	35	2			30211314		200531	200532	200533	200534	200535	200536	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11015	4	35	2			30211315		200541	200542	200543	200544	200545	200546	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss04.png	1						
11016	4	35	2			30211316		200551	200552	200553	200554	200555	200556	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11017	4	35	2			30211317		200561	200562	200563	200564	200565	200566	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png								
11018	4	35	2			30211318		200571	200572	200573	200574	200575	200576	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png								
11019	4	35	2			30211319		200581	200582	200583	200584	200585	200586	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png								
11020	4	35	2			30211320		200591	200592	200593	200594	200595	200596	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss03.png	1						
11021	4	35	2			30211321		200601	200602	200603	200604	200605	200606	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11022	4	35	2			30211322		200611	200612	200613	200614	200615	200616	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11023	4	35	2			30211323		200621	200622	200623	200624	200625	200626	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11024	4	35	2			30211324		200631	200632	200633	200634	200635	200636	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11025	4	35	2			30211325		200641	200642	200643	200644	200645	200646	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss02.png	1						
11026	4	35	2			30211326		200651	200652	200653	200654	200655	200656	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
11027	4	35	2			30211327		200661	200662	200663	200664	200665	200666	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
11028	4	35	2			30211328		200671	200672	200673	200674	200675	200676	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03.png								
11029	4	35	2			30211329		200681	200682	200683	200684	200685	200686	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11030	4	35	2			30211330		200691	200692	200693	200694	200695	200696	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss01.png	1						
11031	4	35	2			30211331		200701	200702	200703	200704	200705	200706	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11032	4	35	2			30211332		200711	200712	200713	200714	200715	200716	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11033	4	35	2			30211333		200721	200722	200723	200724	200725	200726	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03a.png								
11034	4	35	2			30211334		200731	200732	200733	200734	200735	200736	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03a.png								
11035	4	35	2			30211335		200741	200742	200743	200744	200745	200746	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03a.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss04.png	1						
11036	4	35	2			30211336		200751	200752	200753	200754	200755	200756	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg03a.png								
11037	4	35	2			30211337		200761	200762	200763	200764	200765	200766	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11038	4	35	2			30211338		200771	200772	200773	200774	200775	200776	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11039	4	35	2			30211339		200781	200782	200783	200784	200785	200786	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11040	4	35	2			30211340		200791	200792	200793	200794	200795	200796	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss03.png	1						
11041	4	35	2			30211341		200801	200802	200803	200804	200805	200806	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png								
11042	4	35	2			30211342		200811	200812	200813	200814	200815	200816	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png								
11043	4	35	2			30211343		200821	200822	200823	200824	200825	200826	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png								
11044	4	35	2			30211344		200831	200832	200833	200834	200835	200836	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg04.png								
11045	4	35	2			30211345		200841	200842	200843	200844	200845	200846	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss02.png	1						
11046	4	35	2			30211346		200851	200852	200853	200854	200855	200856	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11047	4	35	2			30211347		200861	200862	200863	200864	200865	200866	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11048	4	35	2			30211348		200871	200872	200873	200874	200875	200876	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg02.png								
11049	4	35	2			30211349		200881	200882	200883	200884	200885	200886	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg05a.png								
11050	4	35	2			30211350		200891	200892	200893	200894	200895	200896	Assets/Product/Texture/Image/UiPokemon/UiPokemonBg05a.png	Assets/Product/Texture/Image/UiPokemon/UiPokemonStageBoss04.png	1						
