Id	Name	BuffBg	BuffTriangleBg	Desc	TeachingContents[1]	TeachingContents[2]	TeachingContents[3]	TeachingContents[4]	TeachingContents[5]	TeachingContents[6]	TeachingContents[7]	TeachingContents[8]	TeachingContents[9]	TeachingContents[10]	BuffSuggestAbility
22341	<color=#78db64><size=34>Stick Together</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22060.png		"Deploy 2 Constructs of the same class:											
22351	<color=#78db64><size=34>My Turn </size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png		Gain 35% Extra DMG Bonus for 10s every time you switch a character.											
22361	<color=#78db64><size=34>Ping to Heal</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22080.png		Every time you ping orbs, restores the character's HP based on the number of orbs pinged.											
22371	<color=#78db64><size=34>Psychic Deflection</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22050.png		After being healed, deals True DMG equal to 1000% of healing received to nearby enemies											
22381	<color=#78db64><size=34>Like Mountain</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png		Characters are no longer be immobile after attacking.											
22391	<color=#78db64><size=34>Resupply Signal</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22120.png		Chance to drop Orbs when attacking the enemy. Pick up the Orbs to gain the corresponding skill Orbs.											
22401	<color=#78db64><size=34>Elemental Attack</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22130.png		Hitting an enemy with elemental DMG will spread the Elemental DMG, with 8s cooldown											
22411	<color=#78db64><size=34>Absorption</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13021.png		Taking the Character as the center, absorbs enemies 20 meters away every other 10s											
22421	<color=#78db64><size=34>Fire Resistance</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10042.png		Immune to the Vulnerability of Burning Fire in the Scene											
22431	<color=#78db64><size=34>Blood Draining</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21131.png		While orb-ping and unleashing Signature Move, returns HP according to DMG received											
22441	<color=#78db64><size=34>Emergency Infusion</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21133.png		DMG dealt by Yellow Orbs will restore HP based on the number of orbs pinged. 10s cooldown.											
22451	<color=#78db64><size=34>Growth Hormones</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png		Increases Physical DMG by 30% for 5s when healed.											
22461	<color=#78db64><size=34>Team Cooperation</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22041.png		Reduces character switching cooldown by 3s. Characters switched in gain a 25% DMG bonus for 4s.											
22471	<color=#78db64><size=34>Heavy Shield</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png		QTE will grant a shield equal to 20% of the controlling character's max HP and Super Armor for 4s.											
22481	<color=#78db64><size=34>Spring Up</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png		Restores 5% of max HP every second when you have an antibody.											
22491	<color=#78db64><size=34>Hysteria</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10001.png		Gains 10% Extra DMG bonus and reduction every 10s. Stacks up to 3 times. Switching members will reset the effect.											
22501	<color=#78db64><size=34>Enhanced Circuits</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13011.png		Deals 30% more Elemental DMG for 5s after being healed.											
22511	<color=#78db64><size=34>Healing Nova</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon13031.png		Performs Healing Nova upon a 3-Ping, healing all allies within range for a small amount of HP.											
22521	<color=#78db64><size=34>Energy Armor</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21161.png		Dealing DMG with basic Signal Orbs grants a shield equal to 20% of current HP for 3s. The duration will refresh whenever it is triggered.											
22531	<color=#78db64><size=34>Resurrection Armor</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21133.png		Regains 1% of max HP every second. For each 25% HP lost, increases the healing speed by 1%.											
22541	<color=#78db64><size=34>Wings α</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22070.png		When hitting enemies with Red Orbs, increases the DMG dealt by 6/4/2% (up to 30%) based on the number of orbs pinged. 5s cooldown. Switching the member will reset this effect.											
22551	<color=#78db64><size=34>Wings β</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22080.png		When hitting enemies with Blue Orbs, restores 20/10/5% HP (12/8/5s cooldown) based on the number of orbs pinged.											
22561	<color=#78db64><size=34>Wings Δ</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22120.png		When hitting enemies with Yellow Orbs, gains Super Armor and receives 20% less DMG for 5s. 7/8/10s cooldown for a 3/2/1-Ping.											
22571	<color=#78db64><size=34>Graceful Bounty</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22110.png		Gains 4 random Skill Orbs and becomes immune to falling for once after performing Signature Move. 18s cooldown.											
22581	<color=#78db64><size=34>Untouchable</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22110.png		Characters recover Dodge more quickly.											
22591	<color=#78db64><size=34>Self Heal</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21133.png		Characters on the field recover 3% Max HP per second.											
31071	<color=#34aff9><size=34>Agile</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon31071.png		Movement Speed of enemies increases. The farther away from the target, the higher the Movement Speed becomes.											
31072	<color=#34aff9><size=34>Agile II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon31072.png		Movement Speed of enemies increases moderately. The farther away from the target, the higher the Movement Speed becomes.											
31073	<color=#34aff9><size=34>Agile III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon31073.png		Movement Speed of enemies increases significantly. The farther away from the target, the higher the Movement Speed becomes.											
32001	<color=#34aff9><size=34>Immovable</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32001.png		Enemies are no longer be immobile after attacking.											
32011	<color=#34aff9><size=34>Recovery I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32011.png		Enemies recover 1% of maximum HP per second.											
32012	<color=#34aff9><size=34>Recovery II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32012.png		Enemies recover 2% of maximum HP per second.											
32013	<color=#34aff9><size=34>Recovery III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32013.png		Enemies recover 3% of maximum HP per second.											
32021	<color=#34aff9><size=34>Shield I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32021.png		In every 10s, enemies will gain a shield equal to 5% of their current HP (they will immediately get one such shield when they spawn).											
32022	<color=#34aff9><size=34>Shield II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32022.png		In every 10s, enemies will gain a shield equal to 10% of their current HP (they will immediately get one such shield when they spawn).											
32023	<color=#34aff9><size=34>Shield III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32023.png		In every 10s, enemies will gain a shield equal to 15% of their current HP (they will immediately get one such shield when they spawn).											
32031	<color=#34aff9><size=34>Berserk I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32031.png		The attacking desire of enemies increases by 33%. When enemies deal damage, 20% chance to deal 33% Extra Damage.											
32032	<color=#34aff9><size=34>Berserk II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32032.png		The attacking desire of enemies increases by 66%. When enemies deal damage, 40% chance to deal 33% Extra Damage.											
32033	<color=#34aff9><size=34>Berserk III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32033.png		The attacking desire of enemies increases by 100%. When enemies deal damage, 60% chance to deal 33% Extra Damage.											
32041	<color=#34aff9><size=34>Bomb</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32041.png		Enemies will leave a bomb upon death, dealing Physical DMG equal to 45% of its ATK to nearby units.											
32042	<color=#34aff9><size=34>Bomb II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32042.png		Enemies will leave a bomb upon death, dealing Physical DMG equal to 45% of its ATK to nearby units.											
32043	<color=#34aff9><size=34>Bomb III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32043.png		Enemies will leave a bomb upon death, dealing Physical DMG equal to 60% of its ATK to nearby units.											
32061	<color=#34aff9><size=34>Barrier I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32061.png		Enemies receive a shield equal to 15% of current HP											
32062	<color=#34aff9><size=34>Barrier II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32062.png		Enemies receive a shield equal to 25% of current HP											
32063	<color=#34aff9><size=34>Barrier III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32063.png		Enemies receive a shield equal to 35% of current HP											
32071	<color=#34aff9><size=34>Radiation I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32071.png		Enemies deal Physical DMG equal to 1% of their ATK to nearby targets every second.	text: No additional information										
32072	<color=#34aff9><size=34>Radiation II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32072.png		Enemies deal Physical DMG equal to 2% of their ATK to nearby targets every second.											
32073	<color=#34aff9><size=34>Radiation III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32073.png		Enemies deal Physical DMG equal to 3% of their ATK to nearby targets every second.											
32081	<color=#34aff9><size=34>Closed Loop</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32081.png		Enemies' Extra DMG Reduction increases by 30% when taking DMG farther than 4m											
32082	<color=#34aff9><size=34>Closed Loop II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32082.png		Enemies' Extra DMG Reduction increases by 45% when taking DMG from more than 4m away.											
32083	<color=#34aff9><size=34>Closed LoopⅢ </size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32083.png		Enemies' Extra DMG Reduction increases by 60% when taking DMG from more than 4m away.											
32091	<color=#34aff9><size=34>Blessing</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32091.png		Within the area around each enemy, Extra DMG Bonus of other enemies increases by 20%											
32092	<color=#34aff9><size=34>BlessingⅡ</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png													
32093	<color=#34aff9><size=34>Blessing III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png													
32101	<color=#34aff9><size=34>Solitude</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32101.png		When an enemy has fewer than 3 companions around, for each companion lost, Extra DMG Bonus increases by 10%, up to 30%.											
32111	<color=#34aff9><size=34>Commander I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32111.png		For each companion around, enemies' Extra DMG Bonus increases by 5%. Can be stacked up to 3 times.											
32112	<color=#34aff9><size=34>Commander II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32112.png		For each companion around, enemies' Extra DMG Bonus increases by 10%. Can be stacked up to 3 times.											
32113	<color=#34aff9><size=34>Commander III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32113.png		For each companion around, enemies' Extra DMG Bonus increases by 15%. Can be stacked up to 3 times.											
32121	<color=#34aff9><size=34>Penetration</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32121.png		Each hit of the enemies reduces the player's DEF by 3% for 10s. Stacks up to 10 times.											
32122	<color=#34aff9><size=34>Penetration II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png													
32123	<color=#34aff9><size=34>Penetration III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png													
32131	<color=#34aff9><size=34>Lightning Shield</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32131.png		Every time an enemy takes damage, it has a 10% chance to call down a lightning strike upon the attacker. 5s cooldown.											
32132	<color=#34aff9><size=34>Lightning Shield II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png													
32133	<color=#34aff9><size=34>Lightning Shield III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png													
32141	<color=#34aff9><size=34>Wave Motion I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32141.png		When an enemy gets up after being knocked down, it will create a shock wave to knock away nearby units. 18s cooldown.											
32142	<color=#34aff9><size=34>Wave Motion II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32141.png		When an enemy gets up after being knocked down, it will create a shock wave to knock away nearby units. 14s cooldown.											
32143	<color=#34aff9><size=34>Wave Motion III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32141.png		When an enemy gets up after being knocked down, it will create a shock wave to knock away nearby units. 10s cooldown.											
32151	<color=#34aff9><size=34>Lightning Mine</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32151.png		When attacking, enemies will attach a bomb to the target, which will explode after a period of time and deal 15% Physical DMG.											
32152	<color=#34aff9><size=34>Lightning Mine II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png													
32153	<color=#34aff9><size=34>Lightning Mine III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png													
32161	<color=#34aff9><size=34>Stealth</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32161.png		Enemies enter Stealth. Reveal themselves after taking DMG and can't enter Stealth again within 3s.											
32162	<color=#34aff9><size=34>Stealth II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png													
32163	<color=#34aff9><size=34>Stealth III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon1.png													
32171	<color=#34aff9><size=34>Radiation II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32072.png		Enemies deal Physical DMG equal to 2% of their ATK to nearby targets every second											
32172	<color=#34aff9><size=34>Radiation III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon32073.png		Enemies deal Physical DMG equal to 3% of their ATK to nearby targets every second											
33001	<color=#34aff9><size=34>Flash</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33001.png		Enemies can teleport near the target. 10s cooldown.											
33002	<color=#34aff9><size=34>Flash II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33002.png		Enemies can teleport near the target. 10s cooldown.											
33003	<color=#34aff9><size=34>Flash III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33003.png		Enemies can teleport near the target. 10s cooldown.											
33021	<color=#34aff9><size=34>Division</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33021.png		Enemies will split into two units of the same type upon death.											
33031	<color=#34aff9><size=34>Black Hole I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33031.png		Enemies can draw targets in. 16s cooldown.											
33032	<color=#34aff9><size=34>Black Hole II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33032.png		Enemies can draw targets in. 12s cooldown.											
33033	<color=#34aff9><size=34>Black Hole III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33033.png		Enemies can draw targets in. 8s cooldown.											
33061	<color=#34aff9><size=34>Freeze I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21231.png		Enemies gain Ice Elemental Growth. Their attacks have a 30% chance to deal an additional 10% Ice DMG and freeze the target for 1s.											
33062	<color=#34aff9><size=34>Freeze II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21232.png		Enemies gain Ice Elemental Growth. Their attacks have a 60% chance to deal an additional 10% Ice DMG and freeze the target for 1s.											
33063	<color=#34aff9><size=34>Freeze III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21233.png		Enemies gain Ice Elemental Growth. Their attacks have a 100% chance to deal an additional 10% Ice DMG and freeze the target for 1s.											
33091	<color=#34aff9><size=34>Icicle</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33091.png		Unleashes an ice pile to track its target and deal 500 Ice DMG per second.											
33101	<color=#34aff9><size=34>Deterioration I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33101.png		When dealing DMG, the healing received by the target is reduced by 50% for 3s.											
33102	<color=#34aff9><size=34>Deterioration II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33102.png		When dealing DMG, the healing received by the target is reduced by 60% for 4s.											
33103	<color=#34aff9><size=34>Deterioration III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33103.png		When dealing DMG, the healing received by the target is reduced by 70% for 5s.											
33111	<color=#34aff9><size=34>Invasion I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33111.png		When dealing DMG, also deals 1% Physical DMG to the target every second and triggers other effects of Damage Affix for 3s.											
33112	<color=#34aff9><size=34>Invasion II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33112.png		When dealing DMG, also deals 1% Physical DMG to the target every second and triggers other effects of Damage Affix for 4s.											
33113	<color=#34aff9><size=34>Invasion III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33113.png		When dealing DMG, also deals 1% Physical DMG to the target every second and triggers other effects of Damage Affix for 5s.											
33121	<color=#34aff9><size=34>Backfire I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33121.png		Generates an energy shield that deals 5% Physical DMG to the attackers. Lasts 3s. 16s cooldown.											
33122	<color=#34aff9><size=34>Backfire II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33122.png		Generates an energy shield that deals 7% Physical DMG to the attackers. Lasts 3s. 16s cooldown.											
33123	<color=#34aff9><size=34>Backfire III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33123.png		Generates an energy shield that deals 10% Physical DMG to the attackers. Lasts 3s. 16s cooldown.											
33131	<color=#34aff9><size=34>Vision Interference</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33141.png		Enemies throw smoke bombs at the target, significantly blocking its vision for 2s. 20s cooldown.											
33132	<color=#34aff9><size=34>Vision Interference</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33141.png		Enemies throw smoke bombs at the target, significantly blocking its vision for 4s. 20s cooldown.											
33133	<color=#34aff9><size=34>Vision Interference</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33141.png		Enemies throw smoke bombs at the target, significantly blocking its vision for 6s. 20s cooldown.											
33141	<color=#34aff9><size=34>Smoke Mine I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33141.png		Enemies deploy smoke mines to significantly block the vision of the target that triggers them for 2s. 30s cooldown.											
33142	<color=#34aff9><size=34>Smoke Mine II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33142.png		Enemies deploy smoke mines to significantly block the vision of the target that triggers them for 4s. 30s cooldown.											
33143	<color=#34aff9><size=34>Smoke Mine III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33143.png		Enemies deploy smoke mines to significantly block the vision of the target that triggers them for 6s. 30s cooldown.											
33151	<color=#34aff9><size=34>Combustion Mine I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33151.png		Enemies deploy a Combustion Mine creating a burning area once triggered. Units stay inside this area for 1.5s will be burned for 2s, taking damage once every second. At the end of this duration, an explosion will interrupt the affected unit's action. CD: 15s.											
33161	<color=#34aff9><size=34>Defense Order I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33161.png		Enemies summon 3 Corrupted of low strength and take 80% less damage when these Corrupted are alive. 30s cooldown.											
33162	<color=#34aff9><size=34>Defense Order II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33162.png		Enemies summon 3 Corrupted of medium strength and take 80% less damage when these Corrupted are alive. 30s cooldown.											
33163	<color=#34aff9><size=34>Defense Order III</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33163.png		Enemies summon 3 Corrupted of high strength and take 80% less damage when these Corrupted are alive. 30s cooldown.											
33171	<color=#34aff9><size=34>Disconnected Link I</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33171.png		Every enemy attack applies one Mark of Disconnection on the target. Once the number of Marks reaches 5, the affected target will be stunned for 1s. 8s cooldown between each stun.											
33172	<color=#34aff9><size=34>Disconnected Link II</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33172.png		Every enemy attack applies one Mark of Disconnection on the target. Once the number of Marks reaches 3, the affected target will be stunned for 1s. 8s cooldown between each stun.											
33181	<color=#78db64><size=34>Temperature Disorder</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10045.png		After taking Fire DMG, enemies will take 45% more Ice DMG for 8s. 8s cooldown.											
33191	<color=#34aff9><size=34>Stance Switch</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33123.png		15s after the battle starts, enemies will gain high Damage Reduction for 20s, then become Frail, taking a lot more damage for 15s. (The Damage Reduction bonus and Frail status will keep rotating)											
33201	<color=#34aff9><size=34>Shadow</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10044.png		Enemy attacks have a 15% chance to inflict "Corruption" on the target for 5s. This effect cannot be stacked and has an 8s cooldown on the same unit.											
33211	<color=#34aff9><size=34>Beacon</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon11121.png		There will be an increased amount of enemies.											
33221	<color=#34aff9><size=34>Thunderclap</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33223.png		Enemy attacks have a 10% chance to deal bonus 10% Lightning DMG and "Electrocute" their target for 1.5s. Electrocuted units will be struck by lightning every 1.5s.											
33222	<color=#34aff9><size=34>Thunderclap</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33223.png		Enemy attacks have a 15% chance to deal bonus 15% Lightning DMG and "Electrocute" their target for 3s. Electrocuted units will be struck by lightning every 1.5s.											
33223	<color=#34aff9><size=34>Thunderclap</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33223.png		Enemy attacks have a 20% chance to deal bonus 20% Lightning DMG and "Electrocute" their target for 4.5s. Electrocuted units will be struck by lightning every 1.5s.											
33231	<color=#34aff9><size=34>Bloodlust</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon22011.png		Enemies gain 15% more damage for every 20% HP lost.											
33241	<color=#34aff9><size=34>Dark</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10044.png		Enemy attacks have a 10% chance to deal bonus 10% Dark DMG and stun their target for 1s.											
33242	<color=#34aff9><size=34>Dark</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10044.png		Enemy attacks have a 15% chance to deal bonus 15% Dark DMG and stun their target for 1s.											
33243	<color=#34aff9><size=34>Dark</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon10044.png		Enemy attacks have a 20% chance to deal bonus 20% Dark DMG and stun their target for 1s.											
33251	<color=#34aff9><size=34>Freeze</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21233.png		Enemy attacks have a 10% chance to deal bonus 10% Ice DMG and freeze their target for 1s.											
33252	<color=#34aff9><size=34>Freeze</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21233.png		Enemy attacks have a 15% chance to deal bonus 15% Ice DMG and freeze their target for 1s.											
33253	<color=#34aff9><size=34>Freeze</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon21233.png		Enemy attacks have a 20% chance to deal bonus 20% Ice DMG and freeze their target for 1s.											
33261	<color=#34aff9><size=34>Energy Absorb</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33123.png		Attacking enemies will restore your HP by 20%. 5s cooldown.											
33271	<color=#34aff9><size=34>Last Stand</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33123.png		Enemies with HP below 50% will deal more damage but also take more damage.											
33281	<color=#34aff9><size=34>Constant Vigilance</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33123.png		Riot is dormant and fires laser beams intermittently at the beginning. It will wake up gradually when more and more minions are defeated.											
33291	<color=#34aff9><size=34>Naughty White Shark</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33123.png		After Shark-speare enters Phase 2, Phase 1 Shark-speare will appear to mess you up intermittently.											
33301	<color=#34aff9><size=34>Last Stand</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33123.png		The more HP Roland loses, the more powerful he will become.											
33311	<color=#34aff9><size=34>Soldier Strike</size></color>	Assets/Product/Texture/Image/UiBabelTower/UiBabelTowerChallengeIcon33123.png		A wraith soldier will appear and charge you intermittently.											
