Id	AttribId[1]	AttribId[2]	AttribDes1[1]	AttribDes1[2]	AttribDes2[1]	AttribDes2[2]	ItemId[1]	ItemCount[1]	ItemId[2]	ItemCount[2]	ItemId[3]	ItemCount[3]	ItemId[4]	ItemCount[4]	ItemId[5]	ItemCount[5]	ItemCrystalId[1]	ItemCrystalCount[1]	ItemCrystalId[2]	ItemCrystalCount[2]	ItemCrystalId[3]	ItemCrystalCount[3]	AwarenessAttrDesc	AwarenessAttrValue
3016019	40160194	40160195	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70191	6	70192	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3026019	40260194	40260195	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70191	6	70192	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3036019	40360194	40360195	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70191	6	70192	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3046019	40460194	40460195	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70191	6	70192	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3056019	40560194	40560195	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70191	6	70192	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3066019	40660194	40660195	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70191	6	70192	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3016020	40160204	40160205	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70201	6	70202	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3026020	40260204	40260205	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70201	6	70202	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3036020	40360204	40360205	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70201	6	70202	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3046020	40460204	40460205	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70201	6	70202	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3056020	40560204	40560205	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70201	6	70202	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3066020	40660204	40660205	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70201	6	70202	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3016021	40160214	40160215	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70211	6	70212	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3026021	40260214	40260215	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70211	6	70212	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3036021	40360214	40360215	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70211	6	70212	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3046021	40460214	40460215	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70211	6	70212	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3056021	40560214	40560215	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70211	6	70212	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3066021	40660214	40660215	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70211	6	70212	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3016022	40160224	40160225	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70221	6	70222	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3026022	40260224	40260225	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70221	6	70222	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3036022	40360224	40360225	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70221	6	70222	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3046022	40460224	40460225	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70221	6	70222	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3056022	40560224	40560225	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70221	6	70222	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3066022	40660224	40660225	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70221	6	70222	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3016023	40160234	40160235	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70231	6	70232	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3026023	40260234	40260235	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70231	6	70232	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3036023	40360234	40360235	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70231	6	70232	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3046023	40460234	40460235	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70231	6	70232	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3056023	40560234	40560235	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70231	6	70232	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3066023	40660234	40660235	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70231	6	70232	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3016024	40160244	40160245	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70241	6	70242	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3026024	40260244	40260245	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70241	6	70242	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3036024	40360244	40360245	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70241	6	70242	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3046024	40460244	40460245	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70241	6	70242	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3056024	40560244	40560245	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70241	6	70242	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3066024	40660244	40660245	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70241	6	70242	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3016025	40160254	40160255	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70251	6	70252	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3026025	40260254	40260255	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70251	6	70252	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3036025	40360254	40360255	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70251	6	70252	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3046025	40460254	40460255	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70251	6	70252	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3056025	40560254	40560255	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70251	6	70252	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3066025	40660254	40660255	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70251	6	70252	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3016026	40160264	40160265	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70261	6	70262	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3026026	40260264	40260265	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70261	6	70262	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3036026	40360264	40360265	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70261	6	70262	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3046026	40460264	40460265	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70261	6	70262	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3056026	40560264	40560265	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70261	6	70262	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3066026	40660264	40660265	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70261	6	70262	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3016027	40160274	40160275	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70271	6	70272	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3026027	40260274	40260275	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70271	6	70272	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3036027	40360274	40360275	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70271	6	70272	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3046027	40460274	40460275	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70271	6	70272	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3056027	40560274	40560275	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70271	6	70272	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3066027	40660274	40660275	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70271	6	70272	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3016028	40160284	40160285	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70281	6	70282	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3026028	40260284	40260285	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70281	6	70282	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3036028	40360284	40360285	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70281	6	70282	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3046028	40460284	40460285	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70281	6	70282	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3056028	40560284	40560285	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70281	6	70282	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3066028	40660284	40660285	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70281	6	70282	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3016029	40160294	40160295	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70291	6	70292	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3026029	40260294	40260295	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70291	6	70292	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3036029	40360294	40360295	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70291	6	70292	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3046029	40460294	40460295	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70291	6	70292	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3056029	40560294	40560295	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70291	6	70292	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3066029	40660294	40660295	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70291	6	70292	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3016030	40160304	40160305	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70301	6	70302	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3026030	40260304	40260305	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70301	6	70302	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3036030	40360304	40360305	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70301	6	70302	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3046030	40460304	40460305	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70301	6	70302	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3056030	40560304	40560305	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70301	6	70302	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3066030	40660304	40660305	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70301	6	70302	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3016031	40160314	40160315	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70311	6	70312	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3026031	40260314	40260315	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70311	6	70312	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3036031	40360314	40360315	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70311	6	70312	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3046031	40460314	40460315	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70311	6	70312	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3056031	40560314	40560315	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70311	6	70312	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3066031	40660314	40660315	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70311	6	70312	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3016032	40160324	40160325	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70321	6	70322	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3026032	40260324	40260325	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70321	6	70322	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3036032	40360324	40360325	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	1	50000	79991	9	79992	3	70321	6	70322	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3046032	40460324	40460325	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70321	6	70322	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3056032	40560324	40560325	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70321	6	70322	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3066032	40660324	40660325	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	1	50000	79991	9	79992	3	70321	6	70322	1	1	50000	70001	480	70002	80	DMG Bonus: + 	1
3016033	40160334	40160335	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%											1	50000	70001	480	70002	80	DMG Bonus: + 	1
3026033	40260334	40260335	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%											1	50000	70001	480	70002	80	DMG Bonus: + 	1
3036033	40360334	40360335	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%	Memory HP increases by 17.5%	Memory CRIT increases by 12.5%											1	50000	70001	480	70002	80	DMG Bonus: + 	1
3046033	40460334	40460335	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%											1	50000	70001	480	70002	80	DMG Bonus: + 	1
3056033	40560334	40560335	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%											1	50000	70001	480	70002	80	DMG Bonus: + 	1
3066033	40660334	40660335	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%	Memory ATK increases by 17.5%	Memory DEF increases by 12.5%											1	50000	70001	480	70002	80	DMG Bonus: + 	1
