Id	Type	Site	Quality	Star	WeaponSkillId	Priority	DefaultLock	CharacterId	SuitId	CharacterType	Name	LogName	Description	NeedFirstShow
2981401	14	0	4	4	2013001	100	0			0	Baji	Display weapon Baji		0
2980301	3	0	4	4	2013001	100	0			0	Lux weapon costume	Wedding dress weapon		0
2980401	4	0	4	4	2013001	100	0			0	Bianca weapon costume	Wedding dress weapon		0
2981701	17	0	4	4	2013001	100	0			0	Luna weapon costume	Corrosive amplifier		0
2991001	99	0	1	1	2991001	10000	0			0	Weapon Enhancer	1★ Weapon Enhancer	An Omniframe weapon exclusive enhancement set. It can bring different levels of enhancement to a weapon based on its size.	0
2992001	99	0	2	2	2992001	11000	0			0	Weapon Enhancer	2★ Weapon Enhancer	An Omniframe weapon exclusive enhancement set. It can bring different levels of enhancement to a weapon based on its size.	0
2993001	99	0	3	3	2993001	12000	0			0	Weapon Enhancer	3★ Weapon Enhancer	An Omniframe weapon exclusive enhancement set. It can bring different levels of enhancement to a weapon based on its size.	0
2994001	99	0	4	4	2994001	13000	0			0	Weapon Enhancer	4★ Weapon Enhancer	An Omniframe weapon exclusive enhancement set. It can bring different levels of enhancement to a weapon based on its size.	0
3911001	99	1	1	1		1000106	0		1901	1	Memory Enhancer	1★ Memory Enhancer Grid 1	Enhance module for Memory Chips. Provides different benefits based on size.	0
3912001	99	1	2	2		1000206	0		1902	1	Memory Enhancer	2★ Memory Enhancer Grid 1	Enhance module for Memory Chips. Provides different benefits based on size.	0
3913001	99	1	3	3		1000306	0		1903	1	Memory Enhancer	3★ Memory Enhancer Grid 1	Enhance module for Memory Chips. Provides different benefits based on size.	0
3914001	99	1	4	4		1000406	0		1904	1	Memory Enhancer	4★ Memory Enhancer Grid 1	Enhance module for Memory Chips. Provides different benefits based on size.	0
3915001	99	1	5	5		1000506	0		1905	1	Memory Enhancer	5★ Memory Enhancer Grid 1	Enhance module for Memory Chips. Provides different benefits based on size.	0
3916001	99	1	6	6		1000606	0		1906	1	Memory Enhancer	6★ Memory Enhancer Grid 1	Enhance module for Memory Chips. Provides different benefits based on size.	0
3921001	99	2	1	1		1000105	0		1901	1	Memory Enhancer	1★ Memory Enhancer Grid 2	Enhance module for Memory Chips. Provides different benefits based on size.	0
3922001	99	2	2	2		1000205	0		1902	1	Memory Enhancer	2★ Memory Enhancer Grid 2	Enhance module for Memory Chips. Provides different benefits based on size.	0
3923001	99	2	3	3		1000305	0		1903	1	Memory Enhancer	3★ Memory Enhancer Grid 2	Enhance module for Memory Chips. Provides different benefits based on size.	0
3924001	99	2	4	4		1000405	0		1904	1	Memory Enhancer	4★ Memory Enhancer Grid 2	Enhance module for Memory Chips. Provides different benefits based on size.	0
3925001	99	2	5	5		1000505	0		1905	1	Memory Enhancer	5★ Memory Enhancer Grid 2	Enhance module for Memory Chips. Provides different benefits based on size.	0
3926001	99	2	6	6		1000605	0		1906	1	Memory Enhancer	6★ Memory Enhancer Grid 2	Enhance module for Memory Chips. Provides different benefits based on size.	0
3931001	99	3	1	1		1000104	0		1901	1	Memory Enhancer	1★ Memory Enhancer Grid 3	Enhance module for Memory Chips. Provides different benefits based on size.	0
3932001	99	3	2	2		1000204	0		1902	1	Memory Enhancer	2★ Memory Enhancer Grid 3	Enhance module for Memory Chips. Provides different benefits based on size.	0
3933001	99	3	3	3		1000304	0		1903	1	Memory Enhancer	3★ Memory Enhancer Grid 3	Enhance module for Memory Chips. Provides different benefits based on size.	0
3934001	99	3	4	4		1000404	0		1904	1	Memory Enhancer	4★ Memory Enhancer Grid 3	Enhance module for Memory Chips. Provides different benefits based on size.	0
3935001	99	3	5	5		1000504	0		1905	1	Memory Enhancer	5★ Memory Enhancer Grid 3	Enhance module for Memory Chips. Provides different benefits based on size.	0
3936001	99	3	6	6		1000604	0		1906	1	Memory Enhancer	6★ Memory Enhancer Grid 3	Enhance module for Memory Chips. Provides different benefits based on size.	0
3941001	99	4	1	1		1000103	0		1901	1	Memory Enhancer	1★ Memory Enhancer Grid 4	Enhance module for Memory Chips. Provides different benefits based on size.	0
3942001	99	4	2	2		1000203	0		1902	1	Memory Enhancer	2★ Memory Enhancer Grid 4	Enhance module for Memory Chips. Provides different benefits based on size.	0
3943001	99	4	3	3		1000303	0		1903	1	Memory Enhancer	3★ Memory Enhancer Grid 4	Enhance module for Memory Chips. Provides different benefits based on size.	0
3944001	99	4	4	4		1000403	0		1904	1	Memory Enhancer	4★ Memory Enhancer Grid 4	Enhance module for Memory Chips. Provides different benefits based on size.	0
3945001	99	4	5	5		1000503	0		1905	1	Memory Enhancer	5★ Memory Enhancer Grid 4	Enhance module for Memory Chips. Provides different benefits based on size.	0
3946001	99	4	6	6		1000603	0		1906	1	Memory Enhancer	6★ Memory Enhancer Grid 4	Enhance module for Memory Chips. Provides different benefits based on size.	0
3951001	99	5	1	1		1000102	0		1901	1	Memory Enhancer	1★ Memory Enhancer Grid 5	Enhance module for Memory Chips. Provides different benefits based on size.	0
3952001	99	5	2	2		1000202	0		1902	1	Memory Enhancer	2★ Memory Enhancer Grid 5	Enhance module for Memory Chips. Provides different benefits based on size.	0
3953001	99	5	3	3		1000302	0		1903	1	Memory Enhancer	3★ Memory Enhancer Grid 5	Enhance module for Memory Chips. Provides different benefits based on size.	0
3954001	99	5	4	4		1000402	0		1904	1	Memory Enhancer	4★ Memory Enhancer Grid 5	Enhance module for Memory Chips. Provides different benefits based on size.	0
3955001	99	5	5	5		1000502	0		1905	1	Memory Enhancer	5★ Memory Enhancer Grid 5	Enhance module for Memory Chips. Provides different benefits based on size.	0
3956001	99	5	6	6		1000602	0		1906	1	Memory Enhancer	6★ Memory Enhancer Grid 5	Enhance module for Memory Chips. Provides different benefits based on size.	0
3961001	99	6	1	1		1000101	0		1901	1	Memory Enhancer	1★ Memory Enhancer Grid 6	Enhance module for Memory Chips. Provides different benefits based on size.	0
3962001	99	6	2	2		1000201	0		1902	1	Memory Enhancer	2★ Memory Enhancer Grid 6	Enhance module for Memory Chips. Provides different benefits based on size.	0
3963001	99	6	3	3		1000301	0		1903	1	Memory Enhancer	3★ Memory Enhancer Grid 6	Enhance module for Memory Chips. Provides different benefits based on size.	0
3964001	99	6	4	4		1000401	0		1904	1	Memory Enhancer	4★ Memory Enhancer Grid 6	Enhance module for Memory Chips. Provides different benefits based on size.	0
3965001	99	6	5	5		1000501	0		1905	1	Memory Enhancer	5★ Memory Enhancer Grid 6	Enhance module for Memory Chips. Provides different benefits based on size.	0
3966001	99	6	6	6		1000601	0		1906	1	Memory Enhancer	6★ Memory Enhancer Grid 6	Enhance module for Memory Chips. Provides different benefits based on size.	0
3012001	0	1	2	2		1201006	0		1201	1	Merli	2★ Memory Merli Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's ATK.	0
3013001	0	1	3	3		1301006	0		1301	1	Pinoff	3★ Memory Pinoff Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Melee ATK.	0
3013002	0	1	3	3		1304006	0		1304	1	Pavrey	3★ Memory Pavrey Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Ranged ATK.	0
3014001	0	1	4	4		1401006	0		1401	1	Archimedes	4★ Memory Archimedes Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Physical DMG.	0
3014002	0	1	4	4		1404006	0		1404	1	Edison	4★ Memory Edison Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's damage of its element.	0
3014003	0	1	4	4		1407006	0		1407	1	Alice	4★ Memory Alice Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's healing stats.	0
3014004	0	1	4	4		1410006	0		1410	1	Cunningham	4★ Memory Cunningham Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to inflict a Physical Buff on a wounded Omniframe.	0
3014005	0	1	4	4		1413006	1		1413	1	Kuriko - Eternal	4★ Memory Kuriko - Eternal Grid 1	Memory Chip of one who was once a fairy tale author. Can summon a robot when equipped.	0
3015001	0	1	5	5		1501006	0		1501	1	Carrielynn	5★ Memory Carrielynn Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's Physical ATK.	0
3015002	0	1	5	5		1502006	0		1502	1	Aife	5★ Memory Aife Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using skills.	0
3015003	0	1	5	5		1503006	0		1503	1	Ike	5★ Memory Ike Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's ATK of its element.	0
3015004	0	1	5	5		1504006	0		1504	1	Voltaire	5★ Memory Voltaire Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce the enemy's DEF when attacking.	0
3015005	0	1	5	5		1505006	0		1505	1	Gloria	5★ Memory Gloria Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to inflict elemental debuffs when attacking.	0
3015006	0	1	5	5		1506006	0		1506	1	Richelieu	5★ Memory Richelieu Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe inflict a Physical Buff on the target when healing it.	0
3015007	0	1	5	5		1507006	0		1507	1	Samantha	5★ Memory Samantha Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe disrupt the battlefield via elemental attacks.	0
3015008	0	1	5	5		1508006	0		1508	1	Mozart	5★ Memory Mozart Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe use Matrix more freely.	0
3015050	0	1	5	5		1550006	1		1550	1	Liv: Reindeer	5★ Memory Liv: Reindeer Grid 1	Liv's Christmas outfit.	0
3016001	0	1	6	6		1601006	0		1601	1	Condelina	6★ Memory Condelina Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Basic Attack.	0
3016002	0	1	6	6		1602006	0		1602	1	Shakespeare	6★ Memory Shakespeare Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Fire DMG.	0
3016003	0	1	6	6		1603006	0		1603	1	Heisen	6★ Memory Heisen Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Lightning DMG.	0
3016004	0	1	6	6		1604006	0		1604	1	Darwin	6★ Memory Darwin Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe gain a bonus buff upon a Ping.	0
3016005	0	1	6	6		1605006	0		1605	1	Hanna	6★ Memory Hanna Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe amplify buffs upon a 3-Ping.	0
3016006	0	1	6	6		1606006	0		1606	1	Cottie	6★ Memory Cottie Grid 1	Memory Chip of a "protagonist" that once existed. Equip to increase an Omniframe's Signature-Move-related damage.	0
3016007	0	1	6	6		1607006	0		1607	1	Da Vinci	6★ Memory Da Vinci Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using QTE skills.	0
3016008	0	1	6	6		1608006	0		1608	1	Catherine	6★ Memory Catherine Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when deployed in front.	0
3016009	0	1	6	6		1609006	0		1609	1	Einsteina	6★ Memory Einsteina Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using elemental skills.	0
3016010	0	1	6	6		1610006	0		1610	1	Philip II	6★ Memory Philip II Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to also increase the target's abilities.	0
3016011	0	1	6	6		1611006	0		1611	1	Guinevere	6★ Memory Guinevere Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to have different effects on allies and enemies.	0
3016012	0	1	6	6		1612006	0		1612	1	Frederick	6★ Memory Frederick Grid 1	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe by dodging.	0
3022001	0	2	2	2		1201005	0		1201	1	Merli	2★ Memory Merli Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's HP.	0
3023001	0	2	3	3		1301005	0		1301	1	Pinoff	3★ Memory Pinoff Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce an Omniframe's Melee DMG taken.	0
3023002	0	2	3	3		1304005	0		1304	1	Pavrey	3★ Memory Pavrey Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce an Omniframe's Ranged DMG taken.	0
3024001	0	2	4	4		1401005	0		1401	1	Archimedes	4★ Memory Archimedes Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase Physical DMG after a 3-Ping.	0
3024002	0	2	4	4		1404005	0		1404	1	Edison	4★ Memory Edison Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase Elemental DMG after a 3-Ping.	0
3024003	0	2	4	4		1407005	0		1407	1	Alice	4★ Memory Alice Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to weaken the enemy when attacking.	0
3024004	0	2	4	4		1410005	0		1410	1	Cunningham	4★ Memory Cunningham Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's attack damage to Super Armor enemies.	0
3025001	0	2	5	5		1501005	0		1501	1	Carrielynn	5★ Memory Carrielynn Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's Physical ATK.	0
3025002	0	2	5	5		1502005	0		1502	1	Aife	5★ Memory Aife Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using skills.	0
3025003	0	2	5	5		1503005	0		1503	1	Ike	5★ Memory Ike Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's ATK of its element.	0
3025004	0	2	5	5		1504005	0		1504	1	Voltaire	5★ Memory Voltaire Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce the enemy's DEF when attacking.	0
3025005	0	2	5	5		1505005	0		1505	1	Gloria	5★ Memory Gloria Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to inflict elemental debuffs when attacking.	0
3025006	0	2	5	5		1506005	0		1506	1	Richelieu	5★ Memory Richelieu Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe inflict a Physical Buff on the target when healing it.	0
3025007	0	2	5	5		1507005	0		1507	1	Samantha	5★ Memory Samantha Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe disrupt the battlefield via elemental attacks.	0
3025008	0	2	5	5		1508005	0		1508	1	Mozart	5★ Memory Mozart Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe use Matrix more freely.	0
3025050	0	2	5	5		1550005	1		1550	1	Liv: Reindeer	5★ Memory Liv: Reindeer Grid 2	Liv's Christmas outfit.	0
3026001	0	2	6	6		1601005	0		1601	1	Condelina	6★ Memory Condelina Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Basic Attack.	0
3026002	0	2	6	6		1602005	0		1602	1	Shakespeare	6★ Memory Shakespeare Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Fire DMG.	0
3026003	0	2	6	6		1603005	0		1603	1	Heisen	6★ Memory Heisen Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Lightning DMG.	0
3026004	0	2	6	6		1604005	0		1604	1	Darwin	6★ Memory Darwin Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe gain a bonus buff upon a Ping.	0
3026005	0	2	6	6		1605005	0		1605	1	Hanna	6★ Memory Hanna Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe amplify buffs upon a 3-Ping.	0
3026006	0	2	6	6		1606005	0		1606	1	Cottie	6★ Memory Cottie Grid 2	Memory Chip of a "protagonist" that once existed. Equip to increase an Omniframe's Signature-Move-related damage.	0
3026007	0	2	6	6		1607005	0		1607	1	Da Vinci	6★ Memory Da Vinci Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using QTE skills.	0
3026008	0	2	6	6		1608005	0		1608	1	Catherine	6★ Memory Catherine Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when deployed in front.	0
3026009	0	2	6	6		1609005	0		1609	1	Einsteina	6★ Memory Einsteina Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using elemental skills.	0
3026010	0	2	6	6		1610005	0		1610	1	Philip II	6★ Memory Philip II Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to also increase the target's abilities.	0
3026011	0	2	6	6		1611005	0		1611	1	Guinevere	6★ Memory Guinevere Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to have different effects on allies and enemies.	0
3026012	0	2	6	6		1612005	0		1612	1	Frederick	6★ Memory Frederick Grid 2	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe by dodging.	0
3032001	0	3	2	2		1201004	0		1201	1	Merli	2★ Memory Merli Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's initial Energy.	0
3033001	0	3	3	3		1301004	0		1301	1	Pinoff	3★ Memory Pinoff Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's healing received.	0
3033002	0	3	3	3		1304004	0		1304	1	Pavrey	3★ Memory Pavrey Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's healing.	0
3034001	0	3	4	4		1401004	0		1401	1	Archimedes	4★ Memory Archimedes Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase Physical DMG in Matrix.	0
3034002	0	3	4	4		1404004	0		1404	1	Edison	4★ Memory Edison Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase Elemental DMG in Matrix.	0
3034003	0	3	4	4		1407004	0		1407	1	Alice	4★ Memory Alice Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce DMG dealt by the target when attacking.	0
3034004	0	3	4	4		1410004	0		1410	1	Cunningham	4★ Memory Cunningham Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase DMG taken by the enemy.	0
3035001	0	3	5	5		1501004	0		1501	1	Carrielynn	5★ Memory Carrielynn Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's Physical ATK.	0
3035002	0	3	5	5		1502004	0		1502	1	Aife	5★ Memory Aife Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using skills.	0
3035003	0	3	5	5		1503004	0		1503	1	Ike	5★ Memory Ike Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's ATK of its element.	0
3035004	0	3	5	5		1504004	0		1504	1	Voltaire	5★ Memory Voltaire Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce the enemy's DEF when attacking.	0
3035005	0	3	5	5		1505004	0		1505	1	Gloria	5★ Memory Gloria Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to inflict elemental debuffs when attacking.	0
3035006	0	3	5	5		1506004	0		1506	1	Richelieu	5★ Memory Richelieu Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe inflict a Physical Buff on the target when healing it.	0
3035007	0	3	5	5		1507004	0		1507	1	Samantha	5★ Memory Samantha Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe disrupt the battlefield via elemental attacks.	0
3035008	0	3	5	5		1508004	0		1508	1	Mozart	5★ Memory Mozart Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe use Matrix more freely.	0
3035050	0	3	5	5		1550004	1		1550	1	Liv: Reindeer	5★ Memory Liv: Reindeer Grid 3	Liv's Christmas outfit.	0
3036001	0	3	6	6		1601004	0		1601	1	Condelina	6★ Memory Condelina Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Basic Attack.	0
3036002	0	3	6	6		1602004	0		1602	1	Shakespeare	6★ Memory Shakespeare Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Fire DMG.	0
3036003	0	3	6	6		1603004	0		1603	1	Heisen	6★ Memory Heisen Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Lightning DMG.	0
3036004	0	3	6	6		1604004	0		1604	1	Darwin	6★ Memory Darwin Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe gain a bonus buff upon a Ping.	0
3036005	0	3	6	6		1605004	0		1605	1	Hanna	6★ Memory Hanna Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe amplify buffs upon a 3-Ping.	0
3036006	0	3	6	6		1606004	0		1606	1	Cottie	6★ Memory Cottie Grid 3	Memory Chip of a "protagonist" that once existed. Equip to increase an Omniframe's Signature-Move-related damage.	0
3036007	0	3	6	6		1607004	0		1607	1	Da Vinci	6★ Memory Da Vinci Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using QTE skills.	0
3036008	0	3	6	6		1608004	0		1608	1	Catherine	6★ Memory Catherine Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when deployed in front.	0
3036009	0	3	6	6		1609004	0		1609	1	Einsteina	6★ Memory Einsteina Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using elemental skills.	0
3036010	0	3	6	6		1610004	0		1610	1	Philip II	6★ Memory Philip II Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to also increase the target's abilities.	0
3036011	0	3	6	6		1611004	0		1611	1	Guinevere	6★ Memory Guinevere Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to have different effects on allies and enemies.	0
3036012	0	3	6	6		1612004	0		1612	1	Frederick	6★ Memory Frederick Grid 3	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe by dodging.	0
3042001	0	4	2	2		1201003	0		1201	1	Merli	2★ Memory Merli Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's ATK.	0
3043001	0	4	3	3		1301003	0		1301	1	Pinoff	3★ Memory Pinoff Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Melee ATK.	0
3043002	0	4	3	3		1304003	0		1304	1	Pavrey	3★ Memory Pavrey Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Ranged ATK.	0
3044001	0	4	4	4		1401003	0		1401	1	Archimedes	4★ Memory Archimedes Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Physical DMG.	0
3044002	0	4	4	4		1404003	0		1404	1	Edison	4★ Memory Edison Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's damage of its element.	0
3044003	0	4	4	4		1407003	0		1407	1	Alice	4★ Memory Alice Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's healing stats.	0
3044004	0	4	4	4		1410003	0		1410	1	Cunningham	4★ Memory Cunningham Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to inflict a Physical Buff on a wounded Omniframe.	0
3044005	0	4	4	4		1413003	1		1413	1	Kuriko - Eternal	4★ Memory Kuriko - Eternal Grid 4	Memory Chip of one who was once a fairy tale author. Can summon a robot when equipped.	0
3045001	0	4	5	5		1501003	0		1501	1	Carrielynn	5★ Memory Carrielynn Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's Physical ATK.	0
3045002	0	4	5	5		1502003	0		1502	1	Aife	5★ Memory Aife Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using skills.	0
3045003	0	4	5	5		1503003	0		1503	1	Ike	5★ Memory Ike Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to enhance an Omniframe's ATK of its element.	0
3045004	0	4	5	5		1504003	0		1504	1	Voltaire	5★ Memory Voltaire Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to reduce the enemy's DEF when attacking.	0
3045005	0	4	5	5		1505003	0		1505	1	Gloria	5★ Memory Gloria Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to inflict elemental debuffs when attacking.	0
3045006	0	4	5	5		1506003	0		1506	1	Richelieu	5★ Memory Richelieu Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe inflict a Physical Buff on the target when healing it.	0
3045007	0	4	5	5		1507003	0		1507	1	Samantha	5★ Memory Samantha Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe disrupt the battlefield via elemental attacks.	0
3045008	0	4	5	5		1508003	0		1508	1	Mozart	5★ Memory Mozart Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe use Matrix more freely.	0
3045050	0	4	5	5		1550003	1		1550	1	Liv: Reindeer	5★ Memory Liv: Reindeer Grid 4	Liv's Christmas outfit.	0
3046001	0	4	6	6		1601003	0		1601	1	Condelina	6★ Memory Condelina Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Basic Attack.	0
3046002	0	4	6	6		1602003	0		1602	1	Shakespeare	6★ Memory Shakespeare Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Fire DMG.	0
3046003	0	4	6	6		1603003	0		1603	1	Heisen	6★ Memory Heisen Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to increase an Omniframe's Lightning DMG.	0
3046004	0	4	6	6		1604003	0		1604	1	Darwin	6★ Memory Darwin Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe gain a bonus buff upon a Ping.	0
3046005	0	4	6	6		1605003	0		1605	1	Hanna	6★ Memory Hanna Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to make an Omniframe amplify buffs upon a 3-Ping.	0
3046006	0	4	6	6		1606003	0		1606	1	Cottie	6★ Memory Cottie Grid 4	Memory Chip of a "protagonist" that once existed. Equip to increase an Omniframe's Signature-Move-related damage.	0
3046007	0	4	6	6		1607003	0		1607	1	Da Vinci	6★ Memory Da Vinci Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using QTE skills.	0
3046008	0	4	6	6		1608003	0		1608	1	Catherine	6★ Memory Catherine Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when deployed in front.	0
3046009	0	4	6	6		1609003	0		1609	1	Einsteina	6★ Memory Einsteina Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip to gain a bonus when using elemental skills.	0
3046010	0	4	6	6		1610003	0		1610	1	Philip II	6★ Memory Philip II Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to also increase the target's abilities.	0
3046011	0	4	6	6		1611003	0		1611	1	Guinevere	6★ Memory Guinevere Grid 4	Memory Chip of a human being known to have achieved great deeds - for good or evil. Equip for healing effects to have different effects on allies and enemies.	0
