Id	EquipId	Times	LevelLimit	AttribId	AttribPromotedId	Exp	LevelUpTemplateId	UseItemId	UseMoney	ItemId[1]	ItemCount[1]	ItemId[2]	ItemCount[2]	ItemId[3]	ItemCount[3]	ItemId[4]	ItemCount[4]	ConditionId	ResId
549	2316001	3	40	23160013	23160013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2316001
550	2316001	4	45	23160014	23160014	15280	605												2316001
551	2324001	0	20	23240010	23240010	300	401	1	6000	40103	4							5000	2324001
552	2324001	1	25	23240011	23240011	760	402	1	12000	40100	4	40103	4					5000	2324001
553	2324001	2	30	23240012	23240012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2324001
554	2324001	3	35	23240013	23240013	3270	404	1	24000	40110	4	40113	4					5000	2324001
555	2325001	0	25	23250010	23250010	500	501	1	8000	40103	6							5000	2325001
556	2325001	1	30	23250011	23250011	1680	502	1	16000	40100	6	40103	6					5000	2325001
557	2325001	2	35	23250012	23250012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2325001
558	2325001	3	40	23250013	23250013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2325001
559	2325001	4	45	23250014	23250014	11050	505												2325001
560	2326001	0	25	23260010	23260010	700	601	1	10000	40103	8							5000	2326001
561	2326001	1	30	23260011	23260011	2360	602	1	20000	40100	8	40103	8					5000	2326001
562	2326001	2	35	23260012	23260012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2326001
563	2326001	3	40	23260013	23260013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2326001
564	2326001	4	45	23260014	23260014	15280	605												2326001
565	2334001	0	20	23340010	23340010	300	401	1	6000	40103	4							5000	2334001
566	2334001	1	25	23340011	23340011	760	402	1	12000	40100	4	40103	4					5000	2334001
567	2334001	2	30	23340012	23340012	1700	403	1	18000	40110	2	40113	2	40100	2	40103	2	5000	2334001
568	2334001	3	35	23340013	23340013	3270	404	1	24000	40110	4	40113	4					5000	2334001
569	2335001	0	25	23350010	23350010	500	501	1	8000	40103	6							5000	2335001
570	2335001	1	30	23350011	23350011	1680	502	1	16000	40100	6	40103	6					5000	2335001
571	2335001	2	35	23350012	23350012	3540	503	1	24000	40110	4	40113	4	40100	4	40103	4	5000	2335001
572	2335001	3	40	23350013	23350013	6570	504	1	32000	40110	8	40113	8	40100	4	40103	4	5000	2335001
573	2335001	4	45	23350014	23350014	11050	505												2335001
574	2336001	0	25	23360010	23360010	700	601	1	10000	40103	8							5000	2336001
575	2336001	1	30	23360011	23360011	2360	602	1	20000	40100	8	40103	8					5000	2336001
576	2336001	2	35	23360012	23360012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2336001
577	2336001	3	40	23360013	23360013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2336001
578	2336001	4	45	23360014	23360014	15280	605												2336001
579	2980201	0	25	20260040	20260040	700	601	1	10000	40103	8							5000	2980201
580	2980202	0	25	20260040	20260040	700	601	1	10000	40103	8							5000	2980202
581	2981101	0	25	20260040	20260040	700	601	1	10000	40103	8							5000	2981101
582	2981102	0	25	20260040	20260040	700	601	1	10000	40103	8							5000	2981102
583	2982001	0	25	20260040	20260040	700	601	1	10000	40103	8							5000	2982001
584	2981301	0	25	20260040	20260040	700	601	1	10000	40103	8							5000	2981301
585	2981401	0	25	20260040	20260040	700	601	1	10000	40103	8							5000	2981401
586	2980301	0	25	21660010	21660010	700	601	1	10000	40103	8							5000	2980301
587	2980301	1	30	21660011	21660011	2360	602	1	20000	40100	8	40103	8					5000	2980301
588	2980301	2	35	21660012	21660012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2980301
589	2980301	3	40	21660013	21660013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2980301
590	2980301	4	45	21660014	21660014	15280	605												2980301
591	2980401	0	25	21660010	21660010	700	601	1	10000	40103	8							5000	2980401
592	2980401	1	30	21660011	21660011	2360	602	1	20000	40100	8	40103	8					5000	2980401
593	2980401	2	35	21660012	21660012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2980401
594	2980401	3	40	21660013	21660013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2980401
595	2980401	4	45	21660014	21660014	15280	605												2980401
596	2981701	0	25	21660010	21660010	700	601	1	10000	40103	8							5000	2981701
597	2981701	1	30	21660011	21660011	2360	602	1	20000	40100	8	40103	8					5000	2981701
598	2981701	2	35	21660012	21660012	5090	603	1	30000	40110	6	40113	6	40100	6	40103	6	5000	2981701
599	2981701	3	40	21660013	21660013	9140	604	1	40000	40110	10	40113	10	40100	6	40103	6	5000	2981701
600	2981701	4	45	21660014	21660014	15280	605												2981701
601	3012001	0	10	30120010	30120010	50	301												3012001
602	3013001	0	15	30130010	30130010	100	301	1	4000	40104	1							5000	3013001
603	3013001	1	20	30130011	30130011	370	302	1	8000	40100	1	40104	1					5000	3013001
604	3013001	2	25	30130012	30130012	1020	303												3013001
605	3013002	0	15	30130020	30130020	100	301	1	4000	40104	1							5000	3013002
606	3013002	1	20	30130021	30130021	370	302	1	8000	40100	1	40104	1					5000	3013002
607	3013002	2	25	30130022	30130022	1020	303												3013002
608	3014001	0	20	30140010	30140010	300	401	1	6000	40104	2							5000	3014001
609	3014001	1	25	30140011	30140011	760	402	1	12000	40100	2	40104	2					5000	3014001
610	3014001	2	30	30140012	30140012	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014001
611	3014001	3	35	30140013	30140013	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014001
612	3014002	0	20	30140020	30140020	300	401	1	6000	40104	2							5000	3014002
613	3014002	1	25	30140021	30140021	760	402	1	12000	40100	2	40104	2					5000	3014002
614	3014002	2	30	30140022	30140022	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014002
615	3014002	3	35	30140023	30140023	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014002
616	3014003	0	20	30140030	30140030	300	401	1	6000	40104	2							5000	3014003
617	3014003	1	25	30140031	30140031	760	402	1	12000	40100	2	40104	2					5000	3014003
618	3014003	2	30	30140032	30140032	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014003
619	3014003	3	35	30140033	30140033	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014003
620	3014004	0	20	30140040	30140040	300	401	1	6000	40104	2							5000	3014004
621	3014004	1	25	30140041	30140041	760	402	1	12000	40100	2	40104	2					5000	3014004
622	3014004	2	30	30140042	30140042	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014004
623	3014004	3	35	30140043	30140043	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014004
624	3014006	0	20	30140060	30140060	300	401	1	6000	40104	2							5000	3014006
625	3014006	1	25	30140061	30140061	760	402	1	12000	40100	2	40104	2					5000	3014006
626	3014006	2	30	30140062	30140062	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014006
627	3014006	3	35	30140063	30140063	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014006
628	3014005	0	20	30140010	30140010	300	401	1	6000	40104	2							5000	3014005
629	3014005	1	25	30140011	30140011	760	402	1	12000	40100	2	40104	2					5000	3014005
630	3014005	2	30	30140012	30140012	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3014005
631	3014005	3	35	30140013	30140013	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3014005
632	3015001	0	25	30150010	30150010	500	501	1	8000	40104	3							5000	3015001
633	3015001	1	30	30150011	30150011	1680	502	1	16000	40100	3	40104	3					5000	3015001
634	3015001	2	35	30150012	30150012	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015001
635	3015001	3	40	30150013	30150013	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015001
636	3015001	4	45	30150014	30150014	11050	505												3015001
637	3015002	0	25	30150020	30150020	500	501	1	8000	40104	3							5000	3015002
638	3015002	1	30	30150021	30150021	1680	502	1	16000	40100	3	40104	3					5000	3015002
639	3015002	2	35	30150022	30150022	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015002
640	3015002	3	40	30150023	30150023	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015002
641	3015002	4	45	30150024	30150024	11050	505												3015002
642	3015003	0	25	30150030	30150030	500	501	1	8000	40104	3							5000	3015003
643	3015003	1	30	30150031	30150031	1680	502	1	16000	40100	3	40104	3					5000	3015003
644	3015003	2	35	30150032	30150032	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015003
645	3015003	3	40	30150033	30150033	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015003
646	3015003	4	45	30150034	30150034	11050	505												3015003
647	3015004	0	25	30150040	30150040	500	501	1	8000	40104	3							5000	3015004
648	3015004	1	30	30150041	30150041	1680	502	1	16000	40100	3	40104	3					5000	3015004
649	3015004	2	35	30150042	30150042	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015004
650	3015004	3	40	30150043	30150043	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015004
651	3015004	4	45	30150044	30150044	11050	505												3015004
652	3015005	0	25	30150050	30150050	500	501	1	8000	40104	3							5000	3015005
653	3015005	1	30	30150051	30150051	1680	502	1	16000	40100	3	40104	3					5000	3015005
654	3015005	2	35	30150052	30150052	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015005
655	3015005	3	40	30150053	30150053	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015005
656	3015005	4	45	30150054	30150054	11050	505												3015005
657	3015006	0	25	30150060	30150060	500	501	1	8000	40104	3							5000	3015006
658	3015006	1	30	30150061	30150061	1680	502	1	16000	40100	3	40104	3					5000	3015006
659	3015006	2	35	30150062	30150062	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015006
660	3015006	3	40	30150063	30150063	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015006
661	3015006	4	45	30150064	30150064	11050	505												3015006
662	3015007	0	25	30150070	30150070	500	501	1	8000	40104	3							5000	3015007
663	3015007	1	30	30150071	30150071	1680	502	1	16000	40100	3	40104	3					5000	3015007
664	3015007	2	35	30150072	30150072	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015007
665	3015007	3	40	30150073	30150073	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015007
666	3015007	4	45	30150074	30150074	11050	505												3015007
667	3015008	0	25	30150080	30150080	500	501	1	8000	40104	3							5000	3015008
668	3015008	1	30	30150081	30150081	1680	502	1	16000	40100	3	40104	3					5000	3015008
669	3015008	2	35	30150082	30150082	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015008
670	3015008	3	40	30150083	30150083	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015008
671	3015008	4	45	30150084	30150084	11050	505												3015008
672	3015009	0	25	30150090	30150090	500	501	1	8000	40104	3							5000	3015009
673	3015009	1	30	30150091	30150091	1680	502	1	16000	40100	3	40104	3					5000	3015009
674	3015009	2	35	30150092	30150092	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3015009
675	3015009	3	40	30150093	30150093	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3015009
676	3015009	4	45	30150094	30150094	11050	505												3015009
677	3016001	0	25	30160010	30160010	700	601	1	10000	40104	4							5000	3016001
678	3016001	1	30	30160011	30160011	2360	602	1	20000	40100	4	40104	4					5000	3016001
679	3016001	2	35	30160012	30160012	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016001
680	3016001	3	40	30160013	30160013	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016001
681	3016001	4	45	30160014	30160014	15280	605												3016001
682	3016002	0	25	30160020	30160020	700	601	1	10000	40104	4							5000	3016002
683	3016002	1	30	30160021	30160021	2360	602	1	20000	40100	4	40104	4					5000	3016002
684	3016002	2	35	30160022	30160022	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016002
685	3016002	3	40	30160023	30160023	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016002
686	3016002	4	45	30160024	30160024	15280	605												3016002
687	3016003	0	25	30160030	30160030	700	601	1	10000	40104	4							5000	3016003
688	3016003	1	30	30160031	30160031	2360	602	1	20000	40100	4	40104	4					5000	3016003
689	3016003	2	35	30160032	30160032	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016003
690	3016003	3	40	30160033	30160033	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016003
691	3016003	4	45	30160034	30160034	15280	605												3016003
692	3016004	0	25	30160040	30160040	700	601	1	10000	40104	4							5000	3016004
693	3016004	1	30	30160041	30160041	2360	602	1	20000	40100	4	40104	4					5000	3016004
694	3016004	2	35	30160042	30160042	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016004
695	3016004	3	40	30160043	30160043	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016004
696	3016004	4	45	30160044	30160044	15280	605												3016004
697	3016005	0	25	30160050	30160050	700	601	1	10000	40104	4							5000	3016005
698	3016005	1	30	30160051	30160051	2360	602	1	20000	40100	4	40104	4					5000	3016005
699	3016005	2	35	30160052	30160052	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016005
700	3016005	3	40	30160053	30160053	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016005
701	3016005	4	45	30160054	30160054	15280	605												3016005
702	3016006	0	25	30160060	30160060	700	601	1	10000	40104	4							5000	3016006
703	3016006	1	30	30160061	30160061	2360	602	1	20000	40100	4	40104	4					5000	3016006
704	3016006	2	35	30160062	30160062	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016006
705	3016006	3	40	30160063	30160063	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016006
706	3016006	4	45	30160064	30160064	15280	605												3016006
707	3016007	0	25	30160070	30160070	700	601	1	10000	40104	4							5000	3016007
708	3016007	1	30	30160071	30160071	2360	602	1	20000	40100	4	40104	4					5000	3016007
709	3016007	2	35	30160072	30160072	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016007
710	3016007	3	40	30160073	30160073	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016007
711	3016007	4	45	30160074	30160074	15280	605												3016007
712	3016008	0	25	30160080	30160080	700	601	1	10000	40104	4							5000	3016008
713	3016008	1	30	30160081	30160081	2360	602	1	20000	40100	4	40104	4					5000	3016008
714	3016008	2	35	30160082	30160082	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016008
715	3016008	3	40	30160083	30160083	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016008
716	3016008	4	45	30160084	30160084	15280	605												3016008
717	3016009	0	25	30160090	30160090	700	601	1	10000	40104	4							5000	3016009
718	3016009	1	30	30160091	30160091	2360	602	1	20000	40100	4	40104	4					5000	3016009
719	3016009	2	35	30160092	30160092	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016009
720	3016009	3	40	30160093	30160093	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016009
721	3016009	4	45	30160094	30160094	15280	605												3016009
722	3016010	0	25	30160100	30160100	700	601	1	10000	40104	4							5000	3016010
723	3016010	1	30	30160101	30160101	2360	602	1	20000	40100	4	40104	4					5000	3016010
724	3016010	2	35	30160102	30160102	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016010
725	3016010	3	40	30160103	30160103	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016010
726	3016010	4	45	30160104	30160104	15280	605												3016010
727	3016011	0	25	30160110	30160110	700	601	1	10000	40104	4							5000	3016011
728	3016011	1	30	30160111	30160111	2360	602	1	20000	40100	4	40104	4					5000	3016011
729	3016011	2	35	30160112	30160112	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016011
730	3016011	3	40	30160113	30160113	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016011
731	3016011	4	45	30160114	30160114	15280	605												3016011
732	3016012	0	25	30160120	30160120	700	601	1	10000	40104	4							5000	3016012
733	3016012	1	30	30160121	30160121	2360	602	1	20000	40100	4	40104	4					5000	3016012
734	3016012	2	35	30160122	30160122	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3016012
735	3016012	3	40	30160123	30160123	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3016012
736	3016012	4	45	30160124	30160124	15280	605												3016012
737	3022001	0	10	30220010	30220010	50	301												3022001
738	3023001	0	15	30230010	30230010	100	301	1	4000	40104	1							5000	3023001
739	3023001	1	20	30230011	30230011	370	302	1	8000	40100	1	40104	1					5000	3023001
740	3023001	2	25	30230012	30230012	1020	303												3023001
741	3023002	0	15	30230020	30230020	100	301	1	4000	40104	1							5000	3023002
742	3023002	1	20	30230021	30230021	370	302	1	8000	40100	1	40104	1					5000	3023002
743	3023002	2	25	30230022	30230022	1020	303												3023002
744	3024001	0	20	30240010	30240010	300	401	1	6000	40104	2							5000	3024001
745	3024001	1	25	30240011	30240011	760	402	1	12000	40100	2	40104	2					5000	3024001
746	3024001	2	30	30240012	30240012	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3024001
747	3024001	3	35	30240013	30240013	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3024001
748	3024002	0	20	30240020	30240020	300	401	1	6000	40104	2							5000	3024002
749	3024002	1	25	30240021	30240021	760	402	1	12000	40100	2	40104	2					5000	3024002
750	3024002	2	30	30240022	30240022	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3024002
751	3024002	3	35	30240023	30240023	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3024002
752	3024003	0	20	30240030	30240030	300	401	1	6000	40104	2							5000	3024003
753	3024003	1	25	30240031	30240031	760	402	1	12000	40100	2	40104	2					5000	3024003
754	3024003	2	30	30240032	30240032	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3024003
755	3024003	3	35	30240033	30240033	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3024003
756	3024004	0	20	30240040	30240040	300	401	1	6000	40104	2							5000	3024004
757	3024004	1	25	30240041	30240041	760	402	1	12000	40100	2	40104	2					5000	3024004
758	3024004	2	30	30240042	30240042	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3024004
759	3024004	3	35	30240043	30240043	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3024004
760	3024006	0	20	30240060	30240060	300	401	1	6000	40104	2							5000	3024006
761	3024006	1	25	30240061	30240061	760	402	1	12000	40100	2	40104	2					5000	3024006
762	3024006	2	30	30240062	30240062	1700	403	1	18000	40110	1	40114	1	40100	1	40104	1	5000	3024006
763	3024006	3	35	30240063	30240063	3270	404	1	24000	40110	2	40114	2	40100	1	40104	1	5000	3024006
764	3025001	0	25	30250010	30250010	500	501	1	8000	40104	3							5000	3025001
765	3025001	1	30	30250011	30250011	1680	502	1	16000	40100	3	40104	3					5000	3025001
766	3025001	2	35	30250012	30250012	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025001
767	3025001	3	40	30250013	30250013	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025001
768	3025001	4	45	30250014	30250014	11050	505												3025001
769	3025002	0	25	30250020	30250020	500	501	1	8000	40104	3							5000	3025002
770	3025002	1	30	30250021	30250021	1680	502	1	16000	40100	3	40104	3					5000	3025002
771	3025002	2	35	30250022	30250022	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025002
772	3025002	3	40	30250023	30250023	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025002
773	3025002	4	45	30250024	30250024	11050	505												3025002
774	3025003	0	25	30250030	30250030	500	501	1	8000	40104	3							5000	3025003
775	3025003	1	30	30250031	30250031	1680	502	1	16000	40100	3	40104	3					5000	3025003
776	3025003	2	35	30250032	30250032	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025003
777	3025003	3	40	30250033	30250033	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025003
778	3025003	4	45	30250034	30250034	11050	505												3025003
779	3025004	0	25	30250040	30250040	500	501	1	8000	40104	3							5000	3025004
780	3025004	1	30	30250041	30250041	1680	502	1	16000	40100	3	40104	3					5000	3025004
781	3025004	2	35	30250042	30250042	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025004
782	3025004	3	40	30250043	30250043	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025004
783	3025004	4	45	30250044	30250044	11050	505												3025004
784	3025005	0	25	30250050	30250050	500	501	1	8000	40104	3							5000	3025005
785	3025005	1	30	30250051	30250051	1680	502	1	16000	40100	3	40104	3					5000	3025005
786	3025005	2	35	30250052	30250052	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025005
787	3025005	3	40	30250053	30250053	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025005
788	3025005	4	45	30250054	30250054	11050	505												3025005
789	3025006	0	25	30250060	30250060	500	501	1	8000	40104	3							5000	3025006
790	3025006	1	30	30250061	30250061	1680	502	1	16000	40100	3	40104	3					5000	3025006
791	3025006	2	35	30250062	30250062	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025006
792	3025006	3	40	30250063	30250063	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025006
793	3025006	4	45	30250064	30250064	11050	505												3025006
794	3025007	0	25	30250070	30250070	500	501	1	8000	40104	3							5000	3025007
795	3025007	1	30	30250071	30250071	1680	502	1	16000	40100	3	40104	3					5000	3025007
796	3025007	2	35	30250072	30250072	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025007
797	3025007	3	40	30250073	30250073	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025007
798	3025007	4	45	30250074	30250074	11050	505												3025007
799	3025008	0	25	30250080	30250080	500	501	1	8000	40104	3							5000	3025008
800	3025008	1	30	30250081	30250081	1680	502	1	16000	40100	3	40104	3					5000	3025008
801	3025008	2	35	30250082	30250082	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025008
802	3025008	3	40	30250083	30250083	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025008
803	3025008	4	45	30250084	30250084	11050	505												3025008
804	3025009	0	25	30250090	30250090	500	501	1	8000	40104	3							5000	3025009
805	3025009	1	30	30250091	30250091	1680	502	1	16000	40100	3	40104	3					5000	3025009
806	3025009	2	35	30250092	30250092	3540	503	1	24000	40110	2	40114	2	40100	2	40104	2	5000	3025009
807	3025009	3	40	30250093	30250093	6570	504	1	32000	40110	4	40114	4	40100	2	40104	2	5000	3025009
808	3025009	4	45	30250094	30250094	11050	505												3025009
809	3026001	0	25	30260010	30260010	700	601	1	10000	40104	4							5000	3026001
810	3026001	1	30	30260011	30260011	2360	602	1	20000	40100	4	40104	4					5000	3026001
811	3026001	2	35	30260012	30260012	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026001
812	3026001	3	40	30260013	30260013	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026001
813	3026001	4	45	30260014	30260014	15280	605												3026001
814	3026002	0	25	30260020	30260020	700	601	1	10000	40104	4							5000	3026002
815	3026002	1	30	30260021	30260021	2360	602	1	20000	40100	4	40104	4					5000	3026002
816	3026002	2	35	30260022	30260022	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026002
817	3026002	3	40	30260023	30260023	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026002
818	3026002	4	45	30260024	30260024	15280	605												3026002
819	3026003	0	25	30260030	30260030	700	601	1	10000	40104	4							5000	3026003
820	3026003	1	30	30260031	30260031	2360	602	1	20000	40100	4	40104	4					5000	3026003
821	3026003	2	35	30260032	30260032	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026003
822	3026003	3	40	30260033	30260033	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026003
823	3026003	4	45	30260034	30260034	15280	605												3026003
824	3026004	0	25	30260040	30260040	700	601	1	10000	40104	4							5000	3026004
825	3026004	1	30	30260041	30260041	2360	602	1	20000	40100	4	40104	4					5000	3026004
826	3026004	2	35	30260042	30260042	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026004
827	3026004	3	40	30260043	30260043	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026004
828	3026004	4	45	30260044	30260044	15280	605												3026004
829	3026005	0	25	30260050	30260050	700	601	1	10000	40104	4							5000	3026005
830	3026005	1	30	30260051	30260051	2360	602	1	20000	40100	4	40104	4					5000	3026005
831	3026005	2	35	30260052	30260052	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026005
832	3026005	3	40	30260053	30260053	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026005
833	3026005	4	45	30260054	30260054	15280	605												3026005
834	3026006	0	25	30260060	30260060	700	601	1	10000	40104	4							5000	3026006
835	3026006	1	30	30260061	30260061	2360	602	1	20000	40100	4	40104	4					5000	3026006
836	3026006	2	35	30260062	30260062	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026006
837	3026006	3	40	30260063	30260063	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026006
838	3026006	4	45	30260064	30260064	15280	605												3026006
839	3026007	0	25	30260070	30260070	700	601	1	10000	40104	4							5000	3026007
840	3026007	1	30	30260071	30260071	2360	602	1	20000	40100	4	40104	4					5000	3026007
841	3026007	2	35	30260072	30260072	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026007
842	3026007	3	40	30260073	30260073	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026007
843	3026007	4	45	30260074	30260074	15280	605												3026007
844	3026008	0	25	30260080	30260080	700	601	1	10000	40104	4							5000	3026008
845	3026008	1	30	30260081	30260081	2360	602	1	20000	40100	4	40104	4					5000	3026008
846	3026008	2	35	30260082	30260082	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026008
847	3026008	3	40	30260083	30260083	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026008
848	3026008	4	45	30260084	30260084	15280	605												3026008
849	3026009	0	25	30260090	30260090	700	601	1	10000	40104	4							5000	3026009
850	3026009	1	30	30260091	30260091	2360	602	1	20000	40100	4	40104	4					5000	3026009
851	3026009	2	35	30260092	30260092	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026009
852	3026009	3	40	30260093	30260093	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026009
853	3026009	4	45	30260094	30260094	15280	605												3026009
854	3026010	0	25	30260100	30260100	700	601	1	10000	40104	4							5000	3026010
855	3026010	1	30	30260101	30260101	2360	602	1	20000	40100	4	40104	4					5000	3026010
856	3026010	2	35	30260102	30260102	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026010
857	3026010	3	40	30260103	30260103	9140	604	1	40000	40110	5	40114	5	40100	3	40104	3	5000	3026010
858	3026010	4	45	30260104	30260104	15280	605												3026010
859	3026011	0	25	30260110	30260110	700	601	1	10000	40104	4							5000	3026011
860	3026011	1	30	30260111	30260111	2360	602	1	20000	40100	4	40104	4					5000	3026011
861	3026011	2	35	30260112	30260112	5090	603	1	30000	40110	3	40114	3	40100	3	40104	3	5000	3026011
