特效名	皮肤名	CueId[1]	CueId[2]	CueId[3]	优先级	固定在生成点
FxR2KuluomuWin	R2KuluomuMd019101	11102702				0
FxR2WeilaAttack01		10103001				0
FxR2WeilaAttack02Sound		10103002				0
FxR2WeilaAttack03Sound		10103003				0
FxR2WeilaAttack04Sound		10103004				0
FxR2WeilaAttack05Sound		10103005				0
FxR2WeilaAttack10Sound		10103006				0
FxR2WeilaAttack01Shouji		10103007				0
FxR2WeilaAttack0201Shouji		10103008				0
FxR2WeilaAttack0202Shouji		10103008				0
FxR2WeilaAttack0301Shouji		10103009				0
FxR2WeilaAttack0302Shouji		10103009				0
FxR2WeilaAttack0401Shouji		10103010				0
FxR2WeilaAttack0402Shouji		10103010				0
FxR2WeilaAttack0403Shouji		10103011				0
FxR2WeilaAttack0501Shouji		10103012				0
FxR2WeilaAttack0502Shouji		10103012				0
FxR2WeilaAttack11Sound		10103101				0
FxR2WeilaAttack13Sound		10103102				0
FxR2WeilaAttack11Shouji		10103103				0
FxR2WeilaAttack21		10103201				0
FxR2WeilaAttack23		10103202				0
FxR2WeilaAttack21Dandao		10103203				0
FxR2WeilaAttack21Shouji		10103204				0
FxR2WeilaAttack31		10103301				0
FxR2WeilaAttack33		10103302				0
FxR2WeilaAttack31Dandao		10103303				0
FxR2WeilaAttack31Shouji		10103304				0
FxR2WeilaAttack31DandaoShouji		10103305				0
FxR2WeilaAttack41		10103401				0
FxR2WeilaAttack42Sound		10103402				0
FxR2WeilaAttack43		10103403				0
FxR2WeilaAttack44		10103404				0
FxR2WeilaAttack45Sound		10103405				0
FxR2WeilaAttack41Shouji		10103406				0
FxR2WeilaAttack42Shouji01		10103407				0
FxR2WeilaAttack42Shouji02		10103407				0
FxR2WeilaAttack43Shouji		10103408				0
FxR2WeilaAttack44Shouji		10103409				0
FxR2WeilaAttack45Shouji01		10103410				0
FxR2WeilaAttack45Shouji02		10103410				0
FxR2WeilaAttack41Dandao		10103411				0
FxR2WeilaAttack42Dandao01		10103412				0
FxR2WeilaAttack42Dandao02		10103413				0
FxR2WeilaAttack43Dandao		10103414				0
FxR2WeilaAttack44Dandao		10103415				0
FxR2WeilaAttack45Dandao01		10103416				0
FxR2WeilaAttack45Dandao02		10103417				0
FxR2WeilaBeidongShouji		10103418				0
FxR2WeilaQte		10103419				0
FxR2WeilaWuqiXiaoshi		10103420				0
FxR2WeilaWuqiXiaoshiEx		10103421				0
FxR2WeilaAttack51		10103501				0
FxR2WeilaAttack51Dandao		10103502				0
FxR2WeilaAttack51DandaoEx		10103503				0
FxR2WeilaAttack51Shouji		10103504				0
FxR2WeilaMove01		10103601				0
FxR2WeilaMove02		10103602				0
FxR2WeilaBorn		10103701				0
FxR2WeilaWin		10103702				0
FxR2KamuAtk01		10104001				0
FxR2KamuAtk02		10104002				0
FxR2KamuAtk03Sound		10104003				0
FxR2KamuAtk04Sound		10104004				0
FxR2KamuAtk05Sound		10104005				0
FxR2KamuAtk01Hit		10104006				0
FxR2KamuAtk02Hit		10104007				0
FxR2KamuAtk03Hit01		10104008				0
FxR2KamuAtk03Hit02		10104008				0
FxR2KamuAtk04Hit01		10104009				0
FxR2KamuAtk04Hit02		10104009				0
FxR2KamuAtk05Hit		10104010				0
FxR2KamuAtk01Dilie		10104011				0
FxR2KamuAtk02Dilie		10104012				0
FxR2KamuAtk05Dilie		10104013				0
FxR2KamuP2Atk01		10104014				0
FxR2KamuP2Atk02		10104015				0
FxR2KamuP2Atk03		10104016				0
FxR2KamuP2Atk04		10104017				0
FxR2KamuP2Atk05		10104018				0
FxR2KamuP2Atk06Sound		10104019				0
FxR2KamuP2Atk01Hit		10104020				0
FxR2KamuP2Atk02Hit01		10104021				0
FxR2KamuP2Atk02Hit02		10104021				0
FxR2KamuP2Atk03Hit01		10104022				0
FxR2KamuP2Atk03Hit02		10104022				0
FxR2KamuP2Atk04Hit		10104023				0
FxR2KamuP2Atk05Hit01		10104024				0
FxR2KamuP2Atk05Hit02		10104024				0
FxR2KamuP2Atk06Hit		10104025				0
FxR2KamuAtk11Sound		10104101				0
FxR2KamuAtk13Sound		10104102				0
FxR2KamuAtk11Hit01		10104103				0
FxR2KamuAtk11Hit02		10104103				0
FxR2KamuAtk11Dilie		10104104				0
FxR2KamuP2Atk11Sound		10104105				0
FxR2KamuP2Atk1101Hit		10104106				0
FxR2KamuP2Atk1102Hit		10104106				0
FxR2KamuP2Atk1103Hit		10104106				0
FxR2KamuAtk21		10104201				0
FxR2KamuP2Atk21		10104202				0
FxR2KamuAtk31Sound		10104301				0
FxR2KamuAtk33Sound		10104302				0
FxR2KamuAtk31Hit01		10104303				0
FxR2KamuAtk31Hit02		10104303				0
FxR2KamuAtk33Dilie		10104304				0
FxR2KamuP2Atk31Sound		10104305				0
FxR2KamuP2Atk31Dilie01		10104306				0
FxR2KamuP2Atk31Dilie02		10104306				0
FxR2KamuAtkQteSound		10104401				0
FxR2KamuAtkQteHit		10104402				0
FxR2KamuAtk51		10104501				0
FxR2KamuP2Atk5101		10104502				0
FxR2KamuAtkMove1		10104601				0
FxR2KamuAtkMove2		10104602				0
FxR2KamuP2AtkMove1		10104603				0
FxR2KamuP2AtkMove2		10104604				0
FxR2KamuBorn		10104701				0
FxR2KamuWin		10104702				0
FxR2KamuExecutioner01WuqiOut		10104809				0
FxR2KamuExecutioner01WuqiIn		10104810				0
FxR2KamuExecutioner0201		10104801				0
FxR2KamuExecutioner0201Dilie		10104802				0
FxR2KamuExecutioner0202RHandJuguai		10104806				0
FxR2KamuExecutioner01Sound		10104804				0
FxR2KamuExecutioner02Sound		10104805				0
FxR2KamuExecutioner0203		10104807				0
FxR2KamuExecutioner0203Dilie		10104808				0
FxR2KamuExecutioner03Sound		10104901				0
FxR3LuosaitaAtk01Sound		10105001				0
FxR3LuosaitaAtk02		10105002				0
FxR3LuosaitaAtk03		10105003				0
FxR3LuosaitaAtk04Sound		10105004				0
FxR3LuosaitaAtk05		10105005				0
FxR3LuosaitaAtk06Sound		10105006				0
FxR3LuosaitaAtk01Hit		10105007				0
FxR3LuosaitaAtk02Hit		10105008				0
FxR3LuosaitaAtk03Hit		10105009				0
FxR3LuosaitaAtk04Hit01		10105010				0
FxR3LuosaitaAtk05Hit		10105011				0
FxR3LuosaitaAtk0601Hit		10105012				0
FxR3LuosaitaAtk0602Hit		10105013				0
FxR3LuosaitaAtk02Dilie		10105014				0
FxR3LuosaitaAtk03Dilie01		10105015				0
FxR3LuosaitaAtk04Dilie		10105016				0
FxR3LuosaitaAtk05Dilie		10105017				0
FxR3LuosaitaAtk11		10105101				0
FxR3LuosaitaAtk11Dandao		10105102				0
FxR3LuosaitaAtk11Hit		10105103				0
FxR3LuosaitaAtk13		10105104				0
FxR3LuosaitaAtk13Dandao		10105105				0
FxR3LuosaitaAtk21		10105201				0
FxR3LuosaitaAtk21Hit		10105202				0
FxR3LuosaitaAtk31Sound		10105301				0
FxR3LuosaitaAtk33Sound		10105302				0
FxR3LuosaitaAtk3102Hit		10105303				0
FxR3LuosaitaAtk3101Hit		10105304				0
FxR3LuosaitaAtk40		10105401				0
FxR3LuosaitaAtk41		10105402				0
FxR3LuosaitaAtk42		10105403				0
FxR3LuosaitaAtk44Sound		10105404				0
FxR3LuosaitaAtk45Sound		10105405				0
FxR3LuosaitaAtk46Sound		10105406				0
FxR3LuosaitaQte		10105407				0
FxR3LuosaitaQteHit		10105408				0
FxR3LuosaitaBuff		10105409				0
FxR3LuosaitaAtk51		10105501				0
FxR3LuosaitaMove01		10105601				0
FxR3LuosaitaMove02		10105602				0
FxR3LuosaitaBorn		10105701				0
FxR3LuosaitaWin		10105702				0
FxR3LuosaitaAtk52Weapon1		10105801				0
FxR3LuosaitaAtk52Dilie		10105802				0
FxR3LuosaitaAtk53Weapon1		10105803				0
FxR3LuosaitaAtk53Dilie		10105804				0
FxR3LuosaitaAtk01Sound	R3LuosaitaMd019241	11105001				0
FxR3LuosaitaAtk02	R3LuosaitaMd019241	11105002				0
FxR3LuosaitaAtk03	R3LuosaitaMd019241	11105003				0
FxR3LuosaitaAtk04Sound	R3LuosaitaMd019241	11105004				0
FxR3LuosaitaAtk05	R3LuosaitaMd019241	11105005				0
FxR3LuosaitaAtk06Sound	R3LuosaitaMd019241	11105006				0
FxR3LuosaitaAtk01Hit	R3LuosaitaMd019241	11105007				0
FxR3LuosaitaAtk02Hit	R3LuosaitaMd019241	11105008				0
FxR3LuosaitaAtk03Hit	R3LuosaitaMd019241	11105009				0
FxR3LuosaitaAtk04Hit01	R3LuosaitaMd019241	11105010				0
FxR3LuosaitaAtk05Hit	R3LuosaitaMd019241	11105011				0
FxR3LuosaitaAtk0601Hit	R3LuosaitaMd019241	11105012				0
FxR3LuosaitaAtk0602Hit	R3LuosaitaMd019241	11105013				0
FxR3LuosaitaAtk02Dilie	R3LuosaitaMd019241	11105014				0
FxR3LuosaitaAtk03Dilie01	R3LuosaitaMd019241	11105015				0
FxR3LuosaitaAtk04Dilie	R3LuosaitaMd019241	11105016				0
FxR3LuosaitaAtk05Dilie	R3LuosaitaMd019241	11105017				0
FxR3LuosaitaAtk11	R3LuosaitaMd019241	11105101				0
FxR3LuosaitaAtk11Dandao	R3LuosaitaMd019241	11105102				0
FxR3LuosaitaAtk11Hit	R3LuosaitaMd019241	11105103				0
FxR3LuosaitaAtk13	R3LuosaitaMd019241	11105104				0
FxR3LuosaitaAtk13Dandao	R3LuosaitaMd019241	11105105				0
FxR3LuosaitaAtk21	R3LuosaitaMd019241	11105201				0
FxR3LuosaitaAtk21Hit	R3LuosaitaMd019241	11105202				0
FxR3LuosaitaAtk31Sound	R3LuosaitaMd019241	11105301				0
FxR3LuosaitaAtk33Sound	R3LuosaitaMd019241	11105302				0
FxR3LuosaitaAtk3101Hit	R3LuosaitaMd019241	11105303				0
FxR3LuosaitaAtk3102Hit	R3LuosaitaMd019241	11105304				0
FxR3LuosaitaAtk40	R3LuosaitaMd019241	11105401				0
FxR3LuosaitaAtk41	R3LuosaitaMd019241	11105402				0
FxR3LuosaitaAtk42	R3LuosaitaMd019241	11105403				0
FxR3LuosaitaAtk44Sound	R3LuosaitaMd019241	11105404				0
FxR3LuosaitaAtk45Sound	R3LuosaitaMd019241	11105405				0
FxR3LuosaitaAtk46Sound	R3LuosaitaMd019241	11105406				0
FxR3LuosaitaQte	R3LuosaitaMd019241	11105407				0
FxR3LuosaitaQteHit	R3LuosaitaMd019241	11105408				0
FxR3LuosaitaBone002mirroredB	R3LuosaitaMd019241					0
FxR3LuosaitaBuff	R3LuosaitaMd019241	11105409				0
FxR3LuosaitaAtk51	R3LuosaitaMd019241	11105501				0
FxR3LuosaitaMove01	R3LuosaitaMd019241	11105601				0
FxR3LuosaitaMove02	R3LuosaitaMd019241	11105602				0
FxR3LuosaitaBorn	R3LuosaitaMd019241	11105701				0
FxR3LuosaitaWin	R3LuosaitaMd019241	11105702				0
FxR2QuAtk01Sound		10106001				0
FxR2QuAtk02Sound		10106002				0
FxR2QuAtk03Sound		10106003				0
FxR2QuAtk04Sound		10106004				0
FxR2QuAtk05Sound		10106005				0
FxR2QuAtk10Sound		10106006				0
FxR2QuAtk0201Dilie		10106007				0
FxR2QuAtk0202Dilie		10106008				0
FxR2QuAtk03Dilie		10106009				0
FxR2QuAtk0401Dilie		10106010				0
FxR2QuAtk0402Dilie		10106011				0
FxR2QuAtk10Dilie		10106012				0
FxR2QuAtk0501Dandao		10106013				0
FxR2QuAtk0502Dandao		10106014				0
FxR2QuAtk01Hit		10106015				0
FxR2QuAtk0201Hit		10106016				0
FxR2QuAtk0202Hit		10106017				0
FxR2QuAtk03Hit		10106018				0
FxR2QuAtk0401Hit		10106019				0
FxR2QuAtk0402Hit		10106020				0
FxR2QuAtk0501Hit		10106021				0
FxR2QuAtk0502Hit		10106022				0
FxR2QuAtk0503Hit		10106023				0
FxR2QuAtk11		10106101				0
FxR2QuAtk13		10106102				0
FxR2QuAtk11Dilie		10106103				0
FxR2QuAtk13Dilie		10106104				0
FxR2QuAtk11Hit		10106105				0
FxR2QuAtk11Ex		10106106				0
FxR2QuAtk11ExHit		10106107				0
FxR2QuAtk21		10106201				0
FxR2QuAtk23		10106202				0
FxR2QuAtk23Hit01		10106203				0
FxR2QuAtk23Hit02		10106204				0
FxR2QuAtk21Ex		10106205				0
FxR2QuAtk21ExHit01		10106206				0
FxR2QuAtk21ExHit02		10106207				0
FxR2QuAtk21Remind		10106208				0
FxR2QuAtk31Sound		10106301				0
FxR2QuAtk33Sound		10106302				0
FxR2QuAtk31StandSound		10106303				0
FxR2QuAtk33StandSound		10106304				0
FxR2QuAtk3103		10106305				0
FxR2QuAtk3303		10106306				0
FxR2QuAtk3103Ex		10106307				0
FxR2QuAtk3301Hit		10106308				0
FxR2QuAtk3302Hit		10106309				0
FxR2QuAtk3303Hit		10106310				0
FxR2QuAtk3103ExHit		10106311				0
FxR2QuAtk3202		10106312				0
FxR2QuAtk32		10106313				0
FxR2QuAtk41Buff		10106401				0
FxR2QuAtkQte		10106402				0
FxR2QuAtkQteDandao01		10106403				0
FxR2QuAtkQteDandao02		10106404				0
FxR2QuAtkQteDandao01Hit		10106405				0
FxR2QuAtkQteDandao02Hit		10106406				0
FxR2QuflyAtk01		10106501				0
FxR2QuflyAtk01Dilie		10106502				0
FxR2QuflyAtk01DilieHit		10106503				0
FxR2QuflyAtk0301		10106504				0
FxR2QuflyAtk0302		10106505				0
FxR2QuflyAtk0302Hit		10106506				0
FxR2QuflyAtk02		10106507				0
FxR2QuflyAtk02Hit		10106508				0
FxR2QuflyAtk0401		10106509				0
FxR2QuflyAtk0402		10106510				0
FxR2QuflyAtk0401Hit		10106511				0
FxR2QuflyAtk0402Hit		10106512				0
FxR2QuAtk51		10106513				0
FxR2QuAtk52		10106514				0
FxR2QuAtkQteShanxian		10106515				0
FxR2QuAtk51Shanxian		10106515				0
FxR2QuAtkMove01		10106601				0
FxR2QuAtkMove02		10106602				0
FxR2QuBorn		10106701				0
FxR2QuWin		10106702				0
FxR2QuExecutioner01Sound		10106801				0
FxR2QuExecutioner01ExSound		10106802				0
FxR2QuExecutioner03Sound		10106803				0
FxR2QuAtk01Sound	R2QuMd019141	11106001				0
FxR2QuAtk02Sound	R2QuMd019141	11106002				0
FxR2QuAtk03Sound	R2QuMd019141	11106003				0
FxR2QuAtk04Sound	R2QuMd019141	11106004				0
FxR2QuAtk05Sound	R2QuMd019141	11106005				0
FxR2QuAtk10Sound	R2QuMd019141	11106006				0
FxR2QuAtk0201Dilie	R2QuMd019141	11106007				0
FxR2QuAtk0202Dilie	R2QuMd019141	11106008				0
FxR2QuAtk03Dilie	R2QuMd019141	11106009				0
FxR2QuAtk0401Dilie	R2QuMd019141	11106010				0
FxR2QuAtk0402Dilie	R2QuMd019141	11106011				0
FxR2QuAtk10Dilie	R2QuMd019141	11106012				0
FxR2QuAtk0501Dandao	R2QuMd019141	11106013				0
FxR2QuAtk0502Dandao	R2QuMd019141	11106014				0
FxR2QuAtk01Hit	R2QuMd019141	11106015				0
FxR2QuAtk0201Hit	R2QuMd019141	11106016				0
FxR2QuAtk0202Hit	R2QuMd019141	11106017				0
FxR2QuAtk03Hit	R2QuMd019141	11106018				0
FxR2QuAtk0401Hit	R2QuMd019141	11106019				0
FxR2QuAtk0402Hit	R2QuMd019141	11106020				0
FxR2QuAtk0501Hit	R2QuMd019141	11106021				0
FxR2QuAtk0502Hit	R2QuMd019141	11106022				0
FxR2QuAtk0503Hit	R2QuMd019141	11106023				0
FxR2QuAtk11	R2QuMd019141	11106101				0
FxR2QuAtk13	R2QuMd019141	11106102				0
FxR2QuAtk11Dilie	R2QuMd019141	11106103				0
FxR2QuAtk13Dilie	R2QuMd019141	11106104				0
FxR2QuAtk11Hit	R2QuMd019141	11106105				0
FxR2QuAtk11Ex	R2QuMd019141	11106106				0
FxR2QuAtk11ExHit	R2QuMd019141	11106107				0
FxR2QuAtk21	R2QuMd019141	11106201				0
FxR2QuAtk23	R2QuMd019141	11106202				0
FxR2QuAtk23Hit01	R2QuMd019141	11106203				0
FxR2QuAtk23Hit02	R2QuMd019141	11106204				0
FxR2QuAtk21Ex	R2QuMd019141	11106205				0
FxR2QuAtk21ExHit01	R2QuMd019141	11106206				0
FxR2QuAtk21ExHit02	R2QuMd019141	11106207				0
FxR2QuAtk21Remind	R2QuMd019141	11106208				0
FxR2QuAtk31Sound	R2QuMd019141	11106301				0
FxR2QuAtk33Sound	R2QuMd019141	11106302				0
FxR2QuAtk31StandSound	R2QuMd019141	11106303				0
FxR2QuAtk33StandSound	R2QuMd019141	11106304				0
FxR2QuAtk3103	R2QuMd019141	11106305				0
FxR2QuAtk3303	R2QuMd019141	11106306				0
FxR2QuAtk3103Ex	R2QuMd019141	11106307				0
FxR2QuAtk3301Hit	R2QuMd019141	11106308				0
FxR2QuAtk3302Hit	R2QuMd019141	11106309				0
FxR2QuAtk3303Hit	R2QuMd019141	11106310				0
FxR2QuAtk3103ExHit	R2QuMd019141	11106311				0
FxR2QuAtk3202	R2QuMd019141	11106312				0
FxR2QuAtk32	R2QuMd019141	11106313				0
FxR2QuAtk31Xuli	R2QuMd019141	11106314				0
FxR2QuAtk41Buff	R2QuMd019141	11106401				0
FxR2QuAtkQte	R2QuMd019141	11106402				0
FxR2QuAtkQteDandao01	R2QuMd019141	11106403				0
FxR2QuAtkQteDandao02	R2QuMd019141	11106404				0
FxR2QuAtkQteDandao01Hit	R2QuMd019141	11106405				0
FxR2QuAtkQteDandao02Hit	R2QuMd019141	11106406				0
FxR2QuAtkQteShanxian	R2QuMd019141	11106407				0
FxR2QuAtk51Shanxian	R2QuflyMd019141	11106407				0
FxR2QuflyAtk01	R2QuflyMd019141	11106501				0
FxR2QuflyAtk01Dilie	R2QuflyMd019141	11106502				0
FxR2QuflyAtk01DilieHit	R2QuflyMd019141	11106503				0
FxR2QuflyAtk0301	R2QuflyMd019141	11106504				0
FxR2QuflyAtk0302	R2QuflyMd019141	11106505				0
FxR2QuflyAtk0302Hit	R2QuflyMd019141	11106506				0
FxR2QuflyAtk02	R2QuflyMd019141	11106507				0
FxR2QuflyAtk02Hit	R2QuflyMd019141	11106508				0
FxR2QuflyAtk0401	R2QuflyMd019141	11106509				0
FxR2QuflyAtk0402	R2QuflyMd019141	11106510				0
FxR2QuflyAtk0401Hit	R2QuflyMd019141	11106511				0
FxR2QuflyAtk0402Hit	R2QuflyMd019141	11106512				0
FxR2QuAtk51	R2QuMd019141	11106513				0
FxR2QuAtk52	R2QuMd019141	11106514				0
FxR2QuAtkMove01	R2QuMd019141	11106601				0
FxR2QuAtkMove02	R2QuMd019141	11106602				0
FxR2QuBorn	R2QuMd019141	11106701				0
FxR2QuWin	R2QuMd019141	11106702				0
FxR2QuExecutioner01Sound	R2QuMd019141	11106801				0
FxR2QuExecutioner01ExSound	R2QuMd019141	11106802				0
FxR2QuExecutioner03Sound	R2QuMd019141	11106803				0
FxR2ChangyuAtk01		10107001				0
FxR2ChangyuAtk01Hit		10107002				0
FxR2ChangyuAtk02		10107003				0
FxR2ChangyuAtk02Hit01		10107004				0
FxR2ChangyuAtk02Hit02		10107005				0
FxR2ChangyuAtk03		10107006				0
FxR2ChangyuAtk03Hit01		10107007				0
FxR2ChangyuAtk04		10107008				0
FxR2ChangyuAtk04Hit01		10107009				0
FxR2ChangyuAtk05		10107010				0
FxR2ChangyuAtk05Hit01		10107011				0
FxR2ChangyuAtk05Hit02		10107012				0
FxR2ChangyuAtk05Hit03		10107013				0
FxR2ChangyuAtk05Hit04		10107014				0
FxR2ChangyuAtk06		10107015				0
FxR2ChangyuAtk06Hit01		10107016				0
FxR2ChangyuAtk06Hit02		10107017				0
FxR2ChangyuAtk06Dilie		10107018				0
FxR2ChangyuAtk01Ex		10107019				0
FxR2ChangyuAtk01ExHit		10107020				0
FxR2ChangyuAtk02ExWq02		10107021				0
FxR2ChangyuAtk02ExHit01		10107022				0
FxR2ChangyuAtk02ExHit02		10107023				0
FxR2ChangyuAtk03Ex		10107024				0
FxR2ChangyuAtk03ExHit01		10107025				0
FxR2ChangyuAtk04Wq02		10107026				0
FxR2ChangyuAtk04ExHit01		10107027				0
FxR2ChangyuAtk05ExWq02		10107028				0
FxR2ChangyuAtk05ExHit01		10107029				0
FxR2ChangyuAtk05ExHit02		10107030				0
FxR2ChangyuAtk05ExHit03		10107031				0
FxR2ChangyuAtk05ExHit04		10107032				0
FxR2ChangyuExAtk06		10107033				0
FxR2ChangyuExAtk06Dilie		10107034				0
FxR2ChangyuAtk06ExHit01		10107035				0
FxR2ChangyuAtk06ExHit02		10107036				0
FxR2ChangyuAtk13		10107101				0
FxR2ChangyuAtk11		10107102				0
FxR2ChangyuAtk11DilieDeath		10107103				0
FxR2ChangyuAtk12		10107104				0
FxR2ChangyuAtk12Dilie		10107105				0
FxR2ChangyuAtk21Start		10107201				0
FxR2ChangyuAtk21Loop		10107202				0
FxR2ChangyuAtk21End		10107203				0
FxR2ChangyuAtk23Start		10107204				0
FxR2ChangyuAtk23Loop		10107205				0
FxR2ChangyuAtk23End		10107206				0
FxR2ChangyuAtk31		10107301				0
FxR2ChangyuAtk31Dilie		10107302				0
FxR2ChangyuAtk32		10107303				0
FxR2ChangyuAtk32Dilie		10107304				0
FxR2ChangyuAtk46		10107401				0
FxR2ChangyuAtk46Dandao		10107402				0
FxR2ChangyuAtk46Hit		10107403				0
FxR2ChangyuAtkQte		10107404				0
FxR2ChangyuExAtk48		10107405				0
FxR2ChangyuExAtk48Hit		10107406				0
FxR2ChangyuExAtk49		10107407				0
FxR2ChangyuExAtk49Hit		10107408				0
FxR2ChangyuAtk51Wq02		10107501				0
FxR2ChangyuMove01		10107601				0
FxR2ChangyuMove02		10107602				0
FxR2ChangyuBorn		10107701				0
FxR2ChangyuWin		10107702				0
FxR3LunaAtk0101		10108001				0
FxR3LunaAtk02		10108002				0
FxR3LunaAtk03		10108003				0
FxR3LunaAtk08		10108003				0
FxR3LunaAtk0401		10108004				0
FxR3LunaAtk0402		10108005				0
FxR3LunaAtk05		10108006				0
FxR3LunaAtk06		10108007				0
FxR3LunaAtk01Hit		10108008				0
FxR3LunaAtk02shouji		10108009				0
FxR3LunaAtk03shouji		10108010				0
FxR3LunaAtk0401shouji		10108011				0
FxR3LunaAtk0402shouji		10108012				0
FxR3LunaAtk05shouji		10108013				0
FxR3LunaAtk06shouji		10108014				0
FxR3LunaAtk41Sound		10108015				0
FxR3LunaAtk42Sound		10108016				0
FxR3LunaAtk43Sound		10108017				0
FxR3LunaAtk44Sound		10108018				0
FxR3LunaAtk45Sound		10108019				0
FxR3LunaAtk46Sound		10108020				0
FxR3LunaAtk4101shouji		10108021				0
FxR3LunaAtk4203shouji		10108022				0
FxR3LunaAtk4301shouji		10108023				0
FxR3LunaAtk4302shouji		10108024				0
FxR3LunaAtk4303shouji		10108025				0
FxR3LunaAtk4304shouji		10108026				0
FxR3LunaAtk4402shouji		10108027				0
FxR3LunaAtk1501shouji		10108028				0
FxR3LunaAtk1502shouji		10108029				0
FxR3LunaAtk1503shouji1		10108030				0
FxR3LunaAtk1503shouji2		10108031				0
FxR3LunaAtk11		10108101				0
FxR3LunaAtk13		10108102				0
FxR3LunaAtk11shifa		10108103				0
FxR3LunaAtk1102		10108104				0
FxR3LunaAtk11shouji		10108105				0
FxR3LunaAtk21		10108201				0
FxR3LunaAtk23		10108202				0
FxR3LunaAttack21shifa		10108203				0
FxR3LunaAtk21shouji		10108204				0
FxR3LunaAtk3101		10108301				0
FxR3LunaAtk3102		10108302				0
FxR3LunaAtk3103		10108303				0
FxR3LunaAtk3104		10108304				0
FxR3LunaAtk3301		10108305				0
FxR3LunaAtk3302		10108306				0
FxR3LunaAtk3303		10108307				0
FxR3LunaAtk3304		10108308				0
FxR3LunaAtk1401		10108401				0
FxR3LunaAtk1403		10108402				0
FxR3LunaAtk15Sound		10108403				0
FxR3LunaAtk1504		10108404				0
FxR3LunaAtk1509		10108404				0
FxR3LunaAtk1510		10108404				0
FxR3LunaAtk1505		10108405				0
FxR3LunaAtk1506		10108406				0
FxR3LunaAtk1507		10108407				0
FxR3LunaAtk1508		10108408				0
FxR3LunaAtk40Sound		10108409				0
FxR3LunaEquiphit		10108410				0
FxR3LunaAtkQTESound		10108411				0
FxR3LunaAtkQTEshouji		10108412				0
FxR3LunaWuqiChuxianWeapons3		10108413				0
FxR3LunaAtk31WeaponsSound		10108414				0
FxR3LunaAtk51Sound		10108501				0
FxR3LunaMove01		10108601				0
FxR3LunaMove02		10108602				0
FxR3LunaBorn		10108701				0
FxR3LunaWin		10108702				0
FxR3LunaAtk0101	R3LunaMd019071	11108001				0
FxR3LunaAtk02	R3LunaMd019071	11108002				0
FxR3LunaAtk03	R3LunaMd019071	11108003				0
FxR3LunaAtk08	R3LunaMd019071	11108003				0
FxR3LunaAtk0401	R3LunaMd019071	11108004				0
FxR3LunaAtk0402	R3LunaMd019071	11108005				0
FxR3LunaAtk05	R3LunaMd019071	11108006				0
FxR3LunaAtk06	R3LunaMd019071	11108007				0
FxR3LunaAtk01Hit	R3LunaMd019071	11108008				0
FxR3LunaAtk02shouji	R3LunaMd019071	11108009				0
FxR3LunaAtk03shouji	R3LunaMd019071	11108010				0
FxR3LunaAtk0401shouji	R3LunaMd019071	11108011				0
FxR3LunaAtk0402shouji	R3LunaMd019071	11108012				0
FxR3LunaAtk05shouji	R3LunaMd019071	11108013				0
FxR3LunaAtk06shouji	R3LunaMd019071	11108014				0
FxR3LunaAtk41Sound	R3LunaMd019071	11108015				0
FxR3LunaAtk42Sound	R3LunaMd019071	11108016				0
FxR3LunaAtk43Sound	R3LunaMd019071	11108017				0
FxR3LunaAtk44Sound	R3LunaMd019071	11108018				0
FxR3LunaAtk45Sound	R3LunaMd019071	11108019				0
FxR3LunaAtk46Sound	R3LunaMd019071	11108020				0
FxR3LunaAtk4101shouji	R3LunaMd019071	11108021				0
FxR3LunaAtk4203shouji	R3LunaMd019071	11108022				0
FxR3LunaAtk4301shouji	R3LunaMd019071	11108023				0
FxR3LunaAtk4302shouji	R3LunaMd019071	11108024				0
FxR3LunaAtk4303shouji	R3LunaMd019071	11108025				0
FxR3LunaAtk4304shouji	R3LunaMd019071	11108026				0
FxR3LunaAtk4402shouji	R3LunaMd019071	11108027				0
FxR3LunaAtk1501shouji	R3LunaMd019071	11108028				0
FxR3LunaAtk1502shouji	R3LunaMd019071	11108029				0
FxR3LunaAtk1503shouji1	R3LunaMd019071	11108030				0
FxR3LunaAtk1503shouji2	R3LunaMd019071	11108031				0
FxR3LunaAtk11	R3LunaMd019071	11108101				0
FxR3LunaAtk13	R3LunaMd019071	11108102				0
FxR3LunaAtk11shifa	R3LunaMd019071	11108103				0
FxR3LunaAtk1102	R3LunaMd019071	11108104				0
FxR3LunaAtk11shouji	R3LunaMd019071	11108105				0
FxR3LunaAtk21	R3LunaMd019071	11108201				0
FxR3LunaAtk23	R3LunaMd019071	11108202				0
FxR3LunaAttack21shifa	R3LunaMd019071	11108203				0
FxR3LunaAtk21shouji	R3LunaMd019071	11108204				0
FxR3LunaAtk3101	R3LunaMd019071	11108301				0
FxR3LunaAtk3102	R3LunaMd019071	11108302				0
FxR3LunaAtk3103	R3LunaMd019071	11108303				0
FxR3LunaAtk3104	R3LunaMd019071	11108304				0
FxR3LunaAtk3301	R3LunaMd019071	11108305				0
FxR3LunaAtk3302	R3LunaMd019071	11108306				0
FxR3LunaAtk3303	R3LunaMd019071	11108307				0
FxR3LunaAtk3304	R3LunaMd019071	11108308				0
FxR3LunaAtk1401	R3LunaMd019071	11108401				0
FxR3LunaAtk1403	R3LunaMd019071	11108402				0
FxR3LunaAtk1504	R3LunaMd019071	11108403				0
