Id	Group	Direction	ClickType	PressFrame	TotalFrame
953	30031536	2	1	891	40
954	30031536	1	2	901	10
955	30031536	2	2	910	10
956	30031536	1	1	920	40
957	30031536	2	1	925	40
958	30031536	1	1	934	40
959	30031536	2	1	944	40
960	30031536	1	2	954	30
961	30031536	2	1	992	40
962	30031536	2	2	1002	58
963	30031536	1	1	1030	40
964	30031536	1	2	1040	18
965	30031536	2	1	1069	40
966	30031536	2	2	1078	10
967	30031536	2	2	1093	48
968	30031536	1	1	1107	40
969	30031536	1	2	1117	10
970	30031536	1	2	1131	10
971	30031536	3	1	1146	40
972	30031536	1	2	1155	10
973	30031536	1	2	1170	48
974	30031536	2	1	1184	40
975	30031536	2	2	1194	10
976	30031536	2	2	1208	10
977	30031536	3	1	1222	40
978	30031536	3	2	1232	10
979	30031536	3	2	1246	19
980	30031536	2	2	1270	10
981	30031536	1	2	1280	10
982	30031536	2	2	1290	10
983	30031536	1	2	1299	7
984	30031536	3	1	1309	40
985	30031536	3	1	1318	40
986	30031536	3	1	1328	40
987	30031536	2	1	1338	40
988	30031536	1	1	1347	40
989	30031536	2	1	1357	40
990	30031536	1	1	1366	40
991	30031536	2	1	1376	40
992	30031536	3	1	1386	40
993	30031536	3	1	1395	40
994	30031536	3	1	1405	40
995	30031536	1	1	1414	40
996	30031536	2	1	1424	40
997	30031536	1	1	1434	40
998	30031536	2	1	1443	40
999	30031536	1	1	1453	40
1000	30031536	2	2	1462	10
1001	30031536	1	2	1472	10
1002	30031536	2	2	1482	10
1003	30031536	1	1	1491	40
1004	30031536	2	1	1501	40
1005	30031536	1	1	1510	40
1006	30031536	2	1	1520	40
1007	30031536	1	1	1530	40
1008	30031536	1	2	1539	10
1009	30031536	2	2	1549	10
1010	30031536	1	2	1558	10
1011	30031536	2	1	1568	40
1012	30031536	1	2	1573	10
1013	30031536	2	1	1582	40
1014	30031536	1	2	1587	18
1015	30031536	3	1	1616	40
1016	30031536	3	1	1626	40
1017	30031536	3	1	1635	40
1018	30031536	1	1	1645	40
1019	30031536	2	1	1654	40
1020	30031536	1	1	1664	40
1021	30031536	2	1	1674	40
1022	30031536	1	1	1683	40
1023	30031536	3	1	1693	40
1024	30031536	3	1	1702	40
1025	30031536	3	1	1712	40
1026	30031536	2	1	1722	40
1027	30031536	1	1	1731	40
1028	30031536	2	1	1741	40
1029	30031536	1	1	1750	40
1030	30031536	2	1	1760	40
1031	30031536	3	2	1770	24
1032	30031536	1	1	1798	40
1033	30031536	2	2	1803	10
1034	30031536	1	2	1813	10
1035	30031536	2	1	1822	40
1036	30031536	1	2	1827	10
1037	30031536	2	1	1837	40
1038	30031536	1	2	1842	53
1039	30031536	2	1	1856	40
1040	30031536	2	1	1866	40
1041	30031536	2	1	1875	40
1042	30031536	2	1	1885	40
1043	30031536	2	1	1894	40
1044	30031536	3	2	1904	14
1045	30031536	1	2	1923	34
1046	30031536	2	1	1933	40
1047	30031536	2	1	1942	40
1048	30031536	2	1	1952	40
1049	30031536	2	1	1957	40
1050	30031536	3	1	1962	40
1051	30031536	3	1	1976	40
1052	30031536	1	1	1986	40
1053	30031536	1	1	1990	40
1054	30031536	2	2	2000	34
1055	30031536	1	1	2010	40
1056	30031536	1	1	2019	40
1057	30031536	1	1	2029	40
1058	30031536	1	1	2034	40
1059	30031536	3	1	2038	40
1060	30031536	3	1	2053	40
1061	30031536	2	1	2062	40
1062	30031536	2	1	2067	40
1063	30031536	1	2	2077	34
1064	30031536	2	1	2086	40
1065	30031536	2	1	2096	40
1066	30031536	2	1	2106	40
1067	30031536	2	1	2110	40
1068	30031536	3	1	2115	40
1069	30031536	3	1	2130	40
1070	30031536	1	1	2139	40
1071	30031536	1	1	2144	40
1072	30031536	3	1	2154	40
1073	30031536	3	1	2163	40
1074	30031536	3	1	2173	40
1075	30031536	3	1	2182	40
1076	30031536	3	1	2192	40
1077	30031536	3	1	2206	40
1078	30031536	2	1	2216	40
1079	30031536	2	1	2221	40
1080	30031536	2	2	2230	58
1081	30031536	1	1	2250	40
1082	30031536	1	1	2259	40
1083	30031536	1	1	2269	40
1084	30031536	1	1	2278	40
1085	30031536	1	1	2288	40
1086	30031536	2	1	2298	40
1087	30031536	2	2	2307	10
1088	30031536	2	2	2322	43
1089	30031536	1	1	2336	40
1090	30031536	1	1	2346	40
1091	30031536	1	1	2355	40
1092	30031536	1	1	2365	40
1093	30031536	2	1	2374	40
1094	30031536	2	2	2384	10
1095	30031536	2	2	2398	43
1096	30031536	1	1	2413	40
1097	30031536	1	1	2422	40
1098	30031536	1	1	2432	40
1099	30031536	1	1	2442	40
1100	30031536	3	1	2451	40
1101	30031536	3	2	2461	28
1102	30031536	3	1	2494	40
1103	30031536	3	1	2504	40
1104	30031536	3	2	2514	11
1105	30031536	3	1	2528	40
1106	30031536	3	1	2538	40
1107	30031536	3	1	2547	40
1108	30031536	3	1	2557	40
1109	30031536	2	1	2566	40
1110	30031536	1	1	2576	40
1111	30031536	2	1	2586	40
1112	30031536	1	1	2595	40
1113	30031536	2	1	2605	40
1114	30031536	3	1	2614	40
1115	30031536	3	1	2624	40
1116	30031536	3	1	2634	40
1117	30031536	1	1	2643	40
1118	30031536	2	1	2653	40
1119	30031536	1	1	2662	40
1120	30031536	2	1	2672	40
1121	30031536	1	1	2682	40
1122	30031536	2	2	2691	10
1123	30031536	1	2	2701	10
1124	30031536	2	2	2710	10
1125	30031536	1	1	2720	40
1126	30031536	2	1	2730	40
1127	30031536	1	1	2739	40
1128	30031536	2	1	2749	40
1129	30031536	1	1	2758	40
1130	30031536	1	2	2768	10
1131	30031536	2	2	2778	10
1132	30031536	1	2	2787	10
1133	30031536	2	1	2797	40
1134	30031536	1	2	2802	10
1135	30031536	2	1	2811	40
1136	30031536	1	2	2816	19
1137	30031536	3	1	2845	40
1138	30031536	3	1	2854	40
1139	30031536	3	1	2864	40
1140	30031536	1	1	2874	40
1141	30031536	2	1	2883	40
1142	30031536	1	1	2893	40
1143	30031536	2	1	2902	40
1144	30031536	1	1	2912	40
1145	30031536	3	1	2922	40
1146	30031536	3	1	2931	40
1147	30031536	3	1	2941	40
1148	30031536	2	1	2950	40
1149	30031536	1	1	2960	40
1150	30031536	2	1	2970	40
1151	30031536	1	1	2979	40
1152	30031536	2	1	2989	40
1153	30031536	3	2	2998	24
1154	30031536	1	1	3027	40
1155	30031536	2	2	3032	10
1156	30031536	1	2	3042	10
1157	30031536	2	1	3051	40
1158	30031536	1	2	3056	10
1159	30031536	2	1	3066	40
1160	30031536	1	2	3070	53
1161	30031536	2	1	3085	40
1162	30031536	2	1	3094	40
1163	30031536	2	1	3104	40
1164	30031536	2	1	3114	40
1165	30031536	2	1	3123	40
1166	30031536	3	2	3133	10
1167	30031536	3	2	3147	38
1168	30031537	1	1	71	40
1169	30031537	2	1	78	40
1170	30031537	1	1	89	40
1171	30031537	2	1	95	40
1172	30031537	1	1	108	40
1173	30031537	2	1	114	40
1174	30031537	1	1	120	40
1175	30031537	3	2	126	33
1176	30031537	3	1	163	40
1177	30031537	1	1	184	40
1178	30031537	2	1	194	40
1179	30031537	3	1	204	40
1180	30031537	3	1	243	40
1181	30031537	1	1	263	40
1182	30031537	2	1	270	40
1183	30031537	3	1	278	40
1184	30031537	2	2	321	36
1185	30031537	1	2	361	36
1186	30031537	2	2	401	38
1187	30031537	1	2	443	35
1188	30031537	3	1	481	40
1189	30031537	3	1	488	40
1190	30031537	3	2	495	21
1191	30031537	3	1	520	40
1192	30031537	3	1	526	40
1193	30031537	3	2	535	21
1194	30031537	3	1	560	40
1195	30031537	3	1	566	40
1196	30031537	3	2	574	21
1197	30031537	3	1	600	40
1198	30031537	3	1	606	40
1199	30031537	3	2	614	21
1200	30031537	1	1	640	40
1201	30031537	2	1	649	40
1202	30031537	1	1	659	40
1203	30031537	2	1	668	40
1204	30031537	3	2	679	40
1205	30031537	3	1	758	40
1206	30031537	3	1	765	40
1207	30031537	3	1	773	40
1208	30031537	3	2	798	36
1209	30031537	3	1	838	40
1210	30031537	3	1	844	40
1211	30031537	3	1	850	40
1212	30031537	1	1	866	40
1213	30031537	3	1	876	40
1214	30031537	3	1	884	40
1215	30031537	3	1	891	40
1216	30031537	3	1	915	40
1217	30031537	3	1	923	40
1218	30031537	3	1	930	40
1219	30031537	3	1	955	40
1220	30031537	3	1	963	40
1221	30031537	3	1	970	40
1222	30031537	3	1	995	40
1223	30031537	3	1	1003	40
1224	30031537	3	1	1010	40
1225	30031537	2	2	1035	29
1226	30031537	3	1	1075	40
1227	30031537	2	2	1083	6
1228	30031537	3	1	1095	40
1229	30031537	2	2	1104	8
1230	30031537	1	2	1115	18
1231	30031537	2	2	1135	18
1232	30031537	1	2	1155	18
1233	30031537	2	2	1175	18
1234	30031537	1	2	1195	18
1235	30031537	2	2	1215	18
1236	30031537	1	2	1235	18
1237	30031537	3	2	1274	31
1238	30031537	3	2	1314	19
1239	30031537	3	2	1354	35
1240	30031537	3	2	1394	33
1241	30031537	3	2	1433	30
1242	30031537	3	1	1473	40
1243	30031537	3	2	1511	35
1244	30031537	3	2	1551	30
1245	30031537	3	1	1591	40
1246	30031537	3	1	1631	40
1247	30031537	3	1	1638	40
1248	30031537	3	1	1644	40
1249	30031537	1	2	1671	18
1250	30031537	2	2	1690	18
1251	30031537	3	1	1710	40
1252	30031537	3	1	1716	40
1253	30031537	3	1	1723	40
1254	30031537	3	1	1739	40
1255	30031537	1	2	1750	28
1256	30031537	2	2	1780	8
1257	30031537	1	2	1790	25
1258	30031537	1	2	1829	33
1259	30031537	2	2	1870	28
1260	30031537	1	2	1899	38
1261	30031537	2	1	1909	40
1262	30031537	2	2	1948	19
1263	30031537	1	2	1970	19
1264	30031537	3	2	2006	30
1265	30031537	3	1	2048	40
1266	30031537	3	1	2054	40
1267	30031537	3	1	2060	40
1268	30031537	3	1	2086	40
1269	30031537	3	1	2126	40
1270	30031537	3	1	2133	40
1271	30031537	3	1	2139	40
1272	30031537	3	2	2155	10
1273	30031538	1	1	72	40
1274	30031538	2	1	78	40
1275	30031538	1	1	88	40
1276	30031538	2	1	95	40
1277	30031538	1	1	105	40
1278	30031538	2	1	114	40
1279	30031538	1	1	120	40
1280	30031538	3	2	127	31
1281	30031538	3	1	162	40
1282	30031538	1	1	182	40
1283	30031538	2	1	193	40
1284	30031538	3	1	203	40
1285	30031538	3	1	242	40
1286	30031538	1	1	263	40
1287	30031538	3	1	273	40
1288	30031538	1	1	292	40
1289	30031538	2	1	295	40
1290	30031538	3	1	312	40
1291	30031538	2	2	322	33
1292	30031538	1	2	362	30
1293	30031538	2	1	392	40
1294	30031538	2	2	400	38
1295	30031538	1	2	439	35
1296	30031538	2	1	450	40
1297	30031538	2	1	454	40
1298	30031538	2	1	470	40
1299	30031538	2	1	474	40
1300	30031538	3	1	480	40
1301	30031538	3	1	488	40
1302	30031538	1	1	495	40
1303	30031538	2	2	495	20
1304	30031538	3	1	520	40
1305	30031538	3	1	528	40
1306	30031538	1	2	535	20
1307	30031538	2	1	535	40
1308	30031538	3	1	559	40
1309	30031538	3	1	567	40
1310	30031538	1	1	574	40
1311	30031538	2	2	574	20
1312	30031538	3	1	599	40
1313	30031538	3	1	607	40
1314	30031538	2	1	614	40
1315	30031538	1	2	614	20
1316	30031538	2	1	629	40
1317	30031538	2	2	638	9
1318	30031538	1	2	648	9
1319	30031538	2	2	658	8
1320	30031538	1	2	667	8
1321	30031538	3	2	677	35
1322	30031538	3	1	717	40
1323	30031538	3	1	757	40
1324	30031538	3	1	764	40
1325	30031538	3	1	772	40
1326	30031538	1	1	797	40
1327	30031538	2	2	797	20
1328	30031538	1	2	812	13
1329	30031538	2	1	827	40
1330	30031538	1	1	832	40
1331	30031538	3	1	837	40
1332	30031538	3	1	843	40
1333	30031538	3	1	849	40
1334	30031538	1	1	865	40
1335	30031538	3	1	877	40
1336	30031538	3	1	883	40
1337	30031538	3	1	889	40
1338	30031538	3	1	900	40
1339	30031538	3	1	905	40
1340	30031538	3	1	915	40
1341	30031538	3	1	922	40
1342	30031538	3	1	928	40
1343	30031538	3	1	939	40
1344	30031538	3	1	944	40
1345	30031538	3	1	954	40
1346	30031538	3	1	962	40
1347	30031538	3	1	969	40
1348	30031538	3	1	979	40
1349	30031538	3	1	984	40
1350	30031538	3	1	994	40
1351	30031538	3	1	1002	40
1352	30031538	3	1	1009	40
1353	30031538	3	1	1019	40
1354	30031538	3	1	1024	40
1355	30031538	1	1	1034	40
1356	30031538	2	2	1034	6
1357	30031538	1	2	1042	6
1358	30031538	2	2	1049	14
1359	30031538	1	1	1064	40
1360	30031538	3	1	1074	40
1361	30031538	2	2	1082	6
1362	30031538	1	1	1082	40
1363	30031538	1	1	1089	40
1364	30031538	3	1	1094	40
1365	30031538	2	2	1103	6
1366	30031538	1	1	1110	40
1367	30031538	2	2	1114	8
1368	30031538	1	2	1124	8
1369	30031538	2	2	1134	8
1370	30031538	1	2	1144	8
1371	30031538	2	2	1154	8
1372	30031538	1	2	1164	8
1373	30031538	2	2	1174	8
1374	30031538	1	2	1184	8
1375	30031538	2	2	1194	8
1376	30031538	1	2	1204	8
1377	30031538	2	2	1214	8
1378	30031538	1	2	1224	4
1379	30031538	3	1	1234	40
1380	30031538	3	1	1240	40
1381	30031538	3	1	1247	40
1382	30031538	3	2	1273	33
1383	30031538	3	2	1312	35
1384	30031538	3	2	1352	33
1385	30031538	3	2	1392	34
1386	30031538	3	2	1432	34
1387	30031538	3	1	1472	40
1388	30031538	3	2	1510	36
1389	30031538	3	2	1552	30
1390	30031538	3	1	1590	40
1391	30031538	3	1	1630	40
1392	30031538	3	1	1637	40
1393	30031538	3	1	1643	40
1394	30031538	2	1	1660	40
1395	30031538	1	1	1664	40
1396	30031538	1	2	1670	15
1397	30031538	2	2	1689	15
1398	30031538	3	1	1709	40
1399	30031538	3	1	1715	40
1400	30031538	3	1	1722	40
1401	30031538	3	1	1739	40
1402	30031538	2	1	1749	40
1403	30031538	1	2	1749	29
1404	30031538	2	2	1779	9
1405	30031538	1	2	1789	23
1406	30031538	2	1	1797	40
1407	30031538	2	1	1803	40
1408	30031538	1	2	1829	31
1409	30031538	1	1	1868	40
1410	30031538	2	2	1868	28
1411	30031538	1	1	1874	40
1412	30031538	1	1	1880	40
1413	30031538	1	2	1898	38
1414	30031538	2	1	1908	40
1415	30031538	1	2	1947	19
1416	30031538	2	2	1969	23
1417	30031538	1	1	1985	40
1418	30031538	3	2	2005	31
1419	30031538	3	1	2045	40
1420	30031538	3	1	2052	40
1421	30031538	3	1	2058	40
1422	30031538	3	1	2084	40
1423	30031538	3	1	2125	40
1424	30031538	3	1	2132	40
1425	30031538	3	1	2138	40
1426	30031538	3	2	2155	8
1427	30031538	3	1	2165	40
1428	30031539	1	1	80	40
1429	30031539	1	1	90	40
1430	30031539	1	1	100	40
1431	30031539	1	1	110	40
1432	30031539	1	1	120	40
1433	30031539	1	2	130	40
1434	30031539	1	2	180	40
1435	30031539	1	2	230	40
1436	30031539	1	2	280	40
1437	30031539	1	2	330	40
1438	30031539	2	1	380	40
1439	30031539	2	1	390	40
1440	30031539	2	1	400	40
1441	30031539	2	1	410	40
1442	30031539	2	1	420	40
1443	30031539	2	2	430	40
1444	30031539	2	2	480	40
1445	30031539	2	2	530	40
1446	30031539	2	2	580	40
1447	30031539	2	2	630	40
1448	30031539	3	1	680	40
1449	30031539	3	1	690	40
1450	30031539	3	1	700	40
1451	30031539	3	1	710	40
1452	30031539	3	1	720	40
1453	30031539	3	2	730	100
1454	30031539	3	2	840	140
1455	30031539	3	2	1000	220
1456	30031539	3	2	1230	90
1457	30031539	3	2	1330	90
1458	30031539	1	1	1430	40
1459	30031539	2	2	1440	200
1460	30031539	1	2	1650	200
1461	30031539	2	1	1860	40
1462	30031539	1	1	1870	40
1463	30031539	2	2	1880	200
1464	30031539	1	2	2090	200
1465	30031539	2	1	2300	40
1466	30031540	1	1	81	40
1467	30031540	1	1	92	40
1468	30031541	1	1	81	40
1469	30031541	1	1	92	40
1470	30031542	1	1	81	40
1471	30031542	1	1	92	40
1472	30031543	1	1	103	40
1473	30031543	2	1	155	40
1474	30031543	1	1	207	40
1475	30031543	2	1	259	40
1476	30031543	1	1	311	40
1477	30031543	2	1	363	40
1478	30031543	3	2	416	104
1479	30031543	2	1	533	40
1480	30031543	1	1	546	40
1481	30031543	2	1	559	40
1482	30031543	3	1	572	40
1483	30031543	1	1	585	40
1484	30031543	2	1	598	40
1485	30031543	1	1	611	40
1486	30031543	3	1	624	40
1487	30031543	2	1	637	40
1488	30031543	1	1	650	40
1489	30031543	2	1	663	40
1490	30031543	3	1	677	40
1491	30031543	1	1	690	40
1492	30031543	2	1	703	40
1493	30031543	1	1	716	40
1494	30031543	3	1	729	40
1495	30031543	3	2	742	33
1496	30031543	3	1	781	40
1497	30031543	3	2	794	33
1498	30031543	3	1	833	40
1499	30031543	3	2	846	33
1500	30031543	3	1	885	40
1501	30031543	3	1	898	40
1502	30031543	3	1	911	40
1503	30031543	3	1	924	40
1504	30031543	3	1	937	40
1505	30031543	1	1	950	40
1506	30031543	1	1	963	40
1507	30031543	1	1	977	40
1508	30031543	3	1	990	40
1509	30031543	2	1	1003	40
1510	30031543	2	1	1016	40
1511	30031543	2	1	1029	40
1512	30031543	3	1	1042	40
1513	30031543	2	1	1055	40
1514	30031543	2	1	1068	40
1515	30031543	2	1	1081	40
1516	30031543	3	1	1094	40
1517	30031543	1	1	1107	40
1518	30031543	1	1	1120	40
1519	30031543	1	1	1133	40
1520	30031543	3	1	1146	40
1521	30031543	2	1	1159	40
1522	30031543	1	1	1166	40
1523	30031543	2	1	1185	40
1524	30031543	1	1	1192	40
1525	30031543	3	1	1198	40
1526	30031543	1	1	1211	40
1527	30031543	2	1	1218	40
1528	30031543	1	1	1237	40
1529	30031543	2	1	1244	40
1530	30031543	3	1	1250	40
1531	30031543	3	1	1263	40
1532	30031543	3	1	1277	40
1533	30031543	3	1	1290	40
1534	30031543	3	2	1303	39
1535	30031543	2	2	1355	20
1536	30031543	1	2	1381	26
1537	30031543	1	1	1420	40
1538	30031543	1	1	1433	40
1539	30031543	2	2	1459	20
1540	30031543	1	2	1485	26
1541	30031543	2	1	1524	40
1542	30031543	2	1	1537	40
1543	30031543	1	2	1563	20
1544	30031543	2	2	1590	20
1545	30031543	1	2	1616	20
1546	30031543	2	2	1642	20
1547	30031543	3	1	1668	40
1548	30031543	3	1	1681	40
1549	30031543	3	1	1694	40
1550	30031543	3	1	1707	40
1551	30031543	3	2	1720	39
1552	30031543	1	2	1772	20
1553	30031543	2	2	1798	26
1554	30031543	2	1	1837	40
1555	30031543	2	1	1850	40
1556	30031543	1	2	1877	20
1557	30031543	2	2	1903	26
1558	30031543	1	1	1942	40
1559	30031543	1	1	1955	40
1560	30031543	2	2	1981	20
1561	30031543	1	2	2007	20
1562	30031543	2	2	2033	20
1563	30031543	1	2	2059	20
1564	30031543	3	1	2085	40
1565	30031543	3	1	2098	40
1566	30031543	3	1	2111	40
1567	30031543	3	1	2124	40
1568	30031543	3	2	2137	52
1569	30031543	2	2	2294	13
1570	30031543	1	2	2320	13
1571	30031543	2	2	2346	13
1572	30031543	1	2	2372	13
1573	30031543	2	2	2398	13
1574	30031543	1	2	2424	13
1575	30031543	2	1	2450	40
1576	30031543	1	1	2463	40
1577	30031543	2	1	2477	40
1578	30031543	1	1	2490	40
1579	30031543	1	2	2503	13
1580	30031543	2	2	2529	13
1581	30031543	1	2	2555	13
1582	30031543	2	2	2581	13
1583	30031543	1	2	2607	13
1584	30031543	2	2	2633	13
1585	30031543	1	1	2659	40
1586	30031543	2	1	2672	40
1587	30031543	1	1	2685	40
1588	30031543	2	1	2698	40
1589	30031543	1	1	2711	40
1590	30031543	2	1	2724	40
1591	30031543	1	1	2737	40
1592	30031543	2	1	2750	40
1593	30031543	3	1	2763	40
1594	30031544	3	1	103	40
1595	30031544	2	1	116	40
1596	30031544	1	1	129	40
1597	30031544	2	1	142	40
1598	30031544	3	1	155	40
1599	30031544	1	1	168	40
1600	30031544	2	1	181	40
1601	30031544	1	1	194	40
1602	30031544	1	2	207	47
1603	30031544	2	1	220	40
1604	30031544	2	1	233	40
1605	30031544	2	1	246	40
1606	30031544	2	2	259	47
1607	30031544	1	1	272	40
1608	30031544	1	1	285	40
1609	30031544	1	1	298	40
1610	30031544	1	2	311	47
1611	30031544	2	1	324	40
1612	30031544	2	1	337	40
1613	30031544	2	1	350	40
1614	30031544	2	2	363	47
1615	30031544	1	1	377	40
1616	30031544	1	1	390	40
1617	30031544	1	1	403	40
1618	30031544	3	2	416	46
1619	30031544	2	1	468	40
1620	30031544	1	1	481	40
1621	30031544	2	1	494	40
1622	30031544	1	1	500	40
1623	30031544	2	1	507	40
1624	30031544	1	1	513	40
1625	30031544	3	1	520	40
1626	30031544	2	1	533	40
1627	30031544	1	1	540	40
1628	30031544	2	1	546	40
1629	30031544	1	1	553	40
1630	30031544	2	1	559	40
1631	30031544	1	1	566	40
1632	30031544	1	2	572	46
1633	30031544	2	1	598	40
1634	30031544	2	1	605	40
1635	30031544	2	1	611	40
1636	30031544	2	1	618	40
1637	30031544	3	1	624	40
1638	30031544	2	1	631	40
1639	30031544	1	1	637	40
1640	30031544	2	1	644	40
1641	30031544	1	1	650	40
1642	30031544	2	1	657	40
1643	30031544	1	1	663	40
1644	30031544	2	1	670	40
1645	30031544	2	2	677	20
1646	30031544	1	1	703	40
1647	30031544	2	1	709	40
1648	30031544	1	1	716	40
1649	30031544	2	1	722	40
1650	30031544	3	2	729	7
1651	30031544	3	2	742	33
1652	30031544	3	2	781	7
1653	30031544	3	2	794	33
1654	30031544	3	2	833	7
1655	30031544	3	2	846	33
1656	30031544	3	1	885	40
1657	30031544	1	1	892	40
1658	30031544	2	1	898	40
1659	30031544	1	1	905	40
1660	30031544	2	1	911	40
1661	30031544	1	1	918	40
1662	30031544	2	1	924	40
1663	30031544	1	1	931	40
1664	30031544	3	1	937	40
1665	30031544	3	1	944	40
1666	30031544	2	1	950	40
1667	30031544	1	1	957	40
1668	30031544	2	1	963	40
1669	30031544	1	1	970	40
1670	30031544	2	1	977	40
1671	30031544	1	1	983	40
1672	30031544	3	1	990	40
1673	30031544	3	1	996	40
1674	30031544	1	2	1003	33
1675	30031544	2	1	1016	40
1676	30031544	2	1	1029	40
1677	30031544	3	1	1042	40
1678	30031544	3	1	1048	40
1679	30031544	1	1	1055	40
1680	30031544	2	1	1061	40
1681	30031544	1	1	1068	40
1682	30031544	2	1	1074	40
1683	30031544	1	1	1081	40
1684	30031544	2	1	1087	40
1685	30031544	3	1	1094	40
1686	30031544	3	1	1100	40
1687	30031544	2	2	1107	33
1688	30031544	1	1	1120	40
1689	30031544	1	1	1133	40
1690	30031544	3	1	1146	40
1691	30031544	3	1	1153	40
1692	30031544	2	1	1159	40
1693	30031544	1	1	1166	40
1694	30031544	2	1	1172	40
1695	30031544	1	1	1179	40
1696	30031544	2	1	1185	40
1697	30031544	1	1	1192	40
1698	30031544	3	1	1198	40
1699	30031544	3	1	1205	40
1700	30031544	1	1	1211	40
1701	30031544	2	1	1218	40
1702	30031544	1	1	1224	40
1703	30031544	2	1	1231	40
1704	30031544	1	1	1237	40
1705	30031544	2	1	1244	40
1706	30031544	3	1	1250	40
1707	30031544	3	1	1263	40
1708	30031544	3	1	1277	40
1709	30031544	3	1	1290	40
1710	30031544	3	2	1303	39
1711	30031544	1	2	1355	52
1712	30031544	2	1	1361	40
1713	30031544	2	1	1368	40
1714	30031544	2	1	1374	40
1715	30031544	2	1	1387	40
1716	30031544	2	1	1394	40
1717	30031544	2	1	1400	40
1718	30031544	2	1	1413	40
1719	30031544	1	1	1420	40
1720	30031544	2	1	1427	40
1721	30031544	1	1	1433	40
1722	30031544	2	1	1440	40
1723	30031544	1	1	1446	40
1724	30031544	2	1	1453	40
1725	30031544	2	2	1459	52
1726	30031544	1	1	1466	40
1727	30031544	1	1	1472	40
1728	30031544	1	1	1479	40
1729	30031544	1	1	1492	40
1730	30031544	1	1	1498	40
1731	30031544	1	1	1505	40
1732	30031544	1	1	1518	40
1733	30031544	2	1	1524	40
1734	30031544	1	1	1531	40
1735	30031544	2	1	1537	40
1736	30031544	1	1	1544	40
1737	30031544	2	1	1550	40
1738	30031544	1	1	1557	40
1739	30031544	1	2	1563	46
1740	30031544	2	1	1570	40
1741	30031544	2	1	1577	40
1742	30031544	2	1	1583	40
1743	30031544	2	1	1596	40
1744	30031544	2	1	1603	40
1745	30031544	2	1	1609	40
1746	30031544	2	2	1616	46
1747	30031544	1	1	1622	40
1748	30031544	1	1	1629	40
1749	30031544	1	1	1635	40
1750	30031544	1	1	1648	40
1751	30031544	1	1	1655	40
1752	30031544	1	1	1661	40
1753	30031544	3	1	1668	40
1754	30031544	3	1	1681	40
1755	30031544	3	1	1694	40
1756	30031544	3	1	1707	40
1757	30031544	3	2	1720	46
1758	30031544	2	2	1772	52
1759	30031544	1	1	1779	40
1760	30031544	1	1	1785	40
1761	30031544	1	1	1792	40
1762	30031544	1	1	1805	40
1763	30031544	1	1	1811	40
1764	30031544	1	1	1818	40
1765	30031544	1	1	1831	40
1766	30031544	2	1	1837	40
1767	30031544	1	1	1844	40
1768	30031544	2	1	1850	40
1769	30031544	1	1	1857	40
1770	30031544	2	1	1863	40
1771	30031544	1	1	1870	40
1772	30031544	1	2	1877	52
1773	30031544	2	1	1883	40
1774	30031544	2	1	1890	40
1775	30031544	2	1	1896	40
1776	30031544	2	1	1909	40
1777	30031544	2	1	1916	40
1778	30031544	2	1	1922	40
1779	30031544	2	1	1935	40
1780	30031544	1	1	1942	40
1781	30031544	2	1	1948	40
1782	30031544	1	1	1955	40
1783	30031544	2	1	1961	40
1784	30031544	1	1	1968	40
1785	30031544	2	1	1974	40
1786	30031544	2	2	1981	46
1787	30031544	1	1	1987	40
1788	30031544	1	1	1994	40
1789	30031544	1	1	2000	40
1790	30031544	1	1	2013	40
1791	30031544	1	1	2020	40
1792	30031544	1	1	2027	40
1793	30031544	1	2	2033	46
1794	30031544	2	1	2040	40
1795	30031544	2	1	2046	40
1796	30031544	2	1	2053	40
1797	30031544	2	1	2066	40
1798	30031544	2	1	2072	40
1799	30031544	2	1	2079	40
1800	30031544	3	1	2085	40
1801	30031544	3	1	2098	40
1802	30031544	3	1	2111	40
1803	30031544	3	1	2124	40
1804	30031544	3	2	2137	52
1805	30031544	2	2	2294	26
1806	30031544	1	2	2320	13
1807	30031544	2	2	2333	13
1808	30031544	1	2	2346	26
1809	30031544	2	2	2372	26
1810	30031544	1	2	2398	26
1811	30031544	2	2	2424	13
1812	30031544	1	2	2437	13
1813	30031544	2	1	2450	40
1814	30031544	1	1	2457	40
1815	30031544	2	1	2463	40
1816	30031544	1	1	2470	40
1817	30031544	2	1	2477	40
1818	30031544	1	1	2483	40
1819	30031544	2	1	2490	40
1820	30031544	1	1	2496	40
1821	30031544	1	2	2503	26
1822	30031544	2	2	2529	13
1823	30031544	1	2	2542	13
1824	30031544	2	2	2555	26
1825	30031544	1	2	2581	26
1826	30031544	2	2	2607	26
1827	30031544	1	2	2633	13
1828	30031544	2	2	2646	13
1829	30031544	1	1	2659	40
1830	30031544	2	1	2666	40
1831	30031544	1	1	2672	40
1832	30031544	2	1	2679	40
1833	30031544	1	1	2685	40
1834	30031544	2	1	2692	40
1835	30031544	1	1	2698	40
1836	30031544	2	1	2705	40
1837	30031544	1	1	2711	40
1838	30031544	2	1	2718	40
1839	30031544	1	1	2724	40
1840	30031544	2	1	2731	40
1841	30031544	1	1	2737	40
1842	30031544	2	1	2744	40
1843	30031544	1	1	2750	40
1844	30031544	2	1	2757	40
1845	30031544	1	2	2763	85
1846	30031545	1	1	81	40
