Id	CharacterId	Type	UnlockType	UnlockPara	Title	Content	Picture	ConditionDescript	PreviewPicture
307	1091002	1	1	5	Brilliance's Secret 7	This frame has the highest cost compared with the frames from the same batch. It was fully paid for by Ayla alone.		Affection <color=#C14F38>5</color>	
308	1091002	1	1	5	Brilliance's Secret 8	She will give female Constructs hugs as warm welcomes.		Affection <color=#C14F38>5</color>	
309	1091002	1	1	6	Brilliance's Secret 9	She painted a portrait of the commandant of Gray Raven. She treasures it greatly.		Affection <color=#C14F38>6</color>	
310	1091002	1	1	6	Brilliance's Secret 10	She has built an incredibly extensive social network in Babylonia.		Affection <color=#C14F38>6</color>	
1090211	1091002	1	1	7	Brilliance's Secret 11	Owns a massive number of coatings, but some of them are forbidden in public.		Affection <color=#C14F38>7</color>	
1090212	1091002	1	1	8	Brilliance's Secret 12	Uses a bespectacled frame to match serious work time.		Affection <color=#C14F38>8</color>	
311	1041003	1	1	2	Veritas' Secret 1	Asimov is now in charge of the upgrade and maintenance works for this frame.		Affection <color=#C14F38>2</color>	
312	1041003	1	1	2	Veritas' Secret 2	Once supplied power for the public facilities of Babylonia during a power outage.		Affection <color=#C14F38>2</color>	
313	1041003	1	1	3	Veritas' Secret 3	The vision module is powerful enough to enable Bianca to see a minuscule scratch on Karenina's arm from 3 kilometers away.		Affection <color=#C14F38>3</color>	
314	1041003	1	1	3	Veritas' Secret 4	Her luck works in unfathomable ways, always leading to fateful results.		Affection <color=#C14F38>3</color>	
315	1041003	1	1	4	Veritas' Secret 5	For the sake of impartiality, the Purifying Force has established a random selection system for hit targets. Members would randomly draw targets from the mission vault. Bianca drew Watanabe.		Affection <color=#C14F38>4</color>	
316	1041003	1	1	4	Veritas' Secret 6	The training program of Daedalus includes eastern calligraphy. The character on this frame was written by Bianca herself.		Affection <color=#C14F38>4</color>	
317	1041003	1	1	5	Veritas' Secret 7	She will meticulously study the plot development and underlying themes of any literary works, including corny romance novels.		Affection <color=#C14F38>5</color>	
318	1041003	1	1	5	Veritas' Secret 8	She is often moved by corny romance.		Affection <color=#C14F38>5</color>	
319	1041003	1	1	6	Veritas' Secret 9	Either on her way to a mission, or already on a mission.		Affection <color=#C14F38>6</color>	
320	1041003	1	1	6	Veritas' Secret 10	Commandant presence can help stabilize her M.I.N.D. when she is using this frame.		Affection <color=#C14F38>6</color>	
1040311	1041003	1	1	7	Veritas' Secret 11	Once shot at the sun at her highest power output because Karenina wanted to see her do so.		Affection <color=#C14F38>7</color>	
1040312	1041003	1	1	8	Veritas' Secret 12	Keeps the one-day date related items and records somewhere safe.		Affection <color=#C14F38>8</color>	
321	1111002	1	1	2	Silverfang's Secret 1	She walks soundlessly and is good at climbing and leaping.		Affection <color=#C14F38>2</color>	
322	1111002	1	1	2	Silverfang's Secret 2	Her favorite game is hide-and-seek, and finds joy in being found.		Affection <color=#C14F38>2</color>	
323	1111002	1	1	3	Silverfang's Secret 3	In addition to her moniker of "Hyena", Changyu has once called her "Kowloong Mew Mew".		Affection <color=#C14F38>3</color>	
324	1111002	1	1	3	Silverfang's Secret 4	The robotic arms are multi-functional and can carry out precise maneuvers, able to even thread needles.		Affection <color=#C14F38>3</color>	
325	1111002	1	1	4	Silverfang's Secret 5	For a length of time after joining Gray Raven, she was tasked with fixing up facilities damaged by Karenina.		Affection <color=#C14F38>4</color>	
326	1111002	1	1	4	Silverfang's Secret 6	Spends a lot of time discussing mechanical engineering with Lee.		Affection <color=#C14F38>4</color>	
327	1111002	1	1	5	Silverfang's Secret 7	Sophia's name is not given by her parents, but she adores it greatly.		Affection <color=#C14F38>5</color>	
328	1111002	1	1	5	Silverfang's Secret 8	When she first learned how to write, she had to keep crossing out and rewriting words in her letters. Few could recognize her doodles.		Affection <color=#C14F38>5</color>	
329	1111002	1	1	6	Silverfang's Secret 9	Spends whole nights remotely chatting with Jamilah, though it is mostly Jamilah that is doing the talking.		Affection <color=#C14F38>6</color>	
330	1111002	1	1	6	Silverfang's Secret 10	Tried to find an answer to who she would save if Jamilah and the commandant fell off the train at the same time. It overloaded her brain.		Affection <color=#C14F38>6</color>	
1110211	1111002	1	1	7	Silverfang's Secret 11	Likes rolling around in fluffy beds.		Affection <color=#C14F38>7</color>	
1110212	1111002	1	1	8	Silverfang's Secret 12	After becoming friends with Nanami, they created the Little League.		Affection <color=#C14F38>8</color>	
331	1121002	1	1	2	Arclight's Secret 1	Proficient in all weapons.		Affection <color=#C14F38>2</color>	
332	1121002	1	1	2	Arclight's Secret 2	Prefers to use a scythe in Strike Hawk missions so he can hook his teammates back.		Affection <color=#C14F38>2</color>	
333	1121002	1	1	3	Arclight's Secret 3	Has taken over all cleaning and tidying duties in the Strike Hawk HQ.		Affection <color=#C14F38>3</color>	
334	1121002	1	1	3	Arclight's Secret 3	Takes other people's words very seriously and easily gets conned.		Affection <color=#C14F38>3</color>	
335	1121002	1	1	4	Arclight's Secret 5	Has many experimental high-tech devices installed in his frame.		Affection <color=#C14F38>4</color>	
336	1121002	1	1	4	Arclight's Secret 6	Never lost in 1-on-1 duels between Strike Hawk members. Only one male member was ever able to score a draw.		Affection <color=#C14F38>4</color>	
337	1121002	1	1	5	Arclight's Secret 7	Always thinks about how to take it easy in practice, but can't help but get serious again once the practice starts.		Affection <color=#C14F38>5</color>	
338	1121002	1	1	5	Arclight's Secret 8	Always busy picking up the pieces left by his teammates.		Affection <color=#C14F38>5</color>	
339	1121002	1	1	6	Arclight's Secret 9	Often has his hand on the communicator, but he is not really engaged in a conversation most of the time. Instead, he is just thinking about the next step. His hand is there so he can immediately give orders once he has reached a conclusion.		Affection <color=#C14F38>6</color>	
340	1121002	1	1	6	Arclight's Secret 10	Cares about his appearance a lot. Spends a long time doing his hair. Even helps his teammates with their looks. Made many pockets on Kamui's clothes to help him stop losing things.		Affection <color=#C14F38>6</color>	
1120211	1121002	1	1	7	Arclight's Secret 11	For teambuilding reasons, has hosted a pajama party under Wanshi's suggestion.		Affection <color=#C14F38>7</color>	
1120212	1121002	1	1	8	Arclight's Secret 12	Unconsciously straightened the collar of the Gray Raven Commandant once. Realized that it might be too much of an encroachment afterward and prepared an apology gift to sincerely ask for forgiveness.		Affection <color=#C14F38>8</color>	
341	1021004	1	1	2	Plume's Secret 1	Has started to collect scarves of colors other than red — the other team members' theme colors, to be precise.		Affection <color=#C14F38>2</color>	
342	1021004	1	1	2	Plume's Secret 2	Her frame quickly cools down when she uses her twin blades.		Affection <color=#C14F38>2</color>	
343	1021004	1	1	3	Plume's Secret 3	Sometimes appears in front of people in a different hair style. The twin-tails are one of her favorite at the moment.		Affection <color=#C14F38>3</color>	
344	1021004	1	1	3	Plume's Secret 4	Undertook some high-speed sprint training using her "Feather" thruster at the back, but fell over due to charging too much power.		Affection <color=#C14F38>3</color>	
345	1021004	1	1	4	Plume's Secret 5	Once considered whether she should apply to change the shape of her thruster to wing-like, but decided to keep it as it was.		Affection <color=#C14F38>4</color>	
346	1021004	1	1	4	Plume's Secret 6	The size of her frog plushies keeps getting bigger.		Affection <color=#C14F38>4</color>	
347	1021004	1	1	5	Plume's Secret 7	The food she cooked had perfect presentation and fragrance. Many non-Gray Raven colleagues fell for it.		Affection <color=#C14F38>5</color>	
348	1021004	1	1	5	Plume's Secret 8	She seems to be lost in her own thoughts more often than ever. But unlike before, she now gives a reassuring smile.		Affection <color=#C14F38>5</color>	
349	1021004	1	1	6	Plume's Secret 9	The emotion module of her new frame has been configured by some unknown authorized personnel. It cannot be turned off now.		Affection <color=#C14F38>6</color>	
350	1021004	1	1	6	Plume's Secret 10	When she lost all the memory data inevitably, the part related to Commandant was the last one to be forgotten.		Affection <color=#C14F38>6</color>	
1020411	1021004	1	1	7	Plume's Secret 11	Would stand guard outside of the commandant's room from time to time.		Affection <color=#C14F38>7</color>	
1020412	1021004	1	1	8	Plume's Secret 12	Knows that everyone is treating her the same like she was before and is grateful for that.		Affection <color=#C14F38>8</color>	
351	1131002	1	1	2	Rozen's Secret 1	Smiles when she feels pain.		Affection <color=#C14F38>2</color>	
352	1131002	1	1	2	Rozen's Secret 2	Had trouble recognizing faces when she was still a human. Had a habit of coming up with nicknames for people and things.		Affection <color=#C14F38>2</color>	
353	1131002	1	1	3	Rozen's Secret 3	Often misunderstood by people. The misunderstanding almost always takes a turn for the worse. Stopped bothering to explain herself eventually.		Affection <color=#C14F38>3</color>	
354	1131002	1	1	3	Rozen's Secret 4	Once returned from a mission walking back with a bionic dog.		Affection <color=#C14F38>3</color>	
355	1131002	1	1	4	Rozen's Secret 5	Hard to discern what she dislikes or likes. The difference in her expression is subtle and nigh-unnoticeable.		Affection <color=#C14F38>4</color>	
356	1131002	1	1	4	Rozen's Secret 6	Thinks the Construct-use electrolytic sim-liquor tastes like complete dog water.		Affection <color=#C14F38>4</color>	
357	1131002	1	1	5	Rozen's Secret 7	Once tried a frame with black hair on a mission. Noctis did not recognize her.		Affection <color=#C14F38>5</color>	
358	1131002	1	1	5	Rozen's Secret 8	Has a completely messed up sleep schedule. Almost always completely awake.		Affection <color=#C14F38>5</color>	
359	1131002	1	1	6	Rozen's Secret 9	Weaves lies and truth together when talking.		Affection <color=#C14F38>6</color>	
360	1131002	1	1	6	Rozen's Secret 10	Has seriously considered kidnapping Gray Raven's commandant to Cerberus and is looking for the opportunity to do so. The coverup afterward—plans for system file tampering and concealing the truth—has also been prudently prepared.		Affection <color=#C14F38>6</color>	
1130211	1131002	1	1	7	Rozen's Secret 11	Can only focus on one thing at a time. Will grow annoyed if you hand her more.		Affection <color=#C14F38>7</color>	
1130212	1131002	1	1	8	Rozen's Secret 12	Has imagined the scenario of Gray Raven's commandant being Cerberus' commandant. Did not tell anyone else about what she actually saw.		Affection <color=#C14F38>8</color>	
361	1511003	1	1	2	Crocotta's Secret 1	Dislikes being roused from sleep. Will be in a bad mood if done so.		Affection <color=#C14F38>2</color>	
362	1511003	1	1	2	Crocotta's Secret 2	Gamer god. Especially good at action games from the Golden Age.		Affection <color=#C14F38>2</color>	
363	1511003	1	1	3	Crocotta's Secret 3	Has no idea about how casual games like matching pairs work. Thinks that they are annoying and have no reason to exist.		Affection <color=#C14F38>3</color>	
364	1511003	1	1	3	Crocotta's Secret 4	Has a near photographic memory about traveling routes and image-related information.		Affection <color=#C14F38>3</color>	
365	1511003	1	1	4	Crocotta's Secret 5	Dislikes repairing and switching frames. Rejects all scheduled frame maintenance events.		Affection <color=#C14F38>4</color>	
366	1511003	1	1	4	Crocotta's Secret 6	Had his taste sensors especially enhanced. Broad-minded about different human delicacies, and is eager to try them.		Affection <color=#C14F38>4</color>	
367	1511003	1	1	5	Crocotta's Secret 7	Begins to doubt himself when his thoughts align with Kamui's.		Affection <color=#C14F38>5</color>	
368	1511003	1	1	5	Crocotta's Secret 8	Only conscious about 30% of the time when he is in Kamui's M.I.N.D. Sleeping in the rest of the 70%. Does not know all that Kamui sees or hears.		Affection <color=#C14F38>5</color>	
369	1511003	1	1	6	Crocotta's Secret 9	After coming to terms with Kamui, for almost every night daily, Kamui will tell him everything that's happened in the day.		Affection <color=#C14F38>6</color>	
370	1511003	1	1	6	Crocotta's Secret 10	Obstinately trusts his instincts and first impressions on people. Scientists like Asimov are of course a den of dangerous bastards, and the commandant of Gray Raven is "eh, alright" and worthy of trust, at least.		Affection <color=#C14F38>6</color>	
1510311	1511003	1	1	7	Crocotta's Secret 11	To everyone's surprise, Camu keeps his promises and is always punctual.		Affection <color=#C14F38>7</color>	
1510312	1511003	1	1	8	Crocotta's Secret 12	Will fall silent when he is in deep contemplation. Kamui has once said that an angry Camu is extremely terrifying.		Affection <color=#C14F38>8</color>	
1140301	1141003	1	1	2	Rigor's Secret 1	Her obsolete centaur module is officially named "Lindwyrm".		Affection <color=#C14F38>2</color>	
1140302	1141003	1	1	2	Rigor's Secret 2	Forest Guard members groom each other's hair. Rosetta's hairstyle was the result of a public voting.		Affection <color=#C14F38>2</color>	
1140303	1141003	1	1	3	Rigor's Secret 3	Likes animals, especially whales.		Affection <color=#C14F38>3</color>	
1140304	1141003	1	1	3	Rigor's Secret 4	Concerned about her frame weight. In weight measurement tests, she will stealthily activate her wings to cheat.		Affection <color=#C14F38>3</color>	
1140305	1141003	1	1	4	Rigor's Secret 5	Rosetta was once reluctant about being called a leader or captain, but eventually gave in.		Affection <color=#C14F38>4</color>	
1140306	1141003	1	1	4	Rigor's Secret 6	Not good with electronics and machines. According to Rosetta, however, she definitely knows how to use them, she merely dislikes them.		Affection <color=#C14F38>4</color>	
1140307	1141003	1	1	5	Rigor's Secret 7	Rosetta still believes that centaurs really existed.		Affection <color=#C14F38>5</color>	
1140308	1141003	1	1	5	Rigor's Secret 8	Rosetta finds it difficult to adapt to simulated gravity environments. She usually avoids going near portholes that can see the outer space.		Affection <color=#C14F38>5</color>	
1140309	1141003	1	1	6	Rigor's Secret 9	To be battle-ready at all times, Rosetta sleeps standing and levitating.		Affection <color=#C14F38>6</color>	
1140310	1141003	1	1	6	Rigor's Secret 10	Babylonia has equipped Rosetta with a spear and a shield according to her usage habits. Rosetta, however, actually has no weapon preferences and can use any weapons effectively for battle.		Affection <color=#C14F38>6</color>	
1140311	1141003	1	1	7	Rigor's Secret 11	Has childish interests such as dodge ball, card games, watching animations, and so on.		Affection <color=#C14F38>7</color>	
1140312	1141003	1	1	8	Rigor's Secret 12	After meeting the commandant, Rosetta has been feeling like the unlucky incidents are becoming few and far between.		Affection <color=#C14F38>8</color>	
1150301	1521003	1	1	2	Pavo's Secret 1	Very rarely calls herself the Kowloong Monarch unless necessary.		Affection <color=#C14F38>2</color>	
1150302	1521003	1	1	2	Pavo's Secret 2	Enjoys reading human books during her leisure time, particularly on anthropology and history topics.		Affection <color=#C14F38>2</color>	
1150303	1521003	1	1	3	Pavo's Secret 3	Understands and agrees that propaganda is necessary, but still cringes when she sees her own image being printed on promotional materials.		Affection <color=#C14F38>3</color>	
1150304	1521003	1	1	3	Pavo's Secret 4	Felt relaxed for a very brief moment after disappearing, but soon denied this emotion. She knew she had to keep working on Tabula Akasha in secret.		Affection <color=#C14F38>3</color>	
1150305	1521003	1	1	4	Pavo's Secret 5	It's always lonely at the top. But Qu does not mind.		Affection <color=#C14F38>4</color>	
1150306	1521003	1	1	4	Pavo's Secret 6	Strictly follows her daily routine.		Affection <color=#C14F38>4</color>	
1150307	1521003	1	1	5	Pavo's Secret 7	Felt taking care of her own long hair was a lot of hassle, so decided to just wear it down.		Affection <color=#C14F38>5</color>	
1150308	1521003	1	1	5	Pavo's Secret 8	Once thought about asking Huiyu to comb her hair, but gave up in the end.		Affection <color=#C14F38>5</color>	
1150309	1521003	1	1	6	Pavo's Secret 9	Once blamed herself for a long time after lying on a soft lounge for 3 minutes, then ordered to destroy all soft-texture furniture within KCC.		Affection <color=#C14F38>6</color>	
1150310	1521003	1	1	6	Pavo's Secret 10	Is an advocate of science, but can be quite traditional when it comes to some personal matters.		Affection <color=#C14F38>6</color>	
1150311	1521003	1	1	7	Pavo's Secret 11	Found many undiscovered planets on the Observatory, and named them after the people around her.		Affection <color=#C14F38>7</color>	
1150312	1521003	1	1	8	Pavo's Secret 12	One of them was named after the commandant.		Affection <color=#C14F38>8</color>	
1160201	1161002	1	1	2	Qilin's Secret 1	Cares a lot about his own good, almost to the extent of being greedy, but knows his boundaries well and will not do the wrong thing for profit. The "profit" here is not limited to monetary terms, as Changyu also sees relationship with others as important asset.		Affection <color=#C14F38>2</color>	
1160202	1161002	1	1	2	Qilin's Secret 2	Likes to address those older than him as uncle or auntie, but only out of respect. Immediately changes if told not to do so.		Affection <color=#C14F38>2</color>	
1160203	1161002	1	1	3	Qilin's Secret 3	Hates waste, so he dislikes those tycoons who easily throw things away and tries to avoid dealing with them. Thinks Jamilah is a good merchant as she makes maximum use of her goods.		Affection <color=#C14F38>3</color>	
1160204	1161002	1	1	3	Qilin's Secret 4	Actually quite bothered by the fact that Constructs can never grow taller again naturally.		Affection <color=#C14F38>3</color>	
1160205	1161002	1	1	4	Qilin's Secret 5	Can be a little laid-back, but always makes sure his duties are completed.		Affection <color=#C14F38>4</color>	
1160206	1161002	1	1	4	Qilin's Secret 6	Is a great Kowloong cook and enjoys cooking for others. His dishes taste good, but often look horrible as he cannot be bothered to improve their aesthetics.		Affection <color=#C14F38>4</color>	
1160207	1161002	1	1	5	Qilin's Secret 7	Has 48 secret bases located in ruins or cabin warehouses. Keeps his "goodies" in these bases to prepare for unforeseen situations.		Affection <color=#C14F38>5</color>	
1160208	1161002	1	1	5	Qilin's Secret 8	Never easily makes a promise. Always tries to get away or decline the things that he is not willing to do.		Affection <color=#C14F38>5</color>	
1160209	1161002	1	1	6	Qilin's Secret 9	When he was a kid, he dreamed of becoming a hero in the drama to protect everyone.		Affection <color=#C14F38>6</color>	
1160210	1161002	1	1	6	Qilin's Secret 10	Is great at playing traditional games like mahjong. Can tell a card by touching its surface pattern, and sort the tiles to his liking using some technique.		Affection <color=#C14F38>6</color>	
1160211	1161002	1	1	7	Qilin's Secret 11	Apart from playing cards, Changyu has also learned many performing tricks during his leisure time. Often makes good use of these tricks in his missions.		Affection <color=#C14F38>7</color>	
1160212	1161002	1	1	8	Qilin's Secret 12	Uses his tail mostly for grabbing and maintaining balance, but can also use it as a weapon occasionally. He would make a sudden turn to "accidentally" tangle the opponent's legs with the tail, then attack again when bowing down to apologize. This move rarely misses on the first encounter.		Affection <color=#C14F38>8</color>	
1170301	1171003	1	1	2	Laurel's Secret 1	Under her sister's influence, she adores wearing stylish trinkets from time to time.		Affection <color=#C14F38>2</color>	
1170302	1171003	1	1	2	Laurel's Secret 2	Technically, the external attachment to this coating is entirely made of Punishing Virus Heteromers.		Affection <color=#C14F38>2</color>	
1170303	1171003	1	1	3	Laurel's Secret 3	Luna would rather be attacked than have her body smeared with dirt.		Affection <color=#C14F38>3</color>	
1170304	1171003	1	1	3	Laurel's Secret 4	Luna enjoys the feeling of weightlessness and near-perfect cleanliness in space.		Affection <color=#C14F38>3</color>	
1170305	1171003	1	1	4	Laurel's Secret 5	Because of her levitation, Luna's hair is frequently tangled and requires a lot of grooming.		Affection <color=#C14F38>4</color>	
1170306	1171003	1	1	4	Laurel's Secret 6	Luna has been afraid of hot meals since she was a child. Although Construct is unlikely to get burned, she cannot seem to break her habit of blowing on hot food before eating.		Affection <color=#C14F38>4</color>	
1170307	1171003	1	1	5	Laurel's Secret 7	She knows very little about the general knowledge because her daily activities are taken care of by her sister or Roland.		Affection <color=#C14F38>5</color>	
1170308	1171003	1	1	5	Laurel's Secret 8	She likes reading old paper books, although she prefers graphical books with less words.		Affection <color=#C14F38>5</color>	
1170309	1171003	1	1	6	Laurel's Secret 9	Luna loathes being looked down upon, so she will vary the height of her levitation according on the one she is speaking with.		Affection <color=#C14F38>6</color>	
1170310	1171003	1	1	6	Laurel's Secret 10	Luna tried to talk to the Corrupted, but they could only follow orders, not answer questions.		Affection <color=#C14F38>6</color>	
1170311	1171003	1	1	7	Laurel's Secret 11	Luna realized that not all snow is tainted with blood and grime after seeing pristine snow for the first time in the polar area.		Affection <color=#C14F38>7</color>	
1170312	1171003	1	1	8	Laurel's Secret 12	Lucia made up all sorts of stories about ghosts appearing from the shadows to keep Luna from being alone in the dark. Luna is still terrified of the dark because of this.		Affection <color=#C14F38>8</color>	
1180301	1181003	1	1	2	2B's Secret 1	Everything that lives is designed to end. We are perpetually trapped in a never ending spiral of life and death. Is this a curse? Or some kind of punishment? I often think about the god who blessed us with this cryptic puzzle… and wonder if we’ll ever get the chance to kill him.		Affection <color=#C14F38>2</color>	
1180302	1181003	1	1	3	2B's Secret 2	How long can I fight amidst this bloody vortex of a battle field? How long, I wonder?		Affection <color=#C14F38>3</color>	
1180303	1181003	1	1	4	2B's Secret 3	How long can I continue to protect what I love amidst this endless war? How long, I wonder?		Affection <color=#C14F38>4</color>	
1180304	1181003	1	1	5	2B's Secret 4	How long can I continue to believe in a world laden with deceit and folly? How long, I wonder?		Affection <color=#C14F38>5</color>	
1180305	1181003	1	1	6	2B's Secret 5	How long can I lie to myself as I despair at the dark future of this world? How long, I wonder?		Affection <color=#C14F38>6</color>	
1190301	1191003	1	1	2	9S's Secret 1	"Once, long ago, a volcano erupted. From the fires of the eruption, a god emerged.\nOne day, the god appeared before the machines and said:\nConsciousness, pain, joy, misery...\nFury, shame, desolation, the future...\nThe meaning of life."		Affection <color=#C14F38>2</color>	
1190302	1191003	1	1	3	9S's Secret 2	Each of the machines treated their treasures with great care. One treasured family above all else. Another treasured its older sibling. Another treasured its own beauty. But one more machine treasured something unique above all else…		Affection <color=#C14F38>3</color>	
1190303	1191003	1	1	4	9S's Secret 3	"After a long period of battles and adventures, the prophet spoke.\nO grant me the mercy of the land!\nO grant me the joy of the heavens!\nRelease me from my yoke of iron!…… Thus shall our souls be saved.\nForever and ever."		Affection <color=#C14F38>4</color>	
1190304	1191003	1	1	5	9S's Secret 4	[TOP SECRET] [Project 02-01 Establishment of the YoRHa Squadron]\nThrough the dramatic alteration of the Next Generation Combat Unit Project that had been proposed at the time, new "YoRHa" models began to be manufactured.\nOfficials models were created following the implementation of data acquired from an experimental squadron, and were then deployed to all regions.\nCertain members of the YoRHa operations staff, however, were informed of the full scope of the project—these units were tasked to operate and protect the server on the moon.		Affection <color=#C14F38>5</color>	
1190305	1191003	1	1	6	9S's Secret 5	[TOP SECRET] The following materials document the final stages of the YoRHa project.\n(Note that this information is classified as Level-SS, meaning that it must not be disclosed to anyone involved in the YoRHa project, including the Commander of the Bunker.)\n[Project 03-01 Disposal of YoRHa]\nThe backdoor of the Bunker has been set to open once the time approaches to switch to new models when enough combat data has been collected.\nThe Bunker will be disposed of by having it be deliberately attacked by machines.\nAt this time, all materials regarding the YoRHa project, including this document, will be lost, and falsification of the information that ████████████ will be complete.		Affection <color=#C14F38>6</color>	
1200301	1201003	1	1	2	A2's Secret 1	Unit from the experimental YoRHa squadron that was programmed to have a neutral personality. Attacker Number 2 took command of the squadron after the death of its original captain, Number 1.		Affection <color=#C14F38>2</color>	
1200302	1201003	1	1	3	A2's Secret 2	Despite issuing many questionable commands during her initial time in a leadership role, she eventually formed a working relationship with the Resistance and succeeded in destroying the enemy server. While the experimental YoRHa unit Number 2 possessed great growth and adaptability abilities, she also deserted her post following the destruction of the server—and as of this moment, she has yet to be apprehended.		Affection <color=#C14F38>3</color>	
1200303	1201003	1	1	4	A2's Secret 3	[TOP SECRET] [Project 08-01: Operation of Model No.2 in the YoRHa Project]\nAfter the first descent of the YoRHa prototypes, Attacker 2 (A2) was the sole unit to return alive, despite mediocre results during her simulations. Upon analysis of her stored personality data, it was discovered she possesses excellent analytical and decision-making skills in extreme circumstances.\nAs reported separately, we will install this personality data in the new lot of E models and use them for the security protection of this project.		Affection <color=#C14F38>4</color>	
1200304	1201003	1	1	5	A2's Secret 4	While the destruction of the server struck a blow against enemy forces, the true purpose of this operator was to monitor and research how the experimental YoRHa models behaved during battle. This information would then be studied and integrated into new YoRHa models once the project were to proceed past the experimental phase. — [Pearl Harbor Descent Summary]		Affection <color=#C14F38>5</color>	
1200305	1201003	1	1	6	A2's Secret 5	One note of concern: it has been verified that the black box signal of the experimental unit Attacker Number 2 remains live. Due to the possibility of the unit being captured and compromised by the enemy, and due to the unit's existence itself being a matter of the highest level of confidentiality, it has been decided that it is to be recovered—or disposed of—by the Type █ division once that group is fully operational. — [Pearl Harbor Descent Summary]		Affection <color=#C14F38>6</color>	
1210201	1211002	1	1	2	Hypnos' Secret 1	Really hopes he can sleep 25 hours a day.		Affection <color=#C14F38>2</color>	
1210202	1211002	1	1	2	Hypnos' Secret 2	Doesn't realize it, but often gets serious during the 1-on-1 training with Chrome. He can't tell how much of it is to tease the poker-faced Captain though.		Affection <color=#C14F38>2</color>	
1210203	1211002	1	1	3	Hypnos' Secret 3	Somehow, his artificial hair is always curly. No matter how much he tries to comb it, it will go back to the messy curls within a day.		Affection <color=#C14F38>3</color>	
1210204	1211002	1	1	3	Hypnos' Secret 4	Carries all sorts of random, non-battle-related widgets with him, including but not limited to candies, coins, eye mask, etc.		Affection <color=#C14F38>3</color>	
1210205	1211002	1	1	4	Hypnos' Secret 5	Wanshi seldom gets into trouble with others, for he can direct the conflict away before it ends up in violence — except when facing Shorthalt from the Scarab Squad.		Affection <color=#C14F38>4</color>	
1210206	1211002	1	1	4	Hypnos' Secret 6	Wrote "Do not disturb" on the eye mask himself.		Affection <color=#C14F38>4</color>	
1210207	1211002	1	1	5	Hypnos' Secret 7	Hates to leave the Strike Hawk lounge in winter. Once went to a mission with his own maintenance capsule.		Affection <color=#C14F38>5</color>	
1210208	1211002	1	1	5	Hypnos' Secret 8	Asked Chrome multiple times for permission to enter hibernation, but was always rejected.		Affection <color=#C14F38>5</color>	
1210209	1211002	1	1	6	Hypnos' Secret 9	Very good at keeping secrets because failing to do so may make the situation more troublesome.		Affection <color=#C14F38>6</color>	
1210210	1211002	1	1	6	Hypnos' Secret 10	Which makes Wanshi a very trustworthy friend. People love sharing their stories with him.		Affection <color=#C14F38>6</color>	
1210211	1211002	1	1	7	Hypnos' Secret 11	Keeps a surstromming can from the Golden Age in his private storage. It has never been opened.		Affection <color=#C14F38>7</color>	
1210212	1211002	1	1	8	Hypnos' Secret 12	Constructs have great hearing, and it keeps Wanshi from staying asleep. But nothing can wake him up if the commandant is around.		Affection <color=#C14F38>8</color>	
1530301	1531003	1	1	2	Tempest's Secret 1	Proficient in multiple languages in order to recreate operas in their most classic form.		Affection <color=#C14F38>2</color>	
1530302	1531003	1	1	2	Tempest's Secret 2	While Ayla and her are both artists, she prefers more classic performance over Ayla's modern style. This often leads to "friendly" arguments.		Affection <color=#C14F38>2</color>	
1530303	1531003	1	1	3	Tempest's Secret 3	Unlike what most would have imagined, most of those arguments end up with Ayla giving in.		Affection <color=#C14F38>3</color>	
1530304	1531003	1	1	3	Tempest's Secret 4	Has mastered all classical instruments and can easily replace a symphony orchestra by herself. She's been challenging metal rock recently, and is interested in drums in particular.		Affection <color=#C14F38>3</color>	
1530305	1531003	1	1	4	Tempest's Secret 5	As an opera singer, Selena has great talent in both music and literature. Often writes sequels for classic works, but keeps them strictly to herself.		Affection <color=#C14F38>4</color>	
1530306	1531003	1	1	4	Tempest's Secret 6	She's a textbook classic and traditional lady with elegant manners. However, her imagination can be vibrant and wild, and she can easily get lost in thoughts in any occasion.		Affection <color=#C14F38>4</color>	
1530307	1531003	1	1	5	Tempest's Secret 7	Has a great voice and often likes to hum, but gets very embarrassed if others find her humming or mumbling to herself.		Affection <color=#C14F38>5</color>	
1530308	1531003	1	1	5	Tempest's Secret 8	Is very sensitive to sound and can tell who is around even with eyes closed. Ayla in particular.		Affection <color=#C14F38>5</color>	
1530309	1531003	1	1	6	Tempest's Secret 9	Has a habit of writing letters and can write beautiful cursive letters. Keeps a long-time pen pal whose identity is still unknown.		Affection <color=#C14F38>6</color>	
1530310	1531003	1	1	6	Tempest's Secret 10	Is also a great dancer. Can even master men's lead steps.		Affection <color=#C14F38>6</color>	
1530311	1531003	1	1	7	Tempest's Secret 11	Is very fond of flowers but doesn't keep them herself, for everything she tries to grow will end up withering.		Affection <color=#C14F38>7</color>	
1530312	1531003	1	1	8	Tempest's Secret 12	Is considered to be naive in some ways, as she can openly and seriously say extremely embarrassing words while being total unaware of them. In fact, she doesn't think there is any problem at all.		Affection <color=#C14F38>8</color>	
1120301	1121003	1	1	2	Glory's Secret 1	Has chosen to use a weapon that accommodates the flexibility and mobility of his frame. Such weapons are extremely difficult to use, but he is very good at them.		Affection <color=#C14F38>2</color>	
1120302	1121003	1	1	2	Glory's Secret 2	Sometimes ignores the outside world when he spends too long lost in thought.		Affection <color=#C14F38>2</color>	
