Name	Prefab	Size	Area	Position	PathArea	PathPosition	PathLink	UseFootStepEffect
SceneCHtest0003	Assets/Product/Scene/ScenePrefab/SceneCHtest0003.prefab	Share/Fight/Map/Info/SceneCHtest0003/Size.tab	Share/Fight/Map/Info/SceneCHtest0003/Area.tab	Share/Fight/Map/Info/SceneCHtest0003/Position.tab				0
FeiJiTest01	Assets/Product/Scene/ScenePrefab/SubScenePrefab/FeiJiTest01.prefab	Share/Fight/Map/Info/FeiJiTest01/Size.tab	Share/Fight/Map/Info/FeiJiTest01/Area.tab	Share/Fight/Map/Info/FeiJiTest01/Position.tab				0
SceneDLC00103	Assets/Product/Scene/ScenePrefab/SceneDLC00103.prefab	Share/Fight/Map/Info/SceneDLC00103/Size.tab	Share/Fight/Map/Info/SceneDLC00103/Area.tab	Share/Fight/Map/Info/SceneDLC00103/Position.tab				0
SceneDLC00104	Assets/Product/Scene/ScenePrefab/SceneDLC00104.prefab	Share/Fight/Map/Info/SceneDLC00104/Size.tab	Share/Fight/Map/Info/SceneDLC00104/Area.tab	Share/Fight/Map/Info/SceneDLC00104/Position.tab				0
SceneDLC00105	Assets/Product/Scene/ScenePrefab/SceneDLC00105.prefab	Share/Fight/Map/Info/SceneDLC00105/Size.tab	Share/Fight/Map/Info/SceneDLC00105/Area.tab	Share/Fight/Map/Info/SceneDLC00105/Position.tab				0
SceneDLC00111	Assets/Product/Scene/ScenePrefab/SceneDLC00111.prefab	Share/Fight/Map/Info/SceneDLC00111/Size.tab	Share/Fight/Map/Info/SceneDLC00111/Area.tab	Share/Fight/Map/Info/SceneDLC00111/Position.tab				0
SceneDLC00112	Assets/Product/Scene/ScenePrefab/SceneDLC00112.prefab	Share/Fight/Map/Info/SceneDLC00112/Size.tab	Share/Fight/Map/Info/SceneDLC00112/Area.tab	Share/Fight/Map/Info/SceneDLC00112/Position.tab				0
Scene93101	Assets/Product/Scene/ScenePrefab/Scene93101.prefab	Share/Fight/Map/Info/Scene93101/Size.tab	Share/Fight/Map/Info/Scene93101/Area.tab	Share/Fight/Map/Info/Scene93101/Position.tab				0
SceneDLC00102jiaojing	Assets/Product/Scene/ScenePrefab/SubScenePrefab/SceneDLC00102jiaojing.prefab	Share/Fight/Map/Info/SceneDLC00102jiaojing/Size.tab	Share/Fight/Map/Info/SceneDLC00102jiaojing/Area.tab	Share/Fight/Map/Info/SceneDLC00102jiaojing/Position.tab				0
SceneDLC00102	Assets/Product/Scene/ScenePrefab/SceneDLC00102.prefab	Share/Fight/Map/Info/SceneDLC00102/Size.tab	Share/Fight/Map/Info/SceneDLC00102/Area.tab	Share/Fight/Map/Info/SceneDLC00102/Position.tab				0
Scene01003	Assets/Product/Scene/ScenePrefab/Scene01003.prefab	Share/Fight/Map/Info/Scene01003/Size.tab	Share/Fight/Map/Info/Scene01003/Area.tab	Share/Fight/Map/Info/Scene01003/Position.tab				0
Scene01001b	Assets/Product/Scene/ScenePrefab/Scene01001b.prefab	Share/Fight/Map/Info/Scene01001b/Size.tab	Share/Fight/Map/Info/Scene01001b/Area.tab	Share/Fight/Map/Info/Scene01001b/Position.tab				0
Scene01001a	Assets/Product/Scene/ScenePrefab/Scene01001a.prefab	Share/Fight/Map/Info/Scene01001a/Size.tab	Share/Fight/Map/Info/Scene01001a/Area.tab	Share/Fight/Map/Info/Scene01001a/Position.tab				0
Scene01002	Assets/Product/Scene/ScenePrefab/Scene01002.prefab	Share/Fight/Map/Info/Scene01002/Size.tab	Share/Fight/Map/Info/Scene01002/Area.tab	Share/Fight/Map/Info/Scene01002/Position.tab				0
Scene01007	Assets/Product/Scene/ScenePrefab/Scene01007.prefab	Share/Fight/Map/Info/Scene01007/Size.tab	Share/Fight/Map/Info/Scene01007/Area.tab	Share/Fight/Map/Info/Scene01007/Position.tab				0
Scene01003xingzoumian	Assets/Product/Scene/ScenePrefab/SubScenePrefab/Scene01003xingzoumian.prefab	Share/Fight/Map/Info/Scene01003xingzoumian/Size.tab	Share/Fight/Map/Info/Scene01003xingzoumian/Area.tab	Share/Fight/Map/Info/Scene01003xingzoumian/Position.tab				0
Scenetest0001	Assets/Product/Scene/ScenePrefab/Scenetest0001.prefab	Share/Fight/Map/Info/Scenetest0001/Size.tab	Share/Fight/Map/Info/Scenetest0001/Area.tab	Share/Fight/Map/Info/Scenetest0001/Position.tab				0
Scenetest0002	Assets/Product/Scene/ScenePrefab/Scenetest0002.prefab	Share/Fight/Map/Info/Scenetest0001/Size.tab	Share/Fight/Map/Info/Scenetest0001/Area.tab	Share/Fight/Map/Info/Scenetest0001/Position.tab				0
Scene01008	Assets/Product/Scene/ScenePrefab/Scene01008.prefab	Share/Fight/Map/Info/Scene01008/Size.tab	Share/Fight/Map/Info/Scene01008/Area.tab	Share/Fight/Map/Info/Scene01008/Position.tab				0
Scene01001c	Assets/Product/Scene/ScenePrefab/Scene01001c.prefab	Share/Fight/Map/Info/Scene01001c/Size.tab	Share/Fight/Map/Info/Scene01001c/Area.tab	Share/Fight/Map/Info/Scene01001c/Position.tab				0
Scene01006	Assets/Product/Scene/ScenePrefab/SubScenePrefab/Scene01006.prefab	Share/Fight/Map/Info/Scene01006/Size.tab	Share/Fight/Map/Info/Scene01006/Area.tab	Share/Fight/Map/Info/Scene01006/Position.tab				0
Scene01002a	Assets/Product/Scene/ScenePrefab/Scene01002a.prefab	Share/Fight/Map/Info/Scene01002a/Size.tab	Share/Fight/Map/Info/Scene01002a/Area.tab	Share/Fight/Map/Info/Scene01002a/Position.tab				0
Scene01102	Assets/Product/Scene/ScenePrefab/Scene01102.prefab	Share/Fight/Map/Info/Scene01102/Size.tab	Share/Fight/Map/Info/Scene01102/Area.tab	Share/Fight/Map/Info/Scene01102/Position.tab	Share/Fight/Map/Info/Scene01102/PathArea.tab	Share/Fight/Map/Info/Scene01102/PathPosition.tab	Share/Fight/Map/Info/Scene01102/PathLink.tab	0
Scene01105	Assets/Product/Scene/ScenePrefab/Scene01105.prefab	Share/Fight/Map/Info/Scene01105/Size.tab	Share/Fight/Map/Info/Scene01105/Area.tab	Share/Fight/Map/Info/Scene01105/Position.tab				0
Scene01104	Assets/Product/Scene/ScenePrefab/Scene01104.prefab	Share/Fight/Map/Info/Scene01104/Size.tab	Share/Fight/Map/Info/Scene01104/Area.tab	Share/Fight/Map/Info/Scene01104/Position.tab				0
Scene01106	Assets/Product/Scene/ScenePrefab/Scene01106.prefab	Share/Fight/Map/Info/Scene01106/Size.tab	Share/Fight/Map/Info/Scene01106/Area.tab	Share/Fight/Map/Info/Scene01106/Position.tab				0
Scene01107	Assets/Product/Scene/ScenePrefab/Scene01107.prefab	Share/Fight/Map/Info/Scene01107/Size.tab	Share/Fight/Map/Info/Scene01107/Area.tab	Share/Fight/Map/Info/Scene01107/Position.tab				0
Scene01103	Assets/Product/Scene/ScenePrefab/Scene01103.prefab	Share/Fight/Map/Info/Scene01103/Size.tab	Share/Fight/Map/Info/Scene01103/Area.tab	Share/Fight/Map/Info/Scene01103/Position.tab	Share/Fight/Map/Info/Scene01103/PathArea.tab	Share/Fight/Map/Info/Scene01103/PathPosition.tab	Share/Fight/Map/Info/Scene01103/PathLink.tab	0
Scene01101	Assets/Product/Scene/ScenePrefab/Scene01101.prefab	Share/Fight/Map/Info/Scene01101/Size.tab	Share/Fight/Map/Info/Scene01101/Area.tab	Share/Fight/Map/Info/Scene01101/Position.tab				0
Scene01108	Assets/Product/Scene/ScenePrefab/Scene01108.prefab	Share/Fight/Map/Info/Scene01108/Size.tab	Share/Fight/Map/Info/Scene01108/Area.tab	Share/Fight/Map/Info/Scene01108/Position.tab				0
Scene01102Test	Assets/Product/Scene/ScenePrefab/Scene01102Test.prefab	Share/Fight/Map/Info/Scene01102Test/Size.tab	Share/Fight/Map/Info/Scene01102Test/Area.tab	Share/Fight/Map/Info/Scene01102Test/Position.tab				0
Scene01102a	Assets/Product/Scene/ScenePrefab/Scene01102a.prefab	Share/Fight/Map/Info/Scene01102a/Size.tab	Share/Fight/Map/Info/Scene01102a/Area.tab	Share/Fight/Map/Info/Scene01102a/Position.tab				0
Scene01100	Assets/Product/Scene/ScenePrefab/Scene01100.prefab	Share/Fight/Map/Info/Scene01100/Size.tab	Share/Fight/Map/Info/Scene01100/Area.tab	Share/Fight/Map/Info/Scene01100/Position.tab				0
Scene01201	Assets/Product/Scene/ScenePrefab/Scene01201.prefab	Share/Fight/Map/Info/Scene01201/Size.tab	Share/Fight/Map/Info/Scene01201/Area.tab	Share/Fight/Map/Info/Scene01201/Position.tab				0
Scene01201a	Assets/Product/Scene/ScenePrefab/Scene01201a.prefab	Share/Fight/Map/Info/Scene01201a/Size.tab	Share/Fight/Map/Info/Scene01201a/Area.tab	Share/Fight/Map/Info/Scene01201a/Position.tab				0
Scene01202	Assets/Product/Scene/ScenePrefab/Scene01202.prefab	Share/Fight/Map/Info/Scene01202/Size.tab	Share/Fight/Map/Info/Scene01202/Area.tab	Share/Fight/Map/Info/Scene01202/Position.tab				0
Scene01203	Assets/Product/Scene/ScenePrefab/Scene01203.prefab	Share/Fight/Map/Info/Scene01203/Size.tab	Share/Fight/Map/Info/Scene01203/Area.tab	Share/Fight/Map/Info/Scene01203/Position.tab				0
Scene01204	Assets/Product/Scene/ScenePrefab/Scene01204.prefab	Share/Fight/Map/Info/Scene01204/Size.tab	Share/Fight/Map/Info/Scene01204/Area.tab	Share/Fight/Map/Info/Scene01204/Position.tab				0
Scene01206	Assets/Product/Scene/ScenePrefab/Scene01206.prefab	Share/Fight/Map/Info/Scene01206/Size.tab	Share/Fight/Map/Info/Scene01206/Area.tab	Share/Fight/Map/Info/Scene01206/Position.tab				0
Scene01206b	Assets/Product/Scene/ScenePrefab/Scene01206b.prefab	Share/Fight/Map/Info/Scene01206b/Size.tab	Share/Fight/Map/Info/Scene01206b/Area.tab	Share/Fight/Map/Info/Scene01206b/Position.tab				0
Scene01207	Assets/Product/Scene/ScenePrefab/Scene01207.prefab	Share/Fight/Map/Info/Scene01207/Size.tab	Share/Fight/Map/Info/Scene01207/Area.tab	Share/Fight/Map/Info/Scene01207/Position.tab	Share/Fight/Map/Info/Scene01207/PathArea.tab	Share/Fight/Map/Info/Scene01207/PathPosition.tab	Share/Fight/Map/Info/Scene01207/PathLink.tab	0
Scene01208	Assets/Product/Scene/ScenePrefab/Scene01208.prefab	Share/Fight/Map/Info/Scene01208/Size.tab	Share/Fight/Map/Info/Scene01208/Area.tab	Share/Fight/Map/Info/Scene01208/Position.tab				0
Scene01301	Assets/Product/Scene/ScenePrefab/Scene01301.prefab	Share/Fight/Map/Info/Scene01301/Size.tab	Share/Fight/Map/Info/Scene01301/Area.tab	Share/Fight/Map/Info/Scene01301/Position.tab	Share/Fight/Map/Info/Scene01301/PathArea.tab	Share/Fight/Map/Info/Scene01301/PathPosition.tab	Share/Fight/Map/Info/Scene01301/PathLink.tab	0
Scene01301a	Assets/Product/Scene/ScenePrefab/Scene01301a.prefab	Share/Fight/Map/Info/Scene01301a/Size.tab	Share/Fight/Map/Info/Scene01301a/Area.tab	Share/Fight/Map/Info/Scene01301a/Position.tab	Share/Fight/Map/Info/Scene01301a/PathArea.tab	Share/Fight/Map/Info/Scene01301a/PathPosition.tab	Share/Fight/Map/Info/Scene01301a/PathLink.tab	0
Scene01302	Assets/Product/Scene/ScenePrefab/Scene01302.prefab	Share/Fight/Map/Info/Scene01302/Size.tab	Share/Fight/Map/Info/Scene01302/Area.tab	Share/Fight/Map/Info/Scene01302/Position.tab	Share/Fight/Map/Info/Scene01302/PathArea.tab	Share/Fight/Map/Info/Scene01302/PathPosition.tab	Share/Fight/Map/Info/Scene01302/PathLink.tab	0
Scene01302rqq	Assets/Product/Scene/ScenePrefab/Scene01302rqq.prefab	Share/Fight/Map/Info/Scene01302rqq/Size.tab	Share/Fight/Map/Info/Scene01302rqq/Area.tab	Share/Fight/Map/Info/Scene01302rqq/Position.tab				0
Scene01302xzm	Assets/Product/Scene/ScenePrefab/SubScenePrefab/Scene01302xzm.prefab	Share/Fight/Map/Info/Scene01302xzm/Size.tab	Share/Fight/Map/Info/Scene01302xzm/Area.tab	Share/Fight/Map/Info/Scene01302xzm/Position.tab				0
Scene01302mtlxzm	Assets/Product/Scene/ScenePrefab/Scene01302mtlxzm.prefab	Share/Fight/Map/Info/Scene01302mtlxzm/Size.tab	Share/Fight/Map/Info/Scene01302mtlxzm/Area.tab	Share/Fight/Map/Info/Scene01302mtlxzm/Position.tab				0
Scene01302gscxzm	Assets/Product/Scene/ScenePrefab/Scene01302gscxzm.prefab	Share/Fight/Map/Info/Scene01302gscxzm/Size.tab	Share/Fight/Map/Info/Scene01302gscxzm/Area.tab	Share/Fight/Map/Info/Scene01302gscxzm/Position.tab				0
Scene01303	Assets/Product/Scene/ScenePrefab/Scene01303.prefab	Share/Fight/Map/Info/Scene01303/Size.tab	Share/Fight/Map/Info/Scene01303/Area.tab	Share/Fight/Map/Info/Scene01303/Position.tab	Share/Fight/Map/Info/Scene01303/PathArea.tab	Share/Fight/Map/Info/Scene01303/PathPosition.tab	Share/Fight/Map/Info/Scene01303/PathLink.tab	0
Scene01303pt	Assets/Product/Scene/ScenePrefab/Scene01303pt.prefab	Share/Fight/Map/Info/Scene01303pt/Size.tab	Share/Fight/Map/Info/Scene01303pt/Area.tab	Share/Fight/Map/Info/Scene01303pt/Position.tab				0
Scene01303xingzoumian	Assets/Product/Scene/ScenePrefab/SubScenePrefab/Scene01303xingzoumian.prefab	Share/Fight/Map/Info/Scene01303xingzoumian/Size.tab	Share/Fight/Map/Info/Scene01303xingzoumian/Area.tab	Share/Fight/Map/Info/Scene01303xingzoumian/Position.tab				0
Scene01304	Assets/Product/Scene/ScenePrefab/Scene01304.prefab	Share/Fight/Map/Info/Scene01304/Size.tab	Share/Fight/Map/Info/Scene01304/Area.tab	Share/Fight/Map/Info/Scene01304/Position.tab	Share/Fight/Map/Info/Scene01304/PathArea.tab	Share/Fight/Map/Info/Scene01304/PathPosition.tab	Share/Fight/Map/Info/Scene01304/PathLink.tab	0
Scene01305	Assets/Product/Scene/ScenePrefab/Scene01305.prefab	Share/Fight/Map/Info/Scene01305/Size.tab	Share/Fight/Map/Info/Scene01305/Area.tab	Share/Fight/Map/Info/Scene01305/Position.tab				0
Scene01306	Assets/Product/Scene/ScenePrefab/Scene01306.prefab	Share/Fight/Map/Info/Scene01306/Size.tab	Share/Fight/Map/Info/Scene01306/Area.tab	Share/Fight/Map/Info/Scene01306/Position.tab	Share/Fight/Map/Info/Scene01306/PathArea.tab	Share/Fight/Map/Info/Scene01306/PathPosition.tab	Share/Fight/Map/Info/Scene01306/PathLink.tab	0
Scene01401	Assets/Product/Scene/ScenePrefab/Scene01401.prefab	Share/Fight/Map/Info/Scene01401/Size.tab	Share/Fight/Map/Info/Scene01401/Area.tab	Share/Fight/Map/Info/Scene01401/Position.tab	Share/Fight/Map/Info/Scene01401/PathArea.tab	Share/Fight/Map/Info/Scene01401/PathPosition.tab	Share/Fight/Map/Info/Scene01401/PathLink.tab	0
Scene01402	Assets/Product/Scene/ScenePrefab/Scene01402.prefab	Share/Fight/Map/Info/Scene01402/Size.tab	Share/Fight/Map/Info/Scene01402/Area.tab	Share/Fight/Map/Info/Scene01402/Position.tab	Share/Fight/Map/Info/Scene01402/PathArea.tab	Share/Fight/Map/Info/Scene01402/PathPosition.tab	Share/Fight/Map/Info/Scene01402/PathLink.tab	0
Scene01403	Assets/Product/Scene/ScenePrefab/Scene01403.prefab	Share/Fight/Map/Info/Scene01403/Size.tab	Share/Fight/Map/Info/Scene01403/Area.tab	Share/Fight/Map/Info/Scene01403/Position.tab				0
Scene01404	Assets/Product/Scene/ScenePrefab/Scene01404.prefab	Share/Fight/Map/Info/Scene01404/Size.tab	Share/Fight/Map/Info/Scene01404/Area.tab	Share/Fight/Map/Info/Scene01404/Position.tab				0
Scene01405	Assets/Product/Scene/ScenePrefab/Scene01405.prefab	Share/Fight/Map/Info/Scene01405/Size.tab	Share/Fight/Map/Info/Scene01405/Area.tab	Share/Fight/Map/Info/Scene01405/Position.tab	Share/Fight/Map/Info/Scene01405/PathArea.tab	Share/Fight/Map/Info/Scene01405/PathPosition.tab	Share/Fight/Map/Info/Scene01405/PathLink.tab	0
Scene01406	Assets/Product/Scene/ScenePrefab/Scene01406.prefab	Share/Fight/Map/Info/Scene01406/Size.tab	Share/Fight/Map/Info/Scene01406/Area.tab	Share/Fight/Map/Info/Scene01406/Position.tab	Share/Fight/Map/Info/Scene01406/PathArea.tab	Share/Fight/Map/Info/Scene01406/PathPosition.tab	Share/Fight/Map/Info/Scene01406/PathLink.tab	0
Scene01501	Assets/Product/Scene/ScenePrefab/Scene01501.prefab	Share/Fight/Map/Info/Scene01501/Size.tab	Share/Fight/Map/Info/Scene01501/Area.tab	Share/Fight/Map/Info/Scene01501/Position.tab	Share/Fight/Map/Info/Scene01501/PathArea.tab	Share/Fight/Map/Info/Scene01501/PathPosition.tab	Share/Fight/Map/Info/Scene01501/PathLink.tab	0
Scene01501a	Assets/Product/Scene/ScenePrefab/Scene01501a.prefab	Share/Fight/Map/Info/Scene01501a/Size.tab	Share/Fight/Map/Info/Scene01501a/Area.tab	Share/Fight/Map/Info/Scene01501a/Position.tab	Share/Fight/Map/Info/Scene01501a/PathArea.tab	Share/Fight/Map/Info/Scene01501a/PathPosition.tab	Share/Fight/Map/Info/Scene01501a/PathLink.tab	0
Scene01501a_low	Assets/Product/Scene/ScenePrefab/Scene01501a_low.prefab	Share/Fight/Map/Info/Scene01501a_low/Size.tab	Share/Fight/Map/Info/Scene01501a_low/Area.tab	Share/Fight/Map/Info/Scene01501a_low/Position.tab	Share/Fight/Map/Info/Scene01501a_low/PathArea.tab	Share/Fight/Map/Info/Scene01501a_low/PathPosition.tab	Share/Fight/Map/Info/Scene01501a_low/PathLink.tab	0
Scene01501b	Assets/Product/Scene/ScenePrefab/Scene01501b.prefab	Share/Fight/Map/Info/Scene01501b/Size.tab	Share/Fight/Map/Info/Scene01501b/Area.tab	Share/Fight/Map/Info/Scene01501b/Position.tab	Share/Fight/Map/Info/Scene01501b/PathArea.tab	Share/Fight/Map/Info/Scene01501b/PathPosition.tab	Share/Fight/Map/Info/Scene01501b/PathLink.tab	0
Scene01501c	Assets/Product/Scene/ScenePrefab/Scene01501c.prefab	Share/Fight/Map/Info/Scene01501c/Size.tab	Share/Fight/Map/Info/Scene01501c/Area.tab	Share/Fight/Map/Info/Scene01501c/Position.tab	Share/Fight/Map/Info/Scene01501c/PathArea.tab	Share/Fight/Map/Info/Scene01501c/PathPosition.tab	Share/Fight/Map/Info/Scene01501c/PathLink.tab	0
Scene01502	Assets/Product/Scene/ScenePrefab/Scene01502.prefab	Share/Fight/Map/Info/Scene01502/Size.tab	Share/Fight/Map/Info/Scene01502/Area.tab	Share/Fight/Map/Info/Scene01502/Position.tab	Share/Fight/Map/Info/Scene01502/PathArea.tab	Share/Fight/Map/Info/Scene01502/PathPosition.tab	Share/Fight/Map/Info/Scene01502/PathLink.tab	0
Scene01503	Assets/Product/Scene/ScenePrefab/Scene01503.prefab	Share/Fight/Map/Info/Scene01503/Size.tab	Share/Fight/Map/Info/Scene01503/Area.tab	Share/Fight/Map/Info/Scene01503/Position.tab	Share/Fight/Map/Info/Scene01503/PathArea.tab	Share/Fight/Map/Info/Scene01503/PathPosition.tab	Share/Fight/Map/Info/Scene01503/PathLink.tab	0
Scene01504	Assets/Product/Scene/ScenePrefab/Scene01504.prefab	Share/Fight/Map/Info/Scene01504/Size.tab	Share/Fight/Map/Info/Scene01504/Area.tab	Share/Fight/Map/Info/Scene01504/Position.tab	Share/Fight/Map/Info/Scene01504/PathArea.tab	Share/Fight/Map/Info/Scene01504/PathPosition.tab	Share/Fight/Map/Info/Scene01504/PathLink.tab	0
Scene01504test	Assets/Product/Scene/ScenePrefab/Scene01504test.prefab	Share/Fight/Map/Info/Scene01504test/Size.tab	Share/Fight/Map/Info/Scene01504test/Area.tab	Share/Fight/Map/Info/Scene01504test/Position.tab	Share/Fight/Map/Info/Scene01504test/PathArea.tab	Share/Fight/Map/Info/Scene01504test/PathPosition.tab	Share/Fight/Map/Info/Scene01504test/PathLink.tab	0
Scene01601	Assets/Product/Scene/ScenePrefab/Scene01601.prefab	Share/Fight/Map/Info/Scene01601/Size.tab	Share/Fight/Map/Info/Scene01601/Area.tab	Share/Fight/Map/Info/Scene01601/Position.tab				0
Scene01601a	Assets/Product/Scene/ScenePrefab/Scene01601a.prefab	Share/Fight/Map/Info/Scene01601a/Size.tab	Share/Fight/Map/Info/Scene01601a/Area.tab	Share/Fight/Map/Info/Scene01601a/Position.tab				0
Scene01602	Assets/Product/Scene/ScenePrefab/Scene01602.prefab	Share/Fight/Map/Info/Scene01602/Size.tab	Share/Fight/Map/Info/Scene01602/Area.tab	Share/Fight/Map/Info/Scene01602/Position.tab				0
Scene01603	Assets/Product/Scene/ScenePrefab/Scene01603.prefab	Share/Fight/Map/Info/Scene01603/Size.tab	Share/Fight/Map/Info/Scene01603/Area.tab	Share/Fight/Map/Info/Scene01603/Position.tab	Share/Fight/Map/Info/Scene01603/PathArea.tab	Share/Fight/Map/Info/Scene01603/PathPosition.tab	Share/Fight/Map/Info/Scene01603/PathLink.tab	0
Scene01603a	Assets/Product/Scene/ScenePrefab/Scene01603a.prefab	Share/Fight/Map/Info/Scene01603a/Size.tab	Share/Fight/Map/Info/Scene01603a/Area.tab	Share/Fight/Map/Info/Scene01603a/Position.tab	Share/Fight/Map/Info/Scene01603a/PathArea.tab	Share/Fight/Map/Info/Scene01603a/PathPosition.tab	Share/Fight/Map/Info/Scene01603a/PathLink.tab	0
Scene01603b	Assets/Product/Scene/ScenePrefab/Scene01603b.prefab	Share/Fight/Map/Info/Scene01603b/Size.tab	Share/Fight/Map/Info/Scene01603b/Area.tab	Share/Fight/Map/Info/Scene01603b/Position.tab	Share/Fight/Map/Info/Scene01603b/PathArea.tab	Share/Fight/Map/Info/Scene01603b/PathPosition.tab	Share/Fight/Map/Info/Scene01603b/PathLink.tab	0
Scene01604	Assets/Product/Scene/ScenePrefab/Scene01604.prefab	Share/Fight/Map/Info/Scene01604/Size.tab	Share/Fight/Map/Info/Scene01604/Area.tab	Share/Fight/Map/Info/Scene01604/Position.tab	Share/Fight/Map/Info/Scene01604/PathArea.tab	Share/Fight/Map/Info/Scene01604/PathPosition.tab	Share/Fight/Map/Info/Scene01604/PathLink.tab	0
Scene01604a	Assets/Product/Scene/ScenePrefab/Scene01604a.prefab	Share/Fight/Map/Info/Scene01604a/Size.tab	Share/Fight/Map/Info/Scene01604a/Area.tab	Share/Fight/Map/Info/Scene01604a/Position.tab	Share/Fight/Map/Info/Scene01604a/PathArea.tab	Share/Fight/Map/Info/Scene01604a/PathPosition.tab	Share/Fight/Map/Info/Scene01604a/PathLink.tab	0
Scene01604aarm	Assets/Product/Scene/ScenePrefab/SubScenePrefab/Scene01604aarm.prefab	Share/Fight/Map/Info/Scene01604aarm/Size.tab	Share/Fight/Map/Info/Scene01604aarm/Area.tab	Share/Fight/Map/Info/Scene01604aarm/Position.tab	Share/Fight/Map/Info/Scene01604aarm/PathArea.tab	Share/Fight/Map/Info/Scene01604aarm/PathPosition.tab	Share/Fight/Map/Info/Scene01604aarm/PathLink.tab	0
Scene01604aneck	Assets/Product/Scene/ScenePrefab/SubScenePrefab/Scene01604aneck.prefab	Share/Fight/Map/Info/Scene01604aneck/Size.tab	Share/Fight/Map/Info/Scene01604aneck/Area.tab	Share/Fight/Map/Info/Scene01604aneck/Position.tab	Share/Fight/Map/Info/Scene01604aneck/PathArea.tab	Share/Fight/Map/Info/Scene01604aneck/PathPosition.tab	Share/Fight/Map/Info/Scene01604aneck/PathLink.tab	0
Scene01605	Assets/Product/Scene/ScenePrefab/Scene01605.prefab	Share/Fight/Map/Info/Scene01605/Size.tab	Share/Fight/Map/Info/Scene01605/Area.tab	Share/Fight/Map/Info/Scene01605/Position.tab	Share/Fight/Map/Info/Scene01605/PathArea.tab	Share/Fight/Map/Info/Scene01605/PathPosition.tab	Share/Fight/Map/Info/Scene01605/PathLink.tab	0
Scene01606	Assets/Product/Scene/ScenePrefab/Scene01606.prefab	Share/Fight/Map/Info/Scene01606/Size.tab	Share/Fight/Map/Info/Scene01606/Area.tab	Share/Fight/Map/Info/Scene01606/Position.tab	Share/Fight/Map/Info/Scene01606/PathArea.tab	Share/Fight/Map/Info/Scene01606/PathPosition.tab	Share/Fight/Map/Info/Scene01606/PathLink.tab	0
Scene01607	Assets/Product/Scene/ScenePrefab/Scene01607.prefab	Share/Fight/Map/Info/Scene01607/Size.tab	Share/Fight/Map/Info/Scene01607/Area.tab	Share/Fight/Map/Info/Scene01607/Position.tab	Share/Fight/Map/Info/Scene01607/PathArea.tab	Share/Fight/Map/Info/Scene01607/PathPosition.tab	Share/Fight/Map/Info/Scene01607/PathLink.tab	0
Scene01701	Assets/Product/Scene/ScenePrefab/Scene01701.prefab	Share/Fight/Map/Info/Scene01701/Size.tab	Share/Fight/Map/Info/Scene01701/Area.tab	Share/Fight/Map/Info/Scene01701/Position.tab	Share/Fight/Map/Info/Scene01501b/PathArea.tab	Share/Fight/Map/Info/Scene01501b/PathPosition.tab	Share/Fight/Map/Info/Scene01501b/PathLink.tab	0
Scene01701b	Assets/Product/Scene/ScenePrefab/Scene01701b.prefab	Share/Fight/Map/Info/Scene01701b/Size.tab	Share/Fight/Map/Info/Scene01701b/Area.tab	Share/Fight/Map/Info/Scene01701b/Position.tab	Share/Fight/Map/Info/Scene01701b/PathArea.tab	Share/Fight/Map/Info/Scene01701b/PathPosition.tab	Share/Fight/Map/Info/Scene01701b/PathLink.tab	0
Scene01702a	Assets/Product/Scene/ScenePrefab/Scene01702a.prefab	Share/Fight/Map/Info/Scene01702a/Size.tab	Share/Fight/Map/Info/Scene01702a/Area.tab	Share/Fight/Map/Info/Scene01702a/Position.tab				0
Scene01703	Assets/Product/Scene/ScenePrefab/Scene01703.prefab	Share/Fight/Map/Info/Scene01703/Size.tab	Share/Fight/Map/Info/Scene01703/Area.tab	Share/Fight/Map/Info/Scene01703/Position.tab	Share/Fight/Map/Info/Scene01703/PathArea.tab	Share/Fight/Map/Info/Scene01703/PathPosition.tab	Share/Fight/Map/Info/Scene01703/PathLink.tab	0
Scene01704	Assets/Product/Scene/ScenePrefab/Scene01704.prefab	Share/Fight/Map/Info/Scene01704/Size.tab	Share/Fight/Map/Info/Scene01704/Area.tab	Share/Fight/Map/Info/Scene01704/Position.tab	Share/Fight/Map/Info/Scene01704/PathArea.tab	Share/Fight/Map/Info/Scene01704/PathPosition.tab	Share/Fight/Map/Info/Scene01704/PathLink.tab	0
Scene01704c	Assets/Product/Scene/ScenePrefab/Scene01704c.prefab	Share/Fight/Map/Info/Scene01704c/Size.tab	Share/Fight/Map/Info/Scene01704c/Area.tab	Share/Fight/Map/Info/Scene01704c/Position.tab				0
Scene01705	Assets/Product/Scene/ScenePrefab/Scene01705.prefab	Share/Fight/Map/Info/Scene01705/Size.tab	Share/Fight/Map/Info/Scene01705/Area.tab	Share/Fight/Map/Info/Scene01705/Position.tab				0
Scene01705a	Assets/Product/Scene/ScenePrefab/Scene01705a.prefab	Share/Fight/Map/Info/Scene01705a/Size.tab	Share/Fight/Map/Info/Scene01705a/Area.tab	Share/Fight/Map/Info/Scene01705a/Position.tab				0
Scene01706	Assets/Product/Scene/ScenePrefab/Scene01706.prefab	Share/Fight/Map/Info/Scene01706/Size.tab	Share/Fight/Map/Info/Scene01706/Area.tab	Share/Fight/Map/Info/Scene01706/Position.tab				0
