MapId	HintTitle	StartRowAndCol	StartGridPercent	NextRowAndCol[1]	NextGridPercent[1]	NextRowAndCol[2]	NextGridPercent[2]	NextRowAndCol[3]	NextGridPercent[3]	NextRowAndCol[4]	NextGridPercent[4]	NextRowAndCol[5]	NextGridPercent[5]	NextRowAndCol[6]	NextGridPercent[6]	NextRowAndCol[7]	NextGridPercent[7]	NextRowAndCol[8]	NextGridPercent[8]	NextRowAndCol[9]	NextGridPercent[9]	NextRowAndCol[10]	NextGridPercent[10]	NextRowAndCol[11]	NextGridPercent[11]	NextRowAndCol[12]	NextGridPercent[12]	NextRowAndCol[13]	NextGridPercent[13]	NextRowAndCol[14]	NextGridPercent[14]	NextRowAndCol[15]	NextGridPercent[15]	NextRowAndCol[16]	NextGridPercent[16]	NextRowAndCol[17]	NextGridPercent[17]	NextRowAndCol[18]	NextGridPercent[18]	NextRowAndCol[19]	NextGridPercent[19]	NextRowAndCol[20]	NextGridPercent[20]	NextRowAndCol[21]	NextGridPercent[21]	NextRowAndCol[22]	NextGridPercent[22]	NextRowAndCol[23]	NextGridPercent[23]	NextRowAndCol[24]	NextGridPercent[24]
2310	Celica: Route record damaged. Restoration of key routes maximized. Please explore to complete the record.	3|3	0|0.5	3|5	0.5|0.5	5|5	0.5|0.5	7|4	0.33|0.66	7|8	0.66|0.66	4|8	0.66|0.5	4|3	0.5|0.5	2|3	0.5|0.5	2|6	0.5|0.5	1|6	0.5|0.5																														
2401	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	6|4	0.5|1	5|4	0.5|0.5	5|6	0.5|0.5	7|6	0.5|0.5	7|5	0.5|0.5	3|5	0.5|0.5	3|4	0.5|0.5	4|4	0.5|0.5																																		
2402	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	2|4	0.5|0	2|4	0.5|0.33	2|1	0.5|0.33	2|1	0.5|0.66	2|7	0.5|0.66	4|7	0.5|0.5	4|2	0.5|0.5	6|2	0.5|0.5	6|4	0.5|0.5	7|4	0.5|0.5	7|6	0.5|0.5																												
2403	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	5|2	0.5|0	7|2	0.5|0.5	7|4	0.5|0.5	6|4	0.5|0.66	6|1	0.33|0.66	4|1	0.33|0.33	4|4	0.5|0.33	4|4	0.5|0.66	4|1	0.66|0.66	6|1	0.66|0.33	6|6	0.5|0.33																												
2404	Celica: Route record damaged. Restoration of key routes maximized. Please explore to complete the record.	2|3	0|0.5	2|4	0.66|0.5	7|4	0.66|0.66	7|1	0.33|0.66	2|2	0|0	7|1	0.66|0.33	7|4	0.33|0.33	3|4	0.33|0.75	3|6	0.5|0.75	3|6	0.5|0.25	3|3	0.5|0.25	1|3	0.5|0.5																										
2405	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	4|3	0|0.5	4|4	0.5|0.5	3|4	0.5|0.66	3|3	0.66|0.66	7|3	0.66|0.5	7|3	0.33|0.5	3|3	0.33|0.33	3|7	0.5|0.33	6|7	0.5|0.5	6|6	0.5|0.5	3|6	0.5|0.66																												
2406	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	5|4	1|0.5	5|3	0.5|0.5	6|3	0.5|0.5	6|5	0.5|0.5	8|5	0.5|0.5	8|6	0.5|0.5	4|6	0.5|0.5	4|1	0.5|0.5	7|1	0.5|0.5	7|8	0.5|0.5	1|8	0.5|0.5	1|5	0.5|0.5	2|5	0.5|0.5																								
2407	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	3|2	1|0.5	3|1	0.5|0.5	6|1	0.5|0.5	6|6	0.5|0.5	2|6	0.5|0.5	2|2	0.5|0.5	5|2	0.5|0.5	5|7	0.5|0.5	4|7	0.5|0.5	4|8	0.5|0.5																														
2408	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	3|4	0|0.5	3|4	0.33|0.5	7|4	0.33|0.5	7|1	0.5|0.5	1|1	0.5|0.5	1|2	0.5|0.5	4|2	0.5|0.33	4|6	0.5|0.33	4|6	0.5|0.66	4|4	0.66|0.66																														
2409	Celica: Route record damaged. Restoration of key routes maximized. Please explore to complete the record.	3|1	0.25|1	2|1	0.25|0.33	2|7	0.5|0.33	4|4	0.33|0.5	5|4	0.33|0.33	5|1	0.66|0.33	5|1	0.66|0.66	5|8	0.5|0.66	6|8	0.5|0.5	6|5	0.66|0.5	1|1	0|0	2|5	0.33|0.66	2|1	0.5|0.66	7|1	0.5|0.5	7|3	0.5|0.5																				
2410	Celica: Route record damaged. Restoration of key routes maximized. Please explore to complete the record.	5|2	0.33|1	2|2	0.33|0.5	2|3	0.5|0.5	1|3	0.5|0.5	4|7	0.5|0.5	4|2	0.66|0.5	8|2	0.66|0.5	5|4	0.5|0.5	5|8	0.5|0.5	7|8	0.5|0.5																														
2501	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	4|6	0|0.5	4|7	0.5|0.5	6|7	0.5|0.5	6|3	0.5|0.5	6|2	0.5|0.5	3|2	0.5|0.5	3|4	0.5|0.5																																				
2502	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	8|2	0|0.5	8|2	0.5|0.5	6|2	0.5|0.5	6|4	0.5|0.5	7|4	0.5|0.5	7|7	0.5|0.5	4|7	0.5|0.5	4|3	0.5|0.5	4|1	0.5|0.5	2|1	0.5|0.5	2|3	0.5|0.5	2|7	0.5|0.5	1|7	0.5|0.5	1|8	0.5|0.5																						
2503	Celica: Route record damaged. Restoration of key routes maximized. Please explore to complete the record.	1|6	1|0.5	1|4	0.5|0.5	5|4	0.5|0.5	5|3	0.66|0.5	1|1	0|0	2|3	0.33|0.5	2|1	0.5|0.5	6|1	0.5|0.5	6|5	0.25|0.5	3|5	0.25|0.5	3|5	0.5|0.5	8|5	0.5|0.5	8|5	0.75|0.5	4|5	0.75|0.5	4|7	0.5|0.5	8|7	0.5|0.5																		
2504	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	6|4	0.5|1	4|4	0.5|0.5	4|7	0.5|0.5	5|7	0.5|0.5	5|5	0.5|0.5	2|5	0.5|0.5	2|3	0.5|0.5	5|3	0.5|0.5																																		
2505	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	5|4	0|0.5	5|4	0.25|0.5	1|4	0.25|0.66	1|4	0.5|0.66	6|4	0.5|0.5	6|4	0.75|0.5	3|4	0.75|0.5	3|5	0.5|0.5	1|5	0.5|0.5	1|2	0.5|0.5	4|2	0.5|0.5	4|6	0.5|0.5																										
2506	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	2|3	0.5|1	2|3	0.5|0.5	2|1	0.5|0.5	7|1	0.5|0.66	7|6	0.5|0.66	8|6	0.5|0.5	8|7	0.75|0.5	1|7	0.75|0.5	1|7	0.5|0.5	4|7	0.5|0.5	4|5	0.66|0.5	2|5	0.66|0.66	2|7	0.25|0.66	2|7	0.25|0.33	2|5	0.33|0.33	7|5	0.33|0.33																		
2507	Celica: Route record damaged. Restoration of key routes maximized. Please explore to complete the record.	2|2	0|0.5	2|3	0.5|0.5	1|3	0.5|0.5	3|2	0.5|0.5	3|6	0.33|0.5	1|7	0.5|0.5	8|7	0.5|0.5	8|4	0.5|0.5	7|4	0.5|0.5	7|6	0.5|0.5																														
2508	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	2|4	0.33|1	1|4	0.33|0.5	1|4	0.66|0.5	4|4	0.66|0.5	4|1	0.66|0.5	7|1	0.66|0.5	7|1	0.33|0.5	2|1	0.33|0.5	2|7	0.5|0.5	6|7	0.5|0.5	6|5	0.5|0.5																												
2509	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	3|2	1|0.5	3|2	0.5|0.5	2|2	0.5|0.5	2|5	0.5|0.5	4|5	0.5|0.5	4|1	0.5|0.5	7|1	0.5|0.5	7|6	0.5|0.5	4|6	0.5|0.5																																
2510	Celica: Route record damaged. Restoration of key routes maximized. Please explore to complete the record.	4|5	0.5|0	5|5	0.5|0.5	8|1	0.33|0.5	1|1	0.33|0.5	1|4	0.5|0.5	2|6	0.66|0.5	6|6	0.66|0.66	6|3	0.5|0.66	7|3	0.5|0.5	7|8	0.5|0.5																														
3101	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	6|2	0.5|1	2|2	0.5|0.5	2|7	0.5|0.5	7|7	0.5|0.5	7|5	0.5|0.5	4|5	0.5|0.5																																						
3102	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	6|3	0.5|1	3|3	0.5|0.5	3|7	0.33|0.5	7|7	0.33|0.5	7|7	0.66|0.5	4|7	0.66|0.5																																						
3103	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	4|4	1|0.5	4|1	0.5|0.5	6|1	0.5|0.5	6|7	0.5|0.5	7|7	0.5|0.5	7|8	0.5|0.5																																						
3104	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	6|2	0.5|1	5|2	0.5|0.5	5|6	0.5|0.5	3|6	0.5|0.5	3|4	0.5|0.5	6|4	0.5|0.5																																						
3105	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	5|7	0|0.5	5|7	0.5|0.5	8|7	0.5|0.5	8|3	0.5|0.5	2|3	0.5|0.5																																								
3106	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	4|3	0|0.5	4|4	0.5|0.5	6|4	0.5|0.33	6|7	0.5|0.33	6|7	0.5|0.66	6|3	0.5|0.66	3|3	0.5|0.5	3|6	0.5|0.5																																		
3107	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	2|4	0.66|1	1|4	0.66|0.5	1|4	0.33|0.5	4|4	0.33|0.5	4|1	0.5|0.5	2|1	0.5|0.5	2|7	0.5|0.5	7|7	0.5|0.5	7|5	0.5|0.5	6|5	0.5|0.5																														
3108	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	6|3	0.5|0	8|3	0.5|0.5	8|2	0.5|0.5	4|2	0.5|0.5	4|7	0.5|0.5	7|7	0.5|0.5	7|6	0.5|0.5	3|6	0.5|0.5	3|4	0.5|0.5																																
3201	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	1|4	1|0.5	1|2	0.5|0.5	4|2	0.5|0.5	4|7	0.5|0.5	6|7	0.5|0.5	6|2	0.5|0.5	7|2	0.5|0.5																																				
3202	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	3|1	0.5|0	3|1	0.5|0.5	3|5	0.5|0.5	2|5	0.5|0.5	2|4	0.5|0.5	4|4	0.5|0.5	4|3	0.5|0.5	6|3	0.5|0.5	6|5	0.5|0.5																																
3203	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	1|5	0.5|1	1|5	0.5|0.5	1|3	0.33|0.5	7|3	0.33|0.5	7|4	0.5|0.5	5|4	0.5|0.66	5|6	0.5|0.66	5|6	0.5|0.33	5|3	0.66|0.33	6|3	0.66|0.5																														
3204	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	7|3	0|0.5	7|3	0.5|0.5	3|3	0.5|0.5	3|6	0.5|0.5	6|6	0.5|0.5	6|5	0.5|0.5																																						
3205	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	2|1	0.5|0	2|1	0.5|0.5	2|6	0.5|0.5	1|6	0.5|0.5	1|8	0.5|0.5	7|8	0.5|0.5	7|3	0.5|0.5	4|3	0.5|0.5																																		
3206	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	7|6	0.5|1	7|6	0.5|0.5	7|5	0.5|0.5	6|5	0.5|0.5	4|5	0.5|0.66	4|8	0.5|0.66	4|8	0.5|0.33	4|7	0.5|0.33	1|7	0.5|0.5	1|2	0.5|0.5	7|2	0.5|0.5																												
3207	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	2|2	0|0.5	2|3	0.5|0.5	7|3	0.5|0.5	7|7	0.5|0.5	5|7	0.5|0.5	5|4	0.5|0.5	3|4	0.5|0.5																																				
3208	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	4|6	0|0.66	4|8	0.5|0.66	4|8	0.5|0.33	4|5	0.5|0.33	1|5	0.5|0.66	1|7	0.5|0.66	1|7	0.5|0.33	1|2	0.5|0.33	4|2	0.5|0.5	4|1	0.5|0.5	5|1	0.5|0.5																												
3301	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	6|7	0.5|1	2|7	0.5|0.5	2|5	0.5|0.5	7|5	0.5|0.5	7|2	0.5|0.5	2|2	0.5|0.5																																						
3302	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	6|4	0.5|1	6|4	0.5|0.75	6|7	0.5|0.75	6|7	0.5|0.5	6|3	0.5|0.5	6|3	0.5|0.25	6|7	0.5|0.25	3|7	0.5|0.5	3|3	0.5|0.5																																
3303	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	5|6	0|0.66	5|7	0.5|0.66	5|7	0.5|0.33	5|5	0.5|0.33	1|5	0.5|0.5	1|6	0.5|0.5	8|6	0.5|0.5	8|3	0.5|0.5	6|3	0.5|0.5	6|2	0.5|0.5																														
3304	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	1|5	0.5|1	1|5	0.5|0.66	1|3	0.66|0.66	4|3	0.66|0.5	4|7	0.5|0.5	3|7	0.5|0.5	3|3	0.33|0.5	1|3	0.33|0.33	1|5	0.5|0.33																																
3305	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	8|3	0|0.5	8|3	0.5|0.5	7|3	0.5|0.5	7|1	0.5|0.5	5|1	0.5|0.5	5|7	0.5|0.5	1|7	0.5|0.5	1|2	0.5|0.5																																		
3306	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	4|7	0.5|0	4|7	0.5|0.5	4|8	0.5|0.5	8|8	0.5|0.5	8|2	0.5|0.5	5|2	0.5|0.5	5|6	0.5|0.5	1|6	0.5|0.66	1|3	0.5|0.66	1|3	0.5|0.33	1|4	0.5|0.33																												
3307	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	3|3	1|0.5	3|1	0.5|0.5	5|1	0.5|0.5	5|6	0.5|0.5	3|6	0.5|0.5	3|7	0.5|0.5	1|7	0.5|0.5	1|4	0.5|0.5	8|4	0.5|0.5	8|3	0.5|0.5																														
3308	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	2|4	0.5|0	4|4	0.5|0.5	4|2	0.66|0.5	1|2	0.66|0.66	1|5	0.5|0.66	1|5	0.5|0.55	1|2	0.33|0.33	6|2	0.33|0.5	6|4	0.5|0.5	5|4	0.5|0.5	5|7	0.5|0.5																												
3401	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	6|7	0.66|1	3|7	0.66|0.5	3|7	0.33|0.5	4|7	0.33|0.66	4|2	0.5|0.66	4|2	0.5|0.33	4|3	0.5|0.33	3|3	0.5|0.5																																		
3402	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	7|2	0|0.5	7|2	0.33|0.5	2|2	0.33|0.5	2|2	0.66|0.5	4|2	0.66|0.5	4|4	0.5|0.5	3|4	0.5|0.33	3|8	0.5|0.33	3|8	0.5|0.66	3|7	0.5|0.66	5|7	0.5|0.5																												
3403	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	3|1	0.33|0	3|1	0.33|0.5	3|1	0.66|0.5	2|1	0.66|0.5	2|3	0.5|0.5	5|3	0.5|0.5	5|5	0.5|0.5	2|5	0.5|0.5	2|7	0.5|0.5	7|7	0.5|0.5	7|4	0.5|0.5	8|4	0.5|0.5																										
3404	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	3|6	0.5|1	1|6	0.5|0.5	1|8	0.5|0.5	2|8	0.5|0.5	2|4	0.5|0.5	1|4	0.5|0.5	1|1	0.5|0.5	5|1	0.5|0.5	5|2	0.5|0.5	4|2	0.5|0.5																														
3405	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	5|7	0.66|1	3|7	0.66|0.5	3|7	0.33|0.5	8|7	0.33|0.5	8|3	0.5|0.5	5|3	0.5|0.5	5|2	0.5|0.5	4|2	0.5|0.5	4|6	0.5|0.5																																
3406	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	1|5	0|0.5	1|7	0.5|0.5	8|7	0.5|0.5	8|1	0.5|0.5	2|1	0.5|0.5	2|8	0.5|0.5	3|8	0.5|0.5	3|4	0.5|0.5																																		
3407	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	7|3	0|0.33	7|4	0.5|0.33	7|4	0.5|0.66	7|1	0.5|0.66	4|1	0.5|0.5	4|3	0.5|0.5	1|3	0.5|0.5	1|6	0.5|0.5	3|6	0.5|0.5																																
3408	Celica: Rest assured, Commandant. The complete route record of this stage has been loaded for you.	6|7	0.5|0	8|7	0.5|0.5	8|8	0.5|0.5	6|8	0.5|0.5	6|3	0.5|0.5	1|3	0.5|0.5	1|1	0.5|0.5	2|1	0.5|0.5	2|4	0.5|0.5	5|4	0.5|0.33	5|7	0.5|0.33	5|7	0.5|0.66	5|6	0.5|0.66	7|6	0.5|0.5																						
1001	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	5|2	0.5|1	3|2	0.5|0.5	3|7	0.5|0.5	6|7	0.5|0.5																																										
1002	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	3|1	0.5|0	8|1	0.5|0.5	4|4	0.5|0.5	4|6	0.5|0.5	1|6	0.5|0.5	1|2	0.5|0.5	2|2	0.5|0.5																																				
1003	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	7|3	0|0.5	7|4	0.5|0.5	6|4	0.5|0.5	3|4	0.5|0.5	3|6	0.5|0.5	5|6	0.5|0.5	5|3	0.5|0.5																																				
1004	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	3|4	0.5|0	4|4	0.5|0.5	4|1	0.5|0.5	6|1	0.5|0.5	7|1	0.5|0.5	7|6	0.5|0.5	3|6	0.5|0.5																																				
1005	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	2|3	1|0.5	2|2	0.5|0.5	1|1	0.5|0.5	4|1	0.5|0.5	4|3	0.5|0.5	4|6	0.5|0.5	2|6	0.5|0.5																																				
1006	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	6|5	1|0.5	6|3	0.5|0.5	7|8	0.5|0.5	4|8	0.5|0.5	4|2	0.5|0.5	2|2	0.5|0.5	2|3	0.5|0.5	1|3	0.5|0.5																																		
1007	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	5|1	0.5|0	7|1	0.5|0.5	7|4	0.5|0.5	2|4	0.5|0.5	2|6	0.5|0.5	6|6	0.5|0.5																																						
1008	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	3|4	0|0	3|4	0|0	7|7	0.5|0.5	7|5	0.5|0.5	1|5	0.5|0.5	1|1	0.5|0.5	5|1	0.5|0.5	5|2	0.5|0.5	7|2	0.5|0.5																																
1009	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	4|8	0.5|1	4|8	0.5|0.5	4|5	0.5|0.5	1|5	0.5|0.5	1|7	0.5|0.5	8|7	0.5|0.5	8|6	0.5|0.5	2|6	0.5|0.5	2|2	0.5|0.5	7|2	0.5|0.5																														
1010	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	2|2	0|0.5	2|3	0.5|0.5	1|3	0.5|0.5	1|4	0.5|0.5	8|4	0.5|0.5	8|7	0.5|0.5	5|7	0.5|0.66	5|8	0.5|0.66	5|8	0.5|0.33	5|3	0.5|0.33	6|3	0.5|0.5	6|2	0.5|0.5	7|2	0.5|0.5																								
2001	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	6|2	0.5|1	5|2	0.5|0.5	5|6	0.5|0.5	4|6	0.5|0.5	4|4	0.5|0.5																																								
2002	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	5|2	0.5|1	5|2	0.5|0.5	5|6	0.5|0.5	7|6	0.5|0.5	7|3	0.5|0.5	3|3	0.5|0.5	3|5	0.5|0.5																																				
2003	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	7|2	0.33|1	4|2	0.33|0.5	1|1	0|0	4|2	0.66|0.5	4|8	0.5|0.5	1|8	0.5|0.5	1|2	0.5|0.5	2|2	0.5|0.5																																		
2004	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	4|3	1|0.5	4|2	0.5|0.5	6|2	0.5|0.5	6|1	0.5|0.5	7|1	0.5|0.5	7|7	0.5|0.5	2|7	0.5|0.5	2|4	0.5|0.5																																		
2005	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	2|2	0|0.5	2|3	0.5|0.5	1|3	0.5|0.5	1|4	0.5|0.5	6|4	0.5|0.5	6|8	0.5|0.5	1|8	0.5|0.5	1|6	0.5|0.5	5|6	0.5|0.5	5|7	0.5|0.5	3|7	0.5|0.5																												
2006	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	6|1	0.5|1	6|1	0.5|0.5	6|3	0.5|0.5	4|3	0.5|0.5	4|1	0.5|0.5	2|1	0.5|0.5	2|5	0.5|0.5	1|5	0.5|0.5	1|8	0.5|0.5	3|8	0.5|0.5	3|6	0.5|0.5	7|6	0.5|0.5	7|7	0.5|0.5	5|7	0.5|0.5																						
2007	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	2|8	0.5|1	1|8	0.5|0.5	8|3	0.5|0.5	7|3	0.5|0.5	7|1	0.5|0.5	4|1	0.5|0.5	4|6	0.5|0.5																																				
2008	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	8|1	1|0.66	8|1	0.33|0.66	6|1	0.33|0.5	6|1	0.66|0.5	8|1	0.66|0.33	8|6	0.5|0.33	3|6	0.5|0.5	2|5	0.5|0.5	2|3	0.5|0.5	1|3	0.5|0.5	1|1	0.5|0.5	2|1	0.5|0.5	2|2	0.5|0.5	8|2	0.5|0.66	8|5	0.5|0.66	7|5	0.5|0.5																		
2009	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	4|2	0|0.5	4|3	0.5|0.5	6|3	0.5|0.5	6|6	0.5|0.5	7|6	0.5|0.5	7|2	0.5|0.5	1|2	0.5|0.5	1|5	0.5|0.5	3|5	0.5|0.5																																
2010	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	2|6	0|0.5	2|7	0.33|0.5	1|5	0.5|0.5	8|5	0.5|0.33	4|3	0.5|0.5	4|1	0.66|0.5	7|1	0.66|0.5	7|1	0.33|0.5	2|1	0.33|0.5	2|2	0.5|0.5																														
3001	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	3|3	0|0.5	3|4	0.33|0.5	2|4	0.33|0.5	2|4	0.66|0.5	5|4	0.66|0.5	5|6	0.33|0.5	2|6	0.33|0.5	2|6	0.66|0.5	6|6	0.66|0.5	6|7	0.5|0.5																														
3002	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	6|3	0.5|1	5|3	0.5|0.66	5|2	0.5|0.66	5|2	0.5|0.33	5|5	0.5|0.33	7|5	0.5|0.5	7|7	0.5|0.5	2|7	0.5|0.5	2|4	0.5|0.5																																
3003	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	2|3	1|0.5	2|3	0.5|0.5	1|3	0.5|0.5	1|8	0.5|0.5	5|8	0.5|0.5	5|2	0.5|0.5	8|2	0.5|0.5	8|5	0.5|0.5	4|5	0.5|0.5	4|6	0.5|0.5	6|6	0.5|0.5	6|7	0.5|0.5	2|7	0.5|0.5																								
3004	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	5|3	0.66|1	4|3	0.66|0.5	4|3	0.33|0.5	6|3	0.33|0.5	6|2	0.5|0.5	3|2	0.5|0.66	3|6	0.33|0.66	3|6	0.33|0.33	3|1	0.5|0.33	7|1	0.5|0.5	7|7	0.5|0.5	2|7	0.5|0.5	2|6	0.66|0.5	5|6	0.66|0.5	5|4	0.5|0.5																				
3005	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	5|6	0.5|0	6|6	0.5|0.5	2|3	0.25|0.33	2|5	0.5|0.33	5|5	0.5|0.5	5|2	0.5|0.5	7|2	0.5|0.5	7|1	0.5|0.5																																		
3006	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	5|7	0|0.66	5|8	0.5|0.66	2|2	0|0	1|8	0.66|0.33	1|2	0.5|0.33	2|2	0.5|0.5	2|5	0.5|0.5	5|5	0.5|0.66	5|4	0.5|0.66																																
3007	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	3|5	0.5|1	2|5	0.5|0.66	2|7	0.5|0.66	1|4	0.5|0.5	1|2	0.5|0.5	8|2	0.5|0.5	1|1	0|0	8|4	0.5|0.5	2|4	0.5|0.33	2|5	0.5|0.33																														
3008	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	6|5	0|0.5	6|7	0.5|0.5	7|7	0.5|0.5	7|3	0.5|0.5	2|3	0.5|0.5	2|6	0.5|0.5	3|6	0.5|0.5	3|2	0.5|0.5	5|2	0.5|0.5																																
3009	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	4|1	1|0.5	4|1	0.66|0.5	6|1	0.66|0.33	6|4	0.5|0.33	2|4	0.5|0.5	2|3	0.5|0.5	6|3	0.5|0.66	6|1	0.33|0.66	4|1	0.33|0.5																																
3010	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	3|3	0|0.5	3|5	0.5|0.5	5|5	0.5|0.5	7|4	0.33|0.66	7|8	0.66|0.66	4|8	0.66|0.5	4|3	0.5|0.5	2|3	0.5|0.5	2|6	0.5|0.5	1|6	0.5|0.5																														
4001	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	6|4	0.5|1	5|4	0.5|0.5	5|6	0.5|0.5	7|6	0.5|0.5	7|5	0.5|0.5	3|5	0.5|0.5	3|4	0.5|0.5	4|4	0.5|0.5																																		
4002	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	2|4	0.5|0	2|4	0.5|0.33	2|1	0.5|0.33	2|1	0.5|0.66	2|7	0.5|0.66	4|7	0.5|0.5	4|2	0.5|0.5	6|2	0.5|0.5	6|4	0.5|0.5	7|4	0.5|0.5	7|6	0.5|0.5																												
4003	セリカ：本ステージのルート記録を読み込みました。安心してプレイしてください。	5|2	0.5|0	7|2	0.5|0.5	7|4	0.5|0.5	6|4	0.5|0.66	6|1	0.33|0.66	4|1	0.33|0.33	4|4	0.5|0.33	4|4	0.5|0.66	4|1	0.66|0.66	6|1	0.66|0.33	6|6	0.5|0.33																												
4004	セリカ：本ステージのルート記録が破損しています。一部の重要なルートは可能な限り復元しましたが、残りはご自身で探索していただくことになります。	2|3	0|0.5	2|4	0.66|0.5	7|4	0.66|0.66	7|1	0.33|0.66	2|2	0|0	7|1	0.66|0.33	7|4	0.33|0.33	3|4	0.33|0.75	3|6	0.5|0.75	3|6	0.5|0.25	3|3	0.5|0.25	1|3	0.5|0.5																										
