Id	SkillId	Level	ConditionId[1]	ConditionId[2]	ConditionId[3]	UseSkillPoint	UseCoin
1815	106321	13	60213			3	18000
1816	106321	14	60214			3	20000
1817	106321	15	60215			5	22000
1818	106321	16	60216			5	24000
1819	106321	17	60217			5	26000
1820	106321	18					
1821	106322		61002			3	25000
1822	106322	1	61002			3	25000
1823	106323	1	60301	61301		1	2000
1824	106323	2	60302	61302		1	3000
1825	106323	3	60303	61303		1	4000
1826	106323	4	60304	61304		1	5000
1827	106323	5	60305	61305		2	6000
1828	106323	6	60306	61306		2	7000
1829	106323	7	60307	61307		2	8000
1830	106323	8	60308	61308		2	9000
1831	106323	9	60309	61309		2	10000
1832	106323	10	60310	61310		3	12000
1833	106323	11	60311	61311		3	14000
1834	106323	12	60312	61312		3	16000
1835	106323	13	60313	61313		3	18000
1836	106323	14	60314	61314		3	20000
1837	106323	15	60315	61315		5	22000
1838	106323	16	60316	61316		5	24000
1839	106323	17	60317	61317		5	26000
1840	106323	18					
1841	106327		60411				
1842	106327	1	60411				
1843	106324		61004			5	50000
1844	106324	1	61004			5	50000
1845	106325		61005			7	75000
1846	106325	1	61005			7	75000
1847	106326		61006			10	100000
1848	106326	1	61006			10	100000
1849	101301	1	60001			1	2000
1850	101301	2	60002			1	3000
1851	101301	3	60003			1	4000
1852	101301	4	60004			1	5000
1853	101301	5	60005			2	6000
1854	101301	6	60006			2	7000
1855	101301	7	60007			2	8000
1856	101301	8	60008			2	9000
1857	101301	9	60009			2	10000
1858	101301	10	60010			3	12000
1859	101301	11	60011			3	14000
1860	101301	12	60012			3	16000
1861	101301	13	60013			3	18000
1862	101301	14	60014			3	20000
1863	101301	15	60015			5	22000
1864	101301	16	60016			5	24000
1865	101301	17	60017			5	26000
1866	101301	18					
1867	101306	1	60101			1	2000
1868	101306	2	60102			1	3000
1869	101306	3	60103			1	4000
1870	101306	4	60104			1	5000
1871	101306	5	60105			2	6000
1872	101306	6	60106			2	7000
1873	101306	7	60107			2	8000
1874	101306	8	60108			2	9000
1875	101306	9	60109			2	10000
1876	101306	10	60110			3	12000
1877	101306	11	60111			3	14000
1878	101306	12	60112			3	16000
1879	101306	13	60113			3	18000
1880	101306	14	60114			3	20000
1881	101306	15	60115			5	22000
1882	101306	16	60116			5	24000
1883	101306	17	60117			5	26000
1884	101306	18					
1885	101311	1	60201			1	2000
1886	101311	2	60202			1	3000
1887	101311	3	60203			1	4000
1888	101311	4	60204			1	5000
1889	101311	5	60205			2	6000
1890	101311	6	60206			2	7000
1891	101311	7	60207			2	8000
1892	101311	8	60208			2	9000
1893	101311	9	60209			2	10000
1894	101311	10	60210			3	12000
1895	101311	11	60211			3	14000
1896	101311	12	60212			3	16000
1897	101311	13	60213			3	18000
1898	101311	14	60214			3	20000
1899	101311	15	60215			5	22000
1900	101311	16	60216			5	24000
1901	101311	17	60217			5	26000
1902	101311	18					
1903	101316	1	60001			1	2000
1904	101316	2	60002			1	3000
1905	101316	3	60003			1	4000
1906	101316	4	60004			1	5000
1907	101316	5	60005			2	6000
1908	101316	6	60006			2	7000
1909	101316	7	60007			2	8000
1910	101316	8	60008			2	9000
1911	101316	9	60009			2	10000
1912	101316	10	60010			3	12000
1913	101316	11	60011			3	14000
1914	101316	12	60012			3	16000
1915	101316	13	60013			3	18000
1916	101316	14	60014			3	20000
1917	101316	15	60015			5	22000
1918	101316	16	60016			5	24000
1919	101316	17	60017			5	26000
1920	101316	18					
1921	101317	1	60101			1	2000
1922	101317	2	60102			1	3000
1923	101317	3	60103			1	4000
1924	101317	4	60104			1	5000
1925	101317	5	60105			2	6000
1926	101317	6	60106			2	7000
1927	101317	7	60107			2	8000
1928	101317	8	60108			2	9000
1929	101317	9	60109			2	10000
1930	101317	10	60110			3	12000
1931	101317	11	60111			3	14000
1932	101317	12	60112			3	16000
1933	101317	13	60113			3	18000
1934	101317	14	60114			3	20000
1935	101317	15	60115			5	22000
1936	101317	16	60116			5	24000
1937	101317	17	60117			5	26000
1938	101317	18					
1939	101318	1	60501			1	2000
1940	101318	2	60502			1	3000
1941	101318	3	60503			1	4000
1942	101318	4	60504			1	5000
1943	101318	5	60505			2	6000
1944	101318	6	60506			2	7000
1945	101318	7	60507			2	8000
1946	101318	8	60508			2	9000
1947	101318	9	60509			2	10000
1948	101318	10	60510			3	12000
1949	101318	11	60511			3	14000
1950	101318	12	60512			3	16000
1951	101318	13	60513			3	18000
1952	101318	14	60514			3	20000
1953	101318	15	60515			5	22000
1954	101318	16	60516			5	24000
1955	101318	17	60517			5	26000
1956	101318	18					
1957	101321	1	60201			1	2000
1958	101321	2	60202			1	3000
1959	101321	3	60203			1	4000
1960	101321	4	60204			1	5000
1961	101321	5	60205			2	6000
1962	101321	6	60206			2	7000
1963	101321	7	60207			2	8000
1964	101321	8	60208			2	9000
1965	101321	9	60209			2	10000
1966	101321	10	60210			3	12000
1967	101321	11	60211			3	14000
1968	101321	12	60212			3	16000
1969	101321	13	60213			3	18000
1970	101321	14	60214			3	20000
1971	101321	15	60215			5	22000
1972	101321	16	60216			5	24000
1973	101321	17	60217			5	26000
1974	101321	18					
1975	101322		61002			3	25000
1976	101322	1	61002			3	25000
1977	101323	1	60301	61301		1	2000
1978	101323	2	60302	61302		1	3000
1979	101323	3	60303	61303		1	4000
1980	101323	4	60304	61304		1	5000
1981	101323	5	60305	61305		2	6000
1982	101323	6	60306	61306		2	7000
1983	101323	7	60307	61307		2	8000
1984	101323	8	60308	61308		2	9000
1985	101323	9	60309	61309		2	10000
1986	101323	10	60310	61310		3	12000
1987	101323	11	60311	61311		3	14000
1988	101323	12	60312	61312		3	16000
1989	101323	13	60313	61313		3	18000
1990	101323	14	60314	61314		3	20000
1991	101323	15	60315	61315		5	22000
1992	101323	16	60316	61316		5	24000
1993	101323	17	60317	61317		5	26000
1994	101323	18					
1995	101327		60412				
1996	101327	1	60412				
1997	101324		61004			5	50000
1998	101324	1	61004			5	50000
1999	101325		61005			7	75000
2000	101325	1	61005			7	75000
2001	101326		61006			10	100000
2002	101326	1	61006			10	100000
2003	107301	1	60001			1	2000
2004	107301	2	60002			1	3000
2005	107301	3	60003			1	4000
2006	107301	4	60004			1	5000
2007	107301	5	60005			2	6000
2008	107301	6	60006			2	7000
2009	107301	7	60007			2	8000
2010	107301	8	60008			2	9000
2011	107301	9	60009			2	10000
2012	107301	10	60010			3	12000
2013	107301	11	60011			3	14000
2014	107301	12	60012			3	16000
2015	107301	13	60013			3	18000
2016	107301	14	60014			3	20000
2017	107301	15	60015			5	22000
2018	107301	16	60016			5	24000
2019	107301	17	60017			5	26000
2020	107301	18					
2021	107306	1	60101			1	2000
2022	107306	2	60102			1	3000
2023	107306	3	60103			1	4000
2024	107306	4	60104			1	5000
2025	107306	5	60105			2	6000
2026	107306	6	60106			2	7000
2027	107306	7	60107			2	8000
2028	107306	8	60108			2	9000
2029	107306	9	60109			2	10000
2030	107306	10	60110			3	12000
2031	107306	11	60111			3	14000
2032	107306	12	60112			3	16000
2033	107306	13	60113			3	18000
2034	107306	14	60114			3	20000
2035	107306	15	60115			5	22000
2036	107306	16	60116			5	24000
2037	107306	17	60117			5	26000
2038	107306	18					
2039	107311	1	60201			1	2000
2040	107311	2	60202			1	3000
2041	107311	3	60203			1	4000
2042	107311	4	60204			1	5000
2043	107311	5	60205			2	6000
2044	107311	6	60206			2	7000
2045	107311	7	60207			2	8000
2046	107311	8	60208			2	9000
2047	107311	9	60209			2	10000
2048	107311	10	60210			3	12000
2049	107311	11	60211			3	14000
2050	107311	12	60212			3	16000
2051	107311	13	60213			3	18000
2052	107311	14	60214			3	20000
2053	107311	15	60215			5	22000
2054	107311	16	60216			5	24000
2055	107311	17	60217			5	26000
2056	107311	18					
2057	107316	1	60001			1	2000
2058	107316	2	60002			1	3000
2059	107316	3	60003			1	4000
2060	107316	4	60004			1	5000
2061	107316	5	60005			2	6000
2062	107316	6	60006			2	7000
2063	107316	7	60007			2	8000
2064	107316	8	60008			2	9000
2065	107316	9	60009			2	10000
2066	107316	10	60010			3	12000
2067	107316	11	60011			3	14000
2068	107316	12	60012			3	16000
2069	107316	13	60013			3	18000
2070	107316	14	60014			3	20000
2071	107316	15	60015			5	22000
2072	107316	16	60016			5	24000
2073	107316	17	60017			5	26000
2074	107316	18					
2075	107317	1	60101			1	2000
2076	107317	2	60102			1	3000
2077	107317	3	60103			1	4000
2078	107317	4	60104			1	5000
2079	107317	5	60105			2	6000
2080	107317	6	60106			2	7000
2081	107317	7	60107			2	8000
2082	107317	8	60108			2	9000
2083	107317	9	60109			2	10000
2084	107317	10	60110			3	12000
2085	107317	11	60111			3	14000
2086	107317	12	60112			3	16000
2087	107317	13	60113			3	18000
2088	107317	14	60114			3	20000
2089	107317	15	60115			5	22000
2090	107317	16	60116			5	24000
2091	107317	17	60117			5	26000
2092	107317	18					
2093	107318	1	60501			1	2000
2094	107318	2	60502			1	3000
2095	107318	3	60503			1	4000
2096	107318	4	60504			1	5000
2097	107318	5	60505			2	6000
2098	107318	6	60506			2	7000
2099	107318	7	60507			2	8000
2100	107318	8	60508			2	9000
2101	107318	9	60509			2	10000
2102	107318	10	60510			3	12000
2103	107318	11	60511			3	14000
2104	107318	12	60512			3	16000
2105	107318	13	60513			3	18000
2106	107318	14	60514			3	20000
2107	107318	15	60515			5	22000
2108	107318	16	60516			5	24000
2109	107318	17	60517			5	26000
2110	107318	18					
2111	107321	1	60201			1	2000
2112	107321	2	60202			1	3000
2113	107321	3	60203			1	4000
2114	107321	4	60204			1	5000
2115	107321	5	60205			2	6000
2116	107321	6	60206			2	7000
2117	107321	7	60207			2	8000
2118	107321	8	60208			2	9000
2119	107321	9	60209			2	10000
2120	107321	10	60210			3	12000
2121	107321	11	60211			3	14000
2122	107321	12	60212			3	16000
2123	107321	13	60213			3	18000
2124	107321	14	60214			3	20000
2125	107321	15	60215			5	22000
2126	107321	16	60216			5	24000
2127	107321	17	60217			5	26000
2128	107321	18					
2129	107322		61002			3	25000
2130	107322	1	61002			3	25000
2131	107323	1	60301	61301		1	2000
2132	107323	2	60302	61302		1	3000
2133	107323	3	60303	61303		1	4000
2134	107323	4	60304	61304		1	5000
2135	107323	5	60305	61305		2	6000
2136	107323	6	60306	61306		2	7000
2137	107323	7	60307	61307		2	8000
2138	107323	8	60308	61308		2	9000
2139	107323	9	60309	61309		2	10000
2140	107323	10	60310	61310		3	12000
2141	107323	11	60311	61311		3	14000
2142	107323	12	60312	61312		3	16000
2143	107323	13	60313	61313		3	18000
2144	107323	14	60314	61314		3	20000
2145	107323	15	60315	61315		5	22000
2146	107323	16	60316	61316		5	24000
2147	107323	17	60317	61317		5	26000
2148	107323	18					
2149	107327		60413				
2150	107327	1	60413				
2151	107324		61004			5	50000
2152	107324	1	61004			5	50000
2153	107325		61005			7	75000
2154	107325	1	61005			7	75000
2155	107326		61006			10	100000
2156	107326	1	61006			10	100000
2157	105301	1	60001			1	2000
2158	105301	2	60002			1	3000
2159	105301	3	60003			1	4000
2160	105301	4	60004			1	5000
2161	105301	5	60005			2	6000
2162	105301	6	60006			2	7000
2163	105301	7	60007			2	8000
2164	105301	8	60008			2	9000
2165	105301	9	60009			2	10000
2166	105301	10	60010			3	12000
2167	105301	11	60011			3	14000
2168	105301	12	60012			3	16000
2169	105301	13	60013			3	18000
2170	105301	14	60014			3	20000
2171	105301	15	60015			5	22000
2172	105301	16	60016			5	24000
2173	105301	17	60017			5	26000
2174	105301	18					
2175	105306	1	60101			1	2000
2176	105306	2	60102			1	3000
2177	105306	3	60103			1	4000
2178	105306	4	60104			1	5000
2179	105306	5	60105			2	6000
2180	105306	6	60106			2	7000
2181	105306	7	60107			2	8000
2182	105306	8	60108			2	9000
2183	105306	9	60109			2	10000
2184	105306	10	60110			3	12000
2185	105306	11	60111			3	14000
2186	105306	12	60112			3	16000
2187	105306	13	60113			3	18000
2188	105306	14	60114			3	20000
2189	105306	15	60115			5	22000
2190	105306	16	60116			5	24000
2191	105306	17	60117			5	26000
2192	105306	18					
2193	105311	1	60201			1	2000
2194	105311	2	60202			1	3000
2195	105311	3	60203			1	4000
2196	105311	4	60204			1	5000
2197	105311	5	60205			2	6000
2198	105311	6	60206			2	7000
2199	105311	7	60207			2	8000
2200	105311	8	60208			2	9000
2201	105311	9	60209			2	10000
2202	105311	10	60210			3	12000
2203	105311	11	60211			3	14000
2204	105311	12	60212			3	16000
2205	105311	13	60213			3	18000
2206	105311	14	60214			3	20000
2207	105311	15	60215			5	22000
2208	105311	16	60216			5	24000
2209	105311	17	60217			5	26000
2210	105311	18					
2211	105316	1	60001			1	2000
2212	105316	2	60002			1	3000
2213	105316	3	60003			1	4000
2214	105316	4	60004			1	5000
2215	105316	5	60005			2	6000
2216	105316	6	60006			2	7000
2217	105316	7	60007			2	8000
2218	105316	8	60008			2	9000
2219	105316	9	60009			2	10000
2220	105316	10	60010			3	12000
2221	105316	11	60011			3	14000
2222	105316	12	60012			3	16000
2223	105316	13	60013			3	18000
2224	105316	14	60014			3	20000
2225	105316	15	60015			5	22000
2226	105316	16	60016			5	24000
2227	105316	17	60017			5	26000
2228	105316	18					
2229	105317	1	60101			1	2000
2230	105317	2	60102			1	3000
2231	105317	3	60103			1	4000
2232	105317	4	60104			1	5000
2233	105317	5	60105			2	6000
2234	105317	6	60106			2	7000
2235	105317	7	60107			2	8000
2236	105317	8	60108			2	9000
2237	105317	9	60109			2	10000
2238	105317	10	60110			3	12000
2239	105317	11	60111			3	14000
2240	105317	12	60112			3	16000
2241	105317	13	60113			3	18000
2242	105317	14	60114			3	20000
2243	105317	15	60115			5	22000
2244	105317	16	60116			5	24000
2245	105317	17	60117			5	26000
2246	105317	18					
2247	105318	1	60501			1	2000
2248	105318	2	60502			1	3000
2249	105318	3	60503			1	4000
2250	105318	4	60504			1	5000
2251	105318	5	60505			2	6000
2252	105318	6	60506			2	7000
2253	105318	7	60507			2	8000
2254	105318	8	60508			2	9000
2255	105318	9	60509			2	10000
2256	105318	10	60510			3	12000
2257	105318	11	60511			3	14000
2258	105318	12	60512			3	16000
2259	105318	13	60513			3	18000
2260	105318	14	60514			3	20000
2261	105318	15	60515			5	22000
2262	105318	16	60516			5	24000
2263	105318	17	60517			5	26000
2264	105318	18					
2265	105321	1	60201			1	2000
2266	105321	2	60202			1	3000
2267	105321	3	60203			1	4000
2268	105321	4	60204			1	5000
2269	105321	5	60205			2	6000
2270	105321	6	60206			2	7000
2271	105321	7	60207			2	8000
2272	105321	8	60208			2	9000
2273	105321	9	60209			2	10000
2274	105321	10	60210			3	12000
2275	105321	11	60211			3	14000
2276	105321	12	60212			3	16000
2277	105321	13	60213			3	18000
2278	105321	14	60214			3	20000
2279	105321	15	60215			5	22000
2280	105321	16	60216			5	24000
2281	105321	17	60217			5	26000
2282	105321	18					
2283	105322		61002			3	25000
2284	105322	1	61002			3	25000
2285	105323	1	60301	61301		1	2000
2286	105323	2	60302	61302		1	3000
2287	105323	3	60303	61303		1	4000
2288	105323	4	60304	61304		1	5000
2289	105323	5	60305	61305		2	6000
2290	105323	6	60306	61306		2	7000
2291	105323	7	60307	61307		2	8000
2292	105323	8	60308	61308		2	9000
2293	105323	9	60309	61309		2	10000
2294	105323	10	60310	61310		3	12000
2295	105323	11	60311	61311		3	14000
2296	105323	12	60312	61312		3	16000
2297	105323	13	60313	61313		3	18000
2298	105323	14	60314	61314		3	20000
2299	105323	15	60315	61315		5	22000
2300	105323	16	60316	61316		5	24000
2301	105323	17	60317	61317		5	26000
2302	105323	18					
2303	105327		60414				
2304	105327	1	60414				
2305	105324		61004			5	50000
2306	105324	1	61004			5	50000
2307	105325		61005			7	75000
2308	105325	1	61005			7	75000
2309	105326		61006			10	100000
2310	105326	1	61006			10	100000
2311	102301	1	60000			1	2000
2312	102301	2	60002			1	3000
2313	102301	3	60003			1	4000
2314	102301	4	60004			1	5000
2315	102301	5	60005			2	6000
2316	102301	6	60006			2	7000
2317	102301	7	60007			2	8000
2318	102301	8	60008			2	9000
2319	102301	9	60009			2	10000
2320	102301	10	60010			3	12000
2321	102301	11	60011			3	14000
2322	102301	12	60012			3	16000
2323	102301	13	60013			3	18000
2324	102301	14	60014			3	20000
2325	102301	15	60015			5	22000
2326	102301	16	60016			5	24000
2327	102301	17	60017			5	26000
2328	102301	18					
2329	102306	1	60101			1	2000
2330	102306	2	60102			1	3000
2331	102306	3	60103			1	4000
2332	102306	4	60104			1	5000
2333	102306	5	60105			2	6000
2334	102306	6	60106			2	7000
2335	102306	7	60107			2	8000
2336	102306	8	60108			2	9000
2337	102306	9	60109			2	10000
2338	102306	10	60110			3	12000
2339	102306	11	60111			3	14000
2340	102306	12	60112			3	16000
2341	102306	13	60113			3	18000
2342	102306	14	60114			3	20000
2343	102306	15	60115			5	22000
2344	102306	16	60116			5	24000
2345	102306	17	60117			5	26000
2346	102306	18					
2347	102311	1	60201			1	2000
2348	102311	2	60202			1	3000
2349	102311	3	60203			1	4000
2350	102311	4	60204			1	5000
2351	102311	5	60205			2	6000
2352	102311	6	60206			2	7000
2353	102311	7	60207			2	8000
2354	102311	8	60208			2	9000
2355	102311	9	60209			2	10000
2356	102311	10	60210			3	12000
2357	102311	11	60211			3	14000
2358	102311	12	60212			3	16000
2359	102311	13	60213			3	18000
2360	102311	14	60214			3	20000
2361	102311	15	60215			5	22000
2362	102311	16	60216			5	24000
2363	102311	17	60217			5	26000
2364	102311	18					
2365	102316	1	60001			1	2000
2366	102316	2	60002			1	3000
2367	102316	3	60003			1	4000
2368	102316	4	60004			1	5000
2369	102316	5	60005			2	6000
2370	102316	6	60006			2	7000
2371	102316	7	60007			2	8000
2372	102316	8	60008			2	9000
2373	102316	9	60009			2	10000
2374	102316	10	60010			3	12000
2375	102316	11	60011			3	14000
2376	102316	12	60012			3	16000
2377	102316	13	60013			3	18000
2378	102316	14	60014			3	20000
2379	102316	15	60015			5	22000
2380	102316	16	60016			5	24000
2381	102316	17	60017			5	26000
2382	102316	18					
2383	102317	1	60101			1	2000
2384	102317	2	60102			1	3000
2385	102317	3	60103			1	4000
2386	102317	4	60104			1	5000
2387	102317	5	60105			2	6000
2388	102317	6	60106			2	7000
2389	102317	7	60107			2	8000
2390	102317	8	60108			2	9000
2391	102317	9	60109			2	10000
2392	102317	10	60110			3	12000
2393	102317	11	60111			3	14000
2394	102317	12	60112			3	16000
2395	102317	13	60113			3	18000
2396	102317	14	60114			3	20000
2397	102317	15	60115			5	22000
2398	102317	16	60116			5	24000
2399	102317	17	60117			5	26000
2400	102317	18					
2401	102318	1	60501			1	2000
2402	102318	2	60502			1	3000
2403	102318	3	60503			1	4000
2404	102318	4	60504			1	5000
2405	102318	5	60505			2	6000
2406	102318	6	60506			2	7000
2407	102318	7	60507			2	8000
2408	102318	8	60508			2	9000
2409	102318	9	60509			2	10000
2410	102318	10	60510			3	12000
2411	102318	11	60511			3	14000
2412	102318	12	60512			3	16000
2413	102318	13	60513			3	18000
2414	102318	14	60514			3	20000
2415	102318	15	60515			5	22000
2416	102318	16	60516			5	24000
2417	102318	17	60517			5	26000
2418	102318	18					
2419	102321	1	60201			1	2000
2420	102321	2	60202			1	3000
2421	102321	3	60203			1	4000
2422	102321	4	60204			1	5000
2423	102321	5	60205			2	6000
2424	102321	6	60206			2	7000
2425	102321	7	60207			2	8000
2426	102321	8	60208			2	9000
2427	102321	9	60209			2	10000
2428	102321	10	60210			3	12000
2429	102321	11	60211			3	14000
2430	102321	12	60212			3	16000
2431	102321	13	60213			3	18000
2432	102321	14	60214			3	20000
2433	102321	15	60215			5	22000
2434	102321	16	60216			5	24000
2435	102321	17	60217			5	26000
2436	102321	18					
2437	102322		61002			3	25000
2438	102322	1	61002			3	25000
2439	102323	1	60301	61301		1	2000
2440	102323	2	60302	61302		1	3000
2441	102323	3	60303	61303		1	4000
2442	102323	4	60304	61304		1	5000
2443	102323	5	60305	61305		2	6000
2444	102323	6	60306	61306		2	7000
2445	102323	7	60307	61307		2	8000
2446	102323	8	60308	61308		2	9000
2447	102323	9	60309	61309		2	10000
2448	102323	10	60310	61310		3	12000
2449	102323	11	60311	61311		3	14000
2450	102323	12	60312	61312		3	16000
2451	102323	13	60313	61313		3	18000
2452	102323	14	60314	61314		3	20000
2453	102323	15	60315	61315		5	22000
2454	102323	16	60316	61316		5	24000
2455	102323	17	60317	61317		5	26000
2456	102323	18					
2457	102327		60415				
2458	102327	1	60415				
2459	102324		61004			5	50000
2460	102324	1	61004			5	50000
2461	102325		61005			7	75000
2462	102325	1	61005			7	75000
2463	102326		61006			10	100000
2464	102326	1	61006			10	100000
2465	109201	1	60000			1	2000
2466	109201	2	60002			1	3000
2467	109201	3	60003			1	4000
2468	109201	4	60004			1	5000
2469	109201	5	60005			2	6000
2470	109201	6	60006			2	7000
2471	109201	7	60007			2	8000
2472	109201	8	60008			2	9000
2473	109201	9	60009			2	10000
2474	109201	10	60010			3	12000
2475	109201	11	60011			3	14000
2476	109201	12	60012			3	16000
2477	109201	13	60013			3	18000
2478	109201	14	60014			3	20000
2479	109201	15	60015			5	22000
2480	109201	16	60016			5	24000
2481	109201	17	60017			5	26000
2482	109201	18					
2483	109206	1	60101			1	2000
2484	109206	2	60102			1	3000
2485	109206	3	60103			1	4000
2486	109206	4	60104			1	5000
2487	109206	5	60105			2	6000
2488	109206	6	60106			2	7000
2489	109206	7	60107			2	8000
2490	109206	8	60108			2	9000
2491	109206	9	60109			2	10000
2492	109206	10	60110			3	12000
2493	109206	11	60111			3	14000
2494	109206	12	60112			3	16000
2495	109206	13	60113			3	18000
2496	109206	14	60114			3	20000
2497	109206	15	60115			5	22000
2498	109206	16	60116			5	24000
2499	109206	17	60117			5	26000
2500	109206	18					
2501	109211	1	60201			1	2000
2502	109211	2	60202			1	3000
2503	109211	3	60203			1	4000
2504	109211	4	60204			1	5000
2505	109211	5	60205			2	6000
2506	109211	6	60206			2	7000
2507	109211	7	60207			2	8000
2508	109211	8	60208			2	9000
2509	109211	9	60209			2	10000
2510	109211	10	60210			3	12000
2511	109211	11	60211			3	14000
2512	109211	12	60212			3	16000
2513	109211	13	60213			3	18000
2514	109211	14	60214			3	20000
2515	109211	15	60215			5	22000
2516	109211	16	60216			5	24000
2517	109211	17	60217			5	26000
2518	109211	18					
2519	109216	1	60001			1	2000
2520	109216	2	60002			1	3000
2521	109216	3	60003			1	4000
2522	109216	4	60004			1	5000
2523	109216	5	60005			2	6000
2524	109216	6	60006			2	7000
2525	109216	7	60007			2	8000
2526	109216	8	60008			2	9000
2527	109216	9	60009			2	10000
2528	109216	10	60010			3	12000
2529	109216	11	60011			3	14000
2530	109216	12	60012			3	16000
2531	109216	13	60013			3	18000
2532	109216	14	60014			3	20000
2533	109216	15	60015			5	22000
2534	109216	16	60016			5	24000
2535	109216	17	60017			5	26000
2536	109216	18					
2537	109217	1	60101			1	2000
2538	109217	2	60102			1	3000
2539	109217	3	60103			1	4000
2540	109217	4	60104			1	5000
2541	109217	5	60105			2	6000
2542	109217	6	60106			2	7000
2543	109217	7	60107			2	8000
2544	109217	8	60108			2	9000
2545	109217	9	60109			2	10000
2546	109217	10	60110			3	12000
2547	109217	11	60111			3	14000
2548	109217	12	60112			3	16000
2549	109217	13	60113			3	18000
2550	109217	14	60114			3	20000
2551	109217	15	60115			5	22000
2552	109217	16	60116			5	24000
2553	109217	17	60117			5	26000
2554	109217	18					
2555	109218	1	60501			1	2000
2556	109218	2	60502			1	3000
2557	109218	3	60503			1	4000
2558	109218	4	60504			1	5000
2559	109218	5	60505			2	6000
2560	109218	6	60506			2	7000
2561	109218	7	60507			2	8000
2562	109218	8	60508			2	9000
2563	109218	9	60509			2	10000
2564	109218	10	60510			3	12000
2565	109218	11	60511			3	14000
2566	109218	12	60512			3	16000
2567	109218	13	60513			3	18000
2568	109218	14	60514			3	20000
2569	109218	15	60515			5	22000
2570	109218	16	60516			5	24000
2571	109218	17	60517			5	26000
2572	109218	18					
2573	109221	1	60201			1	2000
2574	109221	2	60202			1	3000
2575	109221	3	60203			1	4000
2576	109221	4	60204			1	5000
2577	109221	5	60205			2	6000
2578	109221	6	60206			2	7000
2579	109221	7	60207			2	8000
2580	109221	8	60208			2	9000
2581	109221	9	60209			2	10000
2582	109221	10	60210			3	12000
2583	109221	11	60211			3	14000
2584	109221	12	60212			3	16000
2585	109221	13	60213			3	18000
2586	109221	14	60214			3	20000
2587	109221	15	60215			5	22000
2588	109221	16	60216			5	24000
2589	109221	17	60217			5	26000
2590	109221	18					
2591	109222		61002			3	25000
2592	109222	1	61002			3	25000
2593	109223	1	60301	61301		1	2000
2594	109223	2	60302	61302		1	3000
2595	109223	3	60303	61303		1	4000
2596	109223	4	60304	61304		1	5000
2597	109223	5	60305	61305		2	6000
2598	109223	6	60306	61306		2	7000
2599	109223	7	60307	61307		2	8000
2600	109223	8	60308	61308		2	9000
2601	109223	9	60309	61309		2	10000
2602	109223	10	60310	61310		3	12000
2603	109223	11	60311	61311		3	14000
2604	109223	12	60312	61312		3	16000
2605	109223	13	60313	61313		3	18000
2606	109223	14	60314	61314		3	20000
2607	109223	15	60315	61315		5	22000
2608	109223	16	60316	61316		5	24000
2609	109223	17	60317	61317		5	26000
2610	109223	18					
2611	109227		60416				
2612	109227	1	60416				
2613	109224		61004			5	50000
2614	109224	1	61004			5	50000
2615	109225		61005			7	75000
2616	109225	1	61005			7	75000
2617	109226		61006			10	100000
2618	109226	1	61006			10	100000
2619	108301	1	60000			1	2000
2620	108301	2	60002			1	3000
2621	108301	3	60003			1	4000
2622	108301	4	60004			1	5000
2623	108301	5	60005			2	6000
2624	108301	6	60006			2	7000
2625	108301	7	60007			2	8000
2626	108301	8	60008			2	9000
2627	108301	9	60009			2	10000
2628	108301	10	60010			3	12000
2629	108301	11	60011			3	14000
2630	108301	12	60012			3	16000
2631	108301	13	60013			3	18000
2632	108301	14	60014			3	20000
2633	108301	15	60015			5	22000
2634	108301	16	60016			5	24000
2635	108301	17	60017			5	26000
2636	108301	18					
2637	108306	1	60101			1	2000
2638	108306	2	60102			1	3000
2639	108306	3	60103			1	4000
2640	108306	4	60104			1	5000
2641	108306	5	60105			2	6000
2642	108306	6	60106			2	7000
2643	108306	7	60107			2	8000
2644	108306	8	60108			2	9000
2645	108306	9	60109			2	10000
2646	108306	10	60110			3	12000
2647	108306	11	60111			3	14000
2648	108306	12	60112			3	16000
2649	108306	13	60113			3	18000
2650	108306	14	60114			3	20000
2651	108306	15	60115			5	22000
2652	108306	16	60116			5	24000
2653	108306	17	60117			5	26000
2654	108306	18					
2655	108311	1	60201			1	2000
2656	108311	2	60202			1	3000
2657	108311	3	60203			1	4000
2658	108311	4	60204			1	5000
2659	108311	5	60205			2	6000
2660	108311	6	60206			2	7000
2661	108311	7	60207			2	8000
2662	108311	8	60208			2	9000
2663	108311	9	60209			2	10000
2664	108311	10	60210			3	12000
2665	108311	11	60211			3	14000
2666	108311	12	60212			3	16000
2667	108311	13	60213			3	18000
2668	108311	14	60214			3	20000
2669	108311	15	60215			5	22000
2670	108311	16	60216			5	24000
2671	108311	17	60217			5	26000
2672	108311	18					
2673	108316	1	60001			1	2000
2674	108316	2	60002			1	3000
2675	108316	3	60003			1	4000
2676	108316	4	60004			1	5000
2677	108316	5	60005			2	6000
2678	108316	6	60006			2	7000
2679	108316	7	60007			2	8000
2680	108316	8	60008			2	9000
2681	108316	9	60009			2	10000
2682	108316	10	60010			3	12000
2683	108316	11	60011			3	14000
2684	108316	12	60012			3	16000
2685	108316	13	60013			3	18000
2686	108316	14	60014			3	20000
2687	108316	15	60015			5	22000
2688	108316	16	60016			5	24000
2689	108316	17	60017			5	26000
2690	108316	18					
2691	108317	1	60101			1	2000
2692	108317	2	60102			1	3000
2693	108317	3	60103			1	4000
