Id	PoolId	Weight	SkillId	Icon	Description	Name
241	2	100	119321	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Tactical Hacking
242	2	100	119322	Assets/Product/Texture/Image/IconSkill/R39Shexin1.png	Core Passive +1	Overclock Strike
243	2	100	119327	Assets/Product/Texture/Image/IconSkill/R39Shexin1.png	Class Skill Level +1	Support
244	1	100	120301	Assets/Product/Texture/Image/IconSkill/R3A2hong1.png	Red Orb Level +1	Vortex Barrage
245	1	100	120306	Assets/Product/Texture/Image/IconSkill/R3A2huang1.png	Yellow Orb Level +1	Pursuit
246	1	100	120311	Assets/Product/Texture/Image/IconSkill/R3A2lan1.png	Blue Orb Level +1	A140: Gravity
247	1	100	120316	Assets/Product/Texture/Image/IconSkill/R3A2pugong1.png	Basic Attack Level +1	Impale
248	2	100	120317	Assets/Product/Texture/Image/IconSkill/R3A2dazhao1.png	Signature Move Level + 1	Signature - Berserk
249	2	100	120318	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Trigram Assault
250	2	100	120321	Assets/Product/Texture/Image/IconSkill/R3A2hexin1.png	Core Passive +1	Prototype
251	2	100	120323	Assets/Product/Texture/Image/IconSkill/R3A2hexin1.png	Class Skill Level +1	Tank
252	1	100	121201	Assets/Product/Texture/Image/IconSkill/R2Wanshihong1.png	Red Orb Level +1	Frost Spin
253	1	100	121206	Assets/Product/Texture/Image/IconSkill/R2Wanshihuang1.png	Yellow Orb Level +1	Baseline Control
254	1	100	121211	Assets/Product/Texture/Image/IconSkill/R2Wanshilan1.png	Blue Orb Level +1	Frost Explosion
255	1	100	121216	Assets/Product/Texture/Image/IconSkill/wanshipugong1.png	Basic Attack Level +1	Frost Wings
256	2	100	121217	Assets/Product/Texture/Image/IconSkill/R2Wanshidazhao1.png	Signature Move Level + 1	Signature - Zero Point Bloom
257	2	100	121218	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Hypnotic Gift
258	2	100	121221	Assets/Product/Texture/Image/IconSkill/R2Wanshihexin1.png	Core Passive +1	Cold Snap
259	2	100	121223	Assets/Product/Texture/Image/IconSkill/R2Wanshihexin1.png	Class Skill Level +1	Support
260	1	100	153301	Assets/Product/Texture/Image/IconSkill/R3Sailinnahong1.png	Red Orb Level +1	Roaring Thunder
261	1	100	153306	Assets/Product/Texture/Image/IconSkill/R3Sailinnahuang1.png	Yellow Orb Level +1	Lightning Spiccato
262	1	100	153311	Assets/Product/Texture/Image/IconSkill/R3Sailinnalan1.png	Blue Orb Level +1	Sonic Vortex
263	1	100	153316	Assets/Product/Texture/Image/IconSkill/sailinnapugong1.png	Basic Attack Level +1	Dancing Stroke
264	2	100	153317	Assets/Product/Texture/Image/IconSkill/R3Sailinnadazhao1.png	Signature Move Level + 1	Tempest Finale
265	2	100	153318	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Nightingale Strike
266	2	100	153321	Assets/Product/Texture/Image/IconSkill/R3Sailinnahexin1.png	Core Passive +1	Tertian
267	2	100	153323	Assets/Product/Texture/Image/IconSkill/R3Sailinnahexin1.png	Class Skill Level +1	Vanguard
268	1	100	112301	Assets/Product/Texture/Image/IconSkill/R3Kuluomuhong1.png	Red Orb Level +1	Reverse Aurora
269	1	100	112306	Assets/Product/Texture/Image/IconSkill/R3Kuluomuhuang1.png	Yellow Orb Level +1	Icy Flow
270	1	100	112311	Assets/Product/Texture/Image/IconSkill/R3Kuluomulan1.png	Blue Orb Level +1	Glacial Slash
271	1	100	112316	Assets/Product/Texture/Image/IconSkill/R3Kuluomupugong1.png	Basic Attack Level +1	Arctic Edge
272	2	100	112317	Assets/Product/Texture/Image/IconSkill/R3Kuluomudazhao1.png	Signature Move Level + 1	Signature - Rime Blast
273	2	100	112318	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Chilling Dawn
274	2	100	112321	Assets/Product/Texture/Image/IconSkill/R3Kuluomuhexin1.png	Core Passive +1	Frost Origin
275	2	100	112323	Assets/Product/Texture/Image/IconSkill/R3Kuluomuhexin1.png	Class Skill Level +1	Tank
276	1	100	122201	Assets/Product/Texture/Image/IconSkill/R3Twentyonehong1.png	Red Orb Level +1	Nightfall Realm
277	1	100	122206	Assets/Product/Texture/Image/IconSkill/R3Twentyonehuang1.png	Yellow Orb Level +1	Dusk Bladewheel
278	1	100	122211	Assets/Product/Texture/Image/IconSkill/R3Twentyonelan1.png	Blue Orb Level +1	Cluster Recursion
279	1	100	122216	Assets/Product/Texture/Image/IconSkill/twentyonepugong1.png	Basic Attack Level +1	Prism Barrage
280	2	100	122217	Assets/Product/Texture/Image/IconSkill/R3Twentyone1.png	Signature Move Level + 1	Signature - Shadow Prism Collapse
281	2	100	122218	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Twilight Shackles
282	2	100	122221	Assets/Product/Texture/Image/IconSkill/R3Twentyonehexin1.png	Core Passive +1	Shadow Prism Agglomerate
283	2	100	122223	Assets/Product/Texture/Image/IconSkill/R3Twentyonehexin1.png	Class Skill Level +1	Tank
284	1	100	113301	Assets/Product/Texture/Image/IconSkill/R3Weilahong1.png	Red Orb Level +1	Reaper Sweep
285	1	100	113306	Assets/Product/Texture/Image/IconSkill/R3Weilahuang1.png	Yellow Orb Level +1	Lightning Fury
286	1	100	113311	Assets/Product/Texture/Image/IconSkill/R3Weilalan1.png	Blue Orb Level +1	Thunderflash Stab
287	1	100	113316	Assets/Product/Texture/Image/IconSkill/weilapugong1.png	Basic Attack Level +1	Spear Dance
288	2	100	113317	Assets/Product/Texture/Image/IconSkill/R3Weiladazhao1.png	Signature Move Level + 1	Signature - Shining Piercer
289	2	100	113318	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Victorious War Flag
290	2	100	113321	Assets/Product/Texture/Image/IconSkill/R3Weilahexin1.png	Core Passive +1	Lightning Fall
291	2	100	113323	Assets/Product/Texture/Image/IconSkill/R3Weilahexin1.png	Class Skill Level +1	Tank
292	1	100	154301	Assets/Product/Texture/Image/IconSkill/R2Luolanhong1.png	Red Orb Level +1	Swirling Flames
293	1	100	154306	Assets/Product/Texture/Image/IconSkill/R2Luolanhuang1.png	Yellow Orb Level +1	Smoldering Kick
294	1	100	154311	Assets/Product/Texture/Image/IconSkill/R2Luolanlan1.png	Blue Orb Level +1	Hot Pursuit
295	1	100	154316	Assets/Product/Texture/Image/IconSkill/luolanpugong1.png	Basic Attack Level +1	Deceptive Performance
296	2	100	154317	Assets/Product/Texture/Image/IconSkill/R2Luolandazhao1.png	Signature Move Level + 1	Apex of Trickery
297	2	100	154318	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Astounding Fireworks
298	2	100	154321	Assets/Product/Texture/Image/IconSkill/R2Luolanhexin1.png	Core Passive +1	Art of Deception
299	2	100	154323	Assets/Product/Texture/Image/IconSkill/R2Luolanhexin1.png	Class Skill Level +1	Vanguard
300	1	100	103401	Assets/Product/Texture/Image/IconSkill/R4Lifuhong1.png	Red Orb Level +1	Zodiacal Grace
301	1	100	103406	Assets/Product/Texture/Image/IconSkill/R4Lifuhuang1.png	Yellow Orb Level +1	Holywings Mass
302	1	100	103411	Assets/Product/Texture/Image/IconSkill/R4Lifulan1.png	Blue Orb Level +1	Withering Gospel
303	1	100	103416	Assets/Product/Texture/Image/IconSkill/R4Lifupugong1.png	Basic Attack Level +1	Psalm from Afar
304	2	100	103417	Assets/Product/Texture/Image/IconSkill/R4Lifudazhao1.png	Signature Move Level + 1	Signature - Sea of Sangharama
305	2	100	103418	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Hymn to Guidance
306	2	100	103421	Assets/Product/Texture/Image/IconSkill/R4Lifuhexin1.png	Core Passive +1	Ode for Everlight
307	2	100	103423	Assets/Product/Texture/Image/IconSkill/R4Lifuhexin1.png	Class Skill Level +1	Amplifier
308	1	100	153401	Assets/Product/Texture/Image/IconSkill/R4Sailinnahong1.png	Red Orb Level +1	Butterflies' Serenade
309	1	100	153406	Assets/Product/Texture/Image/IconSkill/R4Sailinnahuang1.png	Yellow Orb Level +1	Ruinous March
310	1	100	153411	Assets/Product/Texture/Image/IconSkill/R4Sailinnalan1.png	Blue Orb Level +1	Nebula Rondo
311	1	100	153416	Assets/Product/Texture/Image/IconSkill/R4Sailinnapugong1.png	Basic Attack Level +1	Andante Strike
312	2	100	153417	Assets/Product/Texture/Image/IconSkill/R4Sailinnadazhao1.png	Signature Move Level + 1	Dream Cosmos Suite
313	2	100	153418	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Lingering Bladesong
314	2	100	153421	Assets/Product/Texture/Image/IconSkill/R4Sailinnahexin1.png	Core Passive +1	Phantasia
315	2	100	153423	Assets/Product/Texture/Image/IconSkill/R4Sailinnahexin1.png	Class Skill Level +1	Amplifier
316	1	100	155301	Assets/Product/Texture/Image/IconSkill/R2Pulaohong1.png	Red Orb Level +1	Magpie Cut
317	1	100	155306	Assets/Product/Texture/Image/IconSkill/R2Pulaohuang1.png	Yellow Orb Level +1	Dragon Impact
318	1	100	155311	Assets/Product/Texture/Image/IconSkill/R2Pulaolan1.png	Blue Orb Level +1	Abyss Kick
319	1	100	155316	Assets/Product/Texture/Image/IconSkill/R2Pulaopugong1.png	Basic Attack Level +1	Dragon Strike
320	2	100	155317	Assets/Product/Texture/Image/IconSkill/R2Pulaodazhao1.png	Signature Move Level + 1	Spirit Blade Dance
321	2	100	155318	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Blade Summon
322	2	100	155321	Assets/Product/Texture/Image/IconSkill/R2Pulaohexin1.png	Core Passive +1	Snow Dragon
323	2	100	155323	Assets/Product/Texture/Image/IconSkill/R2Pulaohexin1.png	Class Skill Level +1	Vanguard
324	1	100	105401	Assets/Product/Texture/Image/IconSkill/R4Yongyechaohong1.png	Red Orb Level +1	Scorching Whirlwind
325	1	100	105406	Assets/Product/Texture/Image/IconSkill/R4Yongyechaohuang1.png	Yellow Orb Level +1	Quantum Compression Shot
326	1	100	105411	Assets/Product/Texture/Image/IconSkill/R4Yongyechaolan1.png	Blue Orb Level +1	Flame Bombing
327	1	100	105416	Assets/Product/Texture/Image/IconSkill/R4Yongyechaopugong1.png	Basic Attack Level +1	Mega Sawblade Slash
328	2	100	105417	Assets/Product/Texture/Image/IconSkill/R4Yongyechaodazhao1.png	Signature Move Level + 1	Gigabyte Star Strike
329	2	100	105418	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Haven-Shaking Power
330	2	100	105421	Assets/Product/Texture/Image/IconSkill/R4Yongyechaohexin1.png	Core Passive +1	Soul of Molten Steel
331	2	100	105423	Assets/Product/Texture/Image/IconSkill/R4Yongyechaohexin1.png	Class Skill Level +1	Tank
332	1	100	156301	Assets/Product/Texture/Image/IconSkill/R2Hakamahong1.png	Red Orb Level +1	Gravity Matrix
333	1	100	156306	Assets/Product/Texture/Image/IconSkill/R2Hakamahuang1.png	Yellow Orb Level +1	Frostbite Leap
334	1	100	156311	Assets/Product/Texture/Image/IconSkill/R2Hakamalan1.png	Blue Orb Level +1	Chain Reflection
335	1	100	156316	Assets/Product/Texture/Image/IconSkill/R2Hakamapugong1.png	Basic Attack Level +1	Sinusoidal Blade
336	2	100	156317	Assets/Product/Texture/Image/IconSkill/R2Hakamadazhao1.png	Signature Move Level + 1	Frost-Treated Blade
337	2	100	156318	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Snowfall
338	2	100	156321	Assets/Product/Texture/Image/IconSkill/R2Hakamahexin1.png	Core Passive +1	Huntress' Command
339	2	100	156323	Assets/Product/Texture/Image/IconSkill/R2Hakamahexin1.png	Class Skill Level +1	Vanguard
340	1	100	107401	Assets/Product/Texture/Image/IconSkill/R4Kalieninahong1.png	Red Orb Level +1	Comet Propulsion
341	1	100	107406	Assets/Product/Texture/Image/IconSkill/R4Kalieninahuang1.png	Yellow Orb Level +1	Gravity Beacon
342	1	100	107411	Assets/Product/Texture/Image/IconSkill/R4Kalieninalan1.png	Blue Orb Level +1	Meteor Track
343	1	100	107416	Assets/Product/Texture/Image/IconSkill/R4Kalieninapugong1.png	Basic Attack Level +1	Meteor Hammer
344	2	100	107417	Assets/Product/Texture/Image/IconSkill/R4Kalieninadazhao1.png	Signature Move Level + 1	Starshatter Horizon
345	2	100	107418	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Dawn Fall
346	2	100	107421	Assets/Product/Texture/Image/IconSkill/R4Kalieninahexin1.png	Core Passive +1	Space Walk
347	2	100	107423	Assets/Product/Texture/Image/IconSkill/R4Kalieninahexin1.png	Class Skill Level +1	Tank
348	1	100	157301	Assets/Product/Texture/Image/IconSkill/R2Nuoanhong1.png	Red Orb Level +1	Cyclone Downburst
349	1	100	157306	Assets/Product/Texture/Image/IconSkill/R2Nuoanhuang1.png	Yellow Orb Level +1	Laws of Magnetic Storm
350	1	100	157311	Assets/Product/Texture/Image/IconSkill/R2Nuoanlan1.png	Blue Orb Level +1	Sparkle Night Thunderclap
351	1	100	157316	Assets/Product/Texture/Image/IconSkill/R2Nuoanpugong1.png	Basic Attack Level +1	Musou Blades
352	2	100	157317	Assets/Product/Texture/Image/IconSkill/R2Nuoandazhao1.png	Signature Move Level + 1	End of Night
353	2	100	157318	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Photon Firefly
354	2	100	157321	Assets/Product/Texture/Image/IconSkill/R2Nuoanhexin1.png	Core Passive +1	Rising Key
355	2	100	157323	Assets/Product/Texture/Image/IconSkill/R2Nuoanhexin1.png	Class Skill Level +1	Vanguard
356	1	100	104401	Assets/Product/Texture/Image/IconSkill/R4Biankahong1.png	Red Orb Level +1	Piercing Thorns
357	1	100	104406	Assets/Product/Texture/Image/IconSkill/R4Biankahuang1.png	Yellow Orb Level +1	Conviction
358	1	100	104411	Assets/Product/Texture/Image/IconSkill/R4Biankalan1.png	Blue Orb Level +1	Etching Whirl
359	1	100	104416	Assets/Product/Texture/Image/IconSkill/R4Biankapugong1.png	Basic Attack Level +1	Tri-Candela Staffsword
360	2	100	104417	Assets/Product/Texture/Image/IconSkill/R4Biankadazhao1.png	Signature Move Level + 1	Blade Abyss
361	2	100	104418	Assets/Product/Texture/Image/IconSkill/QTE1.png	QTE Level +1	Divine Judgment
362	2	100	104421	Assets/Product/Texture/Image/IconSkill/R4Biankahexin1.png	Core Passive +1	Glowing Lanternlight
363	2	100	104423	Assets/Product/Texture/Image/IconSkill/R4Biankahexin1.png	Class Skill Level +1	Attacker
