Id	Name	Code	BackGround	Icon	DetailIcon	BuffId	Limit	BossHead	Desc[1]	Desc[2]	SubLevelBg
30190103	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill04.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	104	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190104	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	105	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190105	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill06.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	106	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190110	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	101	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190111	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	102	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190112	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	103	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190113	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill04.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	104	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190114	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	105	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190115	Low Viral Intensity Region	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill06.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	106	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190060	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190061	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	102	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190062	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	103	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190063	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill04.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	104	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190064	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	105	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190065	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill06.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	106	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190030	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190031	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	102	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190032	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	103	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190033	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill04.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	104	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190034	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	105	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190035	Dead Zone	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill06.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	106	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190140	Siege Target	HXQ-021	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	101	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190150	Siege Target	HXQ-077	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	102	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190201	Siege Target	HXQ-022	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	101	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1LamiyaMd010001.png	Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190202	Siege Target	HXQ-023	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	102	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1AolajiangMd010001.png	Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190203	Siege Target	HXQ-024	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	102	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1AolajiangMd010002.png	Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190204	Siege Target	HXQ-025	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	102	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1VoodooMd010001.png	Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190205	Siege Target	HXQ-026	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	102	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>	Assets/Product/Texture/Image/UiArchiveMonsterHead/Mb1XigeluenMd010001.png	Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190206	Special Dispatch Area	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190207	Special Dispatch Area	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190208	Special Dispatch Area	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190209	Special Dispatch Area	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190210	Special Dispatch Area	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190211	Siege Target	HXQ-027	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	102	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MelodyhuaxuMd10001.png	Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190212	Siege Target	HXQ-028	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZBoss02.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon03.png	102	<color=#1E90FF>Randomly deploy initial S-Rank Omniframes</color>	Assets/Product/Texture/Image/UiArchiveMonsterHead/HeadMb1MajiyaweiliMd010001.png	Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBoss.png
30190213	Regular Zone	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	105	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190214	Regular Zone	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	105	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190215	Regular Zone	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	105	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190216	Special Dispatch Area	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190217	Special Dispatch Area	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190218	Special Dispatch Area	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190219	Special Dispatch Area	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190220	Special Dispatch Area	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190221	Special Dispatch Area	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190222	Special Dispatch Area	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190223	Special Dispatch Area	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190224	Special Dispatch Area	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190225	Special Dispatch Area	GND-0	Assets/Product/Texture/Image/UiGuild/UiGuildBossXZGuan04.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill01.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon02.png	101	<color=#FF4500>Deploy random Uniframes with the Finisher Gauge decreasing 30% faster.</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleRed.png
30190226	Regular Zone	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	105	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190227	Regular Zone	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	105	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190228	Regular Zone	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	105	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190229	Regular Zone	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	105	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190230	Regular Zone	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	105	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190231	Regular Zone	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	105	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
30190232	Regular Zone	DND-0	Assets/Product/Texture/Image/UiGuild/UiGuildiBossXZGuan05.png	Assets/Product/Texture/Image/UiGuild/IconGuildSkill05.png	Assets/Product/Texture/Atlas/UiGuild/UiGuildBossGQicon01.png	105	<color=#1E90FF>Randomly deploy initial A, B-Rank Omniframes</color>		Triggers the skill after saving successfully for the first time.	Deals damage based on the difference if the Battle Points break the record.	Assets/Product/Texture/Image/UiGuild/UiGuildiBossBgTitleBlue.png
