Id	Type	Title	Desc	ImageUrl	Weight	
72	20016	Zero-Point Reactor II	During the Golden Age, a number of zero-point reactors were constructed by humanity in order to realize superluminal travel. As the exploration for zero-point energy was about to reach its final phase, the Punishing Virus suddenly emerged inside the vacuum chamber of the first zero-point reactor at ultrahigh density and spread across the world.\nHowever, Atlantis, presumably due to its different research progress or direction, managed to terminate the experiments on its reactor immediately after the Punishing Virus had surged out of the first zero-point reactor. Having adjusted its research direction, Atlantis has preserved its reactor to this day.	Assets/Product/Texture/Image/BgUi/BgFightLoading35.png	30	
73	20017	Unidentified Twins I	A humanoid being given birth by the Hetero-Hive Mother.\nWith extraordinary individual performance and Intelligence Level.\nThe most evolved and purest Punishing Virus creature among the known Hetero-Creatures.	Assets/Product/Texture/Image/BgUi/BgFightLoading36.png	30	
74	20017	Unidentified Twins II	Their appearance is just a signal.\nA symbol that the trial presented by the Punishing Virus against human beings has gone up to a new level.\nA reminder that human beings are still living in the shadow of disasters as long as there is Punishing Virus on Earth.	Assets/Product/Texture/Image/BgUi/BgFightLoading36.png	30	
75	20018	Happy New Year!	Happy New Year	Assets/Product/Texture/Image/BgUi/BgFightLoading39.png	30	
76	30001	Venus Splash Park	Venus Splash Park is a cinema-themed water park built by Shome Group situated on a small island in the Caribbean.\nThe construction of the Venus Splash Park was largely in part due to support from the World Government's integration plan.\nThe splash park is lavishly designed, with a giant bionic Shark-speare statue as a symbol of the park.\nDue to various reason, the park never officially began operation and only opened when the Ascendants unsealed its firmly shut doors.	Assets/Product/Texture/Image/BgUi/BgFightLoading20.jpg	30	
77	40001			Assets/Product/Texture/Image/BgUi/BgLamiya.png	30	
78	40002	Hetero Tower I	The Hetero Tower is formed by a high concentration of Punishing Virus with its cause of formation and process unknown. No detectors can find out its interior structure. Even the exterior structure detected via optical observation might not be the reality. However, based on the result of the gravity wave detection, there might be numerous folded spaces in it, which becomes more pronounced as the tower rises until it peaks at the highest point.	Assets/Product/Texture/Image/BgUi/BgFightLoading44.png	30	
79	40002	Hetero Tower II	And at the supposed "top of the tower" electromagnetic radiations were once observed with a wavelength almost similar to red visible light, which would contaminate the Mind Beacon of any human it touches. Although the degree of contamination varies based on the strength of the target's Mind Beacon, the light would make all living humans immerse in endless madness when it covers the entire planet.	Assets/Product/Texture/Image/BgUi/BgFightLoading44.png	30	1
80	40002			Assets/Product/Texture/Image/BgUi/BgFightLoading46.png	30	
81	40003	Hetero Tower I	The Hetero Tower is formed by a high concentration of Punishing Virus with its cause of formation and process unknown. No detectors can find out its interior structure. Even the exterior structure detected via optical observation might not be the reality. However, based on the result of the gravity wave detection, there might be numerous folded spaces in it, which becomes more pronounced as the tower rises until it peaks at the highest point.	Assets/Product/Texture/Image/BgUi/BgFightLoading44.png	30	
82	40003	Hetero Tower II	And at the supposed "top of the tower" electromagnetic radiations were once observed with a wavelength almost similar to red visible light, which would contaminate the Mind Beacon of any human it touches. Although the degree of contamination varies based on the strength of the target's Mind Beacon, the light would make all living humans immerse in endless madness when it covers the entire planet.	Assets/Product/Texture/Image/BgUi/BgFightLoading44.png	30	
83	40003	Primal Projection	Empty entities created by reflections from numerous dimensions. Shapeless and soulless, these entities were gathered together by the changing causality at the top of the Hetero Tower with a small part of their power projected here to question the race that attempts to knock on the door—humanity.	Assets/Product/Texture/Image/BgUi/BgFightLoading45.png	30	
84	40004	Winter Landscape		Assets/Product/Texture/Image/BgUi/BgFightLoading48.png	30	
85	40005	The Hunters in the Snow		Assets/Product/Texture/Image/BgUi/BgFightLoading49.png	30	
86	40006	Le Reve		Assets/Product/Texture/Image/BgUi/BgFightLoading50.png	30	
87	40007	Marius at Minturnae		Assets/Product/Texture/Image/BgUi/BgFightLoading51.png	30	
88	40008	Ophelia		Assets/Product/Texture/Image/BgUi/BgFightLoading52.png	30	
89	40009	Knight, Death, and the Devil		Assets/Product/Texture/Image/BgUi/BgFightLoading53.png	30	
90	40010	The Nightmare		Assets/Product/Texture/Image/BgUi/BgFightLoading54.png	30	
91	40011	The Raft of the Medusa		Assets/Product/Texture/Image/BgUi/BgFightLoading55.png	30	
92	40012	The Battle of San Romano		Assets/Product/Texture/Image/BgUi/BgFightLoading56.png	30	
93	40013	Wanderer above the Sea of Fog		Assets/Product/Texture/Image/BgUi/BgFightLoading57.png	30	
94	40014	The Realist		Assets/Product/Texture/Image/BgUi/BgFightLoading58.png	30	
95	40015	The Persistence of Memory		Assets/Product/Texture/Image/BgUi/BgFightLoading59.png	30	
96	40016	Lieder ohne Worte		Assets/Product/Texture/Image/BgUi/BgFightLoading60.png	30	
99	1901	United Command Bureau	To respond to the abnormal Punishing Virus signals, Babylonia has sent for multiple commandants to develop tactical strategies and carry out combat drills in the United Command Bureau.	Assets/Product/Texture/Image/BgUi/BgFightLoadingUiGuildDorm01.png	30	
