Id	SkillId	Level	ConditionId[1]	ConditionId[2]	ConditionId[3]	CostItem[1]	CostItemCount[1]	CostItem[2]	CostItemCount[2]	CostItem[3]	CostItemCount[3]	CostItem[4]	CostItemCount[4]
571	153329	2	7201			1	60000	33001	10	12	5		
572	153329	3	7201			1	60000	33001	10	12	5		
573	153329	4	7201			1	60000	33001	10	12	5		
574	153329	5	7201			1	60000	33001	10	12	5		
575	153329	6	7201			1	60000	33001	10	12	5		
576	153329	7	7201			1	60000	33001	10	12	5		
577	153329	8	7201			1	60000	33001	10	12	5		
578	153329	9	7201			1	60000	33001	10	12	5		
579	153329	10	7201			1	60000	33001	10	12	5		
580	153329	11	7201			1	60000	33001	10	12	5		
581	153329	12	7201			1	60000	33001	10	12	5		
582	153329	13	7201			1	60000	33001	10	12	5		
583	153329	14	7201			1	60000	33001	10	12	5		
584	153329	15	7201			1	60000	33001	10	12	5		
585	153329	16	7201			1	60000	33001	10	12	5		
586	153329	17	7201			1	60000	33001	10	12	5		
587	153329	18											
588	153330	0	7322			1	400000	33008	25	33001	75	12	30
589	153330	1											
590	153331	0	7324			1	400000	33008	25	33001	75	12	30
591	153331	1											
592	153332	0	7326			1	400000	33008	25	33001	75	12	30
593	153332	1											
