Id	Name	Desc	ConsumeId	ConsumeCount	RewardId	MailId	MailCount	DailyRewardId	DailyRewardCount	PrePurchaseId	ConditionId[1]	ConditionId[2]	TimeToEffectStr	TimeToInvalidStr	ShelvesType	ShelvesDays	BuyLimitTimes	BuyLimitType	BuyLimitParam	Icon	FashionLabel	IsSellOutShow	Tag	UiType	Priority	LogType	NormalDiscountStr	DiscountShowStr	DiscountItemId[1]	DiscountItemCount[1]	DiscountValue[1]	DiscountBeginTimeStr[1]	DiscountEndTimeStr[1]	DiscountItemId[2]	DiscountItemCount[2]	DiscountValue[2]	DiscountBeginTimeStr[2]	DiscountEndTimeStr[2]	SignInId	ConvertSwitch	CanMultiply	PayKeySuffix
1111	終焉の福音イベント開発パック	終焉の福音イベント開発パック	5	168	90116								2020/12/24 10:00	2021/1/7 9:59			1	0		UIFakeAscension9			14	5	7948	3																
1112	陣営応援選択パック	陣営応援選択パック	3	300	90130								2020/11/21 12:00	2020/11/25 23:59			1	0		UIYazhu01			14	5	7947	4																
1113	陣営応援追加パック	陣営応援追加パック	3	50	90131					1112			2020/11/21 12:00	2020/11/25 23:59			4	0		UIYazhu02			14	5	7946	4																
1114	ホーリーアンセム	恩賜-ビアンカ·真理	5	40	90132								2020/12/5 10:00	2021/1/2 9:59			10	0		UIFakeAscension10			14	7	7945	3																
1115	終焉の福音特典イベント支援パック	終焉の福音特典イベント支援パック	5	648	90133								2020/12/5 10:00	2021/1/2 9:59			1	0		UIFakeAscension11			14	5	7944	3																
1116	クリスマスの約束‐リーフ·闇蝕	一周年復刻：リーフ·闇蝕塗装‐クリスマスの約束	5	220	6310107								2020/12/24 10:00	2021/1/7 9:59			1	0		UioPifu45			15	7	7943	3	1#3100	3.1														
1117	コラボ予告開発券パック-10日	1日1枚支給×10日間	5	68		90053	10						2020/12/24 10:00	2021/1/7 9:59			1	0		UIFakeAscension12			14	5	7942	3																
1118	新年祝賀武器支援パック	新年祝賀武器支援パック	5	328	90110								2021/1/1 10:00	2021/1/15 9:59			1	0		UIFakeAscension14			14	5	7940	3																
1119	コラボ予告上級開発パック	コラボ予告上級開発パック	5	128	90134								2021/1/1 10:00	2021/1/15 9:59			3	0		UIFakeAscension13			14	5	7941	3																
1120	Kaine的装束-2B	2B的涂装-Kaine的装束	5	98	90135								2021/2/4 10:00	2021/3/4 9:59			1	0		UINier2B			15	8	7942	3	1#7000	7														
1121	寄渊残响特典初级研发黑盒	寄渊残响特典初级研发黑盒	5	38	90136								2021/1/8 10:00	2021/1/28 9:59			2	0		UINier1			14	5	7936	3																
1122	寄渊残响特典中级研发黑盒	寄渊残响特典中级研发黑盒	5	128	90137								2021/1/8 10:00	2021/1/28 9:59			1	0		UINier2			14	5	7937	3																
1123	寄渊残响特典高级研发黑盒	寄渊残响特典高级研发黑盒	5	328	90138								2021/1/8 10:00	2021/1/28 9:59			1	0		UINier3			14	5	7938	3																
1124	寄渊残响武器研发共鸣组合包	寄渊残响武器研发共鸣组合包	5	328	90139								2021/1/8 10:00	2021/1/28 9:59			1	0		UINier4			14	5	7939	3																
1125	寄渊残响A2碎片补给包	寄渊残响A2碎片补给包	5	30	90140								2021/1/8 10:00	2021/2/4 9:59			1	0		UINier5			14	5	7933	3																
1126	寄渊残响9S碎片组合支援盒	寄渊残响9S碎片组合支援盒	5	328	90141								2021/1/8 10:00	2021/3/4 9:59			1	0		UINier6			14	5	7934	3																
1127	寄渊残响A2碎片组合支援盒	寄渊残响A2碎片组合支援盒	5	328	90142								2021/1/8 10:00	2021/3/4 9:59			1	0		UINier7			14	5	7935	3																
1128	青曲戏园家具图纸礼包	青曲戏园家具图纸礼包	5	20	90143								2021/1/8 10:00	2021/2/24 9:59						UINier8			14	7	7942	3																
1129	青曲戏园家具套装组合包	青曲戏园家具套装组合包	5	68	90144								2021/1/8 10:00	2021/2/24 9:59			1	0		UINier9			14	7	7943	3																
1130	青曲戏园家具模板套装组合包	青曲戏园家具模板套装组合包	5	68	90145								2021/1/8 10:00	2021/2/24 9:59			1	0		UINier10			14	7	7944	3																
1131	寄渊残响2B碎片组合支援盒	寄渊残响2B碎片组合支援盒	5	328	90147								2021/2/4 10:00	2021/3/4 9:59			1	0		UINier11			14	5	7928	3																
1132	岁辞候福特典初级研发黑盒	岁辞候福特典初级研发黑盒	5	38	90136								2021/2/4 10:00	2021/2/24 9:59			2	0		UINier12			14	5	7929	3																
1133	岁辞候福特典中级研发黑盒	岁辞候福特典中级研发黑盒	5	128	90137								2021/2/4 10:00	2021/2/24 9:59			1	0		UINier13			14	5	7930	3																
1134	岁辞候福特典高级研发黑盒	岁辞候福特典高级研发黑盒	5	328	90138								2021/2/4 10:00	2021/2/24 9:59			1	0		UINier14			14	5	7931	3																
1135	岁辞候福武器研发共鸣组合包	岁辞候福武器研发共鸣组合包	5	328	90139								2021/2/4 10:00	2021/2/24 9:59			1	0		UINier15			14	5	7932	3																
1136	新春颂献礼包	新春颂献礼包	5	68									2021/2/4 10:00	2021/2/24 9:59			1	0		UINier16			14	5	7926	3																
1137	熹年贺岁特典礼盒	熹年贺岁特典礼盒	5	648									2021/2/4 10:00	2021/2/24 9:59			1	0		UINier17			14	5	7927	3																
1138	粉樱-武器涂装	粉樱-武器涂装	5	40	90069								2021/2/4 10:00	2021/2/24 9:59			1	0		UICheng02			15	8	7940	3	1#7000	7														
1139	星瀚云渺-武器涂装	星瀚云渺-武器涂装	5	40	90148								2021/2/4 10:00	2021/2/24 9:59			1	0		UINier18			15	8	7939	3	1#7000	7														
1140	红绡春榭涂装组合包	红绡春榭涂装组合包	5	240	90149								2021/2/4 10:00	2021/2/24 9:59			1	0		UINier19			15	8	7938	3	1#7000	7														
83011	塗装選択パック				2000070								2020/12/23 5:00				1	0		Jp_Libao1				7	30100	3																2Goods2400
83012	サイバー家具図面パック				2000071												1	0		Jp_Libao2				7	30250	3																2Goods650
83013	カフェ風家具図面パック				2000013												1	0		Jp_Libao3				7	30350	3																3Goods650
83014	カフェ風家具フルパック				2000015												1	0		Jp_Libao4				7	30300	3																2Furniture1600
83015	Lv25応援パック				2000030						8000		2021/2/4 10:00	2021/2/24 9:59			1	0		Jp_Libao5				6	11100	3																Goods120
83016	Lv35応援パック				2000019					83015	8001		2021/2/4 10:00	2021/2/24 9:59			1	0		Jp_Libao6				6	11300	3																Goods490
83017	Lv45応援パック				2000021					83016	8002		2021/2/4 10:00	2021/2/24 9:59			1	0		Jp_Libao7				6	11500	3																Goods610
83018	Lv55応援パック				2000023					83017	8003		2021/2/4 10:00	2021/2/24 9:59			1	0		Jp_Libao8				6	11700	3																Goods980
83019	週間カードA	1日1セット支給×7日間				13000050	7						2021/2/4 10:00	2021/2/24 9:59				2	7	Jp_WeeksCardA		1		13		2																WeekPs610
83020	週間カードB	1日1セット支給×7日間				13000060	7						2021/2/4 10:00	2021/2/24 9:59				2	7	Jp_WeeksCardB		1		13		2																1weeks610
83021	初心者武器開発パック	1日1枚支給×10日間			2000024	13000070	10										1	0		UioWDrew			2	5	10000	3																1Goods650
83022	月間星6意識パック				2000025								2021/2/4 10:00	2021/2/24 9:59			3	1	10004	UiLieche05		1		5	10200	3																Goods730
83023	初心者開発パック				2000026												2	0		Jp_Libao9				5	10100	3																1Goods1000
83024	初心者5日パス	1日1セット支給×5日間				13000080	5						2021/2/4 10:00	2021/2/24 9:59			1	0		Jp_DaysCard5				14	13000	3																1Days1840
83025	初心者お得パック				2000027								2021/2/4 10:00	2021/2/24 9:59			1	0		Jp_Libao10				5	11000	3																Goods1600
83026	限定武器開発パック				2000028												1	0		Jp_Libao11				5	10650	3																1Goods2200
83027	週間お得パック				2000029								2021/2/4 10:00	2021/2/24 9:59			1	1	10001	Jp_Libao12		1		5	12000	3																2Goods1220
83028	月間カードA	1日1回自動で受取×30日間			2000058			2000102	30									3	30	Card		1	1	2		2																1Goods800
83029	月間カードB	1日1回配布x30日間			2000032	13000100	30											2	30	Jp_MonthsCardA		1	1	2		2																1Goods1500
83042	週間無料補給パック				2000049												1	1	10001	UioWeek		1	10	6	5000																	
83043	月間特別武器開発パック				2000054												1	1	10004	UioWDMouth		1	1	5	10700	3																1Goods3000
83044	月間特別構造体開発パック				2000055												1	1	10004	UioCDMouth2		1	1	5	10600	3																1Goods2400
83045	塗装設計図パック				2000056															UioSkinD		0		7	30500	3																4Goods650
83046	ネジパック				2000057															UioFCoin		0		7	50500	3																2Goods3000
83047	週間育成パック				2000059								2021/2/4 10:00	2021/2/24 9:59			1	1	10001	UioXingjia		1		6	10800	3																1Goods1220
83048	月間塗装設計図パック				2000060												1	1	10004	UioPifuM		1		7	30500	3																1Goods1800
83049	塗装パック-銀庭の花冠				2000061												1	0		UioLifu		1		8	30000	3																2Goods800
83050	サイバー家具フルパック				2000062												1	0		UioNF				7	30200	3																1Furniture1600
83051	新人指揮官への祝福	1日1セット支給×5日間				13400420	5										1	0		JP_Libao1059			1	5	10900	3																1Goods480
83072	X'mas家具フルパック				2000181								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao21				7	1003	3																1Furniture2440
83073	X'mas家具図面パック				2000185								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao22				7	1004	3																1Furniture1220
83074	極地アプデ血清パック				2000187								2020/12/23 5:00	2021/1/27 4:59			2	0		Jp_Libao23			14	5	2003	3																1Goods490
83075	極地アプデ構造体パック				2000188								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao24			14	5	2001	3																1Goods2940
83076	極地アプデ武器開発パック				2000189								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao25			14	5	2002	3																2Goods2940
83077	雪夜の苺ちゃん塗装パック				2000190								2020/12/24 0:00	2020/12/31 23:59			1	0		Jp_Libao26			14	7	1001	3																1Furniture4040
83078	新年構造体開発券パック				2000191								2021/1/1 0:00	2021/1/7 23:59			1	0		Jp_Libao27			1	5	1501	3																3Goods2940
83079	新年武器開発券パック				2000192								2021/1/1 0:00	2021/1/7 23:59			1	0		Jp_Libao28			1	5	1502	3																4Goods2940
83080	新年基本パック				2000193								2021/1/1 0:00	2021/1/7 23:59			2	0		Jp_Libao29			1	5	1503	3																2Goods2440
83081	新年選択Aパック				2000194								2021/1/1 0:00	2021/1/7 23:59			1	0		Jp_Libao34			1	5	1504	3																3Goods1220
83082	新年賽銭お得パック				2000195								2021/1/1 0:00	2021/1/7 23:59			2	0		Jp_Libao30			1	7	1002	3																Goods1840
83083	新年5日パック	1日1セット支給×5日間			2000196	13000110	5						2021/1/1 0:00	2021/1/7 23:59			1	0		Jp_Libao31			14	5	1505	3																1Goods1600
83084	茶館の家具フルパック				2000202								2021/1/27 11:00	2021/2/22 4:59			1	0		Uiojiaju48			14	7	1011	3																1Furniture2440
83085	茶館の家具図面パック				2000204								2021/1/27 11:00	2021/2/22 4:59			1	0		Uiojiaju47			14	7	1012	3																1Furniture1220
83086	黒星アプデ血清パック				2000206								2021/1/27 11:00	2021/2/22 4:59			2	0		Jp_Libao43			14	5	2004	3																1Goods730
83087	黒星アプデ特別パック				2000207								2021/1/27 11:00	2021/2/22 4:59			1	0		Jp_Libao41			14	5	2001	3																1Goods2940
83088	黒星アプデ武器パック				2000208								2021/1/27 11:00	2021/2/22 4:59			1	0		Jp_Libao42			14	5	2002	3																2Goods2940
83089	爆裂新年塗装パック				2000209								2021/2/8 0:00	2021/2/21 23:59			1	0		Jp_Chunjie			14	7	1002	3																Skin1220
83090	サバイバルゲームパック				2000210								2021/1/27 11:00	2021/2/4 23:59			1	0		Jp_Libao44			14	7	1003	3																1Skin2580
83091	冒険家塗装パック				2000211								2021/1/27 11:00	2021/2/4 23:59			1	0		Jp_Libao45			14	7	1004	3																2Shop2580
83092	暗闇の先兵塗装パック				2000212								2021/1/27 11:00	2021/2/4 23:59			1	0		Jp_Libao46			14	7	1005	3																3Shop2580
83093	終わりの旅路塗装パック				2000213								2021/1/27 11:00	2021/2/4 23:59			1	0		Jp_Libao47			14	7	1006	3																1Furniture4040
83094	雪解百合塗装パック				2000214								2021/2/14 0:00	2021/2/20 23:59			1	0		Jp_Libao50			14	7	1001	3																1Furniture4040
83095	バレンタインギフトパック				2000215								2021/2/14 0:00	2021/2/20 23:59			2	0		Jp_Libao51			14	5	2006	3																2Goods610
83096	黒星アプデ基本パック				2000216								2021/1/27 11:00	2021/2/22 4:59			1	0		Jp_Libao48			14	5	2003	3																1Skin2440
83097	旧正月パック				2000217								2021/2/8 0:00	2021/2/21 23:59			2	0		Jp_Libao49			14	5	2005	3																1Goods1480
83098	バレンタイン5日パス	1日1セット支給×5日間				13000120	5						2021/2/14 0:00	2021/2/20 23:59			1	0		Jp_DaysCard5_1				14	1	3																1Goods1840
85900	新年賽銭パック-1回				2000197								2021/1/1 0:00	2021/1/7 23:59						Jp_Libao32				7	1006	3																1Goods370
85901	新年賽銭パック-5回				2000198								2021/1/1 0:00	2021/1/7 23:59						Jp_Libao33				7	1005	3																2Goods1600
83099	2320円特製パックA				2000122								2021/1/1 0:00	2021/1/7 23:59			1	0		Jp_Libao14				6	230001	3																7Shop2320
83100	2580円特製パックE				2000123								2008/12/1 5:00	2009/12/1 5:00			1	0		Jp_Libao14				6	230002	3																8Shop2580
83101	2580円特製パックF				2000124								2008/12/1 5:00	2009/12/1 5:00			1	0		Jp_Libao14				6	230003	3																9Shop2580
83111	列車アプデ血清パック				2000219								2021/2/22 11:00	2021/4/1 4:59			2	0		Jp_Libao60			14	5	2004																	1Goods730
83112	列車アプデ特別パック				2000220								2021/2/22 11:00	2021/4/1 4:59			1	0		Jp_Libao61			14	5	2001																	1Goods2940
83113	列車アプデ武器パック				2000221								2021/2/22 11:00	2021/4/1 4:59			1	0		Jp_Libao62			14	5	2002																	2Goods2940
83114	エデンの休日塗装パック				2000222								2021/3/11 0:00	2021/3/17 23:59			1	0		UioPifu56			14	7	1005																	Skin1220
83115	ホワイトデー5日パス	1日1セット支給×5日間				13000130	5						2021/3/11 0:00	2021/3/17 23:59			1	0		Jp_DaysCard5_2				14	1																	2Goods2080
83116	ホワイトデー塗装パック				2000223								2021/3/11 0:00	2021/3/17 23:59			3	0		Jp_Libao63			14	7	1009																	2Skin860
83117	ホワイトデーの騎士パック				2000224								2021/3/11 0:00	2021/3/17 23:59			3	0		Jp_Libao64			14	5	1998																	3Goods1220
83118	ホワイトデーの姫パック				2000225								2021/3/11 0:00	2021/3/17 23:59			3	0		Jp_Libao65			14	5	1999																	4Goods1220
83119	砂上の星空塗装パック				2000226								2021/2/23 0:00	2021/3/1 23:59			1	0		Jp_Libao66			14	7	1006																	1Skin2580
83120	零時の契約塗装パック				2000227								2021/3/1 0:00	2021/3/7 23:59			1	0		Jp_Libao67			14	7	1004																	2Shop2580
83121	雪国風家具フルパック				2000228								2021/2/22 11:00	2021/4/1 4:59			1	0		Jp_Libao72			14	7	1007																	1Furniture2440
83122	雪国風家具図面パック				2000230								2021/2/22 11:00	2021/4/1 4:59			1	0		UiLieche03			14	7	1008																	1Furniture1220
83123	列車アプデ基本パック				2000232								2021/2/22 11:00	2021/4/1 4:59			1	0		Jp_Libao68			14	5	2003																	2Goods2440
83124	起動日パック-灰羽·爆裂				2000233								2021/3/2 0:00	2021/3/2 23:59			1	0		Jp_Libao69			14	7	1001																	1Skin2320
83125	起動日パック-灰羽·灼熱				2000234								2021/3/2 0:00	2021/3/2 23:59			1	0		Jp_Libao70			14	7	1002																	2Skin2320
83126	起動日パック-鬼装神機				2000235								2021/3/2 0:00	2021/3/2 23:59			1	0		Jp_Libao71			14	7	1003																	3Skin2320
83127	夜航アプデ血清パック				2000219								2021/4/1 11:00	2021/4/26 4:59			2	0		Jp_Libao72_1			14	5	2004																	1Goods730
83128	夜航アプデ基本パック				2000232								2021/4/1 11:00	2021/4/26 4:59			1	0		Jp_Libao73			14	5	2003																	2Goods2440
83129	夜航アプデ特別パック				2000220								2021/4/1 11:00	2021/4/26 4:59			1	0		Jp_Libao74			14	5	2001																	1Goods2940
83130	夜航アプデ武器パック				2000221								2021/4/1 11:00	2021/4/26 4:59			1	0		Jp_Libao75			14	5	2002																	2Goods2940
83131	夜航アプデ5日パス	1日1セット支給×5日間				13000140	5						2021/4/1 11:00	2021/4/26 4:59			1	0		Jp_DaysCard5_3				14	1																	2Goods2080
83132	ボードゲーム家具フルパック				2000238								2021/4/26 11:00	2021/6/1 23:59			1	0		Jp_JiajuLibao1			14	7	1007	101																1Furniture2440
83133	ボードゲーム家具図面パック				2000241								2021/4/26 11:00	2021/6/1 23:59			1	0		Jp_JiajuLibao2			14	7	1008	101																1Furniture1220
83134	朧の死神塗装パック				2000244								2021/4/2 0:00	2021/4/7 23:59			1	0		Jp_Libao76			14	7	1006																	4Skin2320
83135	幽趣佳境塗装パック				2000245								2021/4/1 11:00	2021/4/7 23:59			1	0		Jp_Libao77			14	7	1004																	2Skin4900
83136	九龍商会構造体パック				2000246								2021/4/19 0:00	2021/4/26 9:59			2	0		Jp_Libao78			14	5	1991																	2Goods1480
83137	九龍商会武器パック				2000247								2021/4/19 0:00	2021/4/26 9:59			2	0		Jp_Libao79			14	5	1992																	2Goods1600
83138	2320円特製パックA				2000122								2008/12/1 5:00	2009/12/1 5:00			1	0		Jp_Libao14				6	230001	3																7Shop2320
83139	環城アプデ血清パック				2000219								2021/4/26 11:00	2021/6/1 23:59			2	0		Jp_Libao80			14	5	2004	101																1Goods730
83140	環城アプデ基本パック				2000232								2021/4/26 11:00	2021/6/1 23:59			1	0		Jp_Libao81			14	5	2003	101																3Goods2440
83141	環城アプデ特別パック				2000220								2021/4/26 11:00	2021/6/1 23:59			1	0		Jp_Libao82			14	5	2001	101																1Goods2940
83142	環城アプデ武器パック				2000221								2021/4/26 11:00	2021/6/1 23:59			1	0		Jp_Libao83			14	5	2002	101																2Goods2940
83143	環城アプデ5日パス	1日1セット支給×5日間				13000150	5						2021/4/26 11:00	2021/6/1 23:59			1	0		Jp_DaysCard5_4				14	1	101																2Goods2080
83144	朱鷺色雲塗装パック				2000248								2021/4/29 0:00	2021/6/1 23:59			1	0		Jp_Libao84			14	7	999	101																2Skin4900
83145	夢見草武器塗装パック				2000249								2021/4/29 0:00	2021/6/1 23:59			1	0		Jp_Libao85			14	7	1000	101																1Skin730
83146	新春爆竹武器塗装パック				2000250								2021/4/26 11:00	2021/6/1 23:59			1	0		Jp_Libao86			14	7	1003	101																1Shop730
83147	鳶尾草武器塗装パック				2000251								2021/4/26 11:00	2021/6/1 23:59			1	0		Jp_Libao87			14	7	1004	101																2Shop730
83148	荒神桜武器塗装パック				2000252								2021/4/26 11:00	2021/6/1 23:59			1	0		Jp_Libao88			14	7	1001	101																2Skin730
83149	デコデコ武器塗装パック				2000253								2021/4/26 11:00	2021/6/1 23:59			1	0		Jp_Libao89			14	7	1002	101																3Skin730
83150	ゴールデンウィークパック				2000254								2021/4/29 0:00	2021/5/6 23:59			1	0		Jp_Libao90			14	5	1998	101																1Goods10000
83151	武器共鳴パック				2000255								2021/4/26 11:00	2021/6/1 23:59			1	0		Jp_Libao91			14	5	1999	101																2Goods3680
83152	そよ風の放課後塗装パック				2000256								2021/4/29 0:00	2021/6/1 23:59			1	0		Jp_Libao92			14	7	1006	101																1Skin2320
83153	860円パックB				2000257								2008/12/1 5:00	2009/12/1 5:00			1	0		Jp_Libao14				6	230001	101																1Shop860
83154	860円パックC				2000258								2008/12/1 5:00	2009/12/1 5:00			1	0		Jp_Libao14				6	230002	101																2Shop860
83155	夏のアプデ血清パック				2000219								2021/6/2 11:00	2021/7/14 23:59			2	0		Jp_Libao93			14	5	2004	101																1Goods730
83156	夏のアプデ基本パック				2000232								2021/6/2 11:00	2021/7/14 23:59			1	0		Jp_Libao94			14	5	2003	101																3Goods2440
83157	夏のアプデ特別パック				2000220								2021/6/2 11:00	2021/7/14 23:59			1	0		Jp_Libao95			14	5	2001	101																1Goods2940
83158	夏のアプデ武器パック				2000221								2021/6/2 11:00	2021/7/14 23:59			1	0		Jp_Libao96			14	5	2002	101																2Goods2940
83159	夏のアプデ5日パス				2000275	13000160	5						2021/6/25 11:00	2021/7/14 23:59			1	0		Jp_DaysCard5_5				14	1	101																3Skin4900
83160	リゾート家具図面パック				2000276								2021/6/2 11:00	2021/7/14 23:59			1	0		Jp_JiajuLibao3			14	7	1007	101																1Furniture1220
83161	リゾート家具フルパック				2000277								2021/6/2 11:00	2021/7/14 23:59			1	0		Jp_JiajuLibao4			14	7	1008	101																1Furniture2440
83162	リゾート家具モデルパック				2000278								2021/6/2 11:00	2021/7/14 23:59			1	0		Jp_JiajuLibao5			14	7	1009	101																2Furniture2440
83163	第六天夜叉塗装パック				2000280								2021/6/3 10:00	2021/7/14 23:59			1	0		Jp_Libao97			14	7	1002	101																1Skin2320
83164	常夏人魚姫塗装パック				2000281								2021/6/2 11:00	2021/7/14 23:59			1	0		Jp_Libao98			14	7	1000	101																4Skin4900
83165	パープルヴェール塗装パック				2000282								2021/6/2 11:00	2021/7/14 23:59			1	0		Jp_Libao99			14	7	1001	101																5Skin4900
83166	水着塗装セットパック				2000283								2021/6/2 11:00	2021/7/14 23:59			1	0		Jp_Libao100			14	7	999	101																1Goods10000
83167	グランブルー選択Aパック				2000284								2021/6/2 11:00	2021/7/14 23:59			1	0		Jp_Libao101			14	5	2005	101																3Goods1220
83168	夏の構造体開発パック				2000285								2021/6/21 11:00	2021/7/14 23:59			1	0		Jp_Libao102			14	5	2000	101																3Goods2940
83169	極夜のアプデ血清パック				2000219								2021/7/15 11:00	2021/8/31 23:59			2	0		Jp_Libao103			14	5	2004	3																1Goods730
83170	極夜のアプデ基本パック				2000232								2021/7/15 11:00	2021/8/31 23:59			1	0		Jp_Libao104			14	5	2003	3																3Goods2440
83171	極夜のアプデ特別パック				2000220								2021/7/15 11:00	2021/8/31 23:59			1	0		Jp_Libao105			14	5	2001	3																1Goods2940
83172	極夜のアプデ武器パック				2000221								2021/7/15 11:00	2021/8/31 23:59			1	0		Jp_Libao106			14	5	2002	3																2Goods2940
83173	雪山山荘家具図面パック				90092								2021/7/15 11:00	2021/8/31 23:59			1	0		UIPolarnight2			14	7	7973	3																1Furniture1220
83174	雪山山荘家具モデルパック				90093								2021/7/15 11:00	2021/8/31 23:59			1	0		UIPolarnight1			14	7	7974	3																1Furniture2440
83175	雪山山荘家具フルパック				90094								2021/7/15 11:00	2021/8/31 23:59			1	0		UIPolarnight3			14	7	7975	3																2Furniture2440
83176	灰の騎士塗装パック				2000288								2021/7/16 11:00	2021/8/31 23:59			1	0		Jp_Libao107			14	7	1001	3																2Skin2320
83177	過ぎし日の記憶塗装パック				2000289								2021/7/16 11:00	2021/9/9 23:59			1	0		Jp_Libao108			14	7	1000	3																4Goods2940
83178	極夜選択Aパック				2000292								2021/7/15 11:00	2021/8/31 23:59			1	0		Jp_Libao109			14	5	2006	3																3Goods1220
83179	極夜の構造体開発パック				2000285								2021/8/16 11:00	2021/8/31 23:59			1	0		Jp_Libao102			14	5	2000	3																3Goods2940
83180	武器共鳴特別パック				2000293								2021/7/16 11:00	2021/8/31 23:59			2	0		Jp_Libao110			14	5	2005	3																4Skin4900
83181	2320円パックD				2000294								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao14				6	230001	3																1Goods2320
83182	2320円パックE				2000295								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao14				6	230002	3																2Goods2320
83183	2320円パックF				2000296								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao14				6	230003	3																3Goods2320
83184	4900円パックD				2000297								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao14				6	230004	3																2Goods4900
83185	4900円パックE				2000298								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao14				6	230005	3																3Goods4900
83186	瑕なき旋律塗装パック				2000299								2021/9/3 10:00	2021/10/13 4:59			1	0		Jp_Libao219			14	7	1002	3																1Goods2320
83187	雪狼塗装パック				2000300								2021/9/17 10:00	2021/10/1 4:59			1	0		Jp_Libao220			14	7	1000	3																2Goods2320
83188	構造体開発支援パック(S)				2000301								2021/9/15 10:00	2021/10/13 4:59			1	0		UIAncientInscription3			14	5	1007	3																3Goods980
83189	構造体開発支援パック(M)				2000302								2021/9/15 10:00	2021/10/13 4:59			1	0		UIAncientInscription4			14	5	1008	3																1Goods2580
83190	構造体開発支援パック(L)				2000303								2021/9/15 10:00	2021/10/13 4:59			1	0		UIAncientInscription5			14	5	1009	3																2Goods6100
83191	武器開発支援パック				2000304								2021/9/15 10:00	2021/10/13 4:59			1	0		UIAncientInscription6			14	5	1010	3																1Goods7000
83192	基準構造体開発パック				2000305								2021/9/15 10:00	2021/10/13 4:59			2	0		Jp_Libao201			14	5	1011	3																3Goods1220
83193	残照のアプデ血清パック				2000306								2021/9/2 5:00	2021/9/16 4:59			2	0		Jp_Libao205			14	5	2004	3																1Goods730
83194	残照のアプデ基本パック				2000307								2021/9/3 10:00	2021/10/13 4:59			1	0		Jp_Libao206			14	5	2003	3																3Goods2440
83195	残照のアプデ特別パック				2000308								2021/9/3 10:00	2021/10/13 4:59			1	0		Jp_Libao207			14	5	2001	3																1Goods2940
83196	残照のアプデ武器パック				2000309								2021/9/3 10:00	2021/10/13 4:59			1	0		Jp_Libao208			14	5	2002	3																2Goods2940
83197	武器共鳴特別パック				2000310								2021/9/3 10:00	2021/10/13 4:59			1	0		Jp_Libao209			14	5	2005	3																4Skin4900
83198	黒カードお得パック				2000311								2021/9/15 10:00	2021/10/13 4:59			2	0		Jp_Libao202			14	5	1012	3																1Goods1340
83199	残照の構造体開発パック				2000312								2021/9/17 10:00	2021/10/13 4:59			1	0		Jp_Libao203			14	5	1013	3																1Furniture2440
83200	構造体開発お得パック				2000313								2021/9/17 10:00	2021/10/13 4:59			2	0		Jp_Libao204			14	5	1014	3																6Goods2440
83201	2320円パックD				2000314								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao210				6	230001	3																1Goods2320
83202	2320円パックE				2000315								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao211				6	230002	3																2Goods2320
83203	2320円パックF				2000316								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao212				6	230003	3																3Goods2320
83204	4900円パックD				2000317								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao213				6	230004	3																2Goods4900
83205	4900円パックE				2000318								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao214				6	230005	3																3Goods4900
83206	占星術館家具フルパック				2000319								2021/9/2 5:00	2021/10/13 4:59			1	0		UIAncientInscription8			14	7	7974	3																2Goods1480
83207	占星術館家具図面パック				2000320								2021/9/2 5:00	2021/10/13 4:59			1	0		UIAncientInscription7			14	7	7975	3																3Furniture610
83208	占星術館家具モデルパック				2000321								2021/9/2 5:00	2021/10/13 4:59			1	0		UIAncientInscription9			14	7	7973	3																1Goods1480
83209	2320円パックG				2000332								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao215				6	230006	3																7Skin2320
83210	2320円パックH				2000333								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao216				6	230007	3																8Skin2320
83211	4900円パックF				2000334								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao217				6	230008	3																7Goods4900
83212	4900円パックG				2000335								2020/12/23 5:00	2021/1/27 4:59			1	0		Jp_Libao218				6	230009	3																8Goods4900
83213	終焉アプデ血清パック				2000336								2021/10/13 10:00	2021/11/26 4:59			2	0		JP_Libao640			14	5	666	3																1Goods730
83214	お菓子工房家具フルパック				2000337								2021/10/13 10:00	2021/11/26 4:59			1	0		UIFakeAscension2			14	7	7972	3																2Goods1480
