Id	ActivityId	StageId	TagId	OrderId	OrderName	Difficulty	StageBuffDesc	RecommendLevel	MonsterId[1]	MonsterId[2]	MonsterId[3]	NpcAffixId[1]	NpcAffixId[2]	NpcAffixId[3]	NpcAffixId[4]	IsShowScore
212	5	30162332	1	32	32	2	The enemy will <color=#0F70BC>summon minions</color>. While the minion is alive, the enemy is <color=#0F70BC>immune to damage</color>. <color=#0F70BC>Defeat the minion</color> to remove the enemy's immunity and make them vulnerable. <color=#0F70BC>If the minion is not defeated after 15s, the enemy will consume the minion instead</color> and recover 50% of the HP lost.	8	96			760313	760333			
213	5	30162333	1	33	33	2	The enemy gains <color=#0F70BC>a high-value Shield that degenerates over 3s</color> <color=#0F70BC>every 10s</color>.	8	98			760642				
214	5	30162334	1	34	34	2	The enemy receives <color=#0F70BC>50% less</color> damage from your allies.	8	97			760303				
215	5	30162335	1	35	35	3	Every time the enemy deals damage to your allies, they will gain a Shield equal to <color=#0F70BC>10% of max HP</color>. The Shield cannot be stacked but lasts for infinite time.	9	37			780253	760221			
216	5	30162336	1	36	36	2	Every single damage <color=#0F70BC>below 30,000</color> to the enemy will be reduced to <color=#0F70BC>1</color>. Damage above this amount will not be affected.	9	34			712002	760431			
217	5	30162337	1	37	37	2	The enemy will <color=#0F70BC>summon minions</color>. While the minion is alive, the enemy is <color=#0F70BC>immune to damage</color>. <color=#0F70BC>Defeat the minion</color> to remove the enemy's immunity and make them vulnerable. <color=#0F70BC>If the minion is not defeated after 15s, the enemy will consume the minion instead</color> and recover 50% of the HP lost.	9	96			760313	760333			
218	5	30162338	1	38	38	2	The enemy gains <color=#0F70BC>a high-value Shield that degenerates over 3s</color> <color=#0F70BC>every 10s</color>.	9	98			760642				
219	5	30162339	1	39	39	2	The enemy receives <color=#0F70BC>50% less</color> damage from your allies.	9	97			760303				
220	5	30162340	1	40	40	3	Every time the enemy deals damage to your allies, they will gain a Shield equal to <color=#0F70BC>10% of max HP</color>. The Shield cannot be stacked but lasts for infinite time.	9	37			780253	760221			
221	5	30162341	1	41	41	3	Every single damage <color=#0F70BC>below 50,000</color> to the enemy will be reduced to <color=#0F70BC>1</color>. Damage above this amount will not be affected.	9	34			712002	760431			
222	5	30162342	1	42	42	3	The enemy will <color=#0F70BC>summon minions</color>. While the minion is alive, the enemy is <color=#0F70BC>immune to damage</color>. <color=#0F70BC>Defeat the minion</color> to remove the enemy's immunity and make them vulnerable. <color=#0F70BC>If the minion is not defeated after 12s, the enemy will consume the minion instead</color> and recover 50% of the HP lost.	9	96			760313	760333			
223	5	30162343	1	43	43	3	The enemy gains <color=#0F70BC>a high-value Shield that degenerates over 4s</color> <color=#0F70BC>every 10s</color>.	9	98			760642				
224	5	30162344	1	44	44	3	The enemy receives <color=#0F70BC>65% less</color> damage from your allies.	9	97			760303				
225	5	30162345	1	45	45	3	Every time the enemy deals damage to your allies, they will gain a Shield equal to <color=#0F70BC>15% of max HP</color>. The Shield cannot be stacked but lasts for infinite time.	9	37			780253	760221			
226	5	30162346	1	46	46	3	Every single damage <color=#0F70BC>below 60,000</color> to the enemy will be reduced to <color=#0F70BC>1</color>. Damage above this amount will not be affected.	9	34			712002	760431			
227	5	30162347	1	47	47	3	The enemy will <color=#0F70BC>summon minions</color>. While the minion is alive, the enemy is <color=#0F70BC>immune to damage</color>. <color=#0F70BC>Defeat the minion</color> to remove the enemy's immunity and make them vulnerable. <color=#0F70BC>If the minion is not defeated after 10s, the enemy will consume the minion instead</color> and recover 50% of the HP lost.	9	96			760313	760333			
228	5	30162348	1	48	48	3	The enemy gains <color=#0F70BC>a high-value Shield that degenerates over 5s</color> <color=#0F70BC>every 10s</color>.	9	98			760642				
229	5	30162349	1	49	49	3	The enemy receives <color=#0F70BC>80% less</color> damage from your allies.	9	97			760303				
230	5	30162350	1	50	50	3	Every time the enemy deals damage to your allies, they will gain a Shield equal to <color=#0F70BC>20% of max HP</color>. The Shield cannot be stacked but lasts for infinite time.	9	37			780253	760221			
231	6	30062500	1	1	Memory - 01	1	[No Battle] This is the first mission of the newbie squad—	1	90	90	90					
232	6	30062501	1	2	Garden - 02	2	"Beach cleanup"	2	95	94	16					
233	6	30062502	1	3	Garden - 03	2	"Who threw away the watermelon rind?"	2	15	94	93					
234	6	30062503	1	4	Garden - 04	2	"Serendipity" at the pier	3	58	89	102					
235	6	30062504	1	5	Memory - 05	1	[No Battle] This is a legend that will no longer be told—	1	86	90	90					
236	6	30062505	1	6	Garden - 06	2	"To help or not to help?"	3	47	63	14					
237	6	30062506	1	7	Garden - 07	2	"Just dropping by"	4	100	14	101					
238	6	30062507	1	8	Garden - 08	2	"Behind that door—"	4	99	11	95					
239	6	30062508	1	9	Garden - 09	2	"Temptation of long legs"	4	33	103	102					
240	6	30062509	2	10	Begins - 01	1	[No Battle] That is a lousy imitator—	1	84	90	90					
241	6	30062510	2	11	Legend - 02	2	"At this point"	5	101	100	104					
242	6	30062511	2	12	Legend - 03	2	"Long road ahead"	5	52	104	71					
243	6	30062512	2	13	Legend - 04	2	"As long as we can get to that place!"	6	76	71	31					
244	6	30062513	2	14	Begins - 05	1	[No Battle] That is a scorching afternoon—	1	84	90	90					
245	6	30062514	2	15	Legend - 06	2	"Confess"	6	51	31	64					
246	6	30062515	2	16	Legend - 07	2	"Move forward"	7	56	55	81					
247	6	30062516	2	17	Legend - 08	2	"New life"	7	67	13	56					
248	6	30062517	2	18	Legend - 09	2	"Next station"	7	18	28	56					
249	6	30062518	3	19	Fantastical - 01	1	[No Battle] This is a land shrouded in mist—	1	84	90	90					
250	6	30062519	3	20	Woods - 02	2	"Beasts in mountains and forests"	8	74	60						
251	6	30062520	3	21	Woods - 03	2	"Ant colony"	8	49							
252	6	30062521	3	22	Woods - 04	2	"Better not to touch the flowers and grasses"	9	92	88	88					
253	6	30062522	3	23	Woods - 05	2	"Be aware of mosquito bites"	9	38	57	57					
254	6	30062523	3	24	Woods - 06	2	"Devilish Duo"	9	3	105	4					
255	6	30062524	3	25	Woods - 07	2	"Big Bro"	10	40	39	17					
256	6	30062525	3	26	Woods - 08	2	"Accidentally enter a thief's hideout"	10	106	12	40					
257	6	30062526	3	27	Fantastical - 09	1	[No Battle] That is the wrench hidden in the mist—	1	84	90	90					
258	6	30062527	4	28	Restless - 01	2	"Wrench's Return"	10	29	30	80					
259	6	30062528	4	29	Restless - 02	2	"Under the castle"	10	1	80	68					
260	6	30062529	4	30	Restless - 03	2	"Please redirect the message"	10	46	68	26					
261	6	30062530	4	31	Restless - 04	2	"No back door"	10	78	46	68					
262	6	30062531	4	32	Restless - 05	2	"Twelve Palaces"	10	9	48	5					
263	6	30062532	4	33	Restless - 06	2	"Gate keeper"	10	21							
264	6	30062533	4	34	Restless - 07	2	"Intrusion"	10	25	26	35					
265	6	30062534	4	35	Restless - 08	3	"Answer"	10	36	36	36					
266	6	30062535	4	36	Dreams - 09	1	[No Battle] That is what is buried in the heart—	1	25	84	107					
