Id	Type	Priority	Title	Desc	Icon	PreTaskId	ActivateCondition[1]	ActivateCondition[2]	ActivateCondition[3]	Condition[1]	Condition[2]	Condition[3]	Result	DropId	RewardId	SkipId	StartTime	EndTime	Suffix	ShowAfterTaskId	AchvType	GroupId	ShowAfterGroup	GroupTheme	ShowType	ShowCondition
50061	5	9997	Fine Sharpening III	2 Omniframes reach Lv.20	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50061			2		50061	30030			Target							
50062	5	9996	Fine Sharpening IV	2 Omniframes reach Lv.30	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50062			2		50062	30030			Target							
50063	5	9995	Fine Sharpening V	2 Omniframes reach Lv.40	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50063			2		50063	30030			Target							
50064	5	9994	Fine Sharpening VI	3 Omniframes reach Lv.40	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50064			3		50064	30030			Target							
50065	5	9993	Fine Sharpening VII	3 Omniframes reach Lv.50	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50065			3		50065	30030			Target							
50066	5	9992	Fine Sharpening VIII	3 Omniframes reach Lv.60	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50066			3		50066	30030			Target							
50067	5	9991	Fine Sharpening IX	3 Omniframes reach Lv.70	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50067			3		50067	30030			Target							
50068	5	9990	Fine Sharpening X	3 Omniframes reach Lv.80	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50068			3		50068	30030			Target							
50069	5	9000	Fight for the Earth I	Collect 36 stars in Normal Story Chapter 1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50069			36		50069	30031			Clear							
50070	5	8990	Fight for the Earth II	Collect 36 stars in Normal Story Chapter 2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50070			36		50070	30031			Clear							
50071	5	8980	Another Story I	Collect 18 stars in Hidden Story Chapter 1	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50071			18		50071	30032			Clear							
50072	5	8970	Fight for the Earth III	Collect 36 stars in Normal Story Chapter 3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50072			36		50072	30031			Clear							
50073	5	8960	Another Story II	Collect 18 stars in Hidden Story Chapter 2	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50073			18		50073	30032			Clear							
50074	5	8950	Fight for the Earth IV	Collect 36 stars in Normal Story Chapter 4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50074			36		50074	30031			Clear							
50075	5	8940	Another Story III	Collect 18 stars in Hidden Story Chapter 3	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50075			18		50075	30032			Clear							
50076	5	8930	Fight for the Earth V	Collect 36 stars in Normal Story Chapter 5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50076			36		50076	30031			Clear							
50077	5	8920	Another Story IV	Collect 18 stars in Hidden Story Chapter 4	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50077			18		50077	30032			Clear							
50078	5	8910	Fight for the Earth VI	Collect 36 stars in Normal Story Chapter 6	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50078			36		50078	30031			Clear							
50079	5	8900	Another Story V	Collect 18 stars in Hidden Story Chapter 5	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50079			18		50079	30032			Clear							
50080	5	8900	Equipment Enhancement	Equipment Goal progress of any member reaches 100%	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50080			1		50080	30033			Target							
50081	5	8890	Once in a Blue Moon	Clear Event Record - Once in a Blue Moon	Assets/Product/Texture/Image/IconTask/TaskIconCommon.png					50081			1		16309	20166			Clear							84602307
11001	11	10000	Beneath the Snow	Clear Snowmark						11001			1		11001	11001			Clear							
11002	11	9990	Evernight	Clear Hunt						11002			1		11002	11002			Clear							
11003	11	9980	Endless Search	Clear Excavate						11003			1		11003	11003			Clear							
11004	11	9970	Buried Truth	Clear Zero Distance						11004			1		11004	11004			Clear							
11005	11	9960	The Trustworthy	Clear Sub-Zero Guardian						11005			1		11005	11005			Clear							
11006	11	9900	Light on the Horizon I	Clear Arctic Night - Normal 8 times						11006			8		11006	11006			Clear							
11007	11	9890	Light on the Horizon II	Clear Arctic Night - Normal 12 times						11007			12		11007	11007			Clear							
11008	11	9880	Light on the Horizon III	Clear Arctic Night - Normal 18 times						11008			18		11008	11008			Clear							
11009	11	9870	Light on the Horizon IV	Clear Arctic Night - Normal 25 times						11009			25		11009	11009			Clear							
11010	11	9860	Light on the HorizonV	Clear Arctic Night - Normal 35 times						11010			35		11010	11010			Clear							
11011	11	9850	Light on the HorizonVI	Clear Arctic Night - Normal 50 times						11011			50		11011	11011			Clear							
11013	11	9770	In the Red Stocking II	Redeem Christmas Liv: Reindeer No.4						11013			1		11013	11013			Shop							
11014	11	9760	In the Red Stocking I	Redeem Christmas Liv: Reindeer No.3						11014			1		11014	11014			Shop							
11015	11	9750	In the Red Stocking III	Redeem Christmas Liv: Reindeer No.6						11015			1		11015	11015			Shop							
11016	11	9780	Shining Star of Bethlehem	Redeem Star of Bethlehem						11016			1		11016	11016			Shop							
11020	11	9950	EX Beneath the Snow	Clear Freezing Point - C1						11020			1		11020	11020			Clear							
11021	11	9940	EX Evernight	Clear Freezing Point - C2						11021			1		11021	11021			Clear							
11022	11	9930	EX Endless Search	Clear Freezing Point - C3						11022			1		11022	11022			Clear							
11023	11	9920	EX Buried Truth	Clear Freezing Point - C4						11023			1		11023	11023			Clear							
11024	11	9910	EX The Trustworthy	Clear Freezing Point - C5						11024			1		11024	11024			Clear							
11025	11	9840	Chiron Down I	Clear Arctic Night - Challenge 8 times						11025			8		11025	11025			Clear							
11026	11	9830	Chiron Down II	Clear Arctic Night - Challenge 12 times						11026			12		11026	11026			Clear							
11027	11	9820	Chiron Down III	Clear Arctic Night - Challenge 18 times						11027			18		11027	11027			Clear							
11028	11	9810	Chiron Down IV	Clear Arctic Night - Challenge 25 times						11028			25		11028	11028			Clear							
11029	11	9800	Chiron Down V	Clear Arctic Night - Challenge 35 times						11029			35		11029	11029			Clear							
11030	11	9790	Chiron Down VI	Clear Arctic Night - Challenge 50 times						11030			50		11030	11030			Clear							
11033	11	9740	Christmas at Home	Redeem 3 Christmas Blueprints						11033			3		11033	11033			Shop							
11034	11	9730	Building in the Snow	Redeem 6 Christmas Blueprints						11034			6		11034	11034			Shop							
11035	11	9720	Evernight Sanctuary	Redeem 10 Christmas Blueprints						11035			10		11035	11035			Shop							
11037	11	9280	A Day in the Commandant's Life	Clear Frozen Darkness once	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11037			1		11037	11037			Clear							
11038	11	9260	Assault! Evernight	Clear Arctic Night once	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11038			1		11038	11038			Clear							
11049	11	9040	Under the Chimney	Activate Kamui: Bastion	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11049			1		11049	11049			Activate							
11050	11	9020	Energy Reactor Initialized	Use 500 Reagent He-4	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11050			500		11050	11050			Shop							
11051	11	9000	Energy Reactor Activated	Use 1000 Reagent He-4	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11051			1000		11051	11051			Shop							
11052	11	8980	Energy Reactor Unleashed	Use 1500 Reagent He-4	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11052			1500		11052	11052			Shop							
11053	11	8960	Energy Reactor Exchanged	Use 2000 Reagent He-4	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11053			2000		11053	11053			Shop							
11054	11	8940	Happy Trading I	Use 2500 Reagent He-4	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11054			2500		11054	11054			Shop							
11055	11	8920	Happy Trading II	Use 3500 Reagent He-4	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11055			3500		11055	11055			Shop							
11056	11	8900	Happy Trading III	Use 4500 Reagent He-4	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11056			4500		11056	11056			Shop							
11057	11	8880	Happy Trading IV	Use 5500 Reagent He-4	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11057			5500		11057	11057			Shop							
11058	11	8860	Happy Trading V	Use 6500 Reagent He-4	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11058			6500		11058	11058			Shop							
11059	11	8840	Happy Trading VI	Use 7500 Reagent He-4	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11059			7500		11059	11059			Shop							
11060	11	8820	Power Assault	Upgrade Kamui: Bastion to Lv.20	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11060			1		11060	11060			Train							
11061	11	8800	Unstoppable	Upgrade Kamui: Bastion to Lv.40	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11061			1		11061	11061			Train							
11062	11	8780	Dreadnaught	Upgrade Kamui: Bastion to Lv.60	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11062			1		11062	11062			Train							
11063	11	8760	Database Expansion Lv.1	Have Kamui: Bastion upgrade skills 20 times	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11063			20		11063	11063			Train							
11064	11	8740	Database Expansion Lv.2	Have Kamui: Bastion upgrade skills 40 times	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11064			40		11064	11064			Train							
11065	11	8720	Database Expansion Lv.3	Have Kamui: Bastion upgrade skills 60 times	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11065			60		11065	11065			Train							
11066	11	8700	Database Expansion Complete	Have Kamui: Bastion upgrade skills 80 times	Assets/Product/Texture/Image/IconTask/TaskIconChallenge04.png					11066			80		11066	11066			Train							
11069	11	8640	Operation Begins	Clear Christmas event stage [Operation Begins]	Assets/Product/Texture/Image/IconTask/TaskIconChallenge03.png					11069			1		11069	11069			Train							
11070	11	8620	Lumberjack	Clear Christmas event stage [Lumberjack]	Assets/Product/Texture/Image/IconTask/TaskIconChallenge03.png					11070			1		11070	11070			Train							
11073	11	8560	Lone Wolf	Clear Christmas event stage [Lone Wolf]	Assets/Product/Texture/Image/IconTask/TaskIconChallenge03.png					11073			1		11073	11073			Train							
11075	11	8520	Merry Christmas!	Clear Christmas event stage [Merry Christmas!]	Assets/Product/Texture/Image/IconTask/TaskIconChallenge03.png					11075			1		11075	11075			Train							
11043	6	8510	Deer Tamer I	Collect Christmas Liv: Reindeer No.1	Assets/Product/Texture/Image/IconTask/TaskIconChallenge03.png					11043			1		11043	11043			Collect							
11044	6	8500	Deer Tamer II	Collect Christmas Liv: Reindeer No.2	Assets/Product/Texture/Image/IconTask/TaskIconChallenge03.png					11044			1		11044	11044			Collect							
11045	6	8490	Deer Tamer III	Collect Christmas Liv: Reindeer No.3	Assets/Product/Texture/Image/IconTask/TaskIconChallenge03.png					11045			1		11045	11045			Collect							
11101	11	9880	Lee: Happy New Year	Lee total Cogs	Assets/Product/Texture/Image/IconTask/TaskIconChallenge05.png					11101			688888		11101	10029			Collect							
11102	11	9900	Liv: Happy New Year	Liv total Cogs	Assets/Product/Texture/Image/IconTask/TaskIconChallenge05.png					11102			688888		11102	10029			Collect							
11103	11	9920	Kamui: Happy New Year	Kamui total Cogs	Assets/Product/Texture/Image/IconTask/TaskIconChallenge05.png					11103			688888		11103	10029			Collect							
11104	11	9940	Lucia: Happy New Year	Lucia total Cogs	Assets/Product/Texture/Image/IconTask/TaskIconChallenge05.png					11104			688888		11104	10029			Collect							
11105	11	9960	Nanami: Happy New Year	Nanami total Cogs	Assets/Product/Texture/Image/IconTask/TaskIconChallenge05.png					11105			688888		11105	10029			Collect							
11106	11	9980	Celica: Happy New Year	Celica total Cogs	Assets/Product/Texture/Image/IconTask/TaskIconChallenge05.png					11106			688888		11106	10029			Collect							
11107	11	10000	Karenina: Happy New Year	Karenina total Cogs	Assets/Product/Texture/Image/IconTask/TaskIconChallenge05.png					11107			688888		11107	10029			Collect							
11108	11	9860	Smooth Sailing	Use a total of 6 New Year Presents	Assets/Product/Texture/Image/IconTask/TaskIconChallenge05.png					11108			6		11108	10029			Collect							
11109	11	9840	Best Endeavors	Use a total of 16 New Year Presents	Assets/Product/Texture/Image/IconTask/TaskIconChallenge05.png					11109			16		11109	10029			Collect							
11110	11	9820	Peace and Long Life	Use a total of 26 New Year Presents	Assets/Product/Texture/Image/IconTask/TaskIconChallenge05.png					11110			26		11110	10029			Collect							
11111	11	9800	Live Long and Prosper	Use a total of 36 New Year Presents	Assets/Product/Texture/Image/IconTask/TaskIconChallenge05.png					11111			36		11111	10029			Collect							
11112	11	9780	Dreams Come True	Use a total of 46 New Year Presents	Assets/Product/Texture/Image/IconTask/TaskIconChallenge05.png					11112			46		11112	10029			Collect							
11113	11	9760	Success and Riches	Use a total of 56 New Year Presents	Assets/Product/Texture/Image/IconTask/TaskIconChallenge05.png					11113			56		11113	10029			Collect							
11114	11	9740	Beautiful Life	Use a total of 66 New Year Presents	Assets/Product/Texture/Image/IconTask/TaskIconChallenge05.png					11114			66		11114	10029			Collect							
11201	11	9990		50						11201			50		11201				Collect							
11202	11	9980		100						11202			100		11202				Collect							
11203	11	9970		150						11203			150		11203				Collect							
11204	11	9960		200						11204			200		11204				Collect							
11205	11	9950		250						11205			250		11205				Collect							
11206	11	9940		300						11206			300		11206				Collect							
11207	11	9930		350						11207			350		11207				Collect							
11208	11	9920		400						11208			400		11208				Collect							
11209	11	9910		450						11209			450		11209				Collect							
11210	11	9900		500						11210			500		11210				Collect							
11211	11	9890		550						11211			550		11211				Collect							
11212	11	9880		600						11212			600		11212				Collect							
11213	11	9870		650						11213			650		11213				Collect							
11214	11	9860		700						11214			700		11214				Collect							
11215	11	9850		750						11215			750		11215				Collect							
11216	11	9840		800						11216			800		11216				Collect							
11217	11	9830		850						11217			850		11217				Collect							
11218	11	9820		900						11218			900		11218				Collect							
11219	11	9810		950						11219			950		11219				Collect							
11220	11	9800		1000						11220			1000		11220				Collect							
11221	11	9790		1050						11221			1050		11221				Collect							
11222	11	9780		1100						11222			1100		11222				Collect							
11223	11	9770		1150						11223			1150		11223				Collect							
11224	11	9760		1200						11224			1200		11224				Collect							
11225	11	9750	Space Operation	Clear Mass Deterioration - Normal once	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11225			1		11225	11225			Clear							
11226	11	9740	Pro Space Operation	Clear Mass Deterioration - Challenge once	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11226			1		11226	11226			Clear							
11227	11	9730	Galaxy Warrior	Clear Black Flash once	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11227			1		11227	11227			Clear							
11228	11	9720	Special Operation	Clear Project Babel once	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11228			1		11228	20015			Clear							
11229	11	9710	Heteromer Supplement I	Use Heteromer Crystals x2500	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11229			10		11229	20009			Collect							
11230	11	9700	Heteromer Supplement II	Use Heteromer Crystals x7500	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11230			30		11230	20009			Collect							
11231	11	9690	Heteromer Supplement Ⅲ	Use Heteromer Crystals x12500	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11231			50		11231	20009			Collect							
11232	11	9680	Heteromer Supplement IV	Use Heteromer Crystals x25000	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11232			100		11232	20009			Collect							
11233	11	9670	Speed Star	Activate Watanabe: Astral	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11233			1		11233	11049			Activate							
11234	11	9660	Leading Star I	Watanabe: Astral reaches Lv.20	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11234			1		11234	11060			Train							
11235	11	9650	Leading Star II	Watanabe: Astral reaches Lv.40	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11235			1		11235	11061			Train							
11236	11	9640	Leading Star III	Watanabe: Astral reaches Lv.60	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11236			1		11236	11062			Train							
11237	11	9630	Lightning Speed I	Have Watanabe: Astral learn a skill 20 times	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11237			20		11237	11063			Train							
11238	11	9620	Lightning Speed II	Have Watanabe: Astral learn a skill 40 times	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11238			40		11238	11064			Train							
11239	11	9610	Lightning Speed III	Have Watanabe: Astral learn a skill 60 times	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11239			60		11239	11065			Train							
11240	11	9600	Lightning Speed IV	Have Watanabe: Astral learn a skill 80 times	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11240			80		11240	11066			Train							
11300	6	9599	Project Babel I	Clear Project Babel BP-1	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11300			1		11300				Clear							
11301	6	9598	Project Babel II	Clear Project Babel BP-2	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11301			1		11301				Clear							
11302	6	9597	Project Babel III	Clear Project Babel BP-3	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11302			1		11302				Clear							
11303	6	9596	Project Babel IV	Clear Project Babel BP-4	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11303			1		11303				Clear							
11304	6	9595	Project Babel V	Clear Project Babel BP-5	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11304			1		11304				Clear							
11305	6	9594	Suit of Swords I	Reach Project Babel Strategic Lv.5	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11305			5		11305				Clear							
11306	6	9593	Suit of Swords II	Reach Project Babel Strategic Lv.10	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11306			10		11306				Clear							
11307	6	9592	Suit of Swords III	Reach Project Babel Strategic Lv.15	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11307			15		11307				Clear							
11308	6	9591	Suit of Swords IV	Reach Project Babel Strategic Lv.20	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11308			20		11308				Clear							
11309	6	9590	Suit of Swords V	Reach Project Babel Strategic Lv.25	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11309			25		11309				Clear							
11310	6	9589	Ace of Wands I	Reach Project Babel Strategic Lv.30	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11310			30		11310				Clear							
11311	6	9588	Ace of Wands II	Reach Project Babel Strategic Lv.35	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11311			35		11311				Clear							
11312	6	9587	Ace of Wands III	Reach Project Babel Strategic Lv.40	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11312			40		11312				Clear							
11313	6	9586	Ace of Wands IV	Reach Project Babel Strategic Lv.45	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11313			45		11313				Clear							
11314	6	9585	Ace of Wands V	Reach Project Babel Strategic Lv.50	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11314			50		11314				Clear							
11315	6	9584	Ace of Pentacles I	Reach Project Babel Strategic Lv.55	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11315			55		11315				Clear							
11316	6	9583	Ace of Pentacles II	Reach Project Babel Strategic Lv.60	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11316			60		11316				Clear							
11317	6	9582	Ace of Pentacles III	Reach Project Babel Strategic Lv.65	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11317			65		11317				Clear							
11318	6	9581	Ace of Pentacles IV	Reach Project Babel Strategic Lv.70	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11318			70		11318				Clear							
11319	6	9580	Ace of Pentacles V	Reach Project Babel Strategic Lv.75	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11319			75		11319				Clear							
11320	6	9579	Ace of Cups I	Reach Project Babel Strategic Lv.80	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11320			80		11320				Clear							
11321	6	9578	Ace of Cups II	Reach Project Babel Strategic Lv.85	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11321			85		11321				Clear							
11322	6	9577	Ace of Cups III	Reach Project Babel Strategic Lv.90	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11322			90		11322				Clear							
11323	6	9576	Ace of Cups IV	Reach Project Babel Strategic Lv.95	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11323			95		11323				Clear							
11324	6	9575	Ace of Cups V	Reach Project Babel Strategic Lv.100	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11324			100		11324				Clear							
11325	6	9574	Tower Vanquisher I	Reach Project Babel Strategic Lv.120	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11325			120		11325				Clear							
11326	6	9573	Tower Vanquisher II	Reach Project Babel Strategic Lv.140	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11326			140		11326				Clear							
11327	6	9572	Tower Vanquisher III	Reach Project Babel Strategic Lv.160	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11327			160		11327				Clear							
11328	6	9571	Tower Vanquisher IV	Reach Project Babel Strategic Lv.180	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11328			180		11328				Clear							
11329	6	9570	Tower Vanquisher V	Reach Project Babel Strategic Lv.200	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11329			200		11329				Clear							
11330	6	9569	Tower Vanquisher VI	Reach Project Babel Strategic Lv.220	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11330			220		11330				Clear							
11331	6	9568	Tower Vanquisher VII	Reach Project Babel Strategic Lv.240	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11331			240		11331				Clear							
11332	6	9567	Tower Vanquisher VIII	Reach Project Babel Strategic Lv.260	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11332			260		11332				Clear							
11333	6	9566	Tower Vanquisher IX	Reach Project Babel Strategic Lv.280	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11333			280		11333				Clear							
11334	6	9565	Tower Vanquisher X	Reach Project Babel Strategic Lv.300	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					11334			300		11334				Clear							
12300	6	9599	Sands of Infinity I	Clear Babel Tower: Sands of Infinity BPV-1	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12300			1		11300				Clear							
12301	6	9598	Sands of Infinity II	Clear Babel Tower: Sands of Infinity BPV-2	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12301			1		11301				Clear							
12302	6	9597	Sands of Infinity III	Clear Babel Tower: Sands of Infinity BPV-3	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12302			1		11302				Clear							
12303	6	9596	Sands of Infinity IV	Clear Babel Tower: Sands of Infinity BPV-4	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12303			1		11303				Clear							
12304	6	9595	Sands of Infinity V	Clear Babel Tower: Sands of Infinity BPV-5	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12304			1		11304				Clear							
12305	6	9594	Dunes I	Reach Sands of Infinity Strategic Lv.5	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12305			5		11305				Clear							
12306	6	9593	Dunes II	Reach Sands of Infinity Strategic Lv.10	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12306			10		11306				Clear							
12307	6	9592	Dunes III	Reach Sands of Infinity Strategic Lv.15	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12307			15		11307				Clear							
12308	6	9591	Dunes IV	Reach Sands of Infinity Strategic Lv.20	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12308			20		11308				Clear							
12309	6	9590	Dunes V	Reach Sands of Infinity Strategic Lv.25	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12309			25		11309				Clear							
12310	6	9589	Oasis I	Reach Sands of Infinity Strategic Lv.30	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12310			30		11310				Clear							
12311	6	9588	Oasis II	Reach Sands of Infinity Strategic Lv.35	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12311			35		11311				Clear							
12312	6	9587	Oasis III	Reach Sands of Infinity Strategic Lv.40	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12312			40		11312				Clear							
12313	6	9586	Oasis IV	Reach Sands of Infinity Strategic Lv.45	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12313			45		11313				Clear							
12314	6	9585	Oasis V	Reach Sands of Infinity Strategic Lv.50	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12314			50		11314				Clear							
12315	6	9584	Mirage I	Reach Sands of Infinity Strategic Lv.55	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12315			55		11315				Clear							
12316	6	9583	Mirage II	Reach Sands of Infinity Strategic Lv.60	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12316			60		11316				Clear							
12317	6	9582	Mirage III	Reach Sands of Infinity Strategic Lv.65	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12317			65		11317				Clear							
12318	6	9581	Mirage IV	Reach Sands of Infinity Strategic Lv.70	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12318			70		11318				Clear							
12319	6	9580	Mirage V	Reach Sands of Infinity Strategic Lv.75	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12319			75		11319				Clear							
12320	6	9579	Star Ocean I	Reach Sands of Infinity Strategic Lv.80	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12320			80		11320				Clear							
12321	6	9578	Star Ocean II	Reach Sands of Infinity Strategic Lv.85	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12321			85		11321				Clear							
12322	6	9577	Star Ocean III	Reach Sands of Infinity Strategic Lv.90	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12322			90		11322				Clear							
12323	6	9576	Star Ocean IV	Reach Sands of Infinity Strategic Lv.95	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12323			95		11323				Clear							
12324	6	9575	Star Ocean V	Reach Sands of Infinity Strategic Lv.100	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12324			100		11324				Clear							
12325	6	9574	Eternal Throne I	Reach Sands of Infinity Strategic Lv.120	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12325			120		11325				Clear							
12326	6	9573	Eternal Throne II	Reach Sands of Infinity Strategic Lv.140	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12326			140		11326				Clear							
12327	6	9572	Eternal Throne III	Reach Sands of Infinity Strategic Lv.160	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12327			160		11327				Clear							
12328	6	9571	Eternal Throne IV	Reach Sands of Infinity Strategic Lv.180	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12328			180		11328				Clear							
12329	6	9570	Eternal Throne V	Reach Sands of Infinity Strategic Lv.200	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12329			200		11329				Clear							
12330	6	9569	Eternal Throne VI	Reach Sands of Infinity Strategic Lv.220	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12330			220		11330				Clear							
12331	6	9568	Eternal Throne VII	Reach Sands of Infinity Strategic Lv.240	Assets/Product/Texture/Image/IconTask/TaskIconChallenge06.png					12331			240		11331				Clear							
