Id	Name	Cover	GroupId	SubGroupId	Title	Editor	Approver	SubTitle[1]	SubContent[1]	SubTitle[2]	SubContent[2]	SubTitle[3]	SubContent[3]	SubTitle[4]	SubContent[4]
10010202	Someone Noted These Words Down	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	Someone Noted These Words Down				\nBut something can never be brought back again once they are damaged.\nThe pride of mankind, the faiths that people once believed in.\nIf we give up all of them for a false dawn, what can mankind possibly remember years later under the shelter of new buildings?						
10010301	Broken Page of the Diary I	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	Broken Page of the Diary I				(The edges of the paper are slightly burned.)\n\nThe remaining food and serum can't last us through this winter.\nWe must move. We need to find enough food, so Ray and others can—						
10010302	Broken Page of the Diary II	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	Broken Page of the Diary II				(The note is tattered. Why did they make a road sign with the torn diary?)\n\nWhen can we arrive at our destination?\nWe have finished all our food.\nI don't know how long we can last.						
10010303	Broken Page of the Diary III	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	Broken Page of the Diary III				\n\nBut I can't die here.\nI still want to see him, for one last time.\nIf my death has its value, I wouldn't complain at all.\nBut I haven't brought anything back—						
10010304	Broken Page of the Diary IV	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	Broken Page of the Diary IV				(Did they... walk out the desert alive?)\n\nThe compass is probably broken.\nBefore we realized, we had walked to a totally unknown area.\nWe'll die in this desert if we don't hurry.\nBut walking fast will increase our water consumption.\nWhat should we do? Where should we go?						
10010401	Diary of a Conservation Area Construct	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	Diary of a Conservation Area Construct				\nI wanna quit. Every day I wake up and patrol. I close my eyes and patrol... When is this going to end? What is the meaning to live a life like this...?						
10010501	Broken Morning Daily	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	Broken Morning Daily				\nI found a newspaper from a long time ago... It's interesting. Do you want to read it, Commandant?\n\n...Recently, there has been a rumor saying "salt can cure the Punishing Virus", which has forced up the salt price. Many have fallen victims to this and hoarded a great amount of salt. There is not special treatment to the Punishing Virus. Please don't believe in any unproven remedies to avoid loss. At this stage, staying in the safe area and away from mechanoids and believing in science are the best way to fight the virus.						
10010502	Broken News Headlines	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	Broken News Headlines				City 075...? A Golden Age elementary school above the military underground facility?	How many times do we have to repeat the tragedy at the Angel Elementary School?	 The Angel Elementary School in City 075 was an old charity boarding school where many homeless kids graduated. After the Punishing Virus broke out, the principal evacuated the students to the bomb shelter under the school and save the resources for the most urgent demands.\nBut his kindness was not answered with due reward, mechanoids' attacks became more and more severe. The teachers and students in the shelter kept calling for help without response.\nNow, they are forever left on the road to the rescue station. How many times do we have to repeat the tragedy like this?				
10010503	Broken City Express	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	Broken City Express				Medical Center 09. Is this where the Punishing Virus started to spread?\n\nThe conversion of the Ninth Psychiatric Hospital in City 011 will reportedly finish by 31 October. With its new defense system and medical facilities, the former psychiatric hospital will be renamed Medical Center 09 and responsible for receiving patients with sepsis infected by the Punishing Virus.\nThe original patients have been transferred to other facilities, and Medical Center 09 will not be receiving patients with mental disorders in the future. The facility apologized for any inconvenience.						
10010601	Farewell to the Heroes, Act 3, Scene 6	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	Farewell to the Heroes, Act 3, Scene 6				A note with the excerpt of the drama found on the ground by accident... Is the drama still playing in Babylonia's theaters?\n\nFarewell to the Heroes, Act 3, Scene 6\n"Imagine. Hope the freedom of imagination will transcend your deaths."\n"And may love and light be with you in the future full of freedom."						
10010602	A Nicely Printed Note	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	A Nicely Printed Note				(There is a nicely printed list on the note.)\n\n Star Wars\nGinga Toppa: the Spiral Eye\nClimber's High\n...\nThe Dawn Adventure of the Stardust Knight						
10010603	Venus Splash Park Specialty Record	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	Venus Splash Park Specialty Record				\nVenus Splash Park's specialties... You didn't have them last time, Commandant, such as "Venus Splash Park Special: Classic Summer Shaved Ice", "Venus Splash Park Special: Classic Summer Shaved Ice", and "Venus Splash Park Special: Shark-speare Life-Size Simulated Doll".						
10010604	A Broken Note	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	A Broken Note				\nHe promised me... He promised! He, no, they were in this together... From the very beginning... Yes, the very beginning... What did I do...? This is already...\n(The rest is a series of scratched unintelligible scribbles.)						
10010605	"Final Gift"	Assets/Product/Texture/Image/UiDorm/TerminalFileBg.png	1000	1001	"Final Gift"				(Under the note is a plain-colored envelope with "To Lua" on it. Besides, there is a white paper flower that is partly bloodstained.)\n\nPlease hand this letter and the flower to Lua if I don't wake up.						
