Id	BossLoseHp[1]	BossLoseHpScore[1]	BossTotalHp[1]	LeftTime[1]	LeftTimeScore[1]	CharLeftHp[1]	CharLeftHpSocre[1]	BossLoseHp[2]	BossLoseHpScore[2]	BossTotalHp[2]	LeftTime[2]	LeftTimeScore[2]	CharLeftHp[2]	CharLeftHpSocre[2]	BossLoseHp[3]	BossLoseHpScore[3]	BossTotalHp[3]	LeftTime[3]	LeftTimeScore[3]	CharLeftHp[3]	CharLeftHpSocre[3]	BossLoseHp[4]	BossLoseHpScore[4]	BossTotalHp[4]	LeftTime[4]	LeftTimeScore[4]	CharLeftHp[4]	CharLeftHpSocre[4]
30302002	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	150	0	1	0.25	0.01	45
30302003	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	300	0	1	0.5	0.01	90
30302004	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	600	0	1	1	0.01	180
30302005	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	1200	0	1	2	0.01	360
30302101	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	75	0	1	0.125	0.01	22.5
30302102	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	150	0	1	0.25	0.01	45
30302103	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	300	0	1	0.5	0.01	90
30302104	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	600	0	1	1	0.01	180
30302105	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	1200	0	1	2	0.01	360
30302201	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	75	0	1	0.125	0.01	22.5
30302202	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	150	0	1	0.25	0.01	45
30302203	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	300	0	1	0.5	0.01	90
30302204	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	600	0	1	1	0.01	180
30302205	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	1200	0	1	2	0.01	360
30302301	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	75	0	1	0.125	0.01	22.5
30302302	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	150	0	1	0.25	0.01	45
30302303	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	300	0	1	0.5	0.01	90
30302304	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	600	0	1	1	0.01	180
30302305	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	1200	0	1	2	0.01	360
30302401	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	75	0	1	0.125	0.01	22.5
30302402	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	150	0	1	0.25	0.01	45
30302403	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	300	0	1	0.5	0.01	90
30302404	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	600	0	1	1	0.01	180
30302405	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	1200	0	1	2	0.01	360
30302501	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	75	0	1	0.125	0.01	22.5
30302502	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	150	0	1	0.25	0.01	45
30302503	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	300	0	1	0.5	0.01	90
30302504	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	600	0	1	1	0.01	180
30302505	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	1200	0	1	2	0.01	360
30302601	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	75	0	1	0.125	0.01	22.5
30302602	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	150	0	1	0.25	0.01	45
30302603	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	300	0	1	0.5	0.01	90
30302604	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	600	0	1	1	0.01	180
30302605	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	1200	0	1	2	0.01	360
30302701	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	75	0	1	0.125	0.01	22.5
30302702	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	150	0	1	0.25	0.01	45
30302703	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	300	0	1	0.5	0.01	90
30302704	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	600	0	1	1	0.01	180
30302705	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	1200	0	1	2	0.01	360
30302801	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	50	0	1	20	0.01	15	0.01	75	0	1	0.125	0.01	22.5
30302802	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	100	0	1	40	0.01	30	0.01	150	0	1	0.25	0.01	45
30302803	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	200	0	1	80	0.01	60	0.01	300	0	1	0.5	0.01	90
30302804	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	400	0	1	160	0.01	120	0.01	600	0	1	1	0.01	180
30302805	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	800	0	1	320	0.01	240	0.01	1200	0	1	2	0.01	360
