Id	CvId	Msec	A	I	U	E	O
642	106023	5133	0.479711	0.08	0	0	0
643	106023	5150	0.279719	0.08	0	0	0
644	106023	5166	0.179965	0.08	0	0	0
645	106023	5183	0.06	0.06	0	0	0
646	106023	5200	0.04	0.04	0	0	0
647	106023	5216	0.113684	0.01	0	0	0
648	106023	5233	0.313681	0.01	0	0	0
649	106023	5250	0.51368	0.01	0	0	0
650	106023	5266	0.613679	0.01	0	0	0
651	106023	5283	0.813679	0.01	0	0	0
652	106023	5300	0.993678	0	0	0	0
653	106023	5316	0.999994	0	0	0	0.000001
654	106023	5333	0.999995	0	0	0	0.000002
655	106023	5350	0.999994	0	0	0	0.000002
656	106023	5366	0.799995	0	0	0	0.000005
657	106023	5383	0.599995	0	0	0	0.000005
658	106023	5400	0.399996	0	0	0	0.000004
659	106023	5416	0.299996	0	0	0	0.000004
660	106023	5433	0.099998	0	0	0	0.000002
661	106023	5450	0	0	0	0	0
662	106023	5466	0	0	0	0	0
663	106023	5483	0	0	0	0	0
664	106023	5500	0	0	0	0	0
665	106023	5516	0	0	0	0	0
666	106023	5533	0	0	0	0	0
667	106023	5550	0	0	0	0	0
668	106023	5566	0	0	0	0	0
669	106023	5583	0	0	0	0	0
670	106023	5600	0	0	0	0	0
671	106023	5616	0	0	0	0	0
672	106023	5633	0	0	0	0	0
673	106023	5650	0	0	0	0	0
674	106023	5666	0	0	0	0	0
675	106023	5683	0	0	0	0	0
676	106023	5700	0	0	0	0	0
677	106023	5716	0	0	0	0	0
678	106023	5733	0	0	0	0	0
679	106023	5750	0	0	0	0	0
680	106023	5766	0	0	0	0	0
681	106023	5783	0	0	0	0	0
682	106023	5800	0	0	0	0	0
683	106023	5816	0	0	0	0	0
684	106023	5833	0	0	0	0	0
685	106023	5850	0	0	0	0	0
686	106023	5866	0	0	0	0	0
687	106023	5883	0	0	0	0	0
688	106023	5900	0	0	0	0	0
689	106023	5916	0	0	0	0	0
690	106023	5933	0	0	0	0	0
691	106023	5950	0	0	0	0	0
692	106023	5966	0	0	0	0	0
693	106023	5983	0	0	0	0	0
694	106023	6000	0	0	0	0	0
695	106023	6016	0	0	0	0	0
696	106023	6033	0	0	0	0	0
697	106023	6050	0	0	0	0	0
698	106023	6066	0	0	0	0	0
699	106023	6083	0	0	0	0	0
700	106023	6100	0	0	0	0	0
701	106023	6116	0	0	0	0	0
702	106023	6133	0	0	0	0	0
703	106023	6150	0	0	0	0	0
704	106023	6166	0	0	0	0	0
705	106023	6183	0	0	0	0	0
706	106023	6200	0	0	0	0	0
