Id	CueSheetName	CueAwb	HasAwb
423	External/Criware/ca/v_luolan.acb	External/Criware/ca/v_luolan.awb	1
424	External/Criware/ca/v_livsuper.acb	External/Criware/ca/v_livsuper.awb	1
425	External/Criware/ca/v_sailinnasuper.acb	External/Criware/ca/v_sailinnasuper.awb	1
426	External/Criware/ca/v_pulao.acb	External/Criware/ca/v_pulao.awb	1
427	External/Criware/ca/v_qishisuper.acb	External/Criware/ca/v_qishisuper.awb	1
428	External/Criware/ca/v_hakama.acb	External/Criware/ca/v_hakama.awb	1
429	External/Criware/ca/v_kaliesuper.acb	External/Criware/ca/v_kaliesuper.awb	1
430	External/Criware/ca/v_nuoan.acb	External/Criware/ca/v_nuoan.awb	1
431	External/Criware/ca/v_biankasuper.acb	External/Criware/ca/v_biankasuper.awb	1
432	External/Criware/ca/v_bangbinata.acb	External/Criware/ca/v_bangbinata.awb	1
433	External/Criware/ca/v_lisuper.acb	External/Criware/ca/v_lisuper.awb	1
501	External/Criware/zh/v_ac5.acb	External/Criware/zh/v_ac5.awb	1
502	External/Criware/zh/v_ac7.acb	External/Criware/zh/v_ac7.awb	1
503	External/Criware/ja/v_ac8.acb	External/Criware/ja/v_ac8.awb	1
504	External/Criware/ja/v_2b.acb	External/Criware/ja/v_2b.awb	1
505	External/Criware/ja/v_9s.acb	External/Criware/ja/v_9s.awb	1
506	External/Criware/ja/v_a2.acb	External/Criware/ja/v_a2.awb	1
507	External/Criware/ja/ac10_boss_1.acb	External/Criware/ja/ac10_boss_1.awb	1
508	External/Criware/zh/v_ac12.acb	External/Criware/zh/v_ac12.awb	1
509	External/Criware/ja/v_ac5.acb	External/Criware/ja/v_ac5.awb	1
510	External/Criware/ja/v_ac14.acb	External/Criware/ja/v_ac14.awb	1
511	External/Criware/ja/v_ac7.acb	External/Criware/ja/v_ac7.awb	1
512	External/Criware/ja/v_ac15.acb	External/Criware/ja/v_ac15.awb	1
513	External/Criware/ja/v_ac16.acb	External/Criware/ja/v_ac16.awb	1
514	External/Criware/ja/ac17_boss.acb	External/Criware/ja/ac17_boss.awb	1
515	External/Criware/ja/ac18_pulao.acb	External/Criware/ja/ac18_pulao.awb	1
516	External/Criware/ja/v_ac21.acb	External/Criware/ja/v_ac21.awb	1
517	External/Criware/ja/v_ac23.acb	External/Criware/ja/v_ac23.awb	1
518	External/Criware/zh/v_ac23.acb	External/Criware/zh/v_ac23.awb	1
519	External/Criware/ca/v_ac23.acb	External/Criware/ca/v_ac23.awb	1
520	External/Criware/ja/v_ac23_guanqia.acb	External/Criware/ja/v_ac23_guanqia.awb	1
521	External/Criware/ja/v_ac23_juqing.acb	External/Criware/ja/v_ac23_juqing.awb	1
522	External/Criware/ja/v_ac23_yindao.acb	External/Criware/ja/v_ac23_yindao.awb	1
523	External/Criware/zh/v_ac23_guanqia.acb	External/Criware/zh/v_ac23_guanqia.awb	1
524	External/Criware/zh/v_ac23_juqing.acb	External/Criware/zh/v_ac23_juqing.awb	1
525	External/Criware/zh/v_ac23_yindao.acb	External/Criware/zh/v_ac23_yindao.awb	1
526	External/Criware/ca/v_ac23_guanqia.acb	External/Criware/ca/v_ac23_guanqia.awb	1
527	External/Criware/ca/v_ac23_juqing.acb	External/Criware/ca/v_ac23_juqing.awb	1
528	External/Criware/ca/v_ac23_yindao.acb	External/Criware/ca/v_ac23_yindao.awb	1
529	External/Criware/ja/ac24.acb	External/Criware/ja/ac24.awb	1
530	External/Criware/zh/ac24.acb	External/Criware/zh/ac24.awb	1
531	External/Criware/ca/ac24.acb	External/Criware/ca/ac24.awb	1
532	External/Criware/ja/ac25.acb	External/Criware/ja/ac25.awb	1
533	External/Criware/zh/ac25.acb	External/Criware/zh/ac25.awb	1
534	External/Criware/ca/ac25.acb	External/Criware/ca/ac25.awb	1
535	External/Criware/ja/ac26.acb	External/Criware/ja/ac26.awb	1
536	External/Criware/zh/ac26.acb	External/Criware/zh/ac26.awb	1
537	External/Criware/ca/ac26.acb	External/Criware/ca/ac26.awb	1
538	External/Criware/ja/v_ac14.acb	External/Criware/ja/v_ac14.awb	1
539	External/Criware/ja/v_ac16.acb	External/Criware/ja/v_ac16.awb	1
540	External/Criware/ja/ac17_boss.acb	External/Criware/ja/ac17_boss.awb	1
541	External/Criware/ja/ac18_pulao.acb	External/Criware/ja/ac18_pulao.awb	1
542	External/Criware/ja/v_ac8.acb	External/Criware/ja/v_ac8.awb	1
600	External/Criware/m_ev25_CD.acb	External/Criware/m_ev25_CD.awb	1
601	External/Criware/m_ev26_battle.acb	External/Criware/m_ev26_battle.awb	1
602	External/Criware/m_ev26_boss1.acb	External/Criware/m_ev26_boss1.awb	1
603	External/Criware/m_ev26_boss2.acb	External/Criware/m_ev26_boss2.awb	1
604	External/Criware/m_ev26_intro.acb	External/Criware/m_ev26_intro.awb	1
605	External/Criware/m_ev26_intro_p1.acb	External/Criware/m_ev26_intro_p1.awb	1
606	External/Criware/m_ev26_intro_p2.acb	External/Criware/m_ev26_intro_p2.awb	1
607	External/Criware/m_ev26_intro_p3.acb	External/Criware/m_ev26_intro_p3.awb	1
608	External/Criware/m_ev26_lose.acb	External/Criware/m_ev26_lose.awb	1
609	External/Criware/m_ev26_win.acb	External/Criware/m_ev26_win.awb	1
615	External/Criware/m_ev26_cd_1.acb	External/Criware/m_ev26_cd_1.awb	1
631	External/Criware/m_ev27_spring.acb	External/Criware/m_ev27_spring.awb	1
9708	External/Criware/me_sword.acb		0
8130	External/Criware/mb_sword.acb		0
8140	External/Criware/mb_lady.acb		0
8170	External/Criware/mb_virginbio.acb		0
8310	External/Criware/mb_xiurk1.acb		0
8311	External/Criware/mb_xiurk2.acb		0
9034	External/Criware/me_prisoner.acb		0
9033	External/Criware/me_paw.acb		0
9037	External/Criware/me_arrowsoldier.acb		0
9026	External/Criware/mo_jgrc.acb		0
9711	External/Criware/me_camouflage.acb		0
9035	External/Criware/me_bio.acb		0
8215	External/Criware/mb_brave.acb		0
8701	External/Criware/mb_osirisrk1.acb		0
8702	External/Criware/mb_osirisrk2.acb		0
8703	External/Criware/mb_osirisrk3.acb		0
9716	External/Criware/me_cattle.acb		0
9714	External/Criware/me_rocket.acb		0
9701	External/Criware/me_spider.acb		0
9013	External/Criware/me_rider.acb		0
9019	External/Criware/mo_armor.acb		0
9018	External/Criware/mo_hunter.acb		0
9017	External/Criware/mo_actor.acb		0
9003	External/Criware/mo_spanner.acb		0
9014	External/Criware/mo_thunderbug.acb		0
9020	External/Criware/mo_blackspider.acb		0
9025	External/Criware/mo_ssjk.acb		0
9012	External/Criware/mo_crawler.acb		0
9009	External/Criware/mo_act.acb		0
9011	External/Criware/mo_shooter.acb		0
9015	External/Criware/mo_tracer.acb		0
9016	External/Criware/mo_security.acb		0
9010	External/Criware/mo_ca.acb		0
9036	External/Criware/me_backsaw.acb		0
9021	External/Criware/me_armorsp.acb		0
8150	External/Criware/mb_orphan.acb		0
8160	External/Criware/mb_luolan.acb		0
8180	External/Criware/mb_sandworm.acb		0
9022	External/Criware/me_bio_0.acb		0
9038	External/Criware/me_gouzaoti.acb		0
8210	External/Criware/mb_robotarmor.acb		0
8110	External/Criware/mb_tankarmor.acb		0
8190	External/Criware/mb_luciaRK3.acb		0
9045	External/Criware/me_jidijibing.acb		0
9046	External/Criware/me_jijuxie.acb		0
8320	External/Criware/me_luosaita_ma.acb		0
8322	External/Criware/me_luosaita_ren.acb		0
9002	External/Criware/mo_kuro.acb		0
9047	External/Criware/me_heizhuizongzhe.acb		0
9048	External/Criware/me_heibaoan.acb		0
9049	External/Criware/me_heizhenchaji.acb		0
9050	External/Criware/me_shizijia.acb		0
8736	External/Criware/me_cube.acb		0
8739	External/Criware/me_cube2.acb		0
8741	External/Criware/me_cube3.acb		0
9061	External/Criware/me_xiufudanyuan.acb		0
9060	External/Criware/me_fenjiedanyuan.acb		0
9062	External/Criware/me_huolidanyuan.acb		0
9063	External/Criware/me_kantandanyuan.acb		0
8340	External/Criware/mb_trackalien.acb		0
9942	External/Criware/mb_motor.acb		0
9064	External/Criware/mo_lishiliuxiung.acb		0
9065	External/Criware/mo_wulunsixing.acb		0
8350	External/Criware/mb_melody.acb		0
9068	External/Criware/me_yazi.acb		0
9066	External/Criware/mo_diaoren.acb		0
9067	External/Criware/mo_yanfen1.acb		0
9069	External/Criware/mo_lucun.acb		0
9070	External/Criware/me_zhizun.acb		0
8360	External/Criware/mb_jiabailie.acb		0
9071	External/Criware/mo_biaoyanyiren.acb		0
9072	External/Criware/mo_tiaojiushi.acb		0
9073	External/Criware/mo_youyongjiaoguan.acb		0
9074	External/Criware/me_xiguajun.acb		0
8370	External/Criware/mb_aolajiang.acb		0
8371	External/Criware/mb_aolajiangb.acb		0
8750	External/Criware/mb_jiabailie02.acb		0
9077	External/Criware/mo_zhangyu.acb		0
9075	External/Criware/mb_xuexiao.acb		0
9076	External/Criware/mo_tuzi.acb		0
9078	External/Criware/me_xiongren.acb		0
8380	External/Criware/mb_baiyangnv.acb		0
9079	External/Criware/me_diaoren1.acb		0
9080	External/Criware/me_yunlu.acb		0
9082	External/Criware/me_yunlukulei.acb		0
9081	External/Criware/mb_taia1.acb		0
8390	External/Criware/mb_luna.acb		0
8400	External/Criware/mb_hadisi.acb		0
8401	External/Criware/mb_hadisi2.acb		0
8410	External/Criware/mb_xigeluen.acb		0
9085	External/Criware/mo_mifeng.acb		0
9083	External/Criware/mo_shirenhua.acb		0
9086	External/Criware/mo_bopuer.acb		0
9087	External/Criware/me_yasibeiersi.acb		0
8430	External/Criware/mb_majiyaweili.acb		0
9088	External/Criware/me_nian.acb		0
9089	External/Criware/mo_ungouzaoti.acb		0
9090	External/Criware/mo_haiqiao.acb		0
9091	External/Criware/me_unknown.acb		0
8420	External/Criware/mb_siren.acb		0
9093	External/Criware/mo_yingdengyu.acb		0
9094	External/Criware/mo_ciganxie.acb		0
9095	External/Criware/me_jiegouqiutu.acb		0
8440	External/Criware/mb_mother.acb		0
9096	External/Criware/mo_beiya.acb		0
9097	External/Criware/mo_modelm.acb		0
9098	External/Criware/me_police.acb		0
9099	External/Criware/me_skaterboy.acb		0
8450	External/Criware/mb_voodoo.acb		0
8451	External/Criware/mb_voodoo2.acb		0
9301	External/Criware/mo_qingjiejiqi.acb		0
9302	External/Criware/mo_shuixiyi.acb		0
8460	External/Criware/mb_lamiya.acb		0
9303	External/Criware/mo_semifini.acb		0
8470	External/Criware/mb_shuangzi.acb		0
9305	External/Criware/mo_cyborgleader.acb		0
9307	External/Criware/me_shengtang.acb		0
8481	External/Criware/mb_hongchaonv.acb		0
9310	External/Criware/mo_shujing.acb		0
9311	External/Criware/mo_xiaojingling.acb		0
9308	External/Criware/me_wutailong.acb		0
8490	External/Criware/mb_hamuleite.acb		0
9312	External/Criware/me_drummer.acb		0
9313	External/Criware/me_keyboardist.acb		0
9314	External/Criware/me_guitarist.acb		0
9316	External/Criware/mo_gangster.acb		0
8220	External/Criware/mb_rapper.acb		0
9317	External/Criware/me_hetimingyunzhilun.acb		0
9318	External/Criware/mo_hetipaotai.acb		0
9319	External/Criware/mo_hetiyiliaoji.acb		0
8510	External/Criware/mb_starknight.acb		0
9320	External/Criware/me_sword2.acb		0
9322	External/Criware/mo_hetiwurenji.acb		0
9323	External/Criware/me_hetigongzuojiqi.acb		0
9324	External/Criware/mb_moonguy.acb		0
9325	External/Criware/mo_moonlighter.acb		0
9326	External/Criware/me_lampmonster.acb		0
9327	External/Criware/mb_huosha.acb		0
9328	External/Criware/mo_coraler.acb		0
9329	External/Criware/mo_yssuti.acb		0
9330	External/Criware/mb_lostwomen.acb		0
9331	External/Criware/me_twofacer.acb		0
9332	External/Criware/mo_goodgirl.acb		0
9333	External/Criware/mo_badboy.acb		0
9334	External/Criware/me_puppet.acb		0
9335	External/Criware/mb_maidmaster.acb		0
9336	External/Criware/mo_gztcaptain.acb		0
9337	External/Criware/mb_mercy.acb		0
9338	External/Criware/mb_bengyue.acb		0
9339	External/Criware/mb_tifa.acb		0
9340	External/Criware/mo_shigaonan.acb		0
9341	External/Criware/me_simmoonguy.acb		0
9342	External/Criware/mb_sister.acb		0
10000000	External/Criware/c_luciaRk3_JP.acb		0
10000001	External/Criware/ja/v_acja1.acb	External/Criware/ja/v_acja1.awb	1
10000002	External/Criware/m_ev24_jp_CD.acb	External/Criware/m_ev24_jp_CD.awb	1
10000003	External/Criware/m_ev24_jp_CD_2.acb	External/Criware/m_ev24_jp_CD_2.awb	1
561	External/Criware/en/v_ac5.acb	External/Criware/en/v_ac5.awb	1
562	External/Criware/en/v_ac7.acb	External/Criware/en/v_ac7.awb	1
563	External/Criware/en/v_ac8.acb	External/Criware/en/v_ac8.awb	1
564	External/Criware/en/ac10_boss_1.acb	External/Criware/en/ac10_boss_1.awb	1
565	External/Criware/en/v_ac12.acb	External/Criware/en/v_ac12.awb	1
566	External/Criware/en/v_ac14.acb	External/Criware/en/v_ac14.awb	1
567	External/Criware/en/v_ac15.acb	External/Criware/en/v_ac15.awb	1
568	External/Criware/en/v_ac16.acb	External/Criware/en/v_ac16.awb	1
569	External/Criware/en/ac17_boss.acb	External/Criware/en/ac17_boss.awb	1
570	External/Criware/en/ac18_pulao.acb	External/Criware/en/ac18_pulao.awb	1
571	External/Criware/en/v_ac21.acb	External/Criware/en/v_ac21.awb	1
572	External/Criware/en/v_ac23.acb	External/Criware/en/v_ac23.awb	1
802	External/Criware/en/v_lucia.acb	External/Criware/en/v_lucia.awb	1
8021	External/Criware/en/v_luciaalpha.acb	External/Criware/en/v_luciaalpha.awb	1
8022	External/Criware/en/v_luciaice.acb	External/Criware/en/v_luciaice.awb	1
803	External/Criware/en/v_liv.acb	External/Criware/en/v_liv.awb	1
801	External/Criware/en/v_li.acb	External/Criware/en/v_li.awb	1
806	External/Criware/en/v_kamui.acb	External/Criware/en/v_kamui.awb	1
8061	External/Criware/en/v_kamuianneng.acb	External/Criware/en/v_kamuianneng.awb	1
805	External/Criware/en/v_imper9t.acb	External/Criware/en/v_imper9t.awb	1
804	External/Criware/en/v_bianca.acb	External/Criware/en/v_bianca.awb	1
808	External/Criware/en/v_watanabe.acb	External/Criware/en/v_watanabe.awb	1
807	External/Criware/en/v_karen.acb	External/Criware/en/v_karen.awb	1
809	External/Criware/en/v_aila.acb	External/Criware/en/v_aila.awb	1
810	External/Criware/en/v_sufeiya.acb	External/Criware/en/v_sufeiya.awb	1
811	External/Criware/en/v_kuluomu.acb	External/Criware/en/v_kuluomu.awb	1
812	External/Criware/en/v_weila.acb	External/Criware/en/v_weila.awb	1
813	External/Criware/en/v_camu.acb	External/Criware/en/v_camu.awb	1
814	External/Criware/en/v_luosaita.acb	External/Criware/en/v_luosaita.awb	1
815	External/Criware/en/v_changyu.acb	External/Criware/en/v_changyu.awb	1
816	External/Criware/en/v_qu.acb	External/Criware/en/v_qu.awb	1
817	External/Criware/en/v_luna.acb	External/Criware/en/v_luna.awb	1
818	External/Criware/en/v_sailinna.acb	External/Criware/en/v_sailinna.awb	1
819	External/Criware/en/v_wanshi.acb	External/Criware/en/v_wanshi.awb	1
820	External/Criware/en/v_kuluomuice.acb	External/Criware/en/v_kuluomuice.awb	1
821	External/Criware/en/v_twentyone.acb	External/Criware/en/v_twentyone.awb	1
822	External/Criware/en/v_weilathunder.acb	External/Criware/en/v_weilathunder.awb	1
823	External/Criware/en/v_luolan.acb	External/Criware/en/v_luolan.awb	1
824	External/Criware/en/v_livsuper.acb	External/Criware/en/v_livsuper.awb	1
825	External/Criware/en/v_sailinnasuper.acb	External/Criware/en/v_sailinnasuper.awb	1
826	External/Criware/en/v_pulao.acb	External/Criware/en/v_pulao.awb	1
827	External/Criware/en/v_qishisuper.acb	External/Criware/en/v_qishisuper.awb	1
828	External/Criware/en/v_hakama.acb	External/Criware/en/v_hakama.awb	1
829	External/Criware/en/v_kaliesuper.acb	External/Criware/en/v_kaliesuper.awb	1
830	External/Criware/en/v_nuoan.acb	External/Criware/en/v_nuoan.awb	1
831	External/Criware/en/v_biankasuper.acb	External/Criware/en/v_biankasuper.awb	1
573	External/Criware/en/v_ac23_guanqia.acb	External/Criware/en/v_ac23_guanqia.awb	1
574	External/Criware/en/v_ac23_juqing.acb	External/Criware/en/v_ac23_juqing.awb	1
575	External/Criware/en/v_ac23_yindao.acb	External/Criware/en/v_ac23_yindao.awb	1
576	External/Criware/en/ac24.acb	External/Criware/en/ac24.awb	1
832	External/Criware/en/v_bangbinata.acb	External/Criware/en/v_bangbinata.awb	1
577	External/Criware/en/ac25.acb	External/Criware/en/ac25.awb	1
833	External/Criware/en/v_lisuper.acb	External/Criware/en/v_lisuper.awb	1
700	External/Criware/g_ingame_EV27.acb		0
8091	External/Criware/en/v_ailaRK3.acb	External/Criware/en/v_ailaRK3.awb	1
578	External/Criware/en/ac26.acb	External/Criware/en/ac26.awb	1
