Id	CueSheetId	CueName	Is1pOr3p
300000471	527	ac23_liv_1_201	1
300000472	527	ac23_liv_1_202	1
300000473	527	ac23_liv_1_238	1
300000474	527	ac23_liv_1_243	1
300000475	527	ac23_liv_1_249	1
300000476	527	ac23_liv_1_252	1
300000477	527	ac23_liv_1_254	1
300000478	527	ac23_liv_1_256	1
300000479	527	ac23_liv_1_258	1
300000480	527	ac23_liv_1_259	1
300000481	527	ac23_liv_1_261	1
300000482	527	ac23_liv_1_262	1
300000483	527	ac23_liv_1_263	1
300000484	527	ac23_liv_1_267	1
300000485	527	ac23_liv_1_272	1
300000486	527	ac23_liv_1_277	1
300000487	527	ac23_liv_1_279	1
300000488	527	ac23_liv_1_281	1
300000489	527	ac23_liv_1_286	1
300000490	527	ac23_liv_1_291	1
300000491	527	ac23_liv_1_292	1
300000492	527	ac23_liv_1_296	1
300000493	527	ac23_liv_1_297	1
300000494	527	ac23_liv_1_299	1
300000495	527	ac23_liv_1_308	1
300000496	527	ac23_liv_1_319	1
300000497	527	ac23_liv_1_321	1
300000498	527	ac23_liv_1_334	1
300000499	527	ac23_liv_1_343	1
300000500	527	ac23_liv_1_349	1
300000501	527	ac23_liv_1_354	1
300000502	527	ac23_liv_1_361	1
300000503	527	ac23_liv_1_363	1
300000504	527	ac23_liv_1_366	1
300000505	527	ac23_liv_1_371	1
300000506	527	ac23_liv_1_381	1
300000507	527	ac23_liv_1_385	1
300000508	527	ac23_liv_1_389	1
300000509	527	ac23_liv_1_393	1
300000510	527	ac23_liv_1_396	1
300000511	527	ac23_liv_1_399	1
300000512	527	ac23_liv_1_402	1
300000513	527	ac23_liv_1_406	1
300000514	527	ac23_liv_1_410	1
300000515	527	ac23_liv_1_414	1
300000516	527	ac23_liv_2_11	1
300000517	527	ac23_liv_2_24	1
300000518	527	ac23_liv_2_26	1
300000519	527	ac23_liv_2_28	1
300000520	527	ac23_liv_2_29	1
300000521	527	ac23_liv_2_37	1
300000522	527	ac23_liv_2_38	1
300000523	527	ac23_liv_2_46	1
300000524	527	ac23_liv_2_64	1
300000525	527	ac23_liv_2_71	1
300000526	527	ac23_liv_2_74	1
300000527	527	ac23_liv_2_80	1
300000528	527	ac23_liv_2_84	1
300000529	527	ac23_liv_2_91	1
300000530	527	ac23_liv_2_98	1
300000531	527	ac23_liv_2_102	1
300000532	527	ac23_liv_2_104	1
300000533	527	ac23_liv_2_106	1
300000534	527	ac23_liv_2_108	1
300000535	527	ac23_liv_2_112	1
300000536	527	ac23_liv_2_114	1
300000537	527	ac23_liv_2_120	1
300000538	527	ac23_liv_2_122	1
300000539	527	ac23_liv_2_128	1
300000540	527	ac23_liv_2_131	1
300000541	527	ac23_liv_2_136	1
300000542	527	ac23_liv_2_139	1
300000543	527	ac23_liv_2_141	1
300000544	527	ac23_liv_2_151	1
300000545	527	ac23_liv_2_155	1
300000546	527	ac23_liv_2_213	1
300000547	527	ac23_liv_2_217	1
300000548	527	ac23_liv_2_219	1
300000549	527	ac23_liv_2_235	1
300000550	527	ac23_liv_2_245	1
300000551	527	ac23_liv_2_248	1
300000552	527	ac23_liv_2_254	1
300000553	527	ac23_liv_2_278	1
300000554	527	ac23_liv_2_286	1
300000555	527	ac23_liv_2_292	1
300000556	527	ac23_liv_2_294	1
300000557	527	ac23_liv_2_296	1
300000558	527	ac23_liv_2_298	1
300000559	527	ac23_liv_2_299	1
300000560	527	ac23_liv_2_303	1
300000561	527	ac23_liv_2_306	1
300000562	527	ac23_liv_2_308	1
300000563	527	ac23_liv_2_309	1
300000564	527	ac23_liv_2_311	1
300000565	527	ac23_liv_2_314	1
300000566	527	ac23_liv_2_315	1
300000567	527	ac23_liv_2_317	1
300000568	527	ac23_liv_2_318	1
300000569	527	ac23_liv_2_322	1
300000570	527	ac23_liv_2_325	1
300000571	527	ac23_liv_2_327	1
300000572	527	ac23_liv_2_328	1
300000573	527	ac23_liv_2_332	1
300000574	527	ac23_liv_2_346	1
300000575	527	ac23_liv_2_354	1
300000576	527	ac23_liv_2_357	1
300000577	527	ac23_liv_2_361	1
300000578	527	ac23_liv_2_363	1
300000579	527	ac23_liv_2_369	1
300000580	527	ac23_liv_2_371	1
300000581	527	ac23_liv_2_372	1
300000582	527	ac23_liv_2_375	1
300000583	527	ac23_liv_2_385	1
300000584	527	ac23_liv_2_387	1
300000585	527	ac23_liv_2_392	1
300000586	527	ac23_liv_2_394	1
300000587	527	ac23_liv_2_396	1
300000588	527	ac23_liv_2_403	1
300000589	527	ac23_liv_2_408	1
300000590	527	ac23_liv_2_410	1
300000591	527	ac23_liv_2_413	1
300000592	527	ac23_liv_2_416	1
300000593	527	ac23_liv_2_419	1
300000594	527	ac23_liv_2_427	1
300000595	527	ac23_liv_2_432	1
300000596	527	ac23_liv_2_441	1
300000597	527	ac23_liv_2_443	1
300000598	527	ac23_liv_2_449	1
300000599	527	ac23_liv_2_458	1
300000600	527	ac23_liv_2_461	1
300000601	527	ac23_liv_2_463	1
300000602	527	ac23_liv_2_465	1
300000603	527	ac23_liv_2_468	1
300000604	527	ac23_liv_2_479	1
300000605	527	ac23_liv_2_480	1
300000606	527	ac23_liv_2_488	1
300000607	527	ac23_liv_2_505	1
300000608	527	ac23_liv_2_512	1
300000609	527	ac23_liv_2_513	1
300000610	527	ac23_liv_2_514	1
300000611	527	ac23_liv_2_517	1
300000612	527	ac23_liv_2_519	1
300000613	527	ac23_liv_2_520	1
300000614	527	ac23_liv_2_521	1
300000615	527	ac23_liv_2_522	1
300000616	527	ac23_liv_2_526	1
300000617	527	ac23_liv_2_527	1
300000618	527	ac23_liv_2_528	1
300000619	527	ac23_liv_2_529	1
300000620	527	ac23_liv_2_531	1
300000621	527	ac23_liv_2_532	1
300000622	527	ac23_liv_2_557	1
300000623	527	ac23_liv_2_569	1
300000624	527	ac23_liv_2_579	1
300000625	527	ac23_liv_3_20	1
300000626	527	ac23_liv_3_29	1
300000627	527	ac23_liv_3_31	1
300000628	527	ac23_liv_3_32	1
300000629	527	ac23_liv_3_43	1
300000630	527	ac23_liv_3_76	1
300000631	527	ac23_liv_3_78	1
300000632	527	ac23_liv_3_80	1
300000633	527	ac23_liv_3_81	1
300000634	527	ac23_liv_3_82	1
300000635	527	ac23_liv_3_115	1
300000636	527	ac23_liv_3_117	1
300000637	527	ac23_liv_3_173	1
300000638	527	ac23_liv_3_175	1
300000639	527	ac23_liv_3_176	1
300000640	527	ac23_liv_3_180	1
300000641	527	ac23_liv_3_182	1
300000642	527	ac23_liv_3_184	1
300000643	527	ac23_liv_3_186	1
300000644	527	ac23_liv_3_187	1
300000645	527	ac23_liv_3_188	1
300000646	527	ac23_liv_3_189	1
300000647	527	ac23_liv_3_190	1
300000648	527	ac23_liv_3_194	1
300000649	527	ac23_liv_3_195	1
300000650	527	ac23_liv_3_196	1
300000651	527	ac23_liv_3_198	1
300000652	527	ac23_liv_3_201	1
300000653	527	ac23_liv_3_211	1
300000654	527	ac23_liv_3_212	1
300000655	527	ac23_liv_3_213	1
300000656	527	ac23_liv_3_217	1
300000657	527	ac23_liv_3_220	1
300000658	527	ac23_liv_3_221	1
300000659	527	ac23_liv_3_225	1
300000660	527	ac23_liv_3_231	1
300000661	527	ac23_liv_3_236	1
300000662	527	ac23_liv_3_240	1
300000663	527	ac23_liv_3_246	1
300000664	527	ac23_liv_3_250	1
300000665	527	ac23_liv_3_255	1
300000666	527	ac23_liv_3_261	1
300000667	527	ac23_liv_3_277	1
300000668	527	ac23_liv_3_282	1
300000669	527	ac23_liv_3_284	1
300000670	527	ac23_liv_3_286	1
300000671	527	ac23_liv_3_290	1
300000672	527	ac23_liv_battle_1	1
300000673	527	ac23_liv_battle_2	1
300000674	527	ac23_liv_battle_3	1
300000675	527	ac23_shashibier_2_58	1
300000676	527	ac23_shashibier_2_61	1
300000677	527	ac23_shashibier_2_77	1
300000678	527	ac23_shashibier_2_94	1
300000679	527	ac23_shashibier_3_7	1
300000680	527	ac23_sheep_1	1
300000681	527	ac23_xiandiruila_2_184	1
300000682	527	ac23_xiandiruila_2_188	1
300000683	527	ac23_xiandiruila_2_191	1
300000684	527	ac23_xiandiruila_2_195	1
300000685	527	ac23_xiandiruila_2_208	1
300000686	527	ac23_xiandiruila_2_211	1
300000687	527	ac23_xiandiruila_2_214	1
300000688	527	ac23_xiandiruila_2_218	1
300000689	527	ac23_xiandiruila_2_221	1
300000690	527	ac23_xiandiruila_2_230	1
300000691	527	ac23_xiandiruila_2_231	1
300000692	527	ac23_xiandiruila_2_241	1
300000693	527	ac23_xiandiruila_2_251	1
300000694	527	ac23_xiandiruila_2_253	1
300000695	527	ac23_xiandiruila_2_255	1
300000696	527	ac23_xiandiruila_2_257	1
300000697	527	ac23_xiandiruila_2_258	1
300000698	527	ac23_xiandiruila_2_259	1
300000699	527	ac23_xiandiruila_2_260	1
300000700	527	ac23_xiandiruila_2_262	1
300000701	527	ac23_xiandiruila_2_264	1
300000702	527	ac23_xiandiruila_2_265	1
300000703	527	ac23_xiandiruila_2_266	1
300000704	527	ac23_xiandiruila_2_268	1
300000705	527	ac23_xiandiruila_2_269	1
300000706	527	ac23_xiandiruila_2_272	1
300000707	527	ac23_xiandiruila_2_274	1
300000708	527	ac23_xiandiruila_2_277	1
300000709	527	ac23_xiandiruila_2_281	1
300000710	527	ac23_xiandiruila_2_284	1
300000711	527	ac23_xiandiruila_2_288	1
300000712	527	ac23_xiandiruila_2_289	1
300000713	527	ac23_xiandiruila_2_330	1
300000714	527	ac23_xiandiruila_2_333	1
300000715	527	ac23_xiandiruila_2_335	1
300000716	527	ac23_xiandiruila_2_339	1
300000717	527	ac23_xiandiruila_2_343	1
300000718	527	ac23_xiandiruila_2_347	1
300000719	527	ac23_xiandiruila_2_348	1
300000720	527	ac23_xiandiruila_2_349	1
300000721	527	ac23_xiandiruila_2_351	1
300000722	527	ac23_xiandiruila_2_352	1
300000723	527	ac23_xiandiruila_2_353	1
300000724	527	ac23_xiandiruila_2_355	1
300000725	527	ac23_xiandiruila_2_360	1
300000726	527	ac23_xiandiruila_2_362	1
300000727	527	ac23_xiandiruila_2_364	1
300000728	527	ac23_xiandiruila_2_365	1
300000729	527	ac23_xiandiruila_2_367	1
300000730	527	ac23_xiandiruila_2_368	1
300000731	527	ac23_xiandiruila_2_373	1
300000732	527	ac23_xiandiruila_2_374	1
300000733	527	ac23_xiandiruila_2_376	1
300000734	527	ac23_xiandiruila_2_377	1
300000735	527	ac23_xiandiruila_2_379	1
300000736	527	ac23_xiandiruila_2_383	1
300000737	527	ac23_xiandiruila_2_388	1
300000738	527	ac23_xiandiruila_2_389	1
300000739	527	ac23_xiandiruila_2_391	1
300000740	527	ac23_xiandiruila_2_393	1
300000741	527	ac23_xiandiruila_2_395	1
300000742	527	ac23_xiandiruila_2_397	1
300000743	527	ac23_xiandiruila_2_398	1
300000744	527	ac23_xiandiruila_2_399	1
300000745	527	ac23_xiandiruila_2_406	1
300000746	527	ac23_xiandiruila_2_409	1
300000747	527	ac23_xiandiruila_2_411	1
300000748	527	ac23_xiandiruila_2_412	1
300000749	527	ac23_xiandiruila_2_414	1
300000750	527	ac23_xiandiruila_2_418	1
300000751	527	ac23_xiandiruila_2_421	1
300000752	527	ac23_xiandiruila_2_425	1
300000753	527	ac23_xiandiruila_2_429	1
300000754	527	ac23_xiandiruila_2_431	1
300000755	527	ac23_xiandiruila_2_434	1
300000756	527	ac23_xiandiruila_2_436	1
300000757	527	ac23_xiandiruila_2_437	1
300000758	527	ac23_xiandiruila_2_438	1
300000759	527	ac23_xiandiruila_2_439	1
300000760	527	ac23_xiandiruila_2_440	1
300000761	527	ac23_xiandiruila_2_442	1
300000762	527	ac23_xiandiruila_2_444	1
300000763	527	ac23_xiandiruila_2_446	1
300000764	527	ac23_xiandiruila_2_447	1
300000765	527	ac23_xiandiruila_2_448	1
300000766	527	ac23_xiandiruila_2_450	1
300000767	527	ac23_xiandiruila_2_451	1
300000768	527	ac23_xiandiruila_2_452	1
300000769	527	ac23_xiandiruila_2_453	1
300000770	527	ac23_xiandiruila_2_454	1
300000771	527	ac23_xiandiruila_2_455	1
300000772	527	ac23_xiandiruila_2_456	1
300000773	527	ac23_xiandiruila_2_459	1
300000774	527	ac23_xiandiruila_2_460	1
300000775	527	ac23_xiandiruila_2_464	1
300000776	527	ac23_xiandiruila_2_477	1
300000777	527	ac23_xiandiruila_2_478	1
300000778	527	ac23_xiandiruila_2_481	1
300000779	527	ac23_xiandiruila_2_483	1
300000780	527	ac23_xiandiruila_2_489	1
300000781	527	ac23_xiandiruila_2_490	1
300000782	527	ac23_xiandiruila_2_491	1
300000783	527	ac23_xiandiruila_2_492	1
300000784	527	ac23_xiandiruila_2_494	1
300000785	527	ac23_xiandiruila_2_495	1
300000786	527	ac23_xiandiruila_2_496	1
300000787	527	ac23_xiandiruila_2_498	1
300000788	527	ac23_xiandiruila_2_499	1
300000789	527	ac23_xiandiruila_2_500	1
300000790	527	ac23_xiandiruila_2_501	1
300000791	527	ac23_xiandiruila_2_502	1
300000792	527	ac23_xiandiruila_2_503	1
300000793	527	ac23_xiandiruila_2_504	1
300000794	527	ac23_xiandiruila_2_506	1
300000795	527	ac23_xiandiruila_2_508	1
300000796	527	ac23_xiandiruila_2_509	1
300000797	527	ac23_xiandiruila_2_510	1
300000798	527	ac23_xiandiruila_2_511	1
300000799	527	ac23_xiandiruila_2_518	1
300000800	527	ac23_xiandiruila_2_523	1
300000801	527	ac23_xiandiruila_2_533	1
300000802	527	ac23_xiandiruila_2_534	1
300000803	527	ac23_xiandiruila_2_536	1
300000804	527	ac23_xiandiruila_2_538	1
300000805	527	ac23_xiandiruila_2_540	1
300000806	527	ac23_xiandiruila_2_549	1
300000807	527	ac23_xiandiruila_2_551	1
300000808	527	ac23_xiandiruila_2_555	1
300000809	527	ac23_xiandiruila_2_556	1
300000810	527	ac23_xiandiruila_2_558	1
300000811	527	ac23_xiandiruila_2_560	1
300000812	527	ac23_xiandiruila_2_566	1
300000813	527	ac23_xiandiruila_2_570	1
300000814	527	ac23_xiandiruila_2_571	1
300000815	527	ac23_xiandiruila_2_572	1
300000816	527	ac23_xiandiruila_2_574	1
300000817	527	ac23_xiandiruila_2_575	1
300000818	527	ac23_xiandiruila_2_576	1
300000819	527	ac23_xiandiruila_2_577	1
300000820	527	ac23_xiandiruila_2_581	1
300000821	527	ac23_xiandiruila_2_583	1
300000822	527	ac23_xiandiruila_2_587	1
300000823	527	ac23_xiandiruila_2_589	1
300000824	527	ac23_xiandiruila_2_591	1
300000825	527	ac23_xibokeladi_1_130	1
300000826	527	ac23_xibokeladi_1_137	1
300000827	527	ac23_xibokeladi_1_143	1
300000828	527	ac23_xibokeladi_1_145	1
300000829	527	ac23_xibokeladi_1_146	1
300000830	527	ac23_xibokeladi_1_148	1
300000831	527	ac23_xibokeladi_1_149	1
300000832	527	ac23_xibokeladi_1_150	1
300000833	527	ac23_xibokeladi_1_151	1
300000834	527	ac23_xibokeladi_1_164	1
300000835	527	ac23_xibokeladi_1_166	1
300000836	527	ac23_xibokeladi_1_168	1
300000837	527	ac23_xibokeladi_1_169	1
300000838	527	ac23_xibokeladi_1_171	1
300000839	527	ac23_xibokeladi_1_172	1
300000840	527	ac23_xibokeladi_1_184	1
300000841	527	ac23_xibokeladi_1_185	1
300000842	527	ac23_xibokeladi_1_186	1
300000843	527	ac23_xibokeladi_1_187	1
300000844	527	ac23_xibokeladi_1_188	1
300000845	527	ac23_xibokeladi_1_189	1
300000846	527	ac23_xibokeladi_1_191	1
300000847	527	ac23_xibokeladi_1_192	1
300000848	527	ac23_xibokeladi_1_194	1
300000849	527	ac23_xibokeladi_1_197	1
300000850	527	ac23_xibokeladi_1_199	1
300000851	527	ac23_xibokeladi_1_200	1
300000852	527	ac23_xibokeladi_1_206	1
300000853	527	ac23_xibokeladi_1_208	1
300000854	527	ac23_xibokeladi_1_209	1
300000855	527	ac23_xibokeladi_1_210	1
300000856	527	ac23_xibokeladi_1_221	1
300000857	527	ac23_xibokeladi_1_350	1
300000858	527	ac23_xibokeladi_3_30	1
300000859	527	ac23_xibokeladi_3_33	1
300000860	527	ac23_xibokeladi_3_34	1
300000861	527	ac23_xibokeladi_3_35	1
300000862	527	ac23_xibokeladi_3_36	1
300000863	527	ac23_xibokeladi_3_37	1
300000864	527	ac23_xibokeladi_3_38	1
300000865	527	ac23_xibokeladi_3_39	1
300000866	527	ac23_xibokeladi_3_40	1
300000867	527	ac23_xibokeladi_3_41	1
300000868	527	ac23_xibokeladi_3_42	1
300000869	527	ac23_xibokeladi_3_44	1
300000870	527	ac23_xibokeladi_3_45	1
300000871	527	ac23_xibokeladi_3_77	1
300000872	527	ac23_xibokeladi_3_79	1
300000873	527	ac23_xibokeladi_3_86	1
300000874	527	ac23_xibokeladi_3_263	1
300000875	527	ac23_xibokeladi_3_265	1
300000876	527	ac23_xibokeladi_3_273	1
300000877	527	ac23_xibokeladi_3_275	1
300000878	527	ac23_xibokeladi_3_278	1
300000879	527	ac23_xibokeladi_3_285	1
300000880	528	v_sailika_1	1
300000881	528	v_sailika_2	1
300000882	528	v_sailika_3	1
300000883	528	v_sailika_4	1
300000884	528	v_sailika_5	1
300000885	528	v_sailika_6	1
300000886	528	v_sailika_7	1
300000887	527	ac23_xiandiruila_battle_1	1
300000888	527	ac23_xiandiruila_battle_2	1
300000889	527	ac23_xiandiruila_battle_3	1
300000890	527	ac23_bianka_14_1	1
300000891	527	ac23_bianka_14_2_1	1
300000892	527	ac23_bianka_14_2_2	1
300000893	527	ac23_huosha_13_1	1
300000894	527	ac23_huosha_13_2	1
300000895	527	ac23_huosha_13_3	1
300000896	527	ac23_huosha_14_1	1
300000897	527	ac23_qianzi_14_1	1
300000898	527	ac23_qianzi_14_10	1
300000899	527	ac23_qianzi_14_11	1
300000900	527	ac23_qianzi_14_2	1
300000901	527	ac23_qianzi_14_3	1
300000902	527	ac23_qianzi_14_4	1
300000903	527	ac23_qianzi_14_5	1
300000904	527	ac23_qianzi_14_6	1
300000905	527	ac23_qianzi_14_7	1
300000906	527	ac23_qianzi_14_8	1
300000907	527	ac23_qianzi_14_9	1
300000908	531	ac24_bangbinata_1	1
300000909	531	ac24_bangbinata_2	1
300000910	531	ac24_bangbinata_3	1
300000911	531	ac24_bangbinata_4	1
300000912	531	ac24_bangbinata_5	1
300000913	531	ac24_bangbinata_6	1
300000914	531	ac24_bangbinata_7	1
300000915	531	ac24_bangbinata_8	1
300000916	531	ac24_bangbinata_9	1
300000917	531	ac24_bangbinata_13	1
300000918	531	ac24_bangbinata_14	1
300000919	531	ac24_bangbinata_15	1
300000920	531	ac24_bangbinata_16	1
300000921	531	ac24_bangbinata_17	1
300000922	531	ac24_boss_1	1
300000923	531	ac24_boss_2	1
300000924	531	ac24_boss_3	1
300000925	531	ac24_fannisha_1	1
300000926	531	ac24_fannisha_2	1
300000927	531	ac24_fannisha_3	1
300000928	531	ac24_xiaoguai_1	1
300000929	534	ac25_li_1	1
300000930	534	ac25_aila_1	1
300000931	534	ac25_aila_2	1
300000932	534	ac25_aila_3	1
300000933	534	ac25_aila_4	1
300000934	534	ac25_aila_5	1
300000935	534	ac25_aila_6	1
300000936	534	ac25_aila_7	1
300000937	534	ac25_aila_8	1
300000938	534	ac25_aila_9	1
300000939	534	ac25_aila_10	1
300000940	534	ac25_aila_11	1
300000941	534	ac25_bianka_1	1
300000942	534	ac25_bianka_2	1
300000943	534	ac25_bianka_3	1
300000944	534	ac25_bianka_4	1
300000945	534	ac25_bianka_5	1
300000946	534	ac25_bianka_6	1
300000947	534	ac25_bianka_7	1
300000948	534	ac25_bianka_8	1
300000949	534	ac25_bianka_9	1
300000950	534	ac25_bianka_10	1
300000951	534	ac25_bianka_11	1
300000952	534	ac25_bianka_12	1
300000953	534	ac25_bianka_13	1
300000954	534	ac25_bianka_14	1
300000955	534	ac25_bianka_15	1
300000956	534	ac25_bianka_16	1
300000957	534	ac25_bianka_17	1
300000958	534	ac25_bianka_18	1
300000959	534	ac25_changyu_1	1
300000960	534	ac25_changyu_2	1
300000961	534	ac25_changyu_3	1
300000962	534	ac25_dubian_1	1
300000963	534	ac25_kalie_1	1
300000964	534	ac25_kalie_2	1
300000965	534	ac25_kalie_3	1
300000966	534	ac25_kalie_4	1
300000967	534	ac25_kalie_5	1
300000968	534	ac25_kalie_6	1
300000969	534	ac25_kalie_7	1
300000970	534	ac25_kalie_8	1
300000971	534	ac25_kalie_9	1
300000972	534	ac25_kalie_10	1
300000973	534	ac25_kuluomu_1	1
300000974	534	ac25_kuluomu_2	1
300000975	534	ac25_kuluomu_3	1
300000976	534	ac25_kuluomu_4	1
300000977	534	ac25_kuluomu_5	1
300000978	534	ac25_kuluomu_6	1
300000979	534	ac25_liv_1	1
300000980	534	ac25_liv_2	1
300000981	534	ac25_liv_3	1
300000982	534	ac25_liv_4	1
300000983	534	ac25_liv_5	1
300000984	534	ac25_liv_6	1
300000985	534	ac25_liv_7	1
300000986	534	ac25_liv_8	1
300000987	534	ac25_liv_9	1
300000988	534	ac25_liv_10	1
300000989	534	ac25_liv_11	1
300000990	534	ac25_liv_12	1
300000991	534	ac25_liv_13	1
300000992	534	ac25_luosaita_1	1
300000993	534	ac25_luosaita_2	1
300000994	534	ac25_luxiya_1	1
300000995	534	ac25_luxiya_2	1
300000996	534	ac25_luxiya_3	1
300000997	534	ac25_luxiya_4	1
300000998	534	ac25_luxiya_5	1
300000999	534	ac25_luxiya_6	1
300001000	534	ac25_luxiya_7	1
300001001	534	ac25_luxiya_8	1
300001002	534	ac25_luxiya_9	1
300001003	534	ac25_luxiya_10	1
300001004	534	ac25_luxiya_11	1
300001005	534	ac25_luxiya_12	1
300001006	534	ac25_nuoan_1	1
300001007	534	ac25_nuoan_2	1
300001008	534	ac25_nuoan_3	1
300001009	534	ac25_nuoan_4	1
300001010	534	ac25_nuoan_5	1
300001011	534	ac25_nuoan_6	1
300001012	534	ac25_nuoan_7	1
300001013	534	ac25_nuoan_8	1
300001014	534	ac25_nuoan_9	1
300001015	534	ac25_nuoan_10	1
300001016	534	ac25_nuoan_11	1
300001017	534	ac25_pulao_1	1
300001018	534	ac25_pulao_2	1
300001019	534	ac25_pulao_3	1
300001020	534	ac25_qishi_1	1
300001021	534	ac25_qishi_2	1
300001022	534	ac25_qishi_3	1
300001023	534	ac25_qishi_4	1
300001024	534	ac25_qishi_5	1
300001025	534	ac25_qishi_6	1
300001026	534	ac25_qishi_7	1
300001027	534	ac25_qishi_8	1
300001028	534	ac25_qishi_9	1
300001029	534	ac25_qishi_10	1
300001030	534	ac25_qishi_11	1
300001031	534	ac25_qishi_12	1
300001032	534	ac25_qishi_13	1
300001033	534	ac25_qishi_14	1
300001034	534	ac25_qishi_15	1
300001035	534	ac25_qishi_16	1
300001036	534	ac25_qishi_17	1
300001037	534	ac25_qishi_18	1
300001038	534	ac25_qishi_19	1
300001039	534	ac25_qishi_20	1
300001040	534	ac25_qishi_21	1
300001041	534	ac25_qishi_22	1
300001042	534	ac25_qishi_23	1
300001043	534	ac25_qishi_24	1
300001044	534	ac25_shengri_li_1	1
300001045	534	ac25_shengri_li_2	1
300001046	534	ac25_shengri_li_3	1
300001047	534	ac25_shengri_li_4	1
300001048	534	ac25_shengri_li_5	1
300001049	534	ac25_shengri_li_6	1
300001050	534	ac25_shengri_li_7	1
300001051	534	ac25_shengri_li_8	1
300001052	534	ac25_shengri_li_9	1
300001053	534	ac25_shengri_li_10	1
300001054	534	ac25_shengri_li_11	1
300001055	534	ac25_shengri_li_12	1
300001056	534	ac25_shengri_li_13	1
300001057	534	ac25_shengri_li_14	1
300001058	534	ac25_shengri_li_15	1
300001059	534	ac25_shengri_li_16	1
300001060	534	ac25_shenwei_1	1
300001061	534	ac25_shenwei_2	1
300001062	534	ac25_shenwei_3	1
300001063	534	ac25_shenwei_4	1
300001064	534	ac25_shenwei_5	1
300001065	534	ac25_shenwei_6	1
300001066	534	ac25_shenwei_7	1
300001067	534	ac25_shenwei_8	1
300001068	534	ac25_shenwei_9	1
300001069	534	ac25_shenwei_10	1
300001070	534	ac25_shenwei_11	1
300001071	534	ac25_shenwei_12	1
300001072	534	ac25_shenwei_13	1
300001073	534	ac25_shenwei_14	1
300001074	534	ac25_sufeiya_1	1
300001075	534	ac25_sufeiya_2	1
300001076	534	ac25_sufeiya_3	1
300001077	534	ac25_sufeiya_4	1
300001078	534	ac25_sufeiya_5	1
300001079	534	ac25_twentyone_1	1
300001080	534	ac25_twentyone_2	1
300001081	534	ac25_wanshi_1	1
300001082	534	ac25_wanshi_2	1
300001083	534	ac25_wanshi_3	1
300001084	534	ac25_wanshi_4	1
300001085	534	ac25_wanshi_5	1
300001086	534	ac25_wanshi_6	1
300001087	534	ac25_wanshi_7	1
300001088	534	ac25_wanshi_8	1
300001089	534	ac25_wanshi_9	1
300001090	534	ac25_weila_1	1
300001091	534	ac25_weila_2	1
300001092	534	ac25_weila_3	1
300001093	534	ac25_weila_4	1
300001094	534	ac25_zhongren_1	1
300001095	534	ac25_zhongren_2	1
300001096	534	ac25_zhongren_3	1
300001097	534	ac25_zhongren_4	1
300001098	537	ac26_bianka_1	1
300001099	537	ac26_bianka_2	1
300001100	537	ac26_bianka_3	1
300001101	537	ac26_bianka_4	1
300001102	537	ac26_kalie_1	1
300001103	537	ac26_kalie_2	1
300001104	537	ac26_kalie_3	1
300001105	537	ac26_li_1	1
300001106	537	ac26_li_2	1
300001107	537	ac26_li_3	1
300001108	537	ac26_li_4	1
300001109	537	ac26_li_5	1
300001110	537	ac26_li_6	1
300001111	537	ac26_liv_1	1
300001112	537	ac26_liv_2	1
300001113	537	ac26_liv_3	1
300001114	537	ac26_liv_4	1
300001115	537	ac26_liv_5	1
300001116	537	ac26_liv_6	1
300001117	537	ac26_liv_7	1
300001118	537	ac26_liv_8	1
300001119	537	ac26_luxiya_1	1
300001120	537	ac26_luxiya_2	1
300001121	537	ac26_luxiya_3	1
300001122	537	ac26_luxiya_4	1
300001123	537	ac26_luxiya_5	1
300001124	537	ac26_luxiya_6	1
300001125	537	ac26_luxiya_7	1
300001126	537	ac26_luxiya_8	1
300001127	537	ac26_luxiya_9	1
300001128	537	ac26_qishi_1	1
300001129	537	ac26_qishi_2	1
300001130	537	ac26_qishi_3	1
300001131	537	ac26_qishi_4	1
300001132	537	ac26_shenwei_1	1
300001133	537	ac26_shenwei_2	1
300001134	537	ac26_shenwei_3	1
300001135	537	ac26_shenwei_4	1
300001136	537	ac26_weila_1	1
300001137	537	ac26_weila_2	1
300001138	537	ac26_weila_3	1
300001139	537	ac26_zhongren_1	1
300001140	537	ac26_boss_1	1
300001141	537	ac26_boss_2	1
300001142	537	ac26_sailinna_1	1
300001143	537	ac26_sailinna_2	1
300001144	537	ac26_sailinna_3	1
300001145	537	ac26_sailinna_4	1
300001146	537	ac26_sailinna_5	1
300001147	537	ac26_sailinna_6	1
300001148	537	ac26_sailinna_7	1
300001149	537	ac26_sailinna_8	1
300001150	537	ac26_sailinna_9	1
300001151	537	ac26_sailinna_10	1
300001152	537	ac26_sailinna_11	1
300001153	537	ac26_sailinna_12	1
300001154	537	ac26_sailinna_13	1
300001155	537	ac26_sailinna_14	1
300001156	537	ac26_sailinna_15	1
300001157	537	ac26_sailinna_16	1
300001158	537	ac26_sailinna_17	1
300001159	537	ac26_saiwantisi_1	1
300001160	537	ac26_saiwantisi_2	1
300001161	537	ac26_saiwantisi_3	1
300001162	537	ac26_saiwantisi_4	1
300001163	537	ac26_saiwantisi_5	1
300001164	537	ac26_saiwantisi_6	1
102001	202	v_lucia_01	1
102002	202	v_lucia_02	1
102003	202	v_lucia_03	1
102004	202	v_lucia_04	1
102005	202	v_lucia_05	1
