Id	Type	Negative	Name	Param	Children[1]	Children[2]	Children[3]	Children[4]	Children[5]	Children[6]	Children[7]	Children[8]	Children[9]	Children[10]	Children[11]	Children[12]	Children[13]	Children[14]	Children[15]	Children[16]	Children[17]	Children[18]	Children[19]	Children[20]	Children[21]	Children[22]	Children[23]	Children[24]	Children[25]	Children[26]	Children[27]	Children[28]	Children[29]	Children[30]	Children[31]	Children[32]	Children[33]	Children[34]	Children[35]	Children[36]	Children[37]	Children[38]	Children[39]	Children[40]	Children[41]	Children[42]	Children[43]	Children[44]	Children[45]	Children[46]	Children[47]	Children[48]	Children[49]	Children[50]	Children[51]	Children[52]	Children[53]	Children[54]	Children[55]	Children[56]	Children[57]	Children[58]	Children[59]	Children[60]	Children[61]	Children[62]	Children[63]	Children[64]	Children[65]	Children[66]	Children[67]	Children[68]	Children[69]	Children[70]	Children[71]	Children[72]	Children[73]	Children[74]	Children[75]	Children[76]	Children[77]	Children[78]	Children[79]	Children[80]	Children[81]	Children[82]	Children[83]	Children[84]	Children[85]	Children[86]	Children[87]	Children[88]	Children[89]	Children[90]	Children[91]	Children[92]	Children[93]	Children[94]	Children[95]	Children[96]	Children[97]	Children[98]	Children[99]	Children[100]	Children[101]	Children[102]	Children[103]	Children[104]	Children[105]	Children[106]	Children[107]	Children[108]	Children[109]	Children[110]	Children[111]	Children[112]	Children[113]	Children[114]	Children[115]	Children[116]	Children[117]	Children[118]	Children[119]	Children[120]	Children[121]	Children[122]	Children[123]	Children[124]	Children[125]	Children[126]	Children[127]	Children[128]	Children[129]	Children[130]	Children[131]	Children[132]	Children[133]	Children[134]	Children[135]	Children[136]	Children[137]	Children[138]	Children[139]	Children[140]	Children[141]	Children[142]	Children[143]	Children[144]	Children[145]	Children[146]	Children[147]	Children[148]	Children[149]	Children[150]	Children[151]	Children[152]	Children[153]	Children[154]	Children[155]	Children[156]	Children[157]	Children[158]	Children[159]	Children[160]	Children[161]	Children[162]	Children[163]	Children[164]	Children[165]	Children[166]	Children[167]	Children[168]	Children[169]	Children[170]	Children[171]	Children[172]	Children[173]	Children[174]	Children[175]	Children[176]	Children[177]	Children[178]	Children[179]	Children[180]	Children[181]	Children[182]	Children[183]	Children[184]	Children[185]	Children[186]	Children[187]	Children[188]	Children[189]	Children[190]	Children[191]	Children[192]	Children[193]	Children[194]	Children[195]	Children[196]	Children[197]	Children[198]	Children[199]	Children[200]	Children[201]	Children[202]	Children[203]	Children[204]	Children[205]	Children[206]	Children[207]	Children[208]	Children[209]	Children[210]	Children[211]	Children[212]	Children[213]	Children[214]	Children[215]	Children[216]	Children[217]	Children[218]	Children[219]	Children[220]	Children[221]	Children[222]	Children[223]	Children[224]	Children[225]	Children[226]	Children[227]	Children[228]	Children[229]	Children[230]	Children[231]	Children[232]	Children[233]	Children[234]	Children[235]	Children[236]	Children[237]	Children[238]	Children[239]	Children[240]	Children[241]	Children[242]	Children[243]	Children[244]	Children[245]	Children[246]	Children[247]	Children[248]	Children[249]	Children[250]
720000215	0		DoGetNpcOffsetPosition	1#2001|1#1301|1#1302|1#1303|1#1304|90|8																																																																																																																																																																																																																																																										
720000216	0		DoSetInt	1#1902|2																																																																																																																																																																																																																																																										
720000217	0		DoSetNpcId	1#1310|81410																																																																																																																																																																																																																																																										
720000218	0		DoGetNpcLevel	1#2001|1#1311																																																																																																																																																																																																																																																										
720000461	1				720000462	720000463																																																																																																																																																																																																																																																								
720000462	0	1	CheckInt	1#1311|1|1																																																																																																																																																																																																																																																										
720000463	0		DoSetInt	1#1311|2																																																																																																																																																																																																																																																										
720000220	0		DoAddNpcByNoteEx	1#888|1#2010|1#1303|1#1304|0|0|1#1310|1#1311|2|0																																																																																																																																																																																																																																																										
720000221	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000429	2				720000430																																																																																																																																																																																																																																																									
720000430	0		DoSetInt	1#2010|0																																																																																																																																																																																																																																																										
720000222	2				720000223	720000224	720000225	720000226	720000227	720000228	720000229	720000230	720000232	720000233																																																																																																																																																																																																																																																
720000223	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000224	0		DoGetNpcCamp	1#2001|1#8888																																																																																																																																																																																																																																																										
720000225	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000226	0		DoGetNpcPosition	1#2001|1#1301|1#1302																																																																																																																																																																																																																																																										
720000227	0		DoGetNpcOffsetPosition	1#2001|1#1301|1#1302|1#1303|1#1304|90|8																																																																																																																																																																																																																																																										
720000228	0		DoSetInt	1#1902|2																																																																																																																																																																																																																																																										
720000229	0		DoSetNpcId	1#1310|81410																																																																																																																																																																																																																																																										
720000230	0		DoGetNpcLevel	1#2001|1#1311																																																																																																																																																																																																																																																										
720000232	0		DoAddNpcByNoteEx	1#888|1#2010|1#1303|1#1304|0|0|1#1310|1#1311|1#8888|0																																																																																																																																																																																																																																																										
720000233	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000234	2				720000235																																																																																																																																																																																																																																																									
720000235	0		DoSetInt	1#1000|0																																																																																																																																																																																																																																																										
720000236	2				720000237	720000238	720000239	720000240	720000241	720000242	720000243																																																																																																																																																																																																																																																			
720000237	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000238	0		CheckInt	1#1000|0|1																																																																																																																																																																																																																																																										
720000239	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000240	0		DoGetAttribRate	1#2001|1#1800|1|10000																																																																																																																																																																																																																																																										
720000241	0		CheckInt	1#1800|7000|5																																																																																																																																																																																																																																																										
720000242	0		DoSetInt	1#1000|1																																																																																																																																																																																																																																																										
720000243	0		DoSetInt	2#1800|1																																																																																																																																																																																																																																																										
720000244	2				720000245																																																																																																																																																																																																																																																									
720000245	0		DoSetInt	1#1000|0																																																																																																																																																																																																																																																										
720000246	2				720000247	720000248	720000249	720000250	720000251	720000252	720000253	720000254	720000255	720000219	720000256																																																																																																																																																																																																																																															
720000247	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000248	0		CheckInt	1#1000|0|1																																																																																																																																																																																																																																																										
720000249	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000250	0		DoGetAttribRate	1#2001|1#1800|1|10000																																																																																																																																																																																																																																																										
720000251	0		CheckInt	1#1800|6000|5																																																																																																																																																																																																																																																										
720000252	0		DoSetInt	1#1000|1																																																																																																																																																																																																																																																										
720000253	0		DoCastSkill	1#2001|814009																																																																																																																																																																																																																																																										
720000254	0		DoSetInt	2#1100|0																																																																																																																																																																																																																																																										
720000255	0		DoSetInt	2#1800|0																																																																																																																																																																																																																																																										
720000219	1				720000231	720000426																																																																																																																																																																																																																																																								
720000231	2				720000278	720000425																																																																																																																																																																																																																																																								
720000278	0		CheckInt	2#1200|1|1																																																																																																																																																																																																																																																										
720000425	0		DoSetInt	2#1800|2																																																																																																																																																																																																																																																										
720000426	2				720000431	720000432																																																																																																																																																																																																																																																								
720000431	0		CheckInt	2#1200|0|1																																																																																																																																																																																																																																																										
720000432	0		DoSetInt	2#1800|0																																																																																																																																																																																																																																																										
720000256	0		DoRemoveBuffByKind	1#2001|8140040|0																																																																																																																																																																																																																																																										
720000257	2				720000258																																																																																																																																																																																																																																																									
720000258	0		DoSetInt	1#1000|0																																																																																																																																																																																																																																																										
720000259	2				720000260	720000261	720000262	720000263	720000264	720000265	720000266																																																																																																																																																																																																																																																			
720000260	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000261	0		CheckInt	1#1000|0|1																																																																																																																																																																																																																																																										
720000262	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000263	0		DoGetAttribRate	1#2001|1#1800|1|10000																																																																																																																																																																																																																																																										
720000264	0		CheckInt	1#1800|4000|5																																																																																																																																																																																																																																																										
720000265	0		DoSetInt	1#1000|1																																																																																																																																																																																																																																																										
720000266	0		DoSetInt	2#1800|1																																																																																																																																																																																																																																																										
720000267	2				720000268																																																																																																																																																																																																																																																									
720000268	0		DoSetInt	1#1000|0																																																																																																																																																																																																																																																										
720000269	2				720000270	720000271	720000272	720000273	720000274	720000275	720000276	720000277	720000433	720000279																																																																																																																																																																																																																																																
720000270	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000271	0		CheckInt	1#1000|0|1																																																																																																																																																																																																																																																										
720000272	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000273	0		DoGetAttribRate	1#2001|1#1800|1|10000																																																																																																																																																																																																																																																										
720000274	0		CheckInt	1#1800|2000|5																																																																																																																																																																																																																																																										
720000275	0		DoSetInt	1#1000|1																																																																																																																																																																																																																																																										
720000276	0		DoSetInt	2#1100|0																																																																																																																																																																																																																																																										
720000277	0		DoCastSkill	1#2001|814009																																																																																																																																																																																																																																																										
720000433	1				720000434	720000437																																																																																																																																																																																																																																																								
720000434	2				720000435	720000436																																																																																																																																																																																																																																																								
720000435	0		CheckInt	2#1200|1|1																																																																																																																																																																																																																																																										
720000436	0		DoSetInt	2#1800|2																																																																																																																																																																																																																																																										
720000437	2				720000438	720000439																																																																																																																																																																																																																																																								
720000438	0		CheckInt	2#1200|0|1																																																																																																																																																																																																																																																										
720000439	0		DoSetInt	2#1800|0																																																																																																																																																																																																																																																										
720000279	0		DoRemoveBuffByKind	1#2001|8140040|0																																																																																																																																																																																																																																																										
720000440	2				720000441																																																																																																																																																																																																																																																									
720000441	0		DoSetInt	1#3001|0																																																																																																																																																																																																																																																										
720000442	2				720000443	720000444	720000445	720000446																																																																																																																																																																																																																																																						
720000443	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000444	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000445	0		CheckExistBuffByKind	1#2001|8150000																																																																																																																																																																																																																																																										
720000446	0		DoMagic	1#2001|1#2001|0|812020																																																																																																																																																																																																																																																										
720000447	2				720000448																																																																																																																																																																																																																																																									
720000448	0		DoSetInt	1#3001|0																																																																																																																																																																																																																																																										
720000449	2				720000450	720000451	720000452	720000453																																																																																																																																																																																																																																																						
720000450	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000451	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000452	0		CheckExistBuffByKind	1#2001|8150000																																																																																																																																																																																																																																																										
720000453	0		DoMagic	1#2001|1#2001|0|813030																																																																																																																																																																																																																																																										
720000454	2				720000455																																																																																																																																																																																																																																																									
720000455	0		DoSetInt	1#3001|0																																																																																																																																																																																																																																																										
720000456	2				720000457	720000458	720000459	720000460																																																																																																																																																																																																																																																						
720000457	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000458	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000459	0		CheckExistBuffByKind	1#2001|8140000																																																																																																																																																																																																																																																										
720000460	0		DoMagic	1#2001|1#2001|0|814111																																																																																																																																																																																																																																																										
720000280	3				100033	720000282	720000300																																																																																																																																																																																																																																																							
720000282	3				720000496	720000283	720000284	720000285	720000286	720000287	720000288	720000289	720000290	720000291	720000292	720000293	720000294	720000295	720000296	720000297	720000298	720000299																																																																																																																																																																																																																																								
720000496	0		DoSetInt	2#1000000|0																																																																																																																																																																																																																																																										
720000283	0		DoSetInt	1#1000002|0																																																																																																																																																																																																																																																										
720000284	0		DoSetInt	1#1000003|0																																																																																																																																																																																																																																																										
720000285	0		DoSetInt	1#1000004|0																																																																																																																																																																																																																																																										
720000286	0		DoSetInt	2#1000005|0																																																																																																																																																																																																																																																										
720000287	0		DoSetInt	2#1000006|100																																																																																																																																																																																																																																																										
720000288	0		DoSetFix	2#1000007|5																																																																																																																																																																																																																																																										
720000289	0		DoSetInt	2#1000008|1																																																																																																																																																																																																																																																										
720000290	0		DoSetFix	1#100010|5																																																																																																																																																																																																																																																										
720000291	0		DoSetFix	1#100020|25																																																																																																																																																																																																																																																										
720000292	0		DoSetFix	1#100030|15																																																																																																																																																																																																																																																										
720000293	0		DoSetInt	1#100043|814051																																																																																																																																																																																																																																																										
720000294	0		DoSetInt	1#100044|814052																																																																																																																																																																																																																																																										
720000295	0		DoSetInt	1#100060|814051																																																																																																																																																																																																																																																										
720000296	0		DoSetInt	1#100090|814051																																																																																																																																																																																																																																																										
720000297	0		DoSetInt	1#100091|814051																																																																																																																																																																																																																																																										
720000298	0		DoSetInt	2#100092|814051																																																																																																																																																																																																																																																										
720000299	0		DoSetInt	1#100093|814051																																																																																																																																																																																																																																																										
720000300	3				720000301	720000302	720000303	720000304	720000305	720000306																																																																																																																																																																																																																																																				
720000301	0		DoSetFix	1#1000010|0.8																																																																																																																																																																																																																																																										
720000302	0		DoSetFix	1#1000020|1.3																																																																																																																																																																																																																																																										
720000303	0		DoSetFix	1#1000030|0.6																																																																																																																																																																																																																																																										
720000304	0		DoSetInt	1#100001|814055																																																																																																																																																																																																																																																										
720000305	0		DoSetInt	1#100002|814056																																																																																																																																																																																																																																																										
720000306	0		DoSetInt	1#100003|814057																																																																																																																																																																																																																																																										
720000307	2				720000308	720000309	720000310	720000311	100034	720000313																																																																																																																																																																																																																																																				
720000308	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000309	0		DoGetRoleActivateNpc	1#2003|1																																																																																																																																																																																																																																																										
720000310	0		CheckInt	1#2001|1#2003|1																																																																																																																																																																																																																																																										
720000311	0		CheckActivate	1#2001																																																																																																																																																																																																																																																										
720000313	1				720000314																																																																																																																																																																																																																																																									
720000314	2				100003	100004	720000317																																																																																																																																																																																																																																																							
720000317	1				110005	720000319																																																																																																																																																																																																																																																								
720000319	2				720000320																																																																																																																																																																																																																																																									
720000320	3				100029	720000322																																																																																																																																																																																																																																																								
720000322	2				100032	720000324																																																																																																																																																																																																																																																								
720000324	1				100036	100018	720000327	720000333																																																																																																																																																																																																																																																						
720000327	2				720000328	100027	720000330	720000331	720000332																																																																																																																																																																																																																																																					
720000328	0		CheckInt	2#3|15|1																																																																																																																																																																																																																																																										
720000330	0		DoRemoveNote	2#7																																																																																																																																																																																																																																																										
720000331	0		DoSetInt	1#1020|0																																																																																																																																																																																																																																																										
720000332	0		DoSetInt	1#1022|1																																																																																																																																																																																																																																																										
720000333	2				720000334	100035																																																																																																																																																																																																																																																								
720000334	0		CheckInt	2#3|10|4																																																																																																																																																																																																																																																										
720000336	2				720000337																																																																																																																																																																																																																																																									
720000337	0		DoSetInt	1#8888|0																																																																																																																																																																																																																																																										
720000338	2				720000339	720000340	720000341	720000342	720000343	720000344																																																																																																																																																																																																																																																				
720000339	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000340	0		CheckInt	1#8888|0|1																																																																																																																																																																																																																																																										
720000341	0		DoSearchNpcEx	1#3001|1#2001|-1|4|20|0|8141040|0|0|0																																																																																																																																																																																																																																																										
720000342	0		DoMagic	1#2001|1#3001|0|814104																																																																																																																																																																																																																																																										
720000343	0		DoAddMissile	1#2001|1#3001|0|0|0|0|81406101|1																																																																																																																																																																																																																																																										
720000344	0		DoSetInt	1#8888|1																																																																																																																																																																																																																																																										
720000345	2				720000346																																																																																																																																																																																																																																																									
720000346	0		DoSetInt	1#8888|0																																																																																																																																																																																																																																																										
720000347	2				720000348	720000349	720000350	720000351	720000352	720000353																																																																																																																																																																																																																																																				
720000348	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000349	0		CheckInt	1#8888|0|1																																																																																																																																																																																																																																																										
720000350	0		DoSearchNpcEx	1#3001|1#2001|-1|4|20|0|8141040|0|0|0																																																																																																																																																																																																																																																										
720000351	0		DoMagic	1#2001|1#3001|0|814104																																																																																																																																																																																																																																																										
720000352	0		DoAddMissile	1#2001|1#3001|0|0|0|0|81406101|1																																																																																																																																																																																																																																																										
720000353	0		DoSetInt	1#8888|1																																																																																																																																																																																																																																																										
720000354	2				720000355																																																																																																																																																																																																																																																									
720000355	0		DoSetInt	1#8888|0																																																																																																																																																																																																																																																										
720000356	2				720000357	720000358	720000359	720000360	720000361	720000362																																																																																																																																																																																																																																																				
720000357	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000358	0		CheckInt	1#8888|0|1																																																																																																																																																																																																																																																										
720000359	0		DoSearchNpcEx	1#3001|1#2001|-1|4|20|0|8141040|0|0|0																																																																																																																																																																																																																																																										
720000360	0		DoMagic	1#2001|1#3001|0|814104																																																																																																																																																																																																																																																										
720000361	0		DoAddMissile	1#2001|1#3001|0|0|0|0|81406101|1																																																																																																																																																																																																																																																										
720000362	0		DoSetInt	1#8888|1																																																																																																																																																																																																																																																										
720000363	2				720000364																																																																																																																																																																																																																																																									
720000364	0		DoSetInt	1#8888|0																																																																																																																																																																																																																																																										
720000365	2				720000366	720000367	720000368	720000369	720000370	720000371																																																																																																																																																																																																																																																				
720000366	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000367	0		CheckInt	1#8888|0|1																																																																																																																																																																																																																																																										
720000368	0		DoSearchNpcEx	1#3001|1#2001|-1|4|20|0|8141040|0|0|0																																																																																																																																																																																																																																																										
720000369	0		DoMagic	1#2001|1#3001|0|814104																																																																																																																																																																																																																																																										
720000370	0		DoAddMissile	1#2001|1#3001|0|0|0|0|81406101|1																																																																																																																																																																																																																																																										
720000371	0		DoSetInt	1#8888|1																																																																																																																																																																																																																																																										
720000372	2				720000373																																																																																																																																																																																																																																																									
720000373	0		DoSetInt	1#8888|0																																																																																																																																																																																																																																																										
720000374	2				720000375	720000376	720000377	720000378	720000379	720000380																																																																																																																																																																																																																																																				
720000375	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000376	0		CheckInt	1#8888|0|1																																																																																																																																																																																																																																																										
720000377	0		DoSearchNpcEx	1#3001|1#2001|-1|4|20|0|8141040|0|0|0																																																																																																																																																																																																																																																										
720000378	0		DoMagic	1#2001|1#3001|0|814104																																																																																																																																																																																																																																																										
720000379	0		DoAddMissile	1#2001|1#3001|0|0|0|0|81406101|1																																																																																																																																																																																																																																																										
720000380	0		DoSetInt	1#8888|1																																																																																																																																																																																																																																																										
720000381	2				720000382	720000383	720000384	720000385	720000386	720000387																																																																																																																																																																																																																																																				
720000382	0		DoGetRoleActivateNpc	1#2002|1																																																																																																																																																																																																																																																										
720000383	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000384	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000385	0		CheckNpc	1#2002																																																																																																																																																																																																																																																										
720000386	0		DoAddMissile	1#2001|1#2002|0|0|0|0|81400312|1																																																																																																																																																																																																																																																										
720000387	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000388	2				720000389	720000390	720000391	720000392	720000393	720000394	720000395	720000396																																																																																																																																																																																																																																																		
720000389	0		DoGetRoleCount	1#1800																																																																																																																																																																																																																																																										
720000390	0		CheckInt	1#1800|2|3																																																																																																																																																																																																																																																										
720000391	0		DoGetRoleActivateNpc	1#2002|2																																																																																																																																																																																																																																																										
720000392	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000393	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000394	0		CheckNpc	1#2002																																																																																																																																																																																																																																																										
720000395	0		DoAddMissile	1#2001|1#2002|0|0|0|0|81400312|1																																																																																																																																																																																																																																																										
720000396	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000397	2				720000398	720000399	720000400	720000401	720000402	720000403	720000404	720000405																																																																																																																																																																																																																																																		
720000398	0		DoGetRoleCount	1#1800																																																																																																																																																																																																																																																										
720000399	0		CheckInt	1#1800|3|3																																																																																																																																																																																																																																																										
720000400	0		DoGetRoleActivateNpc	1#2002|3																																																																																																																																																																																																																																																										
720000401	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000402	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000403	0		CheckNpc	1#2002																																																																																																																																																																																																																																																										
720000404	0		DoAddMissile	1#2001|1#2002|0|0|0|0|81400312|1																																																																																																																																																																																																																																																										
720000405	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000406	2				720000407	720000408	720000409	720000410	720000411	720000412	720000413	720000414	720000415	720000418																																																																																																																																																																																																																																																
720000407	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000408	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000409	0		DoGetNpcPosition	1#2001|1#1301|1#1302																																																																																																																																																																																																																																																										
720000410	0		DoGetNpcOffsetPosition	1#2001|1#1301|1#1302|1#1303|1#1304|180|5																																																																																																																																																																																																																																																										
720000411	0		DoAbortSkill	1#2001|1																																																																																																																																																																																																																																																										
720000412	0		DoFaceToPosition	1#2001|1#1303|1#1304|1																																																																																																																																																																																																																																																										
720000413	0		DoCastSkillByPosition	1#2001|1#1303|1#1304|814101																																																																																																																																																																																																																																																										
720000414	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000415	2				720000416	720000417																																																																																																																																																																																																																																																								
720000416	0		CheckPassTime	0|0.7																																																																																																																																																																																																																																																										
720000417	0		DoRemoveCurrentBehavior																																																																																																																																																																																																																																																											
720000418	2				720000419	720000420	720000421	720000422	720000423	720000424																																																																																																																																																																																																																																																				
720000419	0		DoGetNpc	1#2001																																																																																																																																																																																																																																																										
720000420	0		CheckNpc	1#2001																																																																																																																																																																																																																																																										
720000421	0		DoCopyNoteByNpcNote	1#2002|1#2001|2002																																																																																																																																																																																																																																																										
720000422	0		CheckNpc	1#2002																																																																																																																																																																																																																																																										
720000423	0		CheckNpcInRange	1#2001|1#2002|4																																																																																																																																																																																																																																																										
720000424	0		DoSetInt	2#1100|4																																																																																																																																																																																																																																																										
