Id	Name	Level	Icon	Description
762406	FRes-	3	Assets/Product/Texture/Image/IconAffix/AffixIconYiran.png	Fire Resistance decreases by 50%
762407	LRes-	1	Assets/Product/Texture/Image/IconAffix/AffixIconDaoti.png	Lightning Resistance decreases by 20%
762408	LRes-	2	Assets/Product/Texture/Image/IconAffix/AffixIconDaoti.png	Lightning Resistance decreases by 35%
762409	LRes-	3	Assets/Product/Texture/Image/IconAffix/AffixIconDaoti.png	Lightning Resistance decreases by 50%
762410	IRes-	1	Assets/Product/Texture/Image/IconAffix/AffixIconDongshang.png	Ice Resistance decreases by 20%
762411	IRes-	2	Assets/Product/Texture/Image/IconAffix/AffixIconDongshang.png	Ice Resistance decreases by 35%
762412	IRes-	3	Assets/Product/Texture/Image/IconAffix/AffixIconDongshang.png	Ice Resistance decreases by 50%
762413	DRes-	1	Assets/Product/Texture/Image/IconAffix/AffixIconAnruo.png	Dark Resistance decreases by 20%
762414	DRes-	2	Assets/Product/Texture/Image/IconAffix/AffixIconAnruo.png	Dark Resistance decreases by 35%
762415	DRes-	3	Assets/Product/Texture/Image/IconAffix/AffixIconAnruo.png	Dark Resistance decreases by 50%
762416	Solid	1	Assets/Product/Texture/Image/IconAffix/AffixIconJiangu.png	Physical Resistance increases by 20%
762417	Solid	2	Assets/Product/Texture/Image/IconAffix/AffixIconJiangu.png	Physical Resistance increases by 35%
762418	Solid	3	Assets/Product/Texture/Image/IconAffix/AffixIconJiangu.png	Physical Resistance increases by 50%
762419	FRes+	1	Assets/Product/Texture/Image/IconAffix/AffixIconYuhuo.png	Fire Resistance increases by 20%
762420	FRes+	2	Assets/Product/Texture/Image/IconAffix/AffixIconYuhuo.png	Fire Resistance increases by 35%
762421	FRes+	3	Assets/Product/Texture/Image/IconAffix/AffixIconYuhuo.png	Fire Resistance increases by 50%
762422	LRes+	1	Assets/Product/Texture/Image/IconAffix/AffixIconYulei.png	Lightning Resistance increases by 20%
762423	LRes+	2	Assets/Product/Texture/Image/IconAffix/AffixIconYulei.png	Lightning Resistance increases by 35%
762424	LRes+	3	Assets/Product/Texture/Image/IconAffix/AffixIconYulei.png	Lightning Resistance increases by 50%
762425	IRes+	1	Assets/Product/Texture/Image/IconAffix/AffixIconYubing.png	Ice Resistance increases by 20%
762426	IRes+	2	Assets/Product/Texture/Image/IconAffix/AffixIconYubing.png	Ice Resistance increases by 35%
762427	IRes+	3	Assets/Product/Texture/Image/IconAffix/AffixIconYubing.png	Ice Resistance increases by 50%
762428	DRes+	1	Assets/Product/Texture/Image/IconAffix/AffixIconYuan.png	Dark Resistance increases by 20%
762429	DRes+	2	Assets/Product/Texture/Image/IconAffix/AffixIconYuan.png	Dark Resistance increases by 35%
762430	DRes+	3	Assets/Product/Texture/Image/IconAffix/AffixIconYuan.png	Dark Resistance increases by 50%
770061	Solid	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	Increases Physical Resistance
770062	FRes+	1	Assets/Product/Texture/Image/IconAffix/AffixIconYuhuo.png	Increases Fire Resistance
770063	LRes+	1	Assets/Product/Texture/Image/IconAffix/AffixIconYulei.png	Increases Lightning Resistance
770064	IRes+	1	Assets/Product/Texture/Image/IconAffix/AffixIconYubing.png	Increases Ice Resistance
770065	DRes+	1	Assets/Product/Texture/Image/IconAffix/AffixIconYuan.png	Increases Dark Resistance
770556	ABrk	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeiwuli.png	Reduces Physical Resistance
770557	FRes-	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuo.png	Reduces Fire Resistance
770558	LRes-	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	Reduces Lightning Resistance
770559	IRes-	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	Reduces Ice Resistance
770560	DRes-	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeian.png	Reduces Dark Resistance
780001	↑Fire	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuo.png	Fire Resistance decreases by 30%
780002	↑Fire	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuo.png	Fire Resistance decreases by 45%
780003	↑Fire	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuo.png	Fire Resistance decreases by 60%
780011	↑Ltg	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	Lightning Resistance decreases by 30%
780012	↑Ltg	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	Lightning Resistance decreases by 45%
780013	↑Ltg	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeilei.png	Lightning Resistance decreases by 60%
780021	↑Ice	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	Ice Resistance decreases by 30%
780022	↑Ice	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	Ice Resistance decreases by 45%
780023	↑Ice	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeibing.png	Ice Resistance decreases by 60%
780031	↑Dark	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeian.png	Dark Resistance decreases by 30%
780032	↑Dark	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeian.png	Dark Resistance decreases by 45%
780033	↑Dark	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeian.png	Dark Resistance decreases by 60%
780041	↑Phy	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeiwuli.png	Physical Resistance decreases by 30%
780042	↑Phy	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeiwuli.png	Physical Resistance decreases by 45%
780043	↑Phy	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeiwuli.png	Physical Resistance decreases by 60%
780051	↑Ele	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeiyuansu.png	Elemental Resistance decreases by 30%
780052	↑Ele	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeiyuansu.png	Elemental Resistance decreases by 45%
780053	↑Ele	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeiyuansu.png	Elemental Resistance decreases by 60%
780061	- ATK	1	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	Extra DMG Bonus decreases by 30%
780062	- ATK	2	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	Extra DMG Bonus decreases by 45%
780063	- ATK	3	Assets/Product/Texture/Image/IconAffix/AffixIconRuogong.png	Extra DMG Bonus decreases by 60%
780071	A.P.	1	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png	Extra DMG Reduction decreases by 30%.
780072	A.P.	2	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png	Extra DMG Reduction decreases by 45%
780073	A.P.	3	Assets/Product/Texture/Image/IconAffix/AffixIconPojia.png	Extra DMG Reduction decreases by 60%.
780081	W.P.	1	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png	Extra DMG Reduction decreases by 30% when taking CRIT DMG
780082	W.P.	2	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png	Extra DMG Reduction decreases by 45% when taking CRIT DMG
780083	W.P.	3	Assets/Product/Texture/Image/IconAffix/AffixIconRuodian.png	Extra DMG Reduction decreases by 60% when taking CRIT DMG
780091	Frail	1	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png	Extra DMG Bonus, Movement Speed, Attack Speed, and Extra DMG Reduction decrease by 20%
780092	Frail	2	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png	Extra DMG Bonus, Movement Speed, Attack Speed, and Extra DMG Reduction decrease by 35%
780093	Frail	3	Assets/Product/Texture/Image/IconAffix/AffixIconXuruo.png	Extra DMG Bonus, Movement Speed, Attack Speed, and Extra DMG Reduction decrease by 50%
780101	↑ROrb	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	Extra DMG Reduction decreases by 30% when taking DMG from Red Orb skills
780102	↑ROrb	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	Extra DMG Reduction decreases by 45% when taking DMG from Red Orb skills
780103	↑ROrb	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeihong.png	Extra DMG Reduction decreases by 60% when taking DMG from Red Orb skills
780111	↑YOrb	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	Extra DMG Reduction decreases by 30% when taking DMG from Yellow Orb skills
780112	↑YOrb	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	Extra DMG Reduction decreases by 45% when taking DMG from Yellow Orb skills
780113	↑YOrb	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeihuang.png	Extra DMG Reduction decreases by 60% when taking DMG from Yellow Orb skills
780121	↑BOrb	1	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	Extra DMG Reduction decreases by 30% when taking DMG from Blue Orb skills
780122	↑BOrb	2	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	Extra DMG Reduction decreases by 45% when taking DMG from Blue Orb skills
780123	↑BOrb	3	Assets/Product/Texture/Image/IconAffix/AffixIconWeilan.png	Extra DMG Reduction decreases by 60% when taking DMG from Blue Orb skills
780131	強攻	1	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	Extra Damage Bonus increases by 30%
780132	強攻	2	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	Extra Damage Bonus increases by 45%
780133	強攻	3	Assets/Product/Texture/Image/IconAffix/AffixIconQianggong.png	Extra Damage Bonus increases by 60%
780141	↓Fire	1	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png	Fire Resistance increases by 30%
780142	↓Fire	2	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png	Fire Resistance increases by 45%
780143	↓Fire	3	Assets/Product/Texture/Image/IconAffix/AffixIconKanghuo.png	Fire Resistance increases by 60%
780151	↓Ltg	1	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png	Lightning Resistance increases by 30%
780152	↓Ltg	2	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png	Lightning Resistance increases by 45%
780153	↓Ltg	3	Assets/Product/Texture/Image/IconAffix/AffixIconKanglei.png	Lightning Resistance increases by 60%
780161	↓Ice	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png	Ice Resistance increases by 30%
780162	↓Ice	2	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png	Ice Resistance increases by 45%
780163	↓Ice	3	Assets/Product/Texture/Image/IconAffix/AffixIconKangbing.png	Ice Resistance increases by 60%
780171	↓Dark	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png	Dark Resistance increases by 30%
780172	↓Dark	2	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png	Dark Resistance increases by 45%
780173	↓Dark	3	Assets/Product/Texture/Image/IconAffix/AffixIconKangan.png	Dark Resistance increases by 60%
780181	↓Phy	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	Physical Resistance increases by 30%
780182	↓Phy	2	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	Physical Resistance increases by 45%
780183	↓Phy	3	Assets/Product/Texture/Image/IconAffix/AffixIconKangwuli.png	Physical Resistance increases by 60%
780191	↓Ele	1	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png	Elemental Resistance increases by 30%
780192	↓Ele	2	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png	Elemental Resistance increases by 45%
780193	↓Ele	3	Assets/Product/Texture/Image/IconAffix/AffixIconKangyuansu.png	Elemental Resistance increases by 60%
780201	↓DMG	1	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	Extra DMG Reduction increases by 30%.
780202	↓DMG	2	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	Extra DMG Reduction increases by 45%
780203	↓DMG	3	Assets/Product/Texture/Image/IconAffix/AffixIconMianshang.png	Extra DMG Reduction increases by 60%.
780211	Agile	1	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	Increases Movement Speed by 5%-40%. The farther you are away from the target, the higher your Movement Speed becomes.
780212	Agile	2	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	Increases Movement Speed by 20%-35%. The farther you are away from the target, the higher your Movement Speed becomes.
780213	Agile	3	Assets/Product/Texture/Image/IconAffix/AffixIconXunjie.png	Increases Movement Speed by 25%-40%. The farther you are away from the target, the higher your movement speed becomes.
780221	Immv	1	Assets/Product/Texture/Image/IconAffix/AffixIconBudong.png	Immune to attacks and controlling effects.
780231	Recov	1	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png	Recovers 1% of maximum HP per second
780232	Recov	2	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png	Recovers 2% of maximum HP per second
780233	Recov	3	Assets/Product/Texture/Image/IconAffix/AffixIconFusu.png	Recovers 3% of maximum HP per second
780241	Shld.	1	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Receives a shield equal to 5% of current HP in every 10s. Lasts 10s.
780242	Shld.	2	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Receives a shield equal to 10% of current HP in every 10s. Lasts 10s.
780243	Shld.	3	Assets/Product/Texture/Image/IconAffix/AffixIconHudun.png	Receives a shield equal to 15% of current HP in every 10s. Lasts 10s.
780251	Bsk	1	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png	Attack Speed increases by 33%. Has a 20% chance to deal an additional 33% Physical DMG when attacking.
780252	Bsk	2	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png	Attack Speed increases by 66%. Has a 40% chance to deal an additional 33% Physical DMG when attacking.
780253	Bsk	3	Assets/Product/Texture/Image/IconAffix/AffixIconBaozou.png	Attack Speed increases by 100%. Has a 60% chance to deal an additional 33% Physical DMG when attacking.
780261	Bomb	1	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png	Leaves a bomb that deals 45% Physical DMG upon death.
780262	Bomb	2	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png	Leaves a bomb that deals 45% Physical DMG upon death.
780263	Bomb	3	Assets/Product/Texture/Image/IconAffix/AffixIconZhadan.png	Leaves a bomb that deals 45% Physical DMG upon death.
780271	Steel	1	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png	Damage taken is reduced to 1. The effect will be removed after taking 6 damages and recovered after 8 seconds.
780272	Steel	2	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png	Damage taken is reduced to 1. The effect will be removed after taking 9 damages and recovered after 8 seconds.
780273	Steel	3	Assets/Product/Texture/Image/IconAffix/AffixIconGangti.png	Damage taken is reduced to 1. Effect will be removed after taking 12 damages and recovered after 8 seconds.
780281	Bar	1	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png	Receives a permanent shield equal to 15% of current HP. Becomes immune to attacks while the shield is active. Removes the shield after taking a certain amount of damage.
780282	Bar	2	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png	Receives a permanent shield equal to 25% of current HP. Becomes immune to attacks while the shield is active. Removes the shield after taking a certain amount of damage.
780283	Bar	3	Assets/Product/Texture/Image/IconAffix/AffixIconBilei.png	Receives a permanent shield equal to 35% of current HP. Becomes immune to attacks while the shield is active. Removes the shield after taking a certain amount of damage.
780291	Rad	1	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Consecutively deals 1% Physical DMG to nearby enemies
780292	Rad	2	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Consecutively deals 2% Physical DMG to nearby enemies
780293	Rad	3	Assets/Product/Texture/Image/IconAffix/AffixIconFushe.png	Consecutively deals 3% Physical DMG to nearby enemies
780301	C.L.	1	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png	Extra DMG Reduction increases by 30% when taking damage from ranged enemies
780302	C.L.	2	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png	Extra DMG Reduction increases by 45% when taking damage from ranged enemies
780303	C.L.	3	Assets/Product/Texture/Image/IconAffix/AffixIconBihuan.png	Extra DMG Reduction increases by 60% when taking damage from ranged enemies
780311	Bless	1	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Extra DMG Bonus of nearby allies increases by 20%
780312	Bless	2	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Extra DMG Bonus of nearby allies increases by 20%
780313	Bless	3	Assets/Product/Texture/Image/IconAffix/AffixIconZhufu.png	Extra DMG Bonus of nearby allies increases by 20%
780321	Wolf	1	Assets/Product/Texture/Image/IconAffix/AffixIconDudou.png	Increases Extra DMG Bonus by 10%. Can be stacked up to 3 times. When there are fewer than 3 allies around, the fewer the allies, the more times it can be stacked.
780322	Wolf	2	Assets/Product/Texture/Image/IconAffix/AffixIconDudou.png	Increases Extra DMG Bonus by 4.5%. Can be stacked up to 10 times. The fewer allies around, the more times it can be stacked.
780323	Wolf	3	Assets/Product/Texture/Image/IconAffix/AffixIconDudou.png	Increases Extra DMG Bonus by 6%. Can be stacked up to 10 times. The fewer allies around, the more times it can be stacked.
780331	Commd	1	Assets/Product/Texture/Image/IconAffix/AffixIconTongling.png	Increases Extra DMG Bonus by 5%. Can be stacked up to 10 times. The more allies around, the more times it can be stacked.
780332	Commd	2	Assets/Product/Texture/Image/IconAffix/AffixIconTongling.png	Increases Extra DMG Bonus by 10%. Can be stacked up to 10 times. The more allies around, the more times it can be stacked.
780333	Commd	3	Assets/Product/Texture/Image/IconAffix/AffixIconTongling.png	Increases Extra DMG Bonus by 15%. Can be stacked up to 10 times. The more allies around, the more times it can be stacked.
780341	Pen.	1	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png	Reduces 3% of the target's DEF when dealing DMG. Can be stacked up to 10 times. Each stack lasts 10s.
780342	Pen.	2	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png	Reduces 4% of the target's DEF when dealing DMG. Can be stacked up to 10 times. Each stack lasts 10s.
780343	Pen.	3	Assets/Product/Texture/Image/IconAffix/AffixIconGuanchuan.png	Reduces 5% of the target's DEF when dealing DMG. Can be stacked up to 10 times. Each stack lasts 10s.
780351	LtShd	1	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png	When attacked, has a 10% chance to unleash a lightning strike at the attacker's location, dealing 20% Lightning DMG. 5s cooldown.
780352	LtShd	2	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png	When attacked, has a 15-25% chance to unleash a lightning strike at the attacker's location, dealing 25% Lightning DMG. 2.5s cooldown. The farther from the target, the higher chance it will be triggered.
780353	LtShd	3	Assets/Product/Texture/Image/IconAffix/AffixIconDiandun.png	When attacked, has a 15-25% chance to unleash a lightning strike at the attacker's location, dealing 30% Lightning DMG. 2s cooldown. The farther from the target, the higher chance it will be triggered.
780361	Wave	1	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png	Creates shock waves that repel nearby enemies when getting up from the ground. 18s cooldown.
780362	Wave	2	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png	Creates shock waves that repel nearby enemies when getting up from the ground. 14s cooldown.
780363	Wave	3	Assets/Product/Texture/Image/IconAffix/AffixIconBodong.png	Creates shock waves that repel nearby enemies when getting up from the ground. 10s cooldown.
780371	Mine	1	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	When attacking, leaves a bomb that deals 15% Physical DMG on the target.
780372	Mine	2	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	When attacking, leaves a bomb that deals 15% Physical DMG on the target.
780373	Mine	3	Assets/Product/Texture/Image/IconAffix/AffixIconMailei.png	When attacking, leaves a bomb that deals 15% Physical DMG on the target.
780381	Stl	1	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	Enter Stealth after 3s. Taking DMG will break Stealth.
780382	Stl	2	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	Enter Stealth after 3 seconds. Taking damage will break Stealth and you can't enter Stealth within 3 seconds.
780383	Stl	3	Assets/Product/Texture/Image/IconAffix/AffixIconYinshen.png	Enter Stealth after 1 seconds. Taking damage will break Stealth and you can't enter Stealth within 3 seconds.
780391	Flash	1	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	When being far away from the target, teleports near it. 10s cooldown.
780392	Flash	2	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	When being far away from the target, teleports near it. 7-9s cooldown. The farther away from the target, the shorter the cooldown becomes
780393	Flash	3	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	When being far away from the target, teleports near it. 6-8s cooldown. The farther away from the target, the shorter the cooldown becomes
780394	Tele	1	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	Teleport away when close to the target. Has a cooldown of 8 seconds. Has a 30% chance to trigger the effect when taking DMG. Cooldown are calculated separately.
780395	Tele	2	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	Teleport away when close to the target. Has a cooldown of 7 seconds. Has a 30% chance to trigger the effect when taking DMG. Cooldowns are calculated separately.
780396	Tele	3	Assets/Product/Texture/Image/IconAffix/AffixIconShanxian.png	Teleport away when close to the target. Has a cooldown of 6 seconds. Has a 30% chance to trigger the effect when taking DMG. Cooldowns are calculated separately.
780401	Div	1	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png	Upon death, summons two identical replicas that inherit its 30% ATK and DEF
780402	Div	2	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png	Upon death, summons two identical replicas that inherit its 60% ATK and DEF
780403	Div	3	Assets/Product/Texture/Image/IconAffix/AffixIconLiejie.png	Upon death, summons two identical replicas that inherit its 100% ATK and DEF
780411	BHole	1	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png	Deploys a weak black hole at own position in every 16s.
780412	BHole	2	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png	Deploys a black hole at own position in every 12s.
780413	BHole	3	Assets/Product/Texture/Image/IconAffix/AffixIconHeidong.png	Deploys a strong black hole at own position in every 8s.
780421	Ray	1	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png	Fires lasers that deal 3% Physical DMG in eight directions at intervals.
780422	Ray	2	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png	Fires lasers that deal 4% Physical DMG in eight directions at intervals.
780423	Ray	3	Assets/Product/Texture/Image/IconAffix/AffixIconShexian.png	Fires lasers that deal 5% Physical DMG in eight directions at intervals.
780431	Flame	1	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png	Attacks deal an additional 10% Fire DMG and have a 10% of chance to inflict Burn, dealing 10% of Fire DMG per second for 3s.
780432	Flame	2	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png	Attacks deal an additional 15% Fire DMG and have a 15% of chance to inflict Burn, dealing 15% of Fire DMG per second for 3s.
780433	Flame	3	Assets/Product/Texture/Image/IconAffix/AffixIconHuoyan.png	Attacks deal an additional 20% Fire DMG and have a 20% of chance to inflict Burn, dealing 20% of Fire DMG per second for 3s.
780451	Freez	1	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	Attacks have a 30% chance to deal an additional 10% Ice DMG and freeze the target for 1s
780452	Freez	2	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	Attacks have a 60% chance to deal an additional 10% Ice DMG and freeze the target for 1s
780453	Freez	3	Assets/Product/Texture/Image/IconAffix/AffixIconDongjie.png	Attacks have a 100% chance to deal an additional 10% Ice DMG and freeze the target for 1s
780471	Dark	1	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png	Attacks deal an additional 10% Dark DMG. Have a 10% chance to inflict Stun that lasts 0.5s and deal an additional 10% Dark DMG.
780472	Dark	2	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png	Attacks deal an additional 15% Dark DMG. Have a 15% chance to inflict Stun that lasts 0.7s and deal an additional 15% Dark DMG.
780473	Dark	3	Assets/Product/Texture/Image/IconAffix/AffixIconAnying.png	Attacks deal an additional 20% Dark DMG. Have a 20% chance to inflict Stun that lasts 0.9s and deal an additional 20% Dark DMG.
780491	TClap	1	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png	Attacks deal an additional 10% Lightning DMG. Have a 10% chance to inflict Lightning Lure and call down a lightning strike at the target's location every 1.5s. Lasts 1.5s.
780492	TClap	2	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png	Attacks deal an additional 15% Lightning DMG. Have a 15% chance to inflict Lightning Lure and call down a lightning strike at the target's location every 1.5s. Lasts 3s.
780493	TClap	3	Assets/Product/Texture/Image/IconAffix/AffixIconLeiming.png	Attacks deal an additional 20% Lightning DMG. Have a 20% chance to inflict Lightning Lure and call down a lightning strike at the target's location every 1.5s. Lasts 4.5s.
780601	Icle	1	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png	Shoots an icicle that tracks the enemy, dealing 500 Ice DMG on contact. The farther from the target, the faster the icicle moves.
780602	Icle	2	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png	Shoots an icicle that tracks the enemy, dealing 10% Ice DMG on contact. The farther from the target, the faster the icicle moves.
780603	Icle	3	Assets/Product/Texture/Image/IconAffix/AffixIconBingjing.png	Shoots an icicle that tracks the enemy, dealing 15% Ice DMG on contact. The farther from the target, the faster the icicle moves.
780630	Heal↓	1	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	Damage dealt also reduces target's healing received by 50% for 3s.
780631	Heal↓	2	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	Damage dealt also reduces target's healing received by 60% for 4s.
780632	Heal↓	3	Assets/Product/Texture/Image/IconAffix/AffixIconLuehua.png	Damage dealt also reduces target's healing received by 70% for 5s.
780640	Heal×	1	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png	Prevents the target from receiving any healing at intervals for 3s.
780641	Heal×	2	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png	Prevents the target from receiving any healing at intervals for 4s.
780642	Heal×	3	Assets/Product/Texture/Image/IconAffix/AffixIconJinliao.png	Prevents the target from receiving any healing at intervals for 5s.
780650	Prisn	1	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png	Creates a barrier at the target location that blocks any targets from leaving or entering the barrier. Lasts 3s. 15s cooldown.
780651	Prisn	2	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png	Creates a barrier at the target location that blocks any targets from leaving or entering the barrier. Lasts 4s. 16s cooldown.
780652	Prisn	3	Assets/Product/Texture/Image/IconAffix/AffixIconJingu.png	Creates a barrier at the target location that blocks any targets from leaving or entering the barrier. Lasts 5s. 17s cooldown.
780670	Invde	1	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png	When dealing DMG, deals 2% Physical DMG to the target every second and triggers other effects of Damage Affix for 3s.
780671	Invde	2	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png	When dealing DMG, deals 2% Physical DMG to the target every second and triggers other effects of Damage Affix for 4s.
780672	Invde	3	Assets/Product/Texture/Image/IconAffix/AffixIconBingdu.png	When dealing DMG, deals 2% Physical DMG to the target every second and triggers other effects of Damage Affix for 5s.
780690	Bfire	1	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png	Generates an energy shield that deals 15% Physical DMG to the attackers. Lasts 3s. 16s cooldown.
780691	Bfire	2	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png	Generates an energy shield that deals 25% Physical DMG to the attackers. Lasts 4s. 17s cooldown.
780692	Bfire	3	Assets/Product/Texture/Image/IconAffix/AffixIconFanshi.png	Generates an energy shield that deals 35% Physical DMG to the attackers. Lasts 5s. 18s cooldown.
770050	Enh	1	Assets/Product/Texture/Image/IconAffix/AffixIconQianghua.png	Body enhanced, combat ability increased.
770051	Enh	2	Assets/Product/Texture/Image/IconAffix/AffixIconQianghua.png	Body enhanced, combat ability increased.
770052	Enh	3	Assets/Product/Texture/Image/IconAffix/AffixIconQianghua.png	Body enhanced, combat ability increased.
