Id	SuitId	Order	Type	Title	Text	Condition
163212	1632	2	2	Story II	However, the fall of this genius was as unexpected as the sudden dimming of stars. On a sunny morning, when Turing's assistant pushed open the door of his personal lab, he did not hear the familiar greetings; only Turing's lifeless body awaited him. To others, the death of this genius puzzle-solver itself was an impenetrable mystery. The World Government blocked all the information regarding his death. Over the years, two relatively reasonable speculations emerged. The first suggests that Turing's experiments had in fact achieved more than satisfactory results, but he refused to submit them for his own consideration or other "ethical" reasons, leading to his "disposal." The second is that Turing's death itself was a well-designed "experiment." In order to explore the future of computer AI and human intelligence, this genius chose to use himself as the subject. Regardless of the true cause, even in his demise, Turing's memory data continues to influence the cutting-edge research in relevant fields.	811006
163311	1633	1	2	Story I	Aline was a prodigious painter born during the Golden Age. Despite being raised under the wings of an eminent banker from the Transatlantic Economic Community, she was enamored of the idyllic life in a hamlet that existed before the Golden Age. With such aspiration she eventually left behind her wealthy family. She used the money earned from her creative works to rent a cabin in an obscure hamlet, immersing herself in a warm, bright, and innocent artistic world.	811003
163312	1633	2	2	Story II	After the Punishing Virus broke out, everything changed. Aline watched her beloved grain field and many scenes in her paintings burn to ashes. As the world was telling her she could not be the Aline living in her own bubble anymore, she decided to put down her paintbrushes and pick up a weapon, fighting against the devastating virus. Still, Aline's fight came to an end like any other one. She took her last breath just before the sun broke out. The WGAA found her body alongside an empty shotgun and an unfinished drawing—a light that dispelled the night, that Aline could not see again. To realize the girl's last wish the other way, the WGAA sent her memory data back to Babylonia and reformed it into a Tactical Memory. Not before long, her will has been inherited by the ones with the same conviction.	811006
163411	1634	1	2	Story I	Diesel was known as a top physicist from the early Golden Age and an iconic unlimited off-road bike racer. Her life's ambition was to break humanity's speed constraints, and she was always gazing beyond the fourth cosmic velocity into the vast expanse of space. However, upon discovering her research was used in the development of long-range lethal weapons, she destroyed her life's work. Leaving the world of science, she opened a vintage car shop in her hometown, making a living fixing diesel engines that time had left behind.	811003
163412	1634	2	2	Story II	After repeatedly rejecting offers to rejoin leading tech corporations, Diesel decided to go off the grid. She set off on a journey with no end on a bike she'd modified herself. From that point on, Diesel's name disappeared from public view. Until one day, after the Punishing outbreak, a traveler stumbled upon her body at a nameless strait. The traveler took Diesel's preserved consciousness data and, understanding her last wishes, continued the final journey they'd both started.	811006
155911	1559	1	2	Story I	"Is it really that surprising that I can make dessert? As long as you make sure you do everything as the recipe says, even a novice like me can do it... This is for you helping me move, Commandant." Bianca with an apron alone is an unforgettable scene already, yet seeing her in a kitchen like this is even more mesmerizing. "Commandant... It may sound a bit abrupt. There's a ball coming up tonight. Would you mind... accompanying me?"	811002
155912	1559	2	2	Story II	"You came... as promised, Commandant." Leaning over the balcony, Bianca waves at you with a gentle smile, unaware of everyone's eyes fixated on her. "The ball is about to begin. I need to... change. I'll see you in a minute." To her, this is the ball of a lifetime. She hopes with her most beautiful appearance, she can become a never-fading memory for her dancing partner tonight.	811004
155913	1559	3	2	Story III	"Commandant, I seem to have got a bit tipsy... Could you let me lean on your shoulder for a while?" The alcohol-flavor electrolyte has a mild anesthesia effect on a Construct's M.I.N.D. Bianca is fairly acquainted with wine as a wine named "water of life" was commonly used for warming up cold nights and disinfection in the snowfield, but even so, her cheeks are already slightly flushed. At this moment, she hopes wine can give her the courage she needs. "Commandant, I..."	811006
156011	1560	1	2	Story I	She always radiated a cool, aloof aura. She seemed so close yet so distant. She is ever-changing, adopting countless forms.	811002
156012	1560	2	2	Story II	No one knew her wishes. No one understood her confusion.	811004
156013	1560	3	2	Story III	If you could grasp that beam of white moonlight once more... crown her with it and let her know your true feelings.	811006
2000121	20001	1	2	Story I	"Commandant... Do you like this outfit?"	811003
2000122	20001	2	2	Story II	Dressed in new clothes and elaborate makeup, she blushes shyly. But her acute gaze looks at you in anticipation.	811006
2000123	20002	1	2	Story I	The blue sea. The golden beach. The bright sunlight. And a quiet place that should be used for resting, which has been turned into a fierce "battlefield." "Commandant, that was far from getting me excited..."	811003
2000124	20002	2	2	Story II	"All right. Here comes the second round! I won't go easy on you, Commandant. You know what will happen if you lose, right?" The redheaded Construct raises the wooden sword with a confident smile and challenges you.	811006
2000021	20000	1	2	Story I	To Lucia, the hair accessories or even the glamorous-looking kimonos are nothing but mere embellishments. The beauty of a blooming flower lies not in its vessel. The calm maiden steadily arrived at the shrine before it became crowded, bearing nothing but pure wishes.	811002
2000022	20000	2	2	Story II	Girl. Sunshine. Silence. Wishes. "Please... help me convey my feelings to..." A flower whispers before the shrine, in this world longing for rejuvenation.	811004
5000021	50000	1	2	Story	A pocket of summer.\nThe sun-spangled beachside, the small shop under the noon glare, the street corner flickering from the city lights—all memories of you and her.\nSeasons may come and go, but do never forget this one summer.	811004
