Id	GroupId	Order	Type	Title	Text	Condition
8701011	87010	1	1	Data	Solar and aeolian energy are abundant in the desert, which is why related technologies and industries have prospered. Osiris' weapon can store solar energy with high efficiency and shoot laser beams, and even create tornadoes from its mastery of aerodynamics.	800003
8701021	87010	1	2	Story	Majestic and reticent, it is a mechanically restored incarnation of the lost Egyptian civilization. After the outbreak of the Punishing Virus, it began considering itself a god and has since been militarizing the surrounding territories and modifying itself.	800004
8160011	81600	1	1	Data	One of the Ascendants. Employs his gun and chain blade to wreak havoc on the battlefield.	800003
8160021	81600	1	2	Story	Roland treats battles as mere games. Extremely powerful, he has once obliterated multiple Construct squads by himself.	800004
8320011	83200	1	1	Data I	Rosetta can shoot a highly destructive spear-like energy beam. This function will, however, overload her and thus has a very long cooldown.	800003
8320012	83200	2	1	Data II	Rosetta's back thrusters enable her to fly and even levitate for a short distance. Rosetta uses this function to approach her target almost instantaneously.	800003
8320013	83200	3	1	Data III	Her thrusters are stored inside her lower body when they are not in use.	800003
8320021	83200	1	2	Story	This silver-haired humanoid hybrid Construct is the current leader of the Forest Guard in South Murmansk Port. Rosetta and Derek, the Narwhal, are long-acquainted. She is also able to communicate with it.	800004
8741011	87410	1	1	Data	Able to transform and self-deconstruct at will, it can appear anywhere it wants on the space station at any time.	800003
8741021	87410	1	2	Story	A highly intelligent processing core of the space station created by Cosmos Industries. Its intelligence likely rivals, or even surpasses a human. With a comprehensive record of all human knowledge and data, it can self-learn and evolve through processing data. After its corruption, it slaughtered all humans in the space station and modified the station into a giant space weapon, obliterating any beings with a consciousness structure similar to humans.	800004
8736011	87360	1	1	Data	Able to transform and self-deconstruct at will, it can appear anywhere it wants on the space station at any time.	800003
8736021	87360	1	2	Story	A highly intelligent processing core of the space station created by Cosmos Industries. Its intelligence likely rivals, or even surpasses a human. With a comprehensive record of all human knowledge and data, it can self-learn and evolve through processing data. After its corruption, it slaughtered all humans in the space station and modified the station into a giant space weapon, obliterating any beings with a consciousness structure similar to humans.	800004
8340011	83400	1	1	Data I	Its heavy armor is made of a large number of carriages.	800003
8340012	83400	2	1	Data II	Its legs are the mutated wheels formed by the Eternal Engine's wheels and Conversion Probes. With these virus-contaminated legs, it is able to cling on to other objects, jump long distances, and move at high speed. The giant ancillaries installed on its joints are there to support its weighty body.	800003
8340013	83400	3	1	Data III	Its heat dissipator is the heat-dissipating carriage of the nuclear fusion reactor. After transforming into a Rail Heterozygote, its energy consumption has rocketed and the heat dissipator has been working without rest. As a result, the heat dissipator has become its weakness.	800003
8340014	83400	4	1	Data IV	The Hetero Explore Units embedded inside function as its visual system.	800003
8340015	83400	5	1	Data V	The nuclear fusion reactor was originally the train's engine. It was taken by Rail Heterozygote to fuel itself.	800003
8340021	83400	1	2	Story	After the space station core corrupted the Eternal Engine, it has carried out self-modification with the train's industrial carriage. Traces of forceful and crude assemblage can be observed. The modification has yet to be completed due to time restrictions, which is why numerous Repair Units can still be seen moving on its body.	800004
8111011	81110	1	1	Data I	The two legs and the support pillar enable high-speed movement. The power cables are exposed.	800003
8111012	81110	2	1	Data II	It can shoot a highly destructive electrical beam.	800003
8111021	81110	1	2	Story	Once a large engineering robot for urban use. During the early outbreak of the Punishing Virus, it became refitted and militarized by humans. They were, however, only used inside of Central Purification Filters to avoid exposure to the virus.	800004
8322011	83220	1	1	Data I	Rosetta can shoot a highly destructive spear-like energy beam. This function will, however, overload her and thus has a very long cooldown.	800003
8322012	83220	2	1	Data II	Rosetta's back thrusters enable her to fly and even levitate for a short distance. Rosetta uses this function to approach her target almost instantaneously.	800003
8322013	83220	3	1	Data III	Her thrusters are stored inside her lower body when they are not in use.	800003
8322021	83220	1	2	Story	This silver-haired humanoid hybrid Construct is the current leader of the Forest Guard in South Murmansk Port. Rosetta and Derek, the Narwhal, are long-acquainted. She is also able to communicate with it.	800004
8310011	83100	1	1	Data	A pitch-black Construct. Brutal and swift in battle, his greatsword is often the first and last thing that his enemies see.	800003
8310021	83100	1	2	Story	Appears to be connected with Kamui. No further information.	800004
8350011	83500	1	1	Data	■■■■	800000
8350012	83500	1	2	Story	■■■■	800000
8352011	83520	1	1	Data	■■■■	800000
8352012	83520	1	2	Story	■■■■	800000
8360011	83600	1	1	Data I	As one of the Ascendants, Gabriel's powerful body enables him to crush any enemy standing in his way like a storm.	800003
8360012	83600	2	1	Data II	Gabriel had modified and redesigned his own body numerous times to free himself from the constraints of machines. In fact, such modifications are still under way.	800003
8360021	83600	1	2	Story I	Despite his dislike for humans, Gabriel does not oppose human culture. He reads all sorts of books during his free time and even marks them with notes.	800004
8360022	83600	2	2	Story II	In contrary to his rough looks, Gabriel has great mechanical knowledge and is a master of tactics and strategies. Every step he takes in battle has been well calculated.	800004
83700011	837000	1	1	Data I	Designed by Shome, the beloved scion of Shome Group, Shark-speare captivated every child and their parents around the world with her adorable appearance. She became one of the most appealing attractions in Shome Group's many theme parks.	800003
83700012	837000	2	1	Data II	In official anime, movie and manga series, Shark-speare is always the first one standing up against the bullies. Even though she gets badly beaten up every time, this has never stopped her from saving people in need. Milkshake and honey gingerbread cookies are her favorite food.	800003
83700021	837000	1	2	Story I	A customer service robot produced by Universal Toys in the middle of the Golden Age. She is a mascot of the Venus Splash Park, which is why she can be seen everywhere in the Venus Splash Park.	800004
83700022	837000	2	2	Story II	The world's biggest, well-functioning bio-plushie of Shark-speare is preserved in the Venus Splash Park. Usually, she is just a statue in the square, but when the time of the samba parade comes, she will awake and join the parade with other samba dancers. Such a scene was what her creators anticipated from the very beginning.	800004
83700023	837000	3	2	Story III	Her name comes from Bill the Kisser, a renowned movie in the Golden Age.	800004
83710011	837100	1	1	Data I	Designed by Shome, the beloved scion of Shome Group, Shark-speare captivated every child and their parents around the world with her adorable appearance. She became one of the most appealing attractions in Shome Group's many theme parks.	800003
83710012	837100	2	1	Data II	In official anime, movie and manga series, Shark-speare is always the first one standing up against the bullies. Even though she gets badly beaten up every time, this has never stopped her from saving people in need. Milkshake and honey gingerbread cookies are her favorite food.	800003
83710021	837100	1	2	Story I	A customer service robot produced by Universal Toys in the middle of the Golden Age. She is a mascot of the Venus Splash Park, which is why she can be seen everywhere in the Venus Splash Park.	800004
83710022	837100	2	2	Story II	The Venus Splash Park has the world's biggest, well-functioning bio-plushie of Shark-speare. Usually, she is just a statue in the square, but when the time of the samba parade comes, she will awake and join the parade with other samba dancers. Such a scene was what her creators anticipated from the very beginning.	800004
83710023	837100	3	2	Story III	Her name comes from Bill the Kisser, a renowned movie of the Golden Age.	800004
8750011	87500	1	1	Data I	As one of the Ascendants, Gabriel's powerful body enables him to crush any enemy standing in his way like a storm.	800003
8750012	87500	2	1	Data II	Gabriel had modified and redesigned his own body numerous times to free himself from the constraints of machines. In fact, such modifications are still under way.	800003
8750021	87500	1	2	Story I	Despite his dislike for humans, Gabriel does not oppose human culture. He reads all sorts of books during his free time and even marks them with notes.	800004
8750022	87500	2	2	Story II	In contrary to his rough looks, Gabriel has great mechanical knowledge and is a master of tactics and strategies. Every step he takes in battle has been well calculated.	800004
9075011	90750	1	1	Data	As an aerial unit, Snow Owl often flies into the sky before diving to destroy or disrupt.	800007
9075021	90750	1	2	Story	A bionic combat machine produced by Amberia. It has adopted the look and internal design of a snow owl for scouting and harassing purposes.	800008
9076011	90760	1	1	Data	The reinforced limbs are specifically designed for ground combat, making this unit a formidable opponent on land.	800007
9076021	90760	1	2	Story	A bionic combat machine produced by Amberia. It has adopted the limb structure of a rabbit, as well as the multi-terrain compatibility of humanoids.	800008
9077011	90770	1	1	Data I	The torso of this bionic machine consists of both processors and power units, and is connected to a few sets of add-on arms. It is responsible for movement, posture-control, and combat.	800007
9077012	90770	2	1	Data II	A high-energy beam launcher is also hidden inside the torso, allowing it to make surprise attacks.	800007
9077021	90770	1	2	Story	A bionic combat machine produced by Amberia. It has adopted the look and internal design of a sea creature for fast production and stealth purposes.	800008
9078011	90780	1	1	Data I	The reinforced limbs and energy tanks provide the Polar Bear with enormous kinetic energy, allowing it to charge forward and claw its opponents into pieces.	800005
9078012	90780	2	1	Data II	Equipped with more powerful processors and energy generators, the Polar Bear model usually comes with better AI than ordinary bionics. With proper tuning, some even have close-to-human level intelligence.	800005
9078021	90780	1	2	Story	A bionic combat machine produced by Amberia based on a bear-form mechanoid in mid Golden Age. Its reinforced limbs and spine frame are able to generate power that could match a tank.	800007
8380011	83800	1	1	Data	As an ultimate forbidden weapon designed to end the Punishing Virus once and for all, Amberia's body has numerous terrifying blades installed. The energy supplied by her gigantic body also allows her to generate an energy field powerful enough to eat through the armor of Construct.	800003
8380021	83800	1	2	Story I	When Amberia was still a human, she was chosen as a test subject for the ARU's experiment, and was later made into an ultimate weapon against Punishing Virus. However, the moment she was "started", she went haywire and wreaked havoc before disappearing in the ARU's bombardment. All those who took part in the experiment were branded as "sinners."	800004
8380022	83800	2	2	Story II	Inside Amberia's giant robotic body is a heart full of hatred. All she seeks now is to bring greater damage and destruction to the ARU.	800004
9281011	92810	1	1	Data	Because of the human-like body structure, it can use weapons from human.	800007
9281021	92810	1	2	Story I	General Type I bionic animals for battle/security in Kowloong Metropolis are intelligent at a certain degree.	800008
9281022	92810	2	2	Story II	Different versions are different in preferences, some even can communicate normally with human.	800008
9279011	92790	1	1	Data	It prefers to wield its long knife in battle and attack enemies head on in a steady way. However, if the frontal attack fails, all kinds of insidious tricks will be used.	800005
9279021	92790	1	2	Story I	It is a product of the high-performance combat mechanoid that was infected. By inheriting the combat function, it is better enhanced in tactical options and body power.	800007
9279022	92790	2	2	Story II	After the related data of its body and actions being modified, it becomes the key reference for the later generations to research and design the Hanged Man III.	800007
9280011	92800	1	1	Data I	The puppet, who was originally a servant, became a difficult existence with both attack and cover functions under the control of infected Glede.	800005
9280012	92800	2	1	Data II	Under the cover of the puppet, Moyuan can launch a deadly strike to enemies from an unexpected direction with quick movement and quirky mobility.	800005
9280021	92800	1	2	Story	She used to be the principal of Chaofeng group of Kowloong Chamber of Commerce, and that is her posture after being deeply infected by punishing. She controls a puppet and is a difficult character with quick movement and quirky mobility.	800007
8390011	83900	1	1	Data	With great power, Luna's attacks often show a cascading and spreading nature. Even if the intention is based on a single attack, it will often cause a ranged strike effect.	800003
8390021	83900	1	2	Story I	She is one of Ascendant's bosses, and has overwhelming combat power under the combined influence of Ascension-Network and the Punishing Virus.	800004
8390022	83900	2	2	Story II	Based on the nature of a leader of Ascendants, Luna's control over the Punishing Virus has reached a terrifying level. With her control over the virus through the Ascension-Network, Luna is even free to control various weapons of heteropoly-merization for targeted attacks.	800004
9083011	90830	1	1	Data	■■■■	800009
9083021	90830	1	2	Story	■■■■	800009
9085011	90850	1	1	Data	■■■■	800009
9085021	90850	1	2	Story	■■■■	800009
84100011	841000	1	1	Data	■■■■	800009
84100021	841000	1	2	Story	■■■■	800009
8400711	84007	1	1	Data	■■■■	800009
8400721	84007	1	2	Story	■■■■	800009
9286011	92860	1	1	Data	■■■■	800009
9286021	92860	1	2	Story	■■■■	800009
9088011	90880	1	1	Data	■■■■	800009
9088021	90880	1	2	Story	■■■■	800009
9287011	90870	1	1	Data	■■■■	800009
9287021	90870	1	2	Story	■■■■	800009
8420011	84200	1	1	Data	■■■■	800009
8420021	84200	1	2	Story	■■■■	800009
8421011	84210	1	1	Data	■■■■	800009
8421021	84210	1	2	Story	■■■■	800009
9090011	90900	1	1	Data	■■■■	800009
9090021	90900	1	2	Story	■■■■	800009
9091011	90910	1	1	Data	■■■■	800009
9091021	90910	1	2	Story	■■■■	800009
8430011	84300	1	1	Data	■■■■	800009
8430021	84300	1	2	Story	■■■■	800009
8431011	84310	1	1	Data	■■■■	800009
8431021	84310	1	2	Story	■■■■	800009
9093011	90930	1	1	Data	■■■■	800009
9093021	90930	1	2	Story	■■■■	800009
9089011	90890	1	1	Data	■■■■	800009
9089021	90890	1	2	Story	■■■■	800009
9094011	90940	1	1	Data	■■■■	800009
9094021	90940	1	2	Story	■■■■	800009
9095011	90950	1	1	Data	■■■■	800009
9095021	90950	1	2	Story	■■■■	800009
8440011	84400	1	1	Data	■■■■	800009
8440021	84400	1	2	Story	■■■■	800009
9096011	90960	1	1	Data	■■■■	800009
9096021	90960	1	2	Story	■■■■	800009
9097011	90970	1	1	Data	■■■■	800009
9097021	90970	1	2	Story	■■■■	800009
9098011	90980	1	1	Data	■■■■	800009
9098021	90980	1	2	Story	■■■■	800009
84500011	845000	1	1	Data	■■■■	800009
84500021	845000	1	2	Story	■■■■	800009
9301011	93010	1	1	Data	■■■■	800009
9301021	93010	1	2	Story	■■■■	800009
9302011	93020	1	1	Data	■■■■	800009
9302021	93020	1	2	Story	■■■■	800009
9099011	90990	1	1	Data	■■■■	800009
9099021	90990	1	2	Story	■■■■	800009
84600011	846000	1	1	Data	■■■■	800009
84600021	846000	1	2	Story	■■■■	800009
84610011	846100	1	1	Data	■■■■	800009
84610021	846100	1	2	Story	■■■■	800009
9303011	93030	1	1	Data	■■■■	800009
9303021	93030	1	2	Story	■■■■	800009
84710011	847100	1	1	Data	■■■■	800009
84710021	847100	1	2	Story	■■■■	800009
9305011	93050	1	1	Data	■■■■	800009
9305021	93050	1	2	Story	■■■■	800009
9306011	93060	1	1	Data	■■■■	800009
9306021	93060	1	2	Story	■■■■	800009
9307011	93070	1	1	Data	■■■■	800009
9307021	93070	1	2	Story	■■■■	800009
84810011	848100	1	1	Data	■■■■	800009
84810021	848100	1	2	Story	■■■■	800009
84820011	848200	1	1	Data	■■■■	800009
84820021	848200	1	2	Story	■■■■	800009
9308111	93081	1	1	Data	■■■■	800009
9308121	93081	1	2	Story	■■■■	800009
9311011	93110	1	1	Data	■■■■	800009
9311021	93110	1	2	Story	■■■■	800009
9310111	93101	1	1	Data	■■■■	800009
9310121	93101	1	2	Story	■■■■	800009
8490011	84900	1	1	Data	■■■■	800009
8490021	84900	1	2	Story	■■■■	800009
9314011	93140	1	1	Data	■■■■	800009
9314021	93140	1	2	Story	■■■■	800009
9313011	93130	1	1	Data	■■■■	800009
9313021	93130	1	2	Story	■■■■	800009
9312911	93129	1	1	Data	■■■■	800009
9312921	93129	1	2	Story	■■■■	800009
9316011	93160	1	1	Data	■■■■	800009
9316021	93160	1	2	Story	■■■■	800009
8220011	82200	1	1	Data	■■■■	800009
8220021	82200	1	2	Story	■■■■	800009
9317011	93170	1	1	Data	■■■■	800009
9317021	93170	1	2	Story	■■■■	800009
9318011	93180	1	1	Data	■■■■	800009
9318021	93180	1	2	Story	■■■■	800009
9319011	93190	1	1	Data	■■■■	800009
9319021	93190	1	2	Story	■■■■	800009
9323011	93230	1	1	Data	■■■■	800009
9323021	93230	1	2	Story	■■■■	800009
9322111	93221	1	1	Data	■■■■	800009
9322121	93221	1	2	Story	■■■■	800009
8510011	85100	1	1	Data	■■■■	800009
8510021	85100	1	2	Story	■■■■	800009
9324011	93240	1	1	Data	■■■■	800009
9324021	93240	1	2	Story	■■■■	800009
8530011	85300	1	1	Data	■■■■	800009
8530021	85300	1	2	Story	■■■■	800009
9325111	93251	1	1	Data	■■■■	800009
9325121	93251	1	2	Story	■■■■	800009
9329111	93291	1	1	Data	■■■■	800009
9329121	93291	1	2	Story	■■■■	800009
9330111	93301	1	1	Data	■■■■	800009
9330121	93301	1	2	Story	■■■■	800009
9331111	93311	1	1	Data	■■■■	800009
9331121	93311	1	2	Story	■■■■	800009
8540011	85400	1	1	Data	■■■■	800009
8540021	85400	1	2	Story	■■■■	800009
8550011	85500	1	1	Data	■■■■	800009
8550021	85500	1	2	Story	■■■■	800009
9333111	93331	1	1	Data	■■■■	800009
9333121	93331	1	2	Story	■■■■	800009
9334111	93341	1	1	Data	■■■■	800009
9334121	93341	1	2	Story	■■■■	800009
9332111	93321	1	1	Data	■■■■	800009
9332121	93321	1	2	Story	■■■■	800009
8555011	85550	1	1	Data	■■■■	800009
8555021	85550	1	2	Story	■■■■	800009
8556011	85560	1	1	Data	■■■■	800009
8556021	85560	1	2	Story	■■■■	800009
