Id	ChapterId	Order	Name	SubName	Icon	DescTitle	Desc	Condition	UnLockTime	StoryId[0]	StoryId[1]
131376	1013	76	Journey Continued				Head to [Parliament Square] Floor 3 to find [World's End 4] event	621304		FZ01602BD	
131377	1013	77	Memory 1				Head to [Safe Zone] and find [Additional Review] to expand Memory 1	623101		FZ01608BA	
131378	1013	78	Memory 2				Head to [B01 Industrial Sector] Floor 3 to find [Memory 2] event	623102		FZ01608BB	
131379	1013	79	Memory 3				Head to [Safe Zone] and find [Additional Review] to expand Memory 3	623103		FZ01608BC	
131380	1013	80	Tide Direction 1				Head to the deep of [Core Area] Floor 2 to find [Tide Direction 1] event	623201		FZ01607BA	
131381	1013	81	Tide Direction 2				Head to [Core Area] Floor 3 to find [Tide Direction 2] event	623202		FZ01607BB	
131382	1013	82	Tide Direction 3				Head to [B01 Junction Corridor] Floor 4 to find [Tide Direction 3] event	623203		FZ01607BC	
131383	1013	83	Tide Direction 4				Head to the deep of [B01 Junction Corridor] Floor 4 to find [Tide Direction 4] event	623204		FZ01607BD	
131384	1013	84	Blood Well 1				Head to [Relic of Business Park—Block 3] to find [Blood Well 1] event	622101		FZ01605BA	
131385	1013	85	Blood Well 2				Head to [Area A Ruins Square No. 97—Garden] to find [Blood Well 2] event	622102		FZ01605BB	
131386	1013	86	Voiceless Self 1				Head to [C-07 Abandoned Chemical Plant—Operation Zone] to find [Voiceless Self 1] event	622201		FZ01606BA	
131387	1013	87	Voiceless Self 2				Head to [Supply Carriage] to find [Voiceless Self 2] event	622202		FZ01606BB	
131388	1013	88	Voiceless Self 3				Head to [C-07 Abandoned Chemical Plant—Warehouse] to find [Voiceless Self 3] event	622203		FZ01606BC	
131389	1013	89	Voiceless Self 4				Head to [C-07 Abandoned Chemical Plant—Operation Zone] to find [Voiceless Self 4] event	622204		FZ01606BD	
131390	1013	90	Blasphemy 1				Head to [Breaking Platform—the Deepest] to find [Blasphemy 1] event	624101		FZ01610BA	
131391	1013	91	Blasphemy 2				Head to [Safe Zone] to find [Blasphemy 2] event	624102		FZ01610BB	
131392	1013	92	Adverse Impact 1				Head to [Polyphage Left Hand—Floor 1] to find [Adverse Impact 1] event	624201		FZ01609BA	
131393	1013	93	Adverse Impact 2				Head to [Polyphage Left Hand—Floor 2] to find [Adverse Impact 2] event	624201		FZ01609BB	
131394	1013	94	Faith Praises 1				Head to [Polyphage Body—Floor 1] to find [Faith Praises 1] event	624301		FZ01611BA	
131395	1013	95	Faith Praises 2				Head to [Polyphage Body—Floor 3] to find [Faith Praises 2] event	624302		FZ01611BB	
131396	1013	96	Faith Praises 3				Head to [Polyphage Body—Floor 2] to find [Faith Praises 3] event	624303		FZ01611BC	
131397	1013	97	Engraver 1				Head to [Polyphage Body—Floor 3] to find [Engraver 1] event	624401		FZ01604BA	
131398	1013	98	Engraver 2				Head to [Polyphage Body—Floor 2] to find [Engraver 2] event	624402		FZ01604BB	
131401	1014	1	Game in a Cage	14_1 			"Be careful with your words and action. Don't do anything now. Wait until morning to inspect the room."	84101401		ZX01901BA	
131402	1014	2	Conceal	14_2 			"Where did you get the Ascendant data?"	84101402		ZX01902BA	
131403	1014	3	Return to Core Area	14_3 			Feels like we're being watched.	84101403		ZX01903BA	
131404	1014	4	Untraceable	14_4 			Maybe there's an easier and more straightforward way.	84101404		ZX01904BA	
131405	1014	5	Gaze of the Abyss	14_5 			Like a dark abyss, the pinhole spy camera on the button gazes at Chrome, who is holding it in his palm.	84101405		ZX01905BA	
131406	1014	6	New Woes	14_6 			Mom... is resting.	84101406		ZX01906BA	
131407	1014	7	Recycle Prisoner	14_7 			We don't get to do this everyday. Let me give you a bonus question.	84101407		ZX01907BA	
131408	1014	8	Perfectionism	14_8 			He speaks with no lofty words and acts like a modest teacher before his enemies.	84101408		ZX01908BA	
131409	1014	9	Fated Maze	14_9 			The rumbling underneath the floor announces death like a countdown timer.	84101409		ZX01909BA	
131410	1014	10	No Response	14_10 			Kamui spots a faint smile on Chrome's face before Chrome completely loses consciousness.	84101410		ZX01910BA	
131411	1014	11	Project Winter	14_11 			If we ever settle this, we will need the talented commandant to help us build a future for humans.	84101411		ZX01911BA	
131412	1014	12	Extra Mission	14_12 			Looks like some people are leaving no stone unturned, considering they've bugged our transport craft, too.	84101412		ZX01912BA	
131413	1014	13	Hidden Area	14_13 			The dim light from the sky nourishes the surrounding red trees, and root-like pipes coil around them, revealing a peaceful but strange atmosphere.	84101413		ZX01913BA	
131414	1014	14	Hetero-Hive Mother	14_14 			Sorry... For leaving you alone to deal with such a thing.	84101414		ZX01914BA	
131415	1014	15	Starry Sky	14_15 			Even if the signal is broken, and even if hope is scarce, I will run to you no matter what. That's salvation, as well as saving myself.	84101415		ZX01915BA	
131501	1015	1	Right Under the Rose	15_1 			As long as we're on this ship together, nothing will remain a secret forever.	84101501		ZX02101BA	
131502	1015	2	Strike	15_2 			The red-haired Construct stands amidst them proudly like a rose above its thorns.	84101502		ZX02102BA	
131503	1015	3	Seaborne Graveyard	15_3 			That's right. The city you're standing in was once a zero-point reactor.	84101503		ZX02103BA	
131504	1015	4	Atlantis	15_4 			It once contained humanity's hope for a utopia, after all.	84101504		ZX02104BA	ZX02104EA
131505	1015	5	Enter the City	15_5 			If the Golden Age is a crown, then this is one of the brightest jewels on it.	84101505		ZX02105BA	ZX02105EA
131506	1015	6	Return	15_6 			I've... finally found it.	84101506		ZX02106BA	
131507	1015	7	Graveyard for the Arrogance	15_7 			Humans have long died on the road to their ambitions. This city is just a graveyard for their arrogance.	84101507		ZX02107BA	ZX02107EA
131508	1015	8	Another Journey	15_8 			Atlantis lived, and so did they.	84101508		ZX02108BA	
131509	1015	9	Up or Down	15_9 			Don't tell me the city's haunted.	84101509		ZX02109BA	ZX02109EA
131513	1015	13	Light of the Zero-point Energy	15_10 			I believe humanity will have a bright future.	84101513		ZX02113BA	
131514	1015	14	Raise Your Torch	15_11 			I wouldn't, because I want to find out what is there at the end of the darkness.	84101514		ZX02114BA	ZX02114EA
131515	1015	15	The Last Human	15_12 			Who would have thought that, in the end, I'd go gentle into that good night?	84101515		ZX02115BA	
131516	1015	16	Across the Waves	15_13 			Vera knows that gaze intimately. The look of total desperation was once in her eyes as well.	84101516		ZX02116BA	ZX02116EA
131517	1015	17	Her Flag	15_14 			Rage, rage against the dying of the light.	84101517		ZX02117BA	
131601	1016	1	World Government Conference	16_1 			The mark of the World Government which bears the hope of humanity appears at the top of the room with dignity. Another "World Government Conference" is about to start.	84101601		ZX02201BA	
131602	1016	2	Antagonism	16_2 			Science is a torch that lights the way to humanity's future, not a wind that fans the flame of some civil war.	84101602		ZX02202BA	
131603	1016	3	After Story	16_3 			The logs have been arranged from left to right chronologically by Liv. Your fingertip flips over a page, and another memory is reawakened in your mind.	84101603		ZX02203BA	ZX02203EA
131604	1016	4	Search for Coordinates	16_4 			Asimov stops tapping on the projection and points toward one point on the globe.	84101604		ZX02204BA	
131605	1016	5	Hetero-Sapien	16_5 			The humanoids slowly turn around, their strangely-shaped feet crushing the bones on the ground, making an eerie, squeaking noise.	84101605		ZX02205BA	
131606	1016	6	Assemble	16_6 			Hans is not very loud, but his voice is firm enough to reach every one of your ears, making you all stand straight.	84101606		ZX02206BA	
131607	1016	7	Pulia Forest Park Ruins	16_7 			Your head is slowly recovering from the spike of adrenaline, but you can still hear the voices of Hetero-Sapiens from all corners of the Forest Park Ruins, warning you not to let your guard down.	84101607		ZX02207BA	ZX02207EA
131608	1016	8	Clockwork	16_8 			He winds up the war machine that is you all, the elites of Babylonia, and you march on toward CPF 040.	84101608		ZX02208BA	
131609	1016	9	CPF 040	16_9 			The Central Purification Filter that was the basis of humanity's life on the surface against the Punishing Virus is now penetrated by the crimson plants, erected in the middle of the field, twisting and towering.	84101609		ZX02209BA	
131610	1016	10	Arrival	16_10 			Their gaze pierces through the crowd and extends toward the species you belong to—humanity.	84101610			ZX02210EA
131611	1016	11	Evacuation	16_11 			In the last few moments before you fall unconscious, you hear thunderous explosions.	84101611		ZX02211BA	
131612	1016	12	Death of Humankind	16_12 			I will be back. Trust me.	84101612			ZX02212EA
131613	1016	13	Unidentified Twins	16_13 			The war between humanity and the Punishing Virus begins anew, here and now.	84101613		ZX02213BA	ZX02213EA
131614	1016	14	Silent Scream	16_14 			This is the never-ending cycle of despair.	84101614		ZX02214BA	
131615	1016	15	The Rudder of Mankind	16_15 			Our Parliament was established to build a better future for humanity.	84101615		ZX02215BA	
131700	1017	0	Nightmare of the World	17_0 			We are forced to step into the eternal night of death, and with different language and bodies, roar as one in the afterburn of dawn.	84101700		ZX02300BA	
131701	1017	1	Pouring Rain	17_1 			However, they are not the greatest threat nor are they the ultimate fruit borne from disaster. They are just a road sign.	84101701		ZX02301BA	
131702	1017	2	Sinking Island	17_2 			We were forced to stand on a sinking island, all of us.	84101702		ZX02302BA	
131703	1017	3	Project Winter	17_3 			In any case, this is the beginning of hope, but it is only just the beginning.	84101703		ZX02303BA	
131704	1017	4	Will of Being Born	17_4 			What happened to the girl and the boy is not an exception. We have different life experience but share similar nature and feelings.	84101704		ZX02304BA	
131705	1017	5	First, "Joy and Sorrow"	17_5 			"Together they come, and when one sits alone with you at your board, remember that the other is asleep upon your bed."	84101705		ZX02305BA	
131706	1017	6	"The Great Evacuation"	17_6 			Anything that you are not happy about? Or are you still expecting your commandant to get up all of a sudden and tell you there is a new tactic that sacrifices no one?	84101706		ZX02306BA	ZX02306EA
131707	1017	7	"The Stayed-Behind"	17_7 			The originally crowded basement is now left with only dozens of people waiting for Gray Raven to come back.	84101707		ZX02307BA	
131708	1017	8	Life and Death	17_8 			By the light of the daybreak, they see that the sloped path in the city has turned into a scarlet wave.	84101708		ZX02308BA	
131709	1017	9	Second, "Freedom"	17_9 			"And what is it but fragments of your own self you would discard that you may become free?"	84101709		ZX02309BA	
131710	1017	10	Within Reach	17_10 			But there is no "would have."	84101710		ZX02310BA	
131711	1017	11	Third, "Giving"	17_11 			"It is life that gives unto life."	84101711		ZX02311BA	
131712	1017	12	Fourth, "Ship"	17_12 			"Who can depart from his pain and his aloneness without regret? It is not a garment I cast off this day, but a skin that I tear with my own hands. Yet I cannot tarry longer."	84101712		ZX02312BA	ZX02312EA
131713	1017	13	Countdown to Life	17_13 			Even though there is not much time left, she still sticks to her post.	84101713		ZX02313BA	
131714	1017	14	Assemble Again	17_14 			Gray Raven, Strike Hawk, and Cerberus gather in City 47 to plan for their next move.	84101714		ZX02314BA	ZX02314EA
131715	1017	15	End Train	17_15 			We didn't know back then that the train was heading to the end.	84101715		ZX02315BA	ZX02315EA
131716	1017	16	Endpoint Countdown	17_16 			We must be ready. This battle will decide the fate of all of our lives.	84101716		ZX02316BA	ZX02316EA
131717	1017	17	Smile of the Abyss	17_17 			I think I heard someone laughing...	84101717		ZX02317BA	
131718	1017	18	Gentle Monster	17_18 			To seize the only hope, the girl has turned into a gentle monster.	84101718		ZX02318BA	
131719	1017	19	Heaven of Pain	17_19 			Dusk and silence, exhaustion and wounds, they weave together a web that binds the two of them to the bench they are sitting on, with no hope to escape.	84101719		ZX02319BA	
131720	1017	20	Ring "The Bells"	17_20 			"With a will to give it all and an unyielding spirit to keep going."	84101720			ZX02320EA
131722	1017	22	Until No One Is Listening	17_22	 		"The mist that drifts away at dawn, leaving but dew in the fields, shall rise and gather into a cloud and then fall down in rain."	84101722		ZX02322BA	
131723	1017	23	Fifth, "Farewell"	17_23 			In this world, there is no rescue no matter when you make your prayers.	84101723		ZX02323BA	
131724	1017	24	Sixth, "Death"	17_24 			"Only when you drink from the river of silence shall you indeed sing. And when you have reached the mountain top, then you shall begin to climb. And when the earth shall claim your limbs, then shall you truly dance."	84101724		ZX02324BA	ZX02324EA
131725	1017	25	To Death →	17_25			―Start from the "death" of self and move into the future.	84101725		ZX02325BA	
131726	1017	26	To Life →	17_26 			― Start from the "death" of self and move into the future.	84101726		ZX02326BA	
131727	1017	27	Scarlet Reflection	17_27			The data cache in it will control the form of the Punishing Virus. Think of them as Hetero-Sapiens or Red Tide Projections. They will transform with your cognition.	84101727		ZX02327BA	
131728	1017	28	Seventh, "Love"	17_28 			"Love gives naught but itself and takes naught but from itself. She melts herself for her desires to be like a running brook that sings its melody to the night."	84101728		ZX02328BA	
131801	1018	1	Journey	18_1 			Nanami will travel with her friends! Where to go...? We'll see!	84101801		ZX02601BA	
131802	1018	2	House of Love	18_2 			Nanami knows that there are still warm places in this cold world!	84101802		ZX02602BA	
131803	1018	3	Search	18_3 			Maybe not every journey has a happy ending, but that's the exact reason why Nanami will still keep looking.	84101803		ZX02603BA	ZX02603EA
131804	1018	4	Return	18_4 			Nanami met a mysterious big sister. I always feel like I saw her somewhere, but I also feel like that I will only meet her in the future.	84101804		ZX02604BA	ZX02604EA
131805	1018	5	Truth	18_5 			Nanami doesn't like the answer. I don't like the coldness or the quietness... But where can I find the future that makes everyone smile?	84101805		ZX02605BA	
131806	1018	6	Reencounter	18_6 			The world will be reconstructed. A different future is waiting for Nanami, but will it be the future Nanami wants?	84101806		ZX02606BA	
131807	1018	7	War	18_7 			Why... Why the war? Aren't we friends...?	84101807		ZX02607BA	ZX02607EA
131808	1018	8	Church of Machina	18_8 			Although these machines called Nanami "Sagemachina", Nanami never wanted the war...	84101808		ZX02608BA	
131809	1018	9	Last Hope	18_9 			Nanami will find a future without war and hand it to the humanity.	84101809		ZX02609BA	
131810	1018	10	Cage	18_10 			Nanami has only one thing to do...	84101810		ZX02610BA	
131811	1018	11	Freedom	18_11 			Then let Nanami... break the cage!	84101811		ZX02611BA	ZX02611EA
131812	1018	12	Divergence	18_12 			For Nanami's friends and our future together, Nanami has to try again and look for the real answer.	84101812		ZX02612BA	ZX02612EA
131813	1018	13	Determination	18_13 			Nanami will never forget the pain of machines and humanity... So Nanami is determined to seize the opportunity no matter what it takes.	84101813		ZX02613BA	
131814	1018	14	Find the Answer in the Future	18_14 			Nanami is determined to fight the storms of fate!	84101814		ZX02614BA	
131818	1018	18	Awakening	18_18 			Guys, I need to go now... I'm starting my journey now.	84101818		ZX02618BA	
131819	1018	19	Answer	18_19 			Nanami will find the unique future herself.	84101819		ZX02619BA	
131820	1018	20	Girl From the Future	18_20 			I wish you to find the real answer... Goodbye, Nanami.	84101820		ZX02620BA	
131821	1018	21	Farewell	18_21 			Her last bow.	84101821		ZX02621BA	
131901	1019	1	Brazen Fire	19_1 			"The last torch of humanity's future is burning 363,300 kilometers from the earth now—right there on the Moon."	84102001		ZX02801BA	
131902	1019	2	Dream Machine	19_2 			"That is the machine that carries humanity's dreams. To restart it, Karenina, you are the best person for this job."	84102002		ZX02802BA	
131903	1019	3	Scire Rebirth	19_3 			This new frame is called Scire. Like a light shining in the deepest darkness, it represents Karenina's newfound power.	84102003		ZX02803BA	ZX02803EA
131904	1019	4	Zero Rest	19_4 			Only now, laughing freely in the absence of gravity, can these people ignore each other's beliefs and factions to enjoy this technological breakthrough.	84102004		ZX02804BA	
131905	1019	5	Gazing Into the Night	19_5 			Perhaps humans are still as naive as the children who wonder about the Moon, but one day they will transform science's power into a new hope.	84102005		ZX02805BA	
131906	1019	6	Always In Character	19_6 			Even without a script or rehearsals, the moment an actor steps onto the stage... he must embody his role.	84102006		ZX02806BA	
131907	1019	7	See You Later... Or Not?	19_7 			I don't think I'll see you again, but still. See you.	84102007		ZX02807BA	
131908	1019	8	Ceaseless Maniac	19_8 			The perfect lie is always an ounce of falsehood enshrouded in truth.	84102008		ZX02808BA	ZX02808EA
131909	1019	9	Disastrous Omen	19_9 			I can't shake the feeling that... something bad is about to happen.	84102009		ZX02809BA	
131910	1019	10	Captain Clown	19_10 			Only you can save yourself. Will it be death... or will it be life?	84102010		ZX02810BA	ZX02810EA
131911	1019	11	Mortal Belief	19_11 			We are merely just mortals—using the stupidest method, calculating and testing again and again through trial and error until we find the answer!	84102011		ZX02811BA	ZX02811EA
131912	1019	12	Story of the Future	19_12 			If you can see this message, please tell me... Tell me your story and the future of humanity.	84102012		ZX02812BA	
131913	1019	13	Undermine Determination	19_13 			It was once the symbol and hope of humanity toward space navigation and the pinnacle of technology during the Golden Age... Is she really qualified to destroy it?	84102013		ZX02813BA	ZX02813EA
131914	1019	14	What Is Hope?	19_14 			Sacrifices must be made for our only glimmer of hope... No one has ever doubted this axiom, but what truly is hope?	84102014		ZX02814BA	
131915	1019	15	Paths Forward	19_15 			The path ahead is long and arduous. Now is the time to decide whether to go... or stay.	84102015		ZX02815BA	
131916	1019	16	Enemy of Humankind	19_16 			Do you really have the courage to pop their inflated hope? Do you want to protect them even if you will become their enemy?	84102016		ZX02816BA	
131917	1019	17	Hearts Intertwined	19_17 			Without even meeting each other's gaze, they turn their backs and head to their respective sides of the battlefield.	84102017		ZX02817BA	
131918	1019	18	Undying Will	19_18 			The will of the entire human race is twinkling behind her, and this undying will will become a star... and a torch.	84102018		ZX02818BA	
131919	1019	19	Remembrance of Pain	19_19 			The painful brands in her palms are be the shackles of the past and the key to the future.	84102019		ZX02819BA	ZX02819EA
131920	1019	20	Radiant Beam	19_20 			All light shines at this moment, converging into an invincible strike.	84102020		ZX02820BA	ZX02820EA
131921	1019	21	Curtain Call	19_21 			Just call me Rolmo... Captain Rolmo. Has a nice ring to it, doesn't it?	84102021		ZX02821BA	
131922	1019	22	Return to the Far Moon	19_22 			A meteor bursts into the sky and slowly descends, marking the trajectory of her return.	84102022		ZX02822BA	
132001	1020	1	Scarlet Revelation	20_1 			If the projection of the Red Tide can be their hope in despair, then it can also become their faith.	84102201		ZX03001BA	
132002	1020	2	Crazy Words	20_2 			Their eyes are squinching as if they are ecstatic, but their mouths are twisted in all kinds of ways, whispering and murmuring painfully.	84102202		ZX03002BA	ZX03002EA
132003	1020	3	Crimson Undercurrents	20_3 			At maximum capacity, the amount of Red Tide they release will contaminate the entire ocean in two months.	84102203		ZX03003BA	
132004	1020	4	Song of Faith	20_4 			The god remains silent.	84102204			ZX03004EA
132005	1020	5	Monster and the Witch	20_5 			Did you... protect me?	84102205			ZX03005EA
132006	1020	6	Before the Daybreak	20_6 			The disaster in Pulia Forest Park Ruins should not be repeated.	84102206		ZX03006BA	
132007	1020	7	I Haven't Changed	20_7 			What about you? A Sister, or a witch? Which one is the real you?	84102207		ZX03007BA	
132008	1020	8	Assemble Again	20_8 			Oh, Commandant seems in trouble. Time for our grand entrance. Yo!	84102208		ZX03008BA	
132009	1020	9	Hand in Hand	20_9 			Nikola nods and looks at the center of the tactical map, where the red dots are.	84102209		ZX03009BA	ZX03009EA
132010	1020	10	When We Are Together	20_10 			People stand at the end of the sight. The sky is full of dark clouds, but he knows that is also where the Sun rises.	84102210		ZX03010BA	ZX03010EA
132011	1020	11	Their Marks	20_11 			She and the will she left are the gift that will lead us into the future.	84102211		ZX03011BA	ZX03011EA
132012	1020	12	Lithos	20_12 			...If this is what you want...	84102212		ZX03012BA	
132013	1020	13	Time to Say Goodbye	20_13 			— She used to stop Chiko from taking her own life, but this time... she will help her do it.	84102213		ZX03013BA	ZX03013EA
132014	1020	14	Key of the Future	20_14 			This gift will be the key to the future.	84102214		ZX03014BA	
200101	2001	1	Patched Memories	1_1			Start by... collecting Nozzle's memory chips, right?	84200101		YC00101BA	
200102	2001	2	Hello World	1_2			This world... what happened to it...	84200102		YC00102BA	
200106	2001	3	Initial Inspiration	1_6			This way... he will... understand me...	84200106		YC00106BA	
200201	2002	1	Into the M.I.N.D.	2_1			Liv connects herself to the tattered remains of Tifa—	84200201		YC00201BA	
200202	2002	2	Dark Struggle	2_2			I... my body...	84200202		YC00202BA	
200203	2002	3	New Masterpiece	2_3			Tifa gazed at the mechanic head with an enchanted expression... "Hah, what a piece of work"...	84200203			YC00203EA
200206	2002	4	Collapsed Bridge	2_6			Tifa ignores Kamui, and leaves before the bridge collapsed entirely.	84200206		YC00206BA	YC00206EA
200301	2003	1	Arrival	3_1			Hm. Finally. My stop.	84200301		YC00301BA	
200302	2003	2	Vintage Taste	3_2			Then I'll help myself.	84200302		YC00302BA	
200303	2003	3	Enjoyment	3_3			You seem to be enjoying yourself a little too much.	84200303		YC00303BA	
200304	2003	4	Smiling Devil	3_4			Ascendant trails extended all the way here!	84200304		YC00304BA	
200306	2003	5	Taming	3_6			You might still be useful.	84200306		YC00306BA	
200401	2004	1	Zack Activated	4_1			Try to restore Zack's iconic memories, if possible...	84200401		YC00401BA	
200402	2004	2	Ruthlessness	4_2			Zack, do you think the rabbit's right? Or the donkey's right?	84200402		YC00402BA	
200403	2004	3	Her	4_3			Wait... Miss Emma's signal appeared in the courtyard...	84200403		YC00403BA	
200404	2004	4	Protection	4_4			The enemy... is strong... Stronger than... Zack...	84200404		YC00404BA	
200405	2004	5	Emma	4_5			Aren't they coming with us?	84200405		YC00405BA	
200406	2004	6	Farewell	4_6			The last plane leaves the inner garden.	84200406		YC00406BA	
200501	2005	1	Destination	5_1			This is a M.I.N.D. testing site from the old world. We'll have to reach the core area of this building.	84200501		YC00501BA	
200502	2005	2	Tracing	5_2			Watanabe confessed to Liv that the Forsaken needed her power for one thing.	84200502		YC00502BA	
200503	2005	3	Split Road	5_3			Just a little more and...	84200503		YC00503BA	
200504	2005	4	Brawling	5_4			Liv, hold on! We'll... find a way to...	84200504		YC00504BA	
200505	2005	5	Lost	5_5			Only if she could find her way back to her M.I.N.D.	84200505		YC00505BA	
200506	2005	6	Swallowed	5_6			The pseudo-consciousness of Liv reforms itself, and attempts to close off the M.I.N.D. entrance...!	84200506		YC00506BA	YC00506EA
200601	2006	1	Sister	6_1			Because machines would never waver in their faith, they proved more reliable than any normal human believer.	84200601		YC00601BA	
200602	2006	2	Child	6_2			But have you ever seen this many plump and well-fed kids queuing up?	84200602		YC00602BA	
200603	2006	3	Dismemberment	6_3			Tch, stingy old hag...	84200603		YC00603BA	
200604	2006	4	Blade	6_4			A pair of bladed wings spread out of her back. She leaps and dives into the Corrupted-filled abyss down below.	84200604		YC00604BA	
200605	2006	5	Against the Current	6_5			Well, I'm not going back anyway. Might as well play a little with this power.	84200605		YC00605BA	
200606	2006	6	Ending	6_6			Serving God and humans as a machine for my entire life, was there even any meaning to this?	84200606		YC00606BA	
200701	2007	1	Recurrence	7_1			This is Rohacchi's memory data I copied from the ruins. Now rendering it into visual data for replay.	84200701		YC00701BA	
200702	2007	2	Defense	7_2			The visual data shows that Rohacchi clashed with the Ascendant.	84200702		YC00702BA	YC00702EA
200703	2007	3	Kindred	7_3			When Rohacchi was escaping, it has sensed its "companions".	84200703		YC00703BA	YC00703EA
200704	2007	4	Friends	7_4			Friends! From now on Rohacchi and Nanami will be good friends!	84200704		YC00704BA	
200705	2007	5	Treasure Hunt	7_5			Looks like Rohacchi's awakening has something to do with that mysterious mural.	84200705		YC00705BA	
200706	2007	6	Fantasy	7_6			In the end, we couldn't find any relevant information about the murals...	84200706		YC00706BA	
200801	2008	1	Report	8_1			Chrome, too... He knows full well I'm not familiar with these things.	84200801		YC00801BA	
200802	2008	2	Retrospective Memory	8_2			I went deeper into the ruins.	84200802		YC00802BA	
200803	2008	3	Dark Pursuit	8_3			Camu said that those Corrupted were originally after me.	84200803		YC00803BA	
200804	2008	4	Relentless	8_4			Can you believe this? Beneath the ruins so deep underground, is another big and spacious... space!	84200804		YC00804BA	
200805	2008	5	Alter Ego	8_5			Almost there.	84200805		YC00805BA	
200806	2008	6	Unity	8_6			Goodnight, the other me.	84200806		YC00806BA	YC00806EA
200901	2009	1	Reply Signal	9_1			Ayla inhaled a deep breath and started to focus, trying to receive or sense any possible signal from Selena.	84200901		YC00901BA	
200902	2009	2	Assist	9_2			There is where Selena failed.	84200902		YC00902BA	
200903	2009	3	Lose Again	9_3			The carcass suddenly jerks, as if she had felt Ayla.	84200903		YC00903BA	YC00903EA
201001	2010	1	Threat	10_1			Heads up, the Corrupted are invading!	84201001		YC01001BA	
201002	2010	2	Spider	10_2			Hetero activity detected... It's similar to the egg hatching process of an arthropod.	84201002		YC01002BA	
201003	2010	3	Obstacles	10_3			Enemies have been swarming towards Changyu on the train roof. Sophia decided to split up from Gray Raven in the nick of time.	84201003		YC01003BA	
201004	2010	4	Return	10_4			While you, on the other hand, rest.	84201004		YC01004BA	
201005	2010	5	Deviate	10_5			Changyu's situation is a bit dire and requires emergency maintenance.	84201005		YC01005BA	
201006	2010	6	Decision	10_6			The parts of the external mechanic arms can be replaced with the mechanical equipment lying around.	84201006		YC01006BA	YC01006EA
201101	2011	1	Entry	11_1			Don't worry, I'm Executive Officer Nikola's agent.	84201101		YC01101BA	YC01101EA
201102	2011	2	Disguise	11_2			Don't move. First, let's fit your head through this hole in the dress...	84201102		YC01102BA	YC01102EA
201103	2011	3	Mesmerized	11_3			They're all trapped in this place, yet they're excited as ever for this event. Are they controlled too deep—or are they poisoned by this dream?	84201103		YC01103BA	
201104	2011	4	Confusion	11_4			Two similar yet vastly different souls sit together, back to back, seeing entirely different worlds.	84201104			YC01104EA
201105	2011	5	Diminishing	11_5			The dream wasn't good enough. That's all.	84201105		YC01105BA	YC01105EA
201201	2012	1	Trojan Horse	12_1			The Forest Guards followed the Corrupted to Kowloong City.	84201201		YC01201BA	
201202	2012	2	Trapped Hound	12_2			Who was the real prey? Cerberus, or Roland?	84201202		YC01202BA	
201203	2012	3	Gold & Centaur	12_3			"I want you to join us in this battle, Rosetta."	84201203		YC01203BA	YC01203EA
201204	2012	4	Fireworks	12_4			Finally, it was time for Cerberus to strike back.	84201204		YC01204BA	
201205	2012	5	Deceptor	12_5			Lamia owed Watanabe a favor.	84201205		YC01205BA	
201206	2012	6	Another Ending	12_6			The war was coming to an end. Everybody had their own thoughts and plans.	84201206		YC01206BA	
201207	2012	7	Seize	12_7			Gabriel's giant arm pierced through Qu's chest...	84201207		YC01207BA	YC01207EA
201401	2014	1	Looking for Luna	14_1 			A rusty bridge extends out into the distance, its other end enveloped by the fog. Even though she cannot see it, Alpha knows where the bridge leads.	84201401		YC01901BA	
201402	2014	2	Howling Snowstorm	14_2 			There's no turning back for us.	84201402		YC01902BA	
201403	2014	3	Into Thin Air	14_3 			That's not only death for the living, they can also kill those phantoms that have passed away and remain in memory.	84201403		YC01903BA	
201404	2014	4	Meet Again	14_4 			Roland, I know what you are going to say. I've never brought it up because this wish will never come true.	84201404		YC01904BA	
201405	2014	5	Crossing Paths	14_5 			Let's end it here, Gabriel.	84201405		YC01905BA	
201406	2014	6	Martyr	14_6 			I'll say this again. The road you've chosen has but one ending—absolutely nothing!	84201406		YC01906BA	
201407	2014	7	Go to Fight	14_7 			There needs to be uncertainty in the world for it to be interesting, isn't that so?	84201407		YC01907BA	
201408	2014	8	Night Gathers	14_8 			Lucia, I used to think of you only as a chess piece leftover from a conspiracy, a piece of data that was previously deceived and had no reason to exist.	84201408		YC01908BA	YC01908EA
201501	2015	1	Orphan of Science	15_1 			Let's just call her Lamia then.	84201501		YC02101BA	
201502	2015	2	Foolishness	15_2 			She's so ugly, like a monkey. Can we get her to stand up?	84201502		YC02102BA	YC02102EA
201503	2015	3	Weakness	15_3 			No medicine can help you.	84201503		YC02103BA	
201504	2015	4	Powerlessness	15_4 			A warm hug and comfort will be given to every weeping child.	84201504		YC02104BA	YC02104EA
201505	2015	5	Curiosity	15_5 			I understand. It's "curiosity."	84201505		YC02105BA	
201506	2015	6	The First Birth	15_6 			Stop dawdling. Come here, we have to make you adapt to your body right away.	84201506		YC02106BA	YC02106EA
201507	2015	7	Weigh Anchor	15_7 			We aren't devoid of weakness. We were just forced to "send" it away.	84201507		YC02107BA	
201508	2015	8	Another Journey	15_8 			Atlantis lived, and so did they.	84201508		YC02108BA	
201601	2016	1	Preparation Behind the Scenes				A wanderer walks among the ruins of the city.	84201601		YC02201BA	
