Id	BigIconPath	IconPath	LiHuiPath	ModelTransId[1]	ModelTransId[2]	ModelTransId[3]	ResonanceModelTransId1[1]	ResonanceModelTransId1[2]	ResonanceModelTransId1[3]	ResonanceModelTransId2[1]	ResonanceModelTransId2[2]	ResonanceModelTransId2[3]	ResonanceModelTransId3[1]	ResonanceModelTransId3[2]	ResonanceModelTransId3[3]	PainterName
2304001	Assets/Product/Texture/Image/IconTools/E2BigswordMd010011.png	Assets/Product/Texture/Image/IconToolsSp/E2BigswordMd010011Sp.png	Assets/Product/Texture/Image/Arms/E2BigswordMd010011.png	13040111												Artist 114
2305001	Assets/Product/Texture/Image/IconTools/E2BigswordMd020011.png	Assets/Product/Texture/Image/IconToolsSp/E2BigswordMd020011Sp.png	Assets/Product/Texture/Image/Arms/E2BigswordMd020011.png	13050111												Artist 115
2306001	Assets/Product/Texture/Image/IconTools/E3BigswordMd010011.png	Assets/Product/Texture/Image/IconToolsSp/E3BigswordMd010011Sp.png	Assets/Product/Texture/Image/Arms/E3BigswordMd010011P01.png	13060111			13060121			13060131			13060141			Artist 116
2314001	Assets/Product/Texture/Image/IconTools/E2BangbinataMd010011.png	Assets/Product/Texture/Image/IconToolsSp/E2BangbinataMd010011Sp.png	Assets/Product/Texture/Image/Arms/E2BangbinataMd010011.png	13140111	13140112											Artist 117
2315001	Assets/Product/Texture/Image/IconTools/E2BangbinataMd020011.png	Assets/Product/Texture/Image/IconToolsSp/E2BangbinataMd020011Sp.png	Assets/Product/Texture/Image/Arms/E2BangbinataMd020011.png	13150111	13150112											Artist 118
2316001	Assets/Product/Texture/Image/IconTools/E3BangbinataMd010011.png	Assets/Product/Texture/Image/IconToolsSp/E3BangbinataMd010011Sp.png	Assets/Product/Texture/Image/Arms/E3BangbinataMd010011P01.png	13160111	13160112		13160121	13160122		13160131	13160132		13160141	13160142		Artist 119
2324001	Assets/Product/Texture/Image/IconTools/E2SuperliMd010011.png	Assets/Product/Texture/Image/IconToolsSp/E2SuperliMd010011Sp.png	Assets/Product/Texture/Image/Arms/E2SuperliMd010011.png	13240111	13240112	13240113										Artist 120
2325001	Assets/Product/Texture/Image/IconTools/E2SuperliMd020011.png	Assets/Product/Texture/Image/IconToolsSp/E2SuperliMd020011Sp.png	Assets/Product/Texture/Image/Arms/E2SuperliMd020011.png	13250111	13250112	13250113										Artist 121
2326001	Assets/Product/Texture/Image/IconTools/E3SuperliMd010011.png	Assets/Product/Texture/Image/IconToolsSp/E3SuperliMd010011Sp.png	Assets/Product/Texture/Image/Arms/E3SuperliMd010011P01.png	13260111	13260112	13260113	13260121	13260122	13260123	13260131	13260132	13260133	13260141	13260142	13260143	Artist 122
2334001	Assets/Product/Texture/Image/IconTools/E2BeamlanceMd010011.png	Assets/Product/Texture/Image/IconToolsSp/E2BeamlanceMd010011Sp.png	Assets/Product/Texture/Image/Arms/E2BeamlanceMd010011.png	13340111												Artist 123
2335001	Assets/Product/Texture/Image/IconTools/E2BeamlanceMd020011.png	Assets/Product/Texture/Image/IconToolsSp/E2BeamlanceMd020011Sp.png	Assets/Product/Texture/Image/Arms/E2BeamlanceMd020011.png	13350111												Artist 124
2336001	Assets/Product/Texture/Image/IconTools/E3BeamlanceMd010011.png	Assets/Product/Texture/Image/IconToolsSp/E3BeamlanceMd010011Sp.png	Assets/Product/Texture/Image/Arms/E3BeamlanceMd010011.png	13360111			13360121			13360131			13360141			Artist 125
3011001	Assets/Product/Texture/Image/IconTools/EGouliangI01001.png	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	product/texture/image/rolewaferlihui/egouliangd01001.png.unity3d													zki_
3012001	Assets/Product/Texture/Image/IconTools/ESipeierI01001.png	Assets/Product/Texture/Image/IconToolsSp/ESipeierI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ESipeierD01001.png													Chun Ri
3013001	Assets/Product/Texture/Image/IconTools/EModeerI01001.png	Assets/Product/Texture/Image/IconToolsSp/EModeerI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EModeerD01001.png													Chun Ri
3013002	Assets/Product/Texture/Image/IconTools/EHeermanI01001.png	Assets/Product/Texture/Image/IconToolsSp/EHeermanI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHeermanD01001.png													Chun Ri
3014001	Assets/Product/Texture/Image/IconTools/EAjimideI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAjimideI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAjimideD01001.png													Shi Tou
3014002	Assets/Product/Texture/Image/IconTools/EAidishengI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAidishengI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAidishengD01001.png													Chun Ri
3014003	Assets/Product/Texture/Image/IconTools/EAliceI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAliceI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAliceD01001.png													iralion
3014004	Assets/Product/Texture/Image/IconTools/EKanninganI01001.png	Assets/Product/Texture/Image/IconToolsSp/EKanninganI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKanninganD01001.png													Chun Ri
3014005	Assets/Product/Texture/Image/IconTools/EAdaifuYYI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAdaifuYYI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAdaifuYYD01001.png													Wang Xiong Mao
3015001	Assets/Product/Texture/Image/IconTools/ELongmeierI01001.png	Assets/Product/Texture/Image/IconToolsSp/ELongmeierI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ELongmeierD01001.png													NoriZC
3015002	Assets/Product/Texture/Image/IconTools/EAifuI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAifuI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAifuD01001.png													Houjiro
3015003	Assets/Product/Texture/Image/IconTools/EAikeI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAikeI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAikeD01001.png													Hu San
3015004	Assets/Product/Texture/Image/IconTools/EFuertaiI01001.png	Assets/Product/Texture/Image/IconToolsSp/EFuertaiI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFuertaiD01001.png													Yuan Zi Dan
3015005	Assets/Product/Texture/Image/IconTools/EGeluodaI01001.png	Assets/Product/Texture/Image/IconToolsSp/EGeluodaI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EGeluodaD01001.png													Houjiro
3015006	Assets/Product/Texture/Image/IconTools/ELisailiuI01001.png	Assets/Product/Texture/Image/IconToolsSp/ELisailiuI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ELisailiuD01001.png													Hua Sa
3015007	Assets/Product/Texture/Image/IconTools/ESamandaI01001.png	Assets/Product/Texture/Image/IconToolsSp/ESamandaI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ESamandaD01001.png													Mu Yi
3015008	Assets/Product/Texture/Image/IconTools/EMozateI01001.png	Assets/Product/Texture/Image/IconToolsSp/EMozateI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EMozateD01001.png													Huang Jing TS
3015050	Assets/Product/Texture/Image/IconTools/EShengdanlifuI01001.png	Assets/Product/Texture/Image/IconToolsSp/EShengdanlifuI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EShengdanlifuD01001.png													Huang Jing TS
3016001	Assets/Product/Texture/Image/IconTools/EKangdelinaI01001.png	Assets/Product/Texture/Image/IconToolsSp/EKangdelinaI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKangdelinaD01001.png													Zha Nian
3016002	Assets/Product/Texture/Image/IconTools/EShashibiyaI01001.png	Assets/Product/Texture/Image/IconToolsSp/EShashibiyaI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EShashibiyaD01001.png													Mu Yi
3016003	Assets/Product/Texture/Image/IconTools/EHaisenbaoI01001.png	Assets/Product/Texture/Image/IconToolsSp/EHaisenbaoI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHaisenbaoD01001.png													Ba Jiu
3016004	Assets/Product/Texture/Image/IconTools/EDaerwenI01001.png	Assets/Product/Texture/Image/IconToolsSp/EDaerwenI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EDaerwenD01001.png													Huang Jing TS
3016005	Assets/Product/Texture/Image/IconTools/EHannaI01001.png	Assets/Product/Texture/Image/IconToolsSp/EHannaI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHannaD01001.png													Houjiro
3016006	Assets/Product/Texture/Image/IconTools/EAdaifuI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAdaifuI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAdaifuD01001.png													Wen Xiang
3016007	Assets/Product/Texture/Image/IconTools/EDafenqiI01001.png	Assets/Product/Texture/Image/IconToolsSp/EDafenqiI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EDafenqiD01001.png													Huang Jing TS
3016008	Assets/Product/Texture/Image/IconTools/EKaiselinI01001.png	Assets/Product/Texture/Image/IconToolsSp/EKaiselinI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKaiselinD01001.png													Huang Jing TS
3016009	Assets/Product/Texture/Image/IconTools/EAiyinsitanI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAiyinsitanI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAiyinsitanD01001.png													Huang Jing TS
3016010	Assets/Product/Texture/Image/IconTools/EFeilieteI01001.png	Assets/Product/Texture/Image/IconToolsSp/EFeilieteI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFeilieteD01001.png													San Men Men
3016011	Assets/Product/Texture/Image/IconTools/EGuiniweiI01001.png	Assets/Product/Texture/Image/IconToolsSp/EGuiniweiI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EGuiniweiD01001.png													Huang Jing TS
3016012	Assets/Product/Texture/Image/IconTools/EFeitelieI01001.png	Assets/Product/Texture/Image/IconToolsSp/EFeitelieI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFeitelieD01001.png													Yuan Zi Dan
3022001	Assets/Product/Texture/Image/IconTools/ESipeierI01001.png	Assets/Product/Texture/Image/IconToolsSp/ESipeierI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ESipeierD01001.png													Chun Ri
3023001	Assets/Product/Texture/Image/IconTools/EModeerI01001.png	Assets/Product/Texture/Image/IconToolsSp/EModeerI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EModeerD01001.png													Chun Ri
3023002	Assets/Product/Texture/Image/IconTools/EHeermanI01001.png	Assets/Product/Texture/Image/IconToolsSp/EHeermanI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHeermanD01001.png													Chun Ri
3024001	Assets/Product/Texture/Image/IconTools/EAjimideI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAjimideI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAjimideD01001.png													Shi Tou
3024002	Assets/Product/Texture/Image/IconTools/EAidishengI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAidishengI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAidishengD01001.png													Chun Ri
3024003	Assets/Product/Texture/Image/IconTools/EAliceI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAliceI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAliceD01001.png													iralion
3024004	Assets/Product/Texture/Image/IconTools/EKanninganI01001.png	Assets/Product/Texture/Image/IconToolsSp/EKanninganI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKanninganD01001.png													Chun Ri
3024005	Assets/Product/Texture/Image/IconTools/EAdaifuYYI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAdaifuYYI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAdaifuYYD01001.png													Wang Xiong Mao
3025001	Assets/Product/Texture/Image/IconTools/ELongmeierI02001.png	Assets/Product/Texture/Image/IconToolsSp/ELongmeierI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ELongmeierD02001.png													NoriZC
3025002	Assets/Product/Texture/Image/IconTools/EAifuI02001.png	Assets/Product/Texture/Image/IconToolsSp/EAifuI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAifuD02001.png													Houjiro
3025003	Assets/Product/Texture/Image/IconTools/EAikeI02001.png	Assets/Product/Texture/Image/IconToolsSp/EAikeI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAikeD02001.png													Hu San
3025004	Assets/Product/Texture/Image/IconTools/EFuertaiI02001.png	Assets/Product/Texture/Image/IconToolsSp/EFuertaiI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFuertaiD02001.png													Yuan Zi Dan
3025005	Assets/Product/Texture/Image/IconTools/EGeluodaI02001.png	Assets/Product/Texture/Image/IconToolsSp/EGeluodaI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EGeluodaD02001.png													Houjiro
3025006	Assets/Product/Texture/Image/IconTools/ELisailiuI02001.png	Assets/Product/Texture/Image/IconToolsSp/ELisailiuI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ELisailiuD02001.png													Hua Sa
3025007	Assets/Product/Texture/Image/IconTools/ESamandaI02001.png	Assets/Product/Texture/Image/IconToolsSp/ESamandaI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ESamandaD02001.png													Mu Yi
3025008	Assets/Product/Texture/Image/IconTools/EMozateI02001.png	Assets/Product/Texture/Image/IconToolsSp/EMozateI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EMozateD02001.png													Huang Jing TS
3026001	Assets/Product/Texture/Image/IconTools/EKangdelinaI02001.png	Assets/Product/Texture/Image/IconToolsSp/EKangdelinaI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKangdelinaD02001.png													Zha Nian
3026002	Assets/Product/Texture/Image/IconTools/EShashibiyaI02001.png	Assets/Product/Texture/Image/IconToolsSp/EShashibiyaI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EShashibiyaD02001.png													Mu Yi
3026003	Assets/Product/Texture/Image/IconTools/EHaisenbaoI02001.png	Assets/Product/Texture/Image/IconToolsSp/EHaisenbaoI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHaisenbaoD02001.png													Ba Jiu
3026004	Assets/Product/Texture/Image/IconTools/EDaerwenI02001.png	Assets/Product/Texture/Image/IconToolsSp/EDaerwenI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EDaerwenD02001.png													Huang Jing TS
3026005	Assets/Product/Texture/Image/IconTools/EHannaI02001.png	Assets/Product/Texture/Image/IconToolsSp/EHannaI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHannaD02001.png													Houjiro
3026006	Assets/Product/Texture/Image/IconTools/EAdaifuI02001.png	Assets/Product/Texture/Image/IconToolsSp/EAdaifuI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAdaifuD02001.png													Wen Xiang
3026007	Assets/Product/Texture/Image/IconTools/EDafenqiI02001.png	Assets/Product/Texture/Image/IconToolsSp/EDafenqiI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EDafenqiD02001.png													Huang Jing TS
3026008	Assets/Product/Texture/Image/IconTools/EKaiselinI02001.png	Assets/Product/Texture/Image/IconToolsSp/EKaiselinI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKaiselinD02001.png													Huang Jing TS
3026009	Assets/Product/Texture/Image/IconTools/EAiyinsitanI02001.png	Assets/Product/Texture/Image/IconToolsSp/EAiyinsitanI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAiyinsitanD02001.png													Huang Jing TS
3026010	Assets/Product/Texture/Image/IconTools/EFeilieteI02001.png	Assets/Product/Texture/Image/IconToolsSp/EFeilieteI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFeilieteD02001.png													San Men Men
3026011	Assets/Product/Texture/Image/IconTools/EGuiniweiI02001.png	Assets/Product/Texture/Image/IconToolsSp/EGuiniweiI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EGuiniweiD02001.png													Huang Jing TS
3026012	Assets/Product/Texture/Image/IconTools/EFeitelieI02001.png	Assets/Product/Texture/Image/IconToolsSp/EFeitelieI02001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFeitelieD02001.png													Yuan Zi Dan
3032001	Assets/Product/Texture/Image/IconTools/ESipeierI01001.png	Assets/Product/Texture/Image/IconToolsSp/ESipeierI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ESipeierD01001.png													Chun Ri
3033001	Assets/Product/Texture/Image/IconTools/EModeerI01001.png	Assets/Product/Texture/Image/IconToolsSp/EModeerI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EModeerD01001.png													Chun Ri
3033002	Assets/Product/Texture/Image/IconTools/EHeermanI01001.png	Assets/Product/Texture/Image/IconToolsSp/EHeermanI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHeermanD01001.png													Chun Ri
3034001	Assets/Product/Texture/Image/IconTools/EAjimideI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAjimideI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAjimideD01001.png													Shi Tou
3034002	Assets/Product/Texture/Image/IconTools/EAidishengI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAidishengI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAidishengD01001.png													Chun Ri
3034003	Assets/Product/Texture/Image/IconTools/EAliceI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAliceI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAliceD01001.png													iralion
3034004	Assets/Product/Texture/Image/IconTools/EKanninganI01001.png	Assets/Product/Texture/Image/IconToolsSp/EKanninganI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKanninganD01001.png													Chun Ri
3034005	Assets/Product/Texture/Image/IconTools/EAdaifuYYI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAdaifuYYI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAdaifuYYD01001.png													Wang Xiong Mao
3035001	Assets/Product/Texture/Image/IconTools/ELongmeierI03001.png	Assets/Product/Texture/Image/IconToolsSp/ELongmeierI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ELongmeierD03001.png													NoriZC
3035002	Assets/Product/Texture/Image/IconTools/EAifuI03001.png	Assets/Product/Texture/Image/IconToolsSp/EAifuI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAifuD03001.png													Houjiro
3035003	Assets/Product/Texture/Image/IconTools/EAikeI03001.png	Assets/Product/Texture/Image/IconToolsSp/EAikeI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAikeD03001.png													Hu San
3035004	Assets/Product/Texture/Image/IconTools/EFuertaiI03001.png	Assets/Product/Texture/Image/IconToolsSp/EFuertaiI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFuertaiD03001.png													Yuan Zi Dan
3035005	Assets/Product/Texture/Image/IconTools/EGeluodaI03001.png	Assets/Product/Texture/Image/IconToolsSp/EGeluodaI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EGeluodaD03001.png													Houjiro
3035006	Assets/Product/Texture/Image/IconTools/ELisailiuI03001.png	Assets/Product/Texture/Image/IconToolsSp/ELisailiuI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ELisailiuD03001.png													Hua Sa
3035007	Assets/Product/Texture/Image/IconTools/ESamandaI03001.png	Assets/Product/Texture/Image/IconToolsSp/ESamandaI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ESamandaD03001.png													Mu Yi
3035008	Assets/Product/Texture/Image/IconTools/EMozateI03001.png	Assets/Product/Texture/Image/IconToolsSp/EMozateI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EMozateD03001.png													Huang Jing TS
3036001	Assets/Product/Texture/Image/IconTools/EKangdelinaI03001.png	Assets/Product/Texture/Image/IconToolsSp/EKangdelinaI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKangdelinaD03001.png													Zha Nian
3036002	Assets/Product/Texture/Image/IconTools/EShashibiyaI03001.png	Assets/Product/Texture/Image/IconToolsSp/EShashibiyaI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EShashibiyaD03001.png													Mu Yi
3036003	Assets/Product/Texture/Image/IconTools/EHaisenbaoI03001.png	Assets/Product/Texture/Image/IconToolsSp/EHaisenbaoI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHaisenbaoD03001.png													Ba Jiu
3036004	Assets/Product/Texture/Image/IconTools/EDaerwenI03001.png	Assets/Product/Texture/Image/IconToolsSp/EDaerwenI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EDaerwenD03001.png													Huang Jing TS
3036005	Assets/Product/Texture/Image/IconTools/EHannaI03001.png	Assets/Product/Texture/Image/IconToolsSp/EHannaI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHannaD03001.png													Houjiro
3036006	Assets/Product/Texture/Image/IconTools/EAdaifuI03001.png	Assets/Product/Texture/Image/IconToolsSp/EAdaifuI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAdaifuD03001.png													Wen Xiang
3036007	Assets/Product/Texture/Image/IconTools/EDafenqiI03001.png	Assets/Product/Texture/Image/IconToolsSp/EDafenqiI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EDafenqiD03001.png													Huang Jing TS
3036008	Assets/Product/Texture/Image/IconTools/EKaiselinI03001.png	Assets/Product/Texture/Image/IconToolsSp/EKaiselinI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKaiselinD03001.png													Huang Jing TS
3036009	Assets/Product/Texture/Image/IconTools/EAiyinsitanI03001.png	Assets/Product/Texture/Image/IconToolsSp/EAiyinsitanI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAiyinsitanD03001.png													Huang Jing TS
3036010	Assets/Product/Texture/Image/IconTools/EFeilieteI03001.png	Assets/Product/Texture/Image/IconToolsSp/EFeilieteI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFeilieteD03001.png													San Men Men
3036011	Assets/Product/Texture/Image/IconTools/EGuiniweiI03001.png	Assets/Product/Texture/Image/IconToolsSp/EGuiniweiI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EGuiniweiD03001.png													Huang Jing TS
3036012	Assets/Product/Texture/Image/IconTools/EFeitelieI03001.png	Assets/Product/Texture/Image/IconToolsSp/EFeitelieI03001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFeitelieD03001.png													Yuan Zi Dan
3041001	Assets/Product/Texture/Image/IconTools/EGouliangI01001.png	Assets/Product/Texture/Image/IconToolsSp/EGouliangI01001Sp.png	product/texture/image/rolewaferlihui/egouliangd01001.png.unity3d													zki_
3042001	Assets/Product/Texture/Image/IconTools/ESipeierI01001.png	Assets/Product/Texture/Image/IconToolsSp/ESipeierI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ESipeierD01001.png													Chun Ri
3043001	Assets/Product/Texture/Image/IconTools/EModeerI01001.png	Assets/Product/Texture/Image/IconToolsSp/EModeerI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EModeerD01001.png													Chun Ri
3043002	Assets/Product/Texture/Image/IconTools/EHeermanI01001.png	Assets/Product/Texture/Image/IconToolsSp/EHeermanI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHeermanD01001.png													Chun Ri
3044001	Assets/Product/Texture/Image/IconTools/EAjimideI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAjimideI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAjimideD01001.png													Shi Tou
3044002	Assets/Product/Texture/Image/IconTools/EAidishengI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAidishengI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAidishengD01001.png													Chun Ri
3044003	Assets/Product/Texture/Image/IconTools/EAliceI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAliceI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAliceD01001.png													iralion
3044004	Assets/Product/Texture/Image/IconTools/EKanninganI01001.png	Assets/Product/Texture/Image/IconToolsSp/EKanninganI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKanninganD01001.png													Chun Ri
3044005	Assets/Product/Texture/Image/IconTools/EAdaifuYYI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAdaifuYYI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAdaifuYYD01001.png													Wang Xiong Mao
3045001	Assets/Product/Texture/Image/IconTools/ELongmeierI01001.png	Assets/Product/Texture/Image/IconToolsSp/ELongmeierI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ELongmeierD01001.png													NoriZC
3045002	Assets/Product/Texture/Image/IconTools/EAifuI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAifuI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAifuD01001.png													Houjiro
3045003	Assets/Product/Texture/Image/IconTools/EAikeI01001.png	Assets/Product/Texture/Image/IconToolsSp/EAikeI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EAikeD01001.png													Hu San
3045004	Assets/Product/Texture/Image/IconTools/EFuertaiI01001.png	Assets/Product/Texture/Image/IconToolsSp/EFuertaiI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EFuertaiD01001.png													Yuan Zi Dan
3045005	Assets/Product/Texture/Image/IconTools/EGeluodaI01001.png	Assets/Product/Texture/Image/IconToolsSp/EGeluodaI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EGeluodaD01001.png													Houjiro
3045006	Assets/Product/Texture/Image/IconTools/ELisailiuI01001.png	Assets/Product/Texture/Image/IconToolsSp/ELisailiuI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ELisailiuD01001.png													Hua Sa
3045007	Assets/Product/Texture/Image/IconTools/ESamandaI01001.png	Assets/Product/Texture/Image/IconToolsSp/ESamandaI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/ESamandaD01001.png													Mu Yi
3045008	Assets/Product/Texture/Image/IconTools/EMozateI01001.png	Assets/Product/Texture/Image/IconToolsSp/EMozateI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EMozateD01001.png													Huang Jing TS
3046001	Assets/Product/Texture/Image/IconTools/EKangdelinaI01001.png	Assets/Product/Texture/Image/IconToolsSp/EKangdelinaI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EKangdelinaD01001.png													Zha Nian
3046002	Assets/Product/Texture/Image/IconTools/EShashibiyaI01001.png	Assets/Product/Texture/Image/IconToolsSp/EShashibiyaI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EShashibiyaD01001.png													Mu Yi
3046003	Assets/Product/Texture/Image/IconTools/EHaisenbaoI01001.png	Assets/Product/Texture/Image/IconToolsSp/EHaisenbaoI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EHaisenbaoD01001.png													Ba Jiu
3046004	Assets/Product/Texture/Image/IconTools/EDaerwenI01001.png	Assets/Product/Texture/Image/IconToolsSp/EDaerwenI01001Sp.png	Assets/Product/Texture/Image/RoleWaferLihui/EDaerwenD01001.png													Huang Jing TS
