Id	ModelName[1]	ResonanceEffectPath[1]	ResonanceEffectShowDelay[1]	AnimController[1]	UiAnimStateName[1]	UiAnimCueId[1]	UiAnimDelay[1]	UiAutoRotateDelay[1]	ModelName[2]	ResonanceEffectPath[2]	ResonanceEffectShowDelay[2]	AnimController[2]	UiAnimStateName[2]	UiAnimCueId[2]	UiAnimDelay[2]	UiAutoRotateDelay[2]	ModelName[3]	ResonanceEffectPath[3]	ResonanceEffectShowDelay[3]	AnimController[3]	UiAnimStateName[3]	UiAnimCueId[3]	UiAnimDelay[3]	UiAutoRotateDelay[3]
11060111	Assets/Product/Role/WeaponPrefab/E3KamuMd010011.prefab								Assets/Product/Role/WeaponPrefab/E3KamuMd010011.prefab								Assets/Product/Role/WeaponPrefab/E3KamuMd010011.prefab							
21060111	Assets/Product/Role/WeaponPrefab/E3KamuMd030011.prefab								Assets/Product/Role/WeaponPrefab/E3KamuMd030011.prefab			Assets/Product/Role/WeaponAnimation/Kamu/E3KamuMd030011/Uistand/Uistand.controller					Assets/Product/Role/WeaponPrefab/E3KamuMd030011.prefab			Assets/Product/Role/WeaponAnimation/Kamu/E3KamuMd030011/Uistand/Uistand.controller				
91010111	Assets/Product/Role/WeaponPrefab/E2FluntMd010011.prefab								Assets/Product/Role/WeaponPrefab/E2FluntMd010011.prefab								Assets/Product/Role/WeaponPrefab/E2FluntMd010011.prefab							
91010211	Assets/Product/Role/WeaponPrefab/E2FluntMd020011.prefab								Assets/Product/Role/WeaponPrefab/E2FluntMd020011.prefab								Assets/Product/Role/WeaponPrefab/E2FluntMd020011.prefab							
11140111	Assets/Product/Role/WeaponPrefab/E2SpearJavelinMd010011.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E2SpearJavelinMd010011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E2SpearJavelinMd010011.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E2SpearJavelinMd010011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E2SpearMd010011.prefab							
11140112	Assets/Product/Role/WeaponPrefab/E2SpearShieldMd010011.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E2SpearShieldMd010011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E2SpearShieldMd010011.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E2SpearShieldMd010011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E2SpearMd010011.prefab							
11150111	Assets/Product/Role/WeaponPrefab/E2SpearJavelinMd020011.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E2SpearJavelinMd020011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E2SpearJavelinMd020011.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E2SpearJavelinMd020011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E2SpearMd020011.prefab							
11150112	Assets/Product/Role/WeaponPrefab/E2SpearShieldMd020011.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E2SpearShieldMd020011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E2SpearShieldMd020011.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E2SpearShieldMd020011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E2SpearMd020011.prefab							
11160111	Assets/Product/Role/WeaponPrefab/E3SpearJavelinMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E3SpearJavelinMd010011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E3SpearJavelinMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E3SpearJavelinMd010011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E3SpearMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/Spear/E3SpearMd010011/E3SpearMd010011/E3SpearMd010011P01Change01.controller	Changestart01	767	300	
11160112	Assets/Product/Role/WeaponPrefab/E3SpearShieldMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E3SpearShieldMd010011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E3SpearShieldMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E3SpearShieldMd010011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E3SpearMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/Spear/E3SpearMd010011/E3SpearMd010011/E3SpearMd010011P01Change01.controller	Changestart01	767	300	
11160121	Assets/Product/Role/WeaponPrefab/E3SpearJavelinMd010011P02.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E3SpearJavelinMd010011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E3SpearJavelinMd010011P02.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E3SpearJavelinMd010011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E3SpearMd010011P02.prefab			Assets/Product/Role/WeaponAnimation/Spear/E3SpearMd010011/E3SpearMd010011/E3SpearMd010011P02Change02.controller	Changestart02	768	300	
11160122	Assets/Product/Role/WeaponPrefab/E3SpearShieldMd010011P02.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E3SpearShieldMd010011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E3SpearShieldMd010011P02.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E3SpearShieldMd010011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E3SpearMd010011P02.prefab			Assets/Product/Role/WeaponAnimation/Spear/E3SpearMd010011/E3SpearMd010011/E3SpearMd010011P02Change02.controller	Changestart02	768	300	
11160131	Assets/Product/Role/WeaponPrefab/E3SpearJavelinMd010011P03.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E3SpearJavelinMd010011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E3SpearJavelinMd010011P03.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E3SpearJavelinMd010011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E3SpearMd010011P03.prefab			Assets/Product/Role/WeaponAnimation/Spear/E3SpearMd010011/E3SpearMd010011/E3SpearMd010011P03Change03.controller	Changestart03	769	300	
11160132	Assets/Product/Role/WeaponPrefab/E3SpearShieldMd010011P03.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E3SpearShieldMd010011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E3SpearShieldMd010011P03.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E3SpearShieldMd010011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E3SpearMd010011P03.prefab			Assets/Product/Role/WeaponAnimation/Spear/E3SpearMd010011/E3SpearMd010011/E3SpearMd010011P03Change03.controller	Changestart03	769	300	
11160141	Assets/Product/Role/WeaponPrefab/E3SpearJavelinMd010011P04.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E3SpearJavelinMd010011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E3SpearJavelinMd010011P04.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E3SpearJavelinMd010011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E3SpearMd010011P04.prefab			Assets/Product/Role/WeaponAnimation/Spear/E3SpearMd010011/E3SpearMd010011/E3SpearMd010011P04Change04.controller	Changestart04	770	300	
11160142	Assets/Product/Role/WeaponPrefab/E3SpearShieldMd010011P04.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E3SpearShieldMd010011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E3SpearShieldMd010011P04.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E3SpearShieldMd010011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E3SpearMd010011P04.prefab			Assets/Product/Role/WeaponAnimation/Spear/E3SpearMd010011/E3SpearMd010011/E3SpearMd010011P04Change04.controller	Changestart04	770	300	
21170111	Assets/Product/Role/WeaponPrefab/E3SpearJavelinMd020011.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E3SpearJavelinMd020011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E3SpearJavelinMd020011.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E3SpearJavelinMd020011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E3SpearMd020011.prefab							
21170112	Assets/Product/Role/WeaponPrefab/E3SpearShieldMd020011.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E3SpearShieldMd020011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E3SpearShieldMd020011.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E3SpearShieldMd020011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E3SpearMd020011.prefab							
21170211	Assets/Product/Role/WeaponPrefab/E3SpearJavelinMd030011.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E3SpearJavelinMd020011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E3SpearJavelinMd030011.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E3SpearJavelinMd020011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E3SpearMd030011.prefab							
21170212	Assets/Product/Role/WeaponPrefab/E3SpearShieldMd030011.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E3SpearShieldMd020011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E3SpearShieldMd030011.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E3SpearShieldMd020011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E3SpearMd030011.prefab							
21170311	Assets/Product/Role/WeaponPrefab/E3SpearJavelinMd040011.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E3SpearJavelinMd040011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E3SpearJavelinMd040011.prefab			Assets/Product/Role/WeaponAnimation/SpearJavelin/E3SpearJavelinMd040011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E3SpearMd040011.prefab							
21170312	Assets/Product/Role/WeaponPrefab/E3SpearShieldMd040011.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E3SpearShieldMd040011/Uistand/Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E3SpearShieldMd040011.prefab			Assets/Product/Role/WeaponAnimation/SpearShield/E3SpearShieldMd020011/Fight/Fight.controller					Assets/Product/Role/WeaponPrefab/E3SpearMd040011.prefab							
11250111	Assets/Product/Role/WeaponPrefab/E32BSwordMd010011P01.prefab								Assets/Product/Role/WeaponPrefab/E32BSwordMd010011P01.prefab								Assets/Product/Role/WeaponPrefab/E22BMd010011.prefab							
11250112	Assets/Product/Role/WeaponPrefab/E32BBroadswordMd010011.prefab								Assets/Product/Role/WeaponPrefab/E32BBroadswordMd010011.prefab								Assets/Product/Role/WeaponPrefab/E22BMd010011.prefab							
11260111	Assets/Product/Role/WeaponPrefab/E32BSwordMd010011P02.prefab								Assets/Product/Role/WeaponPrefab/E32BSwordMd010011P02.prefab								Assets/Product/Role/WeaponPrefab/E32BMd010011P02.prefab							
11260112	Assets/Product/Role/WeaponPrefab/E32BBroadswordMd010011P02.prefab								Assets/Product/Role/WeaponPrefab/E32BBroadswordMd010011P02.prefab								Assets/Product/Role/WeaponPrefab/E32BMd010011P02.prefab							
11340111	Assets/Product/Role/WeaponPrefab/E2QuMd010011.prefab			Assets/Product/Role/WeaponAnimation/Qu/E2QuMd020011/E2QuMd020011/E2QuMd020011Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E2QuMd010011.prefab			Assets/Product/Role/WeaponAnimation/Qu/E2QuMd020011/E2QuMd020011Fight/E2QuMd020011Fight.controller					Assets/Product/Role/WeaponPrefab/E2QuMd010011.prefab			Assets/Product/Role/WeaponAnimation/Qu/E2QuMd020011/E2QuMd020011/E2QuMd020011Uistand.controller				
11350111	Assets/Product/Role/WeaponPrefab/E2QuMd020011.prefab			Assets/Product/Role/WeaponAnimation/Qu/E2QuMd020011/E2QuMd020011/E2QuMd020011Uistand.controller	Uistandstart				Assets/Product/Role/WeaponPrefab/E2QuMd020011.prefab			Assets/Product/Role/WeaponAnimation/Qu/E2QuMd020011/E2QuMd020011Fight/E2QuMd020011Fight.controller					Assets/Product/Role/WeaponPrefab/E2QuMd020011.prefab			Assets/Product/Role/WeaponAnimation/Qu/E2QuMd020011/E2QuMd020011/E2QuMd020011Uistand.controller				
11360111	Assets/Product/Role/WeaponPrefab/E3QuMd010011.prefab			Assets/Product/Role/WeaponAnimation/Qu/E3QuMd010011/E3QuMd010011/E3QuMd010011Uistand.controller					Assets/Product/Role/WeaponPrefab/E3QuMd010011.prefab			Assets/Product/Role/WeaponAnimation/Qu/E2QuMd020011/E2QuMd020011Fight/E2QuMd020011Fight.controller					Assets/Product/Role/WeaponPrefab/E3QuMd010011.prefab			Assets/Product/Role/WeaponAnimation/Qu/E3QuMd010011/E3QuMd010011/E3QuMd010011Uistand.controller				
21370111	Assets/Product/Role/WeaponPrefab/E3SabreMd020011.prefab								Assets/Product/Role/WeaponPrefab/E3SabreMd020011.prefab								Assets/Product/Role/WeaponPrefab/E3SabreMd020011.prefab							
21370211	Assets/Product/Role/WeaponPrefab/E3QuMd030011.prefab								Assets/Product/Role/WeaponPrefab/E3QuMd030011.prefab								Assets/Product/Role/WeaponPrefab/E3QuMd030011.prefab							
11440111	Assets/Product/Role/WeaponPrefab/E2GloveMd010011.prefab			Assets/Product/Role/WeaponAnimation/Glove/E2GloveMd010011/E2GloveMd010011/E2GloveMd010011UiStand.controller					Assets/Product/Role/WeaponPrefab/E2GloveMd010011.prefab			Assets/Product/Role/WeaponAnimation/Glove/E2GloveMd010011/E2GloveMd010011Fight/E2GloveMd010011Fight.controller					Assets/Product/Role/WeaponPrefab/E2GloveMd010011.prefab			Assets/Product/Role/WeaponAnimation/Glove/E2GloveMd010011/E2GloveMd010011/E2GloveMd010011UiStand.controller				
11440112	Assets/Product/Role/WeaponPrefab/E2GloveMd010011.prefab			Assets/Product/Role/WeaponAnimation/Glove/E2GloveMd010011/E2GloveMd010011/E2GloveMd010011UiStand.controller					Assets/Product/Role/WeaponPrefab/E2GloveMd010011.prefab			Assets/Product/Role/WeaponAnimation/Glove/E2GloveMd010011/E2GloveMd010011Fight/E2GloveMd010011Fight.controller					Assets/Product/Role/WeaponPrefab/E2GloveMd010011.prefab			Assets/Product/Role/WeaponAnimation/Glove/E2GloveMd010011/E2GloveMd010011/E2GloveMd010011UiStand.controller				
11450111	Assets/Product/Role/WeaponPrefab/E2GloveMd020011.prefab			Assets/Product/Role/WeaponAnimation/Glove/E2GloveMd020011/E2GloveMd020011/E2GloveMd020011UiStand.controller					Assets/Product/Role/WeaponPrefab/E2GloveMd020011.prefab			Assets/Product/Role/WeaponAnimation/Glove/E2GloveMd020011/E2GloveMd020011Fight/E2GloveMd020011Fight.controller					Assets/Product/Role/WeaponPrefab/E2GloveMd020011.prefab			Assets/Product/Role/WeaponAnimation/Glove/E2GloveMd020011/E2GloveMd020011/E2GloveMd020011UiStand.controller				
11450112	Assets/Product/Role/WeaponPrefab/E2GloveMd020011.prefab			Assets/Product/Role/WeaponAnimation/Glove/E2GloveMd020011/E2GloveMd020011/E2GloveMd020011UiStand.controller					Assets/Product/Role/WeaponPrefab/E2GloveMd020011.prefab			Assets/Product/Role/WeaponAnimation/Glove/E2GloveMd020011/E2GloveMd020011Fight/E2GloveMd020011Fight.controller					Assets/Product/Role/WeaponPrefab/E2GloveMd020011.prefab			Assets/Product/Role/WeaponAnimation/Glove/E2GloveMd020011/E2GloveMd020011/E2GloveMd020011UiStand.controller				
11460111	Assets/Product/Role/WeaponPrefab/E3GloveMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P01.controller	Changestart01		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011Fight/E3GloveMd010011Fight.controller	Changestart01		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P01.controller	Changestart01		300	
11460112	Assets/Product/Role/WeaponPrefab/E3GloveMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P01.controller	Changestart01		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011Fight/E3GloveMd010011Fight.controller	Changestart01		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P01.controller	Changestart01		300	
11460121	Assets/Product/Role/WeaponPrefab/E3GloveMd010011P02.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P02.controller	Changestart02		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P02.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011Fight/E3GloveMd010011Fight.controller	Changestart02		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P02.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P02.controller	Changestart02		300	
11460122	Assets/Product/Role/WeaponPrefab/E3GloveMd010011P02.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P02.controller	Changestart02		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P02.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011Fight/E3GloveMd010011Fight.controller	Changestart02		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P02.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P02.controller	Changestart02		300	
11460131	Assets/Product/Role/WeaponPrefab/E3GloveMd010011P03.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P03.controller	Changestart03		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P03.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011Fight/E3GloveMd010011Fight.controller	Changestart03		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P03.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P03.controller	Changestart03		300	
11460132	Assets/Product/Role/WeaponPrefab/E3GloveMd010011P03.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P03.controller	Changestart03		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P03.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011Fight/E3GloveMd010011Fight.controller	Changestart03		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P03.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P03.controller	Changestart03		300	
11460141	Assets/Product/Role/WeaponPrefab/E3GloveMd010011P04.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P04.controller	Changestart04		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P04.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011Fight/E3GloveMd010011Fight.controller	Changestart04		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P04.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P04.controller	Changestart04		300	
11460142	Assets/Product/Role/WeaponPrefab/E3GloveMd010011P04.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P04.controller	Changestart04		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P04.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011Fight/E3GloveMd010011Fight.controller	Changestart04		300		Assets/Product/Role/WeaponPrefab/E3GloveMd010011P04.prefab			Assets/Product/Role/WeaponAnimation/Glove/E3GloveMd010011/E3GloveMd010011/E3GloveMd010011P04.controller	Changestart04		300	
11550111	Assets/Product/Role/WeaponPrefab/E3A2Md010011.prefab								Assets/Product/Role/WeaponPrefab/E3A2Md010011.prefab								Assets/Product/Role/WeaponPrefab/E3A2Md010011.prefab							
11560111	Assets/Product/Role/WeaponPrefab/E3A2Md010011P02.prefab								Assets/Product/Role/WeaponPrefab/E3A2Md010011P02.prefab								Assets/Product/Role/WeaponPrefab/E3A2Md010011P02.prefab							
11650111	Assets/Product/Role/WeaponPrefab/E39SMd010011.prefab								Assets/Product/Role/WeaponPrefab/E39SMd010011.prefab								Assets/Product/Role/WeaponPrefab/E39SMd010011.prefab							
11660111	Assets/Product/Role/WeaponPrefab/E39SMd010011P02.prefab								Assets/Product/Role/WeaponPrefab/E39SMd010011P02.prefab								Assets/Product/Role/WeaponPrefab/E39SMd010011P02.prefab							
11740111	Assets/Product/Role/WeaponPrefab/E2RingMd010011.prefab			Assets/Product/Role/WeaponAnimation/Ring/E2RingMd010011/Uistand/Uistand.controller					Assets/Product/Role/WeaponPrefab/E2RingMd010011.prefab			Assets/Product/Role/WeaponAnimation/Ring/E2RingMd010011/Uistand/Uistand.controller					Assets/Product/Role/WeaponPrefab/E2RingMd010011.prefab							
11750111	Assets/Product/Role/WeaponPrefab/E2RingMd020011.prefab			Assets/Product/Role/WeaponAnimation/Ring/E2RingMd020011/Uistand/Uistand.controller					Assets/Product/Role/WeaponPrefab/E2RingMd020011.prefab			Assets/Product/Role/WeaponAnimation/Ring/E2RingMd020011/Uistand/Uistand.controller					Assets/Product/Role/WeaponPrefab/E2RingMd020011.prefab							
11760111	Assets/Product/Role/WeaponPrefab/E3RingMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd010011P01/Uistand/Uistand01.controller					Assets/Product/Role/WeaponPrefab/E3RingMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd010011P01/Uistand/Uistand01.controller					Assets/Product/Role/WeaponPrefab/E3RingMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd010011P01/Uistand/E3RingMd010011P01.controller	Changestart01	815	300	
11760121	Assets/Product/Role/WeaponPrefab/E3RingMd010011P02.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd010011P02/Uistand/Uistand02.controller					Assets/Product/Role/WeaponPrefab/E3RingMd010011P02.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd010011P02/Uistand/Uistand02.controller					Assets/Product/Role/WeaponPrefab/E3RingMd010011P02.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd010011P02/Uistand/E3RingMd010011P02.controller	Changestart02	816	300	
11760131	Assets/Product/Role/WeaponPrefab/E3RingMd010011P03.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd010011P03/Uistand/Uistand03.controller					Assets/Product/Role/WeaponPrefab/E3RingMd010011P03.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd010011P03/Uistand/Uistand03.controller					Assets/Product/Role/WeaponPrefab/E3RingMd010011P03.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd010011P03/Uistand/E3RingMd010011P03.controller	Changestart03	817	300	
11760141	Assets/Product/Role/WeaponPrefab/E3RingMd010011P04.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd010011P04/Uistand/Uistand04.controller					Assets/Product/Role/WeaponPrefab/E3RingMd010011P04.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd010011P04/Uistand/Uistand04.controller					Assets/Product/Role/WeaponPrefab/E3RingMd010011P04.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd010011P04/Uistand/E3RingMd010011P04.controller	Changestart04	818	300	
21770111	Assets/Product/Role/WeaponPrefab/E3RingMd020011.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd020011/Uistand/Uistand.controller					Assets/Product/Role/WeaponPrefab/E3RingMd020011.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd020011/Uistand/Uistand.controller					Assets/Product/Role/WeaponPrefab/E3RingMd020011.prefab							
21770211	Assets/Product/Role/WeaponPrefab/E3RingMd030011.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd020011/Uistand/Uistand.controller					Assets/Product/Role/WeaponPrefab/E3RingMd030011.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd020011/Uistand/Uistand.controller					Assets/Product/Role/WeaponPrefab/E3RingMd030011.prefab							
21770311	Assets/Product/Role/WeaponPrefab/E3RingMd040011.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd040011/Uistand/Uistand.controller					Assets/Product/Role/WeaponPrefab/E3RingMd040011.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd040011/Uistand/Uistand.controller					Assets/Product/Role/WeaponPrefab/E3RingMd040011.prefab							
21770411	Assets/Product/Role/WeaponPrefab/E3RingMd050011.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd050011/Uistand/Uistand.controller					Assets/Product/Role/WeaponPrefab/E3RingMd050011.prefab			Assets/Product/Role/WeaponAnimation/Ring/E3RingMd050011/Uistand/Uistand.controller					Assets/Product/Role/WeaponPrefab/E3RingMd050011.prefab							
11840111	Assets/Product/Role/WeaponPrefab/E2RifleMainMd010011.prefab								Assets/Product/Role/WeaponPrefab/E2RifleMainMd010011.prefab								Assets/Product/Role/WeaponPrefab/E2RifleMd010011.prefab							
11840112	Assets/Product/Role/WeaponPrefab/E2RifleSubMd010011.prefab								Assets/Product/Role/WeaponPrefab/E2RifleSubMd010011.prefab								Assets/Product/Role/WeaponPrefab/E2RifleMd010011.prefab							
11850111	Assets/Product/Role/WeaponPrefab/E2RifleMainMd020011.prefab								Assets/Product/Role/WeaponPrefab/E2RifleMainMd020011.prefab								Assets/Product/Role/WeaponPrefab/E2RifleMd020011.prefab							
11850112	Assets/Product/Role/WeaponPrefab/E2RifleSubMd020011.prefab								Assets/Product/Role/WeaponPrefab/E2RifleSubMd020011.prefab								Assets/Product/Role/WeaponPrefab/E2RifleMd020011.prefab							
11860111	Assets/Product/Role/WeaponPrefab/E3RifleMainMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/RifleMain/E3RifleMainMd010011P01/Uistand/E3RifleMainMd010011Change01.controller	Changestart01		300		Assets/Product/Role/WeaponPrefab/E3RifleMainMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/RifleMain/RifleMainMdCommon/Fight/CommonFight.controller					Assets/Product/Role/WeaponPrefab/E3RifleMd010011P01.prefab			Assets/Product/Role/WeaponAnimation/Rifle/E3RifleMd010011P01/Uistand/E3RifleMd010011Change01.controller	Changestart01	851	300	
