Id	NpcId	HeadIcon	IsShowMark	Level	BuffIds[1]	BuffIds[2]	BuffRandomGroupIds[1]	BuffRandomGroupIds[2]	BuffRandomGroupIds[3]
20650101	90900	Assets/Product/Texture/Image/RoleCharacter/Mo1HaiqiaoMd010001.png	0	221	761502		3	1001	
20650102	90900	Assets/Product/Texture/Image/RoleCharacter/Mo1HaiqiaoMd010001.png	0	221	761502		3	1001	
20650103	90930	Assets/Product/Texture/Image/RoleCharacter/Mo1YingdengyuMd010001.png	0	466	761502		3		
20650104	90930	Assets/Product/Texture/Image/RoleCharacter/Mo1YingdengyuMd010001.png	0	466	761502		3		
20650105	90940	Assets/Product/Texture/Image/RoleCharacter/Mo1CiganxieMd010001.png	0	109	761502		3		
20651101	93303	Assets/Product/Texture/Image/RoleCharacter/V130stNormal01.png	0	82	761502		3		
20651102	93303	Assets/Product/Texture/Image/RoleCharacter/V130stNormal01.png	0	82	761502		3		
20651103	93293	Assets/Product/Texture/Image/RoleCharacter/HeadMo1CoralerMd010001.png	0	81	761502		3		
20651104	93293	Assets/Product/Texture/Image/RoleCharacter/HeadMo1CoralerMd010001.png	0	81	761502		3		
20651105	90222	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	0	50	761502		3		
20652101	93313	Assets/Product/Texture/Image/RoleCharacter/V130stNormal02.png	1	109	761504		3	1001	
20653101	93030	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	1	137	761504		3	1001	
20750101	90860	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	0	210	761502		3	1001	
20750102	90860	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	0	210	761502		3	1001	
20750103	90190	Assets/Product/Texture/Image/RoleCharacter/Mo1ShouhuzheMd000001.png	0	144	761502		3		
20750104	90190	Assets/Product/Texture/Image/RoleCharacter/Mo1ShouhuzheMd000001.png	0	144	761502		3		
20750105	90260	Assets/Product/Texture/Image/RoleCharacter/Mo1FangshengrongyuanMd000001.png	0	133	761502		3		
20751101	90150	Assets/Product/Texture/Image/RoleCharacter/Mo1YeyaMd000001.png	0	93	761502		3		
20751102	90150	Assets/Product/Texture/Image/RoleCharacter/Mo1YeyaMd000001.png	0	93	761502		3		
20751103	90160	Assets/Product/Texture/Image/RoleCharacter/ShaojiepaoNormal01.png	0	120	761502		3		
20751104	90160	Assets/Product/Texture/Image/RoleCharacter/ShaojiepaoNormal01.png	0	120	761502		3		
20751105	90340	Assets/Product/Texture/Image/RoleCharacter/JinweiNormal01.png	0	86	761502		3		
20752101	90870	Assets/Product/Texture/Image/RoleCharacter/Me1YasibeiersiMd010001.png	1	142	761504		3	1001	
20753101	90260	Assets/Product/Texture/Image/RoleCharacter/Mo1FangshengrongyuanMd000001.png	1	133	761504		3	1001	
20850101	90720	Assets/Product/Texture/Image/RoleCharacter/MatianniNormal01.png	0	85	761502		3	1001	
20850102	90720	Assets/Product/Texture/Image/RoleCharacter/MatianniNormal01.png	0	85	761502		3	1001	
20850103	90730	Assets/Product/Texture/Image/RoleCharacter/BaixianshengNormal01.png	0	109	761502		3		
20850104	90730	Assets/Product/Texture/Image/RoleCharacter/BaixianshengNormal01.png	0	109	761502		3		
20850105	90740	Assets/Product/Texture/Image/RoleCharacter/XiguaNormal01.png	0	120	761502		3		
20851101	90420	Assets/Product/Texture/Image/RoleCharacter/WZliuxingNomal01.png	0	102	761502		3		
20851102	90420	Assets/Product/Texture/Image/RoleCharacter/WZliuxingNomal01.png	0	102	761502		3		
20851103	90180	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	0	110	761502		3		
20851104	90180	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	0	110	761502		3		
20851105	90440	Assets/Product/Texture/Image/RoleCharacter/Me1ZilujingweiMd000001.png	0	160	761502		3		
20852101	90390	Assets/Product/Texture/Image/RoleCharacter/AnbaoNomal01.png	1	96	761504		3	1001	
20853101	90260	Assets/Product/Texture/Image/RoleCharacter/Mo1FangshengrongyuanMd000001.png	1	133	761504		3	1001	
20900101	90330	Assets/Product/Texture/Image/RoleCharacter/Me1XinshiMd000001.png	0	124	761528		3	1001	
20900102	90330	Assets/Product/Texture/Image/RoleCharacter/Me1XinshiMd000001.png	0	124	761528		3	1001	
20900103	90090	Assets/Product/Texture/Image/RoleCharacter/Mo1DimianjianshiqiMd000001.png	0	141	761528		3		
20900104	90090	Assets/Product/Texture/Image/RoleCharacter/Mo1DimianjianshiqiMd000001.png	0	141	761528		3		
20900105	90420	Assets/Product/Texture/Image/RoleCharacter/WZliuxingNomal01.png	0	102	761528		3		
20901101	90222	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	0	50	761528		3		
20901102	90222	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	0	50	761528		3		
20901103	90370	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	0	160	761528		3		
20901104	90370	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	0	160	761528		3		
20901105	90400	Assets/Product/Texture/Image/RoleCharacter/FangshengdouniuNormal01.png	0	89	761528		3		
20902101	81210	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal02.png	0	132	761529	761546	3		
20902102	81300	Assets/Product/Texture/Image/RoleCharacter/BalaswordNomal.png	1	70	761529		3		
30100101	90030	Assets/Product/Texture/Image/RoleCharacter/Mo1XiulijigongMd000001.png	0	104	761525		3	2001	
30100102	90030	Assets/Product/Texture/Image/RoleCharacter/Mo1XiulijigongMd000001.png	0	104	761525		3	2001	
30101101	81210	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal02.png	1	132	761527	761546	3	2001	
30100201	90110	Assets/Product/Texture/Image/RoleCharacter/Me1XunjingzheMd000001.png	0	148	761525		3	2001	
30100202	90110	Assets/Product/Texture/Image/RoleCharacter/Me1XunjingzheMd000001.png	0	148	761525		3	2001	
30101201	81300	Assets/Product/Texture/Image/RoleCharacter/BalaswordNomal.png	1	70	761527		3	2001	
30200101	90130	Assets/Product/Texture/Image/RoleCharacter/Me1XunshoushiMd000001.png	0	87	761525		3	2001	
30200102	90130	Assets/Product/Texture/Image/RoleCharacter/Me1XunshoushiMd000001.png	0	87	761525		3	2001	
30201101	81800	Assets/Product/Texture/Image/RoleCharacter/WashakeNormal01.png	1	300	761527		3	2001	
30200201	90360	Assets/Product/Texture/Image/RoleCharacter/FenjiezheNormal01.png	0	122	761525		3	2001	
30200202	90360	Assets/Product/Texture/Image/RoleCharacter/FenjiezheNormal01.png	0	122	761525		3	2001	
30201201	81600	Assets/Product/Texture/Image/RoleCharacter/LuolanNomal01.png	1	126	761527		3	2001	
30300101	90180	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	0	110	761525		3	2001	
30300102	90180	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	0	110	761525		3	2001	
30301101	81700	Assets/Product/Texture/Image/RoleCharacter/TifaNomal01.png	1	242	761527		3	2001	
30300201	90660	Assets/Product/Texture/Image/RoleCharacter/DiaorensanxingNormal01.png	0	150	761525		3	2001	
30300202	90660	Assets/Product/Texture/Image/RoleCharacter/DiaorensanxingNormal01.png	0	150	761525		3	2001	
30301201	83520	Assets/Product/Texture/Image/RoleCharacter/Mb1MelodyhuaxuMd10001.png	1	144	761527		3	2001	
30400101	90790	Assets/Product/Texture/Image/RoleCharacter/DiaorenyixingNormal01.png	0	121	761525		3	2001	
30400102	90790	Assets/Product/Texture/Image/RoleCharacter/DiaorenyixingNormal01.png	0	121	761525		3	2001	
30401101	81500	Assets/Product/Texture/Image/RoleCharacter/XixiNomal01.png	1	500	761527		3	2001	
30400201	90250	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	0	80	761525		3	2001	
30400202	90250	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	0	80	761525		3	2001	
30401201	83500	Assets/Product/Texture/Image/RoleCharacter/RoleHeadQu1.png	1	219	761527		3	2001	
30500101	90222	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	0	50	761525		3	2001	
30500102	90222	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	0	50	761525		3	2001	
30501101	81900	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	351	761527		3	2001	
30500201	90370	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	0	160	761525		3	2001	
30500202	90370	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	0	160	761525		3	2001	
30501201	83900	Assets/Product/Texture/Image/RoleCharacter/LunaNormal03.png	1	160	761527		3	2001	
30600101	90760	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	0	185	761525		3	3001	3002
30600102	90760	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	0	185	761525		3	3001	3002
30601101	83220	Assets/Product/Texture/Image/RoleCharacter/LuosaitaNormal01.png	1	156	761527		3	3001	3002
30600201	90780	Assets/Product/Texture/Image/RoleCharacter/XiongrenNormal01.png	0	89	761525		3	3001	3002
30600202	90780	Assets/Product/Texture/Image/RoleCharacter/XiongrenNormal01.png	0	89	761525		3	3001	3002
30601201	83800	Assets/Product/Texture/Image/RoleCharacter/AnboliyaNormal01.png	1	412	761527		3	3001	3002
30600301	90170	Assets/Product/Texture/Image/RoleCharacter/BudaozheNormal01.png	0	89	761525		3	3001	3002
30600302	90170	Assets/Product/Texture/Image/RoleCharacter/BudaozheNormal01.png	0	89	761525		3	3001	3002
30601301	837100	Assets/Product/Texture/Image/RoleCharacter/ShashibierNormal02.png	1	89	761527		3	3001	3002
30700101	93030	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	0	137	761525		3	3001	3002
30700102	93030	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	0	137	761525		3	3001	3002
30701101	84100	Assets/Product/Texture/Image/RoleCharacter/ShulinghouNormal01.png	1	300	761527		3	3001	3002
30700201	90740	Assets/Product/Texture/Image/RoleCharacter/XiguaNormal01.png	0	120	761525		3	3001	3002
30700202	90740	Assets/Product/Texture/Image/RoleCharacter/XiguaNormal01.png	0	120	761525		3	3001	3002
30701201	837000	Assets/Product/Texture/Image/RoleCharacter/Mb1AolajiangMd010001.png	1	150	761527		3	3001	3002
30700301	93070	Assets/Product/Texture/Image/RoleCharacter/ShengtangNormal01.png	0	150	761525		3	3001	3002
30700302	93070	Assets/Product/Texture/Image/RoleCharacter/ShengtangNormal01.png	0	150	761525		3	3001	3002
30701301	83100	Assets/Product/Texture/Image/RoleCharacter/KamuNomal01.png	1	150	761527		3	3001	3002
30800101	90710	Assets/Product/Texture/Image/RoleCharacter/KaixiNormal01.png	0	109	761525		3	3001	3002
30800102	90710	Assets/Product/Texture/Image/RoleCharacter/KaixiNormal01.png	0	109	761525		3	3001	3002
30801101	837100	Assets/Product/Texture/Image/RoleCharacter/ShashibierNormal02.png	1	89	761527		3	3001	3002
30800201	84300	Assets/Product/Texture/Image/RoleCharacter/Mb1SirenMd010001.png	1	101	761527		3	3001	3002
30800301	85310	Assets/Product/Texture/Image/RoleCharacter/V130syyzNormal01.png	1	173	761527		3	3001	3002
30910101	90120	Assets/Product/Texture/Image/RoleCharacter/Mo1BaohuzheMd000001.png	0	104	761543		1	4001	4002
30910102	90110	Assets/Product/Texture/Image/RoleCharacter/Me1XunjingzheMd000001.png	0	148	761543		1	4001	4002
30911101	90222	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	0	50	761544		1	4001	4002
30912101	81210	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal02.png	1	132	761545	761546	1	4001	4002
30910201	90170	Assets/Product/Texture/Image/RoleCharacter/BudaozheNormal01.png	0	89	761543		1	4001	4002
30910202	90030	Assets/Product/Texture/Image/RoleCharacter/Mo1XiulijigongMd000001.png	0	104	761543		1	4001	4002
30911201	90360	Assets/Product/Texture/Image/RoleCharacter/FenjiezheNormal01.png	0	122	761544		1	4001	4002
30912201	90950	Assets/Product/Texture/Image/RoleCharacter/Me1JiegouqiutuMd010001.png	1	73	761545		1	4001	4002
30910301	93192	Assets/Product/Texture/Image/RoleCharacter/YiliaojiNormal01.png	0	144	761543		1	4001	4002
30910302	93232	Assets/Product/Texture/Image/RoleCharacter/CourierNormal01.png	0	131	761543		1	4001	4002
30911301	90400	Assets/Product/Texture/Image/RoleCharacter/FangshengdouniuNormal01.png	0	89	761544		1	4001	4002
30912301	93170	Assets/Product/Texture/Image/RoleCharacter/Me1HetimingyunzhilunNormal01.png	1	159	761545		1	4001	4002
30920101	90620	Assets/Product/Texture/Image/RoleCharacter/Me1YihehuolidanyuanMd000001.png	0	400	761543		1	4001	4002
30920102	90600	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	0	305	761543		1	4001	4002
30921101	90180	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	0	110	761544		1	4001	4002
30922101	90390	Assets/Product/Texture/Image/RoleCharacter/AnbaoNomal01.png	1	96	761545		1	4001	4002
30920201	90150	Assets/Product/Texture/Image/RoleCharacter/Mo1YeyaMd000001.png	0	93	761543		1	4001	4002
30920202	90470	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	0	153	761543		1	4001	4002
30921201	90480	Assets/Product/Texture/Image/RoleCharacter/YijushaojiejipaoNormal01.png	0	106	761544		1	4001	4002
30922201	90910	Assets/Product/Texture/Image/RoleCharacter/Me1UnknownMd010001.png	1	162	761545		1	4001	4002
30920301	90730	Assets/Product/Texture/Image/RoleCharacter/BaixianshengNormal01.png	0	109	761543		1	4001	4002
30920302	90710	Assets/Product/Texture/Image/RoleCharacter/KaixiNormal01.png	0	109	761543		1	4001	4002
30921301	93020	Assets/Product/Texture/Image/RoleCharacter/YouyezheNormal01.png	0	120	761544		1	4001	4002
30922301	90990	Assets/Product/Texture/Image/RoleCharacter/XianfengchonglangzheNormal01.png	1	119	761545		1	4001	4002
30930101	90730	Assets/Product/Texture/Image/RoleCharacter/BaixianshengNormal01.png	0	109	761543		1	4001	4002
30930102	93182	Assets/Product/Texture/Image/RoleCharacter/PaotaiNormal01.png	0	97	761543		1	4001	4002
30931101	90350	Assets/Product/Texture/Image/RoleCharacter/XiaofangweishiNormal01.png	0	405	761544		1	4001	4002
30932101	81300	Assets/Product/Texture/Image/RoleCharacter/BalaswordNomal.png	1	70	761545		1	4001	4002
30930201	90930	Assets/Product/Texture/Image/RoleCharacter/Mo1YingdengyuMd010001.png	0	466	761543		1	4001	4002
30930202	90830	Assets/Product/Texture/Image/RoleCharacter/Mo1MifengMd010001.png	0	135	761543		1	4001	4002
30931201	93030	Assets/Product/Texture/Image/RoleCharacter/Mo1SemifiniMd010001.png	0	137	761544		1	4001	4002
30932201	93313	Assets/Product/Texture/Image/RoleCharacter/V130stNormal02.png	1	109	761545		1	4001	4002
30930301	90250	Assets/Product/Texture/Image/RoleCharacter/LangrenNormal01.png	0	80	761543		1	4001	4002
30930302	90180	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	0	110	761543		1	4001	4002
30931301	90660	Assets/Product/Texture/Image/RoleCharacter/DiaorensanxingNormal01.png	0	150	761544		1	4001	4002
30932301	81700	Assets/Product/Texture/Image/RoleCharacter/TifaNomal01.png	1	242	761545		1	4001	4002
30940101	90190	Assets/Product/Texture/Image/RoleCharacter/Mo1ShouhuzheMd000001.png	0	144	761543		1	4001	4002
30940102	90150	Assets/Product/Texture/Image/RoleCharacter/Mo1YeyaMd000001.png	0	93	761543		1	4001	4002
30941101	90330	Assets/Product/Texture/Image/RoleCharacter/Me1XinshiMd000001.png	0	124	761544		1	4001	4002
30942101	81500	Assets/Product/Texture/Image/RoleCharacter/XixiNomal01.png	1	500	761545		1	4001	4002
30940201	90640	Assets/Product/Texture/Image/RoleCharacter/LishiNormal01.png	0	143	761543		1	4001	4002
30941201	90650	Assets/Product/Texture/Image/RoleCharacter/WulunNormal01.png	0	300	761544		1	4001	4002
30942201	90790	Assets/Product/Texture/Image/RoleCharacter/DiaorenyixingNormal01.png	1	121	761545		1	4001	4002
30940301	90690	Assets/Product/Texture/Image/RoleCharacter/LucunNormal01.png	0	93	761543		1	4001	4002
30941301	90700	Assets/Product/Texture/Image/RoleCharacter/ZhizunNormal01.png	0	100	761544		1	4001	4002
30942301	81210	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal02.png	1	132	761545	761546	1	4001	4002
30950101	90960	Assets/Product/Texture/Image/RoleCharacter/BeyaNormal01.png	0	111	761543		1	4001	4002
30950102	90890	Assets/Product/Texture/Image/RoleCharacter/Mo1UngouzaotiMd010001.png	0	293	761543		1	4001	4002
30951101	90950	Assets/Product/Texture/Image/RoleCharacter/Me1JiegouqiutuMd010001.png	0	73	761544		1	4001	4002
30952101	81700	Assets/Product/Texture/Image/RoleCharacter/TifaNomal01.png	1	242	761545		1	4001	4002
30950201	90090	Assets/Product/Texture/Image/RoleCharacter/Mo1DimianjianshiqiMd000001.png	0	141	761543		1	4001	4002
30950202	90330	Assets/Product/Texture/Image/RoleCharacter/Me1XinshiMd000001.png	0	124	761543		1	4001	4002
30951201	90410	Assets/Product/Texture/Image/RoleCharacter/Me1YihekantandanyuanMd000001.png	0	86	761544		1	4001	4002
30952201	81900	Assets/Product/Texture/Image/RoleCharacter/RoleHeadLuxiyaaerfa1SS.png	1	351	761545		1	4001	4002
30950301	90400	Assets/Product/Texture/Image/RoleCharacter/FangshengdouniuNormal01.png	0	89	761543		1	4001	4002
30950302	90130	Assets/Product/Texture/Image/RoleCharacter/Me1XunshoushiMd000001.png	0	87	761543		1	4001	4002
30951301	90340	Assets/Product/Texture/Image/RoleCharacter/JinweiNormal01.png	0	86	761544		1	4001	4002
30952301	81300	Assets/Product/Texture/Image/RoleCharacter/BalaswordNomal.png	1	70	761545		1	4001	4002
30960101	90370	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	0	160	761543		2	4001	4002
30960102	90222	Assets/Product/Texture/Image/RoleCharacter/Me1YijiwajuezheMd000001.png	0	50	761543		2	4001	4002
30961101	90420	Assets/Product/Texture/Image/RoleCharacter/WZliuxingNomal01.png	0	102	761544		2	4001	4002
30962101	81210	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal02.png	1	132	761545	761546	2	4001	4002
30960201	90860	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	0	210	761543		2	4001	4002
30960202	90610	Assets/Product/Texture/Image/RoleCharacter/Me1YihexiufudanyuanMd000001.png	0	134	761543		2	4001	4002
30961201	90630	Assets/Product/Texture/Image/RoleCharacter/SuanyegongyiNormal01.png	0	150	761544		2	4001	4002
30962201	837100	Assets/Product/Texture/Image/RoleCharacter/ShashibierNormal02.png	1	89	761545		2	4001	4002
30960301	93303	Assets/Product/Texture/Image/RoleCharacter/V130stNormal01.png	0	82	761543		2	4001	4002
30960302	90900	Assets/Product/Texture/Image/RoleCharacter/Mo1HaiqiaoMd010001.png	0	221	761543		2	4001	4002
30961301	93293	Assets/Product/Texture/Image/RoleCharacter/HeadMo1CoralerMd010001.png	0	81	761544		2	4001	4002
30962301	83800	Assets/Product/Texture/Image/RoleCharacter/AnboliyaNormal01.png	1	412	761545		2	4001	4002
30970101	90740	Assets/Product/Texture/Image/RoleCharacter/XiguaNormal01.png	0	120	761543		2	4001	4002
30971101	90260	Assets/Product/Texture/Image/RoleCharacter/Mo1FangshengrongyuanMd000001.png	0	133	761544		2	4001	4002
30972101	81300	Assets/Product/Texture/Image/RoleCharacter/BalaswordNomal.png	1	70	761545		2	4001	4002
30970201	90210	Assets/Product/Texture/Image/RoleCharacter/TufuNormal01.png	0	97	761543		2	4001	4002
30971201	90440	Assets/Product/Texture/Image/RoleCharacter/Me1ZilujingweiMd000001.png	0	160	761544		2	4001	4002
30972201	90390	Assets/Product/Texture/Image/RoleCharacter/AnbaoNomal01.png	1	96	761545		2	4001	4002
30970301	90980	Assets/Product/Texture/Image/RoleCharacter/PoliceNormal01.png	0	113	761543		2	4001	4002
30971301	90970	Assets/Product/Texture/Image/RoleCharacter/ModelmNormal01.png	0	113	761544		2	4001	4002
30972301	81210	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal02.png	1	132	761545	761546	2	4001	4002
30980101	90210	Assets/Product/Texture/Image/RoleCharacter/TufuNormal01.png	0	97	761543		2	4001	4002
30980102	90160	Assets/Product/Texture/Image/RoleCharacter/ShaojiepaoNormal01.png	0	120	761543		2	4001	4002
30981101	93070	Assets/Product/Texture/Image/RoleCharacter/ShengtangNormal01.png	0	150	761544		2	4001	4002
30982101	81800	Assets/Product/Texture/Image/RoleCharacter/WashakeNormal01.png	1	300	761545		2	4001	4002
30980201	90860	Assets/Product/Texture/Image/RoleCharacter/Mo1BopuerMd01000.png	0	210	761543		2	4001	4002
30980202	90600	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	0	305	761543		2	4001	4002
30981201	90870	Assets/Product/Texture/Image/RoleCharacter/Me1YasibeiersiMd010001.png	0	142	761544		2	4001	4002
30982201	81600	Assets/Product/Texture/Image/RoleCharacter/LuolanNomal01.png	1	126	761545		2	4001	4002
30980301	93192	Assets/Product/Texture/Image/RoleCharacter/YiliaojiNormal01.png	0	144	761543		2	4001	4002
30980302	93182	Assets/Product/Texture/Image/RoleCharacter/PaotaiNormal01.png	0	97	761543		2	4001	4002
30981301	93192	Assets/Product/Texture/Image/RoleCharacter/YiliaojiNormal01.png	0	144	761544		2	4001	4002
30982301	93070	Assets/Product/Texture/Image/RoleCharacter/ShengtangNormal01.png	1	150	761545		2	4001	4002
30990101	90760	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	0	185	761543		2	4001	4002
30990102	90770	Assets/Product/Texture/Image/RoleCharacter/ZhangyuNormal01.png	0	120	761543		2	4001	4002
30991101	90780	Assets/Product/Texture/Image/RoleCharacter/XiongrenNormal01.png	0	89	761544		2	4001	4002
30992101	83220	Assets/Product/Texture/Image/RoleCharacter/LuosaitaNormal01.png	1	156	761545		2	4001	4002
30990201	90730	Assets/Product/Texture/Image/RoleCharacter/BaixianshengNormal01.png	0	109	761543		2	4001	4002
30990202	90710	Assets/Product/Texture/Image/RoleCharacter/KaixiNormal01.png	0	109	761543		2	4001	4002
30991201	90720	Assets/Product/Texture/Image/RoleCharacter/MatianniNormal01.png	0	85	761544		2	4001	4002
30992201	837000	Assets/Product/Texture/Image/RoleCharacter/Mb1AolajiangMd010001.png	1	150	761545		2	4001	4002
30990301	90900	Assets/Product/Texture/Image/RoleCharacter/Mo1HaiqiaoMd010001.png	0	221	761543		2	4001	4002
30990302	90930	Assets/Product/Texture/Image/RoleCharacter/Mo1YingdengyuMd010001.png	0	466	761543		2	4001	4002
30991301	90940	Assets/Product/Texture/Image/RoleCharacter/Mo1CiganxieMd010001.png	0	109	761544		2	4001	4002
30992301	81500	Assets/Product/Texture/Image/RoleCharacter/XixiNomal01.png	1	500	761545		2	4001	4002
31000101	90180	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	0	110	761543		2	4001	4002
31000102	90650	Assets/Product/Texture/Image/RoleCharacter/WulunNormal01.png	0	300	761543		2	4001	4002
31001101	90340	Assets/Product/Texture/Image/RoleCharacter/JinweiNormal01.png	0	86	761544		2	4001	4002
31002101	81300	Assets/Product/Texture/Image/RoleCharacter/BalaswordNomal.png	1	70	761545		2	4001	4002
31000201	90160	Assets/Product/Texture/Image/RoleCharacter/ShaojiepaoNormal01.png	0	120	761543		2	4001	4002
31000202	90190	Assets/Product/Texture/Image/RoleCharacter/Mo1ShouhuzheMd000001.png	0	144	761543		2	4001	4002
31001201	90420	Assets/Product/Texture/Image/RoleCharacter/WZliuxingNomal01.png	0	102	761544		2	4001	4002
31002201	837100	Assets/Product/Texture/Image/RoleCharacter/ShashibierNormal02.png	1	89	761545		2	4001	4002
31000301	90620	Assets/Product/Texture/Image/RoleCharacter/Me1YihehuolidanyuanMd000001.png	0	400	761543		2	4001	4002
31000302	90600	Assets/Product/Texture/Image/RoleCharacter/Me1YihefenjiedanyuanMd000001.png	0	305	761543		2	4001	4002
31001301	90610	Assets/Product/Texture/Image/RoleCharacter/Me1YihexiufudanyuanMd000001.png	0	134	761544		2	4001	4002
31002301	84100	Assets/Product/Texture/Image/RoleCharacter/ShulinghouNormal01.png	1	300	761545		2	4001	4002
31010101	93060	Assets/Product/Texture/Image/RoleCharacter/NvDuiZhangNormal01.png	0	88	761543		3	4001	4002
31010102	93050	Assets/Product/Texture/Image/RoleCharacter/HeadMo1CyborgsoldierMd10001.png	0	128	761543		3	4001	4002
31011101	90380	Assets/Product/Texture/Image/RoleCharacter/TongyonggouzaotiNomal01.png	0	158	761544		3	4001	4002
31012101	81700	Assets/Product/Texture/Image/RoleCharacter/TifaNomal01.png	1	242	761545		3	4001	4002
31010201	90760	Assets/Product/Texture/Image/RoleCharacter/TuziNormal01.png	0	185	761543		3	4001	4002
31010202	90460	Assets/Product/Texture/Image/RoleCharacter/Me1ShenhaiqianfuzheMd000002.png	0	120	761543		3	4001	4002
31011201	90350	Assets/Product/Texture/Image/RoleCharacter/XiaofangweishiNormal01.png	0	405	761544		3	4001	4002
31012201	90390	Assets/Product/Texture/Image/RoleCharacter/AnbaoNomal01.png	1	96	761545		3	4001	4002
31010301	93303	Assets/Product/Texture/Image/RoleCharacter/V130stNormal01.png	0	82	761543		3	4001	4002
31010302	93293	Assets/Product/Texture/Image/RoleCharacter/HeadMo1CoralerMd010001.png	0	81	761543		3	4001	4002
31011301	93313	Assets/Product/Texture/Image/RoleCharacter/V130stNormal02.png	0	109	761544		3	4001	4002
31012301	81500	Assets/Product/Texture/Image/RoleCharacter/XixiNomal01.png	1	500	761545		3	4001	4002
31020101	93110	Assets/Product/Texture/Image/RoleCharacter/JinglingNormal01.png	0	160	761543		3	4001	4002
31020102	90900	Assets/Product/Texture/Image/RoleCharacter/Mo1HaiqiaoMd010001.png	0	221	761543		3	4001	4002
31021101	93103	Assets/Product/Texture/Image/RoleCharacter/ShujingNormal01.png	0	109	761544		3	4001	4002
31022101	81210	Assets/Product/Texture/Image/RoleCharacter/WuzangjiuxingNormal02.png	1	132	761545	761546	3	4001	4002
31020201	90180	Assets/Product/Texture/Image/RoleCharacter/Mo1ZhixingzheMd000001.png	0	110	761543		3	4001	4002
31020202	90370	Assets/Product/Texture/Image/RoleCharacter/Me1YijikantanzheMd000001.png	0	160	761543		3	4001	4002
31021201	90450	Assets/Product/Texture/Image/RoleCharacter/JidijibingNormal01.png	0	110	761544		3	4001	4002
31022201	81800	Assets/Product/Texture/Image/RoleCharacter/WashakeNormal01.png	1	300	761545		3	4001	4002
31020301	90990	Assets/Product/Texture/Image/RoleCharacter/XianfengchonglangzheNormal01.png	0	119	761543		3	4001	4002
31020302	90450	Assets/Product/Texture/Image/RoleCharacter/JidijibingNormal01.png	0	110	761543		3	4001	4002
31021301	93010	Assets/Product/Texture/Image/RoleCharacter/JiebajixianxinNormal01.png	0	343	761544		3	4001	4002
31022301	81300	Assets/Product/Texture/Image/RoleCharacter/BalaswordNomal.png	1	70	761545		3	4001	4002
31030101	90470	Assets/Product/Texture/Image/RoleCharacter/Mo1YijuyeyaMd000001.png	0	153	761543		3	4001	4002
31030102	90480	Assets/Product/Texture/Image/RoleCharacter/YijushaojiejipaoNormal01.png	0	106	761543		3	4001	4002
