Id	Name	Star	Ability	CharacterId	FightEvent	FightEventLevel	FixAttrIds[1]	FixAttrLevels[1]	AttrFixGroupIds[1]	FixAttrIds[2]	FixAttrLevels[2]	AttrFixGroupIds[2]	Load	DecomposeValue	Icon	Quality	Desc	DescTips	DescInitValue	DescFixAttrId	DescCoefficient	Type	IsDisplay
184	Bastion: Overclock 1 IV	6	1450	1061002	222608	1	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	4	Enter Matrix and gain 3 Yellow Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	181	0
185	Bastion: Overclock 2 I	3	290	1061002	222609	1	1	2	202	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	1	Successful blocks generate an extra 5 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	182	0
186	Bastion: Overclock 2 II	4	593	1061002	222610	1	1	2	202	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	2	Successful blocks generate an extra 10 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	182	0
187	Bastion: Overclock 2 III	5	916	1061002	222611	1	1	3	203	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	3	Successful blocks generate an extra 15 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	182	0
188	Bastion: Overclock 2 IV	6	1450	1061002	222612	1	1	3	203	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4.png	4	Successful blocks generate an extra 20 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	182	0
189	Blast: Core I	3	290	1071002	2230229	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	1	Burst Form is triggered after only 2 3-Pings and lasts 3 more seconds. In Burst Form, damage increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	200000	4	3000	183	0
190	Blast: Core II	4	593	1071002	2230229	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	2	Burst Form is triggered after only 2 3-Pings and lasts 3 more seconds. In Burst Form, damage increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	400000	4	3000	183	0
191	Blast: Core III	5	916	1071002	2230229	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	3	Burst Form is triggered after only 2 3-Pings and lasts 3 more seconds. In Burst Form, damage increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	640000	4	3000	183	0
192	Blast: Core IV	6	1450	1071002	2230229	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	4	Burst Form is triggered after only 2 3-Pings and lasts 3 more seconds. In Burst Form, damage increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	1040000	4	3000	183	0
193	Blast: Overclock 1 I	3	290	1071002	222705	1	4	2	702	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	1	Pinging Blue Orbs generates 5 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	184	0
194	Blast: Overclock 1 II	4	593	1071002	222706	1	4	2	702	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	2	Pinging Blue Orbs generates 10 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	184	0
195	Blast: Overclock 1 III	5	916	1071002	222707	1	4	3	703	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	3	Pinging Blue Orbs generates 15 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	184	0
196	Blast: Overclock 1 IV	6	1450	1071002	222708	1	4	3	703	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	4	Pinging Blue Orbs generates 20 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	184	0
197	Blast: Overclock 2 I	3	290	1071002	222709	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	1	Enter Matrix after long-range cannon attack.	(Only one Add-on of the same type can be equipped)	40000	4	5000	185	0
198	Blast: Overclock 2 II	4	593	1071002	222710	1	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	2	Enter Matrix and gain 1 Blue Orb after long-range cannon attack.	(Only one Add-on of the same type can be equipped)	40000	4	5000	185	0
199	Blast: Overclock 2 III	5	916	1071002	222711	1	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	3	Enter Matrix and gain 2 Blue Orbs after long-range cannon attack.	(Only one Add-on of the same type can be equipped)	40000	4	5000	185	0
200	Blast: Overclock 2 IV	6	1450	1071002	222712	1	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadKalienina4.png	4	Enter Matrix and gain 3 Blue Orbs after long-range cannon attack.	(Only one Add-on of the same type can be equipped)	40000	4	5000	185	0
201	Nightblade: Core I	3	290	1081002	222801	1	1	2	202	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	1	The Extra DMG Bonus of shades' attacks increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	160000	1	2000	186	0
202	Nightblade: Core II	4	593	1081002	222802	1	1	2	202	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	2	The Extra DMG Bonus of shades' attacks increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	320000	1	2000	186	0
203	Nightblade: Core III	5	916	1081002	222803	1	1	3	203	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	3	The Extra DMG Bonus of shades' attacks increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	500000	1	2000	186	0
204	Nightblade: Core IV	6	1450	1081002	222804	1	1	3	203	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	4	The Extra DMG Bonus of shades' attacks increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	800000	1	2000	186	0
205	Nightblade: Overclock 1 I	3	290	1081002	222805	1	1	2	102	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	1	Enter Matrix after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	187	0
206	Nightblade: Overclock 1 II	4	593	1081002	222806	1	1	2	102	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	2	Enter Matrix and gain 1 Yellow Orb after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	187	0
207	Nightblade: Overclock 1 III	5	916	1081002	222807	1	1	3	103	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	3	Enter Matrix and gain 2 Yellow Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	187	0
208	Nightblade: Overclock 1 IV	6	1450	1081002	222808	1	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	4	Enter Matrix and gain 3 Yellow Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	187	0
209	Nightblade: Overclock 2 I	3	290	1081002	222809	1	1	2	202	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	1	3-Pings give an extra 5 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	188	0
210	Nightblade: Overclock 2 II	4	593	1081002	222810	1	1	2	202	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	2	3-Pings give an extra 10 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	188	0
211	Nightblade: Overclock 2 III	5	916	1081002	222811	1	1	3	203	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	3	3-Pings give an extra 15 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	188	0
212	Nightblade: Overclock 2 IV	6	1450	1081002	222812	1	1	3	203	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadDubian4.png	4	3-Pings give an extra 20 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	1	5000	188	0
213	Dawn: Core I	3	290	1021002	222901	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	1	Activating Signature Move also generates a large lightning field that pulls enemies in. While staying in the lightning field, Dawn's DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	120000	4	2000	189	0
214	Dawn: Core II	4	593	1021002	222902	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	2	Activating Signature Move also generates a large lightning field that pulls enemies in. While staying in the lightning field, Dawn's DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	250000	4	2000	189	0
215	Dawn: Core III	5	916	1021002	222903	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	3	Activating Signature Move also generates a large lightning field that pulls enemies in. While staying in the lightning field, Dawn's DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	400000	4	2000	189	0
216	Dawn: Core IV	6	1450	1021002	222904	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	4	Activating Signature Move also generates a large lightning field that pulls enemies in. While staying in the lightning field, Dawn's DMG increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus).	(Only one Add-on of the same type can be equipped)	640000	4	2000	189	0
217	Dawn: Overclock 1 I	3	290	1021002	222905	1	4	2	702	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	1	Dealing damage with the electric field generates 3 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	190	0
218	Dawn: Overclock 1 II	4	593	1021002	222906	1	4	2	702	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	2	Dealing damage with the electric field generates 5 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	190	0
219	Dawn: Overclock 1 III	5	916	1021002	222907	1	4	3	703	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	3	Dealing damage with the electric field generates 7 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	190	0
220	Dawn: Overclock 1 IV	6	1450	1021002	222908	1	4	3	703	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	4	Dealing damage with the electric field generates 10 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	190	0
221	Dawn: Overclock 2 I	3	290	1021002	222909	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	1	Enter Matrix after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	191	0
222	Dawn: Overclock 2 II	4	593	1021002	222910	1	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	2	Enter Matrix and gain 1 Yellow Orb after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	191	0
223	Dawn: Overclock 2 III	5	916	1021002	222911	1	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	3	Enter Matrix and gain 2 Yellow Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	191	0
224	Dawn: Overclock 2 IV	6	1450	1021002	222912	1	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadluxiya4S.png	4	Enter Matrix and gain 3 Yellow Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	191	0
225	Lux: Core I	3	290	1031002	2230230	1	4	2	1002	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	1	After Liv heals another character, their Basic Attacks can also inflict the target with Lightning Marks and trigger Lightning Lure, dealing damage equal to <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Consitution) of Liv's HP.	(Only one Add-on of the same type can be equipped)	25600	2	400	192	0
226	Lux: Core II	4	593	1031002	2230230	2	4	2	1002	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	2	After Liv heals another character, their Basic Attacks can also inflict the target with Lightning Marks and trigger Lightning Lure, dealing damage equal to <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Consitution) of Liv's HP.	(Only one Add-on of the same type can be equipped)	51200	2	400	192	0
227	Lux: Core III	5	916	1031002	2230230	3	4	3	1003	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	3	After Liv heals another character, their Basic Attacks can also inflict the target with Lightning Marks and trigger Lightning Lure, dealing damage equal to <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Consitution) of Liv's HP.	(Only one Add-on of the same type can be equipped)	80000	2	400	192	0
228	Lux: Core IV	6	1450	1031002	2230230	4	4	3	1003	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	4	After Liv heals another character, their Basic Attacks can also inflict the target with Lightning Marks and trigger Lightning Lure, dealing damage equal to <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Consitution) of Liv's HP.	(Only one Add-on of the same type can be equipped)	160000	2	400	192	0
229	Lux: Overclock 1 I	3	290	1031002	223005	1	4	2	402	2	1	601	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	1	Enter Matrix after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	193	0
230	Lux: Overclock 1 II	4	593	1031002	223006	1	4	2	402	2	2	602	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	2	Enter Matrix and gain 1 Yellow Orb after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	193	0
231	Lux: Overclock 1 III	5	916	1031002	223007	1	4	3	403	2	2	602	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	3	Enter Matrix and gain 2 Yellow Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	193	0
232	Lux: Overclock 1 IV	6	1450	1031002	223008	1	4	3	403	2	3	603	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	4	Enter Matrix and gain 3 Yellow Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	4	5000	193	0
233	Lux: Overclock 2 I	3	290	1031002	223009	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	1	Pinging Yellow Orbs generates an extra 5 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	194	0
234	Lux: Overclock 2 II	4	593	1031002	223010	1	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	2	Pinging Yellow Orbs generates an extra 10 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	194	0
235	Lux: Overclock 2 III	5	916	1031002	223011	1	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	3	Pinging Yellow Orbs generates an extra 15 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	194	0
236	Lux: Overclock 2 IV	6	1450	1031002	223012	1	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4S.png	4	Pinging Yellow Orbs generates an extra 20 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	194	0
237	Entropy: Core I	3	290	1011003	2230363	1	1	2	202	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	1	Space Lord is triggered one more time after shooting Space Bullets. Extra DMG Bonus of Space Lord increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	3700000	1	30000	195	0
238	Entropy: Core II	4	593	1011003	2230364	2	1	2	202	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	2	Space Lord is triggered one more time after shooting Space Bullets. Extra DMG Bonus of Space Lord increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	6100000	1	30000	195	0
239	Entropy: Core III	5	916	1011003	2230365	3	1	3	203	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	3	Space Lord is triggered one more time after shooting Space Bullets. Extra DMG Bonus of Space Lord increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	7600000	1	30000	195	0
240	Entropy: Core IV	6	1450	1011003	2230366	4	1	3	203	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	4	Space Lord is triggered one more time after shooting Space Bullets. Extra DMG Bonus of Space Lord increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	12200000	1	30000	195	0
241	Entropy: Overclock 1 I	3	290	1011003	223105	1	1	2	102	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	1	Gain 1 Blue Orb after pinging a Yellow Orb.	(Only one Add-on of the same type can be equipped)	40000	1	5000	196	0
242	Entropy: Overclock 1 II	4	593	1011003	223106	1	1	2	102	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	2	Gain 2 Blue Orbs after pinging a Yellow Orb.	(Only one Add-on of the same type can be equipped)	40000	1	5000	196	0
243	Entropy: Overclock 1 III	5	916	1011003	223107	1	1	3	103	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	3	Gain 3 Blue Orbs after pinging a Yellow Orb.	(Only one Add-on of the same type can be equipped)	40000	1	5000	196	0
244	Entropy: Overclock 1 IV	6	1450	1011003	223108	1	1	3	103	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	4	Gain 4 Blue Orbs after pinging a Yellow Orb.	(Only one Add-on of the same type can be equipped)	40000	1	5000	196	0
245	Entropy: Overclock 2 I	3	290	1011003	223109	1	1	2	202	4	1	701	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	1	The damage of the enhanced Red Orb increases by 20%. Pinging Blue Orbs also returns 1 Red Orb.	(Only one Add-on of the same type can be equipped)	40000	1	5000	197	0
246	Entropy: Overclock 2 II	4	593	1011003	223110	1	1	2	202	4	2	702	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	2	The damage of the enhanced Red Orb increases by 50%. Pinging Blue Orbs also returns 1 Red Orb.	(Only one Add-on of the same type can be equipped)	40000	1	5000	197	0
247	Entropy: Overclock 2 III	5	916	1011003	223111	1	1	3	203	4	2	702	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	3	The damage of the enhanced Red Orb increases by 70%. Pinging Blue Orbs also returns 2 Red Orbs.	(Only one Add-on of the same type can be equipped)	40000	1	5000	197	0
248	Entropy: Overclock 2 IV	6	1450	1011003	223112	1	1	3	203	4	3	703	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLi4SS.png	4	The damage of the enhanced Red Orb increases by 100%. Pinging Blue Orbs also returns 3 Red Orbs.	(Only one Add-on of the same type can be equipped)	40000	1	5000	197	0
249	Luminance: Core I	3	290	1031003	2230367	1	1	2	102	2	1	601	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	1	The duration of Yellow Orb skill increases by 5s. Enhanced weapon will automatically attack the enemy once per second, dealing damage equal to Luminance's ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	80000	1	1000	198	0
250	Luminance: Core II	4	593	1031003	2230368	2	1	2	102	2	2	602	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	2	The duration of Yellow Orb skill increases by 5s. Enhanced weapon will automatically attack the enemy once per second, dealing damage equal to Luminance's ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	170000	1	1000	198	0
251	Luminance: Core III	5	916	1031003	2230369	3	1	3	103	2	2	602	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	3	The duration of Yellow Orb skill increases by 5s. Enhanced weapon will automatically attack the enemy once per second, dealing damage equal to Luminance's ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	270000	1	1000	198	0
252	Luminance: Core IV	6	1450	1031003	2230370	4	1	3	103	2	3	603	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	4	The duration of Yellow Orb skill increases by 5s. Enhanced weapon will automatically attack the enemy once per second, dealing damage equal to Luminance's ATK x<color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Might).	(Only one Add-on of the same type can be equipped)	440000	1	1000	198	0
253	Luminance: Overclock 1 I	3	290	1031003	223205	1	1	2	102	2	1	401	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	1	Gain an extra 20 Signature Energy when Light Penalty deals DMG outside of a Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	199	0
254	Luminance: Overclock 1 II	4	593	1031003	223206	1	1	2	102	2	2	402	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	2	Gain an extra 30 Signature Energy when Light Penalty deals DMG outside of a Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	199	0
255	Luminance: Overclock 1 III	5	916	1031003	223207	1	1	3	103	2	2	402	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	3	Gain an extra 40 Signature Energy when Light Penalty deals DMG outside of a Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	199	0
256	Luminance: Overclock 1 IV	6	1450	1031003	223208	1	1	3	103	2	3	403	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	4	Gain an extra 50 Signature Energy when Light Penalty deals DMG outside of a Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	199	0
257	Luminance: Overclock 2 I	3	290	1031003	223209	1	1	2	202	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	1	Enter Matrix and gain 1 Blue Orb after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	200	0
258	Luminance: Overclock 2 II	4	593	1031003	223210	1	1	2	202	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	2	Enter Matrix and gain 2 Blue Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	200	0
259	Luminance: Overclock 2 III	5	916	1031003	223211	1	1	3	203	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	3	Enter Matrix and gain 3 Blue Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	200	0
260	Luminance: Overclock 2 IV	6	1450	1031003	223212	1	1	3	203	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadLifu4SS.png	4	Enter Matrix and gain 4 Blue Orbs after casting Signature Move.	(Only one Add-on of the same type can be equipped)	40000	1	5000	200	0
261	Tenebrion: Core I	3	290	1061003	2230343	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	1	In Dark Form, Extra DMG Bonus increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) for every 20% Signature Energy left.	(Only one Add-on of the same type can be equipped)	60000	4	800	201	0
262	Tenebrion: Core II	4	593	1061003	2230344	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	2	In Dark Form, Extra DMG Bonus increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) for every 20% Signature Energy left.	(Only one Add-on of the same type can be equipped)	120000	4	800	201	0
263	Tenebrion: Core III	5	916	1061003	2230345	3	4	3	303	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	3	In Dark Form, Extra DMG Bonus increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) for every 20% Signature Energy left.	(Only one Add-on of the same type can be equipped)	180000	4	800	201	0
264	Tenebrion: Core IV	6	1450	1061003	2230346	4	4	3	303	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	4	In Dark Form, Extra DMG Bonus increases by <color=#0d70bd>{0}%</color> (<color=#0d70bd>{3}</color> Focus) for every 20% Signature Energy left.	(Only one Add-on of the same type can be equipped)	300000	4	800	201	0
265	Tenebrion: Overclock 1 I	3	290	1061003	223305	1	4	2	702	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	1	1/2/3-Ping generates an extra 1/2/3 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	202	0
266	Tenebrion: Overclock 1 II	4	593	1061003	223306	1	4	2	702	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	2	1/2/3-Ping generates an extra 2/3/5 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	202	0
267	Tenebrion: Overclock 1 III	5	916	1061003	223307	1	4	3	703	1	2	102	5	50	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	3	1/2/3-Ping generates an extra 3/5/7 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	202	0
268	Tenebrion: Overclock 1 IV	6	1450	1061003	223308	1	4	3	703	1	3	103	6	400	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	4	1/2/3-Ping generates an extra 4/5/10 Signature Energy.	(Only one Add-on of the same type can be equipped)	40000	4	5000	202	0
269	Tenebrion: Overclock 2 I	3	290	1061003	2230347	1	4	2	302	1	1	101	3	5	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	1	Tenebrion gains 4 Signature Energy every second while on standby.	(Only one Add-on of the same type can be equipped)	40000	4	5000	203	0
270	Tenebrion: Overclock 2 II	4	593	1061003	2230348	2	4	2	302	1	2	102	4	10	Assets/Product/Texture/Image/RolePlayer/RoleHeadShenwei4SS.png	2	Tenebrion gains 6 Signature Energy every second while on standby.	(Only one Add-on of the same type can be equipped)	40000	4	5000	203	0
